"","V1","V2","V3","V4","V5","V6","V7","V8","V9","bug","loc","bf","hcm"
"26",0,4.24849524204936,3.58351893845611,0,3.85014760171006,0,1.6094379124341,0,1.79175946922805,0,3.29583686600433,3,2.8654
"27",0,0,0,0,0,2.07944154167984,0,0,3.98898404656427,0,2.77258872223978,7,5.99636
"28",0,7.1785454837637,3.89182029811063,4.24849524204936,0,3.8286413964891,3.09104245335832,1.79175946922805,5.08140436498446,1,5.71702770140622,14,4.88878
"29",0,0,0,0.693147180559945,4.14313472639153,0,3.93182563272433,2.94443897916644,2.63905732961526,0,3.3322045101752,3,1.84703
"30",0,0,4.07753744390572,0,0,0,4.99043258677874,0,3.09104245335832,0,3.85014760171006,4,4.17741
"31",0,4.46590811865458,3.3322045101752,3.93182563272433,0,4.89783979995091,0,0,1.6094379124341,0,4.29045944114839,2,0
"32",5.56068163101553,0.693147180559945,3.49650756146648,1.09861228866811,4.49980967033027,2.07944154167984,4.44265125649032,3.85014760171006,0,1,4.49980967033027,1,0
"33",2.83321334405622,4.26267987704132,0.693147180559945,4.76217393479776,0,1.09861228866811,0,2.07944154167984,0,0,3.3322045101752,10,11.1128
"34",0,4.82028156560504,0,3.04452243772342,0,0,3.36729582998647,0,4.35670882668959,0,3.52636052461616,3,1.84703
"35",0.693147180559945,2.07944154167984,2.07944154167984,6.16751649088834,0.693147180559945,0,5.75574221358691,5.56068163101553,3.63758615972639,0,5.68697535633982,24,6.92707
"36",0,0,1.09861228866811,0,0,1.09861228866811,5.29831736654804,0,0.693147180559945,0,3.85014760171006,15,12.4918
"37",0,0,0,0.693147180559945,0,0,3.55534806148941,3.95124371858143,0,0,2.99573227355399,5,3.4091
"38",0,0,0,3.13549421592915,0.693147180559945,0,4.39444915467244,2.19722457733622,0,0,2.99573227355399,6,6.83865
"39",2.63905732961526,3.52636052461616,3.46573590279973,0,0,0,3.66356164612965,3.61091791264422,0,8,6.14203740558736,92,28.8338
"40",2.19722457733622,1.79175946922805,2.63905732961526,1.38629436111989,0,1.09861228866811,0,0,0,0,1.38629436111989,2,3.17351
"41",0,4.89034912822175,0,0,0,4.31748811353631,0,0,0,0,4.04305126783455,14,10.279
"42",0,0,0,4.30406509320417,3.80666248977032,0,4.74493212836325,0,0,0,2.484906649788,3,1.84703
"43",0,0,3.04452243772342,0,0,0,4.98360662170834,0,0,0,3.2188758248682,10,8.35812
"44",0,4.18965474202643,0,0,0,0,0,0,0,0,2.30258509299405,2,1.84703
"45",0,5.12989871492307,0,0,5.41610040220442,3.09104245335832,1.38629436111989,6.26720054854136,0,0,5.06259503302697,5,5.25012
"46",3.68887945411394,3.25809653802148,7.32778053842163,0,6.57786135772105,2.19722457733622,5.08759633523238,3.78418963391826,3.13549421592915,0,5.55295958492162,38,23.5832
"47",0,3.8286413964891,4.58496747867057,0,3.58351893845611,0,5.54126354515843,0,0,0,4.07753744390572,17,14.0081
"48",0,0.693147180559945,2.19722457733622,1.79175946922805,0,0,0,4.81218435537242,0,0,2.99573227355399,6,6.70477
"49",0,0,0,1.94591014905531,0,0,3.78418963391826,3.17805383034795,0,0,3.09104245335832,7,6.94961
"50",0,4.89034912822175,1.38629436111989,0,1.94591014905531,6.05208916892442,5.43372200355424,0,0,0,4.26267987704132,37,23.9028
"51",0,2.89037175789616,0,0,0.693147180559945,4.76217393479776,5.19849703126583,0,0,0,3.87120101090789,8,5.52481
"52",0,3.46573590279973,0.693147180559945,0,0,0,5.87773578177964,2.484906649788,0,0,4.11087386417331,24,11.3751
"53",3.3322045101752,0,5.4553211153577,0,3.91202300542815,0,0,0,5.4249500174814,0,4.8283137373023,14,13.2689
"54",4.06044301054642,0,0,0,0,0,0,0,0,0,1.38629436111989,1,0
"55",3.17805383034795,0,4.18965474202643,4.63472898822964,4.93447393313069,0,2.89037175789616,0,0,0,4.00733318523247,4,3.37801
"56",2.99573227355399,0,0,0,1.09861228866811,0,0,5.5834963087817,4.07753744390572,0,3.93182563272433,2,1.84703
"57",3.25809653802148,0,0,0,0,0,0,0,4.7361984483945,0,3.40119738166216,7,6.61084
"58",0,0,4.9416424226093,0,0,0,0,0,0,0,2.89037175789616,3,3.32672
"59",0,4.24849524204936,5.54907608489522,0,2.70805020110221,0,0,0,3.61091791264422,0,3.66356164612965,5,4.7898
"60",0.693147180559945,0,3.85014760171006,0,4.21950770517611,0,2.89037175789616,0,0.693147180559945,0,2.56494935746154,7,3.4091
"61",2.63905732961526,0,4.36944785246702,3.63758615972639,5.3890717298165,4.12713438504509,2.83321334405622,0,0,0,4.17438726989564,3,3.4091
"62",0,0,4.78749174278205,0,0,0.693147180559945,0,0,2.63905732961526,0,2.63905732961526,3,1.84703
"63",1.79175946922805,3.43398720448515,0,0,0,1.38629436111989,2.19722457733622,1.79175946922805,0,0,0,3,3.26838
"64",0,4.66343909411207,5.05624580534831,0,0,0,0,0,3.63758615972639,0,3.63758615972639,20,14.8014
"65",2.30258509299405,5.4553211153577,7.0647590277918,0,1.38629436111989,0,0,0,5.68017260901707,1,5.6021188208797,29,14.923
"66",0,3.25809653802148,0,0,0,0,0.693147180559945,0,5.72031177660741,0,4.33073334028633,13,11.1073
"67",0,3.2188758248682,4.59511985013459,0,1.09861228866811,0,5.84354441703136,0,1.38629436111989,1,4.23410650459726,35,20.5668
"68",4.40671924726425,0,0,4.54329478227,0,0,0,4.67282883446191,0,1,4.34380542185368,2,0
"69",1.09861228866811,2.19722457733622,3.58351893845611,3.17805383034795,3.87120101090789,0.693147180559945,4.99043258677874,0,0,1,3.68887945411394,3,1.84703
"70",0,5.03043792139244,0,0,0,4.0943445622221,0,1.09861228866811,5.4510384535657,0,4.49980967033027,7,7.65102
"71",0,4.39444915467244,0,0,4.33073334028633,0,0,3.68887945411394,2.484906649788,0,3.91202300542815,6,6.098
"72",3.63758615972639,1.09861228866811,4.97673374242057,0,2.30258509299405,0,3.55534806148941,1.79175946922805,0,0,3.40119738166216,17,13.8911
"73",2.77258872223978,4.43081679884331,4.21950770517611,0,5.09375020080676,0.693147180559945,3.76120011569356,0,0.693147180559945,0,4.02535169073515,7,6.08461
"74",1.38629436111989,3.04452243772342,6.14846829591765,0,7.56579328242851,4.0943445622221,0,1.79175946922805,6.52502965784346,0,6.32256523992728,4,3.30169
"75",2.30258509299405,3.17805383034795,0.693147180559945,3.46573590279973,0,0,4.66343909411207,0,0,0,3.04452243772342,7,4.15475
"76",0,0.693147180559945,3.73766961828337,0,0,0,0,0,0,0,1.38629436111989,2,1.84703
"77",0,0,0,0,0,1.09861228866811,3.13549421592915,2.83321334405622,0.693147180559945,0,1.94591014905531,3,4.74807
"78",4.78749174278205,6.04025471127741,0,0,0,4.57471097850338,6.13988455222626,4.02535169073515,0,1,5.27299955856375,7,3.08906
"79",2.77258872223978,3.09104245335832,5.63478960316925,0,0,0,5.73657229747919,5.54907608489522,4.969813299576,0,4.68213122712422,13,7.42177
"80",0,0.693147180559945,6.26530121273771,0,0,0,5.20948615284142,0,5.74620319054015,1,5.07517381523383,22,11.6079
"81",1.94591014905531,4.53259949315326,0.693147180559945,6.71417052990947,0,3.17805383034795,6.63594655568665,6.7428806357919,0,0,6.12686918411419,44,14.6318
"82",0,0,0,1.09861228866811,0,0,4.43081679884331,3.43398720448515,0,0,3.2188758248682,3,1.84703
"83",0,2.30258509299405,0,0,0,2.484906649788,5.66296048013595,0,0,0,3.73766961828337,7,4.17741
"84",2.07944154167984,0,0,0,0,0,4.07753744390572,3.66356164612965,0,0,3.40119738166216,3,1.84703
"85",0.693147180559945,2.99573227355399,4.31748811353631,0,1.09861228866811,0,0,0,5.01063529409626,0,3.73766961828337,7,7.65396
"86",0,0,0,0,0,0.693147180559945,3.87120101090789,2.99573227355399,0,0,2.30258509299405,7,5.9245
"87",0,4.64439089914137,0,0,0,0,0.693147180559945,3.3322045101752,2.56494935746154,0,2.77258872223978,10,9.64396
"88",0,6.16331480403464,0,1.94591014905531,0,3.87120101090789,0,2.77258872223978,4.61512051684126,0,4.46590811865458,22,14.7303
"89",0,0,0,3.85014760171006,0,0,4.66343909411207,4.59511985013459,0,0,4.43081679884331,3,3.39209
"90",0,0,4.66343909411207,0,2.07944154167984,2.70805020110221,3.80666248977032,0,0,0,3.29583686600433,7,7.47213
"91",1.09861228866811,4.89783979995091,4.20469261939097,0,2.77258872223978,0,4.33073334028633,0,0,0,3.73766961828337,6,4.17741
"92",0,3.09104245335832,4.00733318523247,4.63472898822964,0,3.43398720448515,5.43372200355424,3.80666248977032,0,0,3.73766961828337,6,6.31013
"93",1.6094379124341,0,0,0,0,0,4.40671924726425,5.92425579741453,4.67282883446191,0,4.53259949315326,7,4.88878
"94",2.07944154167984,1.09861228866811,4.04305126783455,3.52636052461616,5.13579843705026,0,0,0,0,0,3.71357206670431,8,7.50652
"95",1.38629436111989,2.56494935746154,0,2.19722457733622,1.6094379124341,0,0,0,6.2841341610708,0,4.35670882668959,13,11.6827
"96",2.56494935746154,3.63758615972639,0,4.71849887129509,0,0,0,3.04452243772342,0,0,2.83321334405622,11,6.32077
"97",0,2.07944154167984,3.49650756146648,0,0,0.693147180559945,0,6.0282785202307,1.6094379124341,0,1.94591014905531,5,5.00502
"98",0,0,2.484906649788,2.30258509299405,0,0,1.38629436111989,0,0.693147180559945,0,0,3,4.74807
"99",3.09104245335832,4.18965474202643,1.38629436111989,0,3.68887945411394,0,0,0,0.693147180559945,0,3.29583686600433,4,3.26838
"100",0,4.63472898822964,3.04452243772342,0,0.693147180559945,0,5.73009978297357,0,0,0,4.12713438504509,25,20.1023
"101",0,0,0,0,0,0,0,0,4.8283137373023,0,2.94443897916644,7,6.32077
"102",4.23410650459726,1.38629436111989,0,0,0,0.693147180559945,5.94542060860658,0,1.94591014905531,0,4.31748811353631,14,6.35853
"103",0,0.693147180559945,1.38629436111989,0,0,0,0,5.71042701737487,0,1,4.23410650459726,11,10.799
"104",3.04452243772342,4.64439089914137,0,0,0,3.29583686600433,3.78418963391826,0,0,0,3.3322045101752,3,1.84703
"105",0,1.79175946922805,0,1.79175946922805,0,5.11198778835654,4.74493212836325,0,0,0,1.38629436111989,1,0
"106",0,0,0,0,4.8283137373023,0,0,3.04452243772342,4.66343909411207,0,3.87120101090789,3,1.84703
"107",0,0,3.85014760171006,0,6.20455776256869,5.95583736946483,0,0,0.693147180559945,0,5.06259503302697,29,20.5714
"108",4.35670882668959,3.29583686600433,4.4188406077966,0,0,0,2.83321334405622,4.21950770517611,0,0,3.80666248977032,3,3.37801
"109",0,0,0,0,1.79175946922805,2.07944154167984,0,5.71702770140622,3.61091791264422,2,3.63758615972639,14,12.6094
"110",0,0,0,0,0,0,3.73766961828337,3.61091791264422,0,0,2.56494935746154,2,1.84703
"111",0,0,3.78418963391826,0,1.09861228866811,0,3.80666248977032,0,0,0,1.79175946922805,5,4.88878
"112",0,0,0,0,5.75890177387728,0,0,3.49650756146648,0,0,3.98898404656427,5,6.13764
"113",4.4188406077966,0,5.66642668811243,0,1.6094379124341,4.33073334028633,4.27666611901606,4.78749174278205,2.77258872223978,0,4.18965474202643,12,8.68883
"114",3.40119738166216,0,4.90527477843843,1.38629436111989,1.38629436111989,4.15888308335967,0,3.95124371858143,5.66988092298052,0,4.36944785246702,4,4.49277
"115",0,0,3.85014760171006,5.19295685089021,5.77765232322266,0,3.93182563272433,0,0,0,4.72738781871234,11,8.4307
"116",1.09861228866811,0,0,0,0,0,3.95124371858143,2.30258509299405,0,0,2.77258872223978,7,4.68247
"117",2.77258872223978,4.63472898822964,0,2.94443897916644,6.49375383985169,1.09861228866811,4.80402104473326,4.36944785246702,0,1,5.23644196282995,12,5.54403
"118",0,4.78749174278205,2.77258872223978,0,0,0,0,0,0,0,2.94443897916644,4,4.66839
"119",0,0,6.15060276844628,0.693147180559945,2.63905732961526,0,0,0,6.63331843328038,0,4.97673374242057,7,5.57512
"120",5.53733426701854,0,0,6.82546003625531,0,0,0,3.87120101090789,1.6094379124341,1,5.41164605185504,13,5.39677
"121",2.83321334405622,1.79175946922805,0,0,0,3.97029191355212,2.30258509299405,0,0,0,2.30258509299405,1,0
"122",0,0,6.11368217983223,0.693147180559945,6.52649485957079,0,0,1.38629436111989,7.19593722647557,0,6.17586727010576,8,6.25082
"123",0,0,4.4188406077966,0,3.63758615972639,4.54329478227,5.4553211153577,0,0,1,4.04305126783455,22,14.6647
"124",0,3.43398720448515,2.30258509299405,1.38629436111989,5.77144112313002,4.69134788222914,4.48863636973214,0,4.23410650459726,0,2.89037175789616,13,7.5628
"125",3.85014760171006,5.89164421182577,5.91889385427315,0,1.6094379124341,0,0,0,5.68357976733868,0,5.24174701505964,14,11.1484
"126",2.83321334405622,4.15888308335967,0,0,0,5.4380793089232,4.46590811865458,1.09861228866811,0,0,4.0943445622221,12,4.88878
"127",1.09861228866811,0,5.50125821054473,0,3.09104245335832,0,0.693147180559945,0,5.37063802812766,0,3.61091791264422,6,5.55245
"128",0,0,6.87005341179813,5.34710753071747,7.23417717974985,0,2.484906649788,4.45434729625351,0,1,5.42053499927229,30,12.4279
"129",2.94443897916644,3.85014760171006,1.79175946922805,1.09861228866811,3.58351893845611,2.39789527279837,1.94591014905531,2.30258509299405,0,0,1.38629436111989,2,0
"130",1.79175946922805,0,3.89182029811063,0,0,0,0,2.94443897916644,0,0,1.94591014905531,4,3.95974
"131",0,3.17805383034795,4.69134788222914,0,3.49650756146648,0,0,0,3.09104245335832,0,3.29583686600433,3,3.24474
"132",0,0.693147180559945,0,2.07944154167984,0,2.39789527279837,5.28826703069454,0,0,0,3.25809653802148,12,8.10609
"133",0,0,6.40357419793482,0,0,0,4.0943445622221,0,0,1,4.77068462446567,23,19.9302
"134",3.73766961828337,0,0,0,0,0,2.30258509299405,0,1.6094379124341,0,1.38629436111989,1,0
"135",0,0,5.97635090929793,5.82008293035236,0.693147180559945,0,5.23644196282995,0,0,0,5.36597601502185,35,20.5079
"136",4.70953020131233,0,0,4.20469261939097,0,2.89037175789616,1.09861228866811,3.87120101090789,0,1,3.73766961828337,22,17.3813
"137",0,5.72031177660741,0,0,0,4.02535169073515,4.20469261939097,2.39789527279837,0,0,4.36944785246702,17,16.2476
"138",0,0,5.45958551414416,4.64439089914137,6.02102334934953,2.83321334405622,4.23410650459726,0,2.30258509299405,0,4.74493212836325,12,10.273
"139",0,0,2.19722457733622,2.19722457733622,3.17805383034795,4.34380542185368,0,0,2.07944154167984,0,2.89037175789616,3,4.57121
"140",3.46573590279973,0,4.44265125649032,4.49980967033027,6.93342302573071,0,5.28826703069454,0,3.29583686600433,3,5.37063802812766,28,11.9059
"141",1.09861228866811,0,3.17805383034795,1.09861228866811,0,0,5.42934562895444,0,0.693147180559945,0,3.95124371858143,9,9.13821
"142",0,1.6094379124341,5.2257466737132,0,2.19722457733622,0,5.21493575760899,0,0,0,4.06044301054642,17,13.2333
"143",5.51342874616498,0,1.94591014905531,1.94591014905531,4.78749174278205,1.79175946922805,4.54329478227,3.80666248977032,0,0,3.3322045101752,11,9.08117
"144",1.09861228866811,2.19722457733622,0,1.38629436111989,0,4.85203026391962,0,0,4.59511985013459,0,3.55534806148941,10,8.59652
"145",0,0,0,5.93753620508243,0,0,0,0,1.38629436111989,0,4.47733681447821,12,6.41309
"146",2.63905732961526,5.60947179518496,0,4.31748811353631,0,0.693147180559945,0,4.21950770517611,5.11799381241676,1,4.35670882668959,20,19.4282
"147",2.30258509299405,0,6.00635315960173,0,6.14846829591765,0,6.22851100359118,0,0.693147180559945,0,5.4249500174814,34,22.151
"148",2.484906649788,0,0,3.04452243772342,0,1.6094379124341,3.91202300542815,1.38629436111989,0,0,2.99573227355399,6,6.83865
"149",4.39444915467244,0,0,2.70805020110221,0,0,4.36944785246702,2.56494935746154,0,0,3.09104245335832,3,3.37801
"150",5.4971682252932,4.53259949315326,0,7.00669522683704,4.0943445622221,3.04452243772342,4.91998092582813,6.73101810048208,0,1,5.82008293035236,66,31.2165
"151",6.07534603108868,0,0,6.43133108193348,0,0,3.63758615972639,6.93342302573071,0,1,6.26149168432104,35,15.5602
"152",0,0,1.09861228866811,0,0,0.693147180559945,4.70048036579242,0,0,0,1.38629436111989,13,11.3459
"153",2.19722457733622,0.693147180559945,0,4.00733318523247,0,0,5.34233425196481,4.20469261939097,0,1,3.25809653802148,13,4.92306
"154",0,0,4.72738781871234,0,0,2.39789527279837,2.39789527279837,0,0,0,3.2188758248682,3,1.84703
"155",0.693147180559945,0,0,0,1.94591014905531,0,0,2.89037175789616,6.41999492814714,0,4.57471097850338,4,4.8068
"156",0,3.61091791264422,3.46573590279973,0,0,0,4.49980967033027,0,0,0,2.19722457733622,21,14.5878
"157",0.693147180559945,0,0,0,3.71357206670431,0,5.11799381241676,0,0,0,3.73766961828337,10,11.6813
"158",0,0,1.09861228866811,0,0,0,4.07753744390572,0,0,0,2.70805020110221,11,11.8554
"159",0,0,4.88280192258637,0,0,0,0,0,0,0,3.49650756146648,1,0
"160",0,0,0,6.23832462503951,0,0.693147180559945,6.06842558824411,7.30114780585603,0,0,4.87519732320115,7,6.31013
"161",0,0,4.57471097850338,0,0,0,2.83321334405622,0,0,0,2.484906649788,4,1.84703
"162",0,0,4.14313472639153,0,0,0,2.19722457733622,0,0,0,2.30258509299405,7,8.1666
"163",0,4.57471097850338,4.30406509320417,1.79175946922805,6.61338421837956,5.60947179518496,0,0,0,0,5.24702407216049,14,14.581
"164",0,0,4.53259949315326,0,0,2.70805020110221,4.55387689160054,3.46573590279973,4.75359019110636,0,4.17438726989564,14,9.31304
"165",0,0,3.71357206670431,0,0,0,3.3322045101752,0,0,0,2.39789527279837,4,5.22331
"166",0,4.04305126783455,4.30406509320417,0,0,2.30258509299405,0,0,6.33505425149806,2,4.8283137373023,31,24.988
"167",1.94591014905531,0,4.14313472639153,4.31748811353631,0.693147180559945,0,3.89182029811063,3.97029191355212,5.82304589548302,0,5.03695260241363,4,0
"168",2.63905732961526,2.07944154167984,0,0,0,0,0,0,0,0,1.94591014905531,3,3.24474
"169",3.09104245335832,2.484906649788,4.15888308335967,0,0,0,4.61512051684126,0,0.693147180559945,0,3.25809653802148,6,4.15475
"170",1.94591014905531,0,2.56494935746154,0,0,0,1.09861228866811,0,3.13549421592915,0,1.38629436111989,3,6.79021
"171",0,4.06044301054642,5.06259503302697,0,0,0,0,0,5.2040066870768,0,4.31748811353631,20,18.0235
"172",3.78418963391826,0,2.07944154167984,0,0,0,0,0,2.07944154167984,0,1.38629436111989,1,0
"173",0,5.14749447681345,5.08759633523238,0,5.82600010738045,5.08759633523238,0,0,0,0,4.71849887129509,17,13.8712
"174",5.28320372873799,5.18738580584075,0,5.6937321388027,0,4.24849524204936,0,5.2257466737132,0,0,5.03043792139244,7,6.7028
"175",0,2.70805020110221,2.39789527279837,0,0,0,0,0,2.39789527279837,0,1.94591014905531,3,3.13741
"176",0,0,0,6.66185474054531,0,0,0,0,0,0,5.27299955856375,15,10.7478
"177",0,0,4.57471097850338,0,0,0,2.94443897916644,0,2.63905732961526,0,3.09104245335832,9,6.9025
"178",0,3.91202300542815,0,0,0,0,0,3.73766961828337,6.15909538849193,0,4.26267987704132,19,13.1894
"179",0,0,0,0,0,0,0,3.25809653802148,4.33073334028633,0,3.71357206670431,2,1.84703
"180",0,5.37063802812766,6.63987583382654,0,1.09861228866811,0,3.49650756146648,0,5.4553211153577,1,5.29831736654804,24,14.7562
"181",2.89037175789616,0,0,2.30258509299405,0,0,0,0,0,0,1.38629436111989,4,3.25645
"182",3.97029191355212,0,0,0,0,0,3.73766961828337,2.19722457733622,1.6094379124341,0,2.30258509299405,8,6.94451
"183",0,0,4.59511985013459,0,1.38629436111989,0,0,0,4.90527477843843,0,3.68887945411394,8,10.9647
"184",0,0,2.77258872223978,0,0,0,4.4188406077966,3.68887945411394,0,0,3.49650756146648,8,6.12708
"185",3.13549421592915,3.2188758248682,3.09104245335832,0,0,0,0,0,0,0,1.38629436111989,1,0
"186",0,0,3.73766961828337,1.94591014905531,3.43398720448515,0,2.83321334405622,0,0,0,2.30258509299405,9,6.61308
"187",6.06145691892802,3.58351893845611,0,6.51174532964473,0,0,6.59304453414244,5.95324333428778,0,0,6.03548143252476,108,32.9492
"188",2.19722457733622,0.693147180559945,3.58351893845611,0,4.39444915467244,0,3.97029191355212,2.83321334405622,0,1,3.46573590279973,12,12.2241
"189",0,2.30258509299405,1.79175946922805,0,0,0,1.38629436111989,0,1.09861228866811,0,1.38629436111989,5,4.96177
"190",3.95124371858143,0,1.94591014905531,0,4.70953020131233,0,0,0,0,0,2.89037175789616,4,1.84703
"191",0,3.73766961828337,3.40119738166216,0,3.66356164612965,0,2.70805020110221,0,0.693147180559945,1,2.63905732961526,6,5.41944
"192",0,3.89182029811063,0,3.36729582998647,0.693147180559945,0,0,0,0,0,2.07944154167984,2,1.84703
"193",4.14313472639153,0,0,0,0,3.61091791264422,1.38629436111989,0,0,0,2.56494935746154,3,4.46389
"194",0,2.89037175789616,0,0,0,0,6.08677472691231,3.98898404656427,0,1,4.12713438504509,15,5.63443
"195",1.09861228866811,3.04452243772342,0,0,0.693147180559945,1.38629436111989,3.68887945411394,2.99573227355399,0,0,1.38629436111989,1,0
"196",0,0,4.83628190695148,0,0,0,4.44265125649032,0,0,1,3.36729582998647,2,0
"197",0,0.693147180559945,4.68213122712422,0,0,0,1.38629436111989,0,0,0,2.30258509299405,3,3.13741
"198",2.484906649788,1.79175946922805,3.52636052461616,0,0,0,5.84643877505772,3.66356164612965,0,0,4.14313472639153,7,4.62003
"199",0,3.43398720448515,0,0,0,0,1.09861228866811,0,5.31811999384422,0,3.80666248977032,10,10.453
"200",0,3.97029191355212,3.52636052461616,0,0,0,1.09861228866811,0,0,0,1.94591014905531,4,4.57121
"201",0,0,3.68887945411394,0,0,0,3.8286413964891,0,3.36729582998647,0,3.13549421592915,7,6.64072
"202",3.40119738166216,0,0,2.70805020110221,0,0,0,4.17438726989564,0,0,3.73766961828337,4,4.58293
"203",3.55534806148941,6.00388706710654,3.40119738166216,0.693147180559945,0,0,0,0,0,0,3.76120011569356,6,5.86159
"204",0,0,5.01727983681492,6.12468339089421,6.64898455002478,1.09861228866811,5.34233425196481,0,0,2,5.42053499927229,17,9.60419
"205",1.38629436111989,0,6.97166860472579,0,2.484906649788,0,0,0,0,0,4.89034912822175,1,0
"206",0.693147180559945,6.29710931993394,0,2.83321334405622,0,0,0,0,0,0,4.61512051684126,2,1.84703
"207",3.25809653802148,5.38449506278909,4.12713438504509,0,0,0,0,0,5.54907608489522,0,4.59511985013459,27,26.7278
"208",5.55295958492162,1.94591014905531,0,6.40191719672719,8.04654935728308,4.56434819146784,5.55682806169954,6.56526497003536,0,0,7.04315991598834,57,27.1607
"209",0,4.97673374242057,0,0,0,0,2.56494935746154,0,1.94591014905531,0,2.30258509299405,5,4.71857
"210",0,0,2.83321334405622,0.693147180559945,0,0,0,5.4971682252932,0,0,3.04452243772342,3,0
"211",1.6094379124341,0,4.71849887129509,0,0,0,0,0,0,0,2.484906649788,4,4.61042
"212",6.28785856016178,7.00850518208228,0,7.85205020726589,0,0,0,5.00394630594546,1.94591014905531,3,6.56244409369372,9,3.83471
"213",3.76120011569356,1.94591014905531,4.0943445622221,0,0,0,2.63905732961526,1.38629436111989,0,0,1.38629436111989,1,0
"214",0,5.88610403145016,0,3.91202300542815,0,3.55534806148941,0,3.95124371858143,4.70048036579242,0,4.65396035015752,20,17.4173
"215",0,0,0,6.23048144757848,0,0.693147180559945,0,0.693147180559945,0,0,4.77068462446567,7,1.84703
"216",0,5.54126354515843,0,0,0,5.65599181081985,0,4.45434729625351,0,0,4.86753445045558,4,3.40309
"217",4.40671924726425,4.36944785246702,0,3.87120101090789,0.693147180559945,0,3.52636052461616,0,0,0,3.52636052461616,1,0
"218",0,0,4.00733318523247,0,0,0,3.52636052461616,0,1.6094379124341,0,1.94591014905531,4,3.13741
"219",0,0,0,0,0.693147180559945,0,0,0,5.09375020080676,0,2.77258872223978,5,6.25104
"220",3.63758615972639,0.693147180559945,0,2.39789527279837,0,0.693147180559945,0,0,0,0,1.38629436111989,2,0
"221",3.2188758248682,3.29583686600433,0,4.12713438504509,0,0,0,1.38629436111989,0,0,3.58351893845611,4,3.13741
"222",0,5.46383180502561,0,0,0,0,0,0.693147180559945,5.32787616878958,0,4.35670882668959,18,16.0551
"223",0,1.94591014905531,4.15888308335967,0,1.38629436111989,0,0,0,3.76120011569356,0,0,7,5.28932
