"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","bug","loc","bf","hcm"
"11",0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,1.09861228866811,0,0,3.68887945411394,0,0,1.38629436111989,0,3.85014760171006,0.693147180559945,0,2.39789527279837,0,0,1.94591014905531,4.02535169073515,0,1.38629436111989,0,0.693147180559945,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.11087386417331,0,4.06044301054642,18,14.7305
"12",0,0,0,1.6094379124341,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,5.50533153593236,0,0,0,0,1.94591014905531,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,1.6094379124341,0,3.04452243772342,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0.693147180559945,0,0,0,0,0,0,2.19722457733622,0,0,0,4.55387689160054,0,0,0,0,0,0,4.43081679884331,4,0
"13",0,0,1.94591014905531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.90808293816893,5.71373280550937,0,0,0,0,0,0,0,0,0,3.04452243772342,0,0,0,0,0,0,0,0.693147180559945,0,0,0,5.48893772615669,0,0,0,0,0,2.70805020110221,0,0,0,0,0,0,0,0,0.693147180559945,0.693147180559945,0,0,0,1.6094379124341,0,0.693147180559945,0,0,0,0,0,2.19722457733622,0,0,0,0,0,0,4.44265125649032,8,5.39677
"14",0,0,0,0,0,2.484906649788,0,0,0,0,0,0,0,0,0,2.77258872223978,0,0,0,0,0,0,0,0,0,0,0,3.13549421592915,0,0,0,0,0,0,0,0,0,0,2.39789527279837,0,0,0,0,0,0,0,0,0,0,1.6094379124341,0,0,0,0,0,2.30258509299405,0,2.83321334405622,0,0,0,0,0,0,3.25809653802148,0,0,1.79175946922805,0,0,0,1.79175946922805,3.8286413964891,0,2.07944154167984,0,2.99573227355399,8,4.83045
"15",0,0,0,0,0.693147180559945,0,0.693147180559945,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.89182029811063,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.73766961828337,0,0,0,0,0,0,0,0,1.09861228866811,0,0,1.09861228866811,0,1.09861228866811,0,0,0,0,3.17805383034795,3,3.39209
"16",1.09861228866811,0,0,0,0.693147180559945,0,1.38629436111989,0.693147180559945,0,0,0,0.693147180559945,0,0,0,0,0,0,0,1.09861228866811,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.31535800152233,0,0,0,0,0,0,0,0,0,1.09861228866811,2.63905732961526,0,2.30258509299405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,4.81218435537242,3,1.84703
"17",0,0,3.61091791264422,0,2.89037175789616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,1.38629436111989,2,0
"18",0,0,0,0,4.15888308335967,0,0,0,0,0,0,0,0,0,0,0,1.94591014905531,4.87519732320115,2.83321334405622,0,0,0,0,0,0,0,0,0,0,0,1.79175946922805,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0,0,0,0,1.79175946922805,0,0,0,0,3.61091791264422,5,5.5048
"19",0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,2.07944154167984,0,0,3.43398720448515,0,0,0,1.38629436111989,4.40671924726425,0,0,0,0,3.61091791264422,0,0.693147180559945,3.58351893845611,0,0,0,0,0,0,0,0,0,3.09104245335832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.06890420222023,0,0,0,0,0.693147180559945,0,0,0,0,0,0,3.2188758248682,0,0,0,0,0,0,5.10594547390058,0,4.75359019110636,5,4.17741
"20",0,0,0,0,0,3.95124371858143,0,0,0,0,0.693147180559945,0,0,0,0,0,2.99573227355399,0,0,0,0,1.09861228866811,0,3.76120011569356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,1.94591014905531,4.86753445045558,5.38449506278909,0,0,0,0,0,0,4.20469261939097,0,0,0,0,0,0,0,2.77258872223978,0,1.38629436111989,0,4.70048036579242,16,7.5628
"21",0,0,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0.693147180559945,0,0,0.693147180559945,0.693147180559945,0,2.77258872223978,0,0,0,0,0,6.5366915975913,3.85014760171006,0,2.484906649788,0,0,0,0,3.29583686600433,4.24849524204936,0,0,0,0,0,1.79175946922805,0,0,0,0,0,7.47760424319759,0,0,0,3.40119738166216,3.98898404656427,0.693147180559945,0,4.36944785246702,0,4.91998092582813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6094379124341,0,6.18208490671663,3,1.84703
"22",0,0,0.693147180559945,0,1.6094379124341,0,0,0,0,0,0,1.6094379124341,0,0.693147180559945,0,0,0,0,2.39789527279837,0,1.6094379124341,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,4.82028156560504,0,0,0,0,0,0,0,0,0,0,5.73334127689775,0,0,0,0,0,0,0,0,4.49980967033027,9,5.63443
"23",0,0,4.44265125649032,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,3.2188758248682,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0.693147180559945,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3322045101752,2.07944154167984,0,0,0,0.693147180559945,0,0,0,0,3.52636052461616,0,0,0,0,0,0,0,0,0,1.38629436111989,2,0
"24",0,0,1.6094379124341,0,0,4.24849524204936,0,0,5.13579843705026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,3.78418963391826,0,0,0,5.11799381241676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.24849524204936,10,9.71828
"25",0,0,0,6.64248680136726,0,0,0,1.79175946922805,0,0,7.05875815251866,0,0,0,0,0,0,0,3.3322045101752,0,0,0,0,0,0,0,0.693147180559945,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,2.77258872223978,0,2.30258509299405,0,1.38629436111989,0,1,5.92425579741453,11,9.70413
"26",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39444915467244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.63905732961526,0,0,0,0.693147180559945,0,0,0,0,0.693147180559945,0.693147180559945,0,4.06044301054642,0,0,0.693147180559945,0,1.38629436111989,0,0,0,0,0.693147180559945,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,3.29583686600433,3,2.8654
"27",0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,2.77258872223978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,1.09861228866811,1.79175946922805,2.56494935746154,0,0,0,0,3.04452243772342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,2.77258872223978,7,5.99636
"28",0,1.6094379124341,0,3.87120101090789,1.6094379124341,0,0,0,4.49980967033027,0,2.30258509299405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.63200177739563,0,0,0,5.54517744447956,0.693147180559945,0,0,2.484906649788,0,0,5.47227067367148,0,0,0,0,0,3.52636052461616,0,0,0,0,0,0,0,0,2.07944154167984,0,0,0,0,0,0,0,0,0,4.35670882668959,1.09861228866811,0,0,4.0943445622221,3.49650756146648,2.89037175789616,0,0,0,2.83321334405622,0,1,5.71702770140622,14,4.88878
"29",0,0,0,0,0,0,3.09104245335832,0.693147180559945,0,0,0,0,0,0,1.94591014905531,0,1.09861228866811,0,0,1.79175946922805,0,0,0,0,0,0,2.83321334405622,0,0.693147180559945,0,0,0,1.38629436111989,0,0.693147180559945,2.19722457733622,1.09861228866811,0,0,0,0,2.30258509299405,0,2.89037175789616,0,0,0.693147180559945,1.09861228866811,0,1.94591014905531,1.38629436111989,0,0,0,0,0,0,3.61091791264422,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,1.38629436111989,0,3.3322045101752,3,1.84703
"30",0,0,0,0,0,1.09861228866811,0,0,0,0,0,0.693147180559945,0,3.13549421592915,0,0,4.59511985013459,0,0,0,0,4.07753744390572,3.58351893845611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6094379124341,0,0,1.38629436111989,0,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0,3.85014760171006,4,4.17741
"31",0,4.15888308335967,0,0,0,0,0,0,0,0,0,0,1.38629436111989,0,1.38629436111989,0,0,0,0,0,4.66343909411207,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,2.30258509299405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6094379124341,1.6094379124341,0,0,0.693147180559945,0,3.09104245335832,0,0,0,0,0,4.44265125649032,0,0,0,0.693147180559945,0,0,0,0.693147180559945,0,4.29045944114839,2,0
"32",0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,5.08140436498446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79175946922805,0,0,0,5.19849703126583,0.693147180559945,0,0,0,0,0,0,0,0,0,0,2.07944154167984,0,4.45434729625351,0,4.39444915467244,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,1,4.49980967033027,1,0
"33",0,0,0,0,0,3.43398720448515,0,4.27666611901606,0,0,0,0,0,0,0,0,0,1.38629436111989,0,0,0,0,0,0,0,0,0,0,0,0,2.39789527279837,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.58496747867057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3322045101752,10,11.1128
"34",0,0,1.38629436111989,0,0,3.97029191355212,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,1.38629436111989,2.94443897916644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.03695260241363,0,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,2.30258509299405,0,0,0,0,0,0,0,0,1.09861228866811,0,0,1.09861228866811,0,0.693147180559945,0.693147180559945,0,0,0,0,0,3.52636052461616,3,1.84703
"35",0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0.693147180559945,2.39789527279837,0,0,0,2.39789527279837,0,2.77258872223978,0,0,0,0,0,0,0,0,0,0,2.19722457733622,0,2.19722457733622,0,3.66356164612965,0,0,0,0,0,0,0,0,4.29045944114839,0,0,0,0,0,0,0,0,0,1.6094379124341,5.59471137960184,5.01727983681492,0,0,0,0,0,0,0,0,5.22035582507832,0,0,0,5.79909265446053,1.6094379124341,0,0,0,0,0,5.68697535633982,24,6.92707
"36",0,0,0,0,0,0.693147180559945,0,0.693147180559945,0,0,0,1.09861228866811,0,0.693147180559945,0.693147180559945,0,0,0,0,0,0,0,1.94591014905531,0,0,0,0,0,0,0,0,0,0,0,3.73766961828337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38629436111989,0,0,1.09861228866811,0,0,0,3.8286413964891,0,0,0,0,0,0,0,4.62497281328427,0,0,0,0,0,0,0,0,0,0,0,3.85014760171006,15,12.4918
"37",0,0,2.39789527279837,0,0,0,0,0,0,0,0,0,3.85014760171006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,2.19722457733622,0,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0,0.693147180559945,0.693147180559945,1.79175946922805,0,0,0,1.6094379124341,0,1.94591014905531,0,0,0.693147180559945,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,2.99573227355399,5,3.4091
"38",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.77258872223978,0,0,0,0,1.09861228866811,0,0,0,3.2188758248682,0,0,1.09861228866811,0,0,0,0,0,0,2.77258872223978,0,0,0,0,0,0,0,0,0,0,0,0,0,2.83321334405622,0,0,0,0,3.25809653802148,0,1.94591014905531,0.693147180559945,0,0,0,0,0,0,0,0,1.79175946922805,0,0,0,0,0,0,0,0,2.99573227355399,6,6.83865
"39",0,0.693147180559945,0,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0.693147180559945,0.693147180559945,0,0,0,3.78418963391826,0,0,0,0,0,0,0,0,1.94591014905531,0,0,0,3.17805383034795,0,0,0,0,0,0,0,0,0,0,1.94591014905531,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,2.77258872223978,0,0,1.38629436111989,0.693147180559945,3.3322045101752,0.693147180559945,0,0,3.04452243772342,0,8,6.14203740558736,92,28.8338
"40",0,0,0,0,0,2.07944154167984,0,2.07944154167984,0,0,0,0,0,1.09861228866811,0,0,0,1.09861228866811,0,0,0,0,0,1.94591014905531,1.6094379124341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0.693147180559945,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38629436111989,2,3.17351
"41",0,0,0,0,0.693147180559945,0,0,0,0,2.70805020110221,0,0,0,0,0,3.49650756146648,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,5.04342511691925,0,0,0,0,0,0,0,0,0,0,0,0,4.04305126783455,14,10.279
"42",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6094379124341,0,0,0,2.56494935746154,3.91202300542815,0.693147180559945,0,0,0,0.693147180559945,0,0,0,0,0,0,4.12713438504509,0,0,0,0,0,0,4.11087386417331,0,0,0,0,0,0,0,0,3.78418963391826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.484906649788,3,1.84703
"43",0,0,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,3.29583686600433,0,0.693147180559945,0,0,0,0,0,2.39789527279837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,4.02535169073515,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.24849524204936,0,3.2188758248682,10,8.35812
"44",0,0,0,0,0,0,0,0,3.91202300542815,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,2.70805020110221,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.30258509299405,2,1.84703
"45",0,0,0.693147180559945,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.39789527279837,0,0,0,0,0,0,0,0,0,0,0,0,5.13579843705026,0,0,0,0,0,0,0,0,0,0,6.63068338564237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38629436111989,0,0,5.06259503302697,5,5.25012
"46",0,0,0,0,1.38629436111989,4.14313472639153,2.19722457733622,0,0,0,0,0,0,3.91202300542815,3.17805383034795,0,2.39789527279837,2.39789527279837,0,0,0.693147180559945,0,0,0,3.89182029811063,0,0,3.63758615972639,0,1.09861228866811,0,0,0,0,0,0,0,3.29583686600433,0,0,3.29583686600433,0,0,0,0,6.33327962813969,3.89182029811063,6.06378520868761,4.87519732320115,0,0,0,4.89034912822175,4.77912349311153,0,0,0,0.693147180559945,6.41345895716736,0,1.94591014905531,0,2.63905732961526,0,0,2.30258509299405,0,0,0,0,0,3.85014760171006,0,0,4.86753445045558,0,5.55295958492162,38,23.5832
"47",0,0,0,1.09861228866811,0,0,1.09861228866811,0,0,0,0,0,0.693147180559945,0,0,0,0,0,1.38629436111989,0,0,0,0,0,2.83321334405622,0.693147180559945,2.19722457733622,4.47733681447821,0,0,0,0,0,0,0,0,5.4553211153577,0,0,0,0,0,0,0,0,0,0,0,3.36729582998647,0,0,0,0,0,0,0.693147180559945,1.09861228866811,1.09861228866811,0,0,0,0,0,0.693147180559945,0.693147180559945,0,0,3.78418963391826,0,0,0,0,0,0,0,0,4.07753744390572,17,14.0081
"48",0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.99573227355399,2.39789527279837,0,0,0,0.693147180559945,0,0,0,4.55387689160054,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6094379124341,0,1.79175946922805,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,2.99573227355399,6,6.70477
"49",0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,1.09861228866811,0,0.693147180559945,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,3.87120101090789,0,0,0,0,0,0,0,0,0,0,0,2.77258872223978,0,0,0,0,0,0,3.09104245335832,7,6.94961
"50",0,0,0,0,0,0,0,0.693147180559945,0,4.72738781871234,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0,0,1.6094379124341,0,0,2.99573227355399,0,0,0,0,0,0,4.70953020131233,0,4.21950770517611,0,0,0,0,0,0,0,0,0,0,2.39789527279837,4.60517018598809,0,0,0,0,0,0,2.39789527279837,4.58496747867057,0,0,0,0,0,0,5.13579843705026,0,0,4.38202663467388,0,0,0.693147180559945,0,0,0,0,2.63905732961526,0,4.26267987704132,37,23.9028
"51",0,0,0,0.693147180559945,0,3.63758615972639,0,2.19722457733622,0,0,0,0,0,0,0,0,0,0,0,0,4.20469261939097,0,0,0,0,0,0,0,1.09861228866811,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,5.10594547390058,0,0,0,0,0,0,0,3.55534806148941,0,0,0,0,0,0,0,0,0,0,0,3.87120101090789,8,5.52481
"52",0,0,0,0,0,3.43398720448515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,1.38629436111989,0,0,0,2.30258509299405,0,0,0,0,1.6094379124341,0,2.484906649788,0,3.58351893845611,0.693147180559945,0,0,0,0.693147180559945,0,0,0,0,0,0,2.07944154167984,0,0,0,0,2.07944154167984,0,0,2.77258872223978,5.24174701505964,0,1.09861228866811,0,0,0,0,4.44265125649032,0,0,0,0,0,0,0,0,0,0,0,4.11087386417331,24,11.3751
"53",0,0,0,0,0.693147180559945,0,0,0,0,0,0,4.53259949315326,1.09861228866811,0.693147180559945,0,0,0,1.09861228866811,0,0,0,0,0,2.83321334405622,0,2.19722457733622,0,0,1.09861228866811,5.26269018890489,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0,0,2.07944154167984,0,0,0,0,0,5.15905529921453,2.39789527279837,0,0,2.484906649788,0,0,0,0,0,0,0,0,0,0,2.63905732961526,1.09861228866811,0,0,0.693147180559945,0,0,0,0,0,0,0,4.8283137373023,14,13.2689
"54",0,0,3.66356164612965,0,0,0,0,1.09861228866811,0,0,1.79175946922805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,2.19722457733622,0,0,0,0,0,0,0,1.38629436111989,1,0
"55",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,4.70953020131233,4.52178857704904,0,2.19722457733622,2.99573227355399,0,0,0,0,0,0,1.6094379124341,0,0,0,0,0,0,0,0.693147180559945,0.693147180559945,0,0,4.20469261939097,0,0,0,0,0,0,0,0,1.6094379124341,0,3.25809653802148,0,0,0,0,0,0,2.56494935746154,0,0,0,0,0,0,1.38629436111989,0,0,0,0,0,0,0,0,0,4.00733318523247,4,3.37801
"56",0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,4.51085950651685,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.07944154167984,0,0,0,0,0,0,0,0,4.82028156560504,0,0,0,0,0,0,0.693147180559945,0,0,4.80402104473326,0,0,0,0,0,0,0,0,0,0,0,0,0,3.93182563272433,2,1.84703
"57",0.693147180559945,0,0.693147180559945,0,3.87120101090789,0,0,0,0,0,2.07944154167984,0,0,0,0,0,0,0,0,0,0,0,0,1.38629436111989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.24849524204936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,1.94591014905531,0,0,3.40119738166216,7,6.61084
