"","V1","V2","V3","V4","bug","loc","bf","hcm"
"85",5.42934562895444,2.89037175789616,0.693147180559945,0,0,3.73766961828337,7,7.65396
"86",1.09861228866811,3.46573590279973,1.09861228866811,3.49650756146648,0,2.30258509299405,7,5.9245
"87",4.76217393479776,0,0,3.3322045101752,0,2.77258872223978,10,9.64396
"88",6.41017488196617,0,0,3.58351893845611,0,4.46590811865458,22,14.7303
"89",0,3.80666248977032,0,5.32787616878958,0,4.43081679884331,3,3.39209
"90",3.04452243772342,5.01727983681492,0,0,0,3.29583686600433,7,7.47213
"91",4.7361984483945,4.88280192258637,3.87120101090789,0,0,3.73766961828337,6,4.17741
"92",4.65396035015752,4.67282883446191,3.25809653802148,5.50125821054473,0,3.73766961828337,6,6.31013
"93",3.55534806148941,0,0,6.27476202124194,0,4.53259949315326,7,4.88878
"94",0.693147180559945,5.36129216570943,4.00733318523247,0,0,3.71357206670431,8,7.50652
"95",5.84932477994686,4.81218435537242,4.54329478227,0.693147180559945,0,4.35670882668959,13,11.6827
"96",4.9416424226093,0,0,3.73766961828337,0,2.83321334405622,11,6.32077
"97",2.30258509299405,0,3.04452243772342,6.06378520868761,0,1.94591014905531,5,5.00502
"98",0,3.13549421592915,0,1.09861228866811,0,0,3,4.74807
"99",3.95124371858143,2.94443897916644,3.98898404656427,2.07944154167984,0,3.29583686600433,4,3.26838
"100",4.77068462446567,5.28320372873799,3.93182563272433,4.21950770517611,0,4.12713438504509,25,20.1023
"101",4.8283137373023,0,0,0,0,2.94443897916644,7,6.32077
"102",3.3322045101752,5.13579843705026,4.23410650459726,5.27811465923052,0,4.31748811353631,14,6.35853
"103",0.693147180559945,0,0,5.72031177660741,1,4.23410650459726,11,10.799
"104",4.75359019110636,0,1.09861228866811,4.33073334028633,0,3.3322045101752,3,1.84703
"105",3.80666248977032,5.06890420222023,4.11087386417331,3.3322045101752,0,1.38629436111989,1,0
"106",0,0,5.48479693349065,2.30258509299405,0,3.87120101090789,3,1.84703
"107",5.20948615284142,4.58496747867057,6.47389069635227,0,0,5.06259503302697,29,20.5714
"108",5.03695260241363,2.63905732961526,2.99573227355399,4.43081679884331,0,3.80666248977032,3,3.37801
"109",2.89037175789616,0,3.3322045101752,5.73009978297357,2,3.63758615972639,14,12.6094
"110",0,1.09861228866811,0,4.33073334028633,0,2.56494935746154,2,1.84703
"111",3.09104245335832,4.23410650459726,0,0,0,1.79175946922805,5,4.88878
"112",0.693147180559945,0,5.84932477994686,0.693147180559945,0,3.98898404656427,5,6.13764
"113",4.77068462446567,5.75574221358691,3.2188758248682,5.29330482472449,0,4.18965474202643,12,8.68883
"114",0,5.5834963087817,5.55295958492162,3.93182563272433,0,4.36944785246702,4,4.49277
"115",0.693147180559945,5.89164421182577,5.46383180502561,0,0,4.72738781871234,11,8.4307
"116",2.19722457733622,3.91202300542815,1.79175946922805,0,0,2.77258872223978,7,4.68247
"117",3.36729582998647,6.29156913955832,5.73657229747919,4.79579054559674,1,5.23644196282995,12,5.54403
"118",4.90527477843843,0,0,0,0,2.94443897916644,4,4.66839
"119",6.7945865808765,5.05624580534831,5.26785815906333,0,0,4.97673374242057,7,5.57512
"120",0,4.27666611901606,0,7.05098944706805,1,5.41164605185504,13,5.39677
"121",4.02535169073515,2.07944154167984,1.09861228866811,2.94443897916644,0,2.30258509299405,1,0
"122",6.94119005506837,0,7.27100853828099,0,0,6.17586727010576,8,6.25082
"123",3.61091791264422,5.29330482472449,5.0998664278242,3.89182029811063,1,4.04305126783455,22,14.6647
"124",4.0943445622221,4.91998092582813,6.06842558824411,0,0,2.89037175789616,13,7.5628
"125",6.85751406254539,4.4188406077966,3.78418963391826,0,0,5.24174701505964,14,11.1484
"126",5.61677109766657,3.13549421592915,0,4.61512051684126,0,4.0943445622221,12,4.88878
"127",5.33271879326537,5.13579843705026,4.68213122712422,0,0,3.61091791264422,6,5.55245
"128",1.94591014905531,7.65775527113487,6.27476202124194,0,1,5.42053499927229,30,12.4279
"129",3.52636052461616,3.13549421592915,4.00733318523247,3.13549421592915,0,1.38629436111989,2,0
"130",0,4.06044301054642,0,2.70805020110221,0,1.94591014905531,4,3.95974
"131",4.52178857704904,3.17805383034795,4.26267987704132,0,0,3.29583686600433,3,3.24474
"132",0,0,4.35670882668959,4.93447393313069,0,3.25809653802148,12,8.10609
"133",5.17048399503815,6.13988455222626,3.2188758248682,0,1,4.77068462446567,23,19.9302
"134",2.99573227355399,2.39789527279837,2.39789527279837,2.77258872223978,0,1.38629436111989,1,0
"135",0,6.81673588059497,1.79175946922805,0,0,5.36597601502185,35,20.5079
"136",1.94591014905531,0.693147180559945,0,5.46383180502561,1,3.73766961828337,22,17.3813
"137",5.8171111599632,0,0,4.61512051684126,0,4.36944785246702,17,16.2476
"138",0,5.79605775076537,6.24222326545517,0,0,4.74493212836325,12,10.273
"139",3.73766961828337,3.66356164612965,3.78418963391826,0,0,2.89037175789616,3,4.57121
"140",1.38629436111989,6.58202513889283,6.56667242980324,2.94443897916644,3,5.37063802812766,28,11.9059
"141",3.04452243772342,5.44673737166631,1.38629436111989,0.693147180559945,0,3.95124371858143,9,9.13821
"142",3.3322045101752,5.8406416573734,2.30258509299405,0.693147180559945,0,4.06044301054642,17,13.2333
"143",2.07944154167984,6.0137151560428,3.73766961828337,4.17438726989564,0,3.3322045101752,11,9.08117
"144",5.16478597392351,0,3.36729582998647,3.61091791264422,0,3.55534806148941,10,8.59652
"145",0,5.89440283426485,1.38629436111989,2.83321334405622,0,4.47733681447821,12,6.41309
"146",6.05678401322862,0,0,5.12396397940326,1,4.35670882668959,20,19.4282
"147",3.25809653802148,6.46146817635372,6.58063913728495,1.6094379124341,0,5.4249500174814,34,22.151
"148",0,3.98898404656427,0,3.55534806148941,0,2.99573227355399,6,6.83865
"149",3.40119738166216,0,3.25809653802148,4.87519732320115,0,3.09104245335832,3,3.37801
"150",5.50125821054473,1.38629436111989,3.09104245335832,7.7066129139642,1,5.82008293035236,66,31.2165
"151",0,3.8286413964891,0,7.63626960337937,1,6.26149168432104,35,15.5602
"152",0,3.61091791264422,3.93182563272433,3.29583686600433,0,1.38629436111989,13,11.3459
"153",0,4.65396035015752,0,5.4553211153577,1,3.25809653802148,13,4.92306
"154",4.59511985013459,1.09861228866811,3.49650756146648,0,0,3.2188758248682,3,1.84703
"155",6.33682573114644,0,4.11087386417331,2.63905732961526,0,4.57471097850338,4,4.8068
"156",3.73766961828337,4.75359019110636,0,0,0,2.19722457733622,21,14.5878
"157",0,4.79579054559674,3.61091791264422,3.95124371858143,0,3.73766961828337,10,11.6813
"158",0,0.693147180559945,3.29583686600433,3.52636052461616,0,2.70805020110221,11,11.8554
"159",2.94443897916644,4.7361984483945,0,0,0,3.49650756146648,1,0
"160",0,1.38629436111989,0,7.79234892411304,0,4.87519732320115,7,6.31013
"161",0,4.72738781871234,0,0,0,2.484906649788,4,1.84703
"162",1.38629436111989,4.20469261939097,0.693147180559945,0,0,2.30258509299405,7,8.1666
"163",5.37989735354046,5.47646355193151,6.60258789218934,0,0,5.24702407216049,14,14.581
"164",4.99721227376411,5.04985600724954,0,3.80666248977032,0,4.17438726989564,14,9.31304
"165",2.07944154167984,3.36729582998647,3.49650756146648,0,0,2.39789527279837,4,5.22331
"166",6.54965074223381,1.38629436111989,0,0,2,4.8283137373023,31,24.988
"167",0.693147180559945,4.06044301054642,0,6.25958146406492,0,5.03695260241363,4,0
"168",3.04452243772342,0,0,0,0,1.94591014905531,3,3.24474
"169",0,5.16478597392351,0,3.13549421592915,0,3.25809653802148,6,4.15475
"170",3.73766961828337,0,0,0.693147180559945,0,1.38629436111989,3,6.79021
"171",5.91350300563827,0,3.2188758248682,1.09861228866811,0,4.31748811353631,20,18.0235
"172",3.87120101090789,0,0,2.39789527279837,0,1.38629436111989,1,0
"173",5.39362754635236,4.53259949315326,6.25382881157547,0.693147180559945,0,4.71849887129509,17,13.8712
"174",5.99146454710798,5.86929691313377,0,5.15329159449778,0,5.03043792139244,7,6.7028
"175",3.46573590279973,1.38629436111989,0,0,0,1.94591014905531,3,3.13741
"176",0,6.66185474054531,0,0,0,5.27299955856375,15,10.7478
"177",3.52636052461616,4.38202663467388,2.77258872223978,0,0,3.09104245335832,9,6.9025
"178",6.20657592672493,0,3.49650756146648,3.58351893845611,0,4.26267987704132,19,13.1894
"179",4.06044301054642,0.693147180559945,0,3.76120011569356,0,3.71357206670431,2,1.84703
"180",6.80682936039218,5.13579843705026,5.15905529921453,0,1,5.29831736654804,24,14.7562
"181",0,0,0,3.29583686600433,0,1.38629436111989,4,3.25645
"182",3.43398720448515,0,0,4.33073334028633,0,2.30258509299405,8,6.94451
"183",5.08759633523238,0,4.31748811353631,0,0,3.68887945411394,8,10.9647
"184",0,4.35670882668959,1.6094379124341,4.02535169073515,0,3.49650756146648,8,6.12708
"185",4.07753744390572,1.38629436111989,0,1.94591014905531,0,1.38629436111989,1,0
"186",0,4.54329478227,0,0,0,2.30258509299405,9,6.61308
"187",1.94591014905531,4.63472898822964,0,7.66902828858968,0,6.03548143252476,108,32.9492
"188",0,5.04985600724954,2.63905732961526,3.2188758248682,1,3.46573590279973,12,12.2241
"189",2.83321334405622,0,1.38629436111989,0,0,1.38629436111989,5,4.96177
"190",0.693147180559945,5.08140436498446,0,1.94591014905531,0,2.89037175789616,4,1.84703
"191",3.80666248977032,3.46573590279973,3.89182029811063,0,1,2.63905732961526,6,5.41944
"192",4.34380542185368,0.693147180559945,0,0,0,2.07944154167984,2,1.84703
"193",4.39444915467244,0,2.39789527279837,2.484906649788,0,2.56494935746154,3,4.46389
"194",2.77258872223978,5.01727983681492,0,5.84354441703136,1,4.12713438504509,15,5.63443
"195",0,3.25809653802148,0,4.0943445622221,0,1.38629436111989,1,0
"196",2.83321334405622,5.15905529921453,0,3.04452243772342,1,3.36729582998647,2,0
"197",3.43398720448515,4.24849524204936,2.56494935746154,0,0,2.30258509299405,3,3.13741
"198",3.52636052461616,5.37527840768417,2.70805020110221,5.14166355650266,0,4.14313472639153,7,4.62003
"199",5.40717177146012,0,2.63905732961526,0,0,3.80666248977032,10,10.453
"200",4.45434729625351,1.09861228866811,0,0,0,1.94591014905531,4,4.57121
"201",1.79175946922805,3.66356164612965,4.24849524204936,0,0,3.13549421592915,7,6.64072
"202",0,0,0,4.68213122712422,0,3.73766961828337,4,4.58293
"203",6.15060276844628,0,0,0,0,3.76120011569356,6,5.86159
"204",0,7.19893124068817,5.52545293913178,0,2,5.42053499927229,17,9.60419
"205",1.6094379124341,6.98007594056176,0.693147180559945,0,0,4.89034912822175,1,0
"206",6.29710931993394,0,0,2.89037175789616,0,4.61512051684126,2,1.84703
"207",6.30261897574491,0,2.70805020110221,0,0,4.59511985013459,27,26.7278
"208",3.78418963391826,5.97380961186926,7.614312146452,7.85902697975154,0,7.04315991598834,57,27.1607
"209",4.969813299576,2.83321334405622,0,1.38629436111989,0,2.30258509299405,5,4.71857
"210",0.693147180559945,0,3.17805383034795,5.46806014113513,0,3.04452243772342,3,0
"211",3.36729582998647,4.30406509320417,2.70805020110221,0,0,2.484906649788,4,4.61042
"212",7.12205988162914,0,3.58351893845611,8.03722003113301,3,6.56244409369372,9,3.83471
"213",3.55534806148941,4.0943445622221,0.693147180559945,3.40119738166216,0,1.38629436111989,1,0
"214",6.13122648948314,0,0,4.969813299576,0,4.65396035015752,20,17.4173
"215",0,6.23441072571837,0,0,0,4.77068462446567,7,1.84703
"216",6.19847871649231,0,0,4.89783979995091,0,4.86753445045558,4,3.40309
"217",4.80402104473326,4.23410650459726,0,3.95124371858143,0,3.52636052461616,1,0
"218",1.6094379124341,4.47733681447821,0,0,0,1.94591014905531,4,3.13741
"219",4.8283137373023,0,3.66356164612965,0.693147180559945,0,2.77258872223978,5,6.25104
"220",2.39789527279837,0,0,3.68887945411394,0,1.38629436111989,2,0
"221",3.09104245335832,1.38629436111989,2.07944154167984,4.43081679884331,0,3.58351893845611,4,3.13741
"222",6.0913098820777,0,0,0,0,4.35670882668959,18,16.0551
"223",4.66343909411207,0,2.30258509299405,0,0,0,7,5.28932
"224",0.693147180559945,3.89182029811063,0,4.24849524204936,0,2.484906649788,5,5.25012
"225",0,4.4188406077966,5.25749537202778,0,0,3.93182563272433,4,5.49768
"226",5.78996017089725,0,1.6094379124341,6.82871207164168,0,5.61677109766657,20,6.99647
"227",2.07944154167984,5.03043792139244,4.11087386417331,0,0,3.52636052461616,3,3.4091
"228",5.2040066870768,0,0,0,0,3.17805383034795,8,10.3948
"229",4.63472898822964,0,2.07944154167984,0,0,3.25809653802148,4,6.82726
"230",4.7361984483945,0,5.4510384535657,4.31748811353631,0,2.19722457733622,10,11.9319
"231",4.61512051684126,0,0,5.91889385427315,0,4.63472898822964,2,0
"232",3.78418963391826,4.00733318523247,6.49526555593701,2.77258872223978,3,4.97673374242057,6,4.17741
"233",3.85014760171006,4.36944785246702,1.6094379124341,3.78418963391826,0,3.49650756146648,4,3.99908
"234",0,3.13549421592915,0,3.63758615972639,0,1.38629436111989,1,0
"235",6.0282785202307,0,2.07944154167984,0,0,4.59511985013459,3,0
"236",1.09861228866811,5.2040066870768,4.55387689160054,5.61677109766657,0,4.15888308335967,18,11.4778
"237",6.68959926917897,3.8286413964891,3.3322045101752,2.19722457733622,0,5.33753807970132,17,16.632
"238",0,0,4.00733318523247,4.9416424226093,0,3.29583686600433,8,5.8908
"239",4.17438726989564,3.58351893845611,0,5.63121178182137,0,3.68887945411394,7,7.42138
"240",5.30826769740121,0,0,0,0,2.77258872223978,1,0
"241",2.39789527279837,4.18965474202643,0,5.53338948872752,0,4.17438726989564,6,1.84703
"242",0,4.4188406077966,4.21950770517611,3.04452243772342,0,3.58351893845611,8,4.88878
"243",5.52545293913178,5.07517381523383,3.58351893845611,0,0,4.02535169073515,10,8.95846
"244",3.04452243772342,1.6094379124341,1.09861228866811,0,2,1.38629436111989,8,6.32664
"245",0,5.01727983681492,0,3.89182029811063,0,3.13549421592915,12,4.88878
"246",1.09861228866811,0.693147180559945,3.17805383034795,4.63472898822964,0,3.43398720448515,3,3.13741
"247",3.76120011569356,0,4.56434819146784,0,0,2.99573227355399,3,3.24474
"248",4.62497281328427,0.693147180559945,4.02535169073515,3.66356164612965,0,3.40119738166216,3,1.84703
"249",4.30406509320417,4.52178857704904,0,0,0,3.09104245335832,4,3.32672
"250",1.79175946922805,6.07993319509559,3.80666248977032,0,1,4.48863636973214,6,5.63443
"251",1.09861228866811,5.33271879326537,0,0,0,3.04452243772342,1,0
"252",6.38350663488401,4.66343909411207,3.8286413964891,4.21950770517611,0,5.04342511691925,3,2.91138
"253",0,0,5.79605775076537,0,0,4.04305126783455,7,8.86173
"254",3.2188758248682,2.19722457733622,7.59940133341582,0,0,6.04025471127741,5,5.87331
"255",3.13549421592915,0,0,3.36729582998647,0,1.38629436111989,2,1.84703
"256",4.91998092582813,4.96284463025991,0,2.30258509299405,0,3.61091791264422,6,4.10346
"257",5.32787616878958,2.56494935746154,4.44265125649032,0,0,3.66356164612965,2,1.84703
"258",5.10594547390058,0.693147180559945,3.61091791264422,0,0,2.94443897916644,11,11.1611
"259",0,6.3491389913798,0,4.91998092582813,0,4.79579054559674,8,4.0537
"260",4.49980967033027,4.70953020131233,0,1.38629436111989,0,1.38629436111989,2,0
"261",3.97029191355212,4.46590811865458,4.12713438504509,0,0,3.3322045101752,14,11.6751
"262",2.30258509299405,5.75574221358691,4.94875989037817,0,2,4.43081679884331,1,0
"263",6.02344759296103,0,4.64439089914137,0,0,4.74493212836325,4,5.83251
"264",4.9416424226093,0,0,3.78418963391826,0,2.56494935746154,1,0
"265",3.49650756146648,3.61091791264422,0,4.44265125649032,0,3.2188758248682,9,8.19288
"266",0,3.95124371858143,0,7.76895604453833,2,5.86078622346587,66,25.2804
"267",1.6094379124341,3.8286413964891,3.46573590279973,4.15888308335967,0,1.38629436111989,1,0
"268",6.07764224334903,6.56244409369372,0,7.73718007783463,1,6.3456363608286,27,5.63443
"269",2.63905732961526,1.09861228866811,3.73766961828337,4.92725368515721,2,4.30406509320417,52,24.9674
"270",5.69035945432406,6.92559519711047,6.45047042214418,3.46573590279973,0,4.17438726989564,12,10.6456
"271",0,0,0.693147180559945,4.34380542185368,0,3.61091791264422,3,4.58293
"272",3.95124371858143,0.693147180559945,0,5.29831736654804,0,3.55534806148941,13,13.0751
"273",0,0,3.87120101090789,3.97029191355212,0,1.38629436111989,1,0
"274",3.76120011569356,4.77912349311153,4.95582705760126,0,0,4.38202663467388,19,17.7124
"275",4.89783979995091,0,0.693147180559945,3.66356164612965,0,2.99573227355399,4,4.67939
"276",1.6094379124341,4.51085950651685,0.693147180559945,4.06044301054642,0,2.83321334405622,4,4.78404
"277",5.12396397940326,2.89037175789616,3.17805383034795,1.09861228866811,0,3.3322045101752,7,6.32077
"278",0,3.36729582998647,0,3.52636052461616,0,1.38629436111989,1,0
"279",4.80402104473326,5.17048399503815,6.3818160174061,6.0591231955818,1,5.41610040220442,6,0
"280",4.81218435537242,2.83321334405622,0,0,0,1.38629436111989,1,0
"281",6.28599809450886,1.09861228866811,1.79175946922805,0,0,4.99721227376411,17,13.2977
"282",4.76217393479776,3.91202300542815,2.70805020110221,0.693147180559945,0,3.40119738166216,8,7.41746
"283",4.02535169073515,0,0,5.97126183979046,0,4.26267987704132,27,20.1248
"284",0.693147180559945,4.94875989037817,4.0943445622221,1.6094379124341,0,3.71357206670431,20,13.4472
"285",3.91202300542815,0,0,4.69134788222914,0,3.2188758248682,9,11.9205
"286",2.30258509299405,4.0943445622221,0,4.06044301054642,0,1.38629436111989,3,0
"287",4.75359019110636,3.93182563272433,0,0,0,2.39789527279837,1,0
"288",5.41164605185504,6.25575004175337,2.89037175789616,2.89037175789616,0,4.89034912822175,30,15.1266
"289",3.93182563272433,5.33753807970132,0,6.56667242980324,0,3.87120101090789,10,5.59876
"290",5.30826769740121,3.87120101090789,2.89037175789616,5.12989871492307,0,4.36944785246702,10,6.35082
"291",3.13549421592915,0,0,0,0,0,2,1.84703
"292",4.63472898822964,2.07944154167984,0,0,0,2.94443897916644,2,1.84703
"293",2.63905732961526,4.61512051684126,0.693147180559945,0,0,2.30258509299405,2,0
"294",5.31320597904179,3.40119738166216,0,0,0,3.63758615972639,10,10.1236
"295",5.53733426701854,6.50128967054039,5.51745289646471,3.71357206670431,1,4.90527477843843,8,5.36881
"296",4.38202663467388,3.76120011569356,3.52636052461616,0,0,2.77258872223978,2,1.84703
"297",3.91202300542815,5.34233425196481,4.44265125649032,4.26267987704132,0,4.51085950651685,26,17.8867
"298",3.13549421592915,4.27666611901606,1.6094379124341,0,0,1.79175946922805,6,4.88878
"299",1.94591014905531,0,0,3.04452243772342,0,0,2,1.84703
"300",5.39362754635236,1.6094379124341,3.63758615972639,6.34035930372775,0,4.85203026391962,44,33.003
"301",4.07753744390572,5.24174701505964,7.05444965813294,6.2709884318583,0,5.5834963087817,12,10.9344
"302",7.08924315502751,0,1.38629436111989,2.94443897916644,0,5.55682806169954,17,12.5682
"303",3.71357206670431,3.91202300542815,5.75890177387728,6.10702288774225,1,1.38629436111989,7,0
"304",0,5.2040066870768,4.57471097850338,3.73766961828337,0,3.91202300542815,2,1.84703
"305",2.39789527279837,5.01727983681492,3.93182563272433,5.02388052084628,1,4.21950770517611,23,13.2734
"306",3.40119738166216,2.89037175789616,0,4.06044301054642,0,0,4,4.81344
"307",0,0,0,5.53733426701854,0,4.02535169073515,27,19.3588
"308",6.33682573114644,0,0,4.12713438504509,0,4.66343909411207,1,0
"309",0,2.30258509299405,0,5.10594547390058,0,3.55534806148941,2,1.84703
"310",6.59304453414244,8.35396813031327,7.68662133494462,4.07753744390572,4,7.01750614294126,197,36.1661
"311",4.75359019110636,0,0,4.7361984483945,0,3.87120101090789,8,4.92306
"312",3.93182563272433,3.55534806148941,0,0,0,2.83321334405622,2,3.7967
"313",0.693147180559945,4.95582705760126,0,5.4971682252932,1,3.85014760171006,8,4.92306
"314",2.77258872223978,4.8283137373023,0,0,0,3.58351893845611,17,13.7711
"315",0,3.3322045101752,2.07944154167984,5.70044357339069,0,3.58351893845611,12,12.0486
"316",4.21950770517611,0,0,0,0,0,4,1.84703
"317",3.73766961828337,0,0,5.06259503302697,0,4.15888308335967,7,6.77619
