"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","bug","loc","bf","hcm"
"13",1.09861228866811,0,3.43398720448515,0,0,0.693147180559945,4.0943445622221,0,0,0,0,0,0,0,0,1.94591014905531,0,0,0,0,0,0,0,0,2.19722457733622,6.50279004591562,3.2188758248682,0,0,0,0,0,0,0,0,3.49650756146648,0,0,0,0,0,4.70953020131233,0,0,0,0,0,1.09861228866811,0.693147180559945,0,1.09861228866811,0,0,3.04452243772342,0,0.693147180559945,0,0,0,0,0,0,1.09861228866811,0,0,0,4.44265125649032,8,5.39677
"14",0,0,0,0,3.46573590279973,0,0,0,4.23410650459726,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,1.94591014905531,0,0,0,0.693147180559945,2.39789527279837,0,2.39789527279837,0,0,0,0,0,0,0,0,2.30258509299405,0,0,0,0,0,0,0,3.43398720448515,0,0,0,0,0,0,0,0,0.693147180559945,2.07944154167984,0,0,0,0,0,2.99573227355399,8,4.83045
"15",0,0,3.68887945411394,0,0,0,0,0,0,0,0,0,0,0,2.56494935746154,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,1.09861228866811,0,0,0,0,0,2.83321334405622,0,0,0,0,0,0,0,0.693147180559945,0,0,0,3.09104245335832,0,0,1.38629436111989,0,0,0,1.09861228866811,0,0,1.38629436111989,0,0,0,0,0,0,3.17805383034795,3,3.39209
"16",0,3.40119738166216,0,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,6.30627528694802,0,0,0,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,1.79175946922805,0.693147180559945,0,0,0,0,4.81218435537242,3,1.84703
"17",0,0,0,2.89037175789616,0.693147180559945,0,0,0.693147180559945,0,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.55534806148941,0,0,0,0,0,0,1.38629436111989,2,0
"18",0,0,0,4.21950770517611,0,0,0,0,0,0,1.09861228866811,0,0,0,0,0.693147180559945,0,0,4.55387689160054,0,0,0,0,0,0,0,3.66356164612965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2188758248682,0.693147180559945,0,0,0,0,0,0,1.38629436111989,0,0,3.61091791264422,5,5.5048
"19",1.79175946922805,3.3322045101752,0,0,0,0,0,0,0,5.70711026474888,1.6094379124341,0,0,0,0,0,0,3.63758615972639,0,0,0,0,0,0,0,3.17805383034795,0,0,0,0,2.484906649788,0,0,0,0,0,0,1.09861228866811,0,0,0,0,0,3.80666248977032,0,0,0,0,0,0,0,2.39789527279837,4.4188406077966,0,0,0,0,0,2.70805020110221,0,0,0,0,1.6094379124341,0,0,4.75359019110636,5,4.17741
"20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.77144112313002,0,0,1.38629436111989,0,0,3.61091791264422,0,0,0,0,0.693147180559945,0.693147180559945,0,0.693147180559945,0,0.693147180559945,0,0,0.693147180559945,0,0,0,4.59511985013459,0,0,0,0,0,0,0,0,0,0,0,0,4.46590811865458,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,1.09861228866811,0,4.70048036579242,16,7.5628
"21",0,0,0,0,0,0.693147180559945,0,0,0,4.91265488573605,0,0,0,0,1.09861228866811,0,0,4.38202663467388,0,0,0,0,0,3.71357206670431,0,4.15888308335967,0,0,0,0,6.36302810354046,0,0,3.2188758248682,3.95124371858143,0,0,4.85981240436167,0,0,0,7.48493028328966,0,3.40119738166216,0,0,0,0,0,1.38629436111989,0,0,0,0,0,0,0,0,0,0,2.484906649788,1.09861228866811,0,0,2.07944154167984,0,6.18208490671663,3,1.84703
"22",0,0,0.693147180559945,1.94591014905531,0,0,1.6094379124341,0,3.76120011569356,0,0,0,0,0,3.63758615972639,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0.693147180559945,5.67675380226828,0,0,0,0,0,0.693147180559945,0.693147180559945,4.20469261939097,0,0,0,0,1.09861228866811,0,0,0,0,0,0,1.09861228866811,0,0,0,4.49980967033027,9,5.63443
"23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.55387689160054,0,0,0,0,0,0.693147180559945,1.6094379124341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.36729582998647,0,0,0,0,0,0,0,0,4.02535169073515,0,0,0,0,0,0,1.38629436111989,2,0
"24",0,0,0,0,1.6094379124341,0,0,5.63121178182137,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,4.55387689160054,0,0,0,0,0,0,0,0,1.6094379124341,0,0,0,0,0,0,0,4.14313472639153,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0.693147180559945,0,0,0,0,0,0,0,1.79175946922805,0,0.693147180559945,0,0.693147180559945,0,0,0,0,4.24849524204936,10,9.71828
"25",0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,5.33271879326537,0,0,0.693147180559945,0.693147180559945,0,0,0,0,1.09861228866811,0,0,0,5.91889385427315,1.6094379124341,0.693147180559945,0,0,0,0,1.38629436111989,0,0,0,0,0,0.693147180559945,4.4188406077966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.15461535691366,3.17805383034795,0,0,1.09861228866811,0,0,2.56494935746154,0.693147180559945,1,5.92425579741453,11,9.70413
"26",0,0,0,0,0,0,0,0,0,0,0,0,4.07753744390572,0,0,0,0,0,0.693147180559945,0,0,1.94591014905531,0,0,0,0,0,0,0,2.77258872223978,0,4.34380542185368,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.29583686600433,3,2.8654
"27",0,0,0,0,1.79175946922805,0,0,0,0,0,0,0,0,2.484906649788,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,2.07944154167984,0,0,2.89037175789616,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0.693147180559945,0,0,0,0,0,0,0,0,1.38629436111989,0,0,0,2.19722457733622,0,0,0,1.38629436111989,1.09861228866811,0,2.77258872223978,7,5.99636
"28",0,0,0,5.03695260241363,0,0,3.43398720448515,0,0,0,0,0,4.76217393479776,3.76120011569356,0,0,0.693147180559945,0,0,2.484906649788,0,0,0,6.81673588059497,0,0.693147180559945,0,3.52636052461616,0,0,1.38629436111989,0,0,5.05624580534831,0.693147180559945,0,0,0,0,0,0,0,4.84418708645859,0,0,0,0,1.38629436111989,3.09104245335832,0,0,0,1.38629436111989,0,0.693147180559945,0,2.39789527279837,0,2.63905732961526,3.13549421592915,0,0,0,0,0,1,5.71702770140622,14,4.88878
"29",0,0,0,0,0,2.89037175789616,0,0,0,1.79175946922805,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,1.38629436111989,0,0,2.83321334405622,1.79175946922805,0,0,0,0,0.693147180559945,0.693147180559945,0,0,0,3.2188758248682,0,1.38629436111989,0,0,0,0,3.36729582998647,0,0,0,1.09861228866811,0,0,0,0,0,0,0,3.66356164612965,0,0,0,0,0,3.3322045101752,3,1.84703
"30",3.66356164612965,3.09104245335832,0,0,0,0.693147180559945,0,1.79175946922805,0,2.63905732961526,0,0,0,0,1.6094379124341,0,0,1.38629436111989,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.24849524204936,0.693147180559945,0,0.693147180559945,0,0,0,1.94591014905531,0,0,3.61091791264422,0,0,0,0,0,3.29583686600433,0,3.85014760171006,4,4.17741
"31",0,0,0,0,0,0,0,0,0.693147180559945,0,0,0.693147180559945,2.70805020110221,0,0,0,3.80666248977032,3.97029191355212,0,0,3.46573590279973,0,0,0,0.693147180559945,0,0,0,0,0,0,2.07944154167984,0,0,0,0,0,0,0,0,0,0,0,0,0,4.72738781871234,0,1.6094379124341,0,0,0,0,3.43398720448515,1.09861228866811,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,4.29045944114839,2,0
"32",4.8283137373023,0,0,0,0,0,0,0,0,2.30258509299405,0,0.693147180559945,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0,0,0,0,3.58351893845611,0,0,0,0,0,1.94591014905531,0,0,0,0,0,0,0,0,0,0,3.40119738166216,0,0,0,0,0.693147180559945,5.74620319054015,0,0,0,0,1,4.49980967033027,1,0
"33",0,0.693147180559945,3.55534806148941,0,0,0,0,5.02388052084628,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0,0.693147180559945,0,0,0,2.63905732961526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,1.94591014905531,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,3.3322045101752,10,11.1128
"34",0,0,0,0,1.94591014905531,1.94591014905531,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,0,3.73766961828337,0,0,0,0,0,0,0,0,0,0,0,0,5.01727983681492,0,0,1.09861228866811,0,3.2188758248682,0,0,0,0,0,0,0,0,0,0,2.56494935746154,0,0,0,0,0,0,0,0,1.09861228866811,0,0.693147180559945,1.09861228866811,0,0,0,0,3.52636052461616,3,1.84703
"35",0,0,3.46573590279973,0,0,0,0,0,0,0,0.693147180559945,0,3.04452243772342,0.693147180559945,0,0,0,2.70805020110221,1.09861228866811,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,1.6094379124341,0,3.25809653802148,0,0,1.09861228866811,0,0,0,0,0,0,0,4.76217393479776,4.69134788222914,0,0,5.28320372873799,0,0,0,6.361302477573,0,0,0,1.09861228866811,0,0,0,1.09861228866811,0,5.68697535633982,24,6.92707
"36",0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,2.89037175789616,0,0,0,0,0,0,0,0,2.484906649788,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38629436111989,0,0,0,0,0,0,0,0,1.09861228866811,0,0,5.0998664278242,0,0,0,0,1.79175946922805,0,0,0,0,0.693147180559945,0,0,0,0,0,3.85014760171006,15,12.4918
"37",0,0,1.79175946922805,0,2.63905732961526,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,1.38629436111989,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.55534806148941,0,0,0,0,2.484906649788,2.77258872223978,1.09861228866811,0,0,0,0,2.99573227355399,5,3.4091
"38",0,3.58351893845611,0,0,2.56494935746154,0,0,0.693147180559945,0,3.25809653802148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.13549421592915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.83321334405622,0,0,0,0,0,0,0,0,0,0,0,0,0,2.99573227355399,6,6.83865
"39",0.693147180559945,0,0,1.94591014905531,0,0,0,1.38629436111989,1.09861228866811,0,0,0,0,0,3.09104245335832,3.8286413964891,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38629436111989,2.70805020110221,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79175946922805,0.693147180559945,0,0,0,2.39789527279837,3.04452243772342,0,1.6094379124341,0,0,0,0,0,0,2.83321334405622,0,0,0,0,0,8,6.14203740558736,92,28.8338
"40",0,1.6094379124341,0,0,0,1.38629436111989,0,1.38629436111989,1.6094379124341,0.693147180559945,0,0,0,0,2.56494935746154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0.693147180559945,0.693147180559945,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38629436111989,2,3.17351
"41",0,0.693147180559945,0,0,0,0,0,0,3.66356164612965,0,2.99573227355399,0,2.70805020110221,0.693147180559945,0,0,0,0.693147180559945,1.09861228866811,4.7361984483945,0,0,0,0,0,0,0,1.94591014905531,0,0,0,0,0.693147180559945,0,0,0,0,1.94591014905531,0,0,0,0,0,0,0,1.09861228866811,0.693147180559945,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.04305126783455,14,10.279
"42",0,1.09861228866811,0,0,0,2.19722457733622,0,0,0,4.11087386417331,0,0,0,0,0,1.6094379124341,0,3.40119738166216,0,0,0,0,0,0,0,0,0,3.2188758248682,0,0,0,0,0,0,0,0,0,0,0,0,3.13549421592915,0,0,4.21950770517611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.77258872223978,0,0,0,0,0,0,2.484906649788,3,1.84703
"43",0,1.09861228866811,0,0,0,3.80666248977032,0,0,1.09861228866811,4.46590811865458,0,0.693147180559945,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2188758248682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79175946922805,0,0,0,3.2188758248682,10,8.35812
"44",0,0,0,0,1.09861228866811,0,0,3.85014760171006,0,0,0,0,1.38629436111989,0,0,1.38629436111989,0,0,0,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,1.6094379124341,0,0,1.6094379124341,0,0,0,0,2.30258509299405,2,1.84703
"45",0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,2.19722457733622,0,0,0,0,0,0,0,0,0,0,0,0,6.83195356556585,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,1.09861228866811,0,0,1.09861228866811,0,0,0,0,0,5.06259503302697,5,5.25012
"46",0,0.693147180559945,0,0,0,5.8171111599632,0,0,0,3.46573590279973,0,0,1.6094379124341,0,0,0,0,0,0.693147180559945,0,3.73766961828337,0,0,4.07753744390572,3.73766961828337,0,0,2.83321334405622,0,0,0,5.33271879326537,1.09861228866811,0,6.18414889093748,5.31320597904179,0,0,0.693147180559945,0,0,5.91350300563827,0,0,0,0.693147180559945,0,0,0.693147180559945,0,3.29583686600433,1.38629436111989,0,0,0,1.09861228866811,0,1.79175946922805,2.99573227355399,0,2.77258872223978,0,0,0,6.51323011091231,0,5.55295958492162,38,23.5832
"47",0,0,0,0,4.21950770517611,1.38629436111989,0,0,0.693147180559945,0.693147180559945,0,0,1.6094379124341,0,0,0,0,0,0,0,0,0,0,2.19722457733622,0,0.693147180559945,0,0,0,4.71849887129509,1.38629436111989,4.81218435537242,0.693147180559945,0,1.38629436111989,0,0,0,0,1.09861228866811,0,0,3.04452243772342,0,0,0,0,0,0,0.693147180559945,4.35670882668959,0,0,0,0,0,0,0,1.94591014905531,0,0,0,0,0,0,0,4.07753744390572,17,14.0081
"48",0.693147180559945,0,0,0,0,0,0,1.38629436111989,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,4.84418708645859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6094379124341,0,0,0,0,2.99573227355399,6,6.70477
"49",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79175946922805,1.09861228866811,0,0,0,0,0,0,0.693147180559945,0,0,0,0,3.17805383034795,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0.693147180559945,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,3.63758615972639,0,0,0,0,0,0,0.693147180559945,0,0,3.09104245335832,7,6.94961
"50",0,0,0,0,2.63905732961526,0,0,0.693147180559945,0.693147180559945,0,0,0,0,0,5.12989871492307,0,0,2.89037175789616,0,5.4249500174814,4.39444915467244,0,0,0,0,0,0,0,0,5.01727983681492,0,4.43081679884331,1.09861228866811,0,0,0,0,0,0.693147180559945,1.09861228866811,0,0,2.77258872223978,0,0,0.693147180559945,0,0,0,0,3.2188758248682,0,0,0,0.693147180559945,0,0.693147180559945,0,0,0,0,0,0,0,2.07944154167984,0,4.26267987704132,37,23.9028
"51",0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,4.44265125649032,0,0,0,0,0,4.17438726989564,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,5.06890420222023,0,0,0,0.693147180559945,0,0,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0.693147180559945,0,0,3.87120101090789,8,5.52481
"52",0,0,3.09104245335832,0,3.40119738166216,0,0,0,2.63905732961526,0,0,0,0,0.693147180559945,4.29045944114839,0.693147180559945,0,0,0,0,2.39789527279837,0,0,0.693147180559945,0,0,0,0,0,1.79175946922805,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,5.50125821054473,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,4.11087386417331,24,11.3751
"53",0,0,1.09861228866811,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,2.89037175789616,0,2.99573227355399,0,0,0,0,0,0,0,0,0,3.63758615972639,0,0,0,0,0,0,0,0,0,0,0,4.63472898822964,4.40671924726425,0,0,0,0,0,0,0,0,0.693147180559945,5.62040086571715,0,0,0,0,0,0,0,0,0,0,4.8283137373023,14,13.2689
"54",0,0,0,0,0,1.38629436111989,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,1.09861228866811,0,1.09861228866811,0,0,1.38629436111989,0,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0.693147180559945,0,0,0.693147180559945,0,0,0,0,0,0.693147180559945,0,0.693147180559945,0,0,3.52636052461616,0,1.79175946922805,0,0.693147180559945,0,0,1.38629436111989,1,0
"55",0,0,0,0,2.83321334405622,2.07944154167984,0,0,0,0,0,1.38629436111989,1.38629436111989,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,5.44673737166631,2.63905732961526,0,0,0,0,0,1.38629436111989,0,1.38629436111989,2.484906649788,0,0,0,0,0,3.3322045101752,0,0.693147180559945,0,0,0,0,0,0,0,2.39789527279837,0,0,0,0,0,0,2.484906649788,1.79175946922805,0,0,0,0,0,0,4.00733318523247,4,3.37801
"56",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,5.03043792139244,0,0,0,1.94591014905531,0,5.20948615284142,0,0,0,0,0,3.93182563272433,2,1.84703
"57",0.693147180559945,0,0,1.09861228866811,1.09861228866811,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.29045944114839,0,0,0,0,3.09104245335832,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0.693147180559945,0,0,0,0.693147180559945,0,2.39789527279837,0,0,0,3.25809653802148,0,0,3.40119738166216,7,6.61084
"58",0,0,0,0,4.79579054559674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.484906649788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.94591014905531,0,0,0,0.693147180559945,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,2.89037175789616,3,3.32672
"59",0,0,0,4.15888308335967,0,0,0,0,0,0,0,0,3.63758615972639,0,0,0,0,0,0,0,0.693147180559945,0,0,4.47733681447821,0,0,0,0,0,0,0,4.57471097850338,2.99573227355399,0,0,0,0,0.693147180559945,1.09861228866811,0,0,0,0,0,4.00733318523247,0,0.693147180559945,0,0,0,0,2.07944154167984,0,0,0,1.94591014905531,0,0,0.693147180559945,0,0,0,0,0,0,0,3.66356164612965,5,4.7898
"60",0,0,0,0,3.17805383034795,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0.693147180559945,0,0,0,0,1.6094379124341,0,2.70805020110221,0,0,0,0,0,0,2.39789527279837,0,0,2.94443897916644,0,0,0,0,0,0,3.66356164612965,0,0,0,0,0,0,0,0,1.6094379124341,0,0,0,0,0,0,0,0,2.89037175789616,1.09861228866811,0,0,0,0,0,2.56494935746154,7,3.4091
"61",0,0,0,0,0,0.693147180559945,1.38629436111989,0,0,0,0,0,0,0,0,0,0,0,0,0,2.30258509299405,0,0,3.80666248977032,2.30258509299405,4.74493212836325,2.484906649788,0,1.09861228866811,0,0,0,0,0,0,4.56434819146784,3.49650756146648,0,0,0,0,4.51085950651685,0,1.94591014905531,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0.693147180559945,0,0,0,1.79175946922805,0,0,0,0,0,4.17438726989564,3,3.4091
"62",0,0,0,0,4.27666611901606,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0,0,0,0,3.71357206670431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,1.94591014905531,0,0,0,0,0,0.693147180559945,2.56494935746154,0,0,0,0,0,0,0,0,0,0,2.63905732961526,3,1.84703
