"","V1","V2","bug","loc","bf","hcm"
"60",4.87519732320115,1.09861228866811,0,2.56494935746154,7,3.4091
"61",6.04973345523196,0,0,4.17438726989564,3,3.4091
"62",4.74493212836325,2.99573227355399,0,2.63905732961526,3,1.84703
"63",2.39789527279837,3.73766961828337,0,0,3,3.26838
"64",5.33271879326537,4.53259949315326,0,3.63758615972639,20,14.8014
"65",7.08590146436561,6.24027584517077,1,5.6021188208797,29,14.923
"66",2.70805020110221,5.75890177387728,0,4.33073334028633,13,11.1073
"67",6.11809719804135,2.94443897916644,1,4.23410650459726,35,20.5668
"68",4.35670882668959,5.31811999384422,1,4.34380542185368,2,0
"69",5.57215403217776,0,1,3.68887945411394,3,1.84703
"70",0,6.10031895202006,0,4.49980967033027,7,7.65102
"71",4.54329478227,4.72738781871234,0,3.91202300542815,6,6.098
"72",5.14749447681345,4.11087386417331,0,3.40119738166216,17,13.8911
"73",5.8664680569333,2.99573227355399,0,4.02535169073515,7,6.08461
"74",7.55276208421415,7.13966033596492,0,6.32256523992728,4,3.30169
"75",5.13579843705026,0,0,3.04452243772342,7,4.15475
"76",3.58351893845611,2.07944154167984,0,1.38629436111989,2,1.84703
"77",2.63905732961526,3.36729582998647,0,1.94591014905531,3,4.74807
"78",6.34035930372775,6.3750248198281,1,5.27299955856375,7,3.08906
"79",6.4281052726846,6.00635315960173,0,4.68213122712422,13,7.42177
"80",6.40025744530882,6.04025471127741,1,5.07517381523383,22,11.6079
"81",7.55381085200823,6.4723462945009,0,6.12686918411419,44,14.6318
"82",4.27666611901606,3.80666248977032,0,3.2188758248682,3,1.84703
"83",5.72358510195238,1.09861228866811,0,3.73766961828337,7,4.17741
"84",4.48863636973214,2.77258872223978,0,3.40119738166216,3,1.84703
"85",3.97029191355212,5.26785815906333,0,3.73766961828337,7,7.65396
"86",0,4.21950770517611,0,2.30258509299405,7,5.9245
"87",1.09861228866811,4.95582705760126,0,2.77258872223978,10,9.64396
"88",0,6.46614472423762,0,4.46590811865458,22,14.7303
"89",5.22035582507832,4.18965474202643,0,4.43081679884331,3,3.39209
"90",5.14166355650266,0,0,3.29583686600433,7,7.47213
"91",5.4249500174814,4.18965474202643,0,3.73766961828337,6,4.17741
"92",5.8348107370626,4.93447393313069,0,3.73766961828337,6,6.31013
"93",4.20469261939097,6.21260609575152,0,4.53259949315326,7,4.88878
"94",5.59098698051086,0,0,3.71357206670431,8,7.50652
"95",3.36729582998647,6.28226674689601,0,4.35670882668959,13,11.6827
"96",4.98360662170834,3.58351893845611,0,2.83321334405622,11,6.32077
"97",0,6.12905021006055,0,1.94591014905531,5,5.00502
"98",3.17805383034795,0.693147180559945,0,0,3,4.74807
"99",4.78749174278205,2.39789527279837,0,3.29583686600433,4,3.26838
"100",6.04973345523196,2.07944154167984,0,4.12713438504509,25,20.1023
"101",0,4.8283137373023,0,2.94443897916644,7,6.32077
"102",5.98896141688986,4.12713438504509,0,4.31748811353631,14,6.35853
"103",0,5.72358510195238,1,4.23410650459726,11,10.799
"104",0,5.26269018890489,0,3.3322045101752,3,1.84703
"105",5.64544689764324,2.07944154167984,0,1.38629436111989,1,0
"106",3.66356164612965,5.35658627467201,0,3.87120101090789,3,1.84703
"107",6.62936325343745,5.14166355650266,0,5.06259503302697,29,20.5714
"108",4.47733681447821,5.2040066870768,0,3.80666248977032,3,3.37801
"109",0,5.8636311755981,2,3.63758615972639,14,12.6094
"110",4.23410650459726,2.30258509299405,0,2.56494935746154,2,1.84703
"111",4.31748811353631,2.77258872223978,0,1.79175946922805,5,4.88878
"112",5.75574221358691,3.52636052461616,0,3.98898404656427,5,6.13764
"113",6.01126717440416,5.51342874616498,0,4.18965474202643,12,8.68883
"114",5.8636311755981,5.40267738187228,0,4.36944785246702,4,4.49277
"115",6.36647044773144,2.83321334405622,0,4.72738781871234,11,8.4307
"116",3.40119738166216,3.52636052461616,0,2.77258872223978,7,4.68247
"117",6.8501261661455,3.98898404656427,1,5.23644196282995,12,5.54403
"118",4.48863636973214,3.85014760171006,0,2.94443897916644,4,4.66839
"119",6.1779441140506,6.63463335786169,0,4.97673374242057,7,5.57512
"120",7.07411681619736,3.80666248977032,1,5.41164605185504,13,5.39677
"121",3.09104245335832,4.12713438504509,0,2.30258509299405,1,0
"122",6.97260625130175,7.24779258176785,0,6.17586727010576,8,6.25082
"123",6.06378520868761,2.83321334405622,1,4.04305126783455,22,14.6647
"124",6.24997524225948,4.70048036579242,0,2.89037175789616,13,7.5628
"125",6.13772705408623,6.41999492814714,0,5.24174701505964,14,11.1484
"126",4.54329478227,5.71702770140622,0,4.0943445622221,12,4.88878
"127",5.65599181081985,5.28826703069454,0,3.61091791264422,6,5.55245
"128",7.87359778968554,3.29583686600433,1,5.42053499927229,30,12.4279
"129",4.52178857704904,3.71357206670431,0,1.38629436111989,2,0
"130",3.66356164612965,3.52636052461616,0,1.94591014905531,4,3.95974
"131",5.01063529409626,3.58351893845611,0,3.29583686600433,3,3.24474
"132",5.32300997913841,2.484906649788,0,3.25809653802148,12,8.10609
"133",6.42324696353352,3.87120101090789,1,4.77068462446567,23,19.9302
"134",3.58351893845611,2.99573227355399,0,1.38629436111989,1,0
"135",6.77536609093639,3.76120011569356,0,5.36597601502185,35,20.5079
"136",5.26785815906333,3.91202300542815,1,3.73766961828337,22,17.3813
"137",0,6.07764224334903,0,4.36944785246702,17,16.2476
"138",6.60123011872888,4.67282883446191,0,4.74493212836325,12,10.273
"139",4.38202663467388,3.78418963391826,0,2.89037175789616,3,4.57121
"140",7.27309259599952,2.56494935746154,3,5.37063802812766,28,11.9059
"141",5.13579843705026,4.46590811865458,0,3.95124371858143,9,9.13821
"142",5.9427993751267,0,0,4.06044301054642,17,13.2333
"143",5.18738580584075,5.83773044716594,0,3.3322045101752,11,9.08117
"144",0,5.47646355193151,0,3.55534806148941,10,8.59652
"145",5.92692602597041,2.07944154167984,0,4.47733681447821,12,6.41309
"146",0,6.38687931936265,1,4.35670882668959,20,19.4282
"147",7.18690102041163,4.21950770517611,0,5.4249500174814,34,22.151
"148",3.43398720448515,4.06044301054642,0,2.99573227355399,6,6.83865
"149",5.13579843705026,2.77258872223978,0,3.09104245335832,3,3.37801
"150",7.63530388625941,6.04500531403601,1,5.82008293035236,66,31.2165
"151",7.30653139893951,6.4425401664682,1,6.26149168432104,35,15.5602
"152",4.72738781871234,0,0,1.38629436111989,13,11.3459
"153",5.79301360838414,2.39789527279837,1,3.25809653802148,13,4.92306
"154",4.64439089914137,3.40119738166216,0,3.2188758248682,3,1.84703
"155",1.94591014905531,6.44888939414686,0,4.57471097850338,4,4.8068
"156",4.99721227376411,2.30258509299405,0,2.19722457733622,21,14.5878
"157",5.31320597904179,1.79175946922805,0,3.73766961828337,10,11.6813
"158",3.29583686600433,3.55534806148941,0,2.70805020110221,11,11.8554
"159",4.79579054559674,2.484906649788,0,3.49650756146648,1,0
"160",7.35372233039963,6.76157276880406,0,4.87519732320115,7,6.31013
"161",4.72738781871234,0,0,2.484906649788,4,1.84703
"162",4.26267987704132,0,0,2.30258509299405,7,8.1666
"163",6.92657703322272,5.15329159449778,0,5.24702407216049,14,14.581
"164",5.11799381241676,5.19849703126583,0,4.17438726989564,14,9.31304
"165",4.21950770517611,0,0,2.39789527279837,4,5.22331
"166",3.73766961828337,6.49375383985169,2,4.8283137373023,31,24.988
"167",1.79175946922805,6.35610766069589,0,5.03695260241363,4,0
"168",0,3.04452243772342,0,1.94591014905531,3,3.24474
"169",5.23644196282995,2.30258509299405,0,3.25809653802148,6,4.15475
"170",2.77258872223978,3.3322045101752,0,1.38629436111989,3,6.79021
"171",4.98360662170834,5.52545293913178,0,4.31748811353631,20,18.0235
"172",3.04452243772342,3.63758615972639,0,1.38629436111989,1,0
"173",6.66057514983969,3.95124371858143,0,4.71849887129509,17,13.8712
"174",4.67282883446191,6.70808408385307,0,5.03043792139244,7,6.7028
"175",2.70805020110221,3.04452243772342,0,1.94591014905531,3,3.13741
"176",6.66185474054531,0,0,5.27299955856375,15,10.7478
"177",4.64439089914137,3.2188758248682,0,3.09104245335832,9,6.9025
"178",2.19722457733622,6.31896811374643,0,4.26267987704132,19,13.1894
"179",0,4.61512051684126,0,3.71357206670431,2,1.84703
"180",6.52356230614951,6.33859407820318,1,5.29831736654804,24,14.7562
"181",3.29583686600433,0,0,1.38629436111989,4,3.25645
"182",4.26267987704132,3.58351893845611,0,2.30258509299405,8,6.94451
"183",4.58496747867057,4.93447393313069,0,3.68887945411394,8,10.9647
"184",4.53259949315326,3.80666248977032,0,3.49650756146648,8,6.12708
"185",3.43398720448515,3.63758615972639,0,1.38629436111989,1,0
"186",4.54329478227,0,0,2.30258509299405,9,6.61308
"187",7.40306109109009,6.4118182677099,0,6.03548143252476,108,32.9492
"188",5.15905529921453,2.99573227355399,1,3.46573590279973,12,12.2241
"189",1.79175946922805,2.70805020110221,0,1.38629436111989,5,4.96177
"190",5.12396397940326,0,0,2.89037175789616,4,1.84703
"191",4.75359019110636,2.19722457733622,1,2.63905732961526,6,5.41944
"192",3.93182563272433,3.3322045101752,0,2.07944154167984,2,1.84703
"193",0,4.62497281328427,0,2.56494935746154,3,4.46389
"194",6.14418563412565,3.80666248977032,1,4.12713438504509,15,5.63443
"195",3.76120011569356,3.76120011569356,0,1.38629436111989,1,0
"196",5.33271879326537,1.38629436111989,1,3.36729582998647,2,0
"197",4.71849887129509,0,0,2.30258509299405,3,3.13741
"198",5.50533153593236,5.23644196282995,0,4.14313472639153,7,4.62003
"199",0,5.46383180502561,0,3.80666248977032,10,10.453
"200",4.43081679884331,1.6094379124341,0,1.94591014905531,4,4.57121
"201",3.98898404656427,4.0943445622221,0,3.13549421592915,7,6.64072
"202",4.06044301054642,3.93182563272433,0,3.73766961828337,4,4.58293
"203",5.56068163101553,5.34710753071747,0,3.76120011569356,6,5.86159
"204",7.35627987655075,3.13549421592915,2,5.42053499927229,17,9.60419
"205",6.98378996525813,0.693147180559945,0,4.89034912822175,1,0
"206",4.78749174278205,6.08904487544685,0,4.61512051684126,2,1.84703
"207",5.18738580584075,5.94542060860658,0,4.59511985013459,27,26.7278
"208",8.52078672692637,3.49650756146648,0,7.04315991598834,57,27.1607
"209",4.94875989037817,3.13549421592915,0,2.30258509299405,5,4.71857
"210",0,5.56452040732269,0,3.04452243772342,3,0
"211",4.75359019110636,0,0,2.484906649788,4,4.61042
"212",8.04942705711069,7.11963563801764,3,6.56244409369372,9,3.83471
"213",4.44265125649032,3.68887945411394,0,1.38629436111989,1,0
"214",0,6.40191719672719,0,4.65396035015752,20,17.4173
"215",6.23441072571837,0,0,4.77068462446567,7,1.84703
"216",0,6.4377516497364,0,4.86753445045558,4,3.40309
"217",3.89182029811063,5.26269018890489,0,3.52636052461616,1,0
"218",4.46590811865458,1.79175946922805,0,1.94591014905531,4,3.13741
"219",0,5.0998664278242,0,2.77258872223978,5,6.25104
"220",3.46573590279973,2.94443897916644,0,1.38629436111989,2,0
"221",4.70953020131233,1.6094379124341,0,3.58351893845611,4,3.13741
"222",4.79579054559674,5.77455154554441,0,4.35670882668959,18,16.0551
"223",3.91202300542815,4.18965474202643,0,0,7,5.28932
"224",4.21950770517611,3.95124371858143,0,2.484906649788,5,5.25012
"225",5.61312810638807,0,0,3.93182563272433,4,5.49768
"226",6.62671774924902,6.21460809842219,0,5.61677109766657,20,6.99647
"227",4.83628190695148,4.55387689160054,0,3.52636052461616,3,3.4091
"228",0,5.2040066870768,0,3.17805383034795,8,10.3948
"229",4.70048036579242,0,0,3.25809653802148,4,6.82726
"230",5.31811999384422,5.37989735354046,0,2.19722457733622,10,11.9319
"231",5.43372200355424,5.4971682252932,0,4.63472898822964,2,0
"232",6.62671774924902,2.99573227355399,3,4.97673374242057,6,4.17741
"233",3.78418963391826,4.85981240436167,0,3.49650756146648,4,3.99908
"234",3.98898404656427,1.94591014905531,0,1.38629436111989,1,0
"235",5.35185813347607,5.35658627467201,0,4.59511985013459,3,0
"236",6.18208490671663,4.23410650459726,0,4.15888308335967,18,11.4778
"237",4.54329478227,6.67329796776765,0,5.33753807970132,17,16.632
"238",4.85981240436167,4.18965474202643,0,3.29583686600433,8,5.8908
"239",5.31811999384422,5.16478597392351,0,3.68887945411394,7,7.42138
"240",5.30826769740121,0,0,2.77258872223978,1,0
"241",0,5.79301360838414,0,4.17438726989564,6,1.84703
"242",5.13579843705026,0,0,3.58351893845611,8,4.88878
"243",5.5834963087817,5.19295685089021,0,4.02535169073515,10,8.95846
"244",1.94591014905531,3.04452243772342,2,1.38629436111989,8,6.32664
"245",5.19849703126583,2.94443897916644,0,3.13549421592915,12,4.88878
"246",0.693147180559945,4.85203026391962,0,3.43398720448515,3,3.13741
"247",4.75359019110636,3.13549421592915,0,2.99573227355399,3,3.24474
"248",3.2188758248682,5.14749447681345,0,3.40119738166216,3,1.84703
"249",5.10594547390058,0,0,3.09104245335832,4,3.32672
"250",6.16751649088834,2.30258509299405,1,4.48863636973214,6,5.63443
"251",5.30826769740121,2.07944154167984,0,3.04452243772342,1,0
"252",5.48063892334199,6.3456363608286,0,5.04342511691925,3,2.91138
"253",0,5.79605775076537,0,4.04305126783455,7,8.86173
"254",7.58120982619635,4.23410650459726,0,6.04025471127741,5,5.87331
"255",3.87120101090789,1.38629436111989,0,1.38629436111989,2,1.84703
"256",5.62040086571715,2.56494935746154,0,3.61091791264422,6,4.10346
"257",5.16478597392351,4.85203026391962,0,3.66356164612965,2,1.84703
"258",0,5.30826769740121,0,2.94443897916644,11,11.1611
"259",6.56244409369372,0,0,4.79579054559674,8,4.0537
"260",4.77068462446567,4.45434729625351,0,1.38629436111989,2,0
"261",5.29831736654804,0,0,3.3322045101752,14,11.6751
"262",6.14203740558736,0,2,4.43081679884331,1,0
"263",0,6.24610676548156,0,4.74493212836325,4,5.83251
"264",0,5.20948615284142,0,2.56494935746154,1,0
"265",4.85981240436167,3.2188758248682,0,3.2188758248682,9,8.19288
"266",7.74889133725553,4.59511985013459,2,5.86078622346587,66,25.2804
"267",4.85981240436167,2.77258872223978,0,1.38629436111989,1,0
"268",7.32251043399739,7.56060116276856,1,6.3456363608286,27,5.63443
"269",4.75359019110636,4.36944785246702,2,4.30406509320417,52,24.9674
"270",7.58018941794454,2.89037175789616,0,4.17438726989564,12,10.6456
"271",3.29583686600433,3.95124371858143,0,3.61091791264422,3,4.58293
"272",0,5.52942908751142,0,3.55534806148941,13,13.0751
"273",4.57471097850338,1.38629436111989,0,1.38629436111989,1,0
"274",5.08140436498446,4.95582705760126,0,4.38202663467388,19,17.7124
"275",3.25809653802148,4.99721227376411,0,2.99573227355399,4,4.67939
"276",4.47733681447821,4.18965474202643,0,2.83321334405622,4,4.78404
"277",4.40671924726425,4.85981240436167,0,3.3322045101752,7,6.32077
"278",3.85014760171006,2.77258872223978,0,1.38629436111989,1,0
"279",6.80903930604298,6.0137151560428,1,5.41610040220442,6,0
"280",4.54329478227,3.8286413964891,0,1.38629436111989,1,0
"281",0,6.29894924685594,0,4.99721227376411,17,13.2977
"282",4.49980967033027,4.52178857704904,0,3.40119738166216,8,7.41746
"283",5.8664680569333,4.55387689160054,0,4.26267987704132,27,20.1248
"284",4.52178857704904,4.7361984483945,0,3.71357206670431,20,13.4472
"285",4.39444915467244,4.35670882668959,0,3.2188758248682,9,11.9205
"286",4.82028156560504,1.09861228866811,0,1.38629436111989,3,0
"287",3.76120011569356,4.82028156560504,0,2.39789527279837,1,0
"288",6.40357419793482,5.16478597392351,0,4.89034912822175,30,15.1266
"289",4.99721227376411,6.71052310945243,0,3.87120101090789,10,5.59876
"290",4.94875989037817,5.68357976733868,0,4.36944785246702,10,6.35082
"291",3.13549421592915,0,0,0,2,1.84703
"292",4.70048036579242,0,0,2.94443897916644,2,1.84703
"293",4.34380542185368,3.66356164612965,0,2.30258509299405,2,0
"294",1.38629436111989,5.43372200355424,0,3.63758615972639,10,10.1236
"295",6.94697599213542,5.12396397940326,1,4.90527477843843,8,5.36881
"296",4.91998092582813,2.94443897916644,0,2.77258872223978,2,1.84703
"297",5.57215403217776,5.01063529409626,0,4.51085950651685,26,17.8867
"298",4.45434729625351,2.56494935746154,0,1.79175946922805,6,4.88878
"299",2.30258509299405,2.89037175789616,0,0,2,1.84703
"300",6.15909538849193,5.87211778947542,0,4.85203026391962,44,33.003
"301",7.55118686729615,3.40119738166216,0,5.5834963087817,12,10.9344
"302",1.79175946922805,7.10249935577465,0,5.55682806169954,17,12.5682
"303",6.67329796776765,4.15888308335967,1,1.38629436111989,7,0
"304",5.76519110278484,0,0,3.91202300542815,2,1.84703
"305",5.29330482472449,5.0998664278242,1,4.21950770517611,23,13.2734
"306",4.24849524204936,3.55534806148941,0,0,4,4.81344
"307",4.88280192258637,4.81218435537242,0,4.02535169073515,27,19.3588
"308",4.87519732320115,6.20657592672493,0,4.66343909411207,1,0
"309",0,5.15905529921453,0,3.55534806148941,2,1.84703
"310",8.62263370387423,7.41276401742656,4,7.01750614294126,197,36.1661
"311",4.62497281328427,4.85203026391962,0,3.87120101090789,8,4.92306
"312",3.25809653802148,4.0943445622221,0,2.83321334405622,2,3.7967
"313",5.78074351579233,4.14313472639153,1,3.85014760171006,8,4.92306
"314",4.80402104473326,2.94443897916644,0,3.58351893845611,17,13.7711
"315",2.99573227355399,5.74939298590825,0,3.58351893845611,12,12.0486
"316",2.39789527279837,4.06044301054642,0,0,4,1.84703
"317",2.94443897916644,5.19849703126583,0,4.15888308335967,7,6.77619
"318",4.38202663467388,2.56494935746154,0,1.94591014905531,4,3.13741
"319",3.46573590279973,2.99573227355399,0,1.79175946922805,4,3.37801
"320",6.37161184723186,5.50938833662798,0,2.99573227355399,22,18.8264
"321",3.46573590279973,3.04452243772342,0,1.38629436111989,6,8.09183
"322",4.52178857704904,3.80666248977032,0,1.38629436111989,1,0
"323",3.97029191355212,2.63905732961526,0,1.38629436111989,5,4.15475
"324",4.55387689160054,4.12713438504509,0,3.68887945411394,5,3.39209
"325",3.85014760171006,4.07753744390572,1,5.04342511691925,22,15.2075
"326",2.70805020110221,6.36647044773144,0,4.69134788222914,7,6.32077
"327",4.969813299576,0,1,2.94443897916644,2,1.84703
"328",0,4.64439089914137,0,3.17805383034795,4,4.46389
"329",6.04263283368238,4.23410650459726,0,4.33073334028633,9,10.0645
"330",3.36729582998647,1.6094379124341,0,1.38629436111989,4,4.17741
"331",5.70044357339069,4.40671924726425,0,0,9,4.13774
"332",5.78074351579233,4.77912349311153,1,4.21950770517611,4,0
"333",4.45434729625351,0,1,2.63905732961526,7,4.83045
"334",4.00733318523247,3.09104245335832,0,2.70805020110221,4,4.74807
"335",4.84418708645859,0,0,2.56494935746154,15,16.0226
"336",5.57972982598622,4.04305126783455,0,3.63758615972639,1,0
"337",3.46573590279973,3.58351893845611,0,1.38629436111989,2,0
"338",4.69134788222914,3.43398720448515,0,3.09104245335832,4,3.40067
"339",4.35670882668959,5.23110861685459,0,4.02535169073515,10,5.59876
"340",0,4.83628190695148,0,2.94443897916644,9,10.3181
"341",7.21597500265147,2.94443897916644,0,5.57594910314632,9,4.88878
"342",0,4.45434729625351,0,1.38629436111989,1,0
"343",5.63121178182137,4.31748811353631,0,4.12713438504509,3,1.84703
"344",4.48863636973214,0.693147180559945,0,2.19722457733622,7,7.353
"345",0,4.46590811865458,0,1.94591014905531,2,1.84703
"346",0,6.27287700654617,2,4.62497281328427,18,14.2579
"347",2.07944154167984,6.43133108193348,0,4.79579054559674,6,8.32124
"348",5.94803498918065,3.17805383034795,0,4.51085950651685,5,5.08708
"349",5.01727983681492,0,0,2.77258872223978,9,8.34194
"350",5.51745289646471,3.98898404656427,0,3.76120011569356,3,2.38141
"351",7.86249719723055,5.00394630594546,0,6.3297209055227,46,15.0666
"352",5.16478597392351,0,0,2.94443897916644,24,16.9568
"353",5.6021188208797,1.38629436111989,0,1.38629436111989,2,0
"354",4.74493212836325,1.09861228866811,0,3.09104245335832,3,3.39209
"355",5.59471137960184,0,0,3.61091791264422,15,12.9897
"356",3.36729582998647,0,0,1.38629436111989,3,4.58293
"357",0,5.88887795833288,0,3.87120101090789,4,3.37801
"358",1.6094379124341,5.29330482472449,0,3.46573590279973,8,6.86009
"359",0.693147180559945,4.44265125649032,0,3.04452243772342,5,5.41242
"360",6.7945865808765,3.80666248977032,0,4.82028156560504,32,23.6596
"361",5.89164421182577,5.90808293816893,0,4.67282883446191,14,5.59876
"362",4.96284463025991,4.56434819146784,1,2.99573227355399,26,12.3984
"363",4.62497281328427,3.95124371858143,1,2.56494935746154,4,4.63412
"364",2.39789527279837,4.59511985013459,0,2.89037175789616,5,7.27101
"365",0,4.39444915467244,0,2.56494935746154,3,3.17351
"366",3.68887945411394,4.26267987704132,0,1.38629436111989,1,0
"367",3.76120011569356,4.53259949315326,0,3.43398720448515,3,3.95974
"368",5.72358510195238,3.71357206670431,0,3.71357206670431,32,16.4607
"369",4.76217393479776,0,0,2.19722457733622,10,8.68864
"370",5.36597601502185,5.44673737166631,0,4.53259949315326,7,4.88878
"371",5.50125821054473,2.07944154167984,0,4.38202663467388,2,1.84703
"372",0,7.19443685110033,0,4.44265125649032,5,4.83266
"373",5.74300318780948,0,0,1.38629436111989,1,0
"374",2.89037175789616,3.43398720448515,0,2.30258509299405,3,3.95974
"375",6.82219739062049,3.04452243772342,1,3.91202300542815,8,8.3403
"376",4.20469261939097,1.6094379124341,0,2.19722457733622,2,3.33706
"377",5.42053499927229,1.94591014905531,0,4.17438726989564,2,1.84703
"378",4.92725368515721,4.4188406077966,0,1.38629436111989,3,0
"379",0,5.16478597392351,0,3.68887945411394,5,5.41242
"380",4.9416424226093,3.87120101090789,0,2.83321334405622,11,6.32077
"381",4.98360662170834,4.17438726989564,0,3.68887945411394,9,7.76934
"382",5.89715386763674,4.91265488573605,0,4.38202663467388,12,11.7316
"383",4.51085950651685,3.09104245335832,0,2.63905732961526,6,10.5192
"384",4.84418708645859,0,0,1.38629436111989,1,0
"385",5.35185813347607,0,0,3.73766961828337,14,7.61115
"386",4.80402104473326,0.693147180559945,0,2.63905732961526,2,1.84703
"387",3.36729582998647,0,0,1.38629436111989,3,4.58293
"388",4.78749174278205,4.00733318523247,0,3.49650756146648,4,4.17741
"389",3.29583686600433,5.08759633523238,0,3.49650756146648,2,1.84703
"390",4.69134788222914,0,0,2.484906649788,7,8.85527
"391",4.77912349311153,0,0,0,2,1.84703
"392",3.66356164612965,3.95124371858143,0,2.19722457733622,2,1.84703
"393",6.04500531403601,4.85203026391962,0,4.66343909411207,7,3.37801
"394",6.74170069465205,4.83628190695148,0,5.15905529921453,69,28.6495
"395",6.88346258641309,5.50533153593236,0,5.10594547390058,41,24.5718
"396",2.70805020110221,5.8664680569333,0,3.98898404656427,2,1.84703
"397",6.18826412308259,6.4118182677099,2,5.03043792139244,30,21.4408
"398",6.27476202124194,1.94591014905531,0,4.47733681447821,16,5.28363
"399",1.09861228866811,6.58617165485467,0,5.26269018890489,1,0
"400",2.30258509299405,4.71849887129509,0,2.484906649788,5,4.70448
"401",4.87519732320115,0,0,2.99573227355399,2,1.84703
"402",0,5.93753620508243,0,4.20469261939097,16,16.269
"403",3.17805383034795,3.58351893845611,0,0,4,4.74807
"404",5.89989735358249,4.56434819146784,0,4.59511985013459,4,4.42588
"405",5.92157841964382,2.99573227355399,0,4.44265125649032,11,5.64478
"406",6.33859407820318,0,0,4.40671924726425,11,7.23028
"407",4.63472898822964,3.17805383034795,0,2.70805020110221,3,1.84703
"408",6.39692965521615,0,0,5.01063529409626,8,6.16509
"409",6.59441345974978,5.69035945432406,0,5.25227342804663,14,15.3663
"410",6.39526159811545,0.693147180559945,0,4.75359019110636,2,1.84703
