"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","bug","loc","bf","hcm"
"17",0,0,0,0,0.693147180559945,0,0,0.693147180559945,0.693147180559945,0,0,3.46573590279973,0,0,0,0,0,0,0,0,2.07944154167984,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38629436111989,0,0,0,0,0,1.79175946922805,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6094379124341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38629436111989,2,0
"18",0,0,0,0,1.94591014905531,0,0,0.693147180559945,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,3.09104245335832,3.09104245335832,0,0,0,0,0,0,0,0,0,5.06890420222023,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,2.56494935746154,2.07944154167984,0,0,0,0,0,0,0,0,0,3.61091791264422,5,5.5048
"19",0,0,3.17805383034795,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.07944154167984,0,5.19849703126583,1.09861228866811,0,0,3.36729582998647,0,0,0,0,0.693147180559945,0,0,0,3.43398720448515,3.55534806148941,0,2.39789527279837,0,0,0.693147180559945,2.70805020110221,0,0,0,0,3.2188758248682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,4.0943445622221,0,4.98360662170834,0,0,0,1.09861228866811,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,4.75359019110636,5,4.17741
"20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.78418963391826,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0.693147180559945,5.6021188208797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,2.30258509299405,5.30826769740121,2.70805020110221,0,0,0,1.09861228866811,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,0,2.07944154167984,0,4.70048036579242,16,7.5628
"21",0,0,4.26267987704132,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,3.76120011569356,0,0,0,1.79175946922805,0,0,0,0,0,0,0,0,0,3.13549421592915,0,3.29583686600433,0,0,5.90808293816893,0,0,0,1.09861228866811,0,6.22455842927536,0,0.693147180559945,0,1.6094379124341,0,1.38629436111989,0,0,7.47363710849621,0.693147180559945,0,0,0,0,0.693147180559945,0,0,4.36944785246702,0,2.39789527279837,0,0,3.61091791264422,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.18208490671663,3,1.84703
"22",0,0,0.693147180559945,1.38629436111989,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,2.63905732961526,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0.693147180559945,1.38629436111989,0,0,0,0,0,0,4.26267987704132,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,2.70805020110221,0,0,0,0,0,0,0,0,0,0,0.693147180559945,1.38629436111989,0,0,0,5.83188247728352,0,0,0,0.693147180559945,0,0,0,0,0,4.49980967033027,9,5.63443
"23",0,0,0,0,0,0,0,0,0,0,0,4.14313472639153,0,0,0,0,0,0,0,1.94591014905531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.62497281328427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.63905732961526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38629436111989,2,0
"24",1.38629436111989,0,0,0,1.6094379124341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.83321334405622,0,0,0,0,0,0,1.94591014905531,0,0,0,0,0.693147180559945,0,0,0,0,0,0.693147180559945,0,0,0,0,0.693147180559945,0,0,0,0.693147180559945,0,0,0,6.0137151560428,0,0,0,0,0,0,0,0,2.39789527279837,0,0,0,0,0,4.24849524204936,10,9.71828
"25",0,0,0,6.72743172485086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.02553831463852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,1.38629436111989,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38629436111989,0,0,0,0,0,0,0,3.09104245335832,0,0,0,0,0,0,0,0,0,1.38629436111989,1,5.92425579741453,11,9.70413
"26",0,0.693147180559945,0,0,0,0,0,0,0,0,1.6094379124341,1.94591014905531,0,0,0,1.94591014905531,0,0,0,0,2.39789527279837,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.484906649788,0,0,0,0,0,0,1.38629436111989,0,0,0,4.24849524204936,0,0,3.8286413964891,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.29583686600433,3,2.8654
"27",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.484906649788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38629436111989,0,0,1.09861228866811,0,0,0,0,3.36729582998647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.30258509299405,0,0,0,0,1.38629436111989,0,1.6094379124341,0,2.77258872223978,7,5.99636
"28",0,0,0,4.02535169073515,4.66343909411207,0,0,0,0,5.42053499927229,0,0,0,0,0,2.94443897916644,0,1.94591014905531,0,0,0,0,0,0,0,0,0,0.693147180559945,3.55534806148941,0,6.04973345523196,0,0,0,0,0,0,0,2.30258509299405,0,0,0.693147180559945,0,0,1.38629436111989,0,0,0,1.09861228866811,5.31320597904179,0,0,0,0,0,4.74493212836325,0,0,0.693147180559945,0,1.38629436111989,0,0,0.693147180559945,0,1.38629436111989,0,0,0,0,0,0,0,0,0,5.88610403145016,3.2188758248682,0,0,0,0,0,4.24849524204936,0,0,1,5.71702770140622,14,4.88878
"29",0,0,3.55534806148941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0.693147180559945,0,0,0,0,0,0,0,0,0,0,2.77258872223978,0,1.09861228866811,0,0,0,0,0,0,3.36729582998647,0,0.693147180559945,0,0,0,1.94591014905531,0,0,1.09861228866811,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0.693147180559945,0.693147180559945,0,0,0,0,2.39789527279837,0,0,0,3.71357206670431,0,0,0,0,0,0,0,3.3322045101752,3,1.84703
"30",0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,3.55534806148941,0,0,0,4.35670882668959,0,1.6094379124341,0,0,0,2.99573227355399,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,1.09861228866811,0,0,0.693147180559945,0,0,0,0.693147180559945,0,0,0,0,1.38629436111989,0,0,0,0,0,4.38202663467388,0,3.85014760171006,4,4.17741
"31",0,4.43081679884331,0,0.693147180559945,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.36729582998647,0.693147180559945,0,0,0,0,0.693147180559945,0,4.38202663467388,1.38629436111989,0,0,0,0,3.98898404656427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.94443897916644,0,0,1.94591014905531,1.09861228866811,1.38629436111989,0,0,0,0,0,0,0,0,0,0,0,0,2.99573227355399,0,1.09861228866811,0,0,0,0,0,0,0,0,4.29045944114839,2,0
"32",0,0,0,0,0,0,0,0,0,2.70805020110221,0,0,1.38629436111989,0,0,0.693147180559945,0,0,0,0,0,0,0,0,1.38629436111989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38629436111989,0,0,0,0,0,0,0,0,0,0,0,0,6.20050917404269,0,0,0.693147180559945,0,0,0,1,4.49980967033027,1,0
"33",0,0,0,0,0,0,0,0,4.56434819146784,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0,0,0,0.693147180559945,1.6094379124341,0,0,0,0,0,0.693147180559945,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.68213122712422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3322045101752,10,11.1128
"34",0,3.93182563272433,0,0,0.693147180559945,0,0,2.56494935746154,0,0.693147180559945,0,0,0,0,0,0,0,0.693147180559945,4.27666611901606,0,0,1.09861228866811,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,0,2.07944154167984,0,0,0,0,0,0,0,0,4.40671924726425,2.30258509299405,0,0,0,0.693147180559945,0,0,0,1.38629436111989,0,0,0,0,0.693147180559945,0,0,0,0.693147180559945,1.09861228866811,0,0,0,0,0,0,1.09861228866811,0.693147180559945,0,0,0,0,0,0,0,0,0,3.52636052461616,3,1.84703
"35",0,0,0,3.91202300542815,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0.693147180559945,1.6094379124341,0,3.46573590279973,0,0,0,0,4.67282883446191,0,0,0,0,0,2.63905732961526,0,0,4.69134788222914,0,0.693147180559945,0,0,0,0,0.693147180559945,0,0,0.693147180559945,0,0.693147180559945,3.8286413964891,0,0.693147180559945,1.09861228866811,0,0,0,0,0,0,0,0,3.95124371858143,0,0,0.693147180559945,0,0,6.50727771238501,0,0.693147180559945,0,0,0,2.70805020110221,0,0.693147180559945,0.693147180559945,0,0,0,0,0,0,0,0,5.68697535633982,24,6.92707
"36",0,0,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,1.38629436111989,0,0,0,0,0.693147180559945,2.83321334405622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.89034912822175,0,0,0,0,0,0,0,0,0,0,2.484906649788,0,0,0,0,0,0,0,0,0.693147180559945,0,0,2.77258872223978,0,0,0,1.94591014905531,2.83321334405622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.85014760171006,15,12.4918
"37",0,0,2.07944154167984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,3.04452243772342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.94591014905531,0,0,2.484906649788,0,0,0,0,0,0,0,0,0,0,1.38629436111989,0,0.693147180559945,0,0,0.693147180559945,0,0,0,0,0,0,2.30258509299405,3.29583686600433,0,0,0,0,0,0,2.99573227355399,5,3.4091
"38",0,0,4.17438726989564,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0.693147180559945,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,2.94443897916644,0.693147180559945,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.77258872223978,0,0,0,0,0,0,0,0,0,0,0,1.38629436111989,0,1.38629436111989,0,0,0,2.99573227355399,6,6.83865
"39",0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,1.6094379124341,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,1.38629436111989,0,4.02535169073515,0,0,0,0,0,0,0,0,2.484906649788,1.6094379124341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6094379124341,0,0,0,0,1.79175946922805,0.693147180559945,0,0,0,0,1.09861228866811,0,0,0,3.3322045101752,0,2.89037175789616,0,0,0.693147180559945,0,0,0,0,2.70805020110221,0,0,0,0,8,6.14203740558736,92,28.8338
"40",0,0,0,0,0,0,0,0,1.09861228866811,0,0,0.693147180559945,0,0,0,1.6094379124341,0,0,1.94591014905531,0,0.693147180559945,0,0.693147180559945,0,2.07944154167984,0,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,1.79175946922805,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,1.38629436111989,2,3.17351
"41",0,1.38629436111989,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0.693147180559945,4.47733681447821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,2.70805020110221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,2.70805020110221,0,0,0,0,0,4.40671924726425,0,0,0,4.04305126783455,14,10.279
"42",0,0,0,0,0,0,0,3.78418963391826,0,0,0,1.09861228866811,1.38629436111989,0,0,0,0,0,0,0,0.693147180559945,3.3322045101752,0,0,2.484906649788,0,0,0,0,0,1.09861228866811,0.693147180559945,0,0,3.46573590279973,0,0,2.30258509299405,0,2.63905732961526,0,0,0,0,0,4.14313472639153,0,0,0,0,0,0,1.94591014905531,0,0,0,0,0,0,0,0,0,0,0,0,0,2.484906649788,0,0,0,0,0,0,2.30258509299405,0,0,0,0,0,0,0,0,0,0,0,0,2.484906649788,3,1.84703
"43",0,0,3.97029191355212,0,0,0,0,1.38629436111989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.63905732961526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,3.52636052461616,3.78418963391826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.04452243772342,0,3.2188758248682,10,8.35812
"44",0,0,0,0,0,3.25809653802148,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0.693147180559945,0,0,2.56494935746154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.04452243772342,0,0,0,0,0,2.30258509299405,2,1.84703
"45",0,0,0,0,0,0,0,0,0,0,0,6.48157712927643,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.63905732961526,0,0,0,0,0,0,0,0,0,3.46573590279973,0,4.4188406077966,0,0,0,4.93447393313069,0,0,0,0,0,0,0,0,0,0,1.79175946922805,0,0,0,0,0,0,0,1.38629436111989,0,0,0,0,0,0,0,0,1.94591014905531,0.693147180559945,0,0,0,0,1.94591014905531,0,0,0,0,1.6094379124341,0,5.06259503302697,5,5.25012
"46",3.29583686600433,0,2.07944154167984,0,0.693147180559945,0,1.09861228866811,3.98898404656427,1.09861228866811,1.79175946922805,0,0,4.21950770517611,0,0,0,4.47733681447821,2.63905732961526,0,0,0,0,5.41164605185504,3.3322045101752,5.75574221358691,0,3.89182029811063,3.29583686600433,0.693147180559945,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,4.56434819146784,0,0,4.91998092582813,0,0,0,0,0,6.29156913955832,0.693147180559945,2.89037175789616,0,6.13556489108174,0,0,0,5.28826703069454,0,0,1.09861228866811,0,0,0,4.15888308335967,0,0,0,0,1.09861228866811,1.94591014905531,0,0,0,0,0,3.58351893845611,0,0.693147180559945,0,0,3.95124371858143,3.29583686600433,0,5.55295958492162,38,23.5832
"47",0,0,4.48863636973214,0,0,1.94591014905531,0,2.83321334405622,0,0,0.693147180559945,0,0,0,0,0,0,0,2.07944154167984,3.36729582998647,0,0,0,1.79175946922805,0,1.09861228866811,0,3.29583686600433,0,0,2.07944154167984,0,0,0,0,0,0,0,0,0,0,0,0,1.6094379124341,0,0,0,0,0,0,0,0,0,0,1.09861228866811,4.7361984483945,0,0,0,0,0,0,0,4.55387689160054,0,0,0,0,0,0,0,0,0,0,0,0,3.40119738166216,0,0,0,0,1.38629436111989,0,0,0,0,4.07753744390572,17,14.0081
"48",0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.89182029811063,0,0,0,0.693147180559945,0,0,0,0,0.693147180559945,0,4.21950770517611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0,0,0,2.07944154167984,0,0.693147180559945,0,1.94591014905531,0,0,0,0,0,0,1.09861228866811,0,0,0,2.99573227355399,6,6.70477
"49",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0.693147180559945,0,0,1.09861228866811,0.693147180559945,0,0,0,0,0,0,0,0.693147180559945,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,1.38629436111989,0,0,0,0,0,0,0,0,0,0,0,0,3.73766961828337,0,0,2.94443897916644,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,3.09104245335832,7,6.94961
"50",0,0.693147180559945,1.09861228866811,0,0,0,0,4.91998092582813,0,0,0,0,0,0,0,0,0,0,4.85981240436167,0,0,0,0,0,2.99573227355399,0,2.19722457733622,0,2.39789527279837,0,0,0,0,0,0.693147180559945,0,0,0,0,0,4.54329478227,0,0,4.99721227376411,0,1.94591014905531,0,1.79175946922805,4.45434729625351,0,0,0,0,0,0,3.66356164612965,0,0,0.693147180559945,0,0,0,0,2.484906649788,0,0,2.19722457733622,0,2.83321334405622,0,0,0,0,0,1.09861228866811,0,0,0,0,0,0,1.09861228866811,4.30406509320417,0.693147180559945,0,0,4.26267987704132,37,23.9028
