"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","bug","loc","bf","hcm"
"46",0,2.83321334405622,3.36729582998647,0,5.95842469302978,0,0,5.10594547390058,6.27476202124194,6.66568371778241,0,5.68697535633982,0,0,5.8171111599632,0,5.55295958492162,38,23.5832
"47",0,0,3.29583686600433,0,3.97029191355212,0,2.56494935746154,5.01063529409626,0,0,0,5.25749537202778,0,0,0.693147180559945,0,4.07753744390572,17,14.0081
"48",0.693147180559945,0,0,0,0,0,2.63905732961526,0,0,0,0,0,4.68213122712422,2.19722457733622,2.07944154167984,0,2.99573227355399,6,6.70477
"49",0,0,0,0,2.07944154167984,0,2.07944154167984,0,0,0,0,4.00733318523247,1.09861228866811,1.09861228866811,0,0,3.09104245335832,7,6.94961
"50",0,1.79175946922805,2.77258872223978,2.77258872223978,2.89037175789616,0.693147180559945,0,5.72031177660741,0.693147180559945,0,0,5.28320372873799,5.48063892334199,0,0,0,4.26267987704132,37,23.9028
"51",0,0,0,0,0,0,0,5.00394630594546,4.72738781871234,0,0,3.89182029811063,0,1.94591014905531,0,0,3.87120101090789,8,5.52481
"52",0,0.693147180559945,0,0,0,0,0,4.90527477843843,0,0,0,5.57972982598622,0,0,0,0,4.11087386417331,24,11.3751
"53",2.94443897916644,0,0,0,1.38629436111989,0,0,2.07944154167984,3.58351893845611,3.76120011569356,2.94443897916644,0,0,0,6.02344759296103,0,4.8283137373023,14,13.2689
"54",0,0,0,0,0,0,3.58351893845611,2.83321334405622,0,0,0,0,0.693147180559945,1.79175946922805,0,0,1.38629436111989,1,0
"55",0,0,0,3.09104245335832,0,5.2257466737132,0.693147180559945,0,0,4.35670882668959,0,3.8286413964891,0,0,2.83321334405622,0,4.00733318523247,4,3.37801
"56",0,0,0,0,0,0.693147180559945,3.04452243772342,1.09861228866811,1.09861228866811,0,2.484906649788,0,5.70044357339069,0,2.39789527279837,0,3.93182563272433,2,1.84703
"57",4.64439089914137,0,0,0,0,0,2.19722457733622,0,3.29583686600433,0,0,0,0.693147180559945,0,0,0,3.40119738166216,7,6.61084
"58",0,0,4.21950770517611,0,3.58351893845611,0,0,0,0,0,0,3.61091791264422,0,0,0.693147180559945,0,2.89037175789616,3,3.32672
"59",5.17048399503815,2.56494935746154,3.43398720448515,0,4.969813299576,0,0,2.07944154167984,0,0,0,0,0,0,2.19722457733622,0,3.66356164612965,5,4.7898
"60",0,0,1.6094379124341,0,0,0,0,0,0,4.17438726989564,0,3.29583686600433,0,0,3.66356164612965,0,2.56494935746154,7,3.4091
"61",0,0,0,3.25809653802148,0,4.71849887129509,1.79175946922805,3.71357206670431,1.94591014905531,5.32300997913841,3.09104245335832,1.94591014905531,0,1.79175946922805,0,0,4.17438726989564,3,3.4091
"62",0,0,3.40119738166216,0,3.40119738166216,0,0,0,0,0,2.19722457733622,3.46573590279973,0,0,3.61091791264422,0,2.63905732961526,3,1.84703
"63",0,0,0,0,0,0,0,0,1.38629436111989,0,0,2.89037175789616,2.99573227355399,2.56494935746154,0,0,0,3,3.26838
"64",5.30826769740121,0,4.46590811865458,0,0,0,0,1.09861228866811,0,0,0,0,0,0,2.30258509299405,0,3.63758615972639,20,14.8014
"65",6.19644412779452,0,5.90536184805457,0,5.61677109766657,0,0,0,3.98898404656427,2.07944154167984,2.83321334405622,0,0,0,6.21660610108486,1,5.6021188208797,29,14.923
"66",5.10594547390058,0,0,0,0,0,0,3.04452243772342,4.87519732320115,0,0,0,0,0,2.83321334405622,0,4.33073334028633,13,11.1073
"67",0,0.693147180559945,3.04452243772342,0,3.85014760171006,0,0,4.63472898822964,0,0,0,5.7037824746562,0,0,1.38629436111989,1,4.23410650459726,35,20.5668
"68",0,1.6094379124341,0,0,0,0,5.605802066296,1.79175946922805,0,0,0,0,0,0,0,1,4.34380542185368,2,0
"69",0,0,0,1.09861228866811,0,4.34380542185368,0,4.24849524204936,0,0,0,4.75359019110636,0,0,0,1,3.68887945411394,3,1.84703
"70",5.03043792139244,0,3.78418963391826,0,0,0,0,1.09861228866811,0,0.693147180559945,1.09861228866811,0,4.69134788222914,1.38629436111989,4.90527477843843,0,4.49980967033027,7,7.65102
"71",0,0,3.40119738166216,0,0,4.00733318523247,0.693147180559945,0,0,0,4.44265125649032,0,3.63758615972639,0,0,0,3.91202300542815,6,6.098
"72",2.19722457733622,0,0,3.13549421592915,4.4188406077966,0,0,4.78749174278205,0,0,0,0,0,0,0,0,3.40119738166216,17,13.8911
"73",1.38629436111989,0,3.04452243772342,0,2.56494935746154,4.77912349311153,1.6094379124341,5.25227342804663,0,0,0,3.17805383034795,0,0.693147180559945,0,0,4.02535169073515,7,6.08461
"74",4.38202663467388,0.693147180559945,3.55534806148941,0,4.72738781871234,0,0,0.693147180559945,0,6.93244789157251,6.9177056098353,0,2.56494935746154,0,6.79570577517351,0,6.32256523992728,4,3.30169
"75",0,2.70805020110221,0,3.58351893845611,0,0.693147180559945,0,4.35670882668959,0,0,0,3.76120011569356,0,0,0,0,3.04452243772342,7,4.15475
"76",0.693147180559945,0,0.693147180559945,0,1.38629436111989,0,0,0,3.29583686600433,1.94591014905531,1.79175946922805,0,0,0,0,0,1.38629436111989,2,1.84703
"77",0,0,1.6094379124341,0,0,0,0,3.36729582998647,0,0,0,2.30258509299405,0,0,0,0,1.94591014905531,3,4.74807
"78",5.23644196282995,0,3.68887945411394,4.74493212836325,0,0,0,5.58724865840025,0,0,1.09861228866811,6.06378520868761,4.75359019110636,0,0,1,5.27299955856375,7,3.08906
"79",3.95124371858143,1.94591014905531,1.94591014905531,0,4.44265125649032,0,4.33073334028633,2.89037175789616,2.39789527279837,0.693147180559945,5.2257466737132,5.95842469302978,4.86753445045558,0,4.30406509320417,0,4.68213122712422,13,7.42177
"80",0,0,1.09861228866811,0.693147180559945,0,0,0,2.77258872223978,6.54678541076052,0,1.09861228866811,5.11198778835654,0,0,4.9416424226093,1,5.07517381523383,22,11.6079
"81",0,4.97673374242057,2.30258509299405,4.82028156560504,0,4.53259949315326,5.58724865840025,0,0,0,0,6.4723462945009,5.11799381241676,7.01031186730723,0,0,6.12686918411419,44,14.6318
"82",0,0,0,0,0,1.38629436111989,2.99573227355399,0,1.79175946922805,0,0,4.46590811865458,0,1.09861228866811,0,0,3.2188758248682,3,1.84703
"83",0,2.30258509299405,0,0,0,0,0,4.49980967033027,0,0,2.30258509299405,5.30330490805908,0,0,0,0,3.73766961828337,7,4.17741
"84",0.693147180559945,0,0,0,0.693147180559945,1.6094379124341,3.25809653802148,0,0,0,0,4.29045944114839,0,0,0,0,3.40119738166216,3,1.84703
"85",4.60517018598809,0,0,4.20469261939097,0,0,0,0,0,0,0,0.693147180559945,0,0,4.38202663467388,0,3.73766961828337,7,7.65396
"86",0,0,0,0,0,0,2.30258509299405,0,2.19722457733622,1.09861228866811,0,3.89182029811063,0,0,0,0,2.30258509299405,7,5.9245
"87",4.70953020131233,0,0,0,0,0,0,0,0,0,0,0,3.52636052461616,0,0,0,2.77258872223978,10,9.64396
"88",5.12989871492307,0,0,0,0.693147180559945,0,0,0,4.76217393479776,0.693147180559945,0,0,5.87211778947542,0,1.09861228866811,0,4.46590811865458,22,14.7303
"89",0,0,0,0,0,4.77912349311153,0.693147180559945,0,0,0,0.693147180559945,4.68213122712422,3.04452243772342,1.09861228866811,0,0,4.43081679884331,3,3.39209
"90",2.07944154167984,2.89037175789616,0,0,4.70048036579242,0,0,0,0,0,1.38629436111989,3.55534806148941,0,0,0,0,3.29583686600433,7,7.47213
"91",3.85014760171006,0,2.70805020110221,0,0,0,0,4.99043258677874,2.63905732961526,1.09861228866811,0,4.26267987704132,0,0,0,0,3.73766961828337,6,4.17741
"92",0,0,1.6094379124341,5.05624580534831,0,0,0,0,4.77912349311153,0,0,5.30826769740121,0,0,0,0,3.73766961828337,6,6.31013
"93",0,0,0,5.14749447681345,0,0,5.5834963087817,0,0,0,0,4.79579054559674,0,0,2.19722457733622,0,4.53259949315326,7,4.88878
"94",1.09861228866811,0,0,0,0,5.12396397940326,0,0.693147180559945,0,4.51085950651685,0,1.94591014905531,0.693147180559945,0,0,0,3.71357206670431,8,7.50652
"95",5.53338948872752,0,0,0,1.09861228866811,0,0.693147180559945,0,0,0,5.72031177660741,0,1.38629436111989,0,0,0,4.35670882668959,13,11.6827
"96",0,0,4.57471097850338,0,0,0,2.63905732961526,0,0,0,0,0,0,4.27666611901606,0,0,2.83321334405622,11,6.32077
"97",0,0,0,1.09861228866811,0,0,2.63905732961526,0,1.38629436111989,0,1.94591014905531,0,6.07534603108868,0,0,0,1.94591014905531,5,5.00502
"98",0,0,0,1.09861228866811,0,0,0,0,1.94591014905531,0,0,2.83321334405622,0,0,0,0,0,3,4.74807
"99",0,0,0,0,0.693147180559945,0,0,4.71849887129509,1.09861228866811,0,0,0,2.77258872223978,0,0,0,3.29583686600433,4,3.26838
"100",0,0,1.6094379124341,0,0,1.79175946922805,0,5.15905529921453,0,0,0,5.51342874616498,0.693147180559945,0,0,0,4.12713438504509,25,20.1023
"101",4.82028156560504,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,2.94443897916644,7,6.32077
"102",0,4.79579054559674,0,0,1.09861228866811,0,0,3.55534806148941,0,0,0,5.71042701737487,0,0,1.09861228866811,0,4.31748811353631,14,6.35853
"103",0,1.09861228866811,0,0,0,0,1.38629436111989,0,0,0,0,2.63905732961526,4.70953020131233,4.99721227376411,3.43398720448515,1,4.23410650459726,11,10.799
"104",0,0,1.6094379124341,0,0,0,0,4.60517018598809,0,0,0,3.63758615972639,3.97029191355212,0,0,0,3.3322045101752,3,1.84703
"105",1.09861228866811,2.19722457733622,0,0,4.21950770517611,0,3.76120011569356,4.29045944114839,0,3.43398720448515,0,4.21950770517611,0.693147180559945,0,0,0,1.38629436111989,1,0
"106",0,0,0,0,0,0,0,0,0,3.91202300542815,5.29831736654804,0,0.693147180559945,0,0,0,3.87120101090789,3,1.84703
"107",0,0,0,0,4.17438726989564,0,0,3.61091791264422,0,6.3919171133926,0.693147180559945,2.94443897916644,5.34710753071747,0,1.09861228866811,0,5.06259503302697,29,20.5714
"108",4.57471097850338,0,3.46573590279973,0.693147180559945,0.693147180559945,0,3.97029191355212,2.63905732961526,0,1.38629436111989,0,3.8286413964891,2.89037175789616,0,2.30258509299405,0,3.80666248977032,3,3.37801
"109",2.07944154167984,0.693147180559945,0,0,0,0,0,0,0,0,2.07944154167984,0,5.79909265446053,0,2.07944154167984,2,3.63758615972639,14,12.6094
"110",0,0,0,0,0,2.83321334405622,3.09104245335832,0,0.693147180559945,0,0,3.68887945411394,0,0,0,0,2.56494935746154,2,1.84703
"111",0,0,2.70805020110221,0,0,0,0,0,1.6094379124341,0,0,4.27666611901606,0,0,0,0,1.79175946922805,5,4.88878
"112",0,0,0,0,0,0,2.99573227355399,0,0,5.76205138278018,2.56494935746154,0,0,0,0,0,3.98898404656427,5,6.13764
"113",2.99573227355399,0,0,3.04452243772342,4.969813299576,3.73766961828337,1.94591014905531,5.06259503302697,0,0,2.70805020110221,4.29045944114839,4.79579054559674,0,4.14313472639153,0,4.18965474202643,12,8.68883
"114",0,2.63905732961526,0,2.56494935746154,0,0,2.94443897916644,0,0,4.54329478227,5.87211778947542,0,0,3.13549421592915,4.11087386417331,0,4.36944785246702,4,4.49277
"115",0.693147180559945,0,0,0,5.66988092298052,2.19722457733622,0,0,2.39789527279837,5.47227067367148,3.2188758248682,3.36729582998647,0,0,0,0,4.72738781871234,11,8.4307
"116",0,0,0.693147180559945,0,0,1.79175946922805,0,0,0,0,0,4.04305126783455,0,0,0,0,2.77258872223978,7,4.68247
"117",0,0,0,0,0.693147180559945,5.67332326717149,3.78418963391826,5.73334127689775,0,5.66296048013595,3.04452243772342,3.87120101090789,0,0,0,1,5.23644196282995,12,5.54403
"118",4.59511985013459,0,0,1.6094379124341,2.484906649788,0,1.79175946922805,2.56494935746154,1.6094379124341,0,0,0,0,0,0,0,2.94443897916644,4,4.66839
"119",6.23244801655052,0,1.09861228866811,0,5.26785815906333,0,0.693147180559945,0,0,2.19722457733622,0,0,0,0,6.27287700654617,0,4.97673374242057,7,5.57512
"120",0,1.38629436111989,0,6.48463523563525,0,6.12468339089421,4.52178857704904,0.693147180559945,2.89037175789616,0.693147180559945,0,0,0,0.693147180559945,0,1,5.41164605185504,13,5.39677
"121",0,2.30258509299405,0,0,0,0,0,0,0,0,0,2.70805020110221,4.0943445622221,0,0,0,2.30258509299405,1,0
"122",6.46614472423762,0,0,0,4.64439089914137,0,0,0,3.8286413964891,6.16541785423142,4.98360662170834,0,1.09861228866811,1.94591014905531,6.95939851213398,0,6.17586727010576,8,6.25082
"123",2.30258509299405,3.13549421592915,0,1.09861228866811,4.47733681447821,0,0,0.693147180559945,0,4.46590811865458,0,5.46383180502561,0,1.38629436111989,0,1,4.04305126783455,22,14.6647
"124",4.29045944114839,0,0,0,2.39789527279837,0,0,4.86753445045558,2.56494935746154,5.68017260901707,0,4.40671924726425,0,0,3.43398720448515,0,2.89037175789616,13,7.5628
"125",6.43615036836943,1.6094379124341,2.484906649788,0,1.79175946922805,3.89182029811063,0,3.8286413964891,0,0,0,0,3.17805383034795,0,5.75890177387728,0,5.24174701505964,14,11.1484
"126",0.693147180559945,0,3.46573590279973,3.8286413964891,1.79175946922805,0,0,4.57471097850338,0,0,0,1.09861228866811,5.34233425196481,0,2.19722457733622,0,4.0943445622221,12,4.88878
"127",5.29831736654804,2.484906649788,0,0,5.47227067367148,0,1.09861228866811,0,0,1.09861228866811,0,0,0,0,3.46573590279973,0,3.61091791264422,6,5.55245
"128",0,0,0,0,5.41610040220442,7.51534457118044,0,0,0,5.8348107370626,0,0,0.693147180559945,0,5.52942908751142,1,5.42053499927229,30,12.4279
"129",3.25809653802148,0,0,0,0,0,3.63758615972639,4.17438726989564,0,0,0,1.79175946922805,0,0,0,0,1.38629436111989,2,0
"130",3.29583686600433,0,0,0,0,1.38629436111989,0,0,0,0,0,0,3.55534806148941,0,2.19722457733622,0,1.94591014905531,4,3.95974
"131",3.36729582998647,0,0,0,4.00733318523247,0,0,3.98898404656427,0.693147180559945,0,0,0,0,0,3.89182029811063,0,3.29583686600433,3,3.24474
"132",0,1.38629436111989,0,0,0,0,2.07944154167984,3.8286413964891,0,0,0,4.95582705760126,2.39789527279837,2.30258509299405,0,0,3.25809653802148,12,8.10609
"133",3.04452243772342,0,4.80402104473326,0,4.35670882668959,0,0,0,2.89037175789616,1.09861228866811,0,4.90527477843843,0,0,5.67675380226828,1,4.77068462446567,23,19.9302
"134",0,2.30258509299405,0,0,0,0,2.83321334405622,2.77258872223978,0,0,0,2.30258509299405,0,0,1.79175946922805,0,1.38629436111989,1,0
"135",0,0,0,0,6.69456205852109,0,0,0,0,0.693147180559945,0,4.66343909411207,0,0,1.6094379124341,0,5.36597601502185,35,20.5079
"136",0,0,1.09861228866811,0,0,0.693147180559945,3.46573590279973,0.693147180559945,0,0,0,4.7361984483945,0,4.55387689160054,0,1,3.73766961828337,22,17.3813
"137",0,0.693147180559945,1.09861228866811,4.04305126783455,0,0,0,0,0,0,0,3.43398720448515,5.8406416573734,1.38629436111989,0,0,4.36944785246702,17,16.2476
"138",0,0,0,0.693147180559945,4.63472898822964,1.79175946922805,0,0,0,5.95583736946483,0,4.85203026391962,0,0,5.40267738187228,0,4.74493212836325,12,10.273
"139",0,2.07944154167984,0,0,1.6094379124341,0,0,0,4.21950770517611,0,3.80666248977032,0,0,0,0,0,2.89037175789616,3,4.57121
"140",1.6094379124341,0,0.693147180559945,0,3.36729582998647,6.12468339089421,0,2.39789527279837,3.8286413964891,6.61204103483309,0,5.11198778835654,0,0,0,3,5.37063802812766,28,11.9059
"141",1.09861228866811,0.693147180559945,0.693147180559945,0,0.693147180559945,3.09104245335832,0,0,0,0,0,5.22035582507832,0,0,3.8286413964891,0,3.95124371858143,9,9.13821
"142",0,0,2.70805020110221,0.693147180559945,4.85203026391962,0,1.38629436111989,0,0,0.693147180559945,0,5.45958551414416,0,0,0,0,4.06044301054642,17,13.2333
"143",3.17805383034795,0,0.693147180559945,0,4.15888308335967,0,0,0.693147180559945,0,3.46573590279973,3.55534806148941,4.53259949315326,5.59471137960184,0,2.07944154167984,0,3.3322045101752,11,9.08117
"144",4.47733681447821,0,0.693147180559945,0,0,0,4.07753744390572,0,0,0,0,0,0,0,4.53259949315326,0,3.55534806148941,10,8.59652
"145",0,0,0,0,5.78689738136671,0,2.30258509299405,0,0,0,0,0,0,3.87120101090789,0,0,4.47733681447821,12,6.41309
"146",4.68213122712422,0,0,5.34233425196481,0,0,0,0,5.53733426701854,0,0,0,3.25809653802148,0,0,1,4.35670882668959,20,19.4282
"147",0,1.6094379124341,1.09861228866811,1.09861228866811,3.46573590279973,0,0,0,2.30258509299405,6.20253551718792,1.94591014905531,6.36647044773144,0,0,5.56452040732269,0,5.4249500174814,34,22.151
"148",0,0,0,0,0,2.70805020110221,1.09861228866811,0,0,0,2.77258872223978,3.87120101090789,0,0,2.30258509299405,0,2.99573227355399,6,6.83865
"149",0,4.44265125649032,0,0,0,0,0,0,0,0,0,4.23410650459726,0,3.49650756146648,0,0,3.09104245335832,3,3.37801
"150",0,0,0,0,0,1.09861228866811,4.89783979995091,0,5.11198778835654,0,0,4.78749174278205,0,7.63626960337937,0,1,5.82008293035236,66,31.2165
"151",0,2.99573227355399,1.09861228866811,7.39079852173568,2.19722457733622,5.33271879326537,5.50938833662798,0,0,0,0,0,1.79175946922805,2.39789527279837,0,1,6.26149168432104,35,15.5602
"152",0,2.19722457733622,0,0.693147180559945,0,0,0,3.95124371858143,0,0,0,3.95124371858143,0,0,0.693147180559945,0,1.38629436111989,13,11.3459
"153",0,0,0,4.33073334028633,0,3.49650756146648,3.04452243772342,0,0,0,0,5.35185813347607,0,0,0,1,3.25809653802148,13,4.92306
"154",0,0,0,0,4.44265125649032,0,0,0,2.99573227355399,0.693147180559945,0,0.693147180559945,0,0,3.3322045101752,0,3.2188758248682,3,1.84703
"155",6.29526600143965,0,0.693147180559945,0,0,0,0,0,0,1.38629436111989,0,0,3.46573590279973,0.693147180559945,4.11087386417331,0,4.57471097850338,4,4.8068
"156",1.6094379124341,0,2.56494935746154,0,3.76120011569356,0,1.6094379124341,0,0,0,0,4.55387689160054,0,0,0,0,2.19722457733622,21,14.5878
"157",0,0.693147180559945,0,0,4.20469261939097,0,0.693147180559945,0,0,0,0,4.83628190695148,0,0,2.70805020110221,0,3.73766961828337,10,11.6813
"158",0,0,0,0,0,0,0,0,0,0,0,3.85014760171006,0,0,2.70805020110221,0,2.70805020110221,11,11.8554
"159",2.83321334405622,0,0,0,4.68213122712422,2.19722457733622,0,0,0,0,0,0,0,0,0,0,3.49650756146648,1,0
"160",0,0,0,7.79069603117474,0,0,0,0,0,1.09861228866811,0,1.79175946922805,0,0,0,0,4.87519732320115,7,6.31013
"161",0,0,2.70805020110221,0,3.09104245335832,0,0,1.38629436111989,0,0,0,3.68887945411394,0,0,3.58351893845611,0,2.484906649788,4,1.84703
"162",0,0,0,0,3.97029191355212,0,0,0,0,0,0,2.89037175789616,0,0,0.693147180559945,0,2.30258509299405,7,8.1666
"163",2.30258509299405,0,2.94443897916644,0,1.94591014905531,4.68213122712422,0,6.00881318544259,2.63905732961526,6.28599809450886,0,0,3.85014760171006,0,3.91202300542815,0,5.24702407216049,14,14.581
"164",4.71849887129509,0,0,0,4.54329478227,0,1.09861228866811,0,0,1.09861228866811,0,4.93447393313069,0,0,0,0,4.17438726989564,14,9.31304
"165",0,0,0,0,2.77258872223978,0,0,3.85014760171006,0,0,0,1.94591014905531,0,0,0,0,2.39789527279837,4,5.22331
"166",6.44413125670044,0,0,0,0,0,0,0,4.30406509320417,0,0,0,0,0,0,2,4.8283137373023,31,24.988
"167",0.693147180559945,0,0,0.693147180559945,0,4.15888308335967,0.693147180559945,0,1.09861228866811,0,0,4.26267987704132,0,1.09861228866811,6.08904487544685,0,5.03695260241363,4,0
"168",0,2.56494935746154,2.19722457733622,0,0,0,0,0,0,0,0,0,0,0,0,0,1.94591014905531,3,3.24474
"169",0,0,0,0,1.79175946922805,3.91202300542815,2.56494935746154,3.73766961828337,0,0,1.09861228866811,4.47733681447821,0,0,0,0,3.25809653802148,6,4.15475
"170",0,2.39789527279837,2.30258509299405,1.09861228866811,0,0,0,0,2.77258872223978,0,0,0,0,0,1.94591014905531,0,1.38629436111989,3,6.79021
