"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","bug","loc","bf","hcm"
"11",0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,4.21950770517611,0,2.30258509299405,0,0,0,0.693147180559945,0,0,0.693147180559945,0,0.693147180559945,0,0,0,0,0,4.83628190695148,0,0.693147180559945,0,1.09861228866811,0,0.693147180559945,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,1,0
"12",0,0,1.38629436111989,0,0,0,0,0,0,0,0,0,2.30258509299405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,3.25809653802148,2.30258509299405,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38629436111989,1,7.82241
"13",0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,4.87519732320115,2.39789527279837,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0,1.09861228866811,0,0,4.06044301054642,0,2.89037175789616,0,4.4188406077966,0,1.94591014905531,4.64439089914137,0,1.38629436111989,0,0,0,0,0,0,0,0,5.54517744447956,0,0,0,2.56494935746154,0,0,0,3.80666248977032,4,7.99162
"14",0,0,0,0,0,0,0,2.484906649788,0,5.73979291217923,0,0.693147180559945,0,5.8111409929767,0,0,0,0,1.6094379124341,3.71357206670431,2.07944154167984,0,0,0,0,4.51085950651685,0,0,0,0,0,0,0,2.99573227355399,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,5.01063529409626,3.58351893845611,3.36729582998647,0,3.61091791264422,0,2.56494935746154,0,0,1,4.82028156560504,14,10.2625
"15",0,0,0,0,0,0.693147180559945,0,0,0,2.07944154167984,0,0,0,3.46573590279973,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.39789527279837,0,0,0,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.94591014905531,1,0
"16",0,0,0,2.63905732961526,0,0.693147180559945,0,0,5.65599181081985,7.66387725870347,0,0,0,8.15822991695949,0,0,2.07944154167984,0,0,4.51085950651685,0.693147180559945,0,0,0,0,0,0,0,1.09861228866811,1.38629436111989,0,0,0,0,3.46573590279973,0,0,1.09861228866811,1.94591014905531,0,0,0,5.12989871492307,0,1.09861228866811,0,5.4380793089232,0.693147180559945,0,0,0,0,2.19722457733622,0,1.6094379124341,1,5.85220247977447,19,20.2197
"17",0,0,0,0,0,0,0,0,0,6.23832462503951,0.693147180559945,0,0,6.14846829591765,2.83321334405622,0,0,0,0,0.693147180559945,0,0,0,1.38629436111989,0.693147180559945,1.09861228866811,2.07944154167984,1.09861228866811,0,0,3.04452243772342,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0.693147180559945,1.94591014905531,0.693147180559945,0,0,0,0,0,0,0,0,4.38202663467388,10,13.4356
"18",0,0,0,0,0,2.83321334405622,0,0,5.09375020080676,4.66343909411207,0,0,0,0,0.693147180559945,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,1.79175946922805,0,0,0,0,0,0,1.6094379124341,3.36729582998647,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,2.30258509299405,0,0,0,3.76120011569356,0,5.07933
"19",0,0,4.30406509320417,0,0,0,0,0,4.75359019110636,5.73334127689775,0,0,2.39789527279837,5.09375020080676,0,1.09861228866811,0,0,0,5.66296048013595,0,0,0,0,0,0,4.02535169073515,0.693147180559945,0,0,4.58496747867057,0.693147180559945,0,0,0,0,0,5.03695260241363,1.09861228866811,0,0,0,0,0,0,0,0,1.38629436111989,3.66356164612965,0,0,0,4.06044301054642,0,0,1,4.85981240436167,6,13.0232
"20",0,5.67332326717149,0,0,0,0,0,0,0,0,0,0,0,3.76120011569356,4.44265125649032,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,2.07944154167984,0,0,0,5.19295685089021,0,1.38629436111989,0,0.693147180559945,0,0,0,0,0,0,0,2.89037175789616,0,0,2.07944154167984,0,0,4.12713438504509,6,4.13346
"21",0,1.38629436111989,0,0.693147180559945,0,0,0,0,0,0.693147180559945,0,0,0,0,3.36729582998647,0,0,0,0,0,0,4.68213122712422,0,0,0,0,0,0,0,0,0,3.29583686600433,0,0,0,0,0,0,5.31811999384422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.98898404656427,5,7.93371
"22",0,0,0,0,0,0,0,0,0,0.693147180559945,0,5.2257466737132,0,0,1.6094379124341,0,0,4.21950770517611,0,0,0,5.50533153593236,0,0,0,0,0,1.09861228866811,3.58351893845611,0,0,5.08140436498446,0,0,3.3322045101752,0,0,1.09861228866811,0,0,3.36729582998647,0,0.693147180559945,0,0,0,1.79175946922805,0,3.76120011569356,2.19722457733622,2.63905732961526,0,1.79175946922805,0,0,2,5.25227342804663,11,10.0587
"23",0,6.361302477573,0,0,0,0,0,0,0,0.693147180559945,0,0,0.693147180559945,0,0,0,0,0,0,0,0,3.43398720448515,0,0,0,1.09861228866811,0,0,0.693147180559945,0,0,1.79175946922805,0,0.693147180559945,1.09861228866811,0,0,0,4.36944785246702,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,4.59511985013459,6,6.84846
"24",0,6.38687931936265,0,0,0,0,3.40119738166216,0,0,0,0,0.693147180559945,0,0,0.693147180559945,0,0,0,0,0,0,5.01727983681492,0,0,0,0,0,0,2.63905732961526,0.693147180559945,0,0,0,0,0,0,0,0,5.67332326717149,0,0,0,0,0,0,0,0,0,1.38629436111989,0,0,0,0,0,0,0,5.14166355650266,8,6.84846
"25",0,5.66642668811243,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,1.94591014905531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38629436111989,1.09861228866811,0,0,4.84418708645859,0,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,2.07944154167984,0,0,3.98898404656427,7,7.95479
"26",0,4.51085950651685,0,0,0,0,5.64897423816121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,1.09861228866811,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,5.32787616878958,0,0,0,0,0,0,0,0,3.61091791264422,0,0,0,2.19722457733622,0,0,0,0,4.70048036579242,8,7.95479
"27",0,6.05208916892442,0,0,0,0,5.72358510195238,0,0,0,0,0,0,0,1.6094379124341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79175946922805,0.693147180559945,0.693147180559945,0,5.22035582507832,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,4.70953020131233,9,9.64599
"28",0,4.80402104473326,0,0,0,0,4.21950770517611,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,5.00394630594546,0,0,0,0.693147180559945,0,0,0,0,0,1.09861228866811,0,0,0,0,0,0.693147180559945,0,3.8286413964891,5,7.95479
"29",0.693147180559945,5.16478597392351,0,0,0,0,3.13549421592915,0,0,0,0,2.07944154167984,0,0.693147180559945,0,0,3.25809653802148,0,0,0,0,0,0,0.693147180559945,0,0.693147180559945,0,0,0,0,0,0,0,0,4.74493212836325,0,0,0,5.29831736654804,0.693147180559945,0,0,0,0,0,0,0,0,0,2.39789527279837,1.6094379124341,0,0,0,0,0,4.47733681447821,9,7.95479
"30",0,5.41164605185504,0,0,0,0,5.49306144334055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.29583686600433,4.59511985013459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.59511985013459,8,7.95479
"31",0,2.19722457733622,0,0,0,0,5.03695260241363,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,2.70805020110221,0,0,0,4.71849887129509,4.67282883446191,4.7361984483945,0,0,0,0,0,0,0,6.46614472423762,0,0,0,0,0,0,0,1.38629436111989,0,0,0,0,0,0,0,0,0,4.89034912822175,9,7.95479
"32",0,5.40717177146012,2.83321334405622,3.43398720448515,4.71849887129509,0,7.07496319796604,5.14749447681345,5.34710753071747,0,1.09861228866811,2.30258509299405,0,7.46106551435428,6.4425401664682,0,0,3.78418963391826,0,3.8286413964891,0,1.09861228866811,1.6094379124341,0,0,2.19722457733622,0,4.47733681447821,2.63905732961526,1.38629436111989,0,7.9002660367677,0,1.09861228866811,6.16541785423142,3.40119738166216,3.49650756146648,0,5.86078622346587,4.21950770517611,4.87519732320115,4.40671924726425,0,0,0,1.94591014905531,0,1.09861228866811,4.54329478227,0,0,0,0,4.04305126783455,1.6094379124341,0,6.69084227741856,66,24.6967
"33",0,3.04452243772342,0,0,0,0,3.66356164612965,0,6.2709884318583,0,0,0,2.30258509299405,0,4.60517018598809,0,4.44265125649032,3.93182563272433,0,0.693147180559945,0.693147180559945,5.59471137960184,0,0,0,0,0,6.62406522779989,4.81218435537242,9.39182824802156,0,6.61606518513282,0,4.26267987704132,8.5249629286806,2.56494935746154,0,0,0,0,7.35115822643069,1.09861228866811,4.12713438504509,0,0,0,0,0,0,0,0,0,0,0,0,1,7.57455848420248,196,37.2855
"34",0,5.71373280550937,0,0,0,0,0,0,0,1.09861228866811,0,0,0,1.09861228866811,8.5567984460086,0,4.44265125649032,0,0,0,0,0,0,1.09861228866811,0,1.09861228866811,0,0,7.41997992366183,0,0,1.09861228866811,0,0,0,0,0,0,4.59511985013459,2.77258872223978,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,3.97029191355212,11,7.97103
"35",3.13549421592915,6.82110747225646,0,0.693147180559945,0,0,6.52502965784346,1.79175946922805,0,0,2.56494935746154,1.38629436111989,3.61091791264422,7.23921497377981,7.45876269238096,0,0.693147180559945,2.484906649788,0,2.77258872223978,0,0,3.55534806148941,0,5.18738580584075,0,0,0,4.96284463025991,1.79175946922805,1.6094379124341,5.73657229747919,0,0,3.40119738166216,0,0,0,7.12367278520461,3.93182563272433,3.95124371858143,0,0,0,0,0,4.72738781871234,5.26785815906333,3.95124371858143,0,0,4.69134788222914,0,0,0,0,6.48920493132532,26,14.5995
"36",0,0,2.70805020110221,0,0,0,4.72738781871234,2.484906649788,0,0,0,0,4.18965474202643,7.39264752072162,4.44265125649032,3.46573590279973,0,0,0,0,0,0,0,0,0,5.18178355029209,0,0.693147180559945,0,0,6.43133108193348,5.32300997913841,0,0.693147180559945,6.41345895716736,1.79175946922805,5.08140436498446,5.64897423816121,0,3.76120011569356,5.08140436498446,4.88280192258637,0,3.2188758248682,0,0,0,0,5.0998664278242,0,4.00733318523247,0,0,1.09861228866811,0,1,6.05678401322862,38,28.8029
"37",1.94591014905531,0,0,3.04452243772342,0,0,0,0,0,0,0,0,6.24610676548156,0,5.06890420222023,0.693147180559945,0,0,0,1.38629436111989,0,0,0.693147180559945,0,0,0,0,0,0,6.32256523992728,0,4.51085950651685,0,0.693147180559945,0,0,0,3.55534806148941,2.94443897916644,0,4.89034912822175,0,0,1.09861228866811,0.693147180559945,0,0,1.6094379124341,0,1.94591014905531,0,0,4.34380542185368,0,0.693147180559945,0,5.5683445037611,7,8.11626
"38",0,0,0,0,0,0,1.38629436111989,0,0,0,0,0,0,5.16478597392351,2.19722457733622,0.693147180559945,0,0,1.79175946922805,0,0,0,0,0,0,0,0,0,0,0,3.52636052461616,3.40119738166216,0,0,4.0943445622221,0,0,0,2.484906649788,0,0,0,0,0,0,0,0,0,0,0.693147180559945,2.63905732961526,1.09861228866811,0,3.3322045101752,0,0,3.04452243772342,2,2.96868
"39",0,0,0,2.19722457733622,0,0,0,0,0,1.38629436111989,0,0,3.2188758248682,0,4.24849524204936,0,0,2.56494935746154,0,0,0,0.693147180559945,0,0,0,2.83321334405622,0.693147180559945,0,0,0,0,3.73766961828337,0.693147180559945,3.2188758248682,0,0,0,3.73766961828337,0,0,0,0,0.693147180559945,0,0,0,0,0,0.693147180559945,0,0,0,4.40671924726425,1.09861228866811,0,0,4.14313472639153,6,6.89725
"40",0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,1.38629436111989,8.60575336839572,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0,0,0,1.94591014905531,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0.693147180559945,0,0,0,0,1.79175946922805,0,0,0,0,0,0,2.77258872223978,5,7.97103
"41",0,0,0.693147180559945,0,0,0,0,0,0,0,0,6.61204103483309,0,0,0,0,0,2.99573227355399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.39362754635236,0,0,0,0,0,0,0.693147180559945,4.84418708645859,0,0,1.09861228866811,0,0,0,0,2.07944154167984,3.40119738166216,0,5.03043792139244,0,0,1.38629436111989,19,18.3087
"42",0,0,0,0,0,0,2.83321334405622,3.25809653802148,0,0,0,4.49980967033027,0,6.19440539110467,7.22766249872865,0,3.61091791264422,0,0,0,0,0.693147180559945,0,0,0,0,0.693147180559945,0,3.76120011569356,1.79175946922805,1.09861228866811,4.64439089914137,0,0,0,0,0,0,0,0,1.38629436111989,0,0,0,0,0,0,0,1.09861228866811,0,3.55534806148941,0,0,6.32793678372919,0,0,4.66343909411207,23,14.6512
"43",0,5.24702407216049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,5.06890420222023,0,0,0,0,0,1.6094379124341,0,0,0,0,0,0,0,0,0,0,0,3.87120101090789,5,7.95479
"44",0,4.15888308335967,0,0,0,0,0,0,0,1.38629436111989,0,0,0,2.94443897916644,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46573590279973,0,0,0,0,0,0,0,0,0,0,4.92725368515721,0,0,1.09861228866811,0,0,2.484906649788,0,0,0,0,0,0,0,0,0,0,0,3.46573590279973,3,7.95479
"45",0,5.93224518744801,0,0,0,0,0,0,0,0,0,0,0,3.63758615972639,2.89037175789616,0,0,0,0,0,0.693147180559945,0,0.693147180559945,0,0,0,0,2.83321334405622,0,0,0,4.92725368515721,0,0,0,0,0,0,4.33073334028633,2.19722457733622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.31748811353631,6,2.96868
"46",0,3.73766961828337,0,0,0,0,0,0,0,0,0,0,0,0,3.43398720448515,0,0,0,0,0,0,0,0,0,0,3.3322045101752,0,0,3.04452243772342,0,0,0,0,0,0,0.693147180559945,0,0,5.40717177146012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.97029191355212,5,7.95479
"47",0,0,0.693147180559945,0,0,0,3.68887945411394,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,5.74620319054015,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.73766961828337,0,4.0943445622221,6,7.95479
"48",0,5.16478597392351,0,0,0,0,5.2040066870768,0,0,0,0,0,0,0,0,0.693147180559945,0.693147180559945,0,0,0,0,1.38629436111989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,5.27811465923052,0,0,0,0,0,0.693147180559945,0,1.09861228866811,0,0,0,0,0,0,0,2.99573227355399,0,4.67282883446191,8,7.95479
"49",0,5.89989735358249,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,5.47227067367148,0,0,0,0.693147180559945,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,4.68213122712422,8,7.95479
"50",0.693147180559945,1.38629436111989,0,0,0,0,0.693147180559945,0,0,0,0,1.38629436111989,3.63758615972639,0,0,0,1.38629436111989,0,0,0,0,0,0,0,0,5.72031177660741,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,6.03548143252476,0,0,1.94591014905531,0,0.693147180559945,0,0,4.60517018598809,0,0,0,0,0,0,0.693147180559945,0,1,5.39816270151775,9,14.7589
"51",0,1.38629436111989,0,0,0,0,0,2.30258509299405,0,0,0.693147180559945,0,0,0,3.78418963391826,0,0,0,0,0,0,0,0,0,0,0,2.63905732961526,0,0,0,0,0,0,0,0,0,0,0,5.08759633523238,0,0,0,0,0,0,0,1.38629436111989,1.09861228866811,0,0,1.94591014905531,0,0,0,0,0,2.70805020110221,1,6.70304
"52",0,3.25809653802148,0,1.38629436111989,0,0,0,0,0,0,2.07944154167984,0,0,2.19722457733622,3.46573590279973,0,0,0,0,0,0,0,0,0,0,0,1.94591014905531,0,0,0,1.6094379124341,0,0,0,0,0,0,0,5.28320372873799,0,0,0,0,0,0,0,1.09861228866811,0,0,0,0,0,0,1.6094379124341,0,0,2.94443897916644,1,6.70304
"53",0.693147180559945,6.99576615630485,0,0,0,0,5.44241771052179,0.693147180559945,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5834963087817,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0.693147180559945,0,5.34233425196481,14,9.64335
"54",0,1.38629436111989,0,0,0,0,0.693147180559945,2.30258509299405,0,0,0,0,0,4.58496747867057,3.43398720448515,0,0,0,0,0,0,0,0,0,0,3.36729582998647,0,3.95124371858143,0,0,0,0,0,0,0,1.09861228866811,2.484906649788,0,3.46573590279973,0,0,0,0,0,2.19722457733622,0,0,0,0,0,0,0,0,0,0,0,3.2188758248682,0,4.07501
"55",0,6.33682573114644,0.693147180559945,0,0,0,0,5.12396397940326,0,0,0,3.09104245335832,0,7.01750614294126,5.01063529409626,0,0,0.693147180559945,0,0,0,2.83321334405622,2.70805020110221,0,0,3.3322045101752,0,5.79605775076537,1.79175946922805,0,0,0,0,0,5.02388052084628,0,0,5.21493575760899,4.40671924726425,0,0,3.71357206670431,0,0.693147180559945,0,5.77765232322266,0,1.09861228866811,0,4.56434819146784,3.97029191355212,0,3.73766961828337,0,0,0,5.84354441703136,38,21.3966
"56",0,0,0,0,0,0,0,1.94591014905531,0,0.693147180559945,0,0,2.19722457733622,1.79175946922805,3.40119738166216,0,2.94443897916644,3.25809653802148,0,0,0,0,0,0,0,0,0.693147180559945,3.29583686600433,0,0,7.56682847920833,5.99645208861902,0,0,6.5366915975913,2.63905732961526,3.78418963391826,4.18965474202643,0,0,0,0,0,1.79175946922805,0.693147180559945,2.39789527279837,0,0,4.43081679884331,4.35670882668959,5.27299955856375,0,0,4.53259949315326,1.79175946922805,0,5.64544689764324,54,29.1299
"57",0,4.65396035015752,0,0,0,0,6.10924758276437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,5.25749537202778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.95582705760126,8,7.95479
"58",0,6.17586727010576,0,0,0,0,3.13549421592915,0,1.38629436111989,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.66343909411207,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,2.39789527279837,0,0,4.34380542185368,7,6.84846
"59",0,4.54329478227,0,0,0,0,3.63758615972639,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.44241771052179,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,3.49650756146648,0,4.0943445622221,6,7.95479
"60",0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,7.18235211188526,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.77258872223978,7,7.76307
"61",0,0,0,0,0,0,3.61091791264422,0,0,0,0,2.19722457733622,0,0,5.84932477994686,0,4.0943445622221,0,0,0,0,5.81413053182507,0,0.693147180559945,0,0,0,0,3.13549421592915,2.94443897916644,0,6.3578422665081,0,0,8.06274790108635,0,0,0,0,0,0,0,0,0,4.66343909411207,0,4.39444915467244,0,0,0,0,1.09861228866811,1.09861228866811,7.78364059622125,0,1,7.00940893270864,110,31.5924
"62",0,0.693147180559945,0,0.693147180559945,0.693147180559945,0,1.09861228866811,0,0,0,0,0,2.83321334405622,4.36944785246702,4.86753445045558,0,0,0,0.693147180559945,0,0,0,0,0,0,3.58351893845611,0,7.43602781635185,0,0,0,2.07944154167984,0,2.70805020110221,0,0,0,0,0,1.38629436111989,0.693147180559945,0,0,0.693147180559945,0,4.56434819146784,0,0,0,2.56494935746154,1.09861228866811,0,0,0,0,0,5.97635090929793,24,12.8915
"63",0,0,0,0,0,0,0,0,0,0,1.09861228866811,3.40119738166216,0,1.09861228866811,0,0,2.484906649788,0.693147180559945,0,0,0,2.70805020110221,0,0.693147180559945,0,0,0,0.693147180559945,2.77258872223978,0,0,2.94443897916644,0,0,1.6094379124341,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,2.83321334405622,1.94591014905531,0.693147180559945,0,0,3.04452243772342,5,1.66466
"64",0,1.38629436111989,2.484906649788,0,2.63905732961526,0,0,0,4.77068462446567,0,0,0,4.40671924726425,0,0,0,1.6094379124341,2.99573227355399,0,0,0,3.80666248977032,0.693147180559945,0,0,1.38629436111989,0,7.41878088275079,3.93182563272433,4.53259949315326,0,0,0,3.87120101090789,4.17438726989564,0,0,0,3.55534806148941,3.29583686600433,5.94803498918065,0,0,0,0,0,3.61091791264422,0,0,0,0,0,3.8286413964891,0,0,1,6.45990445437753,36,16.6898
"65",0,5.54517744447956,0,0.693147180559945,0,0,5.46383180502561,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.78749174278205,1.38629436111989,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,4.67282883446191,10,7.95479
"66",0,4.77068462446567,0,0,0,0,2.56494935746154,0,0,0,0,0,0,0.693147180559945,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.44265125649032,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.40119738166216,5,7.95479
"67",0,5.74300318780948,0,0,0,0,5.73979291217923,0,3.55534806148941,0,0,0,0,0,2.07944154167984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,4.64439089914137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.95582705760126,5,6.84846
