file,V1,V2,V3,V4,V5,bug,loc,bf,hcm
org::eclipse::jdt::core::dom::ASTMatcher,1.945910149,4.691347882,8.890135108,0,1.945910149,0,3.970291914,11,7.97103
org::eclipse::jdt::core::dom::ASTNode,4.204692619,5.493061443,8.764209507,5.318119994,6.052089169,0,6.489204931,26,14.5995
org::eclipse::jdt::core::dom::ASTParser,5.746203191,5.774551546,7.279318835,6.228511004,7.595387279,1,6.056784013,38,28.8029
org::eclipse::jdt::core::dom::ASTRecoveryPropagator,5.429345629,3.36729583,5.811140993,6.943122423,1.098612289,0,5.568344504,7,8.11626
org::eclipse::jdt::core::dom::ASTRequestor,0,4.521788577,5.062595033,0,4.779123493,0,3.044522438,2,2.96868
org::eclipse::jdt::core::dom::ASTSyntaxErrorPropagator,5.043425117,2.397895273,4.624972813,4.110873864,0.693147181,0,4.143134726,6,6.89725
org::eclipse::jdt::core::dom::ASTVisitor,2.302585093,1.386294361,8.606851063,0,0.693147181,0,2.772588722,5,7.97103
org::eclipse::jdt::core::dom::BindingComparator,0.693147181,7.169350017,0,0,0,0,1.386294361,19,18.3087
org::eclipse::jdt::core::dom::BindingResolver,0,6.835184586,7.513709248,0,3.135494216,0,4.663439094,23,14.6512
org::eclipse::jdt::core::dom::Block,0,0,5.872117789,0,0,0,3.871201011,5,7.95479
org::eclipse::jdt::core::dom::BlockComment,1.791759469,1.791759469,5.545177444,0,0,0,3.465735903,3,7.95479
org::eclipse::jdt::core::dom::BodyDeclaration,0,0,6.50578406,0,0,0,4.317488114,6,2.96868
org::eclipse::jdt::core::dom::BooleanLiteral,0,0,5.834810737,0,0,0,3.970291914,5,7.95479
org::eclipse::jdt::core::dom::BreakStatement,0.693147181,0,5.981414211,0,0,0,4.094344562,6,7.95479
org::eclipse::jdt::core::dom::CastExpression,0,0,6.361302478,0,0,0,4.672828834,8,7.95479
org::eclipse::jdt::core::dom::CatchClause,0.693147181,0,6.405228458,0,0,0,4.682131227,8,7.95479
org::eclipse::jdt::core::dom::CharacterLiteral,0,1.098612289,6.513230111,5.293304825,1.791759469,1,5.398162702,9,14.7589
org::eclipse::jdt::core::dom::ChildListPropertyDescriptor,1.098612289,2.302585093,5.420534999,0,1.791759469,0,2.708050201,1,6.70304
org::eclipse::jdt::core::dom::ChildPropertyDescriptor,0,2.564949357,5.616771098,0,0,0,2.944438979,1,6.70304
org::eclipse::jdt::core::dom::ClassInstanceCreation,0,3.63758616,7.349230825,0,0,0,5.342334252,14,9.64335
org::eclipse::jdt::core::dom::Comment,0.693147181,0,5.293304825,3.33220451,3.828641396,0,3.218875825,0,4.07501
org::eclipse::jdt::core::dom::CompilationUnit,4.9698133,5.187385806,7.396335294,6.839476438,6.202535517,0,5.843544417,38,21.3966
org::eclipse::jdt::core::dom::CompilationUnitResolver,5.361292166,7.163946684,5.272999559,5.267858159,7.517520851,0,5.645446898,54,29.1299
org::eclipse::jdt::core::dom::ConditionalExpression,0,0,6.6147256,0,0,0,4.955827058,8,7.95479
org::eclipse::jdt::core::dom::ConstructorInvocation,0,3.36729583,6.390240667,0,0.693147181,0,4.343805422,7,6.84846
org::eclipse::jdt::core::dom::ContinueStatement,0,0,5.983936281,0,0,0,4.094344562,6,7.95479
org::eclipse::jdt::core::dom::DefaultASTVisitor,0,1.386294361,7.181591945,0,0,0,2.772588722,7,7.76307
org::eclipse::jdt::core::dom::DefaultBindingResolver,3.218875825,8.70450229,6.90475077,0,4.736198448,1,7.009408933,110,31.5924
org::eclipse::jdt::core::dom::DefaultCommentMapper,0,2.48490665,5.793013608,7.426549072,4.356708827,0,5.976350909,24,12.8915
org::eclipse::jdt::core::dom::DefaultValuePairBinding,0,4.262679877,3.091042453,0,3.526360525,0,3.044522438,5,1.66466
org::eclipse::jdt::core::dom::DocCommentParser,0,5.755742214,5.393627546,7.693481641,2.48490665,1,6.459904454,36,16.6898
org::eclipse::jdt::core::dom::DoStatement,0,0,6.423246964,0,0,0,4.672828834,10,7.95479
org::eclipse::jdt::core::dom::EmptyStatement,0,0,5.379897354,0,0,0,3.401197382,5,7.95479
org::eclipse::jdt::core::dom::EnhancedForStatement,0,2.302585093,6.626717749,1.386294361,0,0,4.955827058,5,6.84846
org::eclipse::jdt::core::dom::EnumConstantDeclaration,0,3.295836866,6.902742737,0,0,0,4.955827058,9,8.43242
org::eclipse::jdt::core::dom::EnumDeclaration,0,4.077537444,6.672032945,0,0,0,4.779123493,8,6.84846
org::eclipse::jdt::core::dom::Expression,0,3.401197382,5.710427017,1.386294361,0,0,2.772588722,2,2.96868
org::eclipse::jdt::core::dom::ExpressionStatement,0,0,6.077642243,0,0,0,4.290459441,8,7.95479
org::eclipse::jdt::core::dom::FieldAccess,0,4.779123493,6.484635236,1.386294361,0,0,4.700480366,10,7.95479
org::eclipse::jdt::core::dom::FieldDeclaration,0,0.693147181,6.859614904,0,0,0,4.919980926,13,8.43242
org::eclipse::jdt::core::dom::ForStatement,0.693147181,0.693147181,6.781057626,0,0,0,4.770684624,11,7.95479
org::eclipse::jdt::core::dom::IfStatement,0,0,6.722629795,0,0,0,4.859812404,10,7.95479
org::eclipse::jdt::core::dom::ImportDeclaration,0,0,6.7310181,1.098612289,0,0,4.804021045,10,8.43242
org::eclipse::jdt::core::dom::InfixExpression,1.609437912,0,7.225481473,0,3.433987204,0,5.068904202,11,7.95479
org::eclipse::jdt::core::dom::Initializer,0,0,6.552507887,0,0,0,4.836281907,11,6.84846
org::eclipse::jdt::core::dom::InstanceofExpression,0,2.63905733,6.424869024,0,0,0,4.672828834,8,7.95479
org::eclipse::jdt::core::dom::InternalASTRewrite,2.708050201,0.693147181,6.555356892,0,4.997212274,0,5.099866428,3,7.06348
org::eclipse::jdt::core::dom::Javadoc,2.944438979,0,6.445719819,5.062595033,2.772588722,0,4.691347882,8,6.84846
org::eclipse::jdt::core::dom::LabeledStatement,0,0,6.459904454,0,0,0,4.682131227,9,7.95479
org::eclipse::jdt::core::dom::LineComment,2.833213344,0,5.411646052,2.079441542,1.098612289,0,3.465735903,3,7.95479
org::eclipse::jdt::core::dom::MarkerAnnotation,0.693147181,0,5.866468057,0,0,0,4.007333185,4,5.59671
org::eclipse::jdt::core::dom::MemberRef,0,4.189654742,6.381816017,0,0,0,4.564348191,3,6.70304
org::eclipse::jdt::core::dom::MemberValuePair,0,0,6.481577129,0,0.693147181,0,4.700480366,6,8.03932
org::eclipse::jdt::core::dom::MemberValuePairBinding,2.397895273,5.525452939,5.247024072,1.609437912,4.543294782,0,5.030437921,6,3.42644
org::eclipse::jdt::core::dom::Message,4.262679877,3.17805383,3.784189634,4.804021045,1.609437912,0,3.33220451,2,5.26021
org::eclipse::jdt::core::dom::MethodBinding,1.386294361,6.993932975,1.609437912,0,3.688879454,0,5.673323267,59,34.7321
org::eclipse::jdt::core::dom::MethodDeclaration,0,5.568344504,7.733683571,0,0,0,5.768320996,15,7.18067
org::eclipse::jdt::core::dom::MethodInvocation,1.098612289,0,6.944087208,1.386294361,0,0,4.927253685,11,8.63149
org::eclipse::jdt::core::dom::MethodRef,0,4.543294782,6.551080335,0,0,0,4.700480366,3,6.70304
org::eclipse::jdt::core::dom::MethodRefParameter,0,4.890349128,6.658011046,0,0,0,4.804021045,5,5.59671
org::eclipse::jdt::core::dom::Modifier,0,4.96284463,7.129297549,0,1.945910149,0,4.574710979,6,7.27499
org::eclipse::jdt::core::dom::Name,0,4.219507705,4.976733742,2.564949357,1.791759469,0,3.135494216,2,6.70304
org::eclipse::jdt::core::dom::NodeEventHandler,0,0,6.240275845,0,4.110873864,0,3.784189634,2,6.44569
org::eclipse::jdt::core::dom::NodeSearcher,2.197224577,4.927253685,3.80666249,3.135494216,0,0,2.48490665,1,4.07501
org::eclipse::jdt::core::dom::NormalAnnotation,0,1.386294361,6.21860012,0,0,0,4.219507705,4,5.59671
org::eclipse::jdt::core::dom::NullLiteral,0,0,5.375278408,0,0,0,3.465735903,5,7.95479
org::eclipse::jdt::core::dom::NumberLiteral,0,0,5.837730447,5.252273428,2.397895273,0,4.584967479,7,10.8068
org::eclipse::jdt::core::dom::PackageBinding,0,6.131226489,2.302585093,0,5.192956851,0,5.049856007,18,19.5611
org::eclipse::jdt::core::dom::PackageDeclaration,0,0,6.73459166,0,2.833213344,0,4.875197323,11,9.21914
org::eclipse::jdt::core::dom::ParameterizedType,0,4.744932128,6.180016654,0,0,0,4.48863637,6,6.78585
org::eclipse::jdt::core::dom::ParenthesizedExpression,0,0,6.033086222,0,0,0,4.276666119,8,7.95479
org::eclipse::jdt::core::dom::PostfixExpression,0,0.693147181,6.555356892,0,0,0,4.574710979,8,7.95479
org::eclipse::jdt::core::dom::PrefixExpression,0,0,6.64509097,1.098612289,0.693147181,0,4.584967479,8,7.95479
org::eclipse::jdt::core::dom::PrimitiveType,0,0,6.504288174,0,1.609437912,0,4.094344562,7,7.95479
org::eclipse::jdt::core::dom::QualifiedName,0,2.63905733,6.459904454,1.098612289,0,0,4.709530201,14,6.36941
org::eclipse::jdt::core::dom::QualifiedType,0,4.317488114,6.419994928,0,0,0,4.682131227,6,6.78585
org::eclipse::jdt::core::dom::RecoveredTypeBinding,4.955827058,7.126087273,5.384495063,2.397895273,4.219507705,0,5.998936562,10,7.87568
org::eclipse::jdt::core::dom::RecoveredVariableBinding,0,5.141663557,2.397895273,2.708050201,2.197224577,0,4.477336814,4,2.38353
org::eclipse::jdt::core::dom::ReturnStatement,0,0,5.97126184,0.693147181,0,0,4.110873864,6,7.95479
org::eclipse::jdt::core::dom::rewrite::ASTRewrite,4.605170186,1.098612289,7.598399329,4.736198448,6.180016654,1,5.641907071,13,22.3224
org::eclipse::jdt::core::dom::rewrite::ImportRewrite,5.641907071,7.390181428,6.770789424,1.791759469,7.154615357,0,5.877735782,7,8.98775
org::eclipse::jdt::core::dom::rewrite::ListRewrite,4.317488114,0,7.237778192,3.295836866,4.605170186,0,4.859812404,3,8.43424
org::eclipse::jdt::core::dom::rewrite::TargetSourceRangeComputer,0.693147181,0,5.049856007,4.709530201,4.59511985,0,2.48490665,2,5.76357
org::eclipse::jdt::core::dom::SimpleName,1.386294361,0,6.395261598,4.997212274,3.17805383,0,4.828313737,13,10.6043
org::eclipse::jdt::core::dom::SimplePropertyDescriptor,0.693147181,0,5.342334252,0,0,0,2.708050201,1,6.70304
org::eclipse::jdt::core::dom::SimpleType,0,0,6.091309882,0,1.386294361,0,4.290459441,9,7.95479
org::eclipse::jdt::core::dom::SingleMemberAnnotation,0,1.098612289,6.280395839,0,0,0,4.477336814,5,5.59671
org::eclipse::jdt::core::dom::SingleVariableDeclaration,0,4.025351691,7.368339686,0,0,0,5.552959585,13,6.84846
org::eclipse::jdt::core::dom::Statement,4.094344562,0,5.351858133,5.442417711,2.48490665,0,3.891820298,7,4.07501
org::eclipse::jdt::core::dom::StringLiteral,0.693147181,0,6.520621128,4.927253685,3.401197382,1,5.117993812,10,11.4275
org::eclipse::jdt::core::dom::StructuralPropertyDescriptor,0,0,5.774551546,0,0,0,3.80666249,1,6.70304
org::eclipse::jdt::core::dom::SuperConstructorInvocation,0,0,6.706862337,0.693147181,0,0,4.624972813,8,6.84846
org::eclipse::jdt::core::dom::SuperFieldAccess,0,4.110873864,6.396929655,0,0,0,4.574710979,10,7.95479
org::eclipse::jdt::core::dom::SuperMethodInvocation,0,3.737669618,6.909753282,0,0,0,4.919980926,11,8.63149
org::eclipse::jdt::core::dom::SwitchCase,0,0,6.148468296,0,0,0,4.33073334,9,7.95479
org::eclipse::jdt::core::dom::SwitchStatement,0,0,6.329720906,0,0,0,4.465908119,9,9.21692
org::eclipse::jdt::core::dom::SynchronizedStatement,0,0,6.345636361,0,0,0,4.672828834,8,7.95479
org::eclipse::jdt::core::dom::TagElement,3.465735903,4.691347882,6.687108608,5.111987788,1.791759469,0,4.262679877,9,7.95479
org::eclipse::jdt::core::dom::TextElement,0,0,5.940171253,3.761200116,0,0,4.158883083,5,10.4485
org::eclipse::jdt::core::dom::ThisExpression,0,0,6.011267174,0,0,0,4.094344562,8,7.95479
org::eclipse::jdt::core::dom::ThrowStatement,0,0,6.008813185,0,0,0,4.290459441,8,7.95479
org::eclipse::jdt::core::dom::TryStatement,0,0,6.481577129,0,0,0,4.691347882,8,7.95479
org::eclipse::jdt::core::dom::Type,0,4.736198448,5.568344504,0,0,0,3.218875825,2,2.96868
org::eclipse::jdt::core::dom::TypeBinding,2.48490665,8.088868789,2.772588722,0,5.743003188,1,6.859614904,89,33.5493
org::eclipse::jdt::core::dom::TypeDeclaration,0,6.063785209,7.490529402,0,0,0,5.717027701,18,10.2923
org::eclipse::jdt::core::dom::TypeDeclarationStatement,0,4.691347882,6.668228248,0,0,0,4.820281566,12,9.21914
org::eclipse::jdt::core::dom::TypeLiteral,0,0,6.042632834,0,0,0,4.290459441,8,7.95479
org::eclipse::jdt::core::dom::TypeParameter,0,4.859812404,6.253828812,0,0,0,4.521788577,5,8.43242
org::eclipse::jdt::core::dom::VariableBinding,0.693147181,6.579251212,3.713572067,3.17805383,2.833213344,0,5.451038454,32,20.5304
org::eclipse::jdt::core::dom::VariableDeclaration,0,2.708050201,5.97126184,0,0,0,2.772588722,3,4.07501
org::eclipse::jdt::core::dom::VariableDeclarationExpression,0,0,7.046647278,0,0,0,5.056245805,11,6.84846
org::eclipse::jdt::core::dom::VariableDeclarationFragment,0,3.713572067,6.66949809,0,0,0,4.852030264,10,7.95479
org::eclipse::jdt::core::dom::VariableDeclarationStatement,0,1.098612289,7.053585727,0,0,0,5.049856007,11,6.84846
org::eclipse::jdt::core::dom::WhileStatement,0,0,6.418364936,0,0,0,4.672828834,9,7.95479
org::eclipse::jdt::core::dom::WildcardType,0,5.298317367,6.226536669,0,0,0,4.394449155,4,6.84846
org::eclipse::jdt::core::ElementChangedEvent,1.945910149,0,4.430816799,0,5.587248658,0,2.397895273,0,7.70736
org::eclipse::jdt::core::Flags,3.044522438,5.241747015,6.501289671,0,5.081404365,0,4.564348191,2,7.83265
org::eclipse::jdt::core::formatter::CodeFormatter,4.844187086,0,5.509388337,5.393627546,5.424950017,0,1.386294361,13,10.425
org::eclipse::jdt::core::formatter::CodeFormatterApplication,5.908082938,2.890371758,0,3.988984047,6.476972363,0,5.303304908,6,12.4195
org::eclipse::jdt::core::formatter::DefaultCodeFormatterConstants,9.591854259,0,0,0.693147181,0,2,5.18178355,62,26.6608
org::eclipse::jdt::core::formatter::IndentManipulation,6.638567789,0,5.081404365,5.463831805,5.659482216,0,5.463831805,3,6.49924
org::eclipse::jdt::core::JavaConventions,5.958424693,4.077537444,4.465908119,5.192956851,7.912056888,1,5.393627546,24,18.7552
org::eclipse::jdt::core::JavaCore,8.835501457,4.744932128,5.351858133,3.433987204,9.680156484,4,6.965080346,172,45.5046
org::eclipse::jdt::core::JavaModelException,4.204692619,0,2.302585093,2.197224577,6.063785209,0,3.970291914,3,6.00951
org::eclipse::jdt::core::jdom::DOMException,3.258096538,1.098612289,2.995732274,3.135494216,0,0,1.386294361,1,4.07501
org::eclipse::jdt::core::jdom::DOMFactory,3.433987204,3.044522438,4.852030264,4.990432587,4.025351691,0,3.970291914,3,8.22982
org::eclipse::jdt::core::JDTCompilerAdapter,6.698268054,2.63905733,1.098612289,4.672828834,7.099201744,0,3.091042453,30,15.5832
org::eclipse::jdt::core::NamingConventions,4.96284463,6.673297968,0,0.693147181,8.027476531,2,4.96284463,9,9.2993
org::eclipse::jdt::core::search::FieldDeclarationMatch,0,2.833213344,0,2.397895273,4.094344562,0,1.386294361,0,4.07501
org::eclipse::jdt::core::search::FieldReferenceMatch,0,4.454347296,0,2.564949357,4.718498871,1,2.48490665,3,6.22874
org::eclipse::jdt::core::search::LocalVariableDeclarationMatch,0,3.401197382,0,2.079441542,4.025351691,0,1.386294361,0,4.07501
org::eclipse::jdt::core::search::LocalVariableReferenceMatch,1.098612289,4.317488114,0,3.258096538,4.779123493,0,2.564949357,2,4.07501
org::eclipse::jdt::core::search::MethodDeclarationMatch,0,3.258096538,0,2.48490665,3.912023005,0,1.386294361,0,4.07501
org::eclipse::jdt::core::search::MethodReferenceMatch,0,5.192956851,4.290459441,3.688879454,5.043425117,1,2.63905733,9,9.97058
org::eclipse::jdt::core::search::PackageDeclarationMatch,0,2.397895273,2.708050201,1.609437912,3.988984047,0,1.386294361,0,4.07501
org::eclipse::jdt::core::search::PackageReferenceMatch,0,3.555348061,0,2.772588722,4.219507705,1,1.386294361,2,6.65039
org::eclipse::jdt::core::search::ReferenceMatch,1.386294361,4.820281566,1.386294361,3.091042453,5.549076085,1,2.397895273,1,0
org::eclipse::jdt::core::search::SearchDocument,0,1.098612289,0,3.258096538,5.700443573,1,2.833213344,2,4.07501
org::eclipse::jdt::core::search::SearchEngine,0,7.197435354,3.784189634,0,8.392536587,0,4.007333185,41,23.9899
org::eclipse::jdt::core::search::SearchMatch,0,5.438079309,4.709530201,3.63758616,6.224558429,0,4.718498871,13,8.50274
org::eclipse::jdt::core::search::SearchParticipant,0.693147181,3.433987204,1.098612289,0,6.680854679,0,3.433987204,11,13.6626
org::eclipse::jdt::core::search::SearchPattern,0,8.33014046,4.844187086,6.577861358,8.22684089,1,7.027314514,37,28.279
org::eclipse::jdt::core::search::SearchRequestor,1.386294361,1.386294361,4.043051268,0,4.94875989,0,2.564949357,1,4.07501
org::eclipse::jdt::core::search::TypeDeclarationMatch,0,3.17805383,0,1.945910149,4.043051268,0,1.386294361,0,4.07501
org::eclipse::jdt::core::search::TypeNameMatch,0,5.030437921,0,0.693147181,5.402677382,0,3.17805383,10,5.79221
org::eclipse::jdt::core::search::TypeNameMatchRequestor,0,4.219507705,2.63905733,0,4.290459441,0,0,3,1.78303
org::eclipse::jdt::core::search::TypeNameRequestor,0,4.060443011,3.526360525,0,4.762173935,0,1.386294361,3,5.99114
org::eclipse::jdt::core::search::TypeParameterDeclarationMatch,0,3.496507561,0,1.386294361,4.025351691,0,1.386294361,1,3.29051
org::eclipse::jdt::core::search::TypeParameterReferenceMatch,0,3.891820298,1.791759469,3.044522438,3.988984047,0,1.609437912,1,3.29051
org::eclipse::jdt::core::search::TypeReferenceMatch,0,4.553876892,0,3.218875825,5.093750201,2,2.833213344,6,8.6615
org::eclipse::jdt::core::Signature,4.304065093,8.483843212,7.342131731,6.927557906,6.899723107,1,6.735780014,37,26.5988
org::eclipse::jdt::core::ToolFactory,6.269096284,0,4.043051268,6.173786104,6.987490247,0,4.158883083,15,17.0375
org::eclipse::jdt::core::util::ByteCodeVisitorAdapter,0,0,7.542743545,0,0,1,6.418364936,0,4.07501
org::eclipse::jdt::core::util::ClassFileBytesDisassembler,3.951243719,0,1.609437912,4.304065093,4.094344562,0,0,2,3.83244
org::eclipse::jdt::core::util::ClassFormatException,3.737669618,0,0.693147181,2.944438979,2.63905733,0,1.386294361,0,4.07501
org::eclipse::jdt::core::util::CompilationUnitSorter,5.459585514,4.248495242,6.752270376,4.127134385,6.455198563,0,2.995732274,5,14.6865
org::eclipse::jdt::core::util::OpcodeStringValues,2.944438979,1.791759469,7.110696123,0,3.258096538,1,0,2,7.48389
org::eclipse::jdt::core::WorkingCopyOwner,2.995732274,1.098612289,3.988984047,0,6.64509097,0,2.890371758,3,15.6356
org::eclipse::jdt::internal::antadapter::AntAdapterMessages,3.931825633,0,0,0,4.060443011,0,2.564949357,1,4.07501
org::eclipse::jdt::internal::codeassist::complete::CompletionJavadoc,4.454347296,6.703188113,4.33073334,0,0,0,5.407171771,1,5.0061
org::eclipse::jdt::internal::codeassist::complete::CompletionJavadocParser,3.583518938,7.018401799,3.850147602,7.814803429,0,0,6.64509097,26,15.3647
org::eclipse::jdt::internal::codeassist::complete::CompletionNodeDetector,2.772588722,6.553933404,6.144185634,0,0,0,3.401197382,3,9.58612
org::eclipse::jdt::internal::codeassist::complete::CompletionNodeFound,2.197224577,4.59511985,3.091042453,0,0,0,1.386294361,1,6.94335
org::eclipse::jdt::internal::codeassist::complete::CompletionOnAnnotationMemberValuePair,2.564949357,4.762173935,3.401197382,0,0,0,3.496507561,0,0
org::eclipse::jdt::internal::codeassist::complete::CompletionOnAnnotationOfType,2.890371758,4.110873864,1.386294361,0.693147181,0,0,2.397895273,3,3.00217
org::eclipse::jdt::internal::codeassist::complete::CompletionOnArgumentName,3.988984047,4.369447852,0,0,0,0,3.33220451,2,4.07501
org::eclipse::jdt::internal::codeassist::complete::CompletionOnBrankStatementLabel,4.382026635,2.302585093,2.079441542,2.890371758,0,0,3.17805383,1,2.36846
org::eclipse::jdt::internal::codeassist::complete::CompletionOnClassLiteralAccess,0,4.17438727,2.197224577,3.433987204,0,0,2.890371758,0,4.07501
org::eclipse::jdt::internal::codeassist::complete::CompletionOnExplicitConstructorCall,3.555348061,4.744932128,0.693147181,2.708050201,0,0,3.737669618,0,4.07501
org::eclipse::jdt::internal::codeassist::complete::CompletionOnFieldName,3.970291914,3.912023005,0,0,0,0,3.044522438,2,7.8386
org::eclipse::jdt::internal::codeassist::complete::CompletionOnFieldType,0,4.48863637,0,3.33220451,0,0,2.708050201,1,4.07501
org::eclipse::jdt::internal::codeassist::complete::CompletionOnImportReference,3.091042453,0,0,4.025351691,0,0,2.564949357,0,4.07501
org::eclipse::jdt::internal::codeassist::complete::CompletionOnJavadocAllocationExpression,2.890371758,4.574710979,0,4.770684624,0,0,4.043051268,4,4.01609
org::eclipse::jdt::internal::codeassist::complete::CompletionOnJavadocFieldReference,2.833213344,5.572154032,0,4.787491743,0.693147181,0,4.343805422,4,3.58431
org::eclipse::jdt::internal::codeassist::complete::CompletionOnJavadocMessageSend,3.970291914,4.762173935,0,4.110873864,0,0,4.043051268,3,1.5732
org::eclipse::jdt::internal::codeassist::complete::CompletionOnJavadocParamNameReference,3.135494216,5.003946306,0,0,0,0,2.890371758,7,3.58431
org::eclipse::jdt::internal::codeassist::complete::CompletionOnJavadocQualifiedTypeReference,2.708050201,5.017279837,0,4.276666119,1.386294361,0,4.043051268,3,1.5732
org::eclipse::jdt::internal::codeassist::complete::CompletionOnJavadocSingleTypeReference,3.737669618,4.890349128,0,4.060443011,0,0,4.025351691,3,1.5732
org::eclipse::jdt::internal::codeassist::complete::CompletionOnJavadocTag,5.198497031,4.919980926,1.386294361,4.369447852,2.63905733,1,4.753590191,3,4.63008
org::eclipse::jdt::internal::codeassist::complete::CompletionOnJavadocTypeParamReference,3.17805383,4.852030264,2.772588722,1.098612289,0,0,2.890371758,3,3.58431
org::eclipse::jdt::internal::codeassist::complete::CompletionOnKeyword1,2.890371758,4.17438727,0,2.833213344,0,0,3.17805383,2,6.93237
org::eclipse::jdt::internal::codeassist::complete::CompletionOnKeyword2,3.295836866,2.564949357,0.693147181,3.401197382,0,0,2.944438979,2,8.05174
org::eclipse::jdt::internal::codeassist::complete::CompletionOnKeyword3,0,4.025351691,0,3.583518938,0,0,3.091042453,2,6.93237
org::eclipse::jdt::internal::codeassist::complete::CompletionOnLocalName,3.988984047,3.988984047,1.791759469,0,0,0,3.258096538,2,6.20089
org::eclipse::jdt::internal::codeassist::complete::CompletionOnMarkerAnnotationName,0,4.691347882,0,0,0,0,2.772588722,1,6.94335
org::eclipse::jdt::internal::codeassist::complete::CompletionOnMemberAccess,0,5.231108617,0.693147181,2.890371758,0,0,3.663561646,3,9.27985
org::eclipse::jdt::internal::codeassist::complete::CompletionOnMemberValueName,0.693147181,3.36729583,1.609437912,3.761200116,0,0,2.302585093,0,0
org::eclipse::jdt::internal::codeassist::complete::CompletionOnMessageSend,2.944438979,5.043425117,0,2.397895273,0,0,3.737669618,2,10.696
