"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","bug","loc","bf","hcm"
"27",6.81563999007433,0,0.693147180559945,0,0,2.56494935746154,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0,0,0,4.70953020131233,9,9.64599
"28",5.8171111599632,0,0,0,0.693147180559945,0,0,0,0,0.693147180559945,1.6094379124341,0,0,0.693147180559945,0,0.693147180559945,0,0,0,0,0,3.8286413964891,5,7.95479
"29",6.05443934626937,0,0,0,0,0,2.77258872223978,0,0,0,0,0,4.79579054559674,0,0,0,0,0,0,0,0,4.47733681447821,9,7.95479
"30",6.27852142416584,0,0,0,0.693147180559945,0,0,0,0,0,4.04305126783455,0,0,0,0,0,0,0,0,0,0,4.59511985013459,8,7.95479
"31",6.47697236288968,0,0,0,0,0,0,0,0.693147180559945,0,6.06842558824411,0,0,0,0,0,0,0,4.26267987704132,0,0,4.89034912822175,9,7.95479
"32",8.21608809863232,2.83321334405622,0,0,1.79175946922805,7.70796153183549,0,0,4.8283137373023,0,5.13579843705026,5.96614673912369,5.34233425196481,5.40717177146012,6.80903930604298,6.03068526026126,2.19722457733622,3.46573590279973,2.30258509299405,4.79579054559674,0,6.69084227741856,66,24.6967
"33",0,2.39789527279837,0,1.6094379124341,0.693147180559945,3.04452243772342,4.45434729625351,0,4.52178857704904,4.969813299576,9.75295531823158,2.94443897916644,4.79579054559674,0,8.21824792668574,0,0,0,3.80666248977032,0,1,7.57455848420248,196,37.2855
"34",5.4249500174814,0,0,3.17805383034795,0,8.85409390765552,0,0,0,0,4.48863636973214,0,0,0,2.94443897916644,0,0,0,2.89037175789616,1.79175946922805,0,3.97029191355212,11,7.97103
"35",7.96762673933382,0,2.94443897916644,2.56494935746154,0,8.02617019494643,4.36944785246702,0,4.94875989037817,2.30258509299405,2.30258509299405,0,0,4.58496747867057,5.32300997913841,6.20657592672493,0,0,5.7037824746562,3.43398720448515,0,6.48920493132532,26,14.5995
"36",5.57972982598622,0,0,0,5.19295685089021,6.32793678372919,0,2.484906649788,0,0,2.77258872223978,6.60123011872888,4.98360662170834,5.61312810638807,7.01031186730723,6.80572255341699,1.6094379124341,5.78382518232974,0,4.07753744390572,1,6.05678401322862,38,28.8029
"37",0,2.30258509299405,1.09861228866811,0,5.54517744447956,5.21493575760899,0,0,4.78749174278205,0.693147180559945,6.80239476332431,4.84418708645859,0,0,0,0,0,0,3.46573590279973,0,0,5.5683445037611,7,8.11626
"38",1.09861228866811,0,0,0,0,5.14749447681345,0,2.484906649788,0,0.693147180559945,0,3.63758615972639,4.58496747867057,0,3.55534806148941,0,0,2.484906649788,0,1.09861228866811,0,3.04452243772342,2,2.96868
"39",2.77258872223978,2.484906649788,0,0,2.07944154167984,4.66343909411207,4.18965474202643,1.38629436111989,3.36729582998647,0.693147180559945,3.09104245335832,4.20469261939097,0,0,0,0.693147180559945,0,0,0,1.38629436111989,0,4.14313472639153,6,6.89725
"40",0,0,1.09861228866811,0,0,8.60886037994206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.77258872223978,5,7.97103
"41",0,0.693147180559945,0,1.94591014905531,0,0.693147180559945,4.76217393479776,0,0,6.12029741895095,0,1.38629436111989,6.49526555593701,0,4.06044301054642,0,0,0,0,0,0,1.38629436111989,19,18.3087
"42",4.65396035015752,0,0,0,0,7.44249272279444,0.693147180559945,0,0,5.99146454710798,0,0,5.93224518744801,0,5.20948615284142,0,0,0,2.77258872223978,0,0,4.66343909411207,23,14.6512
"43",5.86078622346587,0,0,0,0,0,0,0,0,0,1.38629436111989,0,0,0,0.693147180559945,0,0,0,0,0,0,3.87120101090789,5,7.95479
"44",5.40717177146012,0,0,0,0,0.693147180559945,0,0,2.19722457733622,0,0,0,0,0,0,0,3.52636052461616,0,0,0.693147180559945,0,3.46573590279973,3,7.95479
"45",6.27664348934164,0,0,0,0,4.27666611901606,0,0,0,0,0,0,0,0,3.91202300542815,1.09861228866811,2.77258872223978,0,0,0,0,4.31748811353631,6,2.96868
"46",5.56068163101553,0,0,0,0,3.89182029811063,0,0.693147180559945,0,0,1.09861228866811,0,0,0,0,0,0,0,3.46573590279973,0,0,3.97029191355212,5,7.95479
"47",5.94803498918065,0,0,0,0,0.693147180559945,0,2.63905732961526,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0943445622221,6,7.95479
"48",6.30078579466324,0,0,1.09861228866811,0,0,0,0,0,0,2.56494935746154,0,3.04452243772342,0,0,0,0,0,0,0,0,4.67282883446191,8,7.95479
"49",6.35610766069589,0,0,0.693147180559945,0,0,0.693147180559945,0,0,0,1.38629436111989,0,0,0,3.2188758248682,0,0,0.693147180559945,0,0,0,4.68213122712422,8,7.95479
"50",6.08904487544685,0.693147180559945,0,0,0,0,0,0,5.4553211153577,0,0,0,0,0,0,0,3.58351893845611,0.693147180559945,5.01727983681492,2.94443897916644,1,5.39816270151775,9,14.7589
"51",5.11799381241676,0,0.693147180559945,2.07944154167984,0,3.46573590279973,0,0,0,0.693147180559945,0,0,0,0,3.29583686600433,0,0,0.693147180559945,2.19722457733622,0,0,2.70805020110221,1,6.70304
"52",5.33271879326537,1.38629436111989,0,0,0,4.23410650459726,0,0,0,1.09861228866811,0,0,1.94591014905531,0,0,0,0,0,0,0.693147180559945,0,2.94443897916644,1,6.70304
"53",7.35755620091035,0,0,0,0,0,2.30258509299405,0,0,0,0,0,0.693147180559945,0,2.70805020110221,0,0,0,0,0,0,5.34233425196481,14,9.64335
"54",4.12713438504509,0,0,0,0,4.84418708645859,0,0,0,0,0.693147180559945,0,0,3.29583686600433,0.693147180559945,1.09861228866811,4.00733318523247,0,0,0,0,3.2188758248682,0,4.07501
"55",6.70196036600254,0,1.6094379124341,0,2.07944154167984,6.23832462503951,3.43398720448515,0,4.75359019110636,1.79175946922805,0,4.93447393313069,5.09375020080676,4.7361984483945,6.19440539110467,5.82600010738045,6.42324696353352,0,3.04452243772342,2.83321334405622,0,5.84354441703136,38,21.3966
"56",2.19722457733622,0,0,0,2.83321334405622,4.74493212836325,0,2.484906649788,0,4.84418708645859,0,7.36833968631138,6.05443934626937,6.11146733950268,6.83733281468559,1.6094379124341,0,1.38629436111989,0.693147180559945,4.04305126783455,0,5.64544689764324,54,29.1299
"57",6.51767127291227,0,0,0,0,0,0,0,0,0,4.24849524204936,0,0,0,0,0,0,0,0,0,0,4.95582705760126,8,7.95479
"58",6.41999492814714,0,0,0,0,0,0,0,0,2.39789527279837,0,0,0,0,0,0,0,0,0,0.693147180559945,0,4.34380542185368,7,6.84846
"59",5.97888576490112,0,0,0,0,0,0.693147180559945,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,4.0943445622221,6,7.95479
"60",0,0,0,0,0,7.18387071506245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.77258872223978,7,7.76307
"61",3.73766961828337,0,0,4.07753744390572,0,6.04737217904628,0,0,0,7.41697962138115,7.23705902612474,0,8.02518932189084,2.30258509299405,6.08221891037645,0,0,0,4.47733681447821,0,1,7.00940893270864,110,31.5924
"62",1.09861228866811,0,0,0,5.87211778947542,5.86078622346587,0,0,3.43398720448515,0,0,0,0,0,0,5.31320597904179,6.97634807044775,0,0,4.46590811865458,0,5.97635090929793,24,12.8915
"63",0,0,0,0,0,0,3.09104245335832,0,0,0,0,0,3.73766961828337,0,0,1.09861228866811,0.693147180559945,0,4.0943445622221,0,0,3.04452243772342,5,1.66466
"64",2.70805020110221,0,0,4.59511985013459,6.49828214947643,0,3.09104245335832,0,2.77258872223978,4.55387689160054,6.53958595561767,0.693147180559945,0,2.63905732961526,4.87519732320115,0,6.79346613258001,0,4.68213122712422,0,1,6.45990445437753,36,16.6898
"65",6.40687998606931,0,0,0,0,0,0,0,0,0,2.39789527279837,0,0,0,0,0,0,0,0,0,0,4.67282883446191,10,7.95479
"66",5.37063802812766,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0,0,0,0,3.40119738166216,5,7.95479
"67",6.62406522779989,0,0,0.693147180559945,0,0,0,0,0,0,2.63905732961526,0,0,0,0,0,0,0,0,0,0,4.95582705760126,5,6.84846
"68",6.83087423464618,0,0,0,0,0,0,0,0,0,0,0,1.79175946922805,0,3.85014760171006,0.693147180559945,0,0,3.78418963391826,0,0,4.95582705760126,9,8.43242
"69",6.65415252018322,0,0,0,0,0,2.94443897916644,0,0,1.09861228866811,0,0,0,0,3.87120101090789,0,0,0,1.79175946922805,0,0,4.77912349311153,8,6.84846
"70",4.39444915467244,0,0,0,0,4.77068462446567,0,3.3322045101752,0,0,3.36729582998647,0,3.89182029811063,0,0,1.79175946922805,0,0,3.36729582998647,0,0,2.77258872223978,2,2.96868
"71",6.04737217904628,0,0,0,1.6094379124341,0,0,0,0,0,2.30258509299405,0,0,0,0,0,0,0,0,0,0,4.29045944114839,8,7.95479
"72",6.47389069635227,0,0,0,0,0,0,0,0,4.61512051684126,2.70805020110221,0,0,0,0,2.07944154167984,0,0,0,2.07944154167984,0,4.70048036579242,10,7.95479
"73",6.78445706263764,0,0,0,0.693147180559945,0,0,0,0.693147180559945,0.693147180559945,0,0,0,0,4.21950770517611,0,0,0,0,0,0,4.91998092582813,13,8.43242
"74",6.76619171466035,0,1.09861228866811,0,0,0,0,0,0,0,1.79175946922805,0,0,0,2.19722457733622,0,0,0,0,0,0,4.77068462446567,11,7.95479
"75",6.69456205852109,0,0,0,0,2.70805020110221,0,2.07944154167984,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,4.85981240436167,10,7.95479
"76",6.60394382460047,0,0.693147180559945,0,0,4.14313472639153,0,0,0,0,0,0,2.30258509299405,0,3.43398720448515,0,0,0,0,0,0,4.80402104473326,10,8.43242
"77",6.67834211465433,0.693147180559945,0,0,0,2.77258872223978,0,0,0,0,6.14846829591765,0,0,0.693147180559945,0,0,0,0,4.86753445045558,0,0,5.06890420222023,11,7.95479
"78",6.53813982376767,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,2.19722457733622,0.693147180559945,0,0,0,0,0,4.83628190695148,11,6.84846
"79",6.32435896238131,0,0,0,0,0,0,0,0,0,2.70805020110221,0,0,0,0,0,0,0,4.07753744390572,0,0,4.67282883446191,8,7.95479
"80",5.61312810638807,1.38629436111989,0,0,0,5.21493575760899,0.693147180559945,0,5.52545293913178,0,0,2.19722457733622,0,4.34380542185368,1.09861228866811,0,4.00733318523247,2.63905732961526,0.693147180559945,0,0,5.0998664278242,3,7.06348
"81",6.32076829425058,2.39789527279837,0,0,0,0,0,0,0,0,0,0,0,2.63905732961526,2.07944154167984,0,5.42053499927229,0,2.30258509299405,0,0,4.69134788222914,8,6.84846
"82",6.45519856334012,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0,0,0,0,4.68213122712422,9,7.95479
"83",5.31320597904179,0,0,0,0,0,0,0,0.693147180559945,0,0,1.09861228866811,0.693147180559945,0,0,0,3.63758615972639,0,0,1.79175946922805,0,3.46573590279973,3,7.95479
"84",5.7268477475872,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0,3.8286413964891,0,0,0,0,0,0,4.00733318523247,4,5.59671
"85",6.37161184723186,0,0,4.14313472639153,0,2.19722457733622,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,4.56434819146784,3,6.70304
"86",6.26909628370626,0,0,0,0,2.484906649788,0,0,0,0,1.79175946922805,0,1.09861228866811,0,3.55534806148941,0,0,0,4.31748811353631,0,0,4.70048036579242,6,8.03932
"87",1.79175946922805,0,0,0,0,0,1.94591014905531,0,0,2.70805020110221,0,0,5.25227342804663,0,3.93182563272433,2.63905732961526,0,1.09861228866811,5.58724865840025,0,0,5.03043792139244,6,3.42644
"88",0,0,0,0,2.70805020110221,2.63905732961526,3.2188758248682,0,4.39444915467244,0,0.693147180559945,4.20469261939097,0,0,0,4.11087386417331,0.693147180559945,0,0,1.09861228866811,0,3.3322045101752,2,5.26021
"89",0.693147180559945,0,0,0,0,0,5.98141421125448,0,0,4.15888308335967,0,0,6.4118182677099,2.07944154167984,4.07753744390572,0,0,0,1.38629436111989,0,0,5.67332326717149,59,34.7321
"90",7.73105314400713,0,0,0.693147180559945,0,1.09861228866811,5.4249500174814,0,0,0,0,0,0,0.693147180559945,3.63758615972639,0,0,0,0,0,0,5.76832099579377,15,7.18067
"91",6.92362862813843,0,0,0,0,0.693147180559945,2.07944154167984,1.6094379124341,0,0.693147180559945,2.39789527279837,0,0,0,0,0.693147180559945,0,0,1.09861228866811,0,0,4.92725368515721,11,8.63149
"92",6.55677835615804,0,0,4.21950770517611,0.693147180559945,1.6094379124341,2.77258872223978,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0,0,4.70048036579242,3,6.70304
"93",6.65544035036765,0,0,3.52636052461616,0,2.484906649788,4.49980967033027,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,4.80402104473326,5,5.59671
"94",5.74620319054015,0,0,0,1.6094379124341,6.64248680136726,2.63905732961526,0,4.04305126783455,4.65396035015752,2.30258509299405,1.09861228866811,0,0,0,3.97029191355212,0,0,4.35670882668959,0,0,4.57471097850338,6,7.27499
"95",4.29045944114839,0,1.79175946922805,3.55534806148941,0,3.66356164612965,0,0,0,0,0,0,2.19722457733622,0,0,4.12713438504509,0,0,0,2.39789527279837,0,3.13549421592915,2,6.70304
"96",5.51342874616498,0,0,0,3.49650756146648,5.68357976733868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.78418963391826,2,6.44569
"97",0,1.38629436111989,0,0.693147180559945,1.94591014905531,2.484906649788,0,2.83321334405622,1.6094379124341,3.17805383034795,0,0,0,0,4.99721227376411,0,0,0,0,0,0,2.484906649788,1,4.07501
"98",6.07993319509559,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,3.55534806148941,0,0,0,3.52636052461616,0,0,4.21950770517611,4,5.59671
"99",5.35185813347607,0,0,0,0,1.38629436111989,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46573590279973,5,7.95479
"100",5.63121178182137,1.09861228866811,0,0,0,0,0.693147180559945,0,3.95124371858143,0,5.08759633523238,0,0,1.09861228866811,0,0.693147180559945,1.79175946922805,0,3.73766961828337,0,0,4.58496747867057,7,10.8068
"101",0,0,0,2.63905732961526,0,3.04452243772342,4.15888308335967,0,0,3.68887945411394,1.79175946922805,3.91202300542815,5.40717177146012,4.92725368515721,4.20469261939097,0,0,0,0,3.52636052461616,0,5.04985600724954,18,19.5611
"102",6.68586094706836,0,0,0,0.693147180559945,0,0,0,0,0,1.09861228866811,1.6094379124341,0,0,3.91202300542815,0,0,0,0,0,0,4.87519732320115,11,9.21914
"103",6.24027584517077,0,0,2.19722457733622,0,2.19722457733622,4.21950770517611,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,4.48863636973214,6,6.78585
"104",5.93753620508243,0.693147180559945,0,0,0,0,0,0,0,0,3.61091791264422,0,0,0,0,0.693147180559945,0,0,0,0,0,4.27666611901606,8,7.95479
"105",6.25958146406492,0,0,0,0,0,0,0,0,0,5.16478597392351,0,0,0,0,0,0,0,2.07944154167984,0,0,4.57471097850338,8,7.95479
"106",6.289715570909,0,0,0,0,0,0,0,0,0,5.38449506278909,0,0,0,0,0,0,0,2.83321334405622,0,0,4.58496747867057,8,7.95479
"107",6.36990098282823,0,0,0,1.09861228866811,3.61091791264422,3.29583686600433,0,1.09861228866811,0,0,0.693147180559945,0,0.693147180559945,0,0,0,0,3.04452243772342,0,0,4.0943445622221,7,7.95479
"108",6.40357419793482,0,0,2.56494935746154,0,1.79175946922805,0,0,0,0,2.63905732961526,0,0,0,0,3.04452243772342,0,0,0,0,0,4.70953020131233,14,6.36941
"109",6.44730586254121,0,0.693147180559945,3.76120011569356,0,0,0,1.09861228866811,0,0,0,0,0,0.693147180559945,0,0,0,0,0.693147180559945,2.39789527279837,0,4.68213122712422,6,6.78585
"110",4.40671924726425,3.3322045101752,0,4.21950770517611,0,0,4.91998092582813,0,0,3.93182563272433,0,0,6.96790920180188,3.97029191355212,4.97673374242057,3.46573590279973,3.40119738166216,0,0,0,0,5.99893656194668,10,7.87568
"111",0,0,0,0,0,1.79175946922805,2.07944154167984,0,0,1.94591014905531,0,0,4.35670882668959,1.38629436111989,4.47733681447821,2.63905732961526,0,0,1.6094379124341,0,0,4.47733681447821,4,2.38353
"112",5.96870755998537,0.693147180559945,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,4.11087386417331,6,7.95479
"113",6.44413125670044,0.693147180559945,0,0,1.09861228866811,6.54534966033442,0,0,6.62273632394984,0.693147180559945,0,3.87120101090789,0,5.42934562895444,2.89037175789616,5.32300997913841,4.67282883446191,2.484906649788,0,0,1,5.64190707093811,13,22.3224
"114",5.65948221575962,0,0,6.21460809842219,0,2.30258509299405,6.25190388316589,4.63472898822964,6.20657592672493,4.75359019110636,0,0,5.7268477475872,6.19644412779452,6.18620862390049,6.15697898558556,2.484906649788,4.969813299576,4.26267987704132,4.02535169073515,0,5.87773578177964,7,8.98775
"115",5.88610403145016,3.80666248977032,0,0,0,6.18414889093748,0,0,6.36302810354046,0,1.38629436111989,0,0,3.09104245335832,0.693147180559945,3.97029191355212,3.8286413964891,0.693147180559945,0,0,0,4.85981240436167,3,8.43424
"116",2.07944154167984,0,0,0,0,4.15888308335967,0,0,4.07753744390572,0,0,0,0,3.17805383034795,4.11087386417331,4.86753445045558,1.79175946922805,2.89037175789616,0,1.09861228866811,0,2.484906649788,2,5.76357
"117",6.21060007702465,0.693147180559945,0,0,4.52178857704904,4.12713438504509,3.63758615972639,0,1.94591014905531,0,1.38629436111989,0,0,2.07944154167984,3.52636052461616,0,0,0,3.58351893845611,0,0,4.8283137373023,13,10.6043
"118",4.94875989037817,0,0,0,0,3.71357206670431,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,3.36729582998647,0,0,2.70805020110221,1,6.70304
"119",6.07764224334903,0,0,0,0,0,0.693147180559945,0,0,0,1.09861228866811,0,0.693147180559945,0,1.79175946922805,0,0,0,0,0,0,4.29045944114839,9,7.95479
"120",6.10702288774225,0,0,0,0,0,0,0,0,0,0,0,0,0,3.71357206670431,0,0,0,3.87120101090789,0,0,4.47733681447821,5,5.59671
"121",7.34471905414967,0,0,0,0,2.56494935746154,2.89037175789616,0,1.38629436111989,1.6094379124341,2.63905732961526,0,0,0,3.78418963391826,0,0,0,0,0,0,5.55295958492162,13,6.84846
"122",5.05624580534831,1.6094379124341,0,0,2.07944154167984,3.29583686600433,0,0,2.484906649788,0,4.49980967033027,1.94591014905531,0,0,0,1.09861228866811,5.28320372873799,2.484906649788,0,1.09861228866811,0,3.89182029811063,7,4.07501
"123",6.12905021006055,1.09861228866811,0,0,1.09861228866811,1.09861228866811,0,0,5.00394630594546,0,3.63758615972639,0,0,0,0,0,3.87120101090789,0,4.85981240436167,3.09104245335832,1,5.11799381241676,10,11.4275
"124",5.36129216570943,1.38629436111989,0,0,0,3.52636052461616,2.19722457733622,0,0,0,0,0,2.94443897916644,0,0.693147180559945,3.68887945411394,0,0,2.07944154167984,0,0,3.80666248977032,1,6.70304
"125",6.70318811324086,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38629436111989,0,4.62497281328427,8,6.84846
"126",6.33859407820318,0,0,0,0.693147180559945,1.6094379124341,0,0,0,4.48863636973214,0,0,0,0,0,0,0,0,0,0.693147180559945,0,4.57471097850338,10,7.95479
"127",6.91869521902047,0,0,0,0,2.63905732961526,1.94591014905531,1.38629436111989,0.693147180559945,0,0.693147180559945,0,2.07944154167984,0,0,0,0,0.693147180559945,0,0,0,4.91998092582813,11,8.63149
"128",6.02586597382531,0,0,0,0,3.98898404656427,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,4.33073334028633,9,7.95479
"129",6.31716468674728,0,0,0,0,0,0,0,0,0,2.07944154167984,0,0,0,0,0,0,0,0,0,0,4.46590811865458,9,9.21692
"130",6.33327962813969,0,0,0,1.6094379124341,1.38629436111989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.67282883446191,8,7.95479
"131",6.51323011091231,0,0,0,0,4.20469261939097,0,0.693147180559945,0,2.89037175789616,0,0,0,0,0.693147180559945,0,5.62762111369064,0,4.33073334028633,0,0,4.26267987704132,9,7.95479
"132",5.73657229747919,0,0,0,0,1.09861228866811,0.693147180559945,0,0,0,0,0,0,0,0,0,4.51085950651685,0,2.99573227355399,0,0,4.15888308335967,5,10.4485
"133",5.97380961186926,0,0,0.693147180559945,0,0,0,0,0,0,2.70805020110221,0,0,0,0,0,0,0,0,0,0,4.0943445622221,8,7.95479
"134",5.98645200528444,0,0,0,0.693147180559945,0,0,0,0,0,2.19722457733622,0,0,0,0,0,0,0,0,0,0,4.29045944114839,8,7.95479
"135",6.48157712927643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.69134788222914,8,7.95479
"136",5.10594547390058,0,0,0.693147180559945,0,4.34380542185368,0,0,0,0,0,0.693147180559945,4.57471097850338,0,0,0,0,0.693147180559945,0,3.58351893845611,0,3.2188758248682,2,2.96868
"137",1.79175946922805,0,0,0,0,0,6.45204895443723,0,0,6.08677472691231,2.30258509299405,0,7.67275789664251,5.52942908751142,3.98898404656427,3.80666248977032,0,0,2.56494935746154,0,1,6.8596149036542,89,33.5493
"138",7.49220304261874,0,0,0,0,2.94443897916644,5.72031177660741,0,0,0,0,0,0,0,4.65396035015752,0,0,0,0,0,0,5.71702770140622,18,10.2923
"139",6.54391184556479,0,0,0,0,0,0,0,0,0,0,0,2.63905732961526,0,5.23644196282995,0,0,0,0,0,0,4.82028156560504,12,9.21914
"140",6.03068526026126,0,0,0,0.693147180559945,0,0,0,0,0,1.38629436111989,0,0,0,0,0,0,0,0,0.693147180559945,0,4.29045944114839,8,7.95479
"141",6.26909628370626,0,0,0,0,0,4.67282883446191,0,0,0,0,0,2.19722457733622,1.09861228866811,0,0,0,0,1.6094379124341,0,0,4.52178857704904,5,8.43242
"142",0,0,0,0,0,3.25809653802148,4.91265488573605,0,0,4.44265125649032,0,0,5.86078622346587,0,5.16478597392351,0,0,0,3.2188758248682,2.07944154167984,0,5.4510384535657,32,20.5304
