"","V1","V2","V3","V4","bug","loc","bf","hcm"
"54",0,5.48893772615669,0,3.43398720448515,0,3.2188758248682,0,4.07501
"55",5.14166355650266,7.82324569068552,5.19849703126583,6.27287700654617,0,5.84354441703136,38,21.3966
"56",6.44413125670044,5.42053499927229,6.37672694789863,7.73630709654828,0,5.64544689764324,54,29.1299
"57",0,6.61338421837956,0.693147180559945,0,0,4.95582705760126,8,7.95479
"58",0,6.43615036836943,0,0.693147180559945,0,4.34380542185368,7,6.84846
"59",0,5.98393628068719,0,0,0,4.0943445622221,6,7.95479
"60",0,7.18387071506245,0,0,0,2.77258872223978,7,7.76307
"61",8.50653661122771,6.85224256905188,6.99484998583307,5.2040066870768,1,7.00940893270864,110,31.5924
"62",0,7.34729970074316,6.20253551718792,3.93182563272433,0,5.97635090929793,24,12.8915
"63",4.30406509320417,2.94443897916644,1.6094379124341,3.40119738166216,0,3.04452243772342,5,1.66466
"64",0,7.18462915271731,7.25134498337221,2.484906649788,1,6.45990445437753,36,16.6898
"65",0,6.42324696353352,0,0,0,4.67282883446191,10,7.95479
"66",0,5.37989735354046,0,0,0,3.40119738166216,5,7.95479
"67",0,6.64118216974059,0.693147180559945,0,0,4.95582705760126,5,6.84846
"68",0,6.90575327631146,3.17805383034795,0,0,4.95582705760126,9,8.43242
"69",0,6.73459165997295,2.07944154167984,0,0,4.77912349311153,8,6.84846
"70",4.47733681447821,5.47227067367148,2.30258509299405,0,0,2.77258872223978,2,2.96868
"71",0,6.07534603108868,0.693147180559945,0,0,4.29045944114839,8,7.95479
"72",0,6.65415252018322,0,0,0,4.70048036579242,10,7.95479
"73",0,6.86066367144829,0,0,0,4.91998092582813,13,8.43242
"74",0.693147180559945,6.77650699237218,1.79175946922805,0,0,4.77068462446567,11,7.95479
"75",0,6.72262979485545,0,0,0,4.85981240436167,10,7.95479
"76",0,6.73340189183736,0,0,0,4.80402104473326,10,8.43242
"77",0,6.88550967003482,6.06610809010375,0,0,5.06890420222023,11,7.95479
"78",0,6.55250788703459,0,0,0,4.83628190695148,11,6.84846
"79",0,6.32076829425058,4.31748811353631,0,0,4.67282883446191,8,7.95479
"80",0,6.63331843328038,0,4.66343909411207,0,5.0998664278242,3,7.06348
"81",0,6.67959918584438,3.2188758248682,0,0,4.69134788222914,8,6.84846
"82",0,6.45990445437753,0,0,0,4.68213122712422,9,7.95479
"83",0,5.50938833662798,0,1.09861228866811,0,3.46573590279973,3,7.95479
"84",1.09861228866811,5.8636311755981,0,0,0,4.00733318523247,4,5.59671
"85",0,6.48616078894409,0,0,0,4.56434819146784,3,6.70304
"86",0,6.48157712927643,0,0.693147180559945,0,4.70048036579242,6,8.03932
"87",5.65248918026865,0,5.14749447681345,4.52178857704904,0,5.03043792139244,6,3.42644
"88",3.17805383034795,5.25749537202778,0,3.87120101090789,0,3.3322045101752,2,5.26021
"89",6.89972310728487,3.93182563272433,3.43398720448515,4.17438726989564,0,5.67332326717149,59,34.7321
"90",2.94443897916644,7.83478810738819,0,0,0,5.76832099579377,15,7.18067
"91",1.09861228866811,6.94697599213542,0,0,0,4.92725368515721,11,8.63149
"92",0.693147180559945,6.67456139181443,0,0,0,4.70048036579242,3,6.70304
"93",3.36729582998647,6.78332520060396,0,0,0,4.80402104473326,5,5.59671
"94",2.19722457733622,7.22548147278229,0,2.70805020110221,0,4.57471097850338,6,7.27499
"95",1.38629436111989,5.37063802812766,0.693147180559945,2.39789527279837,0,3.13549421592915,2,6.70304
"96",0,6.28599809450886,3.58351893845611,0.693147180559945,0,3.78418963391826,2,6.44569
"97",3.40119738166216,1.6094379124341,5.18738580584075,0,0,2.484906649788,1,4.07501
"98",0,6.21660610108486,1.6094379124341,0,0,4.21950770517611,4,5.59671
"99",0,5.37527840768417,0,0,0,3.46573590279973,5,7.95479
"100",0,6.0591231955818,4.75359019110636,0,0,4.58496747867057,7,10.8068
"101",5.95583736946483,3.3322045101752,1.94591014905531,5.4380793089232,0,5.04985600724954,18,19.5611
"102",2.07944154167984,6.74405918631135,0,0.693147180559945,0,4.87519732320115,11,9.21914
"103",3.61091791264422,6.3297209055227,0,0,0,4.48863636973214,6,6.78585
"104",0,6.0282785202307,1.09861228866811,0,0,4.27666611901606,8,7.95479
"105",0.693147180559945,6.42486902390539,4.46590811865458,0,0,4.57471097850338,8,7.95479
"106",0,6.4723462945009,4.8283137373023,0.693147180559945,0,4.58496747867057,8,7.95479
"107",0,6.50279004591562,0,1.79175946922805,0,4.0943445622221,7,7.95479
"108",0,6.48157712927643,0.693147180559945,0,0,4.70953020131233,14,6.36941
"109",0,6.53378883793334,0,0,0,4.68213122712422,6,6.78585
"110",6.95749737087695,5.74620319054015,5.12989871492307,5.00394630594546,0,5.99893656194668,10,7.87568
"111",4.72738781871234,3.73766961828337,3.66356164612965,2.484906649788,0,4.47733681447821,4,2.38353
"112",0,5.97126183979046,0.693147180559945,0,0,4.11087386417331,6,7.95479
"113",0.693147180559945,7.77569574991525,1.6094379124341,5.72031177660741,1,5.64190707093811,13,22.3224
"114",7.26122509197192,7.3125534981026,3.43398720448515,7.00760061395185,0,5.87773578177964,7,8.98775
"115",0,7.33302301438648,3.36729582998647,3.49650756146648,0,4.85981240436167,3,8.43424
"116",0,5.64544689764324,1.38629436111989,4.38202663467388,0,2.484906649788,2,5.76357
"117",1.38629436111989,6.48157712927643,4.51085950651685,3.29583686600433,0,4.8283137373023,13,10.6043
"118",0,5.34710753071747,0,0,0,2.70805020110221,1,6.70304
"119",0,6.09582456243222,0,0.693147180559945,0,4.29045944114839,9,7.95479
"120",0,6.26909628370626,2.19722457733622,0,0,4.47733681447821,5,5.59671
"121",0,7.40245152081824,0,0,0,5.55295958492162,13,6.84846
"122",0,6.02344759296103,4.48863636973214,2.39789527279837,0,3.89182029811063,7,4.07501
"123",0.693147180559945,6.63200177739563,4.27666611901606,2.77258872223978,1,5.11799381241676,10,11.4275
"124",0,5.75890177387728,1.79175946922805,0,0,3.80666248977032,1,6.70304
"125",0,6.70808408385307,0,0,0,4.62497281328427,8,6.84846
"126",2.56494935746154,6.47389069635227,0,0,0,4.57471097850338,10,7.95479
"127",2.63905732961526,6.93731408122368,0,0,0,4.91998092582813,11,8.63149
"128",0,6.14846829591765,0,0,0,4.33073334028633,9,7.95479
"129",0,6.3297209055227,0,0,0,4.46590811865458,9,9.21692
"130",0,6.3456363608286,0,0,0,4.67282883446191,8,7.95479
"131",0,7.0057890192535,0,2.19722457733622,0,4.26267987704132,9,7.95479
"132",0,6.03068526026126,0.693147180559945,1.79175946922805,0,4.15888308335967,5,10.4485
"133",0,6.01126717440416,0,0,0,4.0943445622221,8,7.95479
"134",0,6.00881318544259,0,0,0,4.29045944114839,8,7.95479
"135",0,6.48157712927643,0,0,0,4.69134788222914,8,7.95479
"136",4.48863636973214,5.65948221575962,0,0,0,3.2188758248682,2,2.96868
"137",8.00436556497957,3.78418963391826,3.71357206670431,6.25190388316589,1,6.8596149036542,89,33.5493
"138",3.85014760171006,7.68432406768116,0,0,0,5.71702770140622,18,10.2923
"139",3.89182029811063,6.71901315438526,2.99573227355399,0,0,4.82028156560504,12,9.21914
"140",0,6.04263283368238,0,0,0,4.29045944114839,8,7.95479
"141",2.77258872223978,6.45047042214418,0,0,0,4.52178857704904,5,8.43242
"142",6.40687998606931,4.21950770517611,4.62497281328427,3.29583686600433,0,5.4510384535657,32,20.5304
"143",0,6.00635315960173,0,0,0,2.77258872223978,3,4.07501
"144",0,7.04664727784876,0,0,0,5.05624580534831,11,6.84846
"145",2.39789527279837,6.70686233660275,0,0,0,4.85203026391962,10,7.95479
"146",0.693147180559945,7.05444965813294,0,0,0,5.04985600724954,11,6.84846
"147",0,6.41836493593621,0,0,0,4.67282883446191,9,7.95479
"148",4.11087386417331,6.46925031679577,0,0,0,4.39444915467244,4,6.84846
"149",0,4.60517018598809,0,5.54907608489522,0,2.39789527279837,0,7.70736
"150",5.4510384535657,6.60800062529609,0,4.12713438504509,0,4.56434819146784,2,7.83265
"151",0,6.4377516497364,4.26267987704132,4.82028156560504,0,1.38629436111989,13,10.425
"152",4.31748811353631,4.02535169073515,4.12713438504509,6.7990558620588,0,5.30330490805908,6,12.4195
"153",0,4.24849524204936,9.5758858560831,5.10594547390058,2,5.18178355029209,62,26.6608
"154",0,7.0057890192535,5.3890717298165,4.8283137373023,0,5.46383180502561,3,6.49924
"155",2.30258509299405,6.00141487796115,5.32300997913841,7.94555542825349,1,5.39362754635236,24,18.7552
"156",6.81563999007433,6.8134445995109,6.30444880242198,9.94549284668116,4,6.96508034560141,172,45.5046
"157",2.70805020110221,2.07944154167984,0,6.19847871649231,0,3.97029191355212,3,6.00951
"158",1.6094379124341,3.46573590279973,0,3.52636052461616,0,1.38629436111989,1,4.07501
"159",0,5.8348107370626,1.94591014905531,3.46573590279973,0,3.97029191355212,3,8.22982
"160",5.50938833662798,3.52636052461616,3.2188758248682,7.51697722460432,0,3.09104245335832,30,15.5832
"161",6.30078579466324,6.56103066589657,0,7.91826468609527,2,4.96284463025991,9,9.2993
"162",2.30258509299405,2.89037175789616,0,4.0943445622221,0,1.38629436111989,0,4.07501
"163",4.47733681447821,3.43398720448515,0,4.52178857704904,1,2.484906649788,3,6.22874
"164",3.17805383034795,2.484906649788,0,4.06044301054642,0,1.38629436111989,0,4.07501
"165",4.45434729625351,3.52636052461616,0,4.62497281328427,0,2.56494935746154,2,4.07501
"166",1.09861228866811,3.46573590279973,0,3.97029191355212,0,1.38629436111989,0,4.07501
"167",5.05624580534831,4.66343909411207,0,5.21493575760899,1,2.63905732961526,9,9.97058
"168",0,2.99573227355399,0,4.14313472639153,0,1.38629436111989,0,4.07501
"169",3.36729582998647,2.63905732961526,0,4.33073334028633,1,1.38629436111989,2,6.65039
"170",4.53259949315326,4.82028156560504,0,5.25749537202778,1,2.39789527279837,1,0
"171",0,3.73766961828337,2.30258509299405,5.62040086571715,1,2.83321334405622,2,4.07501
"172",6.3261494731551,5.50533153593236,0,8.51499076786104,0,4.00733318523247,41,23.9899
"173",4.75359019110636,4.85203026391962,0,6.45990445437753,0,4.71849887129509,13,8.50274
"174",1.94591014905531,4.00733318523247,0,6.64639051484773,0,3.43398720448515,11,13.6626
"175",7.4599147662411,7.67740043051481,6.0591231955818,8.39140318535794,1,7.02731451403978,37,28.279
"176",0,4.24849524204936,0,4.89783979995091,0,2.56494935746154,1,4.07501
"177",0,3.17805383034795,0,4.14313472639153,0,1.38629436111989,0,4.07501
"178",4.77912349311153,2.07944154167984,0,5.52146091786225,0,3.17805383034795,10,5.79221
"179",3.76120011569356,2.30258509299405,0,4.62497281328427,0,0,3,1.78303
"180",3.49650756146648,4.11087386417331,0,4.74493212836325,0,1.38629436111989,3,5.99114
"181",2.70805020110221,2.77258872223978,0,4.12713438504509,0,1.38629436111989,1,3.29051
"182",3.66356164612965,3.29583686600433,0,4.14313472639153,0,1.6094379124341,1,3.29051
"183",4.20469261939097,4.06044301054642,0.693147180559945,5.05624580534831,2,2.83321334405622,6,8.6615
"184",8.31213510764841,8.28526113406895,5.10594547390058,5.5683445037611,1,6.73578001424233,37,26.5988
"185",1.38629436111989,6.10255859461357,5.95842469302978,7.1777824161952,0,4.15888308335967,15,17.0375
"186",7.54274354536855,0,0,0,1,6.41836493593621,0,4.07501
"187",3.93182563272433,2.07944154167984,0.693147180559945,4.86753445045558,0,0,2,3.83244
"188",3.49650756146648,0,0,3.73766961828337,0,1.38629436111989,0,4.07501
"189",2.56494935746154,7.19142933003638,3.63758615972639,6.17170059741091,0,2.99573227355399,5,14.6865
"190",7.10578612948127,0,0,4.00733318523247,1,0,2,7.48389
"191",0,4.43081679884331,0,6.63331843328038,0,2.89037175789616,3,15.6356
"192",0,1.6094379124341,0,4.64439089914137,0,2.56494935746154,1,4.07501
"193",6.24804287450843,6.04263283368238,3.66356164612965,0,0,5.40717177146012,1,5.0061
"194",2.94443897916644,7.3304052118444,7.66434663209862,0,0,6.64509096950564,26,15.3647
"195",5.46383180502561,5.28320372873799,6.62140565176413,0,0,3.40119738166216,3,9.58612
"196",4.39444915467244,3.87120101090789,0,0,0,1.38629436111989,1,6.94335
"197",4.04305126783455,1.6094379124341,4.58496747867057,0,0,3.49650756146648,0,0
"198",0,2.56494935746154,4.24849524204936,0,0,2.39789527279837,3,3.00217
"199",4.52178857704904,1.94591014905531,3.55534806148941,0,0,3.3322045101752,2,4.07501
"200",4.44265125649032,3.36729582998647,0,0,0,3.17805383034795,1,2.36846
"201",2.19722457733622,4.04305126783455,3.66356164612965,0,0,2.89037175789616,0,4.07501
"202",4.57471097850338,2.63905732961526,4.00733318523247,0,0,3.73766961828337,0,4.07501
"203",4.07753744390572,1.94591014905531,3.63758615972639,0,0,3.04452243772342,2,7.8386
"204",4.06044301054642,2.94443897916644,3.71357206670431,0,0,2.70805020110221,1,4.07501
"205",1.79175946922805,2.19722457733622,3.85014760171006,2.89037175789616,0,2.56494935746154,0,4.07501
"206",0,4.87519732320115,4.46590811865458,2.70805020110221,0,4.04305126783455,4,4.01609
"207",5.23644196282995,5.09375020080676,3.89182029811063,0.693147180559945,0,4.34380542185368,4,3.58431
"208",3.71357206670431,4.9416424226093,3.49650756146648,2.89037175789616,0,4.04305126783455,3,1.5732
"209",4.17438726989564,4.49980967033027,2.89037175789616,0,0,2.89037175789616,7,3.58431
"210",0,5.02388052084628,4.02535169073515,3.49650756146648,0,4.04305126783455,3,1.5732
"211",4.27666611901606,4.86753445045558,3.43398720448515,0,0,4.02535169073515,3,1.5732
"212",4.51085950651685,5.18738580584075,4.72738781871234,3.43398720448515,1,4.75359019110636,3,4.63008
"213",3.91202300542815,4.40671924726425,3.63758615972639,0,0,2.89037175789616,3,3.58431
"214",3.46573590279973,2.07944154167984,4.0943445622221,0,0,3.17805383034795,2,6.93237
"215",0.693147180559945,1.94591014905531,3.98898404656427,2.19722457733622,0,2.94443897916644,2,8.05174
"216",2.70805020110221,2.39789527279837,4.20469261939097,0,0,3.09104245335832,2,6.93237
"217",3.58351893845611,0.693147180559945,4.14313472639153,2.63905732961526,0,3.25809653802148,2,6.20089
"218",4.4188406077966,2.30258509299405,2.89037175789616,0,0,2.77258872223978,1,6.94335
"219",4.91265488573605,2.56494935746154,4.06044301054642,0,0,3.66356164612965,3,9.27985
"220",0,3.13549421592915,3.76120011569356,2.484906649788,0,2.30258509299405,0,0
"221",4.8283137373023,2.77258872223978,3.78418963391826,0,0,3.73766961828337,2,10.696
"222",5.01727983681492,2.484906649788,2.63905732961526,0,0,3.80666248977032,2,2.07169
"223",4.34380542185368,2.70805020110221,2.83321334405622,0,0,3.46573590279973,0,4.07501
"224",0,2.30258509299405,4.00733318523247,0,0,2.56494935746154,1,4.07501
"225",4.14313472639153,2.83321334405622,3.3322045101752,0,0,3.13549421592915,1,7.8386
"226",2.19722457733622,1.09861228866811,3.93182563272433,3.13549421592915,0,2.56494935746154,0,5.19438
"227",5.18178355029209,3.93182563272433,4.55387689160054,0,0,4.21950770517611,2,9.69849
"228",4.75359019110636,2.63905732961526,4.14313472639153,0,0,3.49650756146648,0,4.07501
"229",4.70953020131233,3.46573590279973,3.91202300542815,0,0,3.61091791264422,5,14.5866
"230",4.43081679884331,3.58351893845611,4.69134788222914,1.09861228866811,0,4.15888308335967,3,12.2036
"231",3.87120101090789,3.25809653802148,4.29045944114839,0,0,2.89037175789616,3,9.52046
"232",4.48863636973214,4.36944785246702,4.14313472639153,1.6094379124341,0,4.15888308335967,5,12.52
"233",4.00733318523247,3.40119738166216,3.55534806148941,2.83321334405622,0,2.63905732961526,1,0
"234",6.06378520868761,6.1463292576689,9.64056313121007,1.38629436111989,1,8.38731227056172,102,37.9039
"235",0,7.18614430452233,6.83840520084734,1.79175946922805,0,6.68085467879022,24,19.3371
"236",3.61091791264422,3.58351893845611,1.6094379124341,0,0,1.38629436111989,0,4.07501
"237",5.99396142730657,3.58351893845611,5.73334127689775,3.29583686600433,0,4.91998092582813,1,0
"238",9.99634016955075,9.36263218231844,7.50439155916124,5.63478960316925,7,8.90136656405678,205,48.228
"239",5.73657229747919,6.51323011091231,0,0,1,5.7268477475872,0,4.07501
"240",5.53338948872752,2.77258872223978,5.99893656194668,5.36597601502185,0,4.85981240436167,2,1.29357
"241",0.693147180559945,0,2.07944154167984,3.89182029811063,0,2.07944154167984,1,0
"242",2.07944154167984,0,2.63905732961526,4.84418708645859,0,3.09104245335832,1,0
"243",0,0.693147180559945,2.30258509299405,4.06044301054642,0,2.39789527279837,1,0
"244",0,0,2.484906649788,3.8286413964891,0,2.07944154167984,1,0
"245",3.17805383034795,0,0,4.23410650459726,0,2.63905732961526,1,0
"246",4.79579054559674,0,4.4188406077966,6.24222326545517,0,5.04985600724954,8,14.1631
"247",0,0,2.63905732961526,4.00733318523247,0,2.39789527279837,1,0
"248",4.77912349311153,3.80666248977032,8.53227882883428,3.73766961828337,0,7.23345541862144,34,21.8696
"249",4.11087386417331,0,0,4.89034912822175,0,3.73766961828337,2,1.29357
"250",4.68213122712422,0,0,4.70048036579242,0,3.80666248977032,2,1.29357
"251",4.969813299576,0,0,5.04342511691925,0,4.0943445622221,3,2.35255
"252",0,0,0,4.11087386417331,0,2.07944154167984,1,0
"253",6.48768401848461,1.38629436111989,4.84418708645859,4.94875989037817,1,5.44241771052179,20,20.393
"254",4.04305126783455,4.29045944114839,4.15888308335967,3.89182029811063,1,3.89182029811063,12,9.68336
"255",5.77144112313002,2.89037175789616,2.94443897916644,4.21950770517611,1,4.85203026391962,5,10.0703
"256",7.49720722320332,5.48893772615669,5.17048399503815,5.75257263882563,2,6.47543271670409,4,2.38886
"257",7.60986220091355,4.56434819146784,4.47733681447821,3.73766961828337,0,5.23110861685459,3,2.51582
"258",5.25227342804663,4.77912349311153,4.63472898822964,0,0,4.39444915467244,3,4.59811
"259",1.94591014905531,5.06890420222023,6.19644412779452,0,0,4.82028156560504,4,10.1241
"260",3.66356164612965,2.19722457733622,0,0,0,1.6094379124341,2,4.07501
"261",4.46590811865458,2.484906649788,2.83321334405622,0,0,3.29583686600433,1,4.07501
"262",4.43081679884331,2.07944154167984,3.63758615972639,1.09861228866811,0,3.55534806148941,1,4.07501
"263",4.63472898822964,0,3.46573590279973,1.6094379124341,0,3.17805383034795,1,4.07501
"264",2.83321334405622,0,3.63758615972639,0.693147180559945,0,2.39789527279837,1,4.07501
"265",0,0,3.87120101090789,3.04452243772342,0,2.56494935746154,0,4.07501
"266",3.40119738166216,1.38629436111989,4.0943445622221,1.79175946922805,0,3.2188758248682,2,6.20089
"267",5.39816270151775,3.29583686600433,3.93182563272433,0,0,4.18965474202643,2,4.98614
"268",3.85014760171006,0,3.91202300542815,0,0,2.89037175789616,0,4.07501
"269",0,0,3.97029191355212,3.09104245335832,0,2.484906649788,0,5.19438
"270",5.39816270151775,2.30258509299405,3.58351893845611,0,0,3.78418963391826,3,9.21398
"271",4.65396035015752,0,3.2188758248682,0,0,3.09104245335832,0,4.07501
"272",5.08759633523238,2.99573227355399,4.4188406077966,0,0,4.0943445622221,4,9.07976
"273",5.25749537202778,2.07944154167984,3.95124371858143,0,0,3.76120011569356,4,6.73444
"274",4.12713438504509,1.94591014905531,3.80666248977032,0,0,2.83321334405622,1,4.07501
"275",5.04342511691925,1.79175946922805,3.73766961828337,0,0,3.66356164612965,3,6.70304
"276",5.36129216570943,2.484906649788,3.29583686600433,0,0,3.71357206670431,3,7.99656
"277",5.19849703126583,2.94443897916644,2.83321334405622,1.09861228866811,0,3.58351893845611,3,6.70304
"278",3.98898404656427,0,3.73766961828337,0,0,2.83321334405622,1,4.07501
"279",4.11087386417331,4.45434729625351,8.28248300373056,0.693147180559945,1,7.08170858610557,25,19.7948
"280",1.09861228866811,3.91202300542815,4.72738781871234,0,0,3.46573590279973,1,4.07501
"281",7.89431806384162,5.44673737166631,7.14677217945264,5.30826769740121,1,7.08170858610557,56,32.2544
"282",5.35185813347607,3.66356164612965,5.10594547390058,0,0,4.33073334028633,3,1.26759
"283",6.13339804299665,5.17048399503815,6.84587987526405,1.38629436111989,0,5.77455154554441,7,7.9636
"284",3.36729582998647,0.693147180559945,1.09861228866811,5.30330490805908,0,0,2,5.54249
"285",7.01211529430638,2.63905732961526,4.94875989037817,0,0,5.75257263882563,35,24.8564
"286",5.34233425196481,0,4.18965474202643,0,0,4.06044301054642,1,6.20089
"287",7.25559127425367,1.79175946922805,3.25809653802148,0,1,5.82304589548302,20,24.5715
"288",6.69950034016168,0,5.33753807970132,0,0,5.44241771052179,12,12.0762
"289",7.07242190053737,2.19722457733622,5.6970934865054,0,1,5.8805329864007,26,27.4521
"290",5.70044357339069,0,4.62497281328427,0,0,4.85981240436167,2,7.51373
"291",6.20859002609663,3.09104245335832,3.36729582998647,0,0,4.89034912822175,13,20.4932
"292",5.87211778947542,1.6094379124341,5.01727983681492,0,0,4.96284463025991,5,9.13341
"293",6.18001665365257,3.13549421592915,5.54907608489522,0,0,5.27811465923052,17,20.2492
"294",5.11799381241676,2.484906649788,3.09104245335832,0,0,4.14313472639153,4,7.282
"295",6.61069604471776,0,4.66343909411207,0,0,5.06890420222023,10,17.5763
"296",4.79579054559674,2.484906649788,3.78418963391826,0,0,3.97029191355212,4,6.73444
"297",6.2841341610708,3.43398720448515,4.71849887129509,2.63905732961526,2,5.0998664278242,9,14.8017
"298",6.61069604471776,0,5.8348107370626,0,0,5.40267738187228,28,27.6825
"299",7.81681996576455,5.65248918026865,4.89783979995091,1.6094379124341,1,6.18414889093748,55,37.8606
"300",8.50956416425175,2.89037175789616,7.24779258176785,0.693147180559945,0,7.48605261786314,18,19.8456
"301",5.14749447681345,1.94591014905531,4.969813299576,0,0,4.58496747867057,5,5.26853
"302",5.12989871492307,3.36729582998647,0,0,0,3.68887945411394,10,11.17
"303",5.48063892334199,3.09104245335832,2.94443897916644,0,0,4.29045944114839,6,7.32455
"304",5.88610403145016,0,5.12989871492307,0,0,4.57471097850338,15,21.1473
"305",7.58375630070711,3.73766961828337,6.27287700654617,0,1,6.06842558824411,50,34.6202
"306",4.36944785246702,4.20469261939097,3.97029191355212,0,0,4.29045944114839,1,7.18983
"307",5.9427993751267,2.56494935746154,1.38629436111989,0,0,4.29045944114839,9,23.7357
"308",6.84161547647759,1.38629436111989,4.93447393313069,0,2,5.44673737166631,14,15.4387
"309",6.47850964220857,4.79579054559674,6.47543271670409,3.36729582998647,0,5.58724865840025,4,3.63513
"310",7.29844510150815,3.76120011569356,6.25766758788264,5.2040066870768,2,6.28599809450886,29,30.7687
"311",5.9427993751267,2.39789527279837,5.66642668811243,0,0,5.01727983681492,6,13.7206
"312",7.77904864492556,2.484906649788,4.35670882668959,0,0,6.10031895202006,24,20.8651
"313",7.38461038317697,4.29045944114839,4.74493212836325,0,3,6.08221891037645,40,29.7618
"314",5.57215403217776,2.63905732961526,3.09104245335832,0,0,4.33073334028633,6,7.3557
"315",6.42971947803914,1.09861228866811,3.98898404656427,0,0,5.0998664278242,17,14.2097
"316",4.98360662170834,4.53259949315326,0,1.09861228866811,0,4.45434729625351,2,7.15525
