"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","bug","loc","bf","hcm"
"13",0,2.484906649788,0,0,0,0,0,1.6094379124341,0,0.693147180559945,1.6094379124341,0,0,0,0,0,5.25227342804663,0,0,3.87120101090789,0,3.2188758248682,0,0,1.38629436111989,0,1.38629436111989,0,0,0,0,0,0,5.39362754635236,2.19722457733622,1.6094379124341,0,0,0,0,0,0,0,3.2188758248682,4.93447393313069,0,0,0,0,0,0,3.80666248977032,4,7.99162
"14",3.73766961828337,3.2188758248682,0,0,3.71357206670431,0,0,3.95124371858143,5.68357976733868,1.6094379124341,1.38629436111989,1.6094379124341,0.693147180559945,1.09861228866811,0,0,3.2188758248682,3.73766961828337,3.46573590279973,0,4.83628190695148,0,3.13549421592915,0,1.38629436111989,0,0,0,0,0,0,0,0,5.65948221575962,0.693147180559945,0,0,1.09861228866811,3.3322045101752,1.38629436111989,0,2.56494935746154,3.49650756146648,1.6094379124341,0,0,0,0,0,0,1,4.82028156560504,14,10.2625
"15",0,0,0,0,0,0,0,0,2.07944154167984,0,0,0,1.6094379124341,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.71357206670431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.94591014905531,1,0
"16",0,4.33073334028633,0,0.693147180559945,0,0.693147180559945,0,0,7.53262361878879,0,0,1.38629436111989,0.693147180559945,3.8286413964891,1.38629436111989,6.53524127101366,0,6.3297209055227,2.30258509299405,0,2.19722457733622,6.4085287910595,0,0.693147180559945,0,0,0,0,0.693147180559945,0,0,0.693147180559945,0,7.8087293067444,0,0,0.693147180559945,0,0,3.3322045101752,0,0,4.69134788222914,0,0,1.09861228866811,0,0,1.38629436111989,0.693147180559945,1,5.85220247977447,19,20.2197
"17",0,2.19722457733622,0,0,0,0,0,3.13549421592915,6.29156913955832,0,0,0,0,0,0,0,0.693147180559945,0.693147180559945,2.83321334405622,0,0,5.04985600724954,0,0,2.30258509299405,3.29583686600433,0,0,0,0.693147180559945,0,1.38629436111989,0,5.26269018890489,0,4.06044301054642,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,1.09861228866811,2.07944154167984,0,4.38202663467388,10,13.4356
"18",0,0,0,0,0,0,0,2.19722457733622,5.24702407216049,0,0,0,0,0,0,4.23410650459726,0,0,0,0,2.99573227355399,2.83321334405622,0,0,3.52636052461616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.76120011569356,0,5.07933
"19",2.484906649788,1.38629436111989,0,0,0,1.09861228866811,0,5.31320597904179,5.64544689764324,0,0,0,0,0,0,0,4.70048036579242,5.18738580584075,1.38629436111989,0,0,5.80211837537706,3.04452243772342,0,0,5.20948615284142,0,0.693147180559945,0,0,0,0,0.693147180559945,0,3.25809653802148,0,0,0,0,0,0,0,0,0,1.6094379124341,0,0,2.484906649788,0,0,1,4.85981240436167,6,13.0232
"20",0,5.98645200528444,0,0,0,0,2.89037175789616,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0.693147180559945,0,0,0,0,0,0,1.6094379124341,0,0,0,0,0,1.09861228866811,0,4.72738781871234,4.44265125649032,0,0,0,0,0,0,0,0,0,0,0,2.63905732961526,0,0,4.12713438504509,6,4.13346
"21",0,5.4249500174814,0,0,0,0,2.07944154167984,0,0,0,0,0,0,0,0,2.70805020110221,0,0.693147180559945,0,0,0,0,0,3.97029191355212,0,0,0,3.29583686600433,0,0,0,0,0,0,0,3.76120011569356,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.98898404656427,5,7.93371
"22",0,2.30258509299405,0,0,0,0,0,0,0,5.79909265446053,0,0,0.693147180559945,0,0,0,3.40119738166216,1.6094379124341,0,0,0,0,0,5.40717177146012,0,0,0,0,0,0.693147180559945,0,0,0,3.29583686600433,3.46573590279973,0,4.59511985013459,0,0,0,0,0,4.35670882668959,0,0.693147180559945,0,0,1.09861228866811,0,0,2,5.25227342804663,11,10.0587
"23",0,6.41673228251233,0,0,0,0,2.07944154167984,0,0.693147180559945,1.6094379124341,0,0,0,0,0,2.39789527279837,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.20469261939097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.59511985013459,6,6.84846
"24",0,6.85224256905188,0,0,0,0,1.79175946922805,0,0,0,0,0,0,0,0,4.00733318523247,0,0,0,0,0,1.79175946922805,0,3.04452243772342,0,0,0,0,0,0,0,0,0,0,0,0,3.95124371858143,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,5.14166355650266,8,6.84846
"25",0,6.0330862217988,0,0,0,0,0,0,0,1.38629436111989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.94591014905531,0,0,0,0,0,0,0,0,0,1.09861228866811,0,2.19722457733622,0,0,3.98898404656427,7,7.95479
"26",0,6.289715570909,0,0,0,3.29583686600433,3.40119738166216,0,0,0,0,0,0,0,0,0,0,0,2.83321334405622,0,0,0,0,0,0,1.38629436111989,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,2.63905732961526,0,0,0,0,0,0,0,0,4.70048036579242,8,7.95479
"27",0.693147180559945,6.78445706263764,0,0,0,0,1.38629436111989,0,0,0,0,0,0,0,0,0,0,0,3.2188758248682,0,1.38629436111989,0,0,0,2.19722457733622,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0.693147180559945,0,4.70953020131233,9,9.64599
"28",0,5.82304589548302,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0.693147180559945,0,1.38629436111989,0,0,0,0,0,0,0,0,3.8286413964891,5,7.95479
"29",1.09861228866811,5.93753620508243,0,0,0.693147180559945,0,2.89037175789616,0,0,0,0.693147180559945,0,0,0,0,4.93447393313069,0.693147180559945,0,0,0,1.6094379124341,1.38629436111989,0,0,0,0,0,0,0,0,1.38629436111989,2.30258509299405,0,0,0,1.38629436111989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.47733681447821,9,7.95479
"30",0,6.19236248947487,0,0,0,0,4.15888308335967,3.04452243772342,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,1.6094379124341,0,0,0,0,0,0,0,0,0.693147180559945,0,2.56494935746154,0,0,0,0,0,0,0,0,0,0,0,0,0,4.59511985013459,8,7.95479
"31",0,6.29341927884648,0,0,0,0,0,0,0,0,0,0,4.51085950651685,2.484906649788,0,0,0,0,0,0,5.40717177146012,0,0,0,0,0,5.57972982598622,0,0,0,0,0,0,3.13549421592915,0,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0,0,4.89034912822175,9,7.95479
"32",0,7.2841348061952,3.3322045101752,0,2.63905732961526,0,7.94413749111411,0,0,4.18965474202643,1.38629436111989,0.693147180559945,0,0,0,5.50125821054473,6.01615715969835,4.35670882668959,5.09375020080676,0,4.14313472639153,3.17805383034795,2.77258872223978,4.52178857704904,2.63905732961526,4.04305126783455,5.8664680569333,0,0,3.61091791264422,3.36729582998647,2.39789527279837,3.68887945411394,7.55799495853081,4.07753744390572,4.47733681447821,5.93224518744801,1.94591014905531,0,0,0,1.38629436111989,0,0,1.79175946922805,0,0,0,4.47733681447821,2.19722457733622,0,6.69084227741856,66,24.6967
"33",0,1.09861228866811,4.72738781871234,0,0.693147180559945,0,3.09104245335832,3.25809653802148,0,3.58351893845611,0,0,3.76120011569356,0,0,7.32118855673948,0,0,0.693147180559945,2.94443897916644,3.25809653802148,0,6.24610676548156,0,0,0.693147180559945,9.59321898141155,1.79175946922805,0,1.38629436111989,0,2.484906649788,0,0,0,0.693147180559945,8.33615081612066,0,0,0,3.66356164612965,5.12396397940326,0,0,0,1.6094379124341,0,0.693147180559945,4.30406509320417,0,1,7.57455848420248,196,37.2855
"34",0,3.40119738166216,0,0,0,0,5.72031177660741,0,0,0,0,0,3.40119738166216,0,0,0,0.693147180559945,0,0,0,0,0,0.693147180559945,0,0.693147180559945,0,4.59511985013459,0,0,0,0,0,0,0,0,8.83869681234353,3.09104245335832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.97029191355212,11,7.97103
"35",0.693147180559945,7.42535788702715,0,1.6094379124341,2.99573227355399,0,7.88720858581393,0,0,0,0,0,5.12989871492307,3.52636052461616,0,5.45958551414416,2.30258509299405,0,3.78418963391826,0,5.54907608489522,5.26785815906333,0,3.09104245335832,3.25809653802148,0,1.94591014905531,3.61091791264422,0,2.63905732961526,0,0,0,6.90575327631146,0,6.4281052726846,4.17438726989564,0,0,0,0,0,4.63472898822964,4.40671924726425,1.09861228866811,0,4.27666611901606,0,0,0,0,6.48920493132532,26,14.5995
"36",0,3.73766961828337,0,0,0,1.38629436111989,5.28320372873799,0,1.94591014905531,1.6094379124341,5.59842195899838,0.693147180559945,0,0.693147180559945,3.8286413964891,0.693147180559945,6.74051935960622,0,2.07944154167984,2.63905732961526,0,4.59511985013459,0,0,0,2.77258872223978,0,0,0,1.94591014905531,0,0,4.44265125649032,7.77904864492556,0,2.77258872223978,6.01859321449623,3.8286413964891,2.70805020110221,3.80666248977032,1.09861228866811,2.07944154167984,0,0,2.07944154167984,0,0,0,1.94591014905531,1.09861228866811,1,6.05678401322862,38,28.8029
"37",0,0,0,3.29583686600433,0,0,0,4.74493212836325,0,0,0,5.34233425196481,0,2.89037175789616,0.693147180559945,0,0,0,0,3.80666248977032,3.49650756146648,4.17438726989564,4.98360662170834,0,0,1.09861228866811,6.5510803350434,0.693147180559945,0,0,0,0,0,0,0,0,5.06259503302697,4.23410650459726,0,0,0,0,3.8286413964891,0,0.693147180559945,0,0,0,0,0.693147180559945,0,5.5683445037611,7,8.11626
"38",0,0,0,0,0,0,0,0,0,4.02535169073515,3.63758615972639,0,0,0,0,0,3.91202300542815,0,0.693147180559945,0,0,3.89182029811063,0,0,0,0,0,0,0,0,0,0,1.09861228866811,4.85981240436167,0,3.2188758248682,0,0,0,0.693147180559945,0,0,1.6094379124341,0,0,2.07944154167984,0.693147180559945,2.30258509299405,0,0,0,3.04452243772342,2,2.96868
"39",0,3.09104245335832,0,2.30258509299405,0,0,4.15888308335967,4.83628190695148,1.09861228866811,0,1.09861228866811,0,0,0,0,0,0,0.693147180559945,0,3.78418963391826,0,0.693147180559945,3.36729582998647,2.89037175789616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.30258509299405,0.693147180559945,0,0,0,1.38629436111989,0,0.693147180559945,0,0,0,4.14313472639153,6,6.89725
"40",0,0,0,0,0,0,4.68213122712422,0,0,1.09861228866811,0,0,0,0,0,0,0.693147180559945,0.693147180559945,0,0,0.693147180559945,8.51919119407891,0,0,2.99573227355399,0,0,0,0,0,0,1.38629436111989,0,0,0,4.94875989037817,0,0,0,0.693147180559945,5.25227342804663,0,0,0,0,2.07944154167984,0,0,0,0,0,2.77258872223978,5,7.97103
"41",0,0,0,0.693147180559945,1.09861228866811,0,0,0,0,5.01727983681492,4.35670882668959,0,0,3.2188758248682,0,4.14313472639153,0,0,0,0,0,0.693147180559945,0,5.14166355650266,5.29831736654804,0,0.693147180559945,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,2.77258872223978,0,6.39024066706535,0,0,1.38629436111989,19,18.3087
"42",1.79175946922805,0.693147180559945,0,0,0,0,0,0,0,6.09807428216624,0,0,4.20469261939097,0,0,0,3.68887945411394,0,0,0,0,4.84418708645859,0,1.94591014905531,2.484906649788,0,1.38629436111989,0,0,0,0,0,0,0.693147180559945,0,7.42117752859539,4.0943445622221,0,0,0,0,0,0,0,0,0.693147180559945,0.693147180559945,0,5.86078622346587,0,0,4.66343909411207,23,14.6512
"43",0,5.72031177660741,0,0,0,0,2.99573227355399,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.04452243772342,0,0,0,0,0,0,0,0,0,0,2.39789527279837,0,0,0,0,0,0,0,0,0,0,3.87120101090789,5,7.95479
"44",0,5.32787616878958,0,0,0,0,2.19722457733622,1.6094379124341,0.693147180559945,0,0,0,0,0,0,0,0,0.693147180559945,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,3.78418963391826,0,0.693147180559945,0,0,0,0,0,0,0,3.46573590279973,3,7.95479
"45",0,6.22851100359118,0,0,0,0,2.484906649788,0,0,0,0,0,0.693147180559945,1.6094379124341,0,2.77258872223978,0,0,0,0,3.89182029811063,0,0,0,0,0,0,0,0,0,0,0,0,4.15888308335967,0,2.99573227355399,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,4.31748811353631,6,2.96868
"46",0,5.65599181081985,0,0,0,0,0,0,0,0,0,0,3.73766961828337,0,0,0,0,0.693147180559945,0,0,2.19722457733622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.94591014905531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.97029191355212,5,7.95479
"47",0,5.78996017089725,0,0,0,0,3.13549421592915,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,3.85014760171006,0,4.0943445622221,6,7.95479
"48",0,6.30627528694802,0,0,0,0,1.09861228866811,0,0,1.38629436111989,0,0,2.99573227355399,0,0,1.79175946922805,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.67282883446191,8,7.95479
"49",0.693147180559945,6.3261494731551,0,0,0,0,2.83321334405622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,2.77258872223978,0,0,0,2.63905732961526,0,0,0,0,0,0.693147180559945,0,0,0,0,4.68213122712422,8,7.95479
"50",0.693147180559945,6.11146733950268,0,1.38629436111989,0,0,2.19722457733622,0,0,0,0,0,0,0,0,0,0,0,2.94443897916644,0,0,0,5.28826703069454,0,0,1.09861228866811,0,0,0,0,0.693147180559945,1.94591014905531,0,0,0,0,0,0,0,0,0,0,5.24702407216049,0,0,0,0,0,1.38629436111989,0,1,5.39816270151775,9,14.7589
"51",0,4.88280192258637,0.693147180559945,0,0,0,3.49650756146648,0,0,0,0,0,0,0,0,0,1.94591014905531,0,0,0,0.693147180559945,0,0,0,0,2.94443897916644,0,0,0.693147180559945,0,0,0,0,0,0,3.73766961828337,0,0,1.09861228866811,0,0,0,1.09861228866811,0.693147180559945,0,0,0,1.79175946922805,0,0,0,2.70805020110221,1,6.70304
"52",0,5.07517381523383,0,0,0,0,3.46573590279973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0.693147180559945,2.94443897916644,0,0,0,0,0,0,0,0,0,4.31748811353631,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,2.94443897916644,1,6.70304
"53",0,7.34536484041687,0,0,0,0,2.63905732961526,0,0,0,0,0,0,0,0,2.83321334405622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38629436111989,0,0,0,0,0,0.693147180559945,0,0,0,0,0,2.39789527279837,0,0,5.34233425196481,14,9.64335
"54",0,3.76120011569356,0,0,0,0,3.8286413964891,0,0,0,0,0,1.6094379124341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.89182029811063,1.6094379124341,3.95124371858143,0,0,0,0,0,4.14313472639153,0,0,2.77258872223978,0,0,0,0,0,0,3.2188758248682,0,4.07501
"55",0,6.34738920965601,4.34380542185368,0,1.94591014905531,0,5.74939298590825,3.66356164612965,0,2.19722457733622,5.00394630594546,0,1.38629436111989,0,0,2.484906649788,2.77258872223978,1.09861228866811,2.89037175789616,0,0,3.91202300542815,3.95124371858143,0,0,0,0,0,2.94443897916644,1.09861228866811,0,4.26267987704132,0,7.06646697013696,0,0,5.38449506278909,0,1.38629436111989,2.56494935746154,0,6.22851100359118,0.693147180559945,0,0,0,0,4.24849524204936,0,0,0,5.84354441703136,38,21.3966
"56",2.70805020110221,0,0,0,0,1.09861228866811,2.77258872223978,1.94591014905531,0,5.30330490805908,6.26339826259162,0,0,0,0,0,7.4079243225596,0,0,5.03043792139244,0,3.40119738166216,2.19722457733622,0,0,0,2.77258872223978,0,0,0,2.83321334405622,0,6.21660610108486,4.70048036579242,0,0,5.46383180502561,0,0,1.09861228866811,0,2.30258509299405,4.72738781871234,0,0,3.04452243772342,0,4.15888308335967,3.93182563272433,0,0,5.64544689764324,54,29.1299
"57",0,6.48004456192665,0,0,0,0,4.53259949315326,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.95582705760126,8,7.95479
"58",0,6.39024066706535,2.39789527279837,0,0,0,0,0,0,2.77258872223978,0,0,0,0,0,0,0,0,1.38629436111989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.34380542185368,7,6.84846
"59",0,5.82304589548302,0,0,0,0,2.83321334405622,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,3.71357206670431,0,4.0943445622221,6,7.95479
"60",0,0,0,1.09861228866811,0,0,5.27811465923052,0,0,0.693147180559945,0,0,0,0,0,2.94443897916644,0,0,0,0,0,6.28226674689601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0,6.33859407820318,0,0,0,0,0,0,0,0,0,0,2.77258872223978,7,7.76307
"61",0,0.693147180559945,0,0,0,0,2.19722457733622,0,0,8.11999382772511,1.94591014905531,0,0,0,0,0,4.92725368515721,1.79175946922805,0,0,0.693147180559945,3.76120011569356,0,4.36944785246702,0,0,6.87316383421252,0,0,0,0,2.63905732961526,0,0,0,1.94591014905531,2.56494935746154,0,1.09861228866811,0,3.52636052461616,0.693147180559945,5.66988092298052,0,0,0,1.09861228866811,0.693147180559945,7.69666708152646,0,1,7.00940893270864,110,31.5924
"62",0,0.693147180559945,0,0,0.693147180559945,0,5.66988092298052,0,0,0,0,5.18738580584075,0,0,0,0,0,0,1.09861228866811,0,0,4.23410650459726,5.36129216570943,0,0,0,1.38629436111989,0,0,0,0.693147180559945,0,0,0,0,0,0,2.63905732961526,5.64544689764324,0,0,6.95081476844258,0,0,0,0,0,0,0,0.693147180559945,0,5.97635090929793,24,12.8915
"63",0,0,0,0,0,0,0,0,0,4.02535169073515,1.6094379124341,0,2.70805020110221,0,0,0,0,0.693147180559945,0,0,0.693147180559945,0,0,1.38629436111989,0,0,0,0,0,0,0,0,0,3.66356164612965,0,0,0,0,0,0,0,0,0,0,0,2.19722457733622,0,0,0,0,0,3.04452243772342,5,1.66466
"64",0,1.09861228866811,0,0,0,0,0,0,1.09861228866811,0,0,0,2.83321334405622,0,0.693147180559945,4.79579054559674,0,0,0,0,0,0,5.18178355029209,4.61512051684126,0,0.693147180559945,6.0330862217988,4.46590811865458,0,0,0,0,0,1.09861228866811,0,0,2.39789527279837,5.97888576490112,0.693147180559945,0,0,7.21964204013074,3.58351893845611,1.09861228866811,0,2.19722457733622,0,0,0,0,1,6.45990445437753,36,16.6898
"65",0,6.30809844150953,0,0,0,0,4.17438726989564,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.67282883446191,10,7.95479
"66",0,5.32300997913841,0,0,0,0,2.39789527279837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.40119738166216,5,7.95479
"67",0,6.48768401848461,0,0,0,0,4.06044301054642,0,0,0,0,0,0,0,0,3.87120101090789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.94591014905531,0,0,0,0,0,0,0,0,0,0,4.95582705760126,5,6.84846
"68",0,6.80903930604298,0,0,0,0,0.693147180559945,0,0,2.77258872223978,0,0,3.87120101090789,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,0,3.85014760171006,0,0,1.09861228866811,0,0,0,0,0.693147180559945,0,0,0,0.693147180559945,0,0,4.95582705760126,9,8.43242
"69",0,6.65801104587075,0,0,0,0,0,0,0,0,0,0,2.07944154167984,0,0,3.87120101090789,0,0,0,0,0,0,1.79175946922805,0.693147180559945,0,0,0,1.09861228866811,0,1.09861228866811,0,0,0,0,0,0,0,0,1.38629436111989,0,0,0,0,0,0,0,1.09861228866811,0,0,0,0,4.77912349311153,8,6.84846
"70",0.693147180559945,1.09861228866811,0.693147180559945,0.693147180559945,0,0,2.484906649788,0.693147180559945,0,1.79175946922805,0,0,4.02535169073515,0,0,0,0,0.693147180559945,0,0,1.6094379124341,0,0,0,0.693147180559945,0,4.39444915467244,0,0,0,0,0,1.38629436111989,3.76120011569356,0,4.58496747867057,0,0,0,0,0,0,0,0,0,0,0,0,3.09104245335832,2.07944154167984,0,2.77258872223978,2,2.96868
"71",0,6.00881318544259,0,0,0.693147180559945,0,3.04452243772342,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0.693147180559945,0,0,0.693147180559945,0,0,0,0,1.38629436111989,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,4.29045944114839,8,7.95479
"72",0,6.41017488196617,0,0,0,0,3.58351893845611,0,0,0,0.693147180559945,0,0,0,0,3.29583686600433,0,0,0,0,0,0,0,0,0,0,2.39789527279837,0,0,0,0,0,0,0,1.6094379124341,0,0,0,0,0,0,0,0,0,0,0,1.38629436111989,0,4.48863636973214,0.693147180559945,0,4.70048036579242,10,7.95479
