"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","bug","loc","bf","hcm"
"11",0,0,0,0,1.6094379124341,0.693147180559945,0,0,0,0,0,0,0,0,0,4.00733318523247,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,1.94591014905531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,4.64439089914137,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,3.61091791264422,0,0,0,0,0.693147180559945,0,0,0,0,1,0
"12",0.693147180559945,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,2.56494935746154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,1.09861228866811,0,0,0,0,0,0,0,0,3.40119738166216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,1.38629436111989,1,7.82241
"13",0.693147180559945,0,0,1.38629436111989,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.56494935746154,4.36944785246702,0,0,0,0,0,1.38629436111989,0,0,1.79175946922805,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,4.44265125649032,0,0,0,0,0,0,1.38629436111989,0,0,0,0,0,1.38629436111989,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,6.04737217904628,0,0,0,0,0,0,4.12713438504509,0,3.80666248977032,4,7.99162
"14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.11087386417331,0,0,0,0,1.09861228866811,0,0,0,5.54126354515843,0,3.09104245335832,0,0,0,0,0,0,3.25809653802148,1.6094379124341,0.693147180559945,0,0.693147180559945,0,0.693147180559945,0,0,3.58351893845611,1.6094379124341,0,4.4188406077966,5.61677109766657,0,0,0.693147180559945,0,0,1.6094379124341,0,0,0,0,0,0,3.85014760171006,0.693147180559945,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0,0,0,1.79175946922805,0,0,5.44241771052179,0,0.693147180559945,1.38629436111989,1.79175946922805,0,0,0,0,0,0,0,0,2.63905732961526,0.693147180559945,0,0,0,0,0,0,1,4.82028156560504,14,10.2625
"15",0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,3.63758615972639,0,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.30258509299405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.94591014905531,1,0
"16",1.38629436111989,0,0,0,1.09861228866811,1.6094379124341,0,0,0,0,0,0,0,0,0,5.4553211153577,1.38629436111989,0,2.56494935746154,0,0.693147180559945,0,0,0,7.85438121065236,1.38629436111989,0,3.17805383034795,0,0,0,5.71373280550937,0,0,1.94591014905531,0,0.693147180559945,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,1.79175946922805,0,0,0,0,0,0,1.09861228866811,0,3.2188758248682,0,0,0,0,0,0,1.09861228866811,0,0.693147180559945,0,0,1.6094379124341,0,0,8.04782935745784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.17438726989564,0,0.693147180559945,0,1.09861228866811,4.26267987704132,1,5.85220247977447,19,20.2197
"17",0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,4.89783979995091,0.693147180559945,0,0,1.38629436111989,0,0,0,0,4.52178857704904,0,0,0,2.19722457733622,0,0,0,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.77258872223978,0,0,0,0.693147180559945,0,0,1.38629436111989,0,0,0,0,0,0,1.09861228866811,0,0,0,0,0,2.94443897916644,0,2.99573227355399,0,0,0,0,0,6.47389069635227,2.89037175789616,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,1.09861228866811,0,0,0,2.77258872223978,0,4.11087386417331,0,4.38202663467388,10,13.4356
"18",0,0,0,0,0,0,0,3.68887945411394,0,0,0,0,0,0,0,2.07944154167984,5.01063529409626,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,2.70805020110221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,1.38629436111989,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19722457733622,0,0,0,0,0,4.70048036579242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.76120011569356,0,5.07933
"19",0.693147180559945,0,1.09861228866811,1.79175946922805,4.27666611901606,0,0,0,0,0,1.94591014905531,0,0,0,4.20469261939097,0,5.03695260241363,0,0,0,0,0,4.36944785246702,0,5.75574221358691,0,0,0,2.07944154167984,0,4.58496747867057,0,0.693147180559945,0,5.10594547390058,0,0,0,0,0,0,0,0,0,1.09861228866811,3.89182029811063,0,0,0,0,0,5.10594547390058,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,1.6094379124341,0.693147180559945,0,0,0,0,0,0,0,0,5.01063529409626,0,0,0,0,0,0,0,0,0,0,0,0,3.40119738166216,0,0,0,0,0,0,0,1,4.85981240436167,6,13.0232
"20",0,0,5.44241771052179,0,0,0,0,0,0,0,0,0,0,0,0,2.89037175789616,0,0,0,1.09861228866811,0,0,1.09861228866811,0,0,0,0,0,0,0,0,4.26267987704132,0,0,0,0,0,0,0,3.36729582998647,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,4.77068462446567,0,0,0,0,0,0,0,0,0,4.24849524204936,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.94591014905531,0,0,0,0,0,0,4.46590811865458,0,4.12713438504509,6,4.13346
"21",1.94591014905531,0,5.20948615284142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.68887945411394,2.39789527279837,0,0,0,0,0,0,3.52636052461616,0.693147180559945,0,0,0,0,0,0,0,0,0,3.13549421592915,0,0,0,0,0,0,0,0,1.6094379124341,0,0,0,0,0,0,0,0,0,0,0,2.94443897916644,0,0,0,0,0,0,3.49650756146648,2.89037175789616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,1.38629436111989,0,3.98898404656427,5,7.93371
"22",5.48479693349065,0,2.07944154167984,0,0,0,0,0,3.80666248977032,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,4.0943445622221,0,0,1.79175946922805,0,0,0,0,0,4.99043258677874,0,0,0,0,0.693147180559945,0,4.71849887129509,0,0,3.2188758248682,0.693147180559945,0.693147180559945,0,0,0,0,0,0,0,1.94591014905531,0,0,0,0,0,0,3.89182029811063,0,0,0,0,3.2188758248682,0,0,0,0,0,0,0,0,0.693147180559945,3.61091791264422,0,0,0,0,0,0,0,0,0,0,0,0,4.06044301054642,0,0,0,0,2.39789527279837,0,2.19722457733622,0,0,0,0,0,2,5.25227342804663,11,10.0587
"23",3.3322045101752,0,6.43133108193348,0,0,0,0.693147180559945,0,0,0.693147180559945,0,0,0,0,0,0.693147180559945,0,0,0,0,0,1.09861228866811,1.38629436111989,0,0,0,0,0,0,0,0,0,0,1.38629436111989,0.693147180559945,0,0,0.693147180559945,0,1.6094379124341,0,0,0,0,0,0,0,0,0,0,0,0,2.19722457733622,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.13549421592915,1.38629436111989,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,4.59511985013459,6,6.84846
"24",4.90527477843843,0,6.75110146893676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38629436111989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,4.04305126783455,0,0,0,0,0,0,2.63905732961526,0,0.693147180559945,2.94443897916644,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.14166355650266,8,6.84846
"25",0,0,6.00388706710654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,2.70805020110221,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,1.38629436111989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,2.39789527279837,0,3.98898404656427,7,7.95479
"26",0,0,4.96284463025991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38629436111989,0,0,5.94017125272043,0,0,0,3.71357206670431,0,3.04452243772342,0,0,1.09861228866811,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.94443897916644,2.99573227355399,0,0,0,0,0,0,4.70048036579242,8,7.95479
"27",0.693147180559945,0,6.2803958389602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,5.08140436498446,0,0.693147180559945,0,5.41610040220442,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,4.70953020131233,9,9.64599
"28",0,0,5.57972982598622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.07944154167984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,3.76120011569356,0,0,0,3.17805383034795,0,0,0.693147180559945,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,3.8286413964891,5,7.95479
"29",1.38629436111989,0,5.97888576490112,2.30258509299405,0,0,0,0,0,0,0,0,2.89037175789616,0,0,0,0,0,0.693147180559945,0,2.484906649788,0,0,2.484906649788,1.38629436111989,0,0,0,0,0,0,1.09861228866811,0,0,0,0.693147180559945,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38629436111989,0,2.07944154167984,0,4.54329478227,0.693147180559945,0.693147180559945,0.693147180559945,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.47733681447821,9,7.95479
"30",0,0,5.27299955856375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,3.36729582998647,0,0,0,0,0,0,5.88887795833288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,1.09861228866811,0,0,1.09861228866811,0,0,0,4.59511985013459,8,7.95479
"31",0,0,3.17805383034795,0,0,0,0,0,0,0,0,1.38629436111989,0.693147180559945,0,0,1.38629436111989,0,1.09861228866811,0,0,0,0,1.38629436111989,0,0,0.693147180559945,0,2.30258509299405,0,0,0,0,0,0,0,0,0,4.35670882668959,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0.693147180559945,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,6.91572344863131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,2.83321334405622,0,4.89034912822175,9,7.95479
"32",0,0,6.01126717440416,0,0.693147180559945,0,4.72738781871234,0,4.07753744390572,5.45958551414416,0,0,2.30258509299405,1.94591014905531,2.30258509299405,4.34380542185368,0,0,0,0,0,0,5.90808293816893,1.6094379124341,6.51767127291227,1.38629436111989,0,0,0,0,0,3.43398720448515,2.19722457733622,3.17805383034795,3.76120011569356,2.63905732961526,4.17438726989564,1.09861228866811,0,0,0,0,5.62040086571715,0,0,0,0,0,0,0,0,0,6.70196036600254,1.09861228866811,1.38629436111989,0,0,0,3.04452243772342,1.38629436111989,0,0,1.6094379124341,6.76272950693188,4.38202663467388,0,0.693147180559945,5.05624580534831,0,0,5.51745289646471,0,0,5.50533153593236,3.91202300542815,0,0.693147180559945,3.46573590279973,0,0,0,0,0,0,0,3.13549421592915,0.693147180559945,2.19722457733622,3.95124371858143,0,0,0,6.28785856016178,0,0,0,0,0,0,8.00269416228394,0,6.69084227741856,66,24.6967
"33",0,0,0,2.89037175789616,0,3.98898404656427,0.693147180559945,0,0,0,0,0,4.39444915467244,0,0.693147180559945,0,1.6094379124341,0,0,2.484906649788,1.09861228866811,0.693147180559945,4.77068462446567,1.6094379124341,0,1.09861228866811,5.29330482472449,2.83321334405622,0,0,1.38629436111989,3.46573590279973,0,0,1.09861228866811,0,0,3.63758615972639,0,2.30258509299405,0,6.11146733950268,1.94591014905531,0,3.95124371858143,0.693147180559945,0,0,0.693147180559945,2.39789527279837,0,0,9.8853744971092,0,0,0,0,0,2.83321334405622,0,2.19722457733622,0,0,0.693147180559945,4.49980967033027,0,0,0,0,1.79175946922805,0,0,0,2.77258872223978,5.86078622346587,0,0,3.93182563272433,0,0,0,0,0.693147180559945,0,0,0,0,3.78418963391826,0.693147180559945,0,0,0,0,0,4.23410650459726,0,0,3.97029191355212,0,0,1,7.57455848420248,196,37.2855
"34",0,0,2.19722457733622,0,0,0,0,0,0,0,0,0,2.70805020110221,3.2188758248682,0,2.77258872223978,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,1.79175946922805,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,1.38629436111989,1.6094379124341,0,0,0,0,4.46590811865458,0,0,0,0,0,0,0,0,0,0,2.63905732961526,0.693147180559945,0,0,4.06044301054642,0,0,0,8.86049916761602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,4.60517018598809,0,3.97029191355212,11,7.97103
"35",0,2.07944154167984,7.4312996751559,0,0,0.693147180559945,4.51085950651685,0,0,5.0998664278242,0,0,2.30258509299405,0,0,7.15539630189673,2.94443897916644,0,0,0.693147180559945,1.6094379124341,1.09861228866811,0,2.484906649788,5.4380793089232,3.13549421592915,2.39789527279837,1.09861228866811,1.09861228866811,0,0.693147180559945,4.71849887129509,0,0,0,0,3.17805383034795,4.99721227376411,0,0,0,0.693147180559945,6.97166860472579,0,2.07944154167984,0,0,0,1.38629436111989,0,0,0,5.10594547390058,0,0,0,0,0.693147180559945,0,0,0,0,3.63758615972639,6.50578406012823,3.52636052461616,0,0,2.99573227355399,0,2.19722457733622,0,4.23410650459726,0.693147180559945,3.2188758248682,4.20469261939097,0,0,0,0,0,0,0,0,3.61091791264422,0,0,3.55534806148941,1.09861228866811,3.46573590279973,0,2.07944154167984,0,2.77258872223978,4.14313472639153,4.17438726989564,0,0,0,0,7.00306545878646,0,6.48920493132532,26,14.5995
"36",0,0,1.09861228866811,1.6094379124341,0,0,4.71849887129509,0,3.2188758248682,0,0,0,0,0.693147180559945,0,4.65396035015752,0,0,0,2.484906649788,3.63758615972639,0,7.40974195408092,0,6.35610766069589,1.94591014905531,0.693147180559945,0,3.66356164612965,1.6094379124341,0,2.63905732961526,3.09104245335832,0,0,2.39789527279837,0,0,0,3.80666248977032,0,0,0,0,0,0,0,0,0,0.693147180559945,0,2.19722457733622,3.40119738166216,0,1.09861228866811,0,1.6094379124341,0,0,0,2.89037175789616,3.3322045101752,0,3.52636052461616,0.693147180559945,0,0,0,1.38629436111989,0,2.77258872223978,0,0,1.6094379124341,0,0,0,0.693147180559945,1.38629436111989,0,0,0,2.07944154167984,0,0,0,0,2.63905732961526,3.63758615972639,0,0,0,6.92362862813843,4.64439089914137,0,3.55534806148941,0,0,3.09104245335832,6.29526600143965,1,6.05678401322862,38,28.8029
"37",3.13549421592915,0,0,0,0,0,1.09861228866811,0,2.99573227355399,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,6.35262939631957,0,0,3.49650756146648,0.693147180559945,0,0,1.94591014905531,4.33073334028633,3.58351893845611,0,0,0,0,0,1.94591014905531,4.18965474202643,0.693147180559945,0,2.484906649788,4.77912349311153,0,3.36729582998647,6.00388706710654,0,0,0,0,0,0,3.58351893845611,0.693147180559945,0,1.6094379124341,0,0,1.6094379124341,0,0,2.39789527279837,2.07944154167984,0.693147180559945,0,0,0,3.13549421592915,0.693147180559945,0,0,0,0,0.693147180559945,3.61091791264422,0.693147180559945,0.693147180559945,0,0.693147180559945,0,0,0,0,0,0,0,2.56494935746154,0,0,0,0,4.00733318523247,0,0,3.55534806148941,0,0,0,0,0.693147180559945,0,5.5683445037611,7,8.11626
"38",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,3.49650756146648,0,0,0,0,0,1.09861228866811,0,3.76120011569356,0,0,0,0,0,0,3.09104245335832,0,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0.693147180559945,0,0,0,0.693147180559945,0,0,0,1.6094379124341,0.693147180559945,0,0,0,0,0,0,0.693147180559945,0,0,0.693147180559945,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0,1.09861228866811,0,3.09104245335832,0,0,0.693147180559945,0,4.68213122712422,0,0,0,0,0,0,4.8283137373023,0,3.04452243772342,2,2.96868
"39",0,0,2.63905732961526,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,3.68887945411394,0,0,0,0,0,0,0,4.4188406077966,0,0,0,0.693147180559945,0,0,0,0,0,0,0.693147180559945,4.14313472639153,0,2.89037175789616,2.77258872223978,0,0,0,1.38629436111989,0,0,0,0,0,0,0,0,1.94591014905531,0,0,2.89037175789616,0,0,1.6094379124341,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0.693147180559945,3.97029191355212,0,0,0,1.09861228866811,0,0,0,0,2.07944154167984,0,0,0,0,0,0.693147180559945,0,0,0,4.14313472639153,6,6.89725
"40",0.693147180559945,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0.693147180559945,0,0,0,0.693147180559945,0,0,0,0.693147180559945,0,0,0,0,0,1.09861228866811,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,3.71357206670431,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38629436111989,0,0,1.38629436111989,0,0,2.07944154167984,0,0,0,0,0,1.79175946922805,1.79175946922805,0,0,0,0,0,0,7.4759059693674,0,0,0,0,0,0,0,8.20138595523861,0,2.77258872223978,5,7.97103
