"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","bug"
"44",0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0,1.09861228866811,0,4.77068462446567,0
"45",0,0,0,3.66356164612965,0,0,0.693147180559945,2.94443897916644,0,2.83321334405622,0,3.97029191355212,0.693147180559945,0,0,0,1
"46",0,0,0,0,0,0,0,0,0,0,0,0,0,2.83321334405622,1.6094379124341,3.25809653802148,0
"47",3.52636052461616,3.09104245335832,0,0,0,0,0,0,2.70805020110221,4.92725368515721,4.39444915467244,0,3.80666248977032,4.14313472639153,3.09104245335832,7.92732436030979,1
"48",0,0,0,0,0,0,4.969813299576,0,0,0,4.85981240436167,4.81218435537242,0,0,0,0,2
"49",2.30258509299405,0,0,0,0,0,0,4.02535169073515,0,0,0,5.89164421182577,0,0,0,0,1
"50",2.99573227355399,0,0,0,3.71357206670431,4.85981240436167,0,0,0,0,0,4.90527477843843,0,0,0,0,1
"51",5.37989735354046,0,1.94591014905531,0,0,3.17805383034795,0,0,0,2.77258872223978,0,0,0,0,0,3.87120101090789,0
"52",0.693147180559945,0,0,0,0,0,0,0,0,4.04305126783455,1.79175946922805,0,0,4.33073334028633,2.484906649788,4.91265488573605,0
"53",0,0,0,0,0,0,0,0,0,0,0,0,0,1.6094379124341,0,0.693147180559945,0
"54",1.09861228866811,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0
"55",0,0,0,0,0,0,0,0,0.693147180559945,0,4.06044301054642,0,0,0,0.693147180559945,6.08677472691231,0
"56",4.63472898822964,0.693147180559945,0,0,0,0,0,5.28826703069454,0,0,1.79175946922805,0,0,0,0.693147180559945,0,2
"57",0,0,0,0,0.693147180559945,0,0,3.13549421592915,0,0,0,0,0,2.30258509299405,4.04305126783455,0,1
"58",0,2.70805020110221,0,0,0,0,2.70805020110221,0,3.87120101090789,0,3.55534806148941,0,0,1.09861228866811,0,0,0
"59",0,0,0,6.30627528694802,3.66356164612965,0,0,4.0943445622221,0,0,0,5.68357976733868,0,0,0,0,0
"60",0,0,0,0,0,0.693147180559945,0,0,0,0.693147180559945,0,2.39789527279837,0,1.38629436111989,5.39362754635236,1.38629436111989,0
"61",0,0,1.6094379124341,0,0,0,0,0,0,0,0,0,0,2.94443897916644,0,0,0
"62",0,0,0,0,0,0,6.80128303447162,0,0,0,0,0,0,0,0,0,1
"63",0,0,3.40119738166216,0,0,0,0,0,0,0,5.01063529409626,4.70048036579242,1.09861228866811,0,0,6.07764224334903,1
"64",6.24027584517077,0,0,3.71357206670431,0,3.25809653802148,3.36729582998647,5.605802066296,0,3.8286413964891,0,2.39789527279837,7.24636808010246,5.03695260241363,3.80666248977032,0,1
"65",0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,1.79175946922805,0,0,0
"66",0,4.14313472639153,0,0,4.55387689160054,0,0,0,0,1.09861228866811,3.36729582998647,5.29831736654804,4.49980967033027,4.00733318523247,3.76120011569356,1.6094379124341,3
"67",0.693147180559945,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0.693147180559945,0
"68",0,0,1.38629436111989,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0
"69",3.93182563272433,0,0,0,1.6094379124341,0,0.693147180559945,4.06044301054642,0,0.693147180559945,0,2.07944154167984,0,0,0,0,1
"70",0,0,1.6094379124341,0,0,0,0,0,0,0,0,0,0,2.83321334405622,0,0,0
"71",0,0,0,0,0,6.38519439899773,4.70953020131233,2.39789527279837,1.6094379124341,0,0,0,0,0,0,2.30258509299405,0
"72",3.09104245335832,0,0,0,0,2.89037175789616,2.89037175789616,0,0,0,0,0,0,3.29583686600433,0,4.24849524204936,0
"73",0,0,1.09861228866811,0,0,0,0,1.38629436111989,0,0,0,0,0,0,0,0,0
"74",0,6.04737217904628,3.2188758248682,0,0,4.93447393313069,0,0,0,0,0,0,0,1.09861228866811,1.38629436111989,0,1
"75",4.4188406077966,0,0.693147180559945,0,1.38629436111989,0,0.693147180559945,0,0,0,0,0,0,3.04452243772342,4.71849887129509,4.06044301054642,0
"76",4.31748811353631,0,0,0,0,0,0,1.38629436111989,5.65248918026865,5.8111409929767,0,0,4.00733318523247,5.48893772615669,4.35670882668959,0,0
"77",0,0,0,0,0,2.30258509299405,0.693147180559945,0,6.39692965521615,0,0,0,0,0,0,0.693147180559945,0
"78",0,0,0,0,0,4.15888308335967,0,0,4.17438726989564,4.11087386417331,0,0,0,0,2.70805020110221,4.27666611901606,0
"79",3.13549421592915,0,5.68017260901707,0,0,4.27666611901606,2.94443897916644,8.88294679928817,0,0.693147180559945,0,4.96284463025991,0,0,3.58351893845611,0,3
"80",1.09861228866811,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0
"81",0,0,3.97029191355212,0,0,0,0,0,0,0,0,0,0,2.56494935746154,0,0,0
"82",0,0,0,0,0,0,0.693147180559945,0.693147180559945,0,6.31535800152233,0,0,0,5.97126183979046,0,0,0
"83",0,2.07944154167984,0,0,0,0,3.61091791264422,0,0,0,3.49650756146648,4.85203026391962,0,0,0,0,2
"84",1.09861228866811,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0
"85",0,0.693147180559945,0,0,0,0,0,0,0,0,0,1.09861228866811,0,3.3322045101752,0,0,0
"86",0,0,0,8.40938523878193,7.69666708152646,0,1.09861228866811,0,0,0,0,2.30258509299405,1.38629436111989,0,3.89182029811063,0,13
"87",0,0,0,0,0,0,6.65544035036765,0,0,0,0,0,0,0,0,0,1
"88",2.77258872223978,0,0,0,0,3.46573590279973,4.81218435537242,0.693147180559945,1.94591014905531,0,0,0,0,0,0,0,0
"89",0,0,0,1.79175946922805,0,0,0,0.693147180559945,0,0,4.4188406077966,0,2.484906649788,0,0,0,0
"90",0,0,3.89182029811063,0,0,0,0,0,0,0,0,1.6094379124341,0,2.83321334405622,0,0,0
"91",0,0,0,0,0,4.33073334028633,4.85203026391962,0,6.04263283368238,4.89034912822175,0,0,2.63905732961526,0,0,0,0
"92",0,0,0,0,0.693147180559945,0,4.49980967033027,0,1.94591014905531,4.72738781871234,5.23110861685459,0,0,0,0,0,0
"93",0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,2.19722457733622,0,0,0
"94",2.484906649788,0,0,0,0,0,0,0,4.62497281328427,0,0,0,4.15888308335967,4.84418708645859,3.25809653802148,0,0
"95",0,0,4.46590811865458,0,0,0,0.693147180559945,1.6094379124341,0,0.693147180559945,2.99573227355399,0,3.89182029811063,0.693147180559945,6.15697898558556,4.45434729625351,0
"96",3.40119738166216,0,0,0,0,0,0,0,4.26267987704132,0,0,0,0,4.62497281328427,0,2.39789527279837,0
"97",0,3.25809653802148,0,0,3.04452243772342,0,0,7.08590146436561,0,0,0,0,0,0,5.77765232322266,0,4
"98",0,0,4.26267987704132,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"99",0.693147180559945,0,0,0,0,0,6.93244789157251,3.55534806148941,0,0,0,0,0,0,2.07944154167984,2.30258509299405,1
"100",4.77068462446567,2.56494935746154,0,0,0,0,0,6.76503897678054,0,0,0,3.95124371858143,0,0,3.49650756146648,7.00488198971286,1
"101",2.94443897916644,1.38629436111989,0,0,0,6.46302945692067,4.07753744390572,0,0,0,3.36729582998647,0,0,0,1.94591014905531,0,0
"102",0,2.07944154167984,3.61091791264422,0.693147180559945,1.38629436111989,0,0,0,0,0.693147180559945,0,2.63905732961526,0,2.99573227355399,0,0,0
"103",0,3.58351893845611,0,0,0,2.07944154167984,4.12713438504509,4.17438726989564,0,0,0,4.67282883446191,0,0,0,0,0
"104",0,0,0,0,0,0,4.26267987704132,0,0,0,0,0,0,3.43398720448515,0,4.55387689160054,0
"105",0,3.3322045101752,0,1.6094379124341,0,0,0,0,0,2.99573227355399,0,0,5.21493575760899,5.39362754635236,0,0,1
"106",3.3322045101752,0,0,0,3.71357206670431,4.8283137373023,0,0,0,0,0,4.86753445045558,0,0.693147180559945,0,0,2
"107",0,0,3.8286413964891,0,0,0,0,0,0,0,0,2.07944154167984,0,0,0,0,0
"108",3.66356164612965,0,0,0,0,0,0,2.484906649788,0,0,2.07944154167984,0,0,3.2188758248682,4.18965474202643,1.79175946922805,1
"109",5.24174701505964,6.56385552653213,1.38629436111989,0,4.8283137373023,6.57228254269401,0,0,0,0.693147180559945,3.97029191355212,0,0,0,0,0,1
"110",0,2.83321334405622,0,0,0,0,0,0,1.09861228866811,3.49650756146648,0,0,4.0943445622221,3.55534806148941,0,3.66356164612965,0
"111",5.95324333428778,0,3.2188758248682,3.13549421592915,0,3.63758615972639,0,0,0,6.57786135772105,0,0,0,1.38629436111989,1.79175946922805,4.27666611901606,0
"112",0,1.09861228866811,0,0,0,0,0,3.8286413964891,0,0,0,0,0,2.39789527279837,0,0,0
"113",3.40119738166216,3.63758615972639,3.93182563272433,0,0,0,0.693147180559945,0,0,1.94591014905531,2.39789527279837,0,3.52636052461616,2.19722457733622,6.14846829591765,0,2
"114",0,5.95583736946483,0,0,2.56494935746154,6.1463292576689,0,0,0,0,3.3322045101752,3.46573590279973,0,0,0,0,2
"115",3.73766961828337,0,0,3.29583686600433,0,0,2.99573227355399,1.6094379124341,0,0,0,5.01063529409626,0,0,0,0,1
"116",5.92157841964382,0,3.43398720448515,3.29583686600433,2.56494935746154,4.74493212836325,0,0,0,2.99573227355399,1.94591014905531,1.94591014905531,5.28320372873799,0,2.07944154167984,0,0
"117",0,1.94591014905531,0,0,0,0,0,0.693147180559945,0.693147180559945,2.484906649788,0,0,0,4.55387689160054,0,0,1
"118",0,0,4.29045944114839,0,0,0.693147180559945,0,0,0,0.693147180559945,2.94443897916644,0,0,5.01727983681492,5.29831736654804,0,0
"119",2.63905732961526,0,0,0,4.4188406077966,0,2.63905732961526,0.693147180559945,0,5.13579843705026,0,3.3322045101752,0,5.0998664278242,1.79175946922805,5.20948615284142,2
"120",0,0,3.97029191355212,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"121",0,0,1.09861228866811,0,0,0,0,0,0,0,1.09861228866811,0,0,0,0,0,0
"122",0,0,4.0943445622221,0,0,0,0,0,0,0,0,0,0,3.04452243772342,0,2.63905732961526,0
"123",0,4.35670882668959,0,0,2.77258872223978,0.693147180559945,0,3.61091791264422,6.06842558824411,0,0,4.29045944114839,0,3.71357206670431,0,1.38629436111989,1
"124",0,0,0,0,0,1.38629436111989,0,0,0,0,0,0,0,0,0,0,0
"125",0,0,0,0.693147180559945,0,0,0,3.17805383034795,0,0,0,1.38629436111989,0,2.99573227355399,1.09861228866811,0,1
"126",0,3.49650756146648,0,0,0,2.63905732961526,0,0,0,3.58351893845611,4.07753744390572,5.27811465923052,2.89037175789616,6.29894924685594,5.32300997913841,0,1
"127",0,2.07944154167984,0,0,0,0.693147180559945,0,0,0.693147180559945,4.06044301054642,2.484906649788,0,7.36264527041782,0.693147180559945,1.79175946922805,4.49980967033027,2
"128",4.15888308335967,0,0,0,1.09861228866811,2.99573227355399,0,0,7.28344822875663,0,2.39789527279837,0,2.484906649788,0,0,2.30258509299405,1
"129",4.66343909411207,0,0,0,0,1.6094379124341,0,0,7.32712329225929,5.91350300563827,0,1.6094379124341,0.693147180559945,0,0,0,1
"130",0,4.14313472639153,3.04452243772342,0,4.49980967033027,0,0,0,0,1.94591014905531,0,0,0,5.71042701737487,0,0,0
"131",3.89182029811063,0,2.19722457733622,3.36729582998647,2.30258509299405,0,0,0,0,6.12468339089421,0,1.94591014905531,5.48063892334199,0,0,0,0
"132",0,0.693147180559945,0,0,0,0,0,0,3.87120101090789,0,2.63905732961526,2.56494935746154,0,3.93182563272433,0.693147180559945,0,0
"133",0.693147180559945,0,0,0,0,0,0,0,0,2.94443897916644,1.79175946922805,0,3.80666248977032,0,0,2.94443897916644,0
"134",0,0.693147180559945,0,0,1.38629436111989,0,0,0,0,0,1.09861228866811,0,0,3.17805383034795,0,0,0
"135",0,0,0,0,0,1.38629436111989,0,0,0,0,0,0,0,0,0,0,0
"136",0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,1.79175946922805,0,0,0
"137",4.53259949315326,0,3.55534806148941,2.94443897916644,1.09861228866811,0,2.56494935746154,3.95124371858143,3.17805383034795,4.20469261939097,0,4.69134788222914,5.89164421182577,3.3322045101752,4.91265488573605,0,1
"138",0,0,0,0,0,0,0,0,0,2.77258872223978,0,0,4.68213122712422,0,0,2.63905732961526,0
"139",0.693147180559945,0,0,1.79175946922805,4.02535169073515,1.09861228866811,0,0,0,0,0,2.19722457733622,4.18965474202643,3.80666248977032,2.77258872223978,0,0
"140",0,3.98898404656427,0,0,0,1.79175946922805,0,0,0,4.15888308335967,0,0,0,6.33682573114644,0,0,0
"141",0,0,3.8286413964891,0,0,0,0,0,0,0,0,2.07944154167984,0,0,0,0,0
"142",1.38629436111989,0,0,0,3.3322045101752,2.484906649788,3.36729582998647,0,2.30258509299405,6.29526600143965,0.693147180559945,4.62497281328427,0,5.39362754635236,4.24849524204936,0,2
"143",0,4.39444915467244,4.91265488573605,0,0,5.41164605185504,0,0,0,0.693147180559945,2.484906649788,6.73340189183736,0,4.11087386417331,6.16541785423142,0,7
"144",0,1.79175946922805,0,0,0,1.09861228866811,0,0,0,1.6094379124341,0,0,5.40717177146012,0,0,5.66296048013595,2
"145",4.29045944114839,0.693147180559945,0,0,0,0,0,3.98898404656427,0,0,0,0.693147180559945,0,0,0,0,1
"146",0,1.09861228866811,0,8.42398080969406,7.66058546170326,0,0,3.49650756146648,0,0.693147180559945,0,0,2.70805020110221,0,3.25809653802148,0,5
"147",0,0,0,0,0,0,1.38629436111989,0,0,0,0,0.693147180559945,0,3.25809653802148,0,0,0
"148",3.36729582998647,0,2.99573227355399,6.78445706263764,5.74300318780948,0,0.693147180559945,0,0,4.20469261939097,0,0,2.39789527279837,0,0,4.55387689160054,0
"149",4.0943445622221,0,2.70805020110221,0.693147180559945,0,0,0,1.6094379124341,0,0,0,3.58351893845611,3.89182029811063,5.605802066296,0,4.20469261939097,2
"150",0,2.484906649788,0,0.693147180559945,0,0,0,0,0,0,2.07944154167984,3.43398720448515,0,5.95583736946483,0,4.82028156560504,0
"151",3.58351893845611,3.68887945411394,0,0,0,0,0,7.05961762829138,0,0,0,3.61091791264422,0,0,4.47733681447821,7.02108396428914,2
"152",0,0.693147180559945,0,0,0,0,1.38629436111989,0,6.5424719605068,3.52636052461616,0,2.94443897916644,1.6094379124341,0,0,0,0
"153",0,0,3.04452243772342,2.83321334405622,0,5.30826769740121,6.10479323241498,0,0,0,0,0,3.29583686600433,0,4.23410650459726,3.85014760171006,0
"154",1.38629436111989,0,0,0,0,0,0,0,4.59511985013459,2.484906649788,0,0,0,2.39789527279837,0,0,0
"155",5.07517381523383,0,0,0,0,0,1.38629436111989,0,0,0,5.80513496891649,0,0,0,0,0,2
"156",0,0,4.38202663467388,0,0,0,0,0,0.693147180559945,0.693147180559945,0.693147180559945,0,0,1.6094379124341,0,0,0
"157",3.58351893845611,0,3.61091791264422,4.7361984483945,3.55534806148941,2.56494935746154,3.93182563272433,0,0,6.27476202124194,5.89715386763674,0,4.24849524204936,1.94591014905531,3.95124371858143,3.95124371858143,0
"158",3.58351893845611,0,0,0,5.73979291217923,6.13122648948314,0,0,0,1.09861228866811,0,0,0,0,3.2188758248682,3.76120011569356,0
"159",3.80666248977032,0,4.58496747867057,1.09861228866811,4.76217393479776,3.29583686600433,0,5.99645208861902,0,0,4.34380542185368,7.09506437728713,2.56494935746154,3.66356164612965,5.8636311755981,3.36729582998647,7
"160",0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,4.20469261939097,1.6094379124341,0,0
"161",0,3.61091791264422,4.36944785246702,0,2.56494935746154,3.43398720448515,0,0,3.68887945411394,5.91079664404053,2.19722457733622,0.693147180559945,0.693147180559945,3.17805383034795,1.6094379124341,5.90536184805457,1
"162",1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"163",0,0,0,0,0,1.38629436111989,0,0,0,0,0,0,0,0,0,0,0
"164",0,0,0,0,0,0,0,0,0,0,0,0,0,1.79175946922805,0,0,0
"165",4.11087386417331,0.693147180559945,4.58496747867057,0,0,3.95124371858143,2.39789527279837,5.63121178182137,0,0.693147180559945,4.24849524204936,0.693147180559945,0,6.48157712927643,7.90322680873073,0,4
"166",3.55534806148941,0,0,0,3.29583686600433,0,0,4.7361984483945,0,0,0,1.38629436111989,0,0,4.11087386417331,0,1
"167",0,5.82008293035236,0,0,0,0,0.693147180559945,0,0,5.65599181081985,0,0,0,5.09375020080676,0,0,0
"168",1.09861228866811,2.19722457733622,0,0,3.04452243772342,0,5.10594547390058,0,0,0,4.34380542185368,0,0,0,0,0,2
"169",0,2.07944154167984,4.17438726989564,0,0,3.17805383034795,0,0,6.85751406254539,0,4.31748811353631,0,0,6.56526497003536,6.25190388316589,2.89037175789616,1
"170",0,0,1.09861228866811,0,0,0,0,4.31748811353631,0,0,0,1.09861228866811,0,5.54517744447956,5.33753807970132,0,1
"171",4.00733318523247,3.85014760171006,4.29045944114839,0,2.19722457733622,2.77258872223978,0,0,0,4.17438726989564,0,0,3.73766961828337,3.78418963391826,0,5.79909265446053,2
"172",2.70805020110221,4.77068462446567,0,0,0,4.70048036579242,0,0,0,2.39789527279837,4.72738781871234,0,2.19722457733622,5.65248918026865,1.38629436111989,6.22257626807137,1
"173",0,3.2188758248682,0,0,0,0,0,0,0,4.04305126783455,0,1.79175946922805,0,3.61091791264422,0,0,0
"174",0,0,0,0,0,0,1.94591014905531,0,4.52178857704904,0,2.19722457733622,0,0,3.55534806148941,0,0,0
"175",5.02388052084628,0,4.68213122712422,0,4.46590811865458,7.08673793451058,5.54907608489522,0,1.94591014905531,0,5.21493575760899,7.82324569068552,2.30258509299405,4.26267987704132,4.71849887129509,4.30406509320417,10
"176",0,0,0.693147180559945,0,0,0,4.34380542185368,0,0,0.693147180559945,3.87120101090789,0,0,0,0,5.92157841964382,0
"177",0,0,1.6094379124341,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0
"178",0,0,0,0,0,1.38629436111989,0,0,0,0,0,0,0,0,0,0,0
"179",0,0,0,0,0,1.38629436111989,0,0,0,0,0,0,0,0,0,0,0
"180",0.693147180559945,2.77258872223978,3.29583686600433,0,0,0,0,0,0,0,0,3.13549421592915,0,5.67332326717149,0,4.60517018598809,0
"181",0,0,3.87120101090789,0,0,0,0,0,0,0,0,0,0,3.09104245335832,0,0,0
"182",2.07944154167984,0,0,0,0,4.17438726989564,5.52942908751142,1.79175946922805,0,0,0,2.30258509299405,0,0,1.79175946922805,0,0
"183",0,0,0,0,0,0,0,0.693147180559945,0,0,0,0.693147180559945,2.83321334405622,2.77258872223978,0,0,0
"184",0,0,4.69134788222914,0,0,0,0,2.39789527279837,0,0,0,0,0,0,2.56494935746154,0,0
"185",0,1.6094379124341,0,0,1.38629436111989,0,0,0.693147180559945,2.39789527279837,0,2.99573227355399,1.79175946922805,0,0,0.693147180559945,0.693147180559945,0
"186",4.44265125649032,5.46806014113513,2.99573227355399,5.99146454710798,2.70805020110221,5.09375020080676,0,0,0,6.82110747225646,5.14166355650266,7.15148546390474,8.13739583005665,4.68213122712422,5.00394630594546,0,4
"187",6.04973345523196,1.09861228866811,0,0,0,0,0,0,0,1.6094379124341,3.87120101090789,0,0,0,0,0,1
"188",0,0,0,0,0,0,0,7.20266119652324,0,0,0,0,0,0,0,0,0
"189",0,0,1.6094379124341,3.17805383034795,0,0,0,0,0,2.77258872223978,1.09861228866811,0,4.00733318523247,5.34710753071747,0,0,1
"190",0,0.693147180559945,1.6094379124341,0,0.693147180559945,0,0,0,0,0,0,0,0,2.83321334405622,0,0,0
"191",0,2.484906649788,0,0,2.83321334405622,0,0,0.693147180559945,0,4.85203026391962,0,3.40119738166216,0,0,0,5.04342511691925,1
"192",0,0,0,0,0,0,4.46590811865458,0,2.19722457733622,0,4.46590811865458,3.58351893845611,0,0,0,0,2
"193",0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,4.23410650459726,4.30406509320417,0,1
"194",6.34212141872115,0,0,0,0,2.56494935746154,0,0,0,0,1.38629436111989,0,0,1.6094379124341,0,3.2188758248682,1
"195",0,0,4.97673374242057,0,0,5.62762111369064,6.5410299991899,0,0,0,0,5.51745289646471,2.99573227355399,5.06890420222023,0,4.24849524204936,0
"196",4.29045944114839,0,0,0,0,0,0.693147180559945,0,0,0,0,1.94591014905531,0,0,0,0,0
"197",1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"198",3.2188758248682,2.89037175789616,7.03966034986208,0,0,0,4.80402104473326,2.19722457733622,0,0,4.33073334028633,0,0,0,4.87519732320115,0,0
"199",6.92165818415113,0,1.09861228866811,0,1.09861228866811,4.02535169073515,0,0.693147180559945,0,0,0,0,0,0,0,0,0
"200",0,0,3.95124371858143,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0
"201",0,0.693147180559945,0,0,0,0,0,3.85014760171006,0,0,0,4.55387689160054,1.94591014905531,2.30258509299405,0,0,1
"202",0,4.52178857704904,0,0,3.85014760171006,2.83321334405622,0,0,6.60800062529609,2.56494935746154,3.17805383034795,3.29583686600433,4.90527477843843,5.95583736946483,0,0,2
"203",6.75110146893676,3.97029191355212,3.63758615972639,0,3.36729582998647,0,0,5.29831736654804,0,6.17378610390194,0,2.70805020110221,7.31388683163346,3.46573590279973,3.63758615972639,5.34233425196481,0
"204",2.94443897916644,0,1.09861228866811,0,0,2.19722457733622,0,4.36944785246702,0.693147180559945,0,0,0,0,0,2.99573227355399,0,1
"205",0.693147180559945,0,0,0,0,0,7.09589322109753,3.66356164612965,0,0,0,4.11087386417331,0,0,0,2.07944154167984,1
"206",0,0,0,0,0,0,0,0,5.84643877505772,0,0,0,0.693147180559945,0.693147180559945,0,0,1
"207",0,0,0.693147180559945,0,3.8286413964891,0,0,1.79175946922805,0,0,0,0,0,2.94443897916644,4.54329478227,0,1
"208",1.79175946922805,7.41997992366183,4.80402104473326,0,0.693147180559945,7.07580886397839,2.63905732961526,0.693147180559945,0,0.693147180559945,6.55961523749324,6.43133108193348,4.27666611901606,2.77258872223978,0,3.80666248977032,4
