"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","bug","loc","bf","hcm"
"11",0,0,0,0,0,0,6.62406522779989,0.693147180559945,0,1.38629436111989,0,0,0,0,0,0,1.38629436111989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,4.7361984483945,0,5.08140436498446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.35670882668959,3,6.44925
"12",0,0,0,5.30826769740121,1.09861228866811,0,1.38629436111989,0,1.09861228866811,0.693147180559945,0,0,0,0,0,0,0,0,0,1.38629436111989,0,0,1.38629436111989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.39789527279837,0,0,0.693147180559945,2.30258509299405,0.693147180559945,1.79175946922805,0,0,0,3.2188758248682,1,1.27192
"13",0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,3.61091791264422,0,0,2.83321334405622,0,0,0,2.19722457733622,0,0,0,0,0,0,0.693147180559945,0,2.19722457733622,1,0
"14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"15",0,0,0,0,0,0,0,0,0,0,0,6.25575004175337,0,5.16478597392351,0,0,0.693147180559945,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,1.6094379124341,3.13549421592915,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,1.6094379124341,1.38629436111989,0,0,0,0,0,0,0,0,4,4.84372
"16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38629436111989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"17",2.39789527279837,0,0,1.38629436111989,0,0,4.51085950651685,0,1.38629436111989,0,2.77258872223978,0,0,5.17048399503815,0,0,0,0,0,0,0,0,7.70436116791031,3.93182563272433,0,0,2.89037175789616,2.07944154167984,0,0,0,3.55534806148941,4.33073334028633,4.02535169073515,0.693147180559945,0,0,0,1.38629436111989,0,0,0,1.6094379124341,3.98898404656427,7.28207365809346,2.70805020110221,0,5.12396397940326,0.693147180559945,2.484906649788,4.76217393479776,8.2960476427647,0,2.63905732961526,0,3,7.49886973397693,29,15.3228
"18",0,0,0.693147180559945,0,0.693147180559945,0,0,0,0,0,0.693147180559945,0,0,0.693147180559945,0,0,0,0.693147180559945,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.71357206670431,0,0,2.99573227355399,0,0,0,1.38629436111989,0,0,0,0,0,0,0,0,2.30258509299405,1,0
"19",0,0,0,0,1.09861228866811,1.09861228866811,1.79175946922805,0,0,0,0,0,0,0,0,3.80666248977032,0,0,0,0,0,0,0.693147180559945,5.64897423816121,0,0,0.693147180559945,0,3.09104245335832,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,5.86078622346587,0,0,1.09861228866811,0,3.25809653802148,0,4.45434729625351,0,4.79579054559674,4,7.7601
"20",0,0,0,0,4.33073334028633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.55534806148941,0,0,0,0.693147180559945,0,0,0,0.693147180559945,2.484906649788,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,2.77258872223978,1,3.36934
"21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19722457733622,0,0,0,0,0,0,0,0,3.73766961828337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.80814248998044,0,0,0,0,1,0,1,1.05668
"22",0,0,0,2.70805020110221,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,1.38629436111989,0,3.25809653802148,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0,0,3.8286413964891,0.693147180559945,0,0,0,0,0,0,0,2.19722457733622,0,0,0,0,0,0,3.43398720448515,1,0
"23",0,0,0.693147180559945,0,0,2.07944154167984,0,0,0,4.75359019110636,0,0,0,0.693147180559945,3.36729582998647,0,4.80402104473326,0,5.16478597392351,0,0,0.693147180559945,1.09861228866811,3.46573590279973,0,0,0,1.6094379124341,0,0,0,0,4.44265125649032,0,0,0,0,0,0,0,0,0,0,0,1.38629436111989,0,0,4.54329478227,0,5.46806014113513,0,0,0,0.693147180559945,1.38629436111989,0,5.01063529409626,2,6.79581
"24",0,0,0,0,0,2.77258872223978,0,0,0.693147180559945,1.38629436111989,0,0,0,0,0,0,0,0,0,0,0,0,0,2.30258509299405,0,0,0,0,0,2.83321334405622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.04452243772342,0,0,0,0,0,0,0,4.31748811353631,0,0,3.49650756146648,2,4.04276
"25",0,0,0.693147180559945,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,1.38629436111989,0,1.79175946922805,0,0,0,0,0,0,0,0,0,0,0.693147180559945,3.2188758248682,0,0,0,0,1,4.64163
"26",0,0,0,0,0,0,0,0.693147180559945,4.26267987704132,0,0,0,0,4.76217393479776,0,0,0,0,0,0,0,0,0,0,0,0,3.52636052461616,4.61512051684126,0,0.693147180559945,0,3.49650756146648,0,6.08449941307517,3.49650756146648,0,0,0,1.09861228866811,0.693147180559945,0,0,0,0,0,0,1.79175946922805,1.09861228866811,0.693147180559945,0,3.2188758248682,3.3322045101752,0,0,0,1,4.74493212836325,6,6.45548
"27",0,0,0,0,0,1.6094379124341,0,0,0,0.693147180559945,4.75359019110636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.94443897916644,0,0,0,0,0,5.08759633523238,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,1,4.43081679884331,3,4.27148
"28",0,0,4.84418708645859,0,0,0,0,0,0,0,0,0,0,3.58351893845611,0,0,0,3.91202300542815,0,0,0,1.6094379124341,0,0,0,0,0,0,0,3.2188758248682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,2,4.18965474202643,1,0
"29",0,0,0,1.79175946922805,0,0,0,0,0,2.07944154167984,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.07944154167984,0,0,0,0,1.09861228866811,0,0,0,0,2.70805020110221,0,0,0,0,0,0,0,1.6094379124341,0,0,0,0,2.77258872223978,0,0,1.6094379124341,1,1.45568
"30",2.484906649788,0,1.38629436111989,0,0,0,0,0,1.38629436111989,0,0,0,0,0,0,0,0,0,1.79175946922805,0,0,0,1.38629436111989,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,1.09861228866811,0,0,0,1.79175946922805,0,0,0,3.49650756146648,0,0,0,0,0,0,0,2.94443897916644,0,5.33271879326537,1.38629436111989,0,4.30406509320417,3,5.03827
"31",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0.693147180559945,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,1,0
"32",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79175946922805,0,0,0,0,0,0,0,0,1,0
"33",0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,2.77258872223978,0,0,0,0,0,0,0,0,0,4.26267987704132,0,0,3.3322045101752,0,2.30258509299405,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0,0,0,0,1.6094379124341,0,0,0,0,0,0,3.3322045101752,1,0
"34",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.89182029811063,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,1.09861228866811,0,1.94591014905531,1,0
"35",0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"36",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0.693147180559945,0,0,0,2.56494935746154,0,0,0,0,0,0,0,1.79175946922805,0,0,0,0,0,0,0,1.38629436111989,1,0
"37",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"38",0,0,2.94443897916644,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0,0.693147180559945,2.63905732961526,0,0,0,0,0,0,2.07944154167984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0.693147180559945,0,0,2.99573227355399,0,3.09104245335832,0,0,0,0,0,0.693147180559945,0,2.99573227355399,5,8.71607
"39",0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,3.29583686600433,0,3.36729582998647,7.25488481007734,0,0,0,0,0,0,4.53259949315326,0,0,0,0,0,5.73009978297357,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.09104245335832,0,0,0,5.03695260241363,0,0,5.40267738187228,16,16.4888
"40",0.693147180559945,0,0,0,7.4667994750186,0,0,0,0,5.7037824746562,0,0,0.693147180559945,0,1.09861228866811,0,1.09861228866811,0,0,3.97029191355212,0,0,0,0,0,0,0,0,0,3.40119738166216,0.693147180559945,0,1.6094379124341,0.693147180559945,0,0,0,0,0.693147180559945,0,0.693147180559945,4.88280192258637,1.6094379124341,0,0,0,0,1.38629436111989,0,0,0,0,1.38629436111989,0.693147180559945,6.07304453410041,4,6.06610809010375,14,16.8929
"41",0,0,0,3.89182029811063,2.94443897916644,0,0,0,0,3.09104245335832,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,4.87519732320115,0,0,0,0,0,0,5.59471137960184,0,0.693147180559945,0,3.63758615972639,0,0,1.79175946922805,0,0,0,4.66343909411207,1.09861228866811,0,0,0,0,0,0,0,0,0,2.63905732961526,0,4.61512051684126,6,7.43856
"42",0,0,0,0,2.89037175789616,1.38629436111989,0,0,0,0,0,0,0,4.61512051684126,0,0,3.04452243772342,0,0,3.76120011569356,0,3.46573590279973,0,1.09861228866811,0,0.693147180559945,0,0,0.693147180559945,2.56494935746154,1.09861228866811,0,0,0,0,0,0.693147180559945,1.38629436111989,0,0,0,0,2.63905732961526,3.8286413964891,0,0,1.79175946922805,0,1.09861228866811,0,0,0,0,0,0,1,0,7,10.0342
"43",0,0,2.07944154167984,0,0,0,0,4.47733681447821,0,0,0,0,0.693147180559945,0,0,0,3.49650756146648,2.83321334405622,0,0,0,0.693147180559945,0,0,5.33271879326537,0,0,0,0,0,7.06817200038804,0,0,0,0,0,0,0,1.09861228866811,0,0,0,0,3.3322045101752,0,0.693147180559945,0,0,0,0,0,0.693147180559945,0,0,0,3,6.05443934626937,24,21.7572
"44",1.6094379124341,0,0,0,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.75359019110636,0,0,3.80666248977032,2,3.20237
"45",0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,4.06044301054642,0,0,1.79175946922805,2.30258509299405,0,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0.693147180559945,0.693147180559945,0,0,0,0,0,0,0,0,0,2.77258872223978,0,0,0,2.30258509299405,0,3.29583686600433,0,0,0,0,0,0,1,0,8,10.6126
"46",0,0,0,0,0,0,0,0,0,0,1.6094379124341,0,0,0,1.09861228866811,0,1.79175946922805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,2.484906649788,0,0,0,0,0,0,0,3.13549421592915,0,0,2.39789527279837,0,3.36934
"47",2.07944154167984,2.70805020110221,0,0,0,2.63905732961526,2.63905732961526,0,1.09861228866811,0,0,0,0,2.89037175789616,5.28826703069454,0,0,0,0,0,0,0,0.693147180559945,1.6094379124341,0,0,4.33073334028633,2.19722457733622,0,0,0.693147180559945,0,4.31748811353631,0,0,0,0.693147180559945,3.43398720448515,0.693147180559945,0,0,0,0,0,2.77258872223978,0,0,0,0,4.17438726989564,0,3.25809653802148,0,7.87169266432365,0,1,6.22257626807137,3,5.51058
"48",0,0,0,0,4.48863636973214,1.6094379124341,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79175946922805,0,0,0,0,0,0,0,0,0,3.85014760171006,0,0,0,0,0,0,0,0,5.52545293913178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.77258872223978,3,7.55192
"49",0,0,0,0,0,0,0,2.484906649788,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,6.02344759296103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.56434819146784,4,8.38997
"50",0.693147180559945,0,0,4.33073334028633,3.25809653802148,1.94591014905531,0,0,0,3.97029191355212,0,0,3.85014760171006,0,0,0,0,0,3.29583686600433,3.17805383034795,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0.693147180559945,0,0,0,2.70805020110221,0,0,0.693147180559945,0,0,0,0,0,0,2.94443897916644,0,0,0,0,0,3.46573590279973,0,0,1,4.02535169073515,2,5.57623
"51",0,0,0,0,0,0,0,0,0,2.07944154167984,0,0,0,0.693147180559945,0,0,0,0,2.63905732961526,0,0,0,0,0,0,0,0,0,0,0,0,5.40267738187228,0,0,0,0,0,0.693147180559945,0,0,0,0.693147180559945,0,0,0,0,3.25809653802148,2.63905732961526,0,0,1.6094379124341,0,1.09861228866811,2.99573227355399,0,0,4.59511985013459,2,4.89304
"52",2.77258872223978,0,0,0,0,0,2.63905732961526,0,0,0,1.94591014905531,0,0,0.693147180559945,2.77258872223978,0,3.91202300542815,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.56494935746154,0,5.14749447681345,0,0,4.14313472639153,3,5.00534
"53",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6094379124341,0,0,0,0,0.693147180559945,0,0,0,1,0
"54",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"55",0,0,0,0,0,0,1.38629436111989,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,2.56494935746154,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,2.77258872223978,0.693147180559945,0,0,0,0,0,0,0,2.56494935746154,0,3.46573590279973,0,0.693147180559945,0,6.04263283368238,0.693147180559945,0,4.00733318523247,3,5.63536
"56",0,3.36729582998647,5.27299955856375,2.07944154167984,0,0,0,3.66356164612965,0,0,0,0,0,0,0,0,3.09104245335832,0,0,0.693147180559945,0,0,0,0.693147180559945,1.94591014905531,0,0,0,0,2.19722457733622,0,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4.15888308335967,5,11.4018
"57",0,0,3.25809653802148,0.693147180559945,0,3.3322045101752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,3.49650756146648,0,0,0,0.693147180559945,0.693147180559945,0,0,1,3.46573590279973,5,6.46017
"58",0,0,0,1.94591014905531,1.38629436111989,0,0,0,0,0,0,0,0,0,0,3.55534806148941,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,3.78418963391826,0,0,2.70805020110221,0,0,1.6094379124341,0,0,0,0,0,1.09861228866811,0,0,1.6094379124341,0,0,0,0,0,2.94443897916644,1,0
"59",0,0,0,0,4.78749174278205,0,0,4.76217393479776,0,3.93182563272433,0,6.15697898558556,0,0,0,2.07944154167984,0,1.6094379124341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.83321334405622,0,0,0,0,0,0,0,4.85981240436167,0,0,0,0,3.29583686600433,0,0,0,0,0,0,0,5.24174701505964,9,10.3796
"60",0,0,0,0,0,0,0,0,0,0,2.99573227355399,0,0,0,0,0,3.43398720448515,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0,0,3.89182029811063,0,0,0,0,0,0,0,0,0,0,1.6094379124341,0,0,0,1.09861228866811,0,4.89034912822175,0,0,0,0,0,0,4.30406509320417,1,1.80545
"61",0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,2.30258509299405,0,0,0,0,0,0,0,2.484906649788,0,0,0,0,0,0,0,1.38629436111989,1,0
"62",0,0,0,0,0,3.66356164612965,5.35658627467201,0,1.6094379124341,0,0,0.693147180559945,0,3.78418963391826,0,0,0,0,0,0,0,5.65948221575962,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0.693147180559945,0,5.74300318780948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.38449506278909,3,7.23572
"63",0,0,0,0,0,0,0,0,1.38629436111989,3.46573590279973,0,0,0,0,0,0,2.484906649788,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,2.77258872223978,1.09861228866811,0,0,0,4.89034912822175,4.86753445045558,0,0,0,0,0,0,0,0,0,2.56494935746154,0,5.89715386763674,3.25809653802148,1,4.83628190695148,4,10.1322
"64",0,0,0,0,0,0,0,0,0,0,0.693147180559945,0.693147180559945,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,4.46590811865458,2.19722457733622,1.09861228866811,0,0,0,0,0,7.55799495853081,0,0.693147180559945,1.09861228866811,0,0,0,0,0,0,6.2363695902037,0,0,0,0.693147180559945,0.693147180559945,0,0,0,0,0.693147180559945,0,0,1,6.00141487796115,4,8.19537
"65",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,1.6094379124341,0,0,0,0,0,0,0,0,1,0
"66",0,0,0,0,3.68887945411394,2.63905732961526,0,3.97029191355212,0,0,0,0,0,0,0,0,1.6094379124341,0,0,3.85014760171006,1.09861228866811,0,0,0,0,0,0,0,0,4.17438726989564,0,0,0,0,0,5.26785815906333,3.89182029811063,0,0,0,1.94591014905531,0,0.693147180559945,3.04452243772342,0,4.04305126783455,0,0,0,0,0,2.484906649788,0,2.99573227355399,0,3,5.04985600724954,6,3.66794
"67",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,1,0
"68",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38629436111989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"69",0,0,4.45434729625351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.43398720448515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6094379124341,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,1,3.61091791264422,2,4.23984
"70",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.39789527279837,0,0,0.693147180559945,0,0,1.38629436111989,0,1.94591014905531,0,0,0,0,0,0,0,1.38629436111989,1,0
"71",0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38629436111989,0.693147180559945,0,0,0.693147180559945,0,0,0,0.693147180559945,0,0,0,0,0,0,0,6.57088296233958,0,0,0,0,1.6094379124341,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,5.03695260241363,1,0
"72",4.11087386417331,0,0.693147180559945,1.38629436111989,0,0,1.09861228866811,0,0,0,0,0.693147180559945,0,0,4.14313472639153,0,0,0.693147180559945,0,0,0,0,0,0,2.94443897916644,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,3.91202300542815,1,1.5526
"73",0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0.693147180559945,0,0,0,0,0,0,0,0,1,0
"74",0,0,0,0,0,0,0,0,0.693147180559945,0,1.09861228866811,0.693147180559945,6.36818718635049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,1,4.70953020131233,2,2.66716
"75",0,1.38629436111989,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0,5.12989871492307,0,0,0,0,0,0,0,0,0,0,3.58351893845611,0,0,0,0,0,1.09861228866811,0,2.07944154167984,0,0,1.09861228866811,0,0,0,3.95124371858143,0,0,0.693147180559945,0,1.6094379124341,0,0,0,0,0,0,0,0,4.04305126783455,1,1.80545
"76",0,0,0,0,0,0,0.693147180559945,0,0,1.09861228866811,2.83321334405622,0,0,0,4.60517018598809,1.09861228866811,0,0,0,0,0,0,1.38629436111989,6.19847871649231,0.693147180559945,0,0.693147180559945,0,0,0,0,2.484906649788,3.8286413964891,0,0,0,0,0,0,0,0.693147180559945,0,3.52636052461616,0,0,0,5.34710753071747,3.68887945411394,0.693147180559945,0,4.24849524204936,3.55534806148941,1.09861228866811,0,1.94591014905531,0,5.19849703126583,5,8.37205
"77",0,0,0,0,0,0,0,0,0,0,2.83321334405622,0,0,0,0,6.33859407820318,2.07944154167984,0,0,0,0,0,0,0,0,0,0,0,2.77258872223978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.94591014905531,0,0.693147180559945,0,0,0,4.46590811865458,2,1.00337
