"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","bug"
"24",0.693147180559945,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,3.09104245335832,0,0,0,0,2.83321334405622,0,0,0,4.60517018598809,0
"25",0,0,1.6094379124341,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46573590279973,0,0
"26",5.06890420222023,0,0,0,0,0,0,0.693147180559945,0.693147180559945,3.29583686600433,0,0.693147180559945,0,3.49650756146648,6.46302945692067,0,0,2.56494935746154,0,2.70805020110221,0,0,0,1
"27",0,0,0,0,0,0,0,0,0,2.19722457733622,2.89037175789616,0,2.70805020110221,0,0,0,3.13549421592915,0.693147180559945,2.89037175789616,0,5.41610040220442,0,0,1
"28",0,0,0,0,0,4.29045944114839,0,0,0,0,4.60517018598809,2.89037175789616,0,0.693147180559945,0,0,3.93182563272433,0,0,0,0,0,0,2
"29",0,0,0,3.40119738166216,1.6094379124341,0,1.38629436111989,0,0.693147180559945,0,0,0,0,0.693147180559945,0.693147180559945,0,0,0,0,0,0,0,2.89037175789616,0
"30",0,0,0,3.49650756146648,0,0,3.04452243772342,0,0,0,0,0,0,3.25809653802148,0,0,0,0,0,0,0,0,5.37527840768417,0
"31",0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0
"32",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.94591014905531,0,0,0
"33",0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,4.85203026391962,0,0,0,0,0,0
"34",0,0,0,3.78418963391826,0,0,0,0,0.693147180559945,0,0,0,0,0,0,2.07944154167984,0.693147180559945,0,0,0,0,0,0,0
"35",1.38629436111989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"36",0,0,0,2.83321334405622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6094379124341,0,0,0
"37",0,0,0,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0
"38",0,0,0,2.19722457733622,0,0,0,0,0,0,3.95124371858143,1.09861228866811,0,0,0.693147180559945,0,3.09104245335832,0,0.693147180559945,0,0,0,0,0
"39",0,0,0,2.484906649788,0,0,1.09861228866811,0,1.6094379124341,0,7.32778053842163,4.17438726989564,0,0,4.48863636973214,0,4.18965474202643,0,0,0,0,0,5.66988092298052,0
"40",2.77258872223978,0,0,0,4.89783979995091,3.09104245335832,2.39789527279837,0,5.01727983681492,4.23410650459726,0.693147180559945,0,0,0,0,6.61338421837956,2.99573227355399,0,0,0,7.32909373624659,3.2188758248682,2.30258509299405,4
"41",2.30258509299405,0,0,5.73334127689775,0.693147180559945,2.07944154167984,0,0,4.49980967033027,0,0,0,0,5.01063529409626,0,4.15888308335967,2.77258872223978,0,1.79175946922805,0,0,0,1.6094379124341,0
"42",4.23410650459726,0,0,0,3.13549421592915,3.93182563272433,0,0,2.89037175789616,0,0,1.79175946922805,0,0,0,2.70805020110221,3.98898404656427,0,4.27666611901606,0,0,0,0,1
"43",0,0,1.79175946922805,2.56494935746154,0,0,0.693147180559945,5.04342511691925,0,0,7.1074254741107,0,4.71849887129509,0,0,0,1.38629436111989,0,0,0,3.89182029811063,0,0,3
"44",1.09861228866811,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,1.09861228866811,0,0,4.75359019110636,0
"45",0,0,0,0,0,3.61091791264422,0,0,0,0,2.30258509299405,0,0,0,0,0,3.73766961828337,0,3.71357206670431,0,0,0,0,1
"46",0,0,0,0,0,0,1.09861228866811,0,1.79175946922805,0,0,0,0,0,0,0,0,0,0,3.66356164612965,0,0,0,0
"47",4.0943445622221,1.6094379124341,2.94443897916644,0,0,0,0.693147180559945,0,0,4.18965474202643,0,2.56494935746154,0,3.63758615972639,3.73766961828337,0,0,0,0,6.56385552653213,0,0,7.71378461659875,1
"48",1.6094379124341,0,4.95582705760126,1.09861228866811,0,0,0,0,1.94591014905531,1.94591014905531,0,0,0,0,0,5.19849703126583,0,0,0,0,4.00733318523247,0,0,2
"49",0,0,1.38629436111989,0,0,0,0,2.30258509299405,0,0,3.49650756146648,0,0,0,0,0,5.94542060860658,0,0,0,0,0,0,1
"50",1.09861228866811,0,0,4.78749174278205,0,0,0,3.71357206670431,4.27666611901606,0,0,0,0,0,0,0,0,0,1.38629436111989,0,3.78418963391826,3.78418963391826,0,1
"51",2.99573227355399,4.43081679884331,0,0,0,0.693147180559945,5.04342511691925,0,1.09861228866811,0,2.56494935746154,0,0,0,0,0,0,0,0,0,0,3.61091791264422,0,0
"52",0,0,0,0,0,2.89037175789616,0.693147180559945,1.79175946922805,0.693147180559945,0,0,1.09861228866811,2.77258872223978,0,0,0,0,0,0,0,0,0,5.49306144334055,0
"53",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79175946922805,0,0,0
"54",1.38629436111989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"55",0,0,3.52636052461616,0,0,1.09861228866811,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,6.04500531403601,0.693147180559945,0,3.71357206670431,0
"56",2.56494935746154,0,0,0,0,0.693147180559945,0,0,0,3.2188758248682,5.37063802812766,1.09861228866811,0,0,0,0,3.98898404656427,0,0,0,0,0,0,2
"57",0,0,0,0,0,0,0,0,0,0,3.80666248977032,0,0,0,0,0,0,0,0,3.63758615972639,2.07944154167984,0,0,1
"58",0,4.34380542185368,0,0,0,0,0,0,0,3.36729582998647,0,0.693147180559945,0,0,0,1.94591014905531,0,0,0,0,0,0,0,0
"59",0,0,0,4.97673374242057,6.31173480915291,0,0,0,0,0,0,1.09861228866811,0,0,0,0,5.48893772615669,0,0,0,0,0,0,0
"60",0,0,0,0,0,0,0,0,0,3.13549421592915,0,0,0,3.49650756146648,0,0,0,0.693147180559945,2.07944154167984,0,5.17048399503815,0,0,0
"61",0,0,0,1.6094379124341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.94443897916644,0,0,0
"62",2.19722457733622,0,6.5410299991899,0,0,0,0,0,0,5.26269018890489,0,0,0,0,0,0,0,0,0,0,0,1.94591014905531,0,1
"63",0,0,0,3.36729582998647,0,0,0,0,0,4.06044301054642,0,0,0,0.693147180559945,3.58351893845611,4.23410650459726,3.3322045101752,0,0,0,0,0,6.23244801655052,1
"64",0,0,3.36729582998647,0,0,3.43398720448515,1.38629436111989,3.40119738166216,0,0,5.73657229747919,0,0,4.21950770517611,4.969813299576,2.70805020110221,0,0,7.55328660560042,0.693147180559945,0,0,0,1
"65",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.94591014905531,0,0,0
"66",0,3.61091791264422,0,4.59511985013459,0,0,3.25809653802148,0,4.45434729625351,0,1.79175946922805,0,0,0,0,1.79175946922805,4.17438726989564,0,4.59511985013459,1.6094379124341,4.91998092582813,0,2.94443897916644,3
"67",1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0
"68",0,0,0,1.6094379124341,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0
"69",0,0,0,0,1.09861228866811,0,0,0,0,0,4.4188406077966,0,0,0,3.2188758248682,0,0,0,0,0,2.56494935746154,0,0,1
"70",0,0,0,2.19722457733622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.56494935746154,0,0,0
"71",2.99573227355399,0,1.38629436111989,0,0,0,0,5.82600010738045,0,0,1.09861228866811,0,0,0,5.88610403145016,0,0,0,0,1.6094379124341,0,0,0,0
"72",0,0,0,0,0,0,0,0,0,0,0,0,3.73766961828337,0,0.693147180559945,0,0,0,0,0,0,4.63472898822964,1.94591014905531,0
"73",0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,1.38629436111989,0,0,0,0,0,0,0
"74",0,0.693147180559945,0,3.58351893845611,0,5.4380793089232,0,0,5.6970934865054,3.04452243772342,0,1.94591014905531,0,0,0,0,0,0,0,0,0,0,0.693147180559945,1
"75",0.693147180559945,0,0,0,0,3.43398720448515,0,4.40671924726425,0,2.484906649788,0,0,0,0,0,0,0,0,3.49650756146648,4.29045944114839,3.89182029811063,0,0,0
"76",0,0,0,0,0,1.94591014905531,0,0,0,0,4.30406509320417,4.47733681447821,6.24804287450843,5.4510384535657,3.2188758248682,0,0,0,4.34380542185368,3.3322045101752,3.09104245335832,1.6094379124341,0,0
"77",0,1.6094379124341,0,0,0,0,0,0,0,2.484906649788,0,0.693147180559945,4.61512051684126,0,0,0,0,6.20253551718792,0,0,0,0.693147180559945,0,0
"78",0,0,2.39789527279837,0,0,0,2.63905732961526,0,0,0,0,3.2188758248682,4.59511985013459,2.77258872223978,0,0,0,0,0,0,3.29583686600433,0,4.46590811865458,0
"79",0,0,3.80666248977032,4.26267987704132,0,4.34380542185368,0.693147180559945,3.87120101090789,0,1.79175946922805,7.66622192566273,0.693147180559945,0,0.693147180559945,4.04305126783455,0,8.58204416373585,0,1.09861228866811,0,2.89037175789616,0,0,3
"80",1.38629436111989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0
"81",0,0,0,4.07753744390572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.94591014905531,0,0,0,0
"82",0,0,2.63905732961526,0,0,0,1.38629436111989,0,0,0,0,0,0,4.70953020131233,0,0,0,0,6.70808408385307,0.693147180559945,0,0,0,0
"83",0,0,3.49650756146648,0,0,0,2.99573227355399,0,2.63905732961526,3.91202300542815,0,0,0,0,0,0,4.49980967033027,0,0,0,0,0,0,2
"84",1.38629436111989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"85",0.693147180559945,0,0,1.6094379124341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.25809653802148,0,0,0
"86",0,0,0,4.69134788222914,8.68372406230387,3.8286413964891,6.20455776256869,4.47733681447821,1.6094379124341,2.70805020110221,1.94591014905531,0,2.99573227355399,0,1.09861228866811,0,0,0,1.79175946922805,0,3.66356164612965,3.17805383034795,0,13
"87",2.89037175789616,0,6.08221891037645,0,0,0,0,0,0,5.76832099579377,0,0,0,0,0,0.693147180559945,0,0,0,0,0,1.09861228866811,0,1
"88",3.43398720448515,0,0,1.6094379124341,0,0,0,2.89037175789616,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,4.77912349311153,1.79175946922805,0
"89",0,0,1.6094379124341,0,0,0,3.93182563272433,0,0,0,0,0.693147180559945,0,0,3.17805383034795,0,0,0,3.09104245335832,0,0,0,0,0
"90",0,0,0,4.12713438504509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79175946922805,1.09861228866811,0,0,0,0
"91",3.80666248977032,0,1.79175946922805,0,0,2.77258872223978,0,2.83321334405622,0,0,0,0,0,0,5.62762111369064,0,0,6.01859321449623,0,0,0,0,0,0
"92",0,0,4.62497281328427,0,0,0,4.52178857704904,0,0,4.00733318523247,0,0,3.73766961828337,4.33073334028633,0,3.46573590279973,0,0,0,0.693147180559945,0,0,0,0
"93",0,0,0,2.30258509299405,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0
"94",0,0,0,0,0,0,0,2.94443897916644,0,0,0,2.77258872223978,5.54517744447956,0,0,0,0,1.09861228866811,0,3.17805383034795,2.63905732961526,0,0,0
"95",0,0,0,0,0,0,0,4.34380542185368,0,4.15888308335967,0,1.6094379124341,0,4.06044301054642,2.19722457733622,0,0,0,2.63905732961526,4.98360662170834,5.86078622346587,0,0,0
"96",0,0,0,0,0,0,0,2.39789527279837,0,0,0,3.66356164612965,4.83628190695148,0,0,0,0,0,2.19722457733622,3.09104245335832,0,1.79175946922805,1.38629436111989,0
"97",0,0,0,0,0,0,0,2.83321334405622,0,2.83321334405622,7.18841273649695,0,0,0,0,0,5.24174701505964,0,0,0,2.94443897916644,0,0,4
"98",0,0,0,4.26267987704132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"99",3.2188758248682,0,6.88857245956536,0,0,0,0,0,0,0.693147180559945,3.68887945411394,0,0,0,1.94591014905531,0,0,0,0,2.07944154167984,0,2.94443897916644,0,1
"100",0,0,1.94591014905531,0,0,0,2.56494935746154,0,0,0,6.82762923450285,4.64439089914137,0.693147180559945,0,4.70048036579242,0,4.17438726989564,0,0,4.93447393313069,2.56494935746154,6.57786135772105,4.55387689160054,1
"101",3.97029191355212,2.19722457733622,0,0,0,0,0,4.00733318523247,2.83321334405622,3.71357206670431,0,0,2.19722457733622,0,0,0,0,0,0,0,1.38629436111989,6.35088571671474,0,0
"102",0,0,0,3.29583686600433,0,0,0,0,3.73766961828337,2.30258509299405,0,0,0,0,0,0,0,0,1.6094379124341,0,0,0,0,0
"103",0,0,3.71357206670431,0,0,0,0,0,0,0,3.40119738166216,0,0,0,0,0,4.77912349311153,0,0,0,0,4.46590811865458,0,0
"104",4.26267987704132,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.44265125649032,3.68887945411394,0
"105",1.09861228866811,4.12713438504509,0,5.08140436498446,1.6094379124341,0,0.693147180559945,2.07944154167984,1.38629436111989,0,0,0,0,5.01727983681492,0,2.39789527279837,0,0,0,4.00733318523247,0,0,0,1
"106",1.6094379124341,0,0,4.89034912822175,0,0.693147180559945,0,3.73766961828337,4.07753744390572,0,0,1.09861228866811,0,0,0,1.79175946922805,0,0,0,0,3.76120011569356,3.61091791264422,0,2
"107",0,0,0,3.97029191355212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"108",2.19722457733622,0,2.07944154167984,0,0,0,0,0,0,1.38629436111989,3.68887945411394,0,0,0,0,2.77258872223978,0,0,2.19722457733622,4.26267987704132,0,0,0,1
"109",2.484906649788,0,1.09861228866811,4.95582705760126,0,5.96614673912369,0,5.31811999384422,6.92951677076365,3.17805383034795,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"110",0,3.13549421592915,0,0,0,0,0,0,0,0,0,0,0,4.4188406077966,1.6094379124341,0,0,0,0,4.30406509320417,0,0,0,0
"111",3.46573590279973,0.693147180559945,0,0,0,0.693147180559945,2.19722457733622,5.32787616878958,0,0,0,0,1.79175946922805,6.88755257166462,0,0.693147180559945,0,3.43398720448515,0,0,0,1.38629436111989,0,0
"112",0,1.79175946922805,0,2.07944154167984,0,0,0,0,0,0,3.66356164612965,0,2.07944154167984,0,0,0,0,0,0,0,0,0,0,0
"113",1.38629436111989,0,0,0,0,0,0,0,3.52636052461616,5.36129216570943,0,0,3.04452243772342,0,0,2.77258872223978,0,0,4.59511985013459,3.46573590279973,5.4380793089232,0,0,2
"114",0,0,3.40119738166216,0,0,3.17805383034795,0,1.38629436111989,6.7286286130847,1.79175946922805,0,0,0,0,0,1.79175946922805,0,0,3.09104245335832,0,0,0,0,2
"115",0,0,0,0,1.38629436111989,4.06044301054642,0,0,0,2.77258872223978,0,1.94591014905531,0,0,0,0,5.01063529409626,2.30258509299405,0,0,0,0,0,1
"116",4.48863636973214,0,0,2.94443897916644,0,0,3.76120011569356,5.07517381523383,0,0,0,0,0,6.16961073249146,0,1.6094379124341,0,0,0,0,0,0,0,0
"117",0,0,0,0,0,0,0,0,2.39789527279837,0,0,0,0,0,0,0,0,0.693147180559945,4.07753744390572,3.80666248977032,0,0,0,1
"118",2.56494935746154,0,0,0,0,0,0,0,4.06044301054642,4.04305126783455,0,0,0,0,0,0,0,0,0,5.54907608489522,4.11087386417331,0,0,0
"119",4.49980967033027,0,1.09861228866811,0,3.29583686600433,0,0,2.56494935746154,1.09861228866811,1.09861228866811,0,0.693147180559945,1.6094379124341,3.89182029811063,0,0,0,0,4.46590811865458,2.39789527279837,3.89182029811063,2.07944154167984,5.76519110278484,2
"120",0.693147180559945,0,0,3.95124371858143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"121",0,0.693147180559945,0,1.38629436111989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"122",0,0,0,3.95124371858143,0,0,2.94443897916644,0,0.693147180559945,0,0,0,1.09861228866811,0,0,0,0,0,0.693147180559945,2.99573227355399,0,0,0,0
"123",0,6.04500531403601,0,3.55534806148941,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,4.96284463025991,4.35670882668959,0,0,0,0,0,1
"124",0,0,0,0,0,0,0,1.38629436111989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"125",0.693147180559945,0,0,0,0,0,0,0,0,0,2.63905732961526,0,0,0.693147180559945,3.04452243772342,0,0.693147180559945,0,1.94591014905531,1.94591014905531,0,0,0,1
"126",1.38629436111989,3.29583686600433,0,0,0,0,1.38629436111989,0,3.49650756146648,0,0,4.34380542185368,5.18178355029209,0.693147180559945,3.80666248977032,5.85793315448346,4.47733681447821,0,3.04452243772342,0,5.63478960316925,0,0,1
"127",2.30258509299405,0,0,6.18208490671663,0,0,0,1.38629436111989,0,0,0,0,0,6.96979066990159,3.43398720448515,0,0,0,3.71357206670431,4.62497281328427,0,2.94443897916644,0,2
"128",0,3.04452243772342,0,0,0,0,1.94591014905531,3.55534806148941,0,0.693147180559945,0,0,2.484906649788,0,3.61091791264422,0.693147180559945,0,7.2868764117507,0,0,0,0,0,1
"129",0,0,0,0,0,0,2.19722457733622,0,0,3.49650756146648,0,5.13579843705026,4.9416424226093,2.484906649788,0,2.19722457733622,0,7.39817409297047,1.09861228866811,0,1.09861228866811,0,0,1
"130",0,5.4553211153577,0,4.59511985013459,0,2.56494935746154,3.68887945411394,1.38629436111989,0,0,0,0,0,3.68887945411394,0,3.43398720448515,0.693147180559945,0,0,3.17805383034795,0,0,0,0
"131",2.07944154167984,0,0,4.75359019110636,3.13549421592915,0,0,2.63905732961526,0,0.693147180559945,0,2.70805020110221,0,6.36818718635049,0,2.30258509299405,0,2.39789527279837,3.09104245335832,0,0,0,0,0
"132",0,4.57471097850338,0,0,0.693147180559945,0,0,0,0,0,0.693147180559945,0,0,0,0,3.25809653802148,0,0,0,0,0,0,0.693147180559945,0
"133",0,0.693147180559945,0,0,0,2.484906649788,2.83321334405622,0,0,0,0,0,0,0,0,3.25809653802148,0,0,3.52636052461616,0,0,0,0,0
"134",0.693147180559945,1.79175946922805,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,2.99573227355399,0,0,0
"135",0,0,0,0,0,0,0,1.38629436111989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"136",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.94591014905531,0,0,0
"137",1.09861228866811,0,0,4.27666611901606,0,0,0,0,0,4.82028156560504,0,2.484906649788,2.94443897916644,4.99721227376411,5.2257466737132,0.693147180559945,3.55534806148941,3.17805383034795,4.60517018598809,3.40119738166216,5.18178355029209,2.30258509299405,0,1
"138",0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,3.73766961828337,3.52636052461616,0,0,0,3.8286413964891,0,0,0,2.77258872223978,0
"139",1.38629436111989,0,0,3.91202300542815,1.38629436111989,0,3.55534806148941,0,0,0,0,0,0,3.95124371858143,0,0,0.693147180559945,0,3.71357206670431,0.693147180559945,2.63905732961526,0,0,0
"140",0,5.17048399503815,1.79175946922805,0,0,3.97029191355212,0,0,2.30258509299405,0,0,0,0,3.2188758248682,0,1.79175946922805,0,0,6.02586597382531,0,0,1.09861228866811,0,0
"141",0,0,0,3.97029191355212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"142",1.09861228866811,2.30258509299405,0,0,0,0.693147180559945,0,0,4.02535169073515,0,0,0,5.43372200355424,0,5.27811465923052,0,1.09861228866811,0,5.86078622346587,4.17438726989564,4.56434819146784,2.19722457733622,0,2
"143",0,0,0,2.07944154167984,1.79175946922805,0,3.49650756146648,0,6.23048144757848,0,0,0,2.77258872223978,0,0,5.13579843705026,4.02535169073515,0,2.89037175789616,0,6.92559519711047,0,0,7
"144",0,0,0.693147180559945,4.11087386417331,0,0,0,2.07944154167984,0,0,0,0,0,3.76120011569356,0,0,0,0,4.26267987704132,2.56494935746154,0,0,5.79605775076537,2
"145",0,0,0,0,0,3.68887945411394,0,0,0,0,4.07753744390572,0,0,0,0,0,0,0,3.40119738166216,0,0.693147180559945,0,0,1
"146",0,0,0,4.63472898822964,8.67641669696422,3.49650756146648,6.24027584517077,4.30406509320417,2.83321334405622,0,2.94443897916644,0.693147180559945,3.66356164612965,0,1.38629436111989,2.07944154167984,1.94591014905531,0,0,0,3.85014760171006,3.55534806148941,0,5
"147",2.19722457733622,0,0,2.19722457733622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.63905732961526,0,0,0
"148",3.91202300542815,0,2.19722457733622,0,6.21860011969173,0,6.46458830368996,4.71849887129509,0,2.63905732961526,0,0,2.30258509299405,0,4.39444915467244,0,0,0,0,0,0,0,0,0
"149",0,0,0,4.44265125649032,0,0,0,2.89037175789616,0,0,0,4.38202663467388,4.63472898822964,1.38629436111989,0,2.77258872223978,0,0,4.06044301054642,3.87120101090789,2.99573227355399,0,4.33073334028633,2
"150",0,2.70805020110221,0,0,0,0,0,0,0,0,0,4.76217393479776,0,0.693147180559945,0,3.95124371858143,0,0,3.43398720448515,4.21950770517611,2.07944154167984,0,5.605802066296,0
"151",3.63758615972639,0,1.94591014905531,0,0,0,4.56434819146784,1.94591014905531,0,0,7.07834157955767,6.36818718635049,1.94591014905531,0,4.85203026391962,0,4.31748811353631,0,0,0,0,0,5.89164421182577,2
"152",0,5.4510384535657,0.693147180559945,0,0,0,0,0,0,0,1.79175946922805,0,4.89783979995091,0,0,0,0,5.6937321388027,2.83321334405622,0,2.56494935746154,0,4.06044301054642,0
"153",3.36729582998647,0,0,0,2.19722457733622,2.99573227355399,0,0,3.2188758248682,5.31811999384422,0,0,1.38629436111989,0,3.97029191355212,0,0,0,0,4.06044301054642,3.2188758248682,6.00881318544259,0,0
"154",0,3.98898404656427,0,0.693147180559945,0,0,0,0,0,0,0,1.38629436111989,0,2.99573227355399,0,0,0.693147180559945,3.8286413964891,0,0,0,0,0,0
"155",0,0,0,0,0,0,0,4.06044301054642,0,5.8805329864007,0,0,0,0,0,4.24849524204936,0,0,0,0,0,2.39789527279837,0,2
"156",0,0,0,4.45434729625351,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0
"157",5.26269018890489,0,3.25809653802148,0,0,5.13579843705026,5.94803498918065,0,0,5.03695260241363,0,0,0,5.62762111369064,2.19722457733622,2.30258509299405,0,0,0,3.76120011569356,4.21950770517611,3.29583686600433,0,0
"158",3.66356164612965,0.693147180559945,0,0,0,3.95124371858143,4.75359019110636,6.33150184989369,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,4.66343909411207,0,0,0
"159",0,0,0,4.7361984483945,0,0,3.43398720448515,3.46573590279973,5.03043792139244,1.6094379124341,6.12686918411419,0,0,0,4.21950770517611,4.53259949315326,6.03068526026126,0.693147180559945,0,0,6.92657703322272,2.39789527279837,1.94591014905531,7
"160",0,1.94591014905531,1.09861228866811,2.70805020110221,0,0,0,0,0,0,0,3.91202300542815,0,0,0,0,0,0,0,0,0,0,0,0
"161",3.2188758248682,0,0,0,0,0,0,3.87120101090789,4.15888308335967,0,0,0,5.2257466737132,1.79175946922805,3.29583686600433,1.38629436111989,0,0,0,1.6094379124341,0,0,6.41345895716736,1
