"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","bug"
"19",0.693147180559945,0,0,0,4.17438726989564,2.63905732961526,0,3.43398720448515,0,0,4.12713438504509,3.66356164612965,6.42324696353352,0,0
"20",0,0,4.04305126783455,0,0,1.6094379124341,0,1.6094379124341,0,4.0943445622221,0,0,0,0,0
"21",0,3.85014760171006,0,0,0,0,0,0,0,0,0,2.07944154167984,5.79605775076537,0,1
"22",0,2.19722457733622,4.38202663467388,0.693147180559945,0,0,0,0,0,0,0,2.63905732961526,0,0,0
"23",0,0,4.51085950651685,0,4.55387689160054,0,0,4.26267987704132,3.55534806148941,0,0,0.693147180559945,6.42486902390539,0,0
"24",0,0,0.693147180559945,0.693147180559945,0,0,0,2.484906649788,0,0,0,3.55534806148941,0,4.52178857704904,0
"25",1.38629436111989,0,1.94591014905531,0,3.29583686600433,0,0,0,0.693147180559945,0,0,0.693147180559945,0,0,0
"26",1.38629436111989,0,0,0,0,4.70953020131233,0,1.79175946922805,6.57368016696065,3.49650756146648,2.19722457733622,2.56494935746154,0,0,1
"27",0,0,0,0,0,0,3.68887945411394,0,1.6094379124341,1.38629436111989,0,0,5.55295958492162,0,1
"28",0,0,0,0,0,4.23410650459726,5.05624580534831,2.77258872223978,0,0,0,0,0,0,2
"29",1.09861228866811,1.38629436111989,3.55534806148941,0,0.693147180559945,0,0,0,0,0,0,0,0,2.83321334405622,0
"30",0,0,0,3.2188758248682,0,0,0,0,0,0,0,0,0,5.59471137960184,0
"31",0,0,0.693147180559945,0,0,0,0,0,0,1.09861228866811,0,0,0,0,0
"32",0,0,0,0,0,0,0,0,0.693147180559945,0,1.79175946922805,0,0,0,0
"33",0,0,0,0,0,0,0,0.693147180559945,2.30258509299405,0,4.77912349311153,0,0,0,0
"34",0,0,3.68887945411394,0,0,0,0,0,0,2.63905732961526,0,0,0,0,0
"35",0,1.38629436111989,0,0,0,0,0,0,0,0,0,0,0,0,0
"36",0,0,2.89037175789616,0,0,0,0,0,0,0,1.38629436111989,0,0,0,0
"37",0,0,0,0,1.09861228866811,0,0,0,0.693147180559945,0,0,0,0,0,0
"38",1.09861228866811,0,0,0,0,0,4.31748811353631,2.07944154167984,0,0,0,0.693147180559945,0,0,0
"39",1.09861228866811,6.80682936039218,0,0,0,0,6.83947643822884,3.78418963391826,0,1.09861228866811,0,0,0,5.08759633523238,0
"40",2.19722457733622,3.95124371858143,7.29776828253138,2.99573227355399,0,2.56494935746154,0,0,0,7.03878354138854,0,0,0,2.56494935746154,4
"41",3.66356164612965,2.07944154167984,6.1463292576689,0,0,0,0,0,0.693147180559945,3.93182563272433,0,4.35670882668959,0,2.484906649788,0
"42",3.78418963391826,0,2.70805020110221,4.0943445622221,0,3.85014760171006,3.80666248977032,0,3.71357206670431,0,0,3.76120011569356,2.56494935746154,0,1
"43",0,6.66440902035041,0,0,2.19722457733622,0,6.62406522779989,1.94591014905531,0,1.79175946922805,0,0,0,0,3
"44",0,0,0,0,0,0,0,0,0,0,0,0,0,4.80402104473326,0
"45",0,0,0,4.24849524204936,0,0,3.25809653802148,0,3.49650756146648,0,0,0,0,0,1
"46",0,0,0,0,0,0,0,2.07944154167984,0,0,0,0,2.484906649788,3.3322045101752,0
"47",3.40119738166216,4.24849524204936,0,1.09861228866811,0.693147180559945,0,0,0,5.00394630594546,2.89037175789616,0,3.55534806148941,0,7.96693349840484,1
"48",0,0,3.29583686600433,0,0,4.81218435537242,0,0,0,5.50533153593236,0,0,0,0,2
"49",0,0,0,0,0,1.6094379124341,6.04500531403601,0,0,0,0,0,0,0,1
"50",4.29045944114839,0,5.02388052084628,0,4.26267987704132,0,0,0,0,3.3322045101752,0,0,0.693147180559945,0,1
"51",5.41610040220442,3.09104245335832,0,0,2.70805020110221,0,0,0,0.693147180559945,0,1.09861228866811,0,2.30258509299405,3.61091791264422,0
"52",0,0,0,0,0,0.693147180559945,0,4.18965474202643,1.38629436111989,0,0,0,0,5.37063802812766,0
"53",0,0,0,0,0,0,0,0,0,0,1.6094379124341,0,0,0.693147180559945,0
"54",0,0,0,0,1.38629436111989,0,0,0,0,0,0,0,0,0,0
"55",0,0,0,0,0,3.8286413964891,0,0,0,0,0,0,0,6.11809719804135,0
"56",3.52636052461616,0,0,0,0.693147180559945,0,5.60947179518496,0,0,0,0,0,0,0,2
"57",0,0,0,0,0,0,3.17805383034795,0,0,0,0,0,4.18965474202643,0,1
"58",2.63905732961526,0,0,0,0,3.17805383034795,0,2.30258509299405,0.693147180559945,2.30258509299405,4.04305126783455,0,0,0,0
"59",0,2.99573227355399,5.23644196282995,6.49978704065585,0,0,4.21950770517611,0,0,0,0,0,0,0,0
"60",0,0,3.04452243772342,0,0,0,0,0,4.17438726989564,0.693147180559945,0,0,5.03043792139244,0,0
"61",0,0,2.30258509299405,0,0,0,0,0.693147180559945,0,0,2.56494935746154,0,0,0,0
"62",0,0,0,0,0,6.80128303447162,0,0,0,0,0,0,0,0,1
"63",0,3.29583686600433,0,0,0,0,0,0,4.64439089914137,5.24174701505964,0,0,0,6.01126717440416,1
"64",4.65396035015752,3.85014760171006,4.17438726989564,2.19722457733622,0,0,0.693147180559945,0,7.7332456465298,0,0,2.30258509299405,1.94591014905531,2.39789527279837,1
"65",0,0,0,0,0,1.09861228866811,0,0,0,0,0,0,1.38629436111989,0.693147180559945,0
"66",4.23410650459726,0,5.21493575760899,1.38629436111989,0,0,4.35670882668959,0,3.36729582998647,4.55387689160054,0,4.65396035015752,0,2.89037175789616,3
"67",0,0.693147180559945,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0.693147180559945,0
"68",0,0,1.09861228866811,0,0,0,1.38629436111989,0,0,0,0,0,0,0,0
"69",0.693147180559945,3.2188758248682,0,0,0,0,4.11087386417331,3.58351893845611,0,0,0,0,0,0,1
"70",0,0,2.63905732961526,0,0,0,0,0,0,0,2.07944154167984,0,0,0,0
"71",0,0,0,0,6.46302945692067,4.31748811353631,0,0,1.94591014905531,0,1.79175946922805,0,0,0,0
"72",0,0,0,0,4.21950770517611,0,0,4.34380542185368,0.693147180559945,0,0,1.09861228866811,0,1.6094379124341,0
"73",0,0,1.09861228866811,0,0,0,1.38629436111989,0,0,0,0,0,0,0,0
"74",6.32256523992728,0,0,0,0,0,2.83321334405622,2.63905732961526,0,1.38629436111989,0,0,0.693147180559945,0,1
"75",4.23410650459726,0,0.693147180559945,0,0,0,0,0,4.11087386417331,0,0,2.39789527279837,4.27666611901606,4.18965474202643,0
"76",1.6094379124341,0.693147180559945,0,0,0,0,0,5.43372200355424,6.10702288774225,0,0,0,5.95583736946483,0,0
"77",0,0,0,0,0,0,0,2.484906649788,0,0,6.39526159811545,0,0.693147180559945,0,0
"78",0.693147180559945,0,0,0,0,1.09861228866811,0,0,0,0,2.70805020110221,3.25809653802148,4.64439089914137,4.85203026391962,0
"79",0,3.76120011569356,5.28826703069454,0.693147180559945,3.93182563272433,4.78749174278205,8.89192414015454,0,4.60517018598809,0,0,0,2.19722457733622,0,3
"80",1.6094379124341,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0
"81",0,0,4.07753744390572,0,0,0,0,0,0,0,0,0,1.94591014905531,0,0
"82",0,0,0,0,0,0,1.38629436111989,0,0,2.63905732961526,0,6.8351845861473,0,0,0
"83",0,0,0.693147180559945,2.89037175789616,3.13549421592915,2.99573227355399,4.48863636973214,0,0,3.95124371858143,0,0,1.6094379124341,0,2
"84",0,0,0.693147180559945,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0
"85",0.693147180559945,0,2.70805020110221,0,0,0,0,0,0,0,2.77258872223978,0,0,0,0
"86",3.36729582998647,2.99573227355399,4.97673374242057,8.77585831479753,3.76120011569356,0,2.56494935746154,0,0,0,0,2.484906649788,2.39789527279837,2.30258509299405,13
"87",0,0,0,0,1.38629436111989,6.65157187358973,0,0,0,0,0,0,0,0,1
"88",2.19722457733622,1.6094379124341,0,0,4.95582705760126,2.484906649788,0,0,0,0,2.484906649788,0,0,0,0
"89",0,0,0.693147180559945,0,0,0,0,0,3.40119738166216,4.23410650459726,0,0,0,0.693147180559945,0
"90",0,0,4.17438726989564,0,0,0.693147180559945,0,0.693147180559945,0,0,0,0,1.09861228866811,0,0
"91",2.484906649788,0,0,0,2.39789527279837,5.01063529409626,0,0,4.27666611901606,0,6.25766758788264,1.79175946922805,0,0,0
"92",0,0,0,0,0,4.66343909411207,0,0,5.24174701505964,4.56434819146784,0,0,1.79175946922805,0.693147180559945,0
"93",0,0,2.30258509299405,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0
"94",0,0,0,0,0,0,0,4.9416424226093,0,0,0,1.94591014905531,5.17048399503815,1.94591014905531,0
"95",3.36729582998647,0,0,0,2.39789527279837,0,0,0,4.90527477843843,0,0,0,6.13556489108174,4.43081679884331,0
"96",0,0,0,0,2.39789527279837,0,0,4.76217393479776,0,0,0,1.09861228866811,4.20469261939097,2.83321334405622,0
"97",3.95124371858143,0,0,0,2.39789527279837,0,7.3031700512368,0,0,0,0,0,2.83321334405622,0,4
"98",0,0,4.15888308335967,0,0,0,0,0,0,2.07944154167984,0,0,0,0,0
"99",0.693147180559945,1.38629436111989,0,0,5.15905529921453,6.76157276880406,3.58351893845611,0,0,0,0,0,0,0,1
"100",0,7.43720636687129,0,0,0,0,6.12029741895095,3.2188758248682,0,0,0,0,0,1.6094379124341,1
"101",4.87519732320115,0,0,0,6.36818718635049,1.79175946922805,0,0,0.693147180559945,3.52636052461616,0.693147180559945,0.693147180559945,0,0,0
"102",0,0,3.52636052461616,0,0,0,0,0,0,3.49650756146648,0,0,2.77258872223978,0,0
"103",2.484906649788,0,0,0,4.90527477843843,0,4.84418708645859,0,0,1.09861228866811,0,0,0,0,0
"104",0,0,0,0,4.11087386417331,0,0,0,0,0,0,3.80666248977032,0,4.51085950651685,0
"105",3.58351893845611,0,4.99721227376411,0.693147180559945,0.693147180559945,0,0,4.40671924726425,2.70805020110221,0,1.38629436111989,5.14166355650266,0,0,1
"106",4.35670882668959,0,5.11799381241676,0,4.24849524204936,0,0,0,0,2.19722457733622,0,0,0.693147180559945,0,2
"107",0,0,3.91202300542815,0,0,0,0,0,0,1.38629436111989,0,0,0,0,0
"108",0,1.6094379124341,0,0,3.52636052461616,1.79175946922805,2.484906649788,0,0,1.94591014905531,0,3.29583686600433,4.18965474202643,0,1
"109",7.25063551189868,0,1.6094379124341,3.36729582998647,1.6094379124341,3.29583686600433,2.39789527279837,0,0,5.73334127689775,0,0,0,1.09861228866811,1
"110",0,0,1.09861228866811,0,0,0,0,1.79175946922805,0,0,0,4.89034912822175,0,3.76120011569356,0
"111",0,0,3.29583686600433,0,4.39444915467244,0,0,0.693147180559945,7.05358572719368,0.693147180559945,0,0,0,0,0
"112",1.09861228866811,0,0,0,0,0,3.93182563272433,1.79175946922805,0,0,0,0,0,0,0
"113",4.04305126783455,0,3.3322045101752,0,0,0,2.94443897916644,0,0,3.36729582998647,0,3.61091791264422,6.16751649088834,0,2
"114",6.37331978957701,0,1.94591014905531,2.484906649788,0,2.70805020110221,0,0,0,5.72358510195238,0,0,0,0,2
"115",0,0,0,0,0,4.44265125649032,5.04985600724954,0,0,0,0,0,0,0,1
"116",1.94591014905531,3.29583686600433,3.29583686600433,0,5.03695260241363,0,3.04452243772342,0,6.27476202124194,3.3322045101752,0,0,0,0,0
"117",0,0,0,0,0,0,0,0.693147180559945,0,2.70805020110221,0,4.59511985013459,0,0,1
"118",2.484906649788,0,3.63758615972639,0,0,2.484906649788,0,0,0,0,0,0,5.94803498918065,0,0
"119",0,0,0,3.43398720448515,0,0,0,4.43081679884331,1.79175946922805,3.87120101090789,0.693147180559945,5.15329159449778,4.78749174278205,5.29330482472449,2
"120",0,0,3.97029191355212,0,0,0,0,0,0,0,0,0,0,0,0
"121",0,0,0.693147180559945,0,0,0,0,0,0,0,1.38629436111989,0,0,0,0
"122",0,1.38629436111989,4.0943445622221,0,0,0,0,0.693147180559945,0,0,0,0,2.77258872223978,2.70805020110221,0
"123",4.54329478227,0,3.61091791264422,0.693147180559945,0,0,4.64439089914137,3.89182029811063,0,0,5.94542060860658,2.63905732961526,0,0,1
"124",0,0,0,0,1.38629436111989,0,0,0,0,0,0,0,0,0,0
"125",0,0,0.693147180559945,0,0.693147180559945,0,2.94443897916644,3.3322045101752,0,0,0,0.693147180559945,0,0,1
"126",0,0,5.78074351579233,3.52636052461616,0,0,1.38629436111989,5.51342874616498,3.43398720448515,5.07517381523383,0,0,5.63121178182137,3.2188758248682,1
"127",0,3.76120011569356,0,0,0,0,0,3.36729582998647,3.85014760171006,2.484906649788,0,7.38647084882989,0,2.07944154167984,2
"128",0,0,0,0,1.79175946922805,0,0,3.63758615972639,4.07753744390572,0,7.29301767977278,0,0,0,1
"129",0,0,0,1.79175946922805,0,0,0,4.89034912822175,3.87120101090789,0,7.50659178007084,0,0,0,1
"130",4.70953020131233,0,4.90527477843843,0,2.30258509299405,0,0,0,0,0,0,5.42053499927229,0,0,0
"131",2.30258509299405,0,3.87120101090789,2.77258872223978,1.38629436111989,0.693147180559945,0,1.6094379124341,6.30444880242198,0,0,5.12396397940326,1.09861228866811,0,0
"132",0.693147180559945,0,0,0,0,0,0,3.93182563272433,0,3.49650756146648,3.71357206670431,0,0.693147180559945,0,0
"133",1.09861228866811,3.71357206670431,0,0,0,1.38629436111989,0,0,3.25809653802148,0.693147180559945,0,2.77258872223978,0,0,0
"134",0.693147180559945,0,2.94443897916644,0,0,0,0,0,0,0,0,0,2.39789527279837,0,0
"135",0,0,0,0,1.38629436111989,0,0,0,0,0,0,0,0,0,0
"136",0.693147180559945,0,0,0,0,0,0,0.693147180559945,0,0,1.6094379124341,0,0,0,0
"137",0,0,4.91998092582813,1.09861228866811,2.19722457733622,2.484906649788,5.04342511691925,4.14313472639153,5.51342874616498,0,3.63758615972639,5.27299955856375,4.35670882668959,0.693147180559945,1
"138",0,0,0,0,0,0,0,0,3.40119738166216,0,0,4.67282883446191,0,0,0
"139",0.693147180559945,0,4.52178857704904,1.6094379124341,0,0,0,0,3.8286413964891,0,0,3.43398720448515,2.83321334405622,2.19722457733622,0
"140",4.8283137373023,0,0,0,0,0,0,0,0,0,4.90527477843843,6.0591231955818,0,0,0
"141",0,0,3.97029191355212,0,0,0,0,0,0,0,0,0,0,0,0
"142",0.693147180559945,0,3.87120101090789,0,0,0,0,2.30258509299405,4.36944785246702,4.77912349311153,3.58351893845611,6.46146817635372,4.4188406077966,0,2
"143",2.99573227355399,3.2188758248682,5.73009978297357,0,3.2188758248682,1.38629436111989,3.43398720448515,0,0,6.6631326959908,0,1.6094379124341,6.44888939414686,0,7
"144",1.94591014905531,0,0,0,0,0,0,0,0,0,0,5.42934562895444,0,5.66296048013595,2
"145",0,0,0,0,0,2.83321334405622,4.21950770517611,3.3322045101752,2.89037175789616,0,0,0,0,0,1
"146",3.17805383034795,0.693147180559945,4.7361984483945,8.78186248955894,3.09104245335832,0,3.66356164612965,0,0.693147180559945,1.09861228866811,0.693147180559945,0,3.04452243772342,2.83321334405622,5
"147",0,0,3.29583686600433,0,0,0,0,0,0,0,1.09861228866811,0,0.693147180559945,0,0
"148",3.04452243772342,4.31748811353631,0,7.07496319796604,1.6094379124341,0,0,0,4.34380542185368,0,2.56494935746154,2.77258872223978,0,3.43398720448515,0
"149",0,0,3.76120011569356,0,0,0,0,5.61312810638807,0,0,0,4.20469261939097,4.02535169073515,4.14313472639153,2
"150",0,0,0,0,0,0,0,5.98141421125448,0,3.3322045101752,0,3.04452243772342,0,4.75359019110636,0
"151",2.484906649788,7.44716835960004,0,0,0,0,6.24027584517077,0,0,0.693147180559945,0,0,0,5.48893772615669,2
"152",0,0,0,0,0,0,0,4.07753744390572,0,0,6.43294009273918,4.0943445622221,2.70805020110221,0,0
"153",3.13549421592915,0,0,1.94591014905531,6.09356977004514,5.19849703126583,0,0,0,3.55534806148941,3.58351893845611,3.78418963391826,0,4.14313472639153,0
"154",0,0,0,0,0,0.693147180559945,0,3.58351893845611,2.63905732961526,0,4.30406509320417,0,0,0,0
"155",5.93753620508243,3.13549421592915,0,0,2.77258872223978,0,0,0,0,4.35670882668959,0,0.693147180559945,0,0,2
"156",0,0,4.44265125649032,0.693147180559945,0,0,0,0,0,0,0.693147180559945,0,0,0,0
"157",4.12713438504509,2.484906649788,3.09104245335832,4.23410650459726,4.04305126783455,4.85203026391962,0,0.693147180559945,6.32076829425058,4.0943445622221,0,5.69035945432406,4.12713438504509,3.58351893845611,0
"158",0.693147180559945,0,0.693147180559945,5.39816270151775,6.45204895443723,0,0,0,0,0,0,0.693147180559945,2.83321334405622,0,0
"159",0,4.47733681447821,6.7990558620588,2.63905732961526,0,2.19722457733622,6.82219739062049,0,0,5.71373280550937,0,0,5.01063529409626,3.2188758248682,7
"160",0,0,0,0,0,0,0,4.27666611901606,0,0,0,0,0,0,0
"161",0,0,0,0,3.58351893845611,0,0,4.30406509320417,4.21950770517611,3.40119738166216,0,0.693147180559945,4.48863636973214,6.51323011091231,1
"162",0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,0
"163",0,0,0,0,1.38629436111989,0,0,0,0,0,0,0,0,0,0
"164",0,0,0,0.693147180559945,0,0,0,0,0,0,0.693147180559945,0,1.09861228866811,0.693147180559945,0
"165",1.94591014905531,0,2.39789527279837,0,2.39789527279837,3.40119738166216,5.98393628068719,4.06044301054642,3.49650756146648,4.48863636973214,0,2.77258872223978,8.08978917578932,3.13549421592915,4
"166",0,0,0.693147180559945,2.70805020110221,0,0,4.74493212836325,3.73766961828337,0,1.09861228866811,0,0,4.17438726989564,0,1
"167",5.54126354515843,0.693147180559945,0,0,0.693147180559945,0,0,0,0,1.38629436111989,0,6.26530121273771,0,0,0
"168",1.94591014905531,0,0,1.38629436111989,0,5.03695260241363,0.693147180559945,0,0,4.68213122712422,0,0,0,0,2
"169",0,0,0,0,0.693147180559945,1.94591014905531,0,5.97635090929793,1.09861228866811,3.87120101090789,2.484906649788,2.19722457733622,7.50988306115491,4.24849524204936,1
"170",0,0,3.13549421592915,0,0.693147180559945,0,4.17438726989564,1.38629436111989,0,0,0,0,6.11146733950268,0,1
"171",4.4188406077966,4.26267987704132,3.98898404656427,0,0.693147180559945,0,0,4.66343909411207,0,1.94591014905531,0.693147180559945,4.51085950651685,0,5.57972982598622,2
"172",4.85203026391962,0,0,0,1.38629436111989,0,0,0,0,5.60947179518496,0,5.08759633523238,4.77068462446567,6.17586727010576,1
"173",2.70805020110221,0,0,0,0,0,0,0,0,2.56494935746154,2.70805020110221,4.30406509320417,2.19722457733622,0,0
"174",0,0,0,0,0,1.6094379124341,0,3.68887945411394,0,1.6094379124341,0,0,4.53259949315326,0,0
"175",0,4.34380542185368,5.7037824746562,1.09861228866811,4.61512051684126,5.2040066870768,3.97029191355212,5.96100533962327,0,8.0805469658245,0,1.09861228866811,5.63121178182137,4.92725368515721,10
"176",0,0,0.693147180559945,0,0,4.44265125649032,0,0,0,0,0,0,0,6.02344759296103,0
"177",0,0,0,1.09861228866811,0,0,1.38629436111989,0.693147180559945,0,0,0,0,0,0,0
"178",0,0,0,0,1.38629436111989,0,0,0,0,0,0,0,0,0,0
"179",0,0,0,0,1.38629436111989,0,0,0,0,0,0,0,0,0,0
"180",0,1.38629436111989,3.40119738166216,0,0,0,0,5.73657229747919,0,0,0,3.29583686600433,0,4.46590811865458,0
"181",0,0,4.07753744390572,0,0.693147180559945,0,0,0,0,0,0,0,2.30258509299405,0,0
"182",0,0,0,0,5.73334127689775,0,2.30258509299405,1.09861228866811,0,3.04452243772342,0,1.09861228866811,0,0,0
"183",0,0,3.52636052461616,0,0,0,0,0,0,0,0,0,0,0,0
"184",0,0,4.62497281328427,0,0,0,3.40119738166216,0,0,0,0,0,0,0,0
"185",1.94591014905531,0.693147180559945,2.94443897916644,0,0,1.09861228866811,0,0,0,1.94591014905531,2.30258509299405,0,0,1.09861228866811,0
"186",5.6021188208797,5.03695260241363,7.72577144158795,5.62401750618734,3.68887945411394,4.02535169073515,4.93447393313069,4.45434729625351,6.96790920180188,4.47733681447821,0,7.7944112057266,4.55387689160054,0,4
"187",1.94591014905531,3.36729582998647,0,0,0,2.83321334405622,0,6.0330862217988,2.30258509299405,0,0,0.693147180559945,0,0,1
"188",0,0,0,0,0,0,7.20266119652324,0,0,0,0,0,0,0,0
"189",0,0,5.25227342804663,2.30258509299405,0,0,0,4.00733318523247,0,0,2.07944154167984,3.87120101090789,0,0,1
"190",0.693147180559945,0,2.70805020110221,0,0,0,0,0,0,0,2.07944154167984,0,0,0,0
"191",0,0.693147180559945,2.07944154167984,0,0,0.693147180559945,0,0,0,3.40119738166216,0,2.83321334405622,0,5.65248918026865,1
"192",0,0,0,0,0,4.23410650459726,0,0,0,4.98360662170834,1.09861228866811,0,0,0,2
"193",0,0,0,0,0,1.94591014905531,0,0,0,0,0,3.13549421592915,4.74493212836325,0,1
"194",6.24222326545517,0,0,0,2.94443897916644,3.76120011569356,0,0,0,0,0,0,0,3.63758615972639,1
"195",2.94443897916644,0,3.40119738166216,0.693147180559945,7.01211529430638,3.8286413964891,0,4.48863636973214,0,5.34710753071747,0,0,4.21950770517611,3.73766961828337,0
"196",3.04452243772342,0,1.6094379124341,0,0,2.07944154167984,0,3.89182029811063,0,0,0,0,0,0,0
"197",0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,0
"198",0,1.6094379124341,7.11069612297883,0,2.89037175789616,5.36129216570943,3.71357206670431,1.6094379124341,0,0,0,0,0,2.70805020110221,0
"199",4.59511985013459,0,1.09861228866811,0,6.87729607149743,0,0,0,0,1.6094379124341,0,0,0,0,0
"200",0,0,3.85014760171006,0,0,0,0,0,0,1.94591014905531,0,0,0,0,0
"201",0,0,0,0,0,0,4.77068462446567,0.693147180559945,0,0,0,3.29583686600433,0,2.56494935746154,1
"202",5.15905529921453,0,4.86753445045558,0,0,0,0,5.85220247977447,0,0,6.52941883826223,4.94875989037817,0,0,2
"203",4.24849524204936,3.8286413964891,0,0,0,2.63905732961526,4.96284463025991,6.74641212857337,7.54644627374602,0,0,5.36129216570943,2.77258872223978,5.30330490805908,0
"204",1.6094379124341,0.693147180559945,0,0,0,0,4.54329478227,1.79175946922805,0,0,0,0,3.17805383034795,0,1
"205",0,2.07944154167984,0,0,5.25749537202778,6.87419849545329,4.78749174278205,0,0,3.40119738166216,0,0,0,0,1
"206",0,0,0,0,0,0,0,0,0,0,5.85220247977447,0,0,0,1
"207",1.09861228866811,0,0,2.19722457733622,2.77258872223978,0,3.17805383034795,0,0,0,0,0,4.74493212836325,0,1
"208",7.63046126178363,0,4.92725368515721,1.6094379124341,0,5.05624580534831,0,0,0,7.60787807327851,0,0,0,4.36944785246702,4
"209",0,0,3.97029191355212,0,0,0,0,0,0,0,0,0,0,0,0
"210",0,0,0,0,5.31320597904179,0,0,0,4.39444915467244,0,0,5.3890717298165,0,3.17805383034795,0
"211",0,0,0,0,0.693147180559945,1.94591014905531,5.87493073085203,0,0,0,0,0,0,0,0
"212",5.06890420222023,0,0,0,0,0,3.76120011569356,0,0,0,1.79175946922805,0,1.6094379124341,0,1
"213",0,0,0,0,0,0,0,0,0,0,0,4.83628190695148,0,0,0
"214",0,0,1.38629436111989,0,0,0,2.94443897916644,0,0,0,0,0,4.44265125649032,0,1
"215",3.13549421592915,0,2.19722457733622,0,0,4.70953020131233,0,0,0,2.484906649788,0,0,0,0,2
"216",2.70805020110221,2.30258509299405,4.9416424226093,0,0,0,0,4.11087386417331,3.73766961828337,1.6094379124341,0,4.43081679884331,5.53338948872752,3.17805383034795,2
"217",5.2257466737132,0,5.04985600724954,2.77258872223978,3.93182563272433,0,2.89037175789616,4.60517018598809,4.91998092582813,0,0,5.4553211153577,1.09861228866811,0,3
"218",3.93182563272433,0,4.71849887129509,3.40119738166216,3.55534806148941,4.46590811865458,3.55534806148941,5.40267738187228,5.75257263882563,0,0,5.03695260241363,3.68887945411394,0.693147180559945,2
"219",0.693147180559945,0,0,0,2.77258872223978,5.37063802812766,0,0,0,4.18965474202643,0,0,0,0,1
"220",1.6094379124341,3.87120101090789,4.69134788222914,0,0,0,0,5.40267738187228,0,0,5.27299955856375,4.89783979995091,0,1.6094379124341,0
"221",0,4.70048036579242,2.30258509299405,0,0,0,0,5.02388052084628,0,0,6.36647044773144,0,0,0,1
"222",4.62497281328427,5.88610403145016,4.26267987704132,5.99893656194668,0,0,0,0,0,0.693147180559945,0,4.30406509320417,0.693147180559945,5.54126354515843,3
"223",5.59842195899838,0,0,0,0,0,0,0,0,0,4.51085950651685,5.16478597392351,0,0,0
"224",0,0,0,4.38202663467388,2.484906649788,0,4.67282883446191,3.40119738166216,2.30258509299405,1.79175946922805,0,0,0,0,1
"225",0,1.09861228866811,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0
"226",0,1.09861228866811,2.99573227355399,0,4.80402104473326,7.49720722320332,0,0,0.693147180559945,6.02586597382531,4.56434819146784,0.693147180559945,1.6094379124341,0,4
"227",0,0,0,0,1.09861228866811,2.30258509299405,0,0,0,0,4.9416424226093,0,0,0,0
"228",0,0,1.79175946922805,0,0,0.693147180559945,0,0,2.70805020110221,0,0,3.73766961828337,0,0,0
"229",0,0,2.77258872223978,0,0,0.693147180559945,0,6.71052310945243,0,4.84418708645859,0,3.93182563272433,5.56452040732269,4.36944785246702,3
"230",0,0,3.97029191355212,0,0,0,0,0,0,0,0,0,0,0,0
