"","V1","V2","V3","V4","V5","V6","V7","bug","loc","bf","hcm"
"55",1.09861228866811,0,0.693147180559945,0,6.20657592672493,0,0,0,4.00733318523247,3,5.63536
"56",3.13549421592915,0,0,5.65248918026865,0,0,0,2,4.15888308335967,5,11.4018
"57",0,0,1.94591014905531,4.15888308335967,0,2.07944154167984,2.56494935746154,1,3.46573590279973,5,6.46017
"58",3.40119738166216,0,2.77258872223978,0,4.00733318523247,2.63905732961526,0,0,2.94443897916644,1,0
"59",0,6.72982407048948,0,4.61512051684126,0,0,0.693147180559945,0,5.24174701505964,9,10.3796
"60",0,0,0,0,3.40119738166216,0,5.34233425196481,0,4.30406509320417,1,1.80545
"61",0,1.09861228866811,0,0,0,3.04452243772342,0,0,1.38629436111989,1,0
"62",0,0,6.80128303447162,0,0,0,0,1,5.38449506278909,3,7.23572
"63",4.17438726989564,0,4.71849887129509,4.00733318523247,6.01615715969835,0.693147180559945,4.45434729625351,1,4.83628190695148,4,10.1322
"64",0,3.43398720448515,1.94591014905531,6.07073772800249,2.39789527279837,7.61480536471107,3.25809653802148,1,6.00141487796115,4,8.19537
"65",0,0,0,0,0,1.94591014905531,0,0,0,1,0
"66",4.26267987704132,5.10594547390058,2.83321334405622,4.83628190695148,0,4.71849887129509,4.48863636973214,3,5.04985600724954,6,3.66794
"67",0.693147180559945,0,0.693147180559945,0,0,0,0.693147180559945,0,0,1,0
"68",0,0,0,1.79175946922805,0,0,0,0,0,1,0
"69",0,1.09861228866811,0,4.77912349311153,0,0,0,1,3.61091791264422,2,4.23984
"70",0,0,0.693147180559945,0,0,2.94443897916644,0.693147180559945,0,1.38629436111989,1,0
"71",0,0,5.83773044716594,3.09104245335832,5.89440283426485,0,0,0,5.03695260241363,1,0
"72",0,0,3.80666248977032,0,2.07944154167984,0,4.60517018598809,0,3.91202300542815,1,1.5526
"73",0,0,0,1.79175946922805,0,0,0,0,0,1,0
"74",6.29710931993394,0,2.07944154167984,0,0,0,3.71357206670431,1,4.70953020131233,2,2.66716
"75",3.13549421592915,0,0,3.71357206670431,4.85203026391962,3.87120101090789,3.68887945411394,0,4.04305126783455,1,1.80545
"76",0,0,2.39789527279837,4.20469261939097,0,6.47543271670409,5.83773044716594,0,5.19849703126583,5,8.37205
"77",0,0,2.99573227355399,0,6.38350663488401,0,0,0,4.46590811865458,2,1.00337
"78",2.94443897916644,0,0,0,5.24174701505964,3.3322045101752,3.68887945411394,0,3.91202300542815,2,5.32311
"79",3.13549421592915,1.94591014905531,3.8286413964891,8.94858592153432,0,0,2.99573227355399,3,7.34213173058472,58,36.0219
"80",1.38629436111989,0,0,0,0,1.09861228866811,0,0,0,1,0
"81",0.693147180559945,1.6094379124341,2.07944154167984,0,0,0,3.97029191355212,0,2.19722457733622,1,0
"82",0,0,1.38629436111989,0.693147180559945,2.39789527279837,6.82762923450285,2.30258509299405,0,5.15905529921453,2,3.61726
"83",0,3.2188758248682,4.54329478227,4.45434729625351,0,0,0,2,3.36729582998647,3,1.782
"84",0,0.693147180559945,1.09861228866811,0,0,0,0,0,0,1,0
"85",0.693147180559945,0,0,0,0,3.40119738166216,0,0,1.6094379124341,1,0
"86",0,8.80941494391005,2.19722457733622,3.73766961828337,0,1.6094379124341,0.693147180559945,13,7.13169851046691,58,33.736
"87",0,0,6.65544035036765,0,0,0,0,1,5.23110861685459,2,7.2789
"88",2.30258509299405,0,5.10594547390058,0,1.09861228866811,0,0,0,3.43398720448515,0,3.36934
"89",0,0,3.09104245335832,0,4.20469261939097,2.56494935746154,0,0,1.94591014905531,1,2.99799
"90",0,0,1.6094379124341,0,0,2.56494935746154,3.97029191355212,0,2.30258509299405,1,0
"91",0,0,3.09104245335832,0,6.54534966033442,3.95124371858143,0,0,4.98360662170834,1,0
"92",0,0,5.05624580534831,0,5.47646355193151,0,0,0,3.43398720448515,3,5.74218
"93",0,0,1.38629436111989,0,0,1.6094379124341,1.38629436111989,0,2.07944154167984,1,0
"94",1.79175946922805,0,0,0,0,4.35670882668959,5.50125821054473,0,4.12713438504509,2,3.47713
"95",3.89182029811063,0,2.56494935746154,0.693147180559945,4.46590811865458,3.97029191355212,6.24997524225948,0,5.15329159449778,2,2.8028
"96",1.09861228866811,0,1.09861228866811,0,0,3.04452243772342,5.23110861685459,0,3.87120101090789,1,2.23731
"97",3.43398720448515,0,0,7.33171496972647,0,0.693147180559945,1.38629436111989,4,5.51745289646471,13,19.4467
"98",0,0,4.26267987704132,0,0,0,0,0,2.484906649788,1,0
"99",0.693147180559945,0,6.93439720992856,3.66356164612965,2.39789527279837,0,0,1,4.34380542185368,2,5.38882
"100",4.04305126783455,0,0,7.04490511712937,5.27811465923052,0,6.6631326959908,1,6.21860011969173,22,18.2652
"101",4.53259949315326,0,6.48768401848461,0,0,1.79175946922805,0,0,4.80402104473326,2,7.71238
"102",0,0.693147180559945,4.24849524204936,0.693147180559945,0,2.30258509299405,0,0,1.38629436111989,1,2.80848
"103",0,0,5.17614973257383,4.58496747867057,0,0,0,0,3.89182029811063,4,10.8639
"104",0,0,4.83628190695148,0,0,0.693147180559945,4.23410650459726,0,4.24849524204936,1,2.55158
"105",3.43398720448515,2.07944154167984,0,0,1.79175946922805,5.65248918026865,4.84418708645859,1,4.40671924726425,1,1.45568
"106",4.7361984483945,4.48863636973214,4.43081679884331,0,0,1.09861228866811,3.58351893845611,2,4.64439089914137,5,11.0202
"107",0,0,0,0,0.693147180559945,0,3.95124371858143,0,1.94591014905531,1,0
"108",3.63758615972639,0,0,4.34380542185368,0,3.13549421592915,2.77258872223978,1,3.68887945411394,4,9.84115
"109",7.35819375273303,3.95124371858143,4.85203026391962,0,0,0,3.80666248977032,1,5.82008293035236,10,13.8863
"110",0,0,0,0,3.25809653802148,5.05624580534831,0,0,3.89182029811063,7,6.72719
"111",4.68213122712422,4.33073334028633,0,0,6.98656645940643,0.693147180559945,0,0,5.68697535633982,3,2.71633
"112",1.09861228866811,0,0,4.02535169073515,0,0,0,0,2.63905732961526,1,0
"113",3.3322045101752,0,5.65248918026865,3.66356164612965,0,4.90527477843843,5.06890420222023,2,4.969813299576,3,5.55183
"114",6.56526497003536,4.07753744390572,5.04342511691925,0,0,0,0,2,4.89783979995091,3,5.71254
"115",0,0,2.39789527279837,5.4380793089232,0,0,0,1,3.8286413964891,1,3.38341
"116",5.76519110278484,5.17048399503815,0,0,5.33753807970132,4.38202663467388,2.30258509299405,0,4.53259949315326,3,2.71633
"117",0,0,0,1.09861228866811,0.693147180559945,4.38202663467388,3.46573590279973,1,2.56494935746154,2,2.23731
"118",0,0,4.95582705760126,0,0,0.693147180559945,5.7037824746562,0,4.69134788222914,12,12.6435
"119",0,3.49650756146648,4.39444915467244,0,5.31320597904179,5.19295685089021,5.09375020080676,2,4.02535169073515,5,9.83384
"120",0.693147180559945,0,0,0.693147180559945,0,0,3.93182563272433,0,1.94591014905531,1,0
"121",0,0,0.693147180559945,0,0,1.38629436111989,0,0,0,1,0
"122",0,0,0,0,0,0,4.53259949315326,0,2.77258872223978,1,1.11258
"123",4.4188406077966,2.39789527279837,0.693147180559945,4.84418708645859,5.86078622346587,4.14313472639153,3.80666248977032,1,4.87519732320115,3,1.53632
"124",1.38629436111989,0,0,0,0,0,0,0,0,1,0
"125",0,0.693147180559945,0,3.63758615972639,0,0,2.39789527279837,1,2.70805020110221,1,3.66738
"126",3.52636052461616,4.29045944114839,3.71357206670431,2.56494935746154,3.76120011569356,4.65396035015752,6.67834211465433,1,5.28320372873799,5,7.90097
"127",0,1.38629436111989,0,0.693147180559945,4.11087386417331,7.4079243225596,3.58351893845611,2,5.50125821054473,20,15.1537
"128",0,1.6094379124341,0,0,7.35627987655075,0,0,1,5.91350300563827,1,0
"129",0,1.09861228866811,0,2.19722457733622,7.57865685059476,3.61091791264422,1.09861228866811,1,5.99146454710798,1,0
"130",5.19295685089021,4.11087386417331,0,0,0,5.23110861685459,3.98898404656427,0,4.55387689160054,1,1.27192
"131",2.30258509299405,2.70805020110221,0,0.693147180559945,0,6.64768837356333,0,0,5.08140436498446,6,3.20728
"132",2.77258872223978,0,2.19722457733622,0,3.55534806148941,2.30258509299405,4.07753744390572,0,2.99573227355399,2,0.816746
"133",0.693147180559945,0,0,0,2.70805020110221,3.89182029811063,3.17805383034795,0,3.36729582998647,2,2.99956
"134",0.693147180559945,0,0,0,0,3.36729582998647,0,0,1.6094379124341,1,0
"135",1.38629436111989,0,0,0,0,0,0,0,0,1,0
"136",0,0,0,0,0,1.94591014905531,0,0,0,1,0
"137",0,3.91202300542815,2.89037175789616,5.63835466933375,4.35670882668959,6.04737217904628,4.44265125649032,1,5.29330482472449,7,7.74631
"138",0,0,0,0,2.484906649788,4.8283137373023,0,0,3.3322045101752,0,0
"139",0.693147180559945,2.83321334405622,0,0,0,4.77068462446567,4.12713438504509,0,3.49650756146648,2,1.23279
"140",4.51085950651685,0,3.09104245335832,0,3.97029191355212,6.25958146406492,0,0,4.68213122712422,9,12.8303
"141",0,0,1.09861228866811,0,0,0,3.93182563272433,0,1.94591014905531,1,0
"142",0,2.89037175789616,4.76217393479776,1.09861228866811,4.07753744390572,6.53378883793334,4.86753445045558,2,5.35185813347607,5,11.2716
"143",4.61512051684126,5.17614973257383,5.61312810638807,3.49650756146648,0,0,7.12608727329912,7,6.12468339089421,29,25.1033
"144",0,0,0.693147180559945,0,2.484906649788,5.31811999384422,5.72358510195238,2,4.94875989037817,5,5.09245
"145",0,0,0,4.72738781871234,0,2.77258872223978,0,1,3.43398720448515,1,0
"146",1.09861228866811,8.80627428478173,0,4.27666611901606,0,0,1.09861228866811,5,7.26892012819372,13,20.7622
"147",0,0,0,0,0,3.40119738166216,0,0,1.6094379124341,1,0
"148",3.43398720448515,7.09257371597468,1.79175946922805,0,5.08140436498446,2.77258872223978,0,0,5.66988092298052,4,11.5097
"149",0,0,0,0,0,5.12989871492307,5.80211837537706,2,4.93447393313069,3,3.74492
"150",2.89037175789616,0,0,0,0,3.04452243772342,6.25575004175337,0,4.58496747867057,1,2.23731
"151",3.3322045101752,0,0,7.2902928824466,6.85856503479136,0,3.61091791264422,2,6.3919171133926,20,21.5348
"152",0,0,0,2.484906649788,6.50876913697168,3.09104245335832,3.93182563272433,0,4.8283137373023,3,1.38948
"153",0,2.99573227355399,6.48157712927643,0,4.85203026391962,3.29583686600433,0,0,5.20948615284142,9,12.3019
"154",0,0,0,2.83321334405622,4.52178857704904,2.77258872223978,0,0,0,2,0.894814
"155",6.19644412779452,0,0,0,0,1.38629436111989,0,2,4.48863636973214,2,7.82058
"156",0,0,4.27666611901606,1.6094379124341,0,2.484906649788,0,0,2.77258872223978,1,0
"157",4.91998092582813,5.35658627467201,4.86753445045558,0,6.3818160174061,5.61312810638807,2.484906649788,0,5.37063802812766,5,9.49506
"158",6.4150969591716,5.28826703069454,0,0,0,0,4.18965474202643,0,3.52636052461616,6,9.9193
"159",3.43398720448515,5.92425579741453,5.20948615284142,7.11558212618445,0,0,6.36647044773144,7,6.2841341610708,40,27.5814
"160",0,0,1.09861228866811,1.09861228866811,0,0,4.21950770517611,0,2.07944154167984,2,2.7276
"161",4.31748811353631,0,2.39789527279837,0,6.44571981938558,4.06044301054642,5.28320372873799,1,5.44673737166631,6,10.7773
"162",1.09861228866811,0,0,0,0,0,0,0,0,1,0
"163",1.38629436111989,0,0,0,0,0,0,0,0,1,0
"164",0,0,0,0,0,1.79175946922805,0,0,0,1,0
"165",2.77258872223978,0,6.30078579466324,7.3356339819272,0,4.18965474202643,7.47816969415979,4,6.76041469108343,45,27.0966
"166",0,1.94591014905531,0,5.29831736654804,0,0,3.46573590279973,1,4.12713438504509,4,8.59336
"167",5.6021188208797,0,0,1.38629436111989,0,6.23832462503951,0,0,4.70953020131233,4,6.60072
"168",4.54329478227,2.83321334405622,5.07517381523383,1.09861228866811,0,0,0,2,2.70805020110221,3,8.29275
"169",3.04452243772342,0,4.47733681447821,0,4.06044301054642,4.14313472639153,7.66715825531915,1,5.97635090929793,9,10.4053
"170",0,0,2.07944154167984,5.01727983681492,0,0,5.95064255258773,1,4.72738781871234,3,6.22347
"171",4.80402104473326,2.07944154167984,0,0,5.48063892334199,5.12989871492307,4.92725368515721,2,5.13579843705026,3,7.01743
"172",4.59511985013459,0,6.23244801655052,0,5.57594910314632,5.19849703126583,4.71849887129509,1,5.30330490805908,6,15.226
"173",2.70805020110221,0,0,0,0,4.56434819146784,2.56494935746154,0,2.63905732961526,0,3.36934
"174",0,0,2.56494935746154,0,0,1.09861228866811,4.83628190695148,0,3.17805383034795,2,4.04276
"175",4.31748811353631,5.57215403217776,7.82963038915019,4.85203026391962,0,4.06044301054642,7.44541755670169,10,6.5694814204143,28,30.3698
"176",3.09104245335832,0,3.80666248977032,0,6.07073772800249,0,0,0,4.00733318523247,3,5.63536
"177",0,0,0,1.6094379124341,0,0,1.09861228866811,0,0,1,0
"178",0,0,1.38629436111989,0,0,0,0,0,0,1,0
"179",1.38629436111989,0,0,0,0,0,0,0,0,1,0
"180",2.89037175789616,1.94591014905531,0,0,0.693147180559945,3.61091791264422,5.97635090929793,0,4.49980967033027,1,2.23731
"181",0,1.6094379124341,0.693147180559945,0,0,2.30258509299405,4.00733318523247,0,2.30258509299405,1,0
"182",0,0.693147180559945,5.79909265446053,2.30258509299405,0,1.09861228866811,0,0,4.15888308335967,3,8.89851
"183",0,0,0,0.693147180559945,0,2.77258872223978,2.89037175789616,0,1.94591014905531,1,0
"184",0,2.39789527279837,3.25809653802148,3.55534806148941,0,0.693147180559945,4.11087386417331,0,3.29583686600433,1,0
"185",1.79175946922805,0,2.30258509299405,2.07944154167984,0,3.09104245335832,1.09861228866811,0,0,1,0
"186",5.93224518744801,7.29233717617388,4.89034912822175,5.73979291217923,5.02388052084628,8.32239411311117,5.98896141688986,4,7.10496544826984,78,38.2812
"187",4.02535169073515,0,1.09861228866811,6.03787091992214,0,0.693147180559945,0,1,4.40671924726425,1,6.91692
"188",0,0,0,7.20266119652324,0,0,0,0,4.87519732320115,9,16.5442
"189",0,3.76120011569356,1.6094379124341,0,0,4.70048036579242,5.03043792139244,1,4.23410650459726,1,2.23731
"190",0.693147180559945,0,0,1.09861228866811,0,2.99573227355399,0,0,1.38629436111989,1,0
"191",2.30258509299405,0,2.07944154167984,0,5.62762111369064,2.83321334405622,3.40119738166216,1,3.8286413964891,4,7.8367
"192",0,2.56494935746154,5.29330482472449,1.38629436111989,1.09861228866811,0,0,2,2.63905732961526,3,7.23232
"193",0,0,3.78418963391826,0,0,2.83321334405622,4.43081679884331,1,3.89182029811063,1,1.28035
"194",6.29341927884648,0,3.13549421592915,0.693147180559945,3.85014760171006,0.693147180559945,0,1,4.64439089914137,5,8.96461
"195",2.484906649788,4.88280192258637,6.96885037834195,0,0.693147180559945,3.46573590279973,5.91889385427315,0,5.76519110278484,14,12.9001
"196",3.73766961828337,0,0,3.58351893845611,1.38629436111989,0,0,0,2.39789527279837,1,4.6384
"197",1.09861228866811,0,0,0,0,0,0,0,0,1,0
"198",5.80211837537706,3.09104245335832,4.79579054559674,1.94591014905531,3.40119738166216,0,6.9177056098353,0,3.87120101090789,3,5.37258
"199",6.8501261661455,0,0,4.78749174278205,2.484906649788,0,0,0,5.65599181081985,2,4.04276
"200",0,0,0,0,0,0.693147180559945,3.95124371858143,0,1.94591014905531,1,0
"201",0,0,0,4.60517018598809,0,0,4.06044301054642,1,3.52636052461616,3,4.60695
"202",5.25749537202778,0,0,1.09861228866811,6.56667242980324,5.50533153593236,5.78689738136671,2,5.31811999384422,4,2.6703
"203",3.95124371858143,1.38629436111989,0.693147180559945,6.29894924685594,5.97380961186926,7.79193595693806,3.40119738166216,0,6.4150969591716,11,11.7006
"204",2.19722457733622,0,0,4.77912349311153,0,0,0,1,3.52636052461616,3,5.41761
"205",0.693147180559945,0,7.16703787691222,1.79175946922805,2.484906649788,0,0,1,4.51085950651685,4,9.006
"206",0,0,0,0,5.85220247977447,0,0,1,2.39789527279837,1,0
"207",0,2.99573227355399,4.11087386417331,4.23410650459726,0,2.56494935746154,1.38629436111989,1,3.66356164612965,3,4.27148
"208",7.87891291229713,4.80402104473326,7.22548147278229,0,0,2.63905732961526,5.70711026474888,4,6.48463523563525,11,15.07
"209",0,0,0,0,0,0,3.97029191355212,0,1.94591014905531,1,0
"210",5.53733426701854,0,0,0,2.70805020110221,5.54907608489522,0,0,4.69134788222914,2,2.90044
"211",0,0,2.19722457733622,5.8636311755981,0.693147180559945,1.09861228866811,0,0,4.58496747867057,5,5.80382
"212",4.97673374242057,0,0,4.14313472639153,0,1.38629436111989,0,1,3.80666248977032,0,0
"213",0,0,0,0,0,4.83628190695148,0,0,1.94591014905531,0,3.36934
"214",0,0,1.09861228866811,3.91202300542815,0.693147180559945,1.94591014905531,3.87120101090789,1,3.36729582998647,3,6.16292
"215",4.62497281328427,0,3.91202300542815,0,0,0.693147180559945,0,2,1.6094379124341,4,5.15419
"216",0,1.09861228866811,5.22035582507832,3.8286413964891,2.56494935746154,5.57594910314632,4.78749174278205,2,4.90527477843843,7,6.72772
"217",5.44673737166631,3.17805383034795,0,2.83321334405622,0.693147180559945,6.1463292576689,5.04985600724954,3,4.8283137373023,5,6.31789
"218",3.13549421592915,4.26267987704132,4.86753445045558,5.04985600724954,0.693147180559945,6.5424719605068,1.09861228866811,2,1.94591014905531,18,16.069
"219",2.19722457733622,0,5.57215403217776,0,0,3.25809653802148,0,1,4.0943445622221,3,6.88373
"220",0,0,0,4.14313472639153,5.61312810638807,5.50125821054473,4.89034912822175,0,4.35670882668959,6,4.27896
"221",0,0,1.09861228866811,2.77258872223978,6.49223983502047,2.484906649788,5.0998664278242,1,5.34710753071747,1,0
"222",5.73657229747919,6.34388043412633,0,0,5.83188247728352,2.484906649788,3.52636052461616,3,5.34233425196481,16,17.6953
"223",5.57972982598622,0,0,0,4.20469261939097,5.31811999384422,0,0,4.38202663467388,4,6.60072
"224",0,4.27666611901606,2.39789527279837,4.80402104473326,0,0.693147180559945,3.61091791264422,1,3.97029191355212,6,6.22082
"225",1.38629436111989,0,0,0,0,0,0,0,0,1,0
"226",5.04985600724954,3.63758615972639,7.69893619981345,1.94591014905531,3.04452243772342,3.58351893845611,0,4,5.50938833662798,7,13.805
"227",0,0,1.09861228866811,1.6094379124341,4.97673374242057,0,0,0,3.8286413964891,1,0
"228",0,1.38629436111989,0,0,0,4.07753744390572,0,0,1.38629436111989,1,1.69869
"229",2.94443897916644,0,3.97029191355212,4.06044301054642,1.09861228866811,5.13579843705026,6.95939851213398,3,5.51745289646471,7,8.65833
"230",0,0,0,0,0,0,3.97029191355212,0,1.94591014905531,1,0
"231",0,0,3.87120101090789,0,0,1.38629436111989,0,0,1.38629436111989,0,6.55322
"232",0,0,2.39789527279837,0.693147180559945,6.25382881157547,5.27299955856375,0,0,4.95582705760126,1,2.75305
"233",1.38629436111989,0,0,0,1.6094379124341,5.45958551414416,4.11087386417331,0,3.25809653802148,1,1.5526
"234",0,1.6094379124341,0,0,0,2.89037175789616,0,0,1.38629436111989,1,0
"235",4.14313472639153,2.56494935746154,4.18965474202643,0,0,5.51342874616498,7.19368581839511,2,5.53338948872752,4,5.08544
"236",0,0,0,6.20050917404269,0,0,0,1,4.85981240436167,6,12.9885
"237",0,0,3.29583686600433,4.43081679884331,0,4.57471097850338,1.38629436111989,1,4.20469261939097,3,6.16292
"238",2.30258509299405,0,0,6.10479323241498,0,0,0,1,4.77068462446567,4,3.68818
"239",0,2.70805020110221,6.01126717440416,0,0,1.09861228866811,3.73766961828337,1,2.484906649788,4,8.82648
"240",0,0,1.09861228866811,0,0,0,5.12989871492307,0,3.09104245335832,1,1.5526
"241",2.99573227355399,0,0,6.07993319509559,0,0,0,2,4.96284463025991,1,0
"242",4.51085950651685,3.46573590279973,5.28826703069454,5.00394630594546,5.86078622346587,6.37161184723186,8.28677323113125,3,6.94889722231331,18,20.3646
"243",0,0,0,0,0,4.0943445622221,4.69134788222914,0,3.13549421592915,3,6.22636
"244",6.41345895716736,2.99573227355399,4.57471097850338,4.76217393479776,0,0,0,1,4.87519732320115,3,6.87477
"245",0,0,4.21950770517611,0,0,2.39789527279837,1.94591014905531,0,2.77258872223978,1,0
"246",0,0,0.693147180559945,2.07944154167984,5.15329159449778,0,4.26267987704132,1,3.63758615972639,2,3.24068
"247",4.24849524204936,0,1.38629436111989,0,1.09861228866811,0,4.8283137373023,0,3.2188758248682,2,4.04276
"248",5.74300318780948,3.8286413964891,0,0,5.54517744447956,0,0,0,4.60517018598809,1,3.36934
"249",0,0,0,0,0,2.83321334405622,1.79175946922805,0,1.38629436111989,1,0
"250",0,0,0,0,0,2.19722457733622,0,0,0,1,0
"251",3.8286413964891,0,0,5.76832099579377,0,0,4.30406509320417,1,4.74493212836325,13,16.3188
"252",1.09861228866811,0,0.693147180559945,0,0,0,0,0,0,1,0
"253",0,2.94443897916644,0,3.61091791264422,0,0,4.4188406077966,0,3.29583686600433,1,0
"254",1.09861228866811,0,0.693147180559945,4.31748811353631,0,0,0,0,2.89037175789616,3,6.42741
"255",3.09104245335832,0,0,0,0,5.10594547390058,2.39789527279837,0,3.43398720448515,0,3.36934
"256",5.64544689764324,0,3.40119738166216,0,0,0,0,1,4.00733318523247,2,4.65896
"257",0,5.40267738187228,2.30258509299405,0,7.4593388952203,5.46806014113513,3.80666248977032,0,6.05208916892442,18,14.3621
"258",4.06044301054642,3.13549421592915,2.83321334405622,5.23644196282995,4.34380542185368,0,6.48616078894409,1,4.74493212836325,4,5.64169
"259",6.07073772800249,0,0,1.38629436111989,0,2.94443897916644,6.81563999007433,0,4.97673374242057,4,5.67634
"260",4.06044301054642,0,1.09861228866811,2.99573227355399,6.11589212548303,0,0,0,2.83321334405622,3,2.28372
"261",2.30258509299405,0,3.55534806148941,6.19236248947487,0,0,5.24702407216049,1,5.07517381523383,16,17.541
"262",6.91473089271856,3.8286413964891,1.79175946922805,4.61512051684126,0,6.23244801655052,0,0,5.55295958492162,5,9.68165
"263",0,0,1.94591014905531,4.67282883446191,0,3.40119738166216,4.9416424226093,1,4.46590811865458,3,4.27148
"264",5.09375020080676,0,5.83188247728352,0,0,0,0,1,3.87120101090789,1,6.81721
"265",2.19722457733622,0,0,5.14749447681345,3.2188758248682,6.82762923450285,6.75227037614174,3,5.90808293816893,5,7.23456
