"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","bug","loc","bf","hcm"
"11",0,0,0,0,6.51619307604296,0,0,0,0,0,0,0,0,0,0,1.38629436111989,0,5.5834963087817,0,0,0,0,0,0,0,0,4.47733681447821,0,0,0,1.38629436111989,0,0,0,0,0,0,0,0,0,1,4.35670882668959,3,6.44925
"12",5.04985600724954,0,0,1.09861228866811,1.09861228866811,0,0,0,0,0,0.693147180559945,0,0,1.38629436111989,0,0,0,3.36729582998647,0,2.77258872223978,0,0,0,0.693147180559945,0,1.09861228866811,0.693147180559945,0,0,0,0,0.693147180559945,0,3.43398720448515,0,0,0,0,0,0,0,3.2188758248682,1,1.27192
"13",0,0,0,0,0,0,0,0,0,0,0,2.39789527279837,0,0,1.6094379124341,0,0,0,0,0,0.693147180559945,0,0,1.6094379124341,0,0,0.693147180559945,0,0,2.19722457733622,0,0,0,0,0,0,3.09104245335832,0,0,2.77258872223978,0,2.19722457733622,1,0
"14",0,0,0,0,0,0,0,0,0,0,0,0,1.38629436111989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"15",0,0,0,0.693147180559945,1.09861228866811,0,0,0,6.3750248198281,0,0,3.63758615972639,0,0,0,0,0,0,1.09861228866811,0,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,4.59511985013459,0,0,1.09861228866811,0,0,0,0,0,4,4.84372
"16",0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"17",4.44265125649032,0,0,0,1.79175946922805,0,0,4.45434729625351,3.17805383034795,4.90527477843843,4.76217393479776,0,0,0,0,3.09104245335832,5.24174701505964,4.49980967033027,0,0.693147180559945,3.49650756146648,0,0,4.00733318523247,6.59578051396131,0,1.38629436111989,0,0,0,8.73343296641365,6.1527326947041,3.55534806148941,0.693147180559945,4.87519732320115,0,3.89182029811063,4.57471097850338,3.80666248977032,0,3,7.49886973397693,29,15.3228
"18",0,0,0,0,0,0,0,0,0,0.693147180559945,0,2.56494935746154,0,0,0,0,0,0,0,0,0,0,0,2.30258509299405,0,0,0,1.79175946922805,0,0,0,0,0,0,1.09861228866811,0,2.63905732961526,0,0,3.29583686600433,0,2.30258509299405,1,0
"19",0,0,1.09861228866811,0,0,1.6094379124341,1.6094379124341,0,0,0,0,0,0,0,0,2.77258872223978,1.79175946922805,3.71357206670431,0,0,1.09861228866811,3.78418963391826,0,0,1.38629436111989,0,0,4.94875989037817,2.77258872223978,0,3.04452243772342,0,0,2.83321334405622,4.54329478227,0,6.04263283368238,0,0,0,0,4.79579054559674,4,7.7601
"20",0,0,0,4.62497281328427,0,0,0,0,0,0,0,0,0,0,3.04452243772342,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,2.77258872223978,1,3.36934
"21",0,0,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,5.23110861685459,0,0,0,0,0,0,5.26785815906333,0,0,0,0,0,0,0,0,1,0,1,1.05668
"22",0,0,0,1.94591014905531,1.38629436111989,0,0,0.693147180559945,0,0,0,0,0,0,0,0,2.07944154167984,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,3.89182029811063,0,2.07944154167984,1.38629436111989,0,2.30258509299405,0,0,2.83321334405622,0,3.43398720448515,1,0
"23",4.55387689160054,0,0,0,0,0,4.04305126783455,0,0,0,0,0,0,0,0,0,5.82008293035236,0,0,0,0,0,0,2.77258872223978,0,1.09861228866811,0,5.59471137960184,0,0,0,0,0,3.8286413964891,0,0,4.49980967033027,0,0,0,0,5.01063529409626,2,6.79581
"24",0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,2.56494935746154,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,1.09861228866811,0,0,2.56494935746154,3.2188758248682,1.09861228866811,0,0,2.30258509299405,0,2.56494935746154,0,4.15888308335967,0,0,3.49650756146648,2,4.04276
"25",0,0,0,0.693147180559945,0,0,0,0,0,0.693147180559945,1.09861228866811,0,0,0,0,0,0,3.46573590279973,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,1,4.64163
"26",0,0,2.94443897916644,0,1.09861228866811,0,1.09861228866811,0,0,2.30258509299405,0,0.693147180559945,0,1.09861228866811,0,0,0,0,0.693147180559945,4.12713438504509,0,0,0,0,6.64378973314767,2.70805020110221,0,0,0,0,0,0,0,0,0,0,1.79175946922805,0,1.38629436111989,0,1,4.74493212836325,6,6.45548
"27",0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0.693147180559945,0,0,0,0.693147180559945,0,0,0,0,0,2.484906649788,4.93447393313069,5.00394630594546,0,0,0,0.693147180559945,1,4.43081679884331,3,4.27148
"28",0,0,2.30258509299405,0,0,3.52636052461616,0,0,0,0,0,0,0,0,1.09861228866811,3.29583686600433,0,0,0,0,4.23410650459726,0,4.61512051684126,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,2,4.18965474202643,1,0
"29",0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,3.04452243772342,0,0,0,0.693147180559945,0,0,0,0,3.17805383034795,2.39789527279837,0,1.6094379124341,1,1.45568
"30",0,0,0,0,0,0,0,0,1.79175946922805,1.94591014905531,1.6094379124341,0,0,0,0,1.79175946922805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38629436111989,0,0,1.38629436111989,0,0.693147180559945,0,0,5.57972982598622,0.693147180559945,0,4.30406509320417,3,5.03827
"31",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0,0,0,1,0
"32",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.94591014905531,0,0,0,0,0,0,0,0,0,0,1,0
"33",0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,2.89037175789616,0,0,1.09861228866811,0,0,0,4.52178857704904,0,0,0,1.09861228866811,0,0,0.693147180559945,0,1.38629436111989,2.484906649788,0,0,3.3322045101752,1,0
"34",0,0,0,2.484906649788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.99573227355399,0,0,3.13549421592915,0,1.94591014905531,1,0
"35",0,0,0,0,0,0,0,0,0,0,0,0,1.38629436111989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"36",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,2.94443897916644,0,0,0,0,0,0,0,0,0,1.38629436111989,1,0
"37",0,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"38",0,0,0,0,0,0.693147180559945,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,3.58351893845611,0,1.79175946922805,0,2.07944154167984,0,0,0,0,0,0,3.2188758248682,0,0,0,2.39789527279837,0,0,0,0,0,0.693147180559945,0,2.99573227355399,5,8.71607
"39",0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,2.56494935746154,0,4.0943445622221,0,7.39387829010776,0,0,4.0943445622221,0,3.13549421592915,0,4.63472898822964,0,0,0,0.693147180559945,0,0,0,0,5.0998664278242,0,0,5.40267738187228,16,16.4888
"40",0,0,0,7.73149202924568,0,0,0,0,0,0.693147180559945,0,0,0,0,3.13549421592915,0,0,2.83321334405622,0,2.77258872223978,0,0,0,0,0,0,4.39444915467244,5.59842195899838,0,0,0,0.693147180559945,0.693147180559945,0,0,0,0,0,0,3.55534806148941,4,6.06610809010375,14,16.8929
"41",0,2.89037175789616,0,2.83321334405622,0,0,0,2.07944154167984,0,1.6094379124341,0.693147180559945,3.2188758248682,0,0,0,0,0,0,0,0,0,0,0,2.56494935746154,0.693147180559945,0,2.70805020110221,1.79175946922805,0,3.17805383034795,0,5.96870755998537,0,0.693147180559945,2.30258509299405,0,0,0.693147180559945,0,4.83628190695148,0,4.61512051684126,6,7.43856
"42",0,0,0,2.99573227355399,1.6094379124341,0,0,0,0,0,2.89037175789616,0,0,0,4.06044301054642,3.71357206670431,0,0,2.70805020110221,0,0,0,0,0,0,0,0,0,0,2.56494935746154,2.63905732961526,0,0,4.81218435537242,0.693147180559945,0,0,0.693147180559945,0,0,1,0,7,10.0342
"43",0,0,0,0,0,0,0,2.39789527279837,0,0,0,0,3.52636052461616,0,1.94591014905531,0,0,0,0,0.693147180559945,0,0,7.04490511712937,0,0,0,0,3.63758615972639,0,1.79175946922805,0,0,0,0,0,5.74939298590825,0,0,1.38629436111989,0,3,6.05443934626937,24,21.7572
"44",0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.77912349311153,0,0,3.80666248977032,2,3.20237
"45",0,0,0,0,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0.693147180559945,3.25809653802148,0,3.63758615972639,0,0,0,2.89037175789616,0,0,0.693147180559945,0,3.13549421592915,0,0,0,3.04452243772342,0,0.693147180559945,0,0,0,0,1,0,8,10.6126
"46",0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0.693147180559945,0.693147180559945,0,0,0,0,0,0,0,3.13549421592915,0,0.693147180559945,0,0,0,0,0,2.89037175789616,0.693147180559945,0,0,0,0,0,0,2.39789527279837,0,3.36934
"47",0.693147180559945,3.52636052461616,0,0,3.98898404656427,0,0.693147180559945,0,0,0,3.3322045101752,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,1.09861228866811,3.55534806148941,7.7332456465298,0,0,0,0,2.39789527279837,0,0,0,2.89037175789616,0,0,0,6.58202513889283,0.693147180559945,1,6.22257626807137,3,5.51058
"48",0,1.09861228866811,2.63905732961526,4.61512051684126,1.79175946922805,0,0,0,0,3.73766961828337,0.693147180559945,0,0,0,5.02388052084628,0,0,2.30258509299405,0,2.07944154167984,0,0,0,0.693147180559945,0.693147180559945,0,4.12713438504509,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,2,2.77258872223978,3,7.55192
"49",0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,4.76217393479776,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,3.17805383034795,0,0,0,0,0,5.64897423816121,0,0,0,0,1,4.56434819146784,4,8.38997
"50",3.49650756146648,0,0,4.12713438504509,0,0,0.693147180559945,0,0,0,0,0,0,4.21950770517611,0,0,0,3.76120011569356,0,0,0,0,0.693147180559945,0,0,0,0,0,0,2.56494935746154,0,0,0,3.25809653802148,0,0,0,0,0,4.39444915467244,1,4.02535169073515,2,5.57623
"51",2.56494935746154,0,5.04985600724954,0,3.61091791264422,0,1.09861228866811,1.09861228866811,0,0,0,3.29583686600433,0,0,0,0,0,0,1.6094379124341,0.693147180559945,0,0,0.693147180559945,1.6094379124341,0,3.09104245335832,0,1.79175946922805,0,0.693147180559945,0,2.83321334405622,0,3.04452243772342,0,0,0.693147180559945,0,0,0,0,4.59511985013459,2,4.89304
"52",0,0,0,0,0,0,0,1.94591014905531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.94591014905531,2.30258509299405,0,0,3.13549421592915,0,5.48063892334199,0.693147180559945,0,4.14313472639153,3,5.00534
"53",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79175946922805,0,0,0,0,0,0,0,0,0,0,1,0
"54",0,0,0,0,0,0,0,0,0,0,0,0,1.38629436111989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"55",0,0,0,0,4.29045944114839,0,0,0,0,0.693147180559945,0.693147180559945,0,0,0,0,1.6094379124341,0,0,0,0,0,0,0,0,0,5.91079664404053,0,1.79175946922805,0,0,0,0,0,0,0,0,0,0,3.87120101090789,0,0,4.00733318523247,3,5.63536
"56",0,0,0,0.693147180559945,0,5.30330490805908,0,3.71357206670431,0,0,0,0,0,0,0,0,0,0.693147180559945,0,2.484906649788,3.8286413964891,0,0,0,0,0,0,2.19722457733622,0,0,0,0,0,0,0,0,0,0,0,0,2,4.15888308335967,5,11.4018
"57",0,0,0,0,0,2.94443897916644,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,1.38629436111989,0,0,0,0,0,2.19722457733622,4.00733318523247,0,0,1.38629436111989,0,0,1,3.46573590279973,5,6.46017
"58",0,0,0,0,0,0,0,0,0,2.30258509299405,0,0,0,0,0,1.09861228866811,0,0,0,1.38629436111989,0,3.93182563272433,0,0,0,0,3.43398720448515,0,0,0,0,0,0,0,2.56494935746154,0,0,0,0,1.79175946922805,0,2.94443897916644,1,0
"59",0,0,0,1.09861228866811,0,0,0,0,6.14203740558736,0,0,0,0,0,1.09861228866811,0,0,0,0,0,1.79175946922805,0,0,0,0,0,0,1.09861228866811,0,6.13772705408623,0,0,0,0,0,0,0,0,0,0,0,5.24174701505964,9,10.3796
"60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.94875989037817,0,0,0,0,0,0,3.40119738166216,0,0,0,4.15888308335967,1.09861228866811,0,0,1.38629436111989,0,0,0,0,0,0,0,0,0,4.30406509320417,1,1.80545
"61",0,0,0,0,0,0.693147180559945,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.94443897916644,0,0,0,0,0.693147180559945,0,0.693147180559945,0,0,1.38629436111989,1,0
"62",0,0,6.16961073249146,0,4.969813299576,0,0,0,0,0,1.79175946922805,0,0,0,0,0,5.05624580534831,4.77068462446567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.38449506278909,3,7.23572
"63",0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0.693147180559945,0,1.09861228866811,4.57471097850338,2.89037175789616,0,3.98898404656427,0,0,4.31748811353631,0,0,0,0,0,6.14846829591765,2.484906649788,1,4.83628190695148,4,10.1322
"64",0,0,0,0,0,0,0,4.47733681447821,0,2.39789527279837,0,0,0,0,0,0,0,0,4.8283137373023,1.09861228866811,3.43398720448515,0,0,7.72134861261795,1.09861228866811,2.07944154167984,0,0,0.693147180559945,1.79175946922805,0,0,1.94591014905531,0,0,0,0,0.693147180559945,0,0,1,6.00141487796115,4,8.19537
"65",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.94591014905531,0,0,0,0,0,0,0,0,0,0,1,0
"66",0,0,0,3.95124371858143,0,0,0,0,0,0,0,0,0,0,3.87120101090789,0,0,0,0,0,0,0,1.6094379124341,0,0,2.83321334405622,4.23410650459726,5.01727983681492,0,4.00733318523247,2.39789527279837,0,1.09861228866811,4.70048036579242,2.70805020110221,3.13549421592915,0,0,0,3.3322045101752,3,5.04985600724954,6,3.66794
"67",0,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,1,0
"68",0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,1.38629436111989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,1,0
"69",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.77258872223978,0,4.35670882668959,0,0,0,0,0,0,3.29583686600433,0,0,0,0,1.09861228866811,0,0,0,0,0,1,3.61091791264422,2,4.23984
"70",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.99573227355399,0,0,0,0,0.693147180559945,0,0,0,0,1.38629436111989,1,0
"71",0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,6.55677835615804,0,0,0,0,0,0,0,1.38629436111989,0,0,0,0,0,0,0,0,0,0,1.09861228866811,2.83321334405622,0,0,0,0,0,0,0,0,5.03695260241363,1,0
"72",0,3.80666248977032,0,0,0,0,3.52636052461616,1.09861228866811,0,0,0,0,0,0,0,0,0,3.76120011569356,0,0,0,0,2.56494935746154,0,0,0,0,0,1.94591014905531,0,0,0,0,2.484906649788,0,0,0,0,0,0,0,3.91202300542815,1,1.5526
"73",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38629436111989,0,0,0,0,0,1,0
"74",0,2.89037175789616,0,0,0,0,0,4.27666611901606,0,3.68887945411394,0,0,0,0,0,0.693147180559945,0,0,0,2.19722457733622,0,0,0,0,0,0,3.71357206670431,0,0,0,0,0,0,0,0,1.79175946922805,0,0,0,6.0137151560428,1,4.70953020131233,2,2.66716
"75",0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,3.55534806148941,0,0,4.60517018598809,0,0,0,3.13549421592915,0,4.21950770517611,0,3.71357206670431,0,0,0,0,0,2.56494935746154,0,0,0,0,0,0,0,4.04305126783455,1,1.80545
"76",0,0,0,0,0,0,3.85014760171006,3.09104245335832,0,0,0,0,0,0,0.693147180559945,0.693147180559945,0,0,0,0,2.30258509299405,0,3.40119738166216,5.98141421125448,3.76120011569356,0.693147180559945,0,1.09861228866811,0,0,3.66356164612965,2.63905732961526,0,0,2.39789527279837,2.19722457733622,6.11146733950268,0,0,0,0,5.19849703126583,5,8.37205
"77",0,0,0,0,0,0,0,3.25809653802148,0,0,0,0,0,0,0,0,0,0,0,0,0,4.29045944114839,0,0,0,0,0,0,6.24222326545517,0,0,0,0,0,0,0,0,0,0,0,0,4.46590811865458,2,1.00337
"78",0,0,0,2.94443897916644,0,0,0,0,0,0,0,0,4.24849524204936,0,0,0,0,0,0,0.693147180559945,0,0,0,0.693147180559945,0,0,0,0.693147180559945,4.34380542185368,0,1.09861228866811,0,0,3.85014760171006,1.94591014905531,0,0,0,3.97029191355212,0,0,3.91202300542815,2,5.32311
"79",0,0,0,0.693147180559945,0.693147180559945,8.51418868239594,0,0.693147180559945,0,0,1.6094379124341,0,0,0,0,0,0,0,7.58731050602262,0,3.8286413964891,0,3.49650756146648,0.693147180559945,0,0,0,1.6094379124341,0,5.04985600724954,0,0,0,0,0,6.37842618365159,0,0,0,0,3,7.34213173058472,58,36.0219
"80",1.09861228866811,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,1,0
"81",0,0,0,1.09861228866811,0,0,0.693147180559945,0,0,0,0,2.19722457733622,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,2.07944154167984,0,0,0,0,2.56494935746154,0,2.70805020110221,0,0,2.99573227355399,0,2.19722457733622,1,0
"82",0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.84906628263346,0,0,0,5.15905529921453,2,3.61726
"83",1.09861228866811,0,1.6094379124341,0,2.77258872223978,0,0,0,0,1.79175946922805,0,2.56494935746154,0,0,2.30258509299405,0,0,0,0,0,0,0,0,0,0,0,2.70805020110221,0,0,4.94875989037817,0,0,0,0,0.693147180559945,0,0,0,0,0,2,3.36729582998647,3,1.782
"84",0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"85",0,0,0,0,0.693147180559945,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.36729582998647,0,0,0,0,0,0,0,0,0,1.6094379124341,1,0
"86",1.38629436111989,0,0,4.34380542185368,0,0.693147180559945,0,0,8.7528975247753,0.693147180559945,1.38629436111989,4.33073334028633,0,0,0,0,0,4.27666611901606,0,0,0,0,2.70805020110221,0,0,0,2.39789527279837,0,0,2.30258509299405,2.99573227355399,0,0,0,0,4.38202663467388,0,0,2.39789527279837,3.95124371858143,13,7.13169851046691,58,33.736
"87",0,0,6.29894924685594,0,1.38629436111989,0,0,0,1.09861228866811,0,1.38629436111989,0,0,0,0,1.09861228866811,5.28826703069454,3.25809653802148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,1,5.23110861685459,2,7.2789
"88",0,1.38629436111989,0,0,0,0,0,2.94443897916644,0,0,2.39789527279837,0,0,0,0,0,0.693147180559945,4.92725368515721,0,0,0,1.38629436111989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38629436111989,0,0,0,0,3.43398720448515,0,3.36934
"89",0,0,0,0,0.693147180559945,0,0,0,0,2.83321334405622,4.26267987704132,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,2.484906649788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.94591014905531,1,2.99799
"90",0,0,0,1.79175946922805,0,0,0,0,0,0,0,2.89037175789616,0,0,0,0,0,0,0,0,0.693147180559945,0,0,1.94591014905531,0,0,0,0,0,1.6094379124341,0,0,0,0.693147180559945,0,0,2.70805020110221,0,0.693147180559945,2.99573227355399,0,2.30258509299405,1,0
"91",0,1.09861228866811,0,0,0,1.09861228866811,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,1.79175946922805,0,0,0,0,0,0,0,0,0,0,6.62539236800796,0,0,0,0,1.6094379124341,0,0,0,4.98360662170834,1,0
"92",0,0,0,0,2.94443897916644,0,0,0,0,5.82008293035236,0,0,0,0,3.63758615972639,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,3.43398720448515,3,5.74218
"93",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6094379124341,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,1.79175946922805,0,2.07944154167984,1,0
"94",0,0,0,0,0,0,3.61091791264422,3.49650756146648,0,0,0,0,0,2.39789527279837,0,0,0,0,0,0,1.09861228866811,0,0,1.38629436111989,0,0,0,1.38629436111989,0,0,0,0,0,0.693147180559945,0,0,5.48063892334199,0,0,0,0,4.12713438504509,2,3.47713
"95",2.39789527279837,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,2.19722457733622,6.17170059741091,0,0,3.95124371858143,0,0,0,3.61091791264422,0.693147180559945,0,0,2.39789527279837,0,0,0,0,0,1.38629436111989,4.11087386417331,0,2.56494935746154,0,3.85014760171006,0,0,5.15329159449778,2,2.8028
"96",0,0,0,0,0,0,3.8286413964891,2.39789527279837,0,0,0,0,0,0,0,0,0,0,0,3.43398720448515,0.693147180559945,0,0,0,0,2.07944154167984,0,2.94443897916644,2.77258872223978,0,0,0,0,2.83321334405622,0,0,4.23410650459726,0,0,0,0,3.87120101090789,1,2.23731
"97",0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0,0,0,0,4.4188406077966,0,0,0,6.06378520868761,0,0,0,0,0,0,2.30258509299405,0,0,0,0,0,6.94697599213542,0,0,0,0,4,5.51745289646471,13,19.4467
"98",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.43398720448515,0,0,3.68887945411394,0,2.484906649788,1,0
