"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","bug","loc","bf","hcm"
"11",0,0,0,0,0,0,1.38629436111989,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.02535169073515,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.94591014905531,6.77878489768518,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,1.6094379124341,0,0,0,0,0,0,4.44265125649032,1,4.35670882668959,3,6.44925
"12",0,1.79175946922805,0,0,0,2.89037175789616,0,0,0,0,1.38629436111989,0,0,0,0,0,0,0.693147180559945,1.6094379124341,0.693147180559945,0.693147180559945,0,0,0,0,0,1.09861228866811,0,0,0,0.693147180559945,0,0,0,0,0,0,1.38629436111989,0,2.39789527279837,0,0,0,0,0,0,0,1.38629436111989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,5.2257466737132,0,0,0,0,0,0.693147180559945,1.09861228866811,0,0,0,0,0,0,0,0,3.2188758248682,1,1.27192
"13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.07944154167984,0,0,0,0,0,0,0,0,4.02535169073515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19722457733622,1,0
"14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0,1,0
"15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,2.30258509299405,0,0,6.43294009273918,0,0,1.94591014905531,0,0.693147180559945,0,0,0,0,0,0.693147180559945,0,1.09861228866811,0,0,0,3.52636052461616,0,0,0,0,0,0,0.693147180559945,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,1.38629436111989,0,0,0,2.99573227355399,0,0,3.25809653802148,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,1.38629436111989,0,0,0,0,1.38629436111989,0,0,0,0,0,0,4,4.84372
"16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0,1,0
"17",6.21060007702465,0,0,0,2.63905732961526,0,0,0,1.79175946922805,0,0.693147180559945,3.43398720448515,0,0.693147180559945,0,0,2.19722457733622,4.48863636973214,0,4.0943445622221,0,0,0,0.693147180559945,0.693147180559945,0,0,0,0,4.04305126783455,2.83321334405622,0,0,0,0,0,0,0.693147180559945,0,4.0943445622221,0,0,3.98898404656427,0,0,0,0,0,1.09861228866811,1.6094379124341,0,7.1608459066643,0,4.85981240436167,4.7361984483945,0,0,1.38629436111989,4.92725368515721,0,1.09861228866811,0,0,0,0,0,0,5.65599181081985,8.5414954839392,1.09861228866811,0,1.94591014905531,2.07944154167984,1.09861228866811,4.24849524204936,3.13549421592915,0,0,0,0,0,4.23410650459726,4.70953020131233,5.7037824746562,3.58351893845611,0,0.693147180559945,0,0.693147180559945,0,3,7.49886973397693,29,15.3228
"18",0,0,0.693147180559945,0,0,0,0,0,0,0,0,1.6094379124341,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0.693147180559945,0,0,3.97029191355212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,2.19722457733622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.30258509299405,1,0
"19",0,0,0,0,1.09861228866811,0,0,0,0,0.693147180559945,0,4.31748811353631,1.38629436111989,0,0,0,0,0,1.6094379124341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.78418963391826,0,0,0,3.43398720448515,1.6094379124341,0,0,0.693147180559945,0,0,0,0,0,1.94591014905531,3.55534806148941,0,2.83321334405622,0,3.8286413964891,0,0,0,1.38629436111989,0,0,0,0,0,0,0,0,1.6094379124341,0,0,4.06044301054642,0,0,0,0,0,0.693147180559945,0,0,0,0,0,6.20050917404269,0,0,0,0,0,0,1.09861228866811,0,0,4.79579054559674,4,7.7601
"20",0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.07944154167984,0,1.38629436111989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,3.04452243772342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.52178857704904,0,0,0,0,0,0,0,0,0,0,2.77258872223978,1,3.36934
"21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.94542060860658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1.05668
"22",0,0,0,0,0,0,0,1.6094379124341,0,0,0,0,0,0.693147180559945,0,0,2.07944154167984,0,1.6094379124341,0,0,0,0,0,0,0,3.8286413964891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.30258509299405,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0.693147180559945,0,2.77258872223978,0,0,0,0,0,0,1.38629436111989,0,0,0,0,1.09861228866811,0,2.30258509299405,0,0,0,0,0,0,0,0,3.43398720448515,1,0
"23",0,0,0,0.693147180559945,0,0,0,0,0,0,1.09861228866811,0,0,0,0,4.29045944114839,0,0.693147180559945,1.38629436111989,0.693147180559945,0,0,0,4.51085950651685,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0.693147180559945,0,1.94591014905531,0,0.693147180559945,0,0,0,0,2.07944154167984,0,0,0,0,0,0,0,0,0,1.6094379124341,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2188758248682,6.44413125670044,0,0,0,1.09861228866811,3.93182563272433,0,1.09861228866811,0,0,1.79175946922805,0,1.38629436111989,0,0,5.01063529409626,2,6.79581
"24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,4.43081679884331,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,3.85014760171006,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0.693147180559945,0,0,1.6094379124341,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,3.49650756146648,2,4.04276
"25",0,0,0,0,1.09861228866811,0,0,0,0.693147180559945,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.09104245335832,0,0,0,0,0,0,0,0,0,1.38629436111989,0,0,0,0,1.38629436111989,1.09861228866811,0,0,0,0,0,0,0,0.693147180559945,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.64163
"26",0.693147180559945,0,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,1.38629436111989,0,0,0,0,1.09861228866811,0.693147180559945,0,0,0,0,1.94591014905531,0,6.66440902035041,0,0,0,0,0,0,4.11087386417331,0,2.63905732961526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,1.38629436111989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19722457733622,0,0,0,1,4.74493212836325,6,6.45548
"27",0,0,0,0,0,0,0.693147180559945,0,0,0,0,4.0943445622221,0,0,0,0,3.13549421592915,2.77258872223978,0,0,0,0,0,0,0,0,2.19722457733622,1.09861228866811,0,0,0.693147180559945,0,0,0,0,0.693147180559945,0,3.04452243772342,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,1.6094379124341,0,3.04452243772342,0,0,0,0,0,0,0,0,0,4.99721227376411,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,1,4.43081679884331,3,4.27148
"28",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.30258509299405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.44265125649032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.74493212836325,0,0,1.09861228866811,0,0,0,2.30258509299405,0,0,0,0,0,0,0,0,3.04452243772342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,2,4.18965474202643,1,0
"29",0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,2.56494935746154,0,2.63905732961526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6094379124341,0,0,0,0,0,0,0,1.79175946922805,0,0,0,0,0,0,0,0.693147180559945,0,0,0,2.94443897916644,0,0,0,0.693147180559945,0,1.6094379124341,1,1.45568
"30",1.79175946922805,0,0,0,0,0,1.09861228866811,0,0,0,0,0,0,1.38629436111989,0,0,0,0,1.09861228866811,0,0,0,0,0,0.693147180559945,0,0,0,2.484906649788,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0.693147180559945,2.63905732961526,0,0,0,2.63905732961526,0,0,1.6094379124341,0,0,0,0,0.693147180559945,0,0,0,0,0,5.42934562895444,1.94591014905531,0,0.693147180559945,0,4.30406509320417,3,5.03827
"31",0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"32",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.94591014905531,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"33",0.693147180559945,0,0,0,0,0,0,0,0,0,1.38629436111989,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.56434819146784,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0.693147180559945,1.09861228866811,0,0,0,0,0.693147180559945,0,0,0,0,3.04452243772342,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3322045101752,1,0
"34",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.89182029811063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38629436111989,0,0,0,0,0,0,0,0,0,0,1.94591014905531,1,0
"35",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0,1,0
"36",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.94443897916644,0,0,0,0,0,0,0,0,0,0,0,1.38629436111989,1,0
"37",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38629436111989,0,0,0,1,0
"38",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,2.19722457733622,0,0,0,0,3.25809653802148,0,0,0,0,0,0,3.36729582998647,0,0,0,0,0,0,0,0,3.04452243772342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,2.99573227355399,5,8.71607
"39",0,0,0,0,0,0,0,0,0,0,4.97673374242057,0,0,0,0,0,0,0,0,0,5.12396397940326,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,3.63758615972639,0,0,0,0,7.10906213568717,0,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.15485809401642,0,0.693147180559945,0,0,0,5.40267738187228,16,16.4888
"40",0,5.08140436498446,0,0,0,0,0,5.35658627467201,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.49072353450251,0.693147180559945,0,0,0,2.70805020110221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,7.38274644973891,0,0,0,0,4.14313472639153,0,0,0,0,4,6.06610809010375,14,16.8929
"41",0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,1.09861228866811,0,0,0,5.91620206260743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0.693147180559945,0,0,1.6094379124341,0,0,0,1.6094379124341,3.40119738166216,0,1.09861228866811,0,0,4.24849524204936,3.91202300542815,0,0,0,0.693147180559945,0,0,0,0,2.39789527279837,0,0,0,0,0,0,3.93182563272433,0,0,0,0,0,0.693147180559945,0,0,0,0,3.3322045101752,0,0,3.40119738166216,0,4.61512051684126,6,7.43856
"42",0,0,0,0,0,0,0,2.56494935746154,0,1.09861228866811,1.38629436111989,0,1.6094379124341,1.38629436111989,0,1.09861228866811,0,0,0,1.09861228866811,0,3.43398720448515,0,0,0,0,1.6094379124341,0,0.693147180559945,0,0,0,0,3.43398720448515,3.61091791264422,0,0,0,0,0,0,0,1.94591014905531,0,0,2.89037175789616,0,0,2.83321334405622,0,0,0,0,2.07944154167984,0,0,0,2.07944154167984,1.09861228866811,0.693147180559945,0,0,0,0,0,2.484906649788,4.51085950651685,0,2.07944154167984,0,0,0,0,0,1.38629436111989,0,0,0,0.693147180559945,0,0,1.38629436111989,0,0,0,0,0,0,0,0,1,0,7,10.0342
"43",0,0,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,3.52636052461616,0,0,1.09861228866811,6.18620862390049,0,0,0,0,0,0,0.693147180559945,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38629436111989,0,0,0,0,0,6.51471269087253,0,0,0,0,0,0,1.6094379124341,0.693147180559945,0,0,0,5.72031177660741,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,1.09861228866811,0,0,0.693147180559945,0,0.693147180559945,3.66356164612965,0,0,0,0,0,3,6.05443934626937,24,21.7572
"44",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38629436111989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38629436111989,0.693147180559945,0,0,0,4.68213122712422,1.38629436111989,0,0,0,3.80666248977032,2,3.20237
"45",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,3.04452243772342,0,0,0,0,0,0,0,1.09861228866811,0,0,1.09861228866811,0.693147180559945,0,0,0,0,0,0,0,0,1.79175946922805,0,0,2.39789527279837,0.693147180559945,0,0,0,0,1.09861228866811,0,0,0,0,0,2.19722457733622,0,0,0,0,1.38629436111989,0,0,4.24849524204936,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,1,0,8,10.6126
"46",0,0,0,0,0,0,0,0,0,1.38629436111989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.66356164612965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38629436111989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.39789527279837,0,3.36934
"47",0,0,0,1.94591014905531,0,0,0.693147180559945,0,0,0,6.64639051484773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.23644196282995,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0.693147180559945,0,0,0,0,0,0,0,3.78418963391826,0,4.15888308335967,0.693147180559945,0,4.12713438504509,0,0,0,0,0,0,0,0,0,0,1.38629436111989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19722457733622,0,0,0,7.57660976697304,4.48863636973214,0,0,1,6.22257626807137,3,5.51058
"48",0,0.693147180559945,0,0,0.693147180559945,0.693147180559945,5.01063529409626,3.80666248977032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6094379124341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.63905732961526,0,0,0,0,0,0,0,0,0,0,0,0,4.78749174278205,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,4.07753744390572,0,0,0,0,0,0,0,0,0,2,2.77258872223978,3,7.55192
"49",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.04737217904628,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.56434819146784,4,8.38997
"50",4.62497281328427,0,0,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,4.52178857704904,3.04452243772342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,4.29045944114839,0,0,0,0,2.30258509299405,0,0,0,0,0,0,0,0.693147180559945,3.17805383034795,1,4.02535169073515,2,5.57623
"51",0,0,0,0,0,4.70048036579242,0,0,0,3.71357206670431,0,2.484906649788,0.693147180559945,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,1.94591014905531,0,0,0,0,1.38629436111989,0,0,0,0,0,3.55534806148941,0,0,0,0,0,4.38202663467388,0,0,1.79175946922805,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6094379124341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,2.484906649788,0,0,4.59511985013459,2,4.89304
"52",0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,2.484906649788,0,0,0,0,0,0,0,0,0,0,0,0,4.15888308335967,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.67282883446191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.49650756146648,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,4.21950770517611,0,0.693147180559945,0,4.14313472639153,3,5.00534
