"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","bug"
"17",6.6052979209482,0,3.61091791264422,2.30258509299405,4.15888308335967,4.74493212836325,0,1.94591014905531,0,6.71417052990947,6.54391184556479,0,0.693147180559945,8.51519118874556,5.78382518232974,6.68210859744981,0,3
"18",0,0,2.83321334405622,0,0,0,0,0,0,0,0,0.693147180559945,0,0,3.95124371858143,0,0,0
"19",0,0,0,0,0,3.89182029811063,3.17805383034795,0,2.89037175789616,5.93489419561959,0,0,4.14313472639153,0,5.69035945432406,0,0,0
"20",0,0,0,4.14313472639153,0,0,3.66356164612965,0,0,0,0,3.17805383034795,0,0,0,0,0,0
"21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.94542060860658,0,1
"22",0,0.693147180559945,3.98898404656427,0,0,0,1.6094379124341,0,0,0,0,0,0,3.36729582998647,2.77258872223978,0,0,0
"23",2.07944154167984,0,5.12396397940326,0,0,0,0,0,0,4.21950770517611,2.39789527279837,0,0,0,6.46614472423762,2.56494935746154,0,0
"24",0,1.6094379124341,0,0,0,0,1.79175946922805,0,0,4.45434729625351,3.80666248977032,0,0,0,0,0,0,0
"25",1.38629436111989,0,1.6094379124341,0,1.09861228866811,3.36729582998647,0,0,0,0,0,0,0,0,0,0,0,0
"26",3.8286413964891,0,0,0,0,0,1.6094379124341,2.07944154167984,0,0,6.361302477573,0,0,2.39789527279837,0,5.48893772615669,0,1
"27",0,0,0,0.693147180559945,0,0,1.94591014905531,2.39789527279837,4.69134788222914,0,0,0,0,0,5.18738580584075,0,0,1
"28",3.3322045101752,0,0,0,0,0,3.85014760171006,1.94591014905531,4.94875989037817,0,0,0,0,0,0,2.83321334405622,1.6094379124341,2
"29",0,0,3.36729582998647,0.693147180559945,0,0,1.94591014905531,0,0,0,0,0.693147180559945,0.693147180559945,0,0,0,2.99573227355399,0
"30",0,0,0,0,1.38629436111989,0,0,0,0,0,1.38629436111989,0,0,3.78418963391826,0,0,5.4971682252932,0
"31",0,0,0.693147180559945,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0,0,0,0
"32",0,0,0,0,0,0,0,0,0,0,0,0,0,1.94591014905531,0,0,0,0
"33",0,0,0,0.693147180559945,0,0,0,0,1.09861228866811,0,0,0,4.83628190695148,0,0,0,0,0
"34",0,0,3.76120011569356,0,0,0,1.09861228866811,0,0,0,0,2.19722457733622,0,0,0,0,0,0
"35",0,0,0,0,0,1.38629436111989,0,0,0,0,0,0,0,0,0,0,0,0
"36",0,0,2.484906649788,0,0,0,0,0,0,0,0,0,0,2.30258509299405,0,0,0,0
"37",0,0,0.693147180559945,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,0
"38",0,1.38629436111989,3.13549421592915,0,0,0,0,3.04452243772342,3.66356164612965,0,0,0,0,0.693147180559945,0,0,0,0
"39",0,0.693147180559945,5.01727983681492,1.94591014905531,0,0,0,7.30653139893951,3.63758615972639,0,0,0,0,0,0,0,5.89164421182577,0
"40",0,0,2.94443897916644,7.4593388952203,0,0,6.19847871649231,0,0,0,0,5.95842469302978,0,0,3.40119738166216,0,4.07753744390572,4
"41",1.09861228866811,2.77258872223978,0,3.93182563272433,0,0,0,0,0.693147180559945,0,0,5.53733426701854,0,5.74300318780948,2.94443897916644,0,0,0
"42",3.89182029811063,2.89037175789616,0,3.93182563272433,2.83321334405622,0,4.45434729625351,0,2.07944154167984,0,0,0,1.6094379124341,4.06044301054642,2.83321334405622,0,0,1
"43",0,0,6.41999492814714,0,0,0,0,6.56667242980324,5.15905529921453,0,0,0,0,0,0,0,4.07753744390572,3
"44",0,0,0,0,0,0,0,0,0,0,1.38629436111989,0,0,0,1.09861228866811,0,4.76217393479776,0
"45",2.63905732961526,0,0,0.693147180559945,4.20469261939097,0,0,2.94443897916644,2.89037175789616,1.79175946922805,0,0,0,0,1.09861228866811,0,1.6094379124341,1
"46",0,1.79175946922805,0,0,0,0,0,0,0,0,1.79175946922805,0,0,0,2.56494935746154,0,3.17805383034795,0
"47",4.27666611901606,2.70805020110221,0,0,0,0,0,0,0,0,6.99025650049388,0.693147180559945,1.09861228866811,2.83321334405622,4.48863636973214,1.09861228866811,7.5522372875608,1
"48",0,0,0,4.17438726989564,0,4.4188406077966,4.60517018598809,2.56494935746154,0,0,0,4.91998092582813,0,0,0,0,0,2
"49",0,0,0,0,0,0,4.99721227376411,5.63121178182137,0,0,0,0,0,0,0,0,0,1
"50",1.94591014905531,4.46590811865458,4.17438726989564,3.91202300542815,0,3.93182563272433,3.95124371858143,0,0,0,0,0,0,0,2.77258872223978,0,0,1
"51",0,0,0,3.97029191355212,0,0,0,4.90527477843843,0,0,2.56494935746154,0,0,0,1.6094379124341,0.693147180559945,4.65396035015752,0
"52",3.25809653802148,0,0,0,0,0,0,0,0,5.10594547390058,0,0,0,0,0,1.09861228866811,4.53259949315326,0
"53",0,0,0,0,0,0,0,0,0,0,0,0,0,1.6094379124341,0,0.693147180559945,0,0
"54",0,0,0,0,0,1.38629436111989,0,0,0,0,0,0,0,0,0,0,0,0
"55",0,0,0,0,0.693147180559945,0,0,0,0,0,6.11146733950268,0,0,0,0,0,3.87120101090789,0
"56",4.84418708645859,0,0.693147180559945,1.94591014905531,0,0,0,3.87120101090789,4.84418708645859,0,0,0,0,0,0,0,0,2
"57",0,0,0,0.693147180559945,0,0,0,0,3.13549421592915,0,0,0,0,0,4.18965474202643,0,0,1
"58",0,0,0,0,0,0,0,2.484906649788,0,0,1.38629436111989,3.85014760171006,3.85014760171006,0,0,1.79175946922805,0,0
"59",0,2.63905732961526,5.56452040732269,0.693147180559945,6.44730586254121,0,0,0,3.52636052461616,0,0,0,0,0,0,0,0,0
"60",0,0,2.39789527279837,2.94443897916644,0,0,0,0,0,0,1.09861228866811,0,0.693147180559945,0,5.33271879326537,0,0,0
"61",0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,3.04452243772342,0,0,0,0
"62",1.09861228866811,0,0,0,0,6.6682282484174,4.45434729625351,0,0,0,0,0.693147180559945,0,0,0,3.2188758248682,0,1
"63",1.38629436111989,2.19722457733622,4.07753744390572,0,0,1.09861228866811,0,0,0,3.98898404656427,3.58351893845611,4.94875989037817,0,0,0,0,6.05443934626937,1
"64",0,4.12713438504509,0,6.4425401664682,0,0,0,6.39859493453521,1.09861228866811,0,4.18965474202643,0,0,6.73221070646721,5.69035945432406,3.66356164612965,1.6094379124341,1
"65",0,0,0,0,0,0,0,0,0,0,0,0,0,1.94591014905531,0,0,0,0
"66",0,4.20469261939097,4.86753445045558,4.39444915467244,0,0,4.48863636973214,3.55534806148941,0,0,2.07944154167984,3.36729582998647,0,4.54329478227,3.91202300542815,0,0,3
"67",0,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0
"68",0,0,1.79175946922805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"69",0,0,2.89037175789616,0,0,0,0,4.4188406077966,2.77258872223978,1.94591014905531,0,0,0,0,0,0,0,1
"70",0,0,2.07944154167984,1.09861228866811,0,0,0,0,0,0,0,0,0,2.484906649788,0,0,0,0
"71",1.09861228866811,0,0,0,0,6.20859002609663,0,0,0,4.54329478227,4.43081679884331,0.693147180559945,0,0,0,3.93182563272433,0,0
"72",3.40119738166216,0,0.693147180559945,0,0,3.61091791264422,0,0,0,0,1.09861228866811,0,0,1.09861228866811,0,0,4.39444915467244,0
"73",0,0,1.6094379124341,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0
"74",2.83321334405622,4.65396035015752,0,0,0.693147180559945,0,0,0.693147180559945,0.693147180559945,0,0.693147180559945,6.14203740558736,0,0,0,0,0.693147180559945,1
"75",4.65396035015752,0,0,0,0,0,2.77258872223978,0,2.39789527279837,0,4.26267987704132,0,0,3.43398720448515,3.85014760171006,0,0,0
"76",0,0,0,1.79175946922805,0,0,0,4.77912349311153,0,6.59441345974978,0,0,0,0,4.24849524204936,4.97673374242057,0,0
"77",0,0,0,0,0,0,0,0,2.07944154167984,4.0943445622221,0,0,6.30078579466324,0,0,0,0,0
"78",0,0,0,0,0,0,3.17805383034795,0,0,4.53259949315326,4.92725368515721,0,0,1.38629436111989,0,0,2.89037175789616,0
"79",4.85203026391962,0,6.1463292576689,2.77258872223978,0,3.87120101090789,4.17438726989564,5.22035582507832,8.83244179158582,0,0,0,0,0,1.94591014905531,3.3322045101752,0,3
"80",1.09861228866811,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,1.09861228866811,0,0,0,0
"81",0,0,3.25809653802148,0,0,0,0,0,0,0,0,0,0,0,3.68887945411394,0,0,0
"82",0,0,0,0,0,0,1.94591014905531,0,0,0,0,0,6.5410299991899,5.51342874616498,0,0,0,0
"83",0,0,4.64439089914137,0,3.17805383034795,3.09104245335832,2.89037175789616,0,2.30258509299405,0,0,3.36729582998647,0,0.693147180559945,0,0,0,2
"84",0,0,0.693147180559945,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0
"85",0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,3.40119738166216,0,0,0,0
"86",0,2.83321334405622,4.47733681447821,6.48463523563525,8.6699142784339,3.04452243772342,0,4.29045944114839,0,0,0,4.07753744390572,0,0,2.99573227355399,0,0,13
"87",2.30258509299405,0,0,0,2.19722457733622,6.50279004591562,4.04305126783455,0,0,0,0,0,0,0,0,3.63758615972639,0,1
"88",2.77258872223978,0,0,0,0.693147180559945,4.95582705760126,0,0,0,0.693147180559945,0,0,1.09861228866811,0,0,1.38629436111989,2.56494935746154,0
"89",0,0,0,0,0.693147180559945,0,0,0,0,0,0,4.4188406077966,0,2.83321334405622,0,0,0,0
"90",0,0,3.17805383034795,0,0,0,0,0,0,0,0,0,0,0,3.8286413964891,0,0,0
"91",5.11799381241676,0,0,0,0,3.71357206670431,0,0,0,0,5.05624580534831,0,5.73657229747919,2.07944154167984,0,4.49980967033027,0,0
"92",0,0,0,0,0,3.17805383034795,3.87120101090789,0,0,0,5.36129216570943,4.27666611901606,0,0,2.56494935746154,3.40119738166216,0,0
"93",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.39789527279837,0,0,0
"94",4.20469261939097,0,0,0,0,0,0,0,0,5.40267738187228,0,0,0,0,3.68887945411394,0,0,0
"95",3.36729582998647,0,2.56494935746154,0,0,0,0,0,2.39789527279837,2.56494935746154,4.79579054559674,0,0,2.83321334405622,6.20859002609663,3.13549421592915,0,0
"96",2.39789527279837,0,0,0,0,2.07944154167984,0,0,0,5.22035582507832,0,0,0,0,0,0,2.30258509299405,0
"97",0,1.79175946922805,3.97029191355212,0,0,0,1.38629436111989,6.75343791859778,6.46769872610435,0,0,0,0,0,0,1.09861228866811,0,4
"98",0,0,4.26267987704132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"99",0.693147180559945,0,0.693147180559945,0,0,6.92461239604856,0,3.89182029811063,0,0,2.19722457733622,0.693147180559945,0,0,0,0,0,1
"100",5.32787616878958,0,7.10249935577465,0,0,0,0.693147180559945,6.11809719804135,4.51085950651685,0,4.99721227376411,0,0,0,1.6094379124341,0,4.18965474202643,1
"101",0,2.07944154167984,0,2.19722457733622,0,6.23441072571837,0,2.30258509299405,0,3.29583686600433,0,5.20948615284142,0,0,0,0,2.56494935746154,0
"102",0,2.77258872223978,0,0,0,0,3.85014760171006,0,0,0,1.38629436111989,0.693147180559945,0,0,2.77258872223978,0,0,0
"103",0,3.58351893845611,0,0,1.79175946922805,4.36944785246702,0,2.30258509299405,4.76217393479776,0.693147180559945,0,0,0,0,3.40119738166216,0,0,0
"104",0,0,0,0,0,3.98898404656427,0,0,0,0,0,0,0,0,1.6094379124341,1.38629436111989,4.90527477843843,0
"105",0,4.33073334028633,0,0,1.38629436111989,0,0,0,0,3.80666248977032,2.484906649788,0,1.09861228866811,5.44241771052179,4.44265125649032,1.38629436111989,0,1
"106",0,0,4.59511985013459,4.0943445622221,0,4.0943445622221,3.85014760171006,0,0,0,0,3.97029191355212,0,1.09861228866811,1.79175946922805,0,0,2
"107",0,0,3.97029191355212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"108",3.8286413964891,0,0,0,0,0,0,1.79175946922805,2.70805020110221,0,0,1.79175946922805,0,0,4.35670882668959,0,1.6094379124341,1
"109",5.61677109766657,6.16120732169508,0,2.30258509299405,0,0,5.29831736654804,0,0,0,0,6.7286286130847,0,0,0,0,0,1
"110",0,3.17805383034795,0,0,0,0,0,0,0,2.484906649788,3.78418963391826,0.693147180559945,0,4.64439089914137,0,0,0,0
"111",6.30627528694802,0,5.51745289646471,2.99573227355399,1.09861228866811,0,0,0,0,1.79175946922805,5.53338948872752,0,5.25749537202778,0,0,0,0,0
"112",0,1.09861228866811,0.693147180559945,0,0,0,0,0,3.80666248977032,2.39789527279837,0,0,0,0,0,0,0,0
"113",0,0,0,2.30258509299405,0,0,2.19722457733622,0,4.57471097850338,0,0,3.73766961828337,0,3.95124371858143,6.06842558824411,1.79175946922805,0,2
"114",0,5.92425579741453,0,0,0,0,5.5834963087817,0,0,0,0,5.64897423816121,0,0,0,0,0,2
"115",3.3322045101752,0,0,1.94591014905531,0,0,4.92725368515721,4.24849524204936,0,0,0,0,0,0,0,0,0,1
"116",6.20253551718792,0,5.24702407216049,0,3.68887945411394,0,2.77258872223978,0,0,0,1.94591014905531,0,0,0,3.85014760171006,0,0,0
"117",0,3.85014760171006,0,0,0,0,0,0,0,0,2.30258509299405,0,0,3.71357206670431,2.94443897916644,0,0,1
"118",0,0,0,0,0,2.19722457733622,1.94591014905531,0,3.04452243772342,0,1.09861228866811,0,0,0,6.00635315960173,0,0,0
"119",0,0,0,0.693147180559945,3.43398720448515,3.25809653802148,2.77258872223978,0,0,5.93224518744801,2.19722457733622,0,0,3.36729582998647,0,0,5.15329159449778,2
"120",0,0,3.97029191355212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"121",0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,1.38629436111989,0,0
"122",0,0,3.8286413964891,0,0.693147180559945,0,0,0,0,0,2.70805020110221,0,0,0,3.49650756146648,0,0,0
"123",0,4.18965474202643,2.99573227355399,0,0,0,4.17438726989564,0,4.4188406077966,4.45434729625351,0,0,5.8636311755981,1.6094379124341,0,1.09861228866811,1.38629436111989,1
"124",0,0,0,0,0,1.38629436111989,0,0,0,0,0,0,0,0,0,0,0,0
"125",0,0.693147180559945,0,0,0,0,0,3.40119738166216,1.09861228866811,1.6094379124341,0,0,0,0,2.56494935746154,0,0,1
"126",0,0,3.76120011569356,5.31320597904179,0,1.09861228866811,0,0,0,5.44241771052179,2.39789527279837,4.75359019110636,0,0,6.11809719804135,0,3.78418963391826,1
"127",2.70805020110221,0,0,1.6094379124341,1.09861228866811,0,0,0,0,3.2188758248682,3.17805383034795,0,0,7.33432935030054,0,2.89037175789616,4.89034912822175,2
"128",4.11087386417331,0,0,0,1.79175946922805,0,0,0,0,2.70805020110221,3.73766961828337,0,7.27931883541462,0,0,0,0,1
"129",3.63758615972639,0,0,5.14749447681345,0,0,0,0,0,4.23410650459726,4.99043258677874,0,7.32778053842163,0.693147180559945,0,4.0943445622221,0,1
"130",0,5.4553211153577,0,0,1.94591014905531,0,0,0,0,0,0,2.94443897916644,4.70048036579242,0,4.72738781871234,0,0,0
"131",2.99573227355399,0,0,0,3.25809653802148,0,1.79175946922805,0,0,0,1.09861228866811,0,0,5.92157841964382,0.693147180559945,5.91620206260743,0,0
"132",0,0,0,0,0,0,2.39789527279837,0,0,4.0943445622221,0,2.94443897916644,3.61091791264422,0,0,0,0.693147180559945,0
"133",0.693147180559945,0,3.13549421592915,0,0,0,0,0,0,0,2.89037175789616,0,0,3.66356164612965,2.19722457733622,0,0,0
"134",0.693147180559945,0,2.39789527279837,0,0.693147180559945,0,0,0,0,0,0,0,0,2.89037175789616,0,0,0,0
"135",0,0,0,0,0,1.38629436111989,0,0,0,0,0,0,0,0,0,0,0,0
"136",0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,1.79175946922805,0,0,0,0
"137",4.969813299576,0,3.73766961828337,4.96284463025991,1.09861228866811,0.693147180559945,0,0,5.03043792139244,3.73766961828337,3.29583686600433,0,3.61091791264422,5.47227067367148,4.30406509320417,3.58351893845611,0,1
"138",0,0,0,0,0,0,0,1.79175946922805,0,4.27666611901606,2.89037175789616,0,0,3.73766961828337,0.693147180559945,0,0,0
"139",0.693147180559945,0,0,1.38629436111989,2.83321334405622,0,0,0,0,0,0,2.39789527279837,3.25809653802148,4.49980967033027,3.40119738166216,0,3.13549421592915,0
"140",0,4.89034912822175,0,0,0,0.693147180559945,0,0,0,0.693147180559945,0,0,5.84932477994686,4.89034912822175,4.30406509320417,0,0,0
"141",0,0,3.93182563272433,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0,0,0,0
"142",2.70805020110221,3.46573590279973,0,0,0,0.693147180559945,4.52178857704904,0,0,5.94803498918065,3.25809653802148,0,5.4510384535657,4.94875989037817,4.39444915467244,2.63905732961526,0,2
"143",0,0,4.88280192258637,5.04985600724954,0,0,6.65415252018322,0,0,0,0,4.69134788222914,0,0,6.48616078894409,0,0,7
"144",0,0.693147180559945,0,0,0.693147180559945,0,0,0,0,0,0,0.693147180559945,0,5.19295685089021,0,0,5.82600010738045,2
"145",3.46573590279973,0,0,0,0,0,2.19722457733622,4.35670882668959,2.484906649788,0,0,0,0,0,0,0,0,1
"146",0.693147180559945,1.94591014905531,4.53259949315326,6.48920493132532,8.67111527368849,3.29583686600433,3.40119738166216,3.76120011569356,1.09861228866811,0,0,3.71357206670431,1.09861228866811,0,3.13549421592915,0,0,5
"147",0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,3.36729582998647,0,0,0,0
"148",4.8283137373023,2.77258872223978,0,3.66356164612965,6.91174730025167,0,0,0,0,0,5.31320597904179,0,0,0,0,3.43398720448515,0,0
"149",0,0,0,4.36944785246702,0,0,0,0,0,5.48479693349065,0,0,0,3.93182563272433,4.17438726989564,0,4.20469261939097,2
"150",0,3.25809653802148,0,0,0,0,0,0,0,5.30826769740121,0,0,0,0,3.49650756146648,0,5.7037824746562,0
"151",4.30406509320417,0,6.22455842927536,0,0,0,0,6.77536609093639,4.68213122712422,0,5.31811999384422,0,0,0,0,0,6.57646956904822,2
"152",0,0,0,0,0,0,1.6094379124341,0,1.94591014905531,5.55682806169954,0,0,6.18414889093748,0,0,0,0,0
"153",3.36729582998647,0,2.07944154167984,0,2.99573227355399,6.18001665365257,3.95124371858143,0,0.693147180559945,1.6094379124341,0,0,0,0,0,4.94875989037817,4.53259949315326,0
"154",0,0,0,0,0.693147180559945,0,0,2.30258509299405,1.09861228866811,3.46573590279973,1.6094379124341,0,3.95124371858143,3.2188758248682,0,0,0,0
"155",5.18738580584075,0,0,2.56494935746154,0,0,0,0,0,0,0,5.71702770140622,0,0,0,0,0,2
"156",0,0,4.43081679884331,0,0,0,1.09861228866811,0,0,0,0,0.693147180559945,0,0,0,0,0,0
"157",5.33271879326537,0,0,0,5.42053499927229,3.71357206670431,3.68887945411394,0,2.30258509299405,0,5.92958914338989,3.46573590279973,0,0,4.80402104473326,5.66296048013595,2.89037175789616,0
"158",3.58351893845611,0,5.54126354515843,2.77258872223978,5.80814248998044,0,5.33271879326537,0,0,0,1.09861228866811,0,0,0,3.29583686600433,0.693147180559945,0.693147180559945,0
"159",3.49650756146648,0,5.97635090929793,5.88887795833288,0,0,6.25190388316589,6.37672694789863,5.19849703126583,0,0,3.98898404656427,0,0,5.43372200355424,0,3.8286413964891,7
"160",0,1.6094379124341,0,0,0,0,0,1.38629436111989,0,4.17438726989564,0,0,0,0,0,0,0,0
"161",2.94443897916644,3.95124371858143,0,0.693147180559945,0.693147180559945,0,3.3322045101752,0,0,6.48463523563525,3.58351893845611,1.79175946922805,0,0,0,0,5.16478597392351,1
"162",0,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0
"163",0,0,0,0,0,1.38629436111989,0,0,0,0,0,0,0,0,0,0,0,0
"164",0,0,0,0,0,0,0,0,0,0,0,0,0,1.79175946922805,0,0,0,0
"165",4.61512051684126,0,0,0,0,2.484906649788,3.13549421592915,6.28226674689601,6.00141487796115,5.27299955856375,0,4.21950770517611,0,0,7.85127199710988,1.38629436111989,3.17805383034795,4
"166",2.99573227355399,0,1.94591014905531,0.693147180559945,0,0,1.09861228866811,4.91998092582813,0,0,0,0,0,0,4.29045944114839,0,0,1
"167",0,5.92425579741453,0,0,0,0,0,0,0,0,0,0,5.63121178182137,4.89783979995091,0,0,0,0
"168",2.484906649788,0,0,0,0,3.89182029811063,4.62497281328427,0,0,0,0,4.69134788222914,0,1.09861228866811,0,0,0,2
"169",0,0,0,1.94591014905531,1.94591014905531,0,0,0.693147180559945,0,7.52185925220163,0,4.00733318523247,0,0,6.10702288774225,0,0,1
"170",0,0,0,0,1.94591014905531,0,0,3.78418963391826,3.25809653802148,0,0,0,0,0,6.1463292576689,0,0,1
"171",3.46573590279973,4.23410650459726,3.61091791264422,2.30258509299405,0,0,0,0,0,3.58351893845611,4.65396035015752,2.56494935746154,0,4.90527477843843,0,0,5.4971682252932,2
"172",2.39789527279837,5.51342874616498,1.09861228866811,0,0,0,1.38629436111989,0,0,0,4.36944785246702,2.70805020110221,0,4.04305126783455,5.31320597904179,0,6.30809844150953,1
"173",0,3.36729582998647,0,2.63905732961526,0,0,0,0,0,0,2.07944154167984,0,3.09104245335832,3.71357206670431,2.56494935746154,0,0,0
"174",0,0,0,0.693147180559945,0,0,0,0,0,4.89783979995091,0,1.79175946922805,0,0,0,0,0,0
"175",3.71357206670431,0,3.80666248977032,6.12029741895095,0,4.46590811865458,8.09132127353041,0,2.83321334405622,5.05624580534831,0,5.03695260241363,0,2.39789527279837,5.66988092298052,0,5.44673737166631,10
"176",0,0,0,0,0,0,3.61091791264422,0,0.693147180559945,0,5.95842469302978,0,0,0,0,0,4.31748811353631,0
"177",0,0,0,0,0,0,0,0,1.79175946922805,0,0,0,0,0,0.693147180559945,0,0,0
"178",0,0,0,0,0,1.09861228866811,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0
"179",0,0,0,0,1.09861228866811,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0
"180",0,3.36729582998647,0,2.99573227355399,0,0,0,0,0,5.23644196282995,0,0,0,2.39789527279837,3.2188758248682,0,5.2257466737132,0
"181",0,0,3.17805383034795,0,0,0,0,0,0,0,0,0,0,0,3.8286413964891,0,0,0
"182",0,0.693147180559945,0,0,0,5.77765232322266,0,0.693147180559945,0,0,0,1.38629436111989,0,0,2.484906649788,0,1.38629436111989,0
"183",0,0,1.6094379124341,1.6094379124341,0,0,0,0,0,0,0,1.79175946922805,0,3.04452243772342,0,0,0,0
"184",0,0,4.86753445045558,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0
"185",0,0,1.94591014905531,0,0,0,0,0,1.6094379124341,0.693147180559945,0,3.09104245335832,2.484906649788,0,0,0,0.693147180559945,0
"186",5.96614673912369,5.22035582507832,6.09582456243222,7.06817200038804,5.74300318780948,2.30258509299405,0,0,4.52178857704904,5.46383180502561,5.46806014113513,5.73334127689775,0,8.0471895621705,5.69035945432406,5.02388052084628,0,4
"187",5.87493073085203,0,0,0,0,0,0,3.43398720448515,0,0,4.51085950651685,0,0,0,0,0.693147180559945,0,1
"188",0,0,0,0,0,0,0,6.56526497003536,6.45204895443723,0,0,0,0,0,0,0,0,0
"189",0,3.52636052461616,2.89037175789616,0,3.2188758248682,0,0,0,0,3.55534806148941,0,0,1.79175946922805,4.07753744390572,4.79579054559674,2.83321334405622,0,1
"190",0,0.693147180559945,1.79175946922805,0,0,0,0,0,0,0,0,0,0.693147180559945,2.77258872223978,0,0,0,0
"191",0,2.30258509299405,1.94591014905531,0,0,0,3.36729582998647,0,0,3.91202300542815,5.48063892334199,0,0,0.693147180559945,0,0,1.94591014905531,1
"192",0,0,0,0,0,3.98898404656427,3.89182029811063,0,0,0,0,4.72738781871234,0.693147180559945,0,0,0.693147180559945,0,2
"193",0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,4.93447393313069,0,1.38629436111989,1
"194",6.26339826259162,0,0,4.00733318523247,0,0.693147180559945,0,0,0,1.6094379124341,1.38629436111989,0.693147180559945,0,0,0,0,3.17805383034795,1
"195",0,0,0,4.0943445622221,0,6.65415252018322,6.00388706710654,0,0,3.80666248977032,0,3.80666248977032,0,3.68887945411394,0,0,5.49306144334055,0
"196",4.27666611901606,0,0,2.19722457733622,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"197",0,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0
"198",0,0,0,0,0,3.85014760171006,0,6.89871453432999,0,0,3.49650756146648,4.77068462446567,0,0,0,5.80211837537706,0,0
"199",6.88550967003482,0,0,4.35670882668959,0,1.94591014905531,0,0,2.63905732961526,0,0,0,0,0,0,0,0,0
"200",0,0,3.87120101090789,0.693147180559945,0,0,0,0,0,0,0,1.6094379124341,0,0,0,0,0,0
"201",0,0,3.61091791264422,0,0,0,0,4.38202663467388,0,1.09861228866811,0,0,0,0,0,0.693147180559945,3.66356164612965,1
"202",0,5.12989871492307,1.6094379124341,2.07944154167984,0,0,2.19722457733622,0,0,6.16120732169508,0,4.29045944114839,6.35610766069589,5.06890420222023,1.38629436111989,1.79175946922805,0,2
