"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","bug"
"29",0,0,0,0,0,0,2.30258509299405,0,0,0,0,0,0,1.94591014905531,0,0,0,3.17805383034795,0,0,0,0,0,2.94443897916644,0
"30",0,0,0,3.13549421592915,0,0,1.94591014905531,0,0,0,0,0,0,0,0,1.38629436111989,0,0,3.80666248977032,0,0,0,0,5.38449506278909,0
"31",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38629436111989,0,0,0,0,0,0,0
"32",0,0,0,0,0,1.94591014905531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"33",0,0,0,0,0,0,0,0,0,0,0,0,3.3322045101752,0,0,0,4.62497281328427,0,0,0,0,0,0,0,0
"34",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.97029191355212,0,0,0,0,0,0,0
"35",1.38629436111989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"36",0,0,0,0,0,2.89037175789616,0,0,0,0,0,0,0,0,0,0,0,1.38629436111989,0,0,0,0,0,0,0
"37",1.09861228866811,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38",0,0,0,0,0,0,0,0,0,0,4.12713438504509,0,0,0,0,1.09861228866811,0,2.99573227355399,1.09861228866811,0,0,0,0,0,0
"39",0,1.38629436111989,5.30330490805908,0,0,0,0,1.6094379124341,0,0,4.91265488573605,0,0,7.10496544826984,3.61091791264422,0,0,0,0,0,0,5.7037824746562,0,5.01727983681492,0
"40",0,0,0,0,4.04305126783455,7.31055015853442,0,0,6.45047042214418,0,0,0,0,0.693147180559945,0,0,0,6.11368217983223,0,0,0,2.30258509299405,3.95124371858143,3.13549421592915,4
"41",0,0,0,4.34380542185368,2.30258509299405,5.14749447681345,0,0,0,0,0,0,0,0,0,4.36944785246702,0,3.43398720448515,5.64544689764324,0,1.6094379124341,0,0,0,0
"42",0,0,0,0,0,3.87120101090789,0,2.07944154167984,4.11087386417331,0,0,4.04305126783455,1.6094379124341,0,4.40671924726425,2.19722457733622,0,3.43398720448515,0,2.07944154167984,0,0,0,0,1
"43",0,0,0,1.09861228866811,0,0,0,4.12713438504509,0,0,5.76832099579377,0,0,6.94697599213542,0,2.30258509299405,1.79175946922805,0,0,0,0,4.78749174278205,0,0,3
"44",0,0,1.94591014905531,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,1.09861228866811,4.72738781871234,0
"45",0,0,0,0,0,0.693147180559945,0,0,0,0,0,3.61091791264422,0,2.89037175789616,0,0,0,4.00733318523247,1.6094379124341,2.70805020110221,0,0,0,0,1
"46",0,0,3.36729582998647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.89037175789616,0,0,0,0,0
"47",2.99573227355399,2.39789527279837,5.61677109766657,4.26267987704132,0,1.79175946922805,1.38629436111989,4.02535169073515,0,3.13549421592915,0,3.63758615972639,0.693147180559945,0.693147180559945,0,0,0,0,3.76120011569356,0,0,0,4.07753744390572,7.85825418218603,1
"48",0,1.6094379124341,2.07944154167984,0,0,3.98898404656427,0,0,4.31748811353631,5.15905529921453,0,0,0,0,0,0.693147180559945,0,4.40671924726425,0,0,0,0,0,0,2
"49",0,0,0,0,0,0,0,0,0,0,2.77258872223978,0,5.72358510195238,4.12713438504509,0,0,0,3.80666248977032,0,0,0,0,0,0,1
"50",4.04305126783455,0,0,0.693147180559945,0,4.63472898822964,0,0,4.57471097850338,0,0,0,0,0,2.30258509299405,4.00733318523247,0,0.693147180559945,1.09861228866811,0,0,0,0,0,1
"51",1.79175946922805,0,4.21950770517611,0.693147180559945,3.3322045101752,0,0,1.79175946922805,0,0,4.70953020131233,3.76120011569356,0.693147180559945,0,0,0,0,0,0,3.91202300542815,0,0,0,0,0
"52",0,0,0,0,0,0,0,2.89037175789616,0,0,0,0,0,0,0,0,2.07944154167984,0,0,0,0,0.693147180559945,2.07944154167984,5.52942908751142,0
"53",0,0,0,0,0,1.6094379124341,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0
"54",1.38629436111989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"55",0,0,4.45434729625351,0,0,0,0,2.70805020110221,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,5.98896141688986,0
"56",0,4.91265488573605,0,0,0,2.19722457733622,0,0,0,0,4.94875989037817,2.19722457733622,0,0,0,1.09861228866811,0,0,0,0,0,2.63905732961526,0,0,2
"57",0,0,3.80666248977032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.80666248977032,0,0,0,1
"58",0.693147180559945,0,0,0,0,0,0,0,0,0,0,3.17805383034795,3.95124371858143,0,0,3.17805383034795,0,2.63905732961526,0,0,0,0,0,0,0
"59",0,0,0,4.07753744390572,2.56494935746154,4.07753744390572,6.47543271670409,0,0,0,1.38629436111989,0,0,0,0,0,0,5.06890420222023,0,0,0,0,0,0,0
"60",0,0,0,0,0,2.77258872223978,0,0.693147180559945,0,0.693147180559945,0,0,0,0,1.38629436111989,0,2.83321334405622,0,0,0,3.78418963391826,5.06890420222023,0,0,0
"61",0,0,0,0,0,3.04452243772342,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0
"62",0,1.79175946922805,0,0,0,0,0,0.693147180559945,0,6.7945865808765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"63",0,0,0,4.24849524204936,3.17805383034795,0,0,0,0,0,0,0,0,0,0,0,2.19722457733622,5.29831736654804,0,0,0,0,3.13549421592915,6.00141487796115,1
"64",0,0,0,0,7.21744343169653,0,0,4.17438726989564,0,0,4.44265125649032,0,0,1.38629436111989,6.2363695902037,0,0,0,0,6.16961073249146,0,0.693147180559945,3.40119738166216,0,1
"65",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79175946922805,0,0,0,0,0,0,0,0.693147180559945,0,0
"66",0,0,0,2.70805020110221,0,0,1.79175946922805,0,4.68213122712422,0,4.18965474202643,1.09861228866811,0,0.693147180559945,0,3.89182029811063,0,4.86753445045558,3.55534806148941,4.74493212836325,0,3.61091791264422,0,2.99573227355399,3
"67",1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0
"68",0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0,0,0,0,1.38629436111989,0,0,0,0,0,0,0
"69",0,4.15888308335967,0.693147180559945,0,0,0,0,0,0.693147180559945,0.693147180559945,0,0,0,0,1.6094379124341,0.693147180559945,0,0,0,0,0,3.91202300542815,0,0,1
"70",0,0,0,0,0,2.83321334405622,0,0,0,0,0,0,0,0,0,0,0,1.6094379124341,0,0,0,0,0,0,0
"71",0,0,0,0,0,0,0,6.41345895716736,0,3.95124371858143,0,0,0,0,0,0,4.02535169073515,0,0,0,0,0,2.39789527279837,0,0
"72",4.18965474202643,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,2.83321334405622,0,0,0,2.70805020110221,0,3.97029191355212,0,0,1.09861228866811,0
"73",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6094379124341,0,0.693147180559945,0,0,0,0,0
"74",0,0,0,0,0,4.04305126783455,0,4.02535169073515,0,0,0,0,0,0,0,6.16961073249146,0,0,0,0,0.693147180559945,0,0,0,1
"75",0,0,2.484906649788,0,0,0,0,4.34380542185368,0,0,0,3.3322045101752,0,3.17805383034795,0,0,0,2.30258509299405,1.94591014905531,3.89182029811063,0,3.09104245335832,0,4.00733318523247,0
"76",0,0,0,0,5.11799381241676,0,0,3.66356164612965,0,0,0,0,0,0,5.86929691313377,1.38629436111989,0,0,3.85014760171006,0,6.0282785202307,3.80666248977032,1.09861228866811,0,0
"77",0,0,0,0,2.94443897916644,0,0,3.13549421592915,0,0,0,0,6.29894924685594,0,0,0,3.3322045101752,0,0,0,0,0,0,0,0
"78",0,0,0,0,0,0,0,3.40119738166216,0,0,0,3.3322045101752,0.693147180559945,3.68887945411394,0,0,0,0,0,3.49650756146648,3.66356164612965,0,1.09861228866811,4.65396035015752,0
"79",0,2.19722457733622,0,5.52942908751142,0.693147180559945,0,0,1.79175946922805,4.4188406077966,0,8.24879073369641,5.31811999384422,0,2.30258509299405,2.56494935746154,0,4.51085950651685,5.58724865840025,0,0,0,8.01961279440027,0,0,3
"80",1.09861228866811,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0
"81",0,0,0,0,2.484906649788,0,0,0,0,0,1.09861228866811,0,0,0,0,0,0,3.66356164612965,0,0,2.63905732961526,0,0,0,0
"82",0,0,0,0,0,0,0,0,0,0,0,0,0,1.38629436111989,0,0,0,0,0,6.84906628263346,0,0,0,0,0
"83",0,1.38629436111989,0,0,0,0,2.77258872223978,0,3.36729582998647,3.80666248977032,2.07944154167984,0,0.693147180559945,4.11087386417331,0,2.94443897916644,0,3.13549421592915,0,0,0,1.6094379124341,0,0,2
"84",1.09861228866811,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"85",0,0,0,0,0,3.43398720448515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"86",2.39789527279837,0,0,1.6094379124341,6.26339826259162,6.18620862390049,8.61304867705976,0,3.63758615972639,0,3.66356164612965,0,0,0,0,4.20469261939097,0.693147180559945,1.79175946922805,4.36944785246702,0,0,0,0,0,13
"87",0.693147180559945,0,0,0,0,0,0,2.39789527279837,0,6.62539236800796,2.56494935746154,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"88",4.36944785246702,0,0,0,2.19722457733622,0,0.693147180559945,0,0.693147180559945,4.07753744390572,0,0,1.09861228866811,0,0,0,0,1.38629436111989,1.6094379124341,0,0,1.38629436111989,2.89037175789616,0,0
"89",0,0,0,1.09861228866811,0,0,0,0,0,1.09861228866811,0,0,0,0,3.3322045101752,4.18965474202643,0,0,0,1.38629436111989,0,0,0,0,0
"90",0,0,0,0,2.30258509299405,0,0,0,0,0,0,0,0,0,0,0,0,3.76120011569356,0,0,2.89037175789616,0,0,0,0
"91",0,0,0,0,0,0.693147180559945,0,2.39789527279837,0,4.06044301054642,0,2.56494935746154,0,0,0,0,6.49526555593701,0,0,3.29583686600433,0,0,0,0,0
"92",0,0,0,0,3.58351893845611,0,0,0,3.13549421592915,4.71849887129509,0,4.15888308335967,2.70805020110221,0,4.88280192258637,0,0,0,0,0,0,0,2.94443897916644,0,0
"93",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38629436111989,0,0,1.79175946922805,0,0,1.09861228866811,0,0,0,0
"94",0,0,0,0,0,0,0,3.55534806148941,0,0,0,0,1.09861228866811,0,0,0,0,0,4.06044301054642,0,5.4553211153577,0,0,0,0
"95",0,0,3.8286413964891,2.56494935746154,3.43398720448515,0,1.38629436111989,2.77258872223978,0,2.484906649788,0,3.98898404656427,0,0,0,0,0,0,0,2.63905732961526,4.92725368515721,5.85220247977447,0,3.93182563272433,0
"96",2.07944154167984,0,0,0,0,0,0,3.36729582998647,0,0,0,0,2.39789527279837,0,3.04452243772342,0,0,0,0,1.09861228866811,4.969813299576,0,0,0,0
"97",0,0,0,0,0,0,0,0,0.693147180559945,0,6.80572255341699,0,0,5.00394630594546,0,2.94443897916644,0,0,0,0,0,6.20050917404269,0,0,4
"98",0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,4.24849524204936,0,0,0,0,0,0,0
"99",1.79175946922805,0,4.46590811865458,0,0,0,0,0,0,6.8501261661455,3.73766961828337,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"100",0,0,5.4553211153577,0,0,0,0,1.6094379124341,0,0,5.28320372873799,0,0,7.40549566319947,0,0,2.07944154167984,0,0,0,0,4.07753744390572,2.30258509299405,3.36729582998647,1
"101",6.22257626807137,0,0,0,3.09104245335832,0,0,0,0,3.36729582998647,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,5.30330490805908,0,0
"102",0,0,0,1.94591014905531,0.693147180559945,3.04452243772342,0,0,3.52636052461616,0,0,0,0,0,0,0,0,0,0,2.99573227355399,0,0,0.693147180559945,0,0
"103",1.94591014905531,0,3.71357206670431,0.693147180559945,0,0,0,0,3.55534806148941,4.02535169073515,3.78418963391826,0,0,0,0,0,0,4.52178857704904,0,0,0,1.38629436111989,0,0,0
"104",4.77068462446567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.09104245335832,0,3.2188758248682,0,0,3.49650756146648,0
"105",0,1.6094379124341,0,4.70953020131233,1.94591014905531,0.693147180559945,0,0,0,0,0,0,0,0,3.71357206670431,4.07753744390572,0,1.6094379124341,4.72738781871234,0,4.77068462446567,0,0,0,1
"106",4.02535169073515,0,0,0,0,4.7361984483945,0,0,4.56434819146784,0,0,0,0,0,0,4.02535169073515,0,1.09861228866811,0,0,0.693147180559945,0,0,0,2
"107",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.97029191355212,0,0,0,0,0,0,0
"108",0,0,4.70048036579242,0,0,1.6094379124341,0,2.99573227355399,0,0,0,0,0,0,0,0,0,1.38629436111989,0,2.63905732961526,1.09861228866811,0,0,0,1
"109",0,0,0,0,2.484906649788,5.33753807970132,0,4.87519732320115,4.97673374242057,0,0,4.77068462446567,0,0,0,7.07326971745971,0,0,0,1.09861228866811,0,0,0,0,1
"110",0,0,0,0,0,1.38629436111989,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,4.14313472639153,4.31748811353631,0,0,1.6094379124341,3.63758615972639,0
"111",0,0,1.09861228866811,6.62539236800796,0,0.693147180559945,0,0,0,0,0,0,0,0,6.10702288774225,0,3.29583686600433,0,0,1.38629436111989,0,0,3.46573590279973,0,0
"112",0,0.693147180559945,0,0,0,0,0,0,0,0,3.04452243772342,0,0,1.6094379124341,0,1.09861228866811,0,0,0,0,2.484906649788,2.99573227355399,0,0,0
"113",2.39789527279837,0,0,0,2.77258872223978,0,0,0,0,0,2.63905732961526,3.09104245335832,0,5.41164605185504,0,3.66356164612965,0,4.04305126783455,3.85014760171006,1.94591014905531,5.04342511691925,3.87120101090789,2.56494935746154,0,2
"114",0,0,0,0,0,1.09861228866811,0,0,5.92692602597041,0,0,0,0,0,0,6.30261897574491,0,0,0,0,0,0,0,0,2
"115",0,4.49980967033027,0,0,0,0,3.40119738166216,0,3.68887945411394,0,3.66356164612965,0,3.55534806148941,0,0,0.693147180559945,2.30258509299405,0,0,0,0,0,0,0,1
"116",0,2.07944154167984,0,6.10924758276437,0,0,0,0,4.51085950651685,0,0,0,0,0,5.48893772615669,0,0,0.693147180559945,0,0,0,0,0,0,0
"117",0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6094379124341,0,4.63472898822964,0,1.94591014905531,0,0,1
"118",4.39444915467244,0,1.09861228866811,0,0,0.693147180559945,0,0,0,1.6094379124341,3.04452243772342,0.693147180559945,0,0,0.693147180559945,0,0,0,0.693147180559945,0,5.79909265446053,0,0,1.09861228866811,0
"119",2.07944154167984,0,1.94591014905531,0,0,3.09104245335832,3.43398720448515,3.36729582998647,0,2.30258509299405,0,0,0,0,0,0,0,0,4.06044301054642,4.46590811865458,4.58496747867057,2.70805020110221,3.13549421592915,5.63121178182137,2
"120",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.97029191355212,0,0,0,0,0,0,0
"121",0,1.38629436111989,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"122",0,0,2.484906649788,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,3.89182029811063,0,1.6094379124341,3.36729582998647,0,0,0,0
"123",0,0,0,0,0,1.94591014905531,1.09861228866811,0,0.693147180559945,0,0,0,6.13988455222626,0,0,4.45434729625351,0,1.38629436111989,1.09861228866811,2.94443897916644,0,4.56434819146784,0,0,1
"124",1.38629436111989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"125",0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,2.19722457733622,3.3322045101752,1.09861228866811,0,0,0,0,0,2.39789527279837,0,0,1
"126",0,0,0,3.89182029811063,3.25809653802148,5.29330482472449,0,0,4.58496747867057,0,0.693147180559945,0,0,0,4.43081679884331,3.17805383034795,1.79175946922805,2.99573227355399,0,3.58351893845611,6.01615715969835,4.44265125649032,4.26267987704132,0,1
"127",0,0,3.49650756146648,1.09861228866811,0,0,0,2.94443897916644,0,2.70805020110221,0.693147180559945,0,0,3.43398720448515,3.97029191355212,0,0,0,7.34665516317654,3.58351893845611,2.39789527279837,0,1.38629436111989,0,2
"128",0,0,0,0,3.25809653802148,0,0.693147180559945,0,0,0,0,0,5.8111409929767,0,0,0,7.09837563859079,0,0.693147180559945,0,0,0,0,0,1
"129",0,0,0,0,0,0,0,3.95124371858143,0,0,0,1.09861228866811,6.4281052726846,0,4.96284463025991,0,7.07580886397839,0,0,0,0,0,2.19722457733622,0,1
"130",3.3322045101752,0,0,0,3.55534806148941,1.79175946922805,0,0,0,0,0,0,0,0,0,0,0,0,0,5.93224518744801,3.25809653802148,0,2.484906649788,0,0
"131",1.38629436111989,0,0,1.38629436111989,0,3.78418963391826,2.484906649788,1.94591014905531,0,0,0,2.19722457733622,0,0,6.361302477573,0,0,0,4.96284463025991,0,0,0,0,0,0
"132",0,0,0,0,0,0,0,0,0,0,0,0,4.29045944114839,0,0,0,0,3.46573590279973,0.693147180559945,0,2.99573227355399,0.693147180559945,0,0,0
"133",0.693147180559945,0,0,3.09104245335832,0,3.04452243772342,0,0,0,0,0,0,0,0,0,0,1.6094379124341,0,3.46573590279973,0,2.30258509299405,0,0,0,0
"134",0,0,0,0,0.693147180559945,3.36729582998647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"135",1.38629436111989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"136",0,0,0,0,0,1.94591014905531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"137",0,4.07753744390572,0,4.39444915467244,1.94591014905531,2.83321334405622,0,0,0,2.63905732961526,3.43398720448515,2.39789527279837,0,0,4.39444915467244,0,3.17805383034795,4.57471097850338,5.62401750618734,3.49650756146648,4.06044301054642,4.23410650459726,4.43081679884331,0.693147180559945,1
"138",0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,1.6094379124341,0,0,0,0,4.57471097850338,3.13549421592915,0,0,0,2.56494935746154,0
"139",0.693147180559945,0,0,3.17805383034795,0.693147180559945,0,1.79175946922805,0,2.63905732961526,0,0,0,0,0,0,0,0,0,4.34380542185368,4.0943445622221,0,2.19722457733622,0,2.30258509299405,0
"140",0,0,1.09861228866811,0,0,0,0,3.3322045101752,0,0,0,0,0,0,0,3.17805383034795,0,0,3.13549421592915,6.4150969591716,0.693147180559945,0,0,0,0
"141",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.97029191355212,0,0,0,0,0,0,0
"142",0.693147180559945,0,0,0,0,2.484906649788,0,0,4.91998092582813,0,0,0.693147180559945,1.09861228866811,0,0,2.19722457733622,4.99043258677874,3.17805383034795,5.2257466737132,6.07764224334903,4.02535169073515,0,1.94591014905531,0,2
"143",0,0,0,2.99573227355399,2.07944154167984,4.79579054559674,0,0,7.15070145759253,0,0,0,0,2.63905732961526,0,4.23410650459726,0,0,0,0,5.29330482472449,4.83628190695148,0,0,7
"144",0,0,0,0,0,2.19722457733622,0,0,0,0,0,0,0,0,0,0,0,0,5.31811999384422,3.58351893845611,0,0,0,5.61677109766657,2
"145",0,0,0,0,0,2.77258872223978,0,0,0,2.39789527279837,2.94443897916644,0,0,4.35670882668959,0,0,1.79175946922805,0.693147180559945,0.693147180559945,0,0,0,0,0,1
"146",2.484906649788,0.693147180559945,0,0,6.23832462503951,6.25958146406492,8.60226936377136,0,3.95124371858143,0,3.52636052461616,0,0,0,0,3.49650756146648,0,3.89182029811063,4.59511985013459,0,0,0,0,0,5
"147",0,0,0,0,0,2.99573227355399,0,0,0,0,0,0.693147180559945,0,0,2.07944154167984,0,0,1.09861228866811,0,0,0,0,0,0,0
"148",3.04452243772342,0,4.31748811353631,3.8286413964891,2.39789527279837,4.31748811353631,6.78558764500793,3.89182029811063,0,0,0,4.17438726989564,0,0,0,0,0,0,3.46573590279973,0,0,0,5.09375020080676,0,0
"149",0,0,0,0,0,3.13549421592915,0,3.13549421592915,1.09861228866811,0,0,0,0,0,4.27666611901606,0,0,0,4.15888308335967,1.6094379124341,5.55295958492162,0,0,4.06044301054642,2
"150",0,0,3.09104245335832,2.89037175789616,0,0,0,0,3.09104245335832,0,0,0,0,0,0,0,0,0,0,2.83321334405622,5.96614673912369,0,0,4.54329478227,0
"151",2.99573227355399,1.38629436111989,6.51323011091231,0,0,0,0,0,0,0,4.46590811865458,0,0,7.3031700512368,0,2.83321334405622,3.89182029811063,0,0,0,0,4.12713438504509,0,4.49980967033027,2
"152",0,0,0,0,0,0,0,0,0.693147180559945,1.09861228866811,0,0,6.53087762772588,0,0,0,3.25809653802148,0,3.66356164612965,0.693147180559945,0,0,0,0,0
"153",5.87493073085203,0,0,3.13549421592915,3.46573590279973,0,0,2.63905732961526,1.38629436111989,5.6021188208797,0,1.6094379124341,3.52636052461616,0,0,0,0,3.25809653802148,0,0,0,0,4.23410650459726,0,0
"154",0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,4.4188406077966,0,3.55534806148941,0,1.79175946922805,0,0,0,0,0,0,0,0
"155",3.85014760171006,0,0,0,0,0,0,5.66642668811243,0,0,0,0,0,0,0.693147180559945,4.34380542185368,0,3.89182029811063,0,0,0,0,3.55534806148941,0,2
"156",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.63905732961526,0,0,4.30406509320417,0,0,0,0,0,0,0
"157",4.17438726989564,0,3.85014760171006,0,0,4.48863636973214,4.47733681447821,0,0,3.46573590279973,0,6.14203740558736,0,0,5.15329159449778,0,4.64439089914137,0,4.38202663467388,3.89182029811063,2.94443897916644,0,4.77912349311153,3.49650756146648,0
"158",5.17048399503815,0,0,1.09861228866811,0,1.94591014905531,5.11198778835654,0,5.97380961186926,0,0,3.58351893845611,0.693147180559945,0,3.93182563272433,0,0,0,0,0,0,0,0,3.85014760171006,0
"159",0,3.58351893845611,3.40119738166216,5.2257466737132,3.25809653802148,4.72738781871234,0,1.79175946922805,6.81124437860129,0,6.12905021006055,0,0,4.14313472639153,0,0,0,4.49980967033027,0,0,3.40119738166216,6.10031895202006,2.56494935746154,1.38629436111989,7
