"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","bug"
"23",5.24702407216049,0,0,0,0,0,0,0,0,4.31748811353631,0.693147180559945,6.46458830368996,0,0
"24",0,0,0,0,1.94591014905531,0,0,3.04452243772342,0,2.39789527279837,3.29583686600433,1.38629436111989,4.30406509320417,0
"25",1.94591014905531,0,0,0,0,3.43398720448515,0,0,0,0,0,0,0.693147180559945,0
"26",0,0,0,0,0,4.74493212836325,3.52636052461616,5.69035945432406,6.07304453410041,0,2.39789527279837,0,0,1
"27",0,3.40119738166216,0,0,0,0,0,0,0,1.94591014905531,0,5.59471137960184,0,1
"28",0,4.82028156560504,0,0,0,0,4.75359019110636,0.693147180559945,0,0,0,0,0,2
"29",0,2.19722457733622,0,2.77258872223978,0,0,0,0,2.63905732961526,0,1.09861228866811,0,2.94443897916644,0
"30",0,0,0,2.30258509299405,0,0,0,0,0,1.09861228866811,3.49650756146648,0,5.52146091786225,0
"31",0,0,0,0,0,0,0,0,1.38629436111989,0,0,0,0,0
"32",0,0,0,0,0,0,0,0,0,0,1.94591014905531,0,0,0
"33",0,0,0,0,0,0,4.74493212836325,0,0,0,0,0,2.70805020110221,0
"34",0,0,0,0,0,0,0,0,3.29583686600433,3.29583686600433,0,0,0,0
"35",1.38629436111989,0,0,0,0,0,0,0,0,0,0,0,0,0
"36",0,0,0,0,0,0,0,0,1.6094379124341,1.38629436111989,2.63905732961526,0,0,0
"37",1.09861228866811,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0
"38",0,4.31748811353631,0,0.693147180559945,0,0,2.19722457733622,0,0,0,0.693147180559945,0,0,0
"39",0,7.41577697541539,0,0,0.693147180559945,0,3.63758615972639,0,0,1.6094379124341,0,0,5.8348107370626,0
"40",0,0,5.03695260241363,3.40119738166216,3.78418963391826,0,0,0,5.57594910314632,7.70975686445416,0,0,0,4
"41",4.35670882668959,0,0,1.6094379124341,4.14313472639153,0,0.693147180559945,4.9416424226093,3.73766961828337,5.32300997913841,4.81218435537242,0,0,0
"42",0,0,0,1.94591014905531,3.40119738166216,2.77258872223978,3.13549421592915,2.83321334405622,0,4.68213122712422,4.59511985013459,2.07944154167984,0,1
"43",0,7.25417784645652,0,0,4.02535169073515,0,2.07944154167984,2.19722457733622,0,0,0.693147180559945,4.04305126783455,2.70805020110221,3
"44",0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,4.79579054559674,0
"45",0,0,2.30258509299405,4.00733318523247,0,0,3.36729582998647,0.693147180559945,0,0,3.55534806148941,0,0,1
"46",1.09861228866811,0,0,0,0,0,0,0,0,1.38629436111989,2.07944154167984,2.07944154167984,3.29583686600433,0
"47",2.89037175789616,0,3.58351893845611,1.6094379124341,0.693147180559945,3.36729582998647,0,4.55387689160054,3.49650756146648,0,3.43398720448515,0,7.98718474823347,1
"48",0,0,0,0,0,5.02388052084628,0,0,4.55387689160054,5.00394630594546,0,0,0,2
"49",0,5.20948615284142,0,0,0,1.79175946922805,5.47646355193151,0,0,0,0,0,0,1
"50",4.31748811353631,0,0,0,4.14313472639153,3.63758615972639,0,0,0,5.00394630594546,0,0,0,1
"51",1.94591014905531,0,3.3322045101752,0,0,2.19722457733622,4.94875989037817,0,0,0,0,1.6094379124341,4.81218435537242,0
"52",0,0,2.70805020110221,0,0.693147180559945,0,0,3.68887945411394,1.79175946922805,2.484906649788,0,0,5.36597601502185,0
"53",0,0,0,0,0,0,0,0,0,0,1.6094379124341,0,0.693147180559945,0
"54",1.38629436111989,0,0,0,0,0,0,0,0,0,0,0,0,0
"55",0,0,0.693147180559945,0,0,1.38629436111989,0,0,0,0,0,0,6.20455776256869,0
"56",0.693147180559945,5.20948615284142,3.58351893845611,0,0,0,4.48863636973214,0,0,0,0,0,0,2
"57",0,3.25809653802148,0,0,0,0,0,0,0,0,0,4.15888308335967,0,1
"58",0,0,0.693147180559945,0,0,0,3.8286413964891,0,4.00733318523247,0,2.484906649788,0,0,0
"59",3.61091791264422,4.92725368515721,0,6.54534966033442,0,0,0,0,0,3.13549421592915,3.87120101090789,0,0,0
"60",2.30258509299405,0,2.77258872223978,0,0,0,0,0,0,3.87120101090789,0,5.11799381241676,0,0
"61",0,0.693147180559945,0,0,0,0,0,0,0,0.693147180559945,3.04452243772342,0,0,0
"62",0,0,0,0,0,6.80128303447162,0,0,0,0,0,0,0,1
"63",0.693147180559945,0,0,0,0,0,0,3.73766961828337,5.2040066870768,4.43081679884331,0.693147180559945,0,6.03548143252476,1
"64",0,5.87211778947542,5.51745289646471,0,0,0,2.99573227355399,0,2.83321334405622,0,7.54327334670545,0,1.94591014905531,1
"65",0,0,0,0,0,0,0,0,0,0,1.94591014905531,0,0,0
"66",2.484906649788,4.43081679884331,0,0,4.00733318523247,0,0,2.94443897916644,3.58351893845611,5.52942908751142,4.65396035015752,0,2.94443897916644,3
"67",0.693147180559945,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0.693147180559945,0
"68",0,1.38629436111989,0,0,0,0,0,0,1.09861228866811,0,0,0,0,0
"69",1.94591014905531,4.66343909411207,0,0,0,0,0,0,0,0,0,2.30258509299405,0,1
"70",0,0,0,0,0,0,0,0,1.38629436111989,0,2.89037175789616,0,0,0
"71",0,0,0,0,5.63121178182137,4.98360662170834,0,5.20948615284142,0,0,0,0,4.79579054559674,0
"72",0,0,0,0,0,4.0943445622221,0,2.39789527279837,0,0,0,4.40671924726425,0,0
"73",0,0.693147180559945,0,0,0,0,0,0,1.38629436111989,0,0,0.693147180559945,0,0
"74",3.73766961828337,0,3.98898404656427,0,6.14418563412565,0,0,0,3.40119738166216,0,0,0,0.693147180559945,1
"75",0,0,4.29045944114839,0,0,0,0,0,0,0,3.58351893845611,4.44265125649032,4.44265125649032,0
"76",0,2.484906649788,1.94591014905531,0,0,0,2.63905732961526,5.73334127689775,0,0,5.25227342804663,6.289715570909,0,0
"77",0,0,0,0,0,0,6.39526159811545,0,0,0,0,0,2.56494935746154,0
"78",0,0,3.25809653802148,0,0.693147180559945,0,0,3.43398720448515,0,0,2.56494935746154,4.26267987704132,4.90527477843843,0
"79",4.59511985013459,8.89219909203969,4.44265125649032,0,0,4.04305126783455,5.3890717298165,2.19722457733622,0,3.93182563272433,0,0,0,3
"80",1.09861228866811,0,0.693147180559945,0,0,0,0,0,0,0,1.09861228866811,0,0,0
"81",0,0,0,0,0.693147180559945,0,0,0,3.04452243772342,2.94443897916644,2.89037175789616,2.19722457733622,0,0
"82",0,0,0,0,0,0,0,0,0,0,6.85224256905188,0,0,0
"83",0,4.49980967033027,0,0,1.09861228866811,3.91202300542815,0,0,1.79175946922805,3.43398720448515,3.13549421592915,1.79175946922805,0,2
"84",1.09861228866811,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0
"85",0,0,0,0.693147180559945,0,0,0,0,0,0,3.40119738166216,0,0,0
"86",0,4.02535169073515,4.06044301054642,8.78691493849102,0,2.99573227355399,0,2.30258509299405,2.56494935746154,3.68887945411394,0,2.07944154167984,1.79175946922805,13
"87",0,0,0,0,0,6.65286302935335,0,0,0,1.09861228866811,0,0,0,1
"88",0,0,2.63905732961526,0,0,5.03695260241363,2.07944154167984,0,0,0,1.09861228866811,0,0,0
"89",0,0,0.693147180559945,0,0.693147180559945,1.6094379124341,0,0,0,3.8286413964891,3.46573590279973,0,2.89037175789616,0
"90",0,0,0,0,0,0,0.693147180559945,0,0,3.61091791264422,3.3322045101752,1.6094379124341,0,0
"91",0,0,3.04452243772342,0,2.94443897916644,4.77912349311153,6.3456363608286,0,0,0,3.71357206670431,1.09861228866811,0,0
"92",0,0,0,0,0,4.77068462446567,0,0,0,4.07753744390572,5.37527840768417,0,1.6094379124341,0
"93",0,0,0,0,0,0,0,0,0,1.94591014905531,1.6094379124341,0,0,0
"94",0,0,2.39789527279837,0,0,0,0,4.02535169073515,0,0,0,5.5683445037611,0,0
"95",3.55534806148941,0,4.26267987704132,0,0,1.09861228866811,0,2.94443897916644,0,0.693147180559945,3.40119738166216,6.19440539110467,4.30406509320417,0
"96",0.693147180559945,0,1.09861228866811,0,0,0,0.693147180559945,0,0,0,2.56494935746154,5.17614973257383,2.94443897916644,0
"97",2.07944154167984,7.32646561384032,1.38629436111989,1.38629436111989,2.07944154167984,0.693147180559945,1.94591014905531,0,0,0,0,2.77258872223978,0,4
"98",0,0,0,0,0,0,0,0,4.14313472639153,2.19722457733622,0,0,0,0
"99",0.693147180559945,0,0,0,0,6.98007594056176,0,0,0,0,0,0,0,1
"100",0,7.02108396428914,0,0,0,1.79175946922805,0,1.38629436111989,0,2.07944154167984,0.693147180559945,0,6.95177216439891,1
"101",2.94443897916644,2.56494935746154,0,0,3.2188758248682,6.33682573114644,1.09861228866811,0,4.89783979995091,0,0,0,0,0
"102",0,0.693147180559945,0,0,3.13549421592915,0,0,2.56494935746154,0.693147180559945,3.43398720448515,0,2.70805020110221,0,0
"103",0,4.20469261939097,0,0,3.52636052461616,4.12713438504509,1.79175946922805,0,0,4.69134788222914,0,0,0,0
"104",2.07944154167984,0,0,0,0,4.56434819146784,0,0,0,0,0,0,4.53259949315326,0
"105",5.63121178182137,0,0,2.19722457733622,0.693147180559945,0,0,4.52178857704904,1.6094379124341,0,3.66356164612965,3.46573590279973,0.693147180559945,1
"106",4.49980967033027,0,0,0,4.14313472639153,3.66356164612965,0,0.693147180559945,0,4.83628190695148,1.79175946922805,0.693147180559945,0,2
"107",0,0,0,0,0,0,0,0,3.3322045101752,3.25809653802148,0,0,0,0
"108",0,3.40119738166216,2.07944154167984,0,0,0,0,0,2.30258509299405,0,3.49650756146648,4.30406509320417,0,1
"109",3.73766961828337,0,5.48063892334199,1.09861228866811,7.30720231476474,0,0,0,2.94443897916644,0,0,0,0,1
"110",1.09861228866811,0,0,0,0,0,0,4.17438726989564,0,0,4.30406509320417,0,3.76120011569356,0
"111",7.07665381544395,0,2.07944154167984,0,0,0,0,4.31748811353631,0,0,0,0,0,0
"112",1.38629436111989,3.80666248977032,0,0,1.09861228866811,0,1.38629436111989,0.693147180559945,0,1.6094379124341,0,0,0,0
"113",0,0,1.38629436111989,0,3.76120011569356,0,0.693147180559945,2.39789527279837,3.63758615972639,0,3.40119738166216,6.25382881157547,0,2
"114",3.93182563272433,0,0,3.73766961828337,6.70563909486,0,0,0,2.70805020110221,0,0,0,0,2
"115",0,4.18965474202643,0,0,0,0,4.77912349311153,0,0,4.04305126783455,0,0,0,1
"116",6.59850902861452,3.13549421592915,0.693147180559945,2.484906649788,2.99573227355399,0,0,0,0,1.09861228866811,0,0,0,0
"117",0,0.693147180559945,0,0,1.79175946922805,0,0.693147180559945,0,0,2.19722457733622,4.59511985013459,0,0,1
"118",0,0,0,0,3.36729582998647,1.09861228866811,0,0,3.29583686600433,1.09861228866811,0,5.95064255258773,0,0
"119",0,0,0,3.43398720448515,0,2.83321334405622,0,4.67282883446191,0,3.52636052461616,4.02535169073515,5.24174701505964,5.42934562895444,2
"120",0,0,0,0,0,0.693147180559945,0,0,3.55534806148941,2.89037175789616,0,0,0,0
"121",0.693147180559945,0,0,0,0,0.693147180559945,0,0,0,0,1.09861228866811,0,0,0
"122",0,0,0,0,0,0,0,0,1.38629436111989,3.76120011569356,0,3.40119738166216,2.94443897916644,0
"123",3.36729582998647,2.70805020110221,0,0,4.24849524204936,0,6.0282785202307,0,4.0943445622221,4.47733681447821,1.6094379124341,0,0,1
"124",1.38629436111989,0,0,0,0,0,0,0,0,0,0,0,0,0
"125",0.693147180559945,3.17805383034795,0,0,0,0,2.19722457733622,2.07944154167984,0,0,0,2.30258509299405,0,1
"126",4.70048036579242,0,0,0.693147180559945,0.693147180559945,0,0,0.693147180559945,3.76120011569356,5.73979291217923,5.06890420222023,6.16541785423142,0,1
"127",0,0,0,0,1.38629436111989,0,0,7.33432935030054,1.94591014905531,0.693147180559945,4.94875989037817,2.30258509299405,4.06044301054642,2
"128",0,0,1.38629436111989,0,0,0,7.31654817718298,0,1.94591014905531,2.56494935746154,1.09861228866811,0,3.76120011569356,1
"129",0,0,0,0.693147180559945,0.693147180559945,0,7.46106551435428,4.46590811865458,1.09861228866811,4.39444915467244,0,0,4.56434819146784,1
"130",5.37989735354046,0,0,0,3.87120101090789,0,0,0,3.91202300542815,1.09861228866811,5.10594547390058,0,0,0
"131",1.94591014905531,0,1.94591014905531,3.25809653802148,0,0,0,6.06378520868761,0,0,5.79605775076537,0,0,0
"132",0,0,0,0,0,0,3.98898404656427,0,3.09104245335832,3.29583686600433,0,3.2188758248682,0,0
"133",0.693147180559945,0,0,0,0,0,0,3.68887945411394,0,2.99573227355399,1.38629436111989,0,3.2188758248682,0
"134",0,0,0.693147180559945,0,0,0,0,0,0,0,3.36729582998647,0,0,0
"135",1.38629436111989,0,0,0,0,0,0,0,0,0,0,0,0,0
"136",0,0,0,0,0,0,0,0,0,0,1.94591014905531,0,0,0
"137",0,1.79175946922805,3.04452243772342,2.07944154167984,0,0,5.38449506278909,5.82894561761021,0,5.01063529409626,4.26267987704132,4.81218435537242,0,1
"138",0,1.09861228866811,0,0,0,0,0,4.75359019110636,0,1.09861228866811,2.83321334405622,0,0,0
"139",3.68887945411394,0,0,2.70805020110221,0,0,0,3.85014760171006,0,3.66356164612965,3.89182029811063,1.38629436111989,2.07944154167984,0
"140",0,1.09861228866811,0,0,4.04305126783455,0,0,0,0,0,6.42162226780652,2.63905732961526,0,0
"141",0,0,0,0,0,0,0,0,3.58351893845611,2.89037175789616,0,0,0,0
"142",0,0.693147180559945,0,0.693147180559945,0,2.63905732961526,1.09861228866811,5.7268477475872,1.6094379124341,5.23110861685459,5.95064255258773,4.7361984483945,0,2
"143",0,3.09104245335832,0,0,5.14749447681345,0,0,0,0.693147180559945,7.00760061395185,0.693147180559945,6.26720054854136,0,7
"144",0.693147180559945,0,0,0,1.79175946922805,0,0,4.64439089914137,0,0,4.76217393479776,0,5.69035945432406,2
"145",0,3.93182563272433,0,0,1.6094379124341,0,3.87120101090789,0.693147180559945,0,1.09861228866811,3.17805383034795,0,0,1
"146",0,3.29583686600433,3.25809653802148,8.78981238619097,0,2.83321334405622,0,0,0,4.45434729625351,0,3.43398720448515,1.09861228866811,5
"147",0,0,0,0,0,0,0,0,0,0,3.40119738166216,0,0,0
"148",3.09104245335832,0,4.35670882668959,7.02553831463852,0,2.99573227355399,0,3.93182563272433,1.09861228866811,0,2.19722457733622,0,4.71849887129509,0
"149",3.55534806148941,0,0,0,0,0,0,4.24849524204936,0,4.27666611901606,4.15888308335967,5.2257466737132,4.34380542185368,2
"150",2.30258509299405,0,0,0,2.63905732961526,0,0,0,0,4.06044301054642,2.70805020110221,5.34710753071747,5.54517744447956,0
"151",1.09861228866811,7.26473017792987,0,1.79175946922805,0,0,3.87120101090789,3.25809653802148,0,0,0,0,6.880384082186,2
"152",1.6094379124341,0,0,0,0,0,6.3919171133926,3.63758615972639,0,3.36729582998647,0,3.29583686600433,4.12713438504509,0
"153",1.6094379124341,0,0,1.38629436111989,1.6094379124341,6.37331978957701,0,4.40671924726425,3.55534806148941,3.93182563272433,0,2.94443897916644,3.8286413964891,0
"154",2.63905732961526,1.09861228866811,0,0,0,0,4.51085950651685,2.83321334405622,0.693147180559945,0,0,0,0,0
"155",0,0,5.33271879326537,0,0.693147180559945,0,0,0.693147180559945,5.65599181081985,0,0,0,0,2
"156",0,0.693147180559945,0,0,0,0,0,0,4.34380542185368,2.30258509299405,0,0,0,0
"157",4.79579054559674,1.6094379124341,4.78749174278205,5.15329159449778,2.56494935746154,4.43081679884331,1.6094379124341,5.71042701737487,3.97029191355212,0,6.0137151560428,3.73766961828337,3.55534806148941,0
"158",6.50128967054039,0,0,4.90527477843843,3.13549421592915,0,0,0,0,0,0,1.94591014905531,3.8286413964891,0
"159",3.36729582998647,6.79346613258001,3.76120011569356,0,3.85014760171006,0,0,0,3.8286413964891,7.05617528410041,0,5.11799381241676,2.99573227355399,7
"160",3.49650756146648,0,0,0,0,0,0,0,0,0,0,3.68887945411394,0,0
"161",0,0,3.66356164612965,0,3.71357206670431,0.693147180559945,0,4.72738781871234,0.693147180559945,4.20469261939097,0,4.85981240436167,6.36475075685191,1
"162",1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,0
"163",1.09861228866811,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0
"164",0,0,0,0,0,0,0,0,0,0,1.79175946922805,0,0,0
"165",2.30258509299405,5.88332238848828,2.99573227355399,0,2.99573227355399,2.70805020110221,0,0,4.96284463025991,0,0,8.12118324207883,0,4
"166",0,4.88280192258637,0,3.68887945411394,0,0,0,0,0,0,0,4.20469261939097,0,1
"167",0,0,0,0,5.56068163101553,0,0,0,0,0,6.25190388316589,0,2.07944154167984,0
"168",0,0,0,1.09861228866811,3.80666248977032,5.03043792139244,0,0,1.79175946922805,4.21950770517611,0,0,0,2
"169",0,0,3.17805383034795,0,2.56494935746154,0,1.09861228866811,2.19722457733622,3.40119738166216,0,0,7.72400465667607,3.3322045101752,1
"170",1.94591014905531,4.00733318523247,0,0,0,1.09861228866811,0,0,0,0,0,6.17170059741091,0,1
"171",3.73766961828337,0,3.66356164612965,0,4.48863636973214,0,0,4.84418708645859,1.09861228866811,1.38629436111989,3.76120011569356,0,5.80814248998044,2
"172",5.50125821054473,0,0,0,5.13579843705026,0.693147180559945,0,0,4.88280192258637,0,4.11087386417331,4.70953020131233,6.10031895202006,1
"173",0,0,0.693147180559945,0,2.77258872223978,0.693147180559945,0,2.77258872223978,0,2.63905732961526,4.34380542185368,0,0,0
"174",0,0,0,0,0,0,0,0,1.94591014905531,1.09861228866811,0,4.88280192258637,0,0
"175",1.09861228866811,3.2188758248682,5.08140436498446,0,6.49828214947643,5.78074351579233,2.19722457733622,0,3.71357206670431,8.00770001288403,3.68887945411394,5.92425579741453,4.70048036579242,10
"176",0,0,0,0,0,4.20469261939097,0,0,0,0,0,0,6.06842558824411,0
"177",0,1.6094379124341,0,0,0,0,0,0,1.09861228866811,0,0,0,0,0
"178",0.693147180559945,0,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0
"179",1.38629436111989,0,0,0,0,0,0,0,0,0,0,0,0,0
"180",3.68887945411394,0,0,0,2.56494935746154,0,0,0,0,4.07753744390572,3.8286413964891,4.82028156560504,5.17614973257383,0
"181",0,0,0,0,0,0,0,0,2.83321334405622,2.77258872223978,3.46573590279973,1.94591014905531,0,0
"182",0,2.07944154167984,0,0.693147180559945,0.693147180559945,5.78996017089725,0,0,0,0,0.693147180559945,0,1.79175946922805,0
"183",0,0.693147180559945,0,0,0,0,0,0,0,2.07944154167984,3.25809653802148,0,0,0
"184",0,3.25809653802148,0,0,0,0,0,0,4.59511985013459,2.07944154167984,0,0,0,0
"185",0.693147180559945,1.6094379124341,0,0,0,1.09861228866811,0.693147180559945,0,3.40119738166216,0,1.6094379124341,0,1.38629436111989,0
"186",6.39359075395063,5.01063529409626,4.57471097850338,5.68697535633982,5.46806014113513,1.79175946922805,0,8.15679704667565,4.85203026391962,7.16703787691222,6.43615036836943,3.73766961828337,0,4
"187",0,5.34233425196481,2.484906649788,0,0,0,1.79175946922805,5.52146091786225,0,0,1.38629436111989,0,0,1
"188",0,7.19142933003638,0,0,0,0,2.77258872223978,0,0,0,0,0,0,0
"189",5.50125821054473,0,0,1.38629436111989,0,0,0,0.693147180559945,0,3.76120011569356,0.693147180559945,2.83321334405622,0,1
"190",0,0,0,0,0.693147180559945,0,0,0,0,0.693147180559945,3.04452243772342,0,0,0
"191",0,0,0,0,2.484906649788,0,0,2.99573227355399,0,3.71357206670431,0,0,5.59471137960184,1
"192",0,0,0,0,0,4.70953020131233,0,0,0,4.66343909411207,0,0,0,2
"193",1.79175946922805,0,0,0,0,0,0,0,0,1.09861228866811,2.77258872223978,4.79579054559674,0,1
"194",2.07944154167984,0,6.30078579466324,0,1.6094379124341,2.56494935746154,0.693147180559945,0,0,1.6094379124341,0,0,3.66356164612965,1
"195",4.0943445622221,0,4.31748811353631,0,2.99573227355399,6.76041469108343,0,2.99573227355399,0.693147180559945,6.0330862217988,1.6094379124341,0,5.03695260241363,0
"196",0.693147180559945,0,0,0,0,2.39789527279837,4.18965474202643,0,0,1.38629436111989,0,0,0,0
"197",1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,0
"198",0,0,7.27378631784489,0,0.693147180559945,3.85014760171006,0.693147180559945,0,0,0,1.79175946922805,0,3.09104245335832,0
"199",0,0,6.93439720992856,0,1.79175946922805,0,1.09861228866811,0,1.09861228866811,0,0,2.77258872223978,3.17805383034795,0
"200",0.693147180559945,0,0,0,0,0,0,0,3.52636052461616,2.94443897916644,0,0,0,0
"201",0,4.51085950651685,0,0,2.99573227355399,0,3.8286413964891,0.693147180559945,0,0,0,0,0.693147180559945,1
"202",6.07073772800249,0,0,0,4.56434819146784,0,6.50876913697168,3.76120011569356,3.89182029811063,4.7361984483945,3.40119738166216,0,3.80666248977032,2
"203",0,5.79909265446053,5.6021188208797,0,0,0,4.92725368515721,6.72262979485545,0,1.38629436111989,7.3664451483276,2.39789527279837,5.63478960316925,0
"204",1.09861228866811,4.56434819146784,0.693147180559945,0,0.693147180559945,0,2.56494935746154,0,2.77258872223978,0,0,0,0,1
"205",0,3.17805383034795,0,0,0,7.15851399732932,0,0,0,1.79175946922805,0,0,0,1
"206",1.09861228866811,0,0,0,0,0,5.8406416573734,1.09861228866811,0,0,0,0,0,1
"207",0,2.56494935746154,0,3.58351893845611,1.09861228866811,0.693147180559945,0,0,0,0,0,4.72738781871234,0,1
"208",4.89034912822175,0.693147180559945,3.80666248977032,0,7.93092537248339,3.85014760171006,0,0,6.60123011872888,6.49072353450251,0,0.693147180559945,3.91202300542815,4
"209",0,0,0,0,0,0,0,0,3.55534806148941,2.94443897916644,0,0,0,0
"210",5.63478960316925,0,2.19722457733622,0,0,0,0,5.30826769740121,0,0,3.58351893845611,0,0,0
"211",0,5.77455154554441,0,0,0,2.70805020110221,3.3322045101752,0,0,0,0,0,0,0
"212",2.56494935746154,0,5.10594547390058,0,0,0,3.49650756146648,0,0,0,0,0.693147180559945,0,1
"213",0,0,0,0,0,0,0,0,0,0,4.83628190695148,0,0,0
"214",0,3.04452243772342,0,0,0,0,0,0,0.693147180559945,0,1.09861228866811,4.4188406077966,0,1
"215",2.484906649788,0,2.30258509299405,1.09861228866811,4.15888308335967,4.17438726989564,0,0,1.09861228866811,0,0,0,0,2
"216",0,0,3.73766961828337,0,0,0,0,5.37063802812766,0,5.06890420222023,0,5.25749537202778,3.09104245335832,2
"217",6.21260609575152,3.76120011569356,0,2.70805020110221,4.40671924726425,0,0,3.98898404656427,0,0,5.31811999384422,0.693147180559945,0,3
"218",5.15905529921453,4.35670882668959,3.71357206670431,1.38629436111989,0,4.06044301054642,4.29045944114839,3.55534806148941,0,4.77068462446567,6.16541785423142,3.17805383034795,0.693147180559945,2
"219",2.94443897916644,0,0,0,0.693147180559945,5.61677109766657,1.09861228866811,0,0,0,0,0,0,1
"220",5.32787616878958,4.12713438504509,0,0,0,0,5.4380793089232,4.65396035015752,3.85014760171006,3.71357206670431,0,3.04452243772342,1.94591014905531,0
"221",2.99573227355399,0,0,0,0,1.6094379124341,6.45833828334479,0,0,2.99573227355399,0,3.52636052461616,4.93447393313069,1
"222",2.56494935746154,1.09861228866811,0,6.44413125670044,4.59511985013459,0,0,4.26267987704132,2.07944154167984,2.83321334405622,2.484906649788,0,6.03548143252476,3
"223",0,0,0,0,5.57594910314632,0,0,0,0,0,5.6021188208797,0,0,0
"224",0,1.6094379124341,0,3.73766961828337,0,0,3.66356164612965,0,0.693147180559945,4.95582705760126,2.07944154167984,0,2.07944154167984,1
"225",1.09861228866811,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0
"226",3.89182029811063,0,3.89182029811063,1.09861228866811,0,7.62657020629066,2.63905732961526,1.38629436111989,4.17438726989564,5.4380793089232,0,0,0,4
"227",0,0,0,0,1.94591014905531,1.38629436111989,4.95582705760126,0,0,0,0,0,0,0
"228",0,0,0,0,0,0,0,3.58351893845611,0.693147180559945,0,3.25809653802148,0,0,0
"229",2.77258872223978,0,3.04452243772342,0,0,0,0,3.46573590279973,0,4.85203026391962,5.20948615284142,6.68085467879022,5.19295685089021,3
"230",0,0,0,0,0,0,0,0,3.89182029811063,0,0,1.6094379124341,0,0
"231",1.09861228866811,0,0,0,0,3.73766961828337,0,0,0,1.09861228866811,1.79175946922805,0,0,0
"232",0,0,0,0,0,3.36729582998647,0,6.52356230614951,0,0,0,0,2.83321334405622,0
"233",1.09861228866811,0,1.38629436111989,0,0,0,0,5.20948615284142,0,0,1.6094379124341,4.70953020131233,0,0
"234",0,0,0,0,0,0,0,0,0,0.693147180559945,3.04452243772342,0,0,0
"235",6.53958595561767,0,0,1.6094379124341,3.09104245335832,0,0,3.61091791264422,2.94443897916644,5.605802066296,3.73766961828337,6.31354804627709,4.43081679884331,2
"236",0,5.76832099579377,0,0,0,0,5.15905529921453,0,0,0,0,0,0,1
"237",0,0,0,0,0.693147180559945,0,3.58351893845611,0,1.38629436111989,0,3.61091791264422,4.89783979995091,0,1
