"","V1","V2","V3","V4","V5","V6","V7","V8","bug","loc","bf","hcm"
"31",0.693147180559945,0,0,0,0,1.09861228866811,0,0,0,0,1,0
"32",0,1.94591014905531,0,0,0,0,0,0,0,0,1,0
"33",0,0,0,0,4.70048036579242,0,0,2.99573227355399,0,3.3322045101752,1,0
"34",0,3.95124371858143,0,0.693147180559945,0,0,0,0,0,1.94591014905531,1,0
"35",0,0,0,1.38629436111989,0,0,0,0,0,0,1,0
"36",0,3.04452243772342,0,0,0,0,0,0,0,1.38629436111989,1,0
"37",0,0,0,0,0,0,0,1.38629436111989,0,0,1,0
"38",0.693147180559945,0,0,0,0,4.4188406077966,0.693147180559945,0,0,2.99573227355399,5,8.71607
"39",0,0,0,0,0.693147180559945,3.61091791264422,0,7.60489448081162,0,5.40267738187228,16,16.4888
"40",5.37527840768417,7.35691824235602,6.74405918631135,1.94591014905531,0,4.27666611901606,0,2.484906649788,4,6.06610809010375,14,16.8929
"41",4.71849887129509,2.83321334405622,4.26267987704132,0,0,1.09861228866811,6.11368217983223,0,0,4.61512051684126,6,7.43856
"42",0.693147180559945,4.74493212836325,3.36729582998647,3.8286413964891,0.693147180559945,3.43398720448515,4.40671924726425,0,1,0,7,10.0342
"43",0,0,0,0,0,4.74493212836325,0,7.27309259599952,3,6.05443934626937,24,21.7572
"44",0,0,0,0,0,0,4.80402104473326,0,0,3.80666248977032,2,3.20237
"45",0,3.55534806148941,2.56494935746154,0,1.09861228866811,3.91202300542815,2.19722457733622,3.09104245335832,1,0,8,10.6126
"46",0.693147180559945,0,1.79175946922805,0,3.09104245335832,0,2.94443897916644,0,0,2.39789527279837,0,3.36934
"47",3.09104245335832,0,4.86753445045558,2.94443897916644,7.83478810738819,0,6.01615715969835,4.39444915467244,1,6.22257626807137,3,5.51058
"48",1.38629436111989,4.21950770517611,5.19295685089021,4.97673374242057,0,0,0,0,2,2.77258872223978,3,7.55192
"49",0,0,0,1.38629436111989,0,0,0,6.04737217904628,1,4.56434819146784,4,8.38997
"50",4.46590811865458,4.14313472639153,4.91265488573605,2.83321334405622,0.693147180559945,2.99573227355399,1.09861228866811,0,1,4.02535169073515,2,5.57623
"51",0,0,3.04452243772342,0,5.66296048013595,0,0,0,0,4.59511985013459,2,4.89304
"52",0,0,3.87120101090789,1.94591014905531,4.64439089914137,0,4.84418708645859,0.693147180559945,0,4.14313472639153,3,5.00534
"53",0,1.6094379124341,0,0,0.693147180559945,0,0,0,0,0,1,0
"54",0,0,0,1.38629436111989,0,0,0,0,0,0,1,0
"55",0,0,1.09861228866811,3.91202300542815,6.07764224334903,0,2.56494935746154,0,0,4.00733318523247,3,5.63536
"56",0,0,0,3.40119738166216,0,5.62040086571715,0,1.09861228866811,2,4.15888308335967,5,11.4018
"57",0,0,1.38629436111989,3.43398720448515,0,3.71357206670431,2.77258872223978,0,1,3.46573590279973,5,6.46017
"58",3.68887945411394,0,0,2.94443897916644,4.00733318523247,0,0,0,0,2.94443897916644,1,0
"59",0,6.70196036600254,0,0,0,3.73766961828337,0,4.43081679884331,0,5.24174701505964,9,10.3796
"60",0,0,2.94443897916644,0,0,2.30258509299405,3.58351893845611,5.17048399503815,0,4.30406509320417,1,1.80545
"61",0,3.13549421592915,0,0,0,0,0,0,0,1.38629436111989,1,0
"62",0,0,0,6.80128303447162,0,0,0,0,1,5.38449506278909,3,7.23572
"63",5.12396397940326,0,2.94443897916644,0,5.97888576490112,4.60517018598809,2.70805020110221,3.49650756146648,1,4.83628190695148,4,10.1322
"64",0,3.93182563272433,0,4.74493212836325,4.11087386417331,3.76120011569356,7.18311170174328,6.85540879860993,1,6.00141487796115,4,8.19537
"65",0,1.38629436111989,0,1.38629436111989,0,0,0,0,0,0,1,0
"66",4.63472898822964,4.99043258677874,4.43081679884331,0,1.09861228866811,4.7361984483945,4.85981240436167,0,3,5.04985600724954,6,3.66794
"67",0,0,0,0.693147180559945,0,0,0,1.09861228866811,0,0,1,0
"68",0,0,0.693147180559945,0,0,1.6094379124341,0,0,0,0,1,0
"69",0,1.09861228866811,0,0,0,4.18965474202643,0.693147180559945,3.97029191355212,1,3.61091791264422,2,4.23984
"70",0,3.04452243772342,0,0,0,0,0,0,0,1.38629436111989,1,0
"71",0,0,6.23441072571837,5.10594547390058,3.97029191355212,0,0,0,0,5.03695260241363,1,0
"72",0,0,0,3.52636052461616,0,0,4.39444915467244,3.63758615972639,0,3.91202300542815,1,1.5526
"73",0,0,0,0,0,1.79175946922805,0,0,0,0,1,0
"74",6.37331978957701,0,0,0,0,1.38629436111989,0,0.693147180559945,1,4.70953020131233,2,2.66716
"75",0,0,2.07944154167984,1.09861228866811,4.66343909411207,0,4.00733318523247,4.68213122712422,0,4.04305126783455,1,1.80545
"76",3.17805383034795,0,0,2.07944154167984,6.12029741895095,0,6.12029741895095,4.85981240436167,0,5.19849703126583,5,8.37205
"77",0,0,0,0,6.41345895716736,0,0,0.693147180559945,0,4.46590811865458,2,1.00337
"78",0,0,3.71357206670431,1.09861228866811,5.26785815906333,0,3.63758615972639,0,0,3.91202300542815,2,5.32311
"79",0,2.56494935746154,1.09861228866811,4.30406509320417,0,8.9157008189569,0,5.54126354515843,3,7.34213173058472,58,36.0219
"80",1.09861228866811,1.09861228866811,0,0.693147180559945,0,0,0,0,0,0,1,0
"81",0,4.07753744390572,0,0,0,0,1.94591014905531,0,0,2.19722457733622,1,0
"82",0,0,0,0.693147180559945,0,0,6.83840520084734,2.56494935746154,0,5.15905529921453,2,3.61726
"83",0,0,4.00733318523247,4.04305126783455,0,3.46573590279973,0,4.12713438504509,2,3.36729582998647,3,1.782
"84",0,0.693147180559945,0,1.09861228866811,0,0,0,0,0,0,1,0
"85",0,3.43398720448515,0,0,0,0,0,0,0,1.6094379124341,1,0
"86",0,8.76966250811227,5.37989735354046,1.38629436111989,1.09861228866811,3.91202300542815,0.693147180559945,3.80666248977032,13,7.13169851046691,58,33.736
"87",0,0,0,6.65544035036765,0,0,0,0,1,5.23110861685459,2,7.2789
"88",0,0,2.56494935746154,5.05624580534831,2.07944154167984,0,0,0,0,3.43398720448515,0,3.36934
"89",0,0,4.40671924726425,1.79175946922805,0,0,2.63905732961526,0,0,1.94591014905531,1,2.99799
"90",0,4.04305126783455,0,0,0,0,2.484906649788,0.693147180559945,0,2.30258509299405,1,0
"91",0,0,1.38629436111989,5.08140436498446,6.3919171133926,0,2.19722457733622,0,0,4.98360662170834,1,0
"92",0,0,4.87519732320115,4.70048036579242,4.88280192258637,0,3.2188758248682,0,0,3.43398720448515,3,5.74218
"93",0,0,1.94591014905531,0,0,0.693147180559945,1.38629436111989,0,0,2.07944154167984,1,0
"94",3.2188758248682,0,2.89037175789616,0.693147180559945,4.78749174278205,0,5.11198778835654,0,0,4.12713438504509,2,3.47713
"95",0,3.3322045101752,3.87120101090789,3.80666248977032,4.52178857704904,0,4.30406509320417,6.07534603108868,0,5.15329159449778,2,2.8028
"96",0,0,3.76120011569356,0,4.78749174278205,0,3.91202300542815,0,0,3.87120101090789,1,2.23731
"97",0,0.693147180559945,0,0,0,6.91373735065968,0,6.32076829425058,4,5.51745289646471,13,19.4467
"98",0,4.26267987704132,0,0,0,0,0,0,0,2.484906649788,1,0
"99",0.693147180559945,0,2.70805020110221,6.96508034560141,0,1.09861228866811,0,0,1,4.34380542185368,2,5.38882
"100",0,0,0.693147180559945,0,0,2.83321334405622,0,7.67925142595306,1,6.21860011969173,22,18.2652
"101",4.75359019110636,0,4.54329478227,5.95842469302978,0,3.40119738166216,0,4.87519732320115,0,4.80402104473326,2,7.71238
"102",3.09104245335832,0,4.0943445622221,0,0,0,0,0,0,1.38629436111989,1,2.80848
"103",0,0,5.2040066870768,1.94591014905531,0,4.46590811865458,0,0,0,3.89182029811063,4,10.8639
"104",0,0,4.64439089914137,4.02535169073515,0,0,3.43398720448515,1.94591014905531,0,4.24849524204936,1,2.55158
"105",4.4188406077966,2.83321334405622,0,0,0.693147180559945,0,5.86929691313377,0,1,4.40671924726425,1,1.45568
"106",4.54329478227,4.29045944114839,4.98360662170834,1.09861228866811,0,1.94591014905531,1.38629436111989,0,2,4.64439089914137,5,11.0202
"107",0,3.97029191355212,0,0,0,0,0,0,0,1.94591014905531,1,0
"108",1.38629436111989,0,0,4.31748811353631,0,3.78418963391826,3.2188758248682,1.94591014905531,1,3.68887945411394,4,9.84115
"109",7.39326309476384,3.97029191355212,4.34380542185368,2.94443897916644,0,0,0,3.04452243772342,1,5.82008293035236,10,13.8863
"110",0,0,0.693147180559945,0,0,0,5.19849703126583,0,0,3.89182029811063,7,6.72719
"111",3.91202300542815,1.79175946922805,5.14749447681345,0,6.49223983502047,1.09861228866811,5.89715386763674,2.77258872223978,0,5.68697535633982,3,2.71633
"112",1.09861228866811,0,0,0,0.693147180559945,4.00733318523247,0,0,0,2.63905732961526,1,0
"113",4.54329478227,3.36729582998647,0,5.92425579741453,0,3.52636052461616,4.74493212836325,0,2,4.969813299576,3,5.55183
"114",6.52649485957079,2.56494935746154,5.42934562895444,0,0,0,0,0,2,4.89783979995091,3,5.71254
"115",0,3.68887945411394,0,3.52636052461616,0,0.693147180559945,0,5.11799381241676,1,3.8286413964891,1,3.38341
"116",5.14749447681345,3.58351893845611,5.37989735354046,0,0,0,5.76205138278018,3.91202300542815,0,4.53259949315326,3,2.71633
"117",2.39789527279837,0,0,0,0,0,4.63472898822964,0.693147180559945,1,2.56494935746154,2,2.23731
"118",3.76120011569356,0,4.70048036579242,5.23644196282995,0,3.76120011569356,4.12713438504509,0,0,4.69134788222914,12,12.6435
"119",0,3.46573590279973,5.25227342804663,2.56494935746154,5.00394630594546,2.07944154167984,5.59098698051086,0,2,4.02535169073515,5,9.83384
"120",0,3.97029191355212,0,0,0,0,0,0,0,1.94591014905531,1,0
"121",0.693147180559945,1.38629436111989,0,0,0,0,0,0,0,0,1,0
"122",0,3.8286413964891,3.09104245335832,0,2.39789527279837,0,2.83321334405622,0,0,2.77258872223978,1,1.11258
"123",5.37063802812766,2.89037175789616,0,0,5.73009978297357,4.83628190695148,2.56494935746154,0,1,4.87519732320115,3,1.53632
"124",0,0,1.09861228866811,0,0,0,0,0.693147180559945,0,0,1,0
"125",0,0.693147180559945,0,0,0,0,2.30258509299405,3.66356164612965,1,2.70805020110221,1,3.66738
"126",4.38202663467388,4.64439089914137,5.89440283426485,0,4.55387689160054,4.45434729625351,5.75574221358691,4.0943445622221,1,5.28320372873799,5,7.90097
"127",1.94591014905531,0,0.693147180559945,0,0,0,7.45760928971561,2.19722457733622,2,5.50125821054473,20,15.1537
"128",0,0.693147180559945,1.38629436111989,0.693147180559945,7.35436233042148,0,0,1.09861228866811,1,5.91350300563827,1,0
"129",0,0,2.56494935746154,0,7.5963923040642,0,0,0.693147180559945,1,5.99146454710798,1,0
"130",5.33271879326537,3.98898404656427,0,0,0,0,5.39362754635236,0,0,4.55387689160054,1,1.27192
"131",0,3.52636052461616,0,0.693147180559945,4.94875989037817,0,6.43133108193348,0,0,5.08140436498446,6,3.20728
"132",4.26267987704132,0,2.56494935746154,0,2.99573227355399,0.693147180559945,3.09104245335832,0.693147180559945,0,2.99573227355399,2,0.816746
"133",0.693147180559945,0,3.93182563272433,0,0,0,3.58351893845611,0,0,3.36729582998647,2,2.99956
"134",0.693147180559945,3.36729582998647,0,0,0,0,0,0,0,1.6094379124341,1,0
"135",0,0,0,1.38629436111989,0,0,0,0,0,0,1,0
"136",0,1.94591014905531,0,0,0,0,0,0,0,0,1,0
"137",0,4.24849524204936,0,3.93182563272433,4.71849887129509,5.84354441703136,5.85793315448346,1.94591014905531,1,5.29330482472449,7,7.74631
"138",0,0,0,0,0,0,4.89034912822175,1.38629436111989,0,3.3322045101752,0,0
"139",0.693147180559945,2.484906649788,3.95124371858143,0.693147180559945,0,0,4.84418708645859,1.79175946922805,0,3.49650756146648,2,1.23279
"140",4.61512051684126,0,0,0,0,0,6.37331978957701,0,0,4.68213122712422,9,12.8303
"141",0,3.97029191355212,0,0,0,0,0,0,0,1.94591014905531,1,0
"142",3.61091791264422,1.38629436111989,5.05624580534831,2.99573227355399,3.95124371858143,4.11087386417331,6.52941883826223,0,2,5.35185813347607,5,11.2716
"143",4.9416424226093,4.29045944114839,7.07749805356923,2.07944154167984,0,5.89989735358249,0.693147180559945,4.06044301054642,7,6.12468339089421,29,25.1033
"144",0.693147180559945,0,0,0,2.30258509299405,0.693147180559945,6.23441072571837,0,2,4.94875989037817,5,5.09245
"145",0,0,0,2.89037175789616,0,3.17805383034795,0,4.47733681447821,1,3.43398720448515,1,0
"146",0,8.77261030328074,5.19295685089021,0,1.09861228866811,3.36729582998647,0,4.47733681447821,5,7.26892012819372,13,20.7622
"147",0,3.36729582998647,0.693147180559945,0,0,0,0,0,0,1.6094379124341,1,0
"148",0,7.03262426102801,4.57471097850338,3.78418963391826,4.94875989037817,0,0,0.693147180559945,0,5.66988092298052,4,11.5097
"149",1.79175946922805,0,4.91998092582813,0,3.17805383034795,0,5.80814248998044,1.09861228866811,2,4.93447393313069,3,3.74492
"150",2.89037175789616,1.09861228866811,5.36597601502185,0,0,0,5.78689738136671,0,0,4.58496747867057,1,2.23731
"151",2.19722457733622,0,3.46573590279973,0,4.11087386417331,0,0,7.77527584648686,2,6.3919171133926,20,21.5348
"152",1.38629436111989,0,0,0,6.5366915975913,2.89037175789616,3.78418963391826,0,0,4.8283137373023,3,1.38948
"153",0,2.63905732961526,4.46590811865458,6.50428817353665,3.49650756146648,0,3.29583686600433,0,0,5.20948615284142,9,12.3019
"154",0,0,0,0.693147180559945,4.77912349311153,0.693147180559945,1.09861228866811,0,0,0,2,0.894814
"155",6.13556489108174,0,2.56494935746154,2.89037175789616,0,1.09861228866811,0.693147180559945,0,2,4.48863636973214,2,7.82058
"156",0,4.4188406077966,0,0,0,1.6094379124341,0,0,0,2.77258872223978,1,0
"157",2.63905732961526,5.15329159449778,5.13579843705026,5.74620319054015,6.19440539110467,0,5.24702407216049,1.94591014905531,0,5.37063802812766,5,9.49506
"158",0,5.02388052084628,6.5792512120101,0,0,0,1.09861228866811,0,0,3.52636052461616,6,9.9193
"159",3.25809653802148,5.48063892334199,6.49828214947643,1.94591014905531,0,7.02553831463852,0,5.82894561761021,7,6.2841341610708,40,27.5814
"160",3.63758615972639,0,0,0,0,0,3.46573590279973,1.38629436111989,0,2.07944154167984,2,2.7276
"161",2.77258872223978,0,5.27299955856375,0.693147180559945,6.19236248947487,1.09861228866811,5.57972982598622,1.09861228866811,1,5.44673737166631,6,10.7773
"162",0,0,0,1.09861228866811,0,0,0,0,0,0,1,0
"163",0,0,0,1.38629436111989,0,0,0,0,0,0,1,0
"164",0,1.79175946922805,0,0,0,0,0,0,0,0,1,0
"165",4.61512051684126,0,6.21860011969173,6.91174730025167,0,7.54644627374602,6.05443934626937,1.38629436111989,4,6.76041469108343,45,27.0966
"166",0,0,1.38629436111989,2.83321334405622,0,5.13579843705026,1.38629436111989,3.8286413964891,1,4.12713438504509,4,8.59336
"167",5.62040086571715,0,0,0.693147180559945,0.693147180559945,1.6094379124341,6.22257626807137,0,0,4.70953020131233,4,6.60072
"168",2.19722457733622,2.484906649788,4.31748811353631,5.18178355029209,0,0,0,0,2,2.70805020110221,3,8.29275
"169",5.89440283426485,0,5.85507192220243,0,7.0343879299155,5.64897423816121,5.44241771052179,1.79175946922805,1,5.97635090929793,9,10.4053
"170",0,0,0,4.38202663467388,0,5.6937321388027,5.11198778835654,0,1,4.72738781871234,3,6.22347
"171",4.30406509320417,0,5.12396397940326,0,5.0998664278242,0,5.59471137960184,0.693147180559945,2,5.13579843705026,3,7.01743
"172",5.04342511691925,0,6.35610766069589,0,4.70048036579242,0,5.77765232322266,0,1,5.30330490805908,6,15.226
"173",2.63905732961526,0,2.56494935746154,0,0,0.693147180559945,4.56434819146784,0,0,2.63905732961526,0,3.36934
"174",0,0,4.24849524204936,0.693147180559945,3.85014760171006,3.04452243772342,1.38629436111989,0,0,3.17805383034795,2,4.04276
"175",4.70953020131233,4.95582705760126,8.3221510702129,4.33073334028633,0,5.37063802812766,3.87120101090789,3.80666248977032,10,6.5694814204143,28,30.3698
"176",0,0,0,4.39444915467244,6.02586597382531,0,1.6094379124341,0,0,4.00733318523247,3,5.63536
"177",0,0,0,0,0,1.94591014905531,0,0,0,0,1,0
"178",0,0,0,0,0.693147180559945,0,0,1.09861228866811,0,0,1,0
"179",0,0,1.09861228866811,0.693147180559945,0,0,0,0,0,0,1,0
"180",3.2188758248682,0.693147180559945,4.97673374242057,0.693147180559945,0,0,5.64897423816121,0,0,4.49980967033027,1,2.23731
"181",0,3.97029191355212,1.38629436111989,0,0,0,2.63905732961526,0,0,2.30258509299405,1,0
"182",0,0,2.39789527279837,5.73657229747919,0,3.04452243772342,0,1.09861228866811,0,4.15888308335967,3,8.89851
"183",0,3.13549421592915,0,0,0,0,2.484906649788,0,0,1.94591014905531,1,0
"184",0,4.52178857704904,0,0,0,3.68887945411394,0,0,0,3.29583686600433,1,0
"185",3.2188758248682,0,2.19722457733622,1.38629436111989,0,1.38629436111989,0,1.94591014905531,0,0,1,0
"186",5.88887795833288,7.16162200293919,5.605802066296,4.74493212836325,2.70805020110221,5.605802066296,8.36985260351753,5.76205138278018,4,7.10496544826984,78,38.2812
"187",0,0,1.09861228866811,4.33073334028633,0,5.98896141688986,0.693147180559945,0,1,4.40671924726425,1,6.91692
"188",0,0,0,0,0,7.20266119652324,0,0,0,4.87519732320115,9,16.5442
"189",3.66356164612965,2.56494935746154,3.95124371858143,0,0,0,5.33271879326537,0,1,4.23410650459726,1,2.23731
"190",0,3.13549421592915,0,0,0,0,0,0,0,1.38629436111989,1,0
"191",0.693147180559945,1.6094379124341,3.68887945411394,0,5.57215403217776,0,3.49650756146648,0,1,3.8286413964891,4,7.8367
"192",0,0,4.89783979995091,4.39444915467244,1.09861228866811,0,0,0,2,2.63905732961526,3,7.23232
"193",0,0,3.2188758248682,3.25809653802148,0,0.693147180559945,4.53259949315326,0,1,3.89182029811063,1,1.28035
"194",5.18738580584075,0,5.17048399503815,1.6094379124341,3.80666248977032,0,0,5.34710753071747,1,4.64439089914137,5,8.96461
"195",0,4.23410650459726,6.27287700654617,6.80461452006262,0,0,4.47733681447821,3.13549421592915,0,5.76519110278484,14,12.9001
"196",3.55534806148941,2.30258509299405,0,2.07944154167984,1.09861228866811,2.83321334405622,1.6094379124341,2.07944154167984,0,2.39789527279837,1,4.6384
"197",0,0,0,1.09861228866811,0,0,0,0,0,0,1,0
"198",0,0.693147180559945,0.693147180559945,7.17242457712485,3.8286413964891,2.39789527279837,0,5.05624580534831,0,3.87120101090789,3,5.37258
"199",3.61091791264422,0,6.60394382460047,4.15888308335967,3.04452243772342,5.25749537202778,0,3.29583686600433,0,5.65599181081985,2,4.04276
"200",1.79175946922805,3.8286413964891,0,0,0,0,0,1.09861228866811,0,1.94591014905531,1,0
"201",0,0,0.693147180559945,0,0,3.25809653802148,2.07944154167984,4.82028156560504,1,3.52636052461616,3,4.60695
"202",6.30627528694802,3.52636052461616,3.36729582998647,0,6.33859407820318,0,5.67332326717149,2.39789527279837,2,5.31811999384422,4,2.6703
"203",3.17805383034795,0,2.89037175789616,2.99573227355399,6.78445706263764,5.91350300563827,7.49498623395053,5.80211837537706,0,6.4150969591716,11,11.7006
"204",1.38629436111989,0.693147180559945,0,0,0.693147180559945,4.26267987704132,0,3.95124371858143,1,3.52636052461616,3,5.41761
"205",0,0,2.70805020110221,7.07157336421153,0,4.80402104473326,0,0,1,4.51085950651685,4,9.006
"206",0,0,0,0,5.85220247977447,0,0,0,1,2.39789527279837,1,0
"207",0,0,2.56494935746154,4.04305126783455,0,4.20469261939097,3.36729582998647,0,1,3.66356164612965,3,4.27148
"208",8.05261481881557,2.70805020110221,7.13329595489607,0,1.09861228866811,2.30258509299405,3.3322045101752,1.09861228866811,4,6.48463523563525,11,15.07
"209",0,3.97029191355212,0,0,0,0,0,0,0,1.94591014905531,1,0
"210",0,0,5.39362754635236,1.79175946922805,0,0,5.7037824746562,0,0,4.69134788222914,2,2.90044
"211",0,0,0.693147180559945,2.19722457733622,0,5.86929691313377,0,0,0,4.58496747867057,5,5.80382
"212",4.81218435537242,0,0,0.693147180559945,2.484906649788,4.29045944114839,0,1.38629436111989,1,3.80666248977032,0,0
"213",0.693147180559945,0,0,0,0,0,4.8283137373023,0,0,1.94591014905531,0,3.36934
"214",0,0,0,4.14313472639153,0,3.29583686600433,2.89037175789616,0,1,3.36729582998647,3,6.16292
"215",3.98898404656427,0,1.79175946922805,4.53259949315326,0,0.693147180559945,0,0,2,1.6094379124341,4,5.15419
"216",0,0,5.75890177387728,0,2.83321334405622,3.87120101090789,5.46806014113513,2.39789527279837,2,4.90527477843843,7,6.72772
"217",5.42934562895444,3.58351893845611,4.69134788222914,0,0,3.40119738166216,6.20253551718792,0,3,4.8283137373023,5,6.31789
"218",0,5.20948615284142,3.09104245335832,5.04985600724954,3.98898404656427,4.69134788222914,6.31535800152233,0.693147180559945,2,1.94591014905531,18,16.069
"219",1.6094379124341,0,3.29583686600433,5.44241771052179,0,0,3.58351893845611,0,1,4.0943445622221,3,6.88373
"220",4.93447393313069,0,0,0,5.31811999384422,1.38629436111989,5.65599181081985,4.4188406077966,0,4.35670882668959,6,4.27896
"221",3.09104245335832,1.09861228866811,0,0,6.66949808985788,3.71357206670431,0,0,1,5.34710753071747,1,0
"222",4.969813299576,6.50578406012823,2.30258509299405,0,5.75574221358691,0,4.61512051684126,3.29583686600433,3,5.34233425196481,16,17.6953
"223",5.64897423816121,0,0,0,3.09104245335832,0,5.4380793089232,0,0,4.38202663467388,4,6.60072
"224",0,4.06044301054642,3.63758615972639,0,0,4.49980967033027,0,4.04305126783455,1,3.97029191355212,6,6.22082
"225",0,0,0,1.38629436111989,0,0,0,0,0,0,1,0
"226",3.80666248977032,3.58351893845611,5.76832099579377,7.63094658089046,0,0,0,0,4,5.50938833662798,7,13.805
"227",2.07944154167984,0,0,1.94591014905531,4.92725368515721,0,0,0,0,3.8286413964891,1,0
"228",0,0.693147180559945,0,0,0,0,4.11087386417331,0,0,1.38629436111989,1,1.69869
"229",5.08759633523238,0,5.64897423816121,0,3.71357206670431,2.56494935746154,6.60934924316738,4.7361984483945,3,5.51745289646471,7,8.65833
"230",0,3.93182563272433,1.09861228866811,0,0,0,0,0,0,1.94591014905531,1,0
"231",0,0,3.91202300542815,0,0,0,0.693147180559945,0,0,1.38629436111989,0,6.55322
"232",0,0,4.52178857704904,2.63905732961526,6.0137151560428,0,5.34233425196481,1.6094379124341,0,4.95582705760126,1,2.75305
"233",1.6094379124341,0,1.6094379124341,2.56494935746154,1.38629436111989,0,5.605802066296,2.07944154167984,0,3.25809653802148,1,1.5526
"234",0,3.09104245335832,0,0,0,0,0,0,0,1.38629436111989,1,0
"235",6.10479323241498,2.484906649788,5.93753620508243,0,0.693147180559945,0,6.76272950693188,2.77258872223978,2,5.53338948872752,4,5.08544
"236",0,0,0,0,0,5.56068163101553,0,5.4553211153577,1,4.85981240436167,6,12.9885
"237",0,0,0,4.04305126783455,3.61091791264422,4.39444915467244,3.61091791264422,0,1,4.20469261939097,3,6.16292
"238",0,1.38629436111989,0,3.78418963391826,3.8286413964891,4.20469261939097,0,5.7037824746562,1,4.77068462446567,4,3.68818
"239",3.36729582998647,2.56494935746154,5.68017260901707,4.85203026391962,0,1.79175946922805,0,0,1,2.484906649788,4,8.82648
"240",0,0,4.70048036579242,0,0,0,4.12713438504509,0,0,3.09104245335832,1,1.5526
"241",0,0.693147180559945,0,4.24849524204936,3.97029191355212,1.79175946922805,0,5.79605775076537,2,4.96284463025991,1,0
"242",4.52178857704904,1.6094379124341,7.60190195987517,0.693147180559945,5.4249500174814,2.83321334405622,7.67554600253785,6.77764659363512,3,6.94889722231331,18,20.3646
"243",0,0,3.58351893845611,0,1.09861228866811,1.94591014905531,4.8283137373023,0,0,3.13549421592915,3,6.22636
"244",6.01615715969835,2.30258509299405,0.693147180559945,5.92425579741453,0,3.89182029811063,0,0,1,4.87519732320115,3,6.87477
"245",0,4.4188406077966,0,0.693147180559945,0,0,0,0,0,2.77258872223978,1,0
