"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","bug","loc","bf","hcm"
"62",0,6.78105762593618,0,0,2.94443897916644,0,0,0,0,0,0,0,0,0,0,1,5.38449506278909,3,7.23572
"63",0,0,4.23410650459726,0,0,0,0,0,0,3.68887945411394,5.01727983681492,0,0,0,6.14846829591765,1,4.83628190695148,4,10.1322
"64",0,3.43398720448515,2.19722457733622,2.83321334405622,3.68887945411394,0,5.09375020080676,6.49072353450251,0,4.07753744390572,0,1.38629436111989,7.34471905414967,0,2.30258509299405,1,6.00141487796115,4,8.19537
"65",0,0,1.09861228866811,0,1.38629436111989,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,1,0
"66",0,0.693147180559945,5.23644196282995,4.21950770517611,0,4.40671924726425,3.61091791264422,0,4.36944785246702,0,0,3.63758615972639,3.29583686600433,3.87120101090789,2.70805020110221,3,5.04985600724954,6,3.66794
"67",0.693147180559945,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,1,0
"68",0,0,1.38629436111989,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0,1,0
"69",0,0,0,0,0,0.693147180559945,4.74493212836325,1.38629436111989,0,0,1.09861228866811,0,0,0,0,1,3.61091791264422,2,4.23984
"70",0,0,3.04452243772342,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38629436111989,1,0
"71",0,0,0,0,3.3322045101752,0,1.38629436111989,0,0,6.54534966033442,0,0,0,0,0,0,5.03695260241363,1,0
"72",0,0.693147180559945,0,0,0,0,0,2.89037175789616,2.70805020110221,0.693147180559945,3.55534806148941,1.6094379124341,4.38202663467388,0,0,0,3.91202300542815,1,1.5526
"73",0,0,1.09861228866811,0,0,0,1.09861228866811,0,0.693147180559945,0,0,0,0,0,0,0,0,1,0
"74",0,0,5.53338948872752,0,0,5.82008293035236,0,0,0,0,0,0,0,0,0.693147180559945,1,4.70953020131233,2,2.66716
"75",0,0,2.94443897916644,0,0,0,0,4.20469261939097,0,2.19722457733622,0,3.13549421592915,2.94443897916644,4.43081679884331,4.11087386417331,0,4.04305126783455,1,1.80545
"76",0,0,0,1.09861228866811,0,0,2.77258872223978,4.9416424226093,5.30826769740121,0,0,5.75890177387728,5.68697535633982,4.60517018598809,0,0,5.19849703126583,5,8.37205
"77",0,0,0,0,0,0,1.6094379124341,0,6.38519439899773,0,2.63905732961526,0,0,0.693147180559945,0,0,4.46590811865458,2,1.00337
"78",0,0,0,0,2.56494935746154,2.77258872223978,1.6094379124341,1.09861228866811,4.59511985013459,0,0,2.39789527279837,0,3.8286413964891,4.46590811865458,0,3.91202300542815,2,5.32311
"79",3.71357206670431,0,0,0,0,0,8.4071550862073,2.39789527279837,0,4.76217393479776,7.28756064030972,0,0,7.42892719480227,0,3,7.34213173058472,58,36.0219
"80",1.09861228866811,0.693147180559945,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"81",0,0,4.06044301054642,0,0,0,0,0,0.693147180559945,0,0,0,1.09861228866811,1.6094379124341,0,0,2.19722457733622,1,0
"82",0,0,3.13549421592915,0,0.693147180559945,0.693147180559945,0,0.693147180559945,6.82437367004309,0.693147180559945,0,0,0,0,0,0,5.15905529921453,2,3.61726
"83",0,2.07944154167984,0,0,3.71357206670431,2.39789527279837,4.57471097850338,0,0,1.38629436111989,3.73766961828337,0,0,1.79175946922805,0,2,3.36729582998647,3,1.782
"84",0,0.693147180559945,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"85",0,0,3.43398720448515,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6094379124341,1,0
"86",1.38629436111989,0,2.89037175789616,8.79421868367949,0,2.99573227355399,0,0,0,0,4.14313472639153,0,0,3.78418963391826,2.484906649788,13,7.13169851046691,58,33.736
"87",0,6.60123011872888,1.6094379124341,0,1.94591014905531,0,0,0,0,3.36729582998647,1.38629436111989,0,0,0,0,1,5.23110861685459,2,7.2789
"88",1.6094379124341,2.484906649788,0,0,3.46573590279973,0,0,2.99573227355399,0,0,4.70953020131233,0,0,0,0,0,3.43398720448515,0,3.36934
"89",1.09861228866811,0,0,0,4.4188406077966,0.693147180559945,0,0,0,0.693147180559945,0,0,2.63905732961526,0,0,0,1.94591014905531,1,2.99799
"90",0,0,4.04305126783455,0,0,0,0,0,0,0.693147180559945,0,0,2.484906649788,0,0,0,2.30258509299405,1,0
"91",0,0,0,0,2.30258509299405,0,0,0,4.44265125649032,6.51323011091231,0,0.693147180559945,0,0,0,0,4.98360662170834,1,0
"92",0,4.14313472639153,0,0,4.969813299576,0,0,0,2.89037175789616,4.66343909411207,0,0,4.21950770517611,0,0,0,3.43398720448515,3,5.74218
"93",0,0,0,1.38629436111989,0,0,0,0,0,0,0,0,2.07944154167984,0,0,0,2.07944154167984,1,0
"94",0,0,1.38629436111989,0,0,0,0,2.19722457733622,4.12713438504509,0.693147180559945,0,3.25809653802148,4.78749174278205,4.70048036579242,0,0,4.12713438504509,2,3.47713
"95",0,0,2.07944154167984,0,3.36729582998647,0,0,4.27666611901606,0,0.693147180559945,0,1.09861228866811,3.43398720448515,6.20050917404269,4.45434729625351,0,5.15329159449778,2,2.8028
"96",0,0,0.693147180559945,0,0,0,0,2.484906649788,3.87120101090789,0,0,0,4.93447393313069,2.30258509299405,1.6094379124341,0,3.87120101090789,1,2.23731
"97",0,0,3.13549421592915,0,0,0,7.05703698169789,0,0,0,0.693147180559945,0,0,5.93753620508243,0,4,5.51745289646471,13,19.4467
"98",0,0,4.26267987704132,0,0,0,0,0,0,0,0,0,0,0,0,0,2.484906649788,1,0
"99",0.693147180559945,6.59850902861452,0.693147180559945,0,5.82304589548302,0,0,0,0,0,1.38629436111989,0,0,0,0,1,4.34380542185368,2,5.38882
"100",0,2.07944154167984,0,0,0,0,6.99025650049388,1.09861228866811,0,3.71357206670431,1.09861228866811,1.38629436111989,0,0,6.94793706861497,1,6.21860011969173,22,18.2652
"101",5.74939298590825,0,2.19722457733622,0,1.79175946922805,1.38629436111989,0,0,0,1.09861228866811,6.04025471127741,1.38629436111989,0,0,0,0,4.80402104473326,2,7.71238
"102",0.693147180559945,0,0,0,0,3.71357206670431,0,0,0,0,0,1.6094379124341,3.25809653802148,2.39789527279837,0,0,1.38629436111989,1,2.80848
"103",1.79175946922805,1.94591014905531,0,0,0,0,4.27666611901606,0,0,0,5.24702407216049,0,1.09861228866811,0,0,0,3.89182029811063,4,10.8639
"104",0,0,0,0,3.85014760171006,0,0,0,0,0,3.87120101090789,2.07944154167984,4.00733318523247,0,3.71357206670431,0,4.24849524204936,1,2.55158
"105",4.85981240436167,0,0,2.39789527279837,0,3.17805383034795,0,0.693147180559945,0,1.09861228866811,0,4.99043258677874,4.95582705760126,0.693147180559945,0,1,4.40671924726425,1,1.45568
"106",5.06259503302697,0,1.09861228866811,0,0,4.46590811865458,0,0,0,0,4.33073334028633,0,0,0.693147180559945,0,2,4.64439089914137,5,11.0202
"107",0,0,3.97029191355212,0,0,0,0,0,0,0,0,0,0,0,0,0,1.94591014905531,1,0
"108",2.484906649788,2.83321334405622,1.09861228866811,0,0,0,0,2.94443897916644,0,0,0,0,1.38629436111989,4.60517018598809,0.693147180559945,1,3.68887945411394,4,9.84115
"109",4.58496747867057,1.6094379124341,4.33073334028633,0,3.13549421592915,7.29505641646263,0,4.57471097850338,0,3.2188758248682,0,0,0,0,0,1,5.82008293035236,10,13.8863
"110",1.09861228866811,0,0,0,0,0,0,0,3.93182563272433,0,0,4.47733681447821,0,0,3.76120011569356,0,3.89182029811063,7,6.72719
"111",6.68461172766793,0,0,0,0,0,0.693147180559945,0,4.7361984483945,5.76832099579377,0,2.94443897916644,0,0,2.70805020110221,0,5.68697535633982,3,2.71633
"112",0.693147180559945,0,0,0,0,1.6094379124341,3.85014760171006,0,0,0,0,0,1.94591014905531,0,0,0,2.63905732961526,1,0
"113",0,0,0,0,0,4.45434729625351,0,3.63758615972639,0,0,0,3.63758615972639,0,6.18001665365257,0,2,4.969813299576,3,5.55183
"114",0,1.38629436111989,2.39789527279837,1.79175946922805,1.94591014905531,6.8001700683022,0,0,0,0,0,0,0,0,0,2,4.89783979995091,3,5.71254
"115",0,0,0,4.06044301054642,0,2.19722457733622,5.03695260241363,1.38629436111989,2.89037175789616,0.693147180559945,0,0,0,0,0,1,3.8286413964891,1,3.38341
"116",6.65157187358973,0,0,2.19722457733622,1.38629436111989,0,0,0,0.693147180559945,0,0,1.38629436111989,0,0,0,0,4.53259949315326,3,2.71633
"117",0,0,0,0,0.693147180559945,2.19722457733622,0,0,4.02535169073515,0,1.09861228866811,0.693147180559945,3.85014760171006,0,0,1,2.56494935746154,2,2.23731
"118",0,0,4.27666611901606,0,0,2.56494935746154,0,2.07944154167984,1.09861228866811,0,0,0,0.693147180559945,5.85507192220243,0,0,4.69134788222914,12,12.6435
"119",0,0,0,3.55534806148941,0,2.94443897916644,0,2.19722457733622,4.66343909411207,0,0,3.25809653802148,3.98898404656427,4.70048036579242,5.71702770140622,2,4.02535169073515,5,9.83384
"120",0,0,3.97029191355212,0,0,0,0,0,0,0,0,0,0,0,0,0,1.94591014905531,1,0
"121",0,0,1.6094379124341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"122",0,0,4.02535169073515,0,0,0.693147180559945,0,0,1.09861228866811,0,0,0,0,2.56494935746154,3.13549421592915,0,2.77258872223978,1,1.11258
"123",3.2188758248682,0,3.36729582998647,1.09861228866811,0,3.89182029811063,2.77258872223978,0,5.95324333428778,0,4.96284463025991,0,3.49650756146648,0,0,1,4.87519732320115,3,1.53632
"124",1.38629436111989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"125",0.693147180559945,0,0,0,0,0,3.25809653802148,1.94591014905531,0,0,0,0,2.30258509299405,2.07944154167984,0,1,2.70805020110221,1,3.66738
"126",2.19722457733622,2.30258509299405,2.07944154167984,4.40671924726425,3.17805383034795,3.61091791264422,0,1.6094379124341,0,3.8286413964891,0,0,6.45519856334012,5.49306144334055,2.07944154167984,1,5.28320372873799,5,7.90097
"127",0,2.83321334405622,0.693147180559945,1.38629436111989,0,0,0,0,0,1.09861228866811,0,7.40184157874383,0,0,4.47733681447821,2,5.50125821054473,20,15.1537
"128",1.09861228866811,0,0,0,5.64544689764324,0,0,4.52178857704904,6.79122146272619,5.72358510195238,0,0,0,0,0,1,5.91350300563827,1,0
"129",0,0,0,0,3.71357206670431,0,0,5.17048399503815,7.17242457712485,6.18826412308259,0,0,0,0,0,1,5.99146454710798,1,0
"130",4.96284463025991,1.38629436111989,4.68213122712422,1.6094379124341,0,0,0.693147180559945,0,5.27811465923052,0,0,0,3.29583686600433,0,0,0,4.55387689160054,1,1.27192
"131",3.09104245335832,0,0.693147180559945,2.07944154167984,0,0,0,4.17438726989564,0.693147180559945,0,0,6.55250788703459,0,0,0,0,5.08140436498446,6,3.20728
"132",1.09861228866811,0,0,0,0,0,0,0,3.93182563272433,0,3.13549421592915,0,3.91202300542815,0.693147180559945,0,0,2.99573227355399,2,0.816746
"133",0,0.693147180559945,0,0,0,0,0,0,0,3.97029191355212,0,0.693147180559945,1.79175946922805,0,3.3322045101752,0,3.36729582998647,2,2.99956
"134",0,0.693147180559945,3.3322045101752,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,1.6094379124341,1,0
"135",1.38629436111989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"136",0,0,1.94591014905531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"137",0.693147180559945,0,5.18738580584075,1.09861228866811,0,1.6094379124341,2.63905732961526,4.70953020131233,0,4.44265125649032,4.24849524204936,5.78689738136671,3.46573590279973,4.72738781871234,0,1,5.29330482472449,7,7.74631
"138",0,0,0,0,0,0,0,0,1.09861228866811,0,0,4.85203026391962,0,0.693147180559945,1.79175946922805,0,3.3322045101752,0,0
"139",4.43081679884331,0,0.693147180559945,1.6094379124341,0,2.63905732961526,0,0,2.89037175789616,0,0,4.26267987704132,2.07944154167984,0,0,0,3.49650756146648,2,1.23279
"140",3.3322045101752,0,3.17805383034795,1.79175946922805,2.89037175789616,3.95124371858143,0,0.693147180559945,6.2803958389602,1.38629436111989,0,3.25809653802148,0,0,0,0,4.68213122712422,9,12.8303
"141",0,0,3.97029191355212,0,0,0,0,0,0,0,0,0,0,0,0,0,1.94591014905531,1,0
"142",0,0,3.55534806148941,1.79175946922805,0.693147180559945,0,0,0,6.27476202124194,4.99721227376411,3.63758615972639,2.63905732961526,4.89783979995091,4.70048036579242,0,2,5.35185813347607,5,11.2716
"143",0,0,3.46573590279973,3.46573590279973,0,6.59714570188665,0,0.693147180559945,0,0,4.29045944114839,0,5.33271879326537,6.62273632394984,0,7,6.12468339089421,29,25.1033
"144",0,0.693147180559945,0.693147180559945,0,0,0,0,0,0,0,0,5.42053499927229,0,0,5.68357976733868,2,4.94875989037817,5,5.09245
"145",0,0,0,0,0,0,4.45434729625351,3.46573590279973,0,2.39789527279837,0,0,0.693147180559945,0,0,1,3.43398720448515,1,0
"146",1.79175946922805,0.693147180559945,0,8.79649020733358,0,1.38629436111989,0,0,0,0,4.18965474202643,0,0,4.15888308335967,1.38629436111989,5,7.26892012819372,13,20.7622
"147",0,0,3.40119738166216,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6094379124341,1,0
"148",3.2188758248682,0,0,6.89060912014717,5.6021188208797,0,0,2.30258509299405,0,4.72738781871234,0,2.70805020110221,0,0,0.693147180559945,0,5.66988092298052,4,11.5097
"149",0,0,0,0,0,0,0.693147180559945,4.00733318523247,2.56494935746154,0,0,4.36944785246702,5.6937321388027,2.56494935746154,3.8286413964891,2,4.93447393313069,3,3.74492
"150",0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,6.12029741895095,0,4.63472898822964,0,4.58496747867057,1,2.23731
"151",1.09861228866811,1.94591014905531,0,0,2.30258509299405,0,7.27655640271871,2.39789527279837,0,4.84418708645859,0,0,0,0,6.78219205600679,2,6.3919171133926,20,21.5348
"152",0,0,0,0,0,0,0,2.30258509299405,6.5792512120101,0,0,0,0,3.2188758248682,0,0,4.8283137373023,3,1.38948
"153",0,4.74493212836325,3.55534806148941,0,4.0943445622221,0,0,4.14313472639153,0,2.77258872223978,6.10924758276437,3.76120011569356,0,0.693147180559945,3.89182029811063,0,5.20948615284142,9,12.3019
"154",2.07944154167984,0,0,0,0,0,1.09861228866811,2.94443897916644,4.56434819146784,0,0,0,0,0,0,0,0,2,0.894814
"155",0,0,5.90536184805457,0,3.29583686600433,0,0,2.63905732961526,0,0,4.34380542185368,0,0,0,2.56494935746154,2,4.48863636973214,2,7.82058
"156",0,0,4.43081679884331,0,0,0.693147180559945,0,0,0,0,0.693147180559945,0,0.693147180559945,0,0,0,2.77258872223978,1,0
"157",4.56434819146784,1.6094379124341,2.39789527279837,3.91202300542815,6.54821910276237,1.79175946922805,0,4.72738781871234,0,4.969813299576,0,5.32300997913841,2.83321334405622,0,2.77258872223978,0,5.37063802812766,5,9.49506
"158",6.6631326959908,0,0,3.73766961828337,2.89037175789616,3.49650756146648,0,0,0,0,0,0,0,0,0,0,3.52636052461616,6,9.9193
"159",5.23644196282995,0,5.98896141688986,3.25809653802148,1.6094379124341,5.33271879326537,6.5191472879404,0,0,0,4.84418708645859,1.6094379124341,3.87120101090789,6.55677835615804,2.99573227355399,7,6.2841341610708,40,27.5814
"160",1.38629436111989,0,0,0,0,0,0,0,0,0,0,0,4.21950770517611,0.693147180559945,0,0,2.07944154167984,2,2.7276
"161",3.09104245335832,0,2.83321334405622,0,0,3.98898404656427,0,0,5.12989871492307,3.04452243772342,0,0,4.57471097850338,1.09861228866811,6.3818160174061,1,5.44673737166631,6,10.7773
"162",1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"163",1.09861228866811,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"164",0,0,1.6094379124341,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"165",2.56494935746154,0,4.18965474202643,0,4.17438726989564,4.63472898822964,4.02535169073515,3.55534806148941,1.79175946922805,0,0,0,4.77068462446567,8.12563098847706,4.53259949315326,4,6.76041469108343,45,27.0966
"166",0,0,0.693147180559945,0,0,1.09861228866811,4.45434729625351,2.89037175789616,0,2.39789527279837,0,0,0,4.80402104473326,0,1,4.12713438504509,4,8.59336
"167",0,3.78418963391826,0,0,0.693147180559945,5.12396397940326,0,0,6.34388043412633,0,0,1.79175946922805,0,0,0,0,4.70953020131233,4,6.60072
"168",0,4.43081679884331,0,0.693147180559945,4.67282883446191,4.34380542185368,1.38629436111989,0,0,0.693147180559945,0,0,0,0,0,2,2.70805020110221,3,8.29275
"169",0,2.07944154167984,0,0,0,3.25809653802148,0,2.30258509299405,5.96614673912369,0,0,0,6.34738920965601,7.15305163493748,4.45434729625351,1,5.97635090929793,9,10.4053
"170",0,0,1.38629436111989,0.693147180559945,0,1.79175946922805,0,0,0,0,0,0,3.76120011569356,6.19440539110467,0,1,4.72738781871234,3,6.22347
"171",4.49980967033027,0,0,1.79175946922805,0.693147180559945,4.30406509320417,0,3.58351893845611,0,0,0,4.54329478227,3.89182029811063,0,5.79605775076537,2,5.13579843705026,3,7.01743
"172",5.64190707093811,3.55534806148941,0,0,5.02388052084628,4.36944785246702,0,0,4.27666611901606,0,0,0,0,2.30258509299405,6.28599809450886,1,5.30330490805908,6,15.226
"173",0,2.39789527279837,1.38629436111989,1.6094379124341,0.693147180559945,0,0,0,4.4188406077966,2.39789527279837,0,0,2.484906649788,0,0,0,2.63905732961526,0,3.36934
"174",0,1.79175946922805,0,0,0,0,0.693147180559945,0,3.55534806148941,0,0,0,4.60517018598809,0,0,0,3.17805383034795,2,4.04276
"175",0,3.85014760171006,4.66343909411207,3.04452243772342,3.8286413964891,7.92262357421729,4.86753445045558,4.85203026391962,1.94591014905531,1.38629436111989,6.10479323241498,0,6.45519856334012,5.6937321388027,4.85203026391962,10,6.5694814204143,28,30.3698
"176",0,1.09861228866811,0,0,5.51745289646471,0,0,0,0,0,0,0,0,0,5.51342874616498,0,4.00733318523247,3,5.63536
"177",0,0,1.38629436111989,0,0,0,1.38629436111989,0,0,0,0,0,0,0,0,0,0,1,0
"178",0,0,0,0,1.38629436111989,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"179",1.38629436111989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"180",1.09861228866811,0,0,0,0,1.38629436111989,0,0,0,0.693147180559945,0,2.07944154167984,5.90808293816893,0,4.30406509320417,0,4.49980967033027,1,2.23731
