"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","bug"
"27",1.38629436111989,0,0,0,0,0,5.50125821054473,0,0,2.56494935746154,0,0,0,0,0.693147180559945,2.30258509299405,0,0,0,3.55534806148941,0,0,1
"28",0,0,0,0,4.26267987704132,0,0,0,2.89037175789616,4.52178857704904,0,0,0,0,0,0,0,0,0,4.12713438504509,0,0,2
"29",0,0,0,0,0,1.94591014905531,0,0,0,2.19722457733622,0,0,0,0,0,0,0,1.38629436111989,1.94591014905531,0,0,3.52636052461616,0
"30",0,0,0,0,0,2.484906649788,1.09861228866811,0,0,0,0,0,0,0,0,0,2.99573227355399,0,3.13549421592915,0,1.09861228866811,5.46806014113513,0
"31",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38629436111989,0
"32",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.94591014905531,0,0,0,0,0
"33",0,0,0,0,1.09861228866811,0,0,0,0,0,2.94443897916644,4.69134788222914,0,0,0,0,0,0,0,0,0,0,0
"34",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.97029191355212,0
"35",1.38629436111989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"36",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.04452243772342,0,0,0,0,0
"37",0.693147180559945,0,0,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38",0,0,0,0,0,0,0,0,0,4.38202663467388,0,0,0,0,1.6094379124341,0,0,0,0.693147180559945,0,0,0,0
"39",0,0,0,0,4.11087386417331,0,0,0,0,7.37023064180708,0,0,0.693147180559945,4.91998092582813,0,0,3.17805383034795,0,0,4.97673374242057,0,4.54329478227,0
"40",2.19722457733622,0,0,4.56434819146784,1.6094379124341,3.95124371858143,0,3.09104245335832,0.693147180559945,0,4.0943445622221,0,0,0,5.23110861685459,7.61579107203583,1.09861228866811,4.78749174278205,0,0,0,4.96284463025991,4
"41",2.94443897916644,0,0,6.07534603108868,0,2.77258872223978,0,0,0,0,0,0,0,0,4.52178857704904,0,2.70805020110221,0,0,0,1.79175946922805,4.30406509320417,0
"42",2.39789527279837,0,0,0,0.693147180559945,2.39789527279837,3.17805383034795,0,0,0,0,0,3.43398720448515,3.04452243772342,0,4.34380542185368,0,4.67282883446191,2.39789527279837,1.38629436111989,2.484906649788,0,1
"43",0,0,0,0,2.07944154167984,0,0,0,0,7.05617528410041,0,0,4.92725368515721,0,0,0,0,0,0,5.48893772615669,2.39789527279837,0,3
"44",0,0,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0,0,0.693147180559945,0,0,4.77912349311153,0
"45",0,0,0,0,3.66356164612965,0,0,0.693147180559945,0,2.19722457733622,0,0,0,4.04305126783455,0,0,0,0,0,3.17805383034795,0,0,1
"46",0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,1.6094379124341,3.04452243772342,0,0,0,0,3.04452243772342,0,0,0,0
"47",3.98898404656427,0,3.17805383034795,0,0,1.38629436111989,0,0,0,0,4.81218435537242,0,0,7.46278915741245,2.39789527279837,0,4.87519732320115,0,5.68697535633982,0,2.70805020110221,6.67708346124714,1
"48",0.693147180559945,0,4.7361984483945,0,0,0,1.09861228866811,0,3.80666248977032,2.19722457733622,0,0,0,0,4.04305126783455,5.13579843705026,0,0,0,0,0,0,2
"49",0,0,1.38629436111989,0,0,0,0,0,0,5.72031177660741,0,0,0,0,0,4.77912349311153,0,0,0,0,0,0,1
"50",0,0,0,3.78418963391826,1.38629436111989,0,2.83321334405622,5.15905529921453,0,0,0,0,0,0,0,4.43081679884331,1.38629436111989,0,0,0,0,0,1
"51",0,4.89783979995091,1.38629436111989,0,4.06044301054642,0.693147180559945,0,0,0,3.49650756146648,0,0,0,4.40671924726425,0,0,0,0,0,0,0,0,0
"52",0,0,0,0,2.56494935746154,0,2.07944154167984,0,0.693147180559945,0,0,0,0,0,0,0,4.969813299576,0,1.38629436111989,0,0.693147180559945,4.76217393479776,0
"53",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79175946922805,0,0,0,0,0
"54",0,0,1.38629436111989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"55",0,0,4.14313472639153,0,0,0,0,0,0,0,0,0,0,5.58724865840025,0,0,1.94591014905531,0,4.81218435537242,0,0,3.76120011569356,0
"56",0,3.36729582998647,0,0,0.693147180559945,0,0,0,0,5.37527840768417,3.98898404656427,0,0,0,0,0,2.30258509299405,0,0,0,0,0,2
"57",0,0,0,0,0,0,4.23410650459726,0,0,0,0,0,0,0,0,0,0,0,0,2.99573227355399,0.693147180559945,0,1
"58",0,3.85014760171006,1.94591014905531,0,0,0,0,0,0,0,3.25809653802148,3.40119738166216,1.38629436111989,0,0,0,0,1.09861228866811,0,0,0,0,0
"59",0,0,0,4.95582705760126,0,6.41836493593621,2.39789527279837,0,0,5.13579843705026,0,0,0,0,0,0,0,0,0,1.79175946922805,0,0,0
"60",0,0,0,0,0,0,3.40119738166216,0,0,0,3.93182563272433,1.09861228866811,0,0.693147180559945,0,3.89182029811063,0,0,4.68213122712422,0,0,0,0
"61",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.13549421592915,0,0,0,0,0
"62",0,0,5.62762111369064,0,0,0,0,0,6.43294009273918,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"63",0,0,0,1.09861228866811,0,0.693147180559945,0,0,0,0,4.23410650459726,0,0,0,4.45434729625351,0,3.91202300542815,0,0,0,0,6.25382881157547,1
"64",0,4.04305126783455,3.3322045101752,0,6.89871453432999,0,0.693147180559945,0,0,0,3.78418963391826,0,2.39789527279837,7.18387071506245,0,0,0,2.83321334405622,2.30258509299405,4.12713438504509,0,0,1
"65",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.94591014905531,0,0,0,0,0
"66",0,1.79175946922805,0,1.38629436111989,0,0,4.72738781871234,0,0,3.61091791264422,0,0,2.63905732961526,4.11087386417331,4.43081679884331,5.32300997913841,0,0,1.09861228866811,0,3.8286413964891,2.484906649788,3
"67",1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0
"68",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,1.38629436111989,0,0.693147180559945,0
"69",0,0,0,0,0,0,0,1.09861228866811,0,4.77912349311153,0,0,0,0,0,0,0,0,0,0,0,0,1
"70",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.04452243772342,0,0,0,0,0
"71",6.52356230614951,0,0,0,1.38629436111989,0,0,1.38629436111989,2.89037175789616,0,2.70805020110221,1.38629436111989,0,0,0,0,0,0,0,0,1.79175946922805,0,0
"72",3.13549421592915,0,1.38629436111989,0,0,0,0,3.78418963391826,0,2.19722457733622,2.39789527279837,0,0,3.09104245335832,0,0,1.6094379124341,0,3.68887945411394,0,0,0,0
"73",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,1.6094379124341,0
"74",0,1.09861228866811,0,3.13549421592915,1.6094379124341,0.693147180559945,0,3.49650756146648,0,1.09861228866811,4.0943445622221,0,0,0,6.13122648948314,0,0,2.07944154167984,0,0,0,0.693147180559945,1
"75",0,0,0,0,0,0,3.85014760171006,0,0,0,4.77912349311153,0,1.38629436111989,4.51085950651685,0,0,0,0,2.94443897916644,0,0,0,0
"76",0,0,0,0,5.87211778947542,0,1.79175946922805,0,0,0,0,5.40717177146012,0,1.94591014905531,0,0,3.80666248977032,0,5.5683445037611,0,5.16478597392351,0,0
"77",0,0,0,0,0,0,0,0,0,0,3.52636052461616,6.34035930372775,0,0,0,0,2.484906649788,0,0,0,0,0,0
"78",1.94591014905531,0,0,0,0,0,3.09104245335832,3.29583686600433,0,0,3.3322045101752,3.95124371858143,4.24849524204936,3.80666248977032,0,0,0,2.30258509299405,0,0,0,2.99573227355399,0
"79",4.80402104473326,4.14313472639153,4.02535169073515,4.63472898822964,3.2188758248682,0,0,0,0,6.27664348934164,2.77258872223978,0,0,0,0,3.71357206670431,0,1.09861228866811,0,8.83010431791379,0,0,3
"80",0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6094379124341,0,0,0,0,0
"81",0,0,0,0,0,0,4.15888308335967,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0
"82",0,0,0,4.69134788222914,0,0,0,0,0,0,0,0,6.71538338633468,0,0,0,0,0,0,0,2.63905732961526,0,0
"83",1.38629436111989,0,1.6094379124341,0,0,0,3.29583686600433,2.77258872223978,3.55534806148941,4.33073334028633,0,0,0,0,2.30258509299405,3.61091791264422,0,0,0,0,0,0,2
"84",1.38629436111989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"85",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,3.40119738166216,0,0,0,0,0
"86",0,1.6094379124341,2.63905732961526,0,5.81413053182507,8.71784570489492,3.66356164612965,4.33073334028633,0,4.27666611901606,0,0,0,0,3.17805383034795,3.58351893845611,0,0,0,0,2.70805020110221,3.52636052461616,13
"87",0,0,4.43081679884331,0,0,0,0,0,6.5366915975913,0,1.6094379124341,0,0,0,0,0,0,0,0,0,0,0,1
"88",1.38629436111989,2.56494935746154,4.23410650459726,0,0,0,0,4.31748811353631,0,0,0,0,0,0,0,0,0,0,0,0,0,2.94443897916644,0
"89",0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,3.3322045101752,3.87120101090789,0,2.484906649788,0,0,0,0,2.63905732961526,0
"90",0,0,0,0,0,0,4.21950770517611,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0
"91",5.49306144334055,0,0,0,1.38629436111989,0,0,0,2.30258509299405,0,2.83321334405622,5.88610403145016,0,0,1.79175946922805,0,0,4.88280192258637,1.09861228866811,0,0,0,0
"92",0,0,4.53259949315326,5.03043792139244,0,0,0,0,3.46573590279973,0,0.693147180559945,0,0,0,0,2.63905732961526,4.0943445622221,0,3.85014760171006,0,0,0,0
"93",0,0,0,0,0,0,2.30258509299405,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0
"94",4.11087386417331,0,0,0,0,0,3.36729582998647,0,0,0,0,4.63472898822964,0,0,0,0,0,0,4.91998092582813,0,0,0,0
"95",0,0,0.693147180559945,4.31748811353631,0,0,0,0,0,0,5.03043792139244,0,0,4.40671924726425,2.39789527279837,0,1.94591014905531,2.19722457733622,5.93224518744801,2.19722457733622,0,0,0
"96",0,0,0,0,0,0,0,2.30258509299405,0,0,0,4.20469261939097,0,2.83321334405622,0,0,2.19722457733622,0,4.71849887129509,0,0,0,0
"97",0,0,0,0,0,0,2.30258509299405,0,0,6.64248680136726,0,0,0,0,3.40119738166216,0,0,0,0,6.63068338564237,0,0,4
"98",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,4.24849524204936,0
"99",0.693147180559945,0,6.91968384984741,0,0,0,1.6094379124341,0,3.58351893845611,0,3.17805383034795,0,0,0,0,0.693147180559945,0,0,0,0,0,0,1
"100",0.693147180559945,0,1.38629436111989,0,0,0,0,0,0,6.85540879860993,3.09104245335832,0,3.93182563272433,4.43081679884331,0,1.09861228866811,6.84694313958538,0,0,4.86753445045558,0,1.09861228866811,1
"101",0,0,0,0,0,0,0,5.88610403145016,5.71702770140622,0,1.09861228866811,0,0,0,4.48863636973214,0,0.693147180559945,0,0,0,0,0,0
"102",0,3.13549421592915,1.38629436111989,0,0,0,3.55534806148941,0,0,0,0.693147180559945,0,0,0,0,3.04452243772342,0,0,0,0,0,0,0
"103",0,0,0.693147180559945,0,1.09861228866811,0,0,5.0998664278242,0,0,0,0,0,0,0,3.36729582998647,0,0,0,4.38202663467388,0,0,0
"104",2.39789527279837,0,0,0,0,0,0,4.11087386417331,0,0,0.693147180559945,0,0,2.77258872223978,0,0,0,0,0,0,0,4.69134788222914,0
"105",0,2.484906649788,0,5.40267738187228,1.94591014905531,2.07944154167984,0,0,0,0,0,0,0,3.13549421592915,3.46573590279973,0,0,0,4.81218435537242,0,3.49650756146648,0,1
"106",0,0,0,4.17438726989564,0,0,2.39789527279837,5.08140436498446,0,0,0,0,0,0,1.94591014905531,4.39444915467244,0,0,0.693147180559945,0,0,0,2
"107",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,3.95124371858143,0
"108",0,0,2.19722457733622,0,0.693147180559945,0,4.47733681447821,0,0,0,3.17805383034795,0,0,0.693147180559945,1.38629436111989,0,0,0,1.38629436111989,3.09104245335832,1.38629436111989,0,1
"109",4.38202663467388,3.97029191355212,0,3.2188758248682,4.18965474202643,0,0,6.29526600143965,0,2.07944154167984,4.77912349311153,0,0,0,6.62007320653036,0,0,4.35670882668959,0,0,0,4.36944785246702,1
"110",0,1.09861228866811,0,2.94443897916644,0,0,0,0,0,0,0,0,0,3.40119738166216,2.77258872223978,0,0,0,0,0,4.75359019110636,1.09861228866811,0
"111",5.89715386763674,3.73766961828337,0,6.48616078894409,0,0,0,0,0,0,0,2.56494935746154,0,0.693147180559945,0,0,5.26269018890489,0,0,0,0,0,0
"112",0,0,0,0,0,0,0.693147180559945,0,0,2.77258872223978,0,0,0,0,1.6094379124341,0,0,0,1.79175946922805,3.49650756146648,0,0,0
"113",0,2.19722457733622,0,0,3.89182029811063,1.09861228866811,6.10031895202006,0,0,0,4.33073334028633,0.693147180559945,1.79175946922805,0,3.73766961828337,0.693147180559945,0,2.77258872223978,0,0,0,0,2
"114",0,5.56068163101553,0,0,0,0,0.693147180559945,5.65248918026865,0,0,0,0,0,0,5.89164421182577,0,0,0,0,0,0,2.83321334405622,2
"115",0,0,0,0,4.77912349311153,0,0,1.09861228866811,1.09861228866811,4.77068462446567,0,0,0,0,0,0,0,0,0,0,0,0,1
"116",3.61091791264422,3.13549421592915,0,6.4393503711001,0,0,0,4.55387689160054,0,0,0,0,1.38629436111989,0,0,0,0,0,2.19722457733622,0,0,0,0
"117",0,1.94591014905531,0,0,0,0,0,0,0,0,0,0.693147180559945,3.97029191355212,2.77258872223978,0,0,0,0,3.46573590279973,0,2.19722457733622,0,1
"118",0,0,1.09861228866811,0,0,0,5.8664680569333,0.693147180559945,0,0,4.11087386417331,0,0,0,0,1.09861228866811,0,0,2.63905732961526,2.484906649788,0,0,0
"119",0,0,0,0,1.38629436111989,3.3322045101752,4.12713438504509,0,0,0,3.49650756146648,0,3.97029191355212,0,0,0,5.02388052084628,0,3.76120011569356,0,4.36944785246702,5.34710753071747,2
"120",0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.95124371858143,0
"121",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38629436111989,0,0,0.693147180559945,0,0
"122",0,0,0,0,0,0,4.18965474202643,1.38629436111989,0,0,0,0,0,2.99573227355399,0,0,0,1.79175946922805,0,0,0,0,0
"123",0,5.70711026474888,0,0,0,0,0,0,0,3.09104245335832,0,5.40717177146012,2.94443897916644,0,0,3.36729582998647,1.09861228866811,0,3.25809653802148,4.0943445622221,0,0,1
"124",1.38629436111989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"125",0,0.693147180559945,0,0,0,0,0,0,0,3.43398720448515,0,0,0,0,0.693147180559945,0,2.30258509299405,0,0,2.07944154167984,0,0,1
"126",0,0,0,4.62497281328427,0,0,4.35670882668959,0,0,0,0,2.30258509299405,3.66356164612965,4.43081679884331,4.17438726989564,5.35185813347607,0,2.56494935746154,5.96614673912369,4.24849524204936,0,3.8286413964891,1
"127",2.89037175789616,0,0,5.66296048013595,1.79175946922805,0,0,0,0,0,0,0,2.83321334405622,3.95124371858143,0,0,3.85014760171006,0,2.89037175789616,0,7.1770187659099,0,2
"128",0,0,0,0,4.45434729625351,0,0,0,0,0,4.49980967033027,7.20191631753163,0,2.30258509299405,0,0,1.09861228866811,3.78418963391826,0,0,0,0,1
"129",3.68887945411394,0,0,0,4.93447393313069,0,0.693147180559945,0,0,0,4.45434729625351,7.43307534889858,0,0,0,1.09861228866811,2.99573227355399,2.83321334405622,0.693147180559945,0,2.56494935746154,0,1
"130",0,5.12396397940326,0,4.68213122712422,0,0,0,0,0,0,3.40119738166216,0,4.969813299576,0,0,0,0,0,3.49650756146648,0,0,0,0
"131",2.07944154167984,0,0.693147180559945,6.03548143252476,0,3.09104245335832,0,0,0,0,2.94443897916644,0,1.79175946922805,2.94443897916644,0,0,0,0,0,0,5.73009978297357,0,0
"132",0,4.0943445622221,0,0,0,0,0,0,0,0,0,2.83321334405622,0,0,2.07944154167984,0,0,0,3.71357206670431,0,0,1.09861228866811,0
"133",0.693147180559945,0,0,3.91202300542815,0,0,0,0,0,0,0,0,0.693147180559945,0.693147180559945,0,0,0,3.55534806148941,0,0,0,0,0
"134",0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0.693147180559945,0,0,0,0,3.3322045101752,0,0,0,0,0
"135",1.38629436111989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"136",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.94591014905531,0,0,0,0,0
"137",1.94591014905531,0,0,4.55387689160054,4.63472898822964,0,4.45434729625351,0,3.73766961828337,1.6094379124341,4.54329478227,3.09104245335832,0,0,0,4.8283137373023,4.71849887129509,0,0,3.73766961828337,5.33753807970132,0,1
"138",1.94591014905531,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,1.94591014905531,0,4.81218435537242,0,0
"139",0,0.693147180559945,0,4.64439089914137,0,1.94591014905531,0,0,0,0,0,0,3.66356164612965,0,0,0,0,0,2.99573227355399,0,3.09104245335832,2.07944154167984,0
"140",0,0,0,4.04305126783455,3.71357206670431,0,2.484906649788,0,0,0,0,0,6.27852142416584,0,3.85014760171006,0,0,0,0,0,0,0,0
"141",0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0.693147180559945,0,0,0,0,0,0,3.93182563272433,0
"142",3.52636052461616,3.29583686600433,0,0,0,1.94591014905531,4.82028156560504,0,2.63905732961526,0,0,0,5.28320372873799,0,0,4.24849524204936,3.97029191355212,0,4.93447393313069,0,5.86929691313377,0,2
"143",0,0,0,3.85014760171006,0,3.36729582998647,6.04263283368238,5.63121178182137,0,0,0,0,3.17805383034795,0,4.20469261939097,6.65027904858742,0,0,4.51085950651685,3.93182563272433,0,3.95124371858143,7
"144",0,0,0.693147180559945,4.60517018598809,0.693147180559945,0,0,0,0,0,0,0,4.54329478227,2.39789527279837,0,0,2.56494935746154,0.693147180559945,0,0,0,5.71702770140622,2
"145",0,0,0,0,4.30406509320417,0,0,0,0,3.97029191355212,0,0,0,0,0,0.693147180559945,0,0,0,0.693147180559945,0,0,1
"146",0,1.6094379124341,0,0,5.74300318780948,8.71833650245078,3.80666248977032,4.78749174278205,0,4.04305126783455,0,0,0,0,0,4.06044301054642,2.56494935746154,0,0,2.83321334405622,0,2.94443897916644,5
"147",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.40119738166216,0,0,0,0,0
"148",4.39444915467244,0,3.43398720448515,0,3.68887945411394,6.91075078796194,0.693147180559945,0,2.70805020110221,0,4.57471097850338,0,2.56494935746154,0,0,0,4.53259949315326,3.68887945411394,0,0,2.07944154167984,0,0
"149",0,0,0,0,0,0,4.24849524204936,0,0,0,0,2.484906649788,0,4.35670882668959,0,1.09861228866811,2.56494935746154,3.17805383034795,5.48479693349065,0,3.78418963391826,3.09104245335832,2
"150",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.49650756146648,0,0,6.07764224334903,0,0,4.51085950651685,0
"151",3.87120101090789,0,1.6094379124341,0,0,0,0,0,0,7.20934025660291,4.77912349311153,0,6.51619307604296,3.73766961828337,0,0,0,0,0,4.20469261939097,0,5.18178355029209,2
"152",0,4.63472898822964,0,0,1.6094379124341,0,3.40119738166216,0,0,0,0,6.29526600143965,0,0,0,0,4.34380542185368,0,0,0,0,0,0
"153",0.693147180559945,0,0,2.39789527279837,1.09861228866811,0,3.55534806148941,5.53733426701854,5.97380961186926,0,3.66356164612965,1.09861228866811,0,2.70805020110221,2.70805020110221,2.30258509299405,0,0,0,0,4.02535169073515,0,0
"154",0,3.66356164612965,0,0,1.09861228866811,0,0,0,0,0,0,4.00733318523247,0,3.2188758248682,0,0,0,0,1.6094379124341,0,0,0,0
"155",1.09861228866811,0,0,0,0,0,0,0,0,0,5.73009978297357,0,0,0,5.08140436498446,0,3.2188758248682,0,0,0,0,0,2
"156",0,0,0,1.79175946922805,0,0,3.8286413964891,0,0,0.693147180559945,0,0,1.09861228866811,0,1.79175946922805,2.484906649788,0,2.30258509299405,1.38629436111989,0,0,1.79175946922805,0
"157",5.06890420222023,1.38629436111989,3.58351893845611,5.49306144334055,0,4.34380542185368,4.46590811865458,3.61091791264422,0,0,6.23441072571837,0.693147180559945,3.13549421592915,4.45434729625351,0,0,2.07944154167984,4.02535169073515,0,1.09861228866811,2.83321334405622,2.89037175789616,0
"158",0,0,0,0.693147180559945,0,4.57471097850338,0,6.50727771238501,0,0,0,1.09861228866811,0.693147180559945,2.56494935746154,0,0,0,4.24849524204936,3.13549421592915,0,0,0,0
"159",0,1.09861228866811,0,5.36129216570943,0,0,4.99721227376411,3.85014760171006,1.38629436111989,6.64768837356333,2.30258509299405,0,0,0,3.17805383034795,6.68336094576627,0,2.56494935746154,1.09861228866811,5.18178355029209,0,5.27811465923052,7
"160",0,0,0,1.6094379124341,0,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,4.18965474202643,0,0,0,0
"161",3.04452243772342,0.693147180559945,0,0,2.484906649788,0,2.30258509299405,3.89182029811063,0,0,0,0,0.693147180559945,0,0,0,6.4393503711001,0,3.93182563272433,0,0,5.30826769740121,1
"162",1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"163",0.693147180559945,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"164",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79175946922805,0,0,0,0,0
"165",4.17438726989564,0,2.56494935746154,0,2.70805020110221,0,8.01928379291679,0.693147180559945,2.39789527279837,4.40671924726425,4.52178857704904,3.80666248977032,0,0,0,0,0,3.80666248977032,3.58351893845611,5.75890177387728,3.58351893845611,4.94875989037817,4
"166",0,0,0,0,3.46573590279973,0,4.21950770517611,0,0,4.85981240436167,0,0,0,0,0,0,0,2.39789527279837,0,0,0,0,1
"167",0,0,0,0,0,0,0,1.79175946922805,0,0,0,0,6.30078579466324,0,5.45958551414416,0,0,0,0,0,0.693147180559945,0,0
"168",0,0,4.77912349311153,1.38629436111989,0,2.63905732961526,0,0,3.8286413964891,0,0,0,0,0,4.44265125649032,2.07944154167984,0,0,0,0,0,0,2
"169",0,0,0,0,0,0,6.17586727010576,2.94443897916644,0,0,0,6.94505106372583,0,0.693147180559945,0,0,0,3.98898404656427,6.5510803350434,0,3.25809653802148,3.91202300542815,1
