"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","bug","loc","bf","hcm"
"14",0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,1,0
"15",0,0,0,0,0,0,0,0,0,0.693147180559945,0,0.693147180559945,0,0,6.14203740558736,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,5.01063529409626,1.38629436111989,0,0,0,0,0,3.61091791264422,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,4.27666611901606,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,1.09861228866811,0,0,0,0,0,0,0,0,4,4.84372
"16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"17",0,0,0,0,1.09861228866811,4.91998092582813,0,0,4.68213122712422,0,0,0,3.25809653802148,1.09861228866811,0,0.693147180559945,2.99573227355399,2.30258509299405,4.11087386417331,0.693147180559945,0,0,0,0,0,0,0,0,6.17378610390194,0,0,1.09861228866811,0,0,0,0,0,0,0,1.38629436111989,1.38629436111989,4.18965474202643,6.78897174299217,0,0,8.46737249643228,0,0,0,0,0,0,0,6.04025471127741,0,0,5.00394630594546,7.13568734702814,0,0.693147180559945,2.484906649788,1.38629436111989,2.07944154167984,4.69134788222914,2.83321334405622,0,4.24849524204936,0,0,0,3,7.49886973397693,29,15.3228
"18",0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.56494935746154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.98898404656427,0,0,0,0,0,0,0,0,0,0,0,2.30258509299405,1,0
"19",0,0,0,0,0,0,3.49650756146648,0,0,0,0,0,0,3.29583686600433,0,0,0,0,4.40671924726425,0.693147180559945,0,0,0,0,0,0,1.09861228866811,0,0,0,0.693147180559945,0,0,0,0,3.43398720448515,0,0,0,0.693147180559945,0,0.693147180559945,0,4.34380542185368,0,0,0,0,0,0,0,4.17438726989564,0,0,1.09861228866811,0,0,0,0,0,0,0,0,6.12029741895095,0,0,3.78418963391826,0,2.19722457733622,0,0,4.79579054559674,4,7.7601
"20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.43398720448515,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.47733681447821,0.693147180559945,1.38629436111989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.77258872223978,1,3.36934
"21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.93489419561959,0,0,0,0.693147180559945,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1.05668
"22",0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,1.79175946922805,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19722457733622,0,0,0,0,0,0,0,0.693147180559945,0.693147180559945,1.09861228866811,0,0,0,0,0,2.30258509299405,0.693147180559945,0,4.12713438504509,1.6094379124341,0,0,0,1.79175946922805,0,1.09861228866811,0,0,0,0,3.43398720448515,1,0
"23",0,0,0,0,0,0,1.38629436111989,0,0,0,0,4.4188406077966,1.38629436111989,0,0,2.19722457733622,0,0,4.48863636973214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,4.34380542185368,3.95124371858143,0,0,0,0,1.09861228866811,0,6.24027584517077,0,0,0,0,4.35670882668959,0,0,0,0,0,0,0,5.01063529409626,2,6.79581
"24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,1.38629436111989,0.693147180559945,0.693147180559945,0,2.30258509299405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38629436111989,1.09861228866811,0,0,0,0,0,0,0,0,0,0,3.63758615972639,0,0,1.38629436111989,0,0,0,0,0,0,0,0,0,0,0,0,4.36944785246702,0,0,0,3.49650756146648,2,4.04276
"25",0,0,0,0,0,0,0,1.38629436111989,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38629436111989,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,3.3322045101752,0,0,0,0,0,1,4.64163
"26",0.693147180559945,0,0,0,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,6.42486902390539,0,0,0,0,0,0,0,0,0,0,0,3.63758615972639,0.693147180559945,2.56494935746154,1.6094379124341,0,1.38629436111989,1.38629436111989,0,0,0,0,0,0,1.79175946922805,5.26785815906333,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,1.38629436111989,0,0,0,0,0,0,0,0,0,0,1.6094379124341,0,0,1,4.74493212836325,6,6.45548
"27",0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,5.50125821054473,0,0,0,0.693147180559945,0,0,0,0,0,0,0,3.17805383034795,0,0,0,0,0,0,1.38629436111989,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0.693147180559945,0,2.94443897916644,0,0,0,0,0,0,0,0,0,0,2.39789527279837,0,0,0,0,0,0,0.693147180559945,1,4.43081679884331,3,4.27148
"28",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,3.36729582998647,3.25809653802148,0,0,3.29583686600433,0,0,3.40119738166216,0,0,0,1.38629436111989,4.79579054559674,0,0,0,0,1.94591014905531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,2,4.18965474202643,1,0
"29",0,0,0,0,0.693147180559945,0,0,0,0.693147180559945,0,0,0,1.6094379124341,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,2.07944154167984,0,0,0,0,0,0,0,0,0,1.09861228866811,1.79175946922805,0,0,0,0,0,0,0,0,0,2.77258872223978,0,0,0,0,0,0,0,2.94443897916644,0,0.693147180559945,0,1.6094379124341,1,1.45568
"30",0,0,0.693147180559945,0,0,1.6094379124341,0,0,3.58351893845611,0,0,0,0,0,1.6094379124341,0,0,0,0,0,0,0,0,0,0,0,0,2.19722457733622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2188758248682,0,0,0,0.693147180559945,0,5.27299955856375,0,0,0,1.94591014905531,0,1.79175946922805,0,0,0,0,0,0.693147180559945,0,0,0,2.30258509299405,0,0,0,4.30406509320417,3,5.03827
"31",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,1,0
"32",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.94591014905531,0,0,0,0,0,0,0,0,0,0,1,0
"33",0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0.693147180559945,0,0,1.09861228866811,0,0,0,0,0,0,0,0,4.62497281328427,0,0,0,0,0,0,0,0,0,1.38629436111989,2.94443897916644,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3322045101752,1,0
"34",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,3.95124371858143,0,0,0,0,0,0,0,0,0,0,0,1.94591014905531,1,0
"35",0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"36",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19722457733622,0,2.484906649788,0,0,0,0,0,0,0,0,0,1.38629436111989,1,0
"37",0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"38",0,0,0,0,0,0,0,0,0,3.09104245335832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,4.07753744390572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,2.99573227355399,5,8.71607
"39",0,0,0,0,0,0,0,0,5.32787616878958,0,0,0,0,0,0,2.99573227355399,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0.693147180559945,0,6.79346613258001,0,0,0,0,1.09861228866811,0,6.45362499889269,0,0,0,0,0,5.59842195899838,2.19722457733622,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,0,2.39789527279837,0,0,1.09861228866811,0,0,0,5.40267738187228,16,16.4888
"40",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0,5.28826703069454,0,0,0,0,0,3.46573590279973,0,0,0,1.38629436111989,2.39789527279837,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,5.0998664278242,0,7.67647364638916,0,0,0,0,0,0.693147180559945,2.63905732961526,0,0,0,2.99573227355399,3.98898404656427,0,0,0,1.6094379124341,3.68887945411394,0,0,3.25809653802148,4,6.06610809010375,14,16.8929
"41",0,0,4.89034912822175,0,0.693147180559945,3.55534806148941,0,0,0,0,0,0.693147180559945,4.68213122712422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,4.39444915467244,2.99573227355399,0,0,1.6094379124341,3.2188758248682,0,0,2.19722457733622,0,1.38629436111989,4.02535169073515,0,1.09861228866811,0,0,0.693147180559945,1.09861228866811,0,1.38629436111989,0,4.12713438504509,0,0,0,0,0,0,1.09861228866811,4.70953020131233,0,4.61512051684126,6,7.43856
"42",0,0,0,0,0,0.693147180559945,2.63905732961526,0,0,0,0,0,0,0,0,3.78418963391826,1.79175946922805,1.94591014905531,0,0,0,0,0,2.70805020110221,2.484906649788,0,0,3.2188758248682,0,0,4.52178857704904,0,0,0,0,0,1.38629436111989,0,0,0,0,1.38629436111989,1.38629436111989,0,0,0,0,0,2.63905732961526,3.76120011569356,2.83321334405622,2.39789527279837,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0,0,0,0,1,0,7,10.0342
"43",1.38629436111989,0.693147180559945,0,0,0,0,0,0,0,3.78418963391826,0,0,1.38629436111989,0,0,0,0,0,0,0,1.38629436111989,0,0,0,0,0,0,0,0,0,0,5.96870755998537,0,1.09861228866811,0,0,0,0,6.94215670569947,0,0,0,0,0,3.93182563272433,0,0,0,0.693147180559945,0,2.30258509299405,0,0,0,0,0,2.70805020110221,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,3,6.05443934626937,24,21.7572
"44",0,0,0,0,0,0,0,0,2.70805020110221,0,0,0,0,0,0,0,0,0,1.38629436111989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0.693147180559945,0,0,0,0,0,4.49980967033027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.56494935746154,0,0,0,3.80666248977032,2,3.20237
"45",0,0,0,0,0,0,0,0,0,2.70805020110221,0,0,0,0,0,3.25809653802148,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,1.09861228866811,0.693147180559945,3.17805383034795,2.19722457733622,0,0,0,0,3.46573590279973,0,0,0,1.79175946922805,1.09861228866811,0,0,0,0,0,0,0,0,0,1.09861228866811,0.693147180559945,0,0,0,0,2.39789527279837,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,10.6126
"46",0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,1.38629436111989,0,0,0,0.693147180559945,0,0.693147180559945,0,0,2.07944154167984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.49650756146648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.39789527279837,0,3.36934
"47",0,0,0,0,0,0,3.49650756146648,0,7.82843635915759,0,0,1.6094379124341,3.2188758248682,0,0,0,0,0,0,0.693147180559945,0,0,3.3322045101752,0,0.693147180559945,0,0,0,0,3.68887945411394,0,0,0,2.30258509299405,0,1.94591014905531,0,0,0,0,0,0,5.76519110278484,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,5.34233425196481,0.693147180559945,0,1,6.22257626807137,3,5.51058
"48",0,0,0,0.693147180559945,0,0,0,5.22035582507832,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0.693147180559945,1.38629436111989,0,0,0,0,1.09861228866811,0,0,0,3.76120011569356,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,1.09861228866811,0,0,0,3.76120011569356,2.99573227355399,4.26267987704132,3.17805383034795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.77258872223978,3,7.55192
"49",0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.70044357339069,0,1.94591014905531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.78749174278205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.56434819146784,4,8.38997
"50",2.30258509299405,0,0,0,0,0,0,0,0,0,0,0,0,1.38629436111989,0,0,0,0,1.79175946922805,0,0,0,0,4.71849887129509,2.94443897916644,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,4.70048036579242,0,0,3.40119738166216,0.693147180559945,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,3.52636052461616,1,4.02535169073515,2,5.57623
"51",0,0,0,0,1.09861228866811,0,0,0,1.38629436111989,0,0,0.693147180559945,0,0,0,0.693147180559945,0,0,3.61091791264422,0,0,0,2.77258872223978,2.39789527279837,0,0,1.38629436111989,0,0,0,5.4510384535657,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.59511985013459,2,4.89304
"52",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,1.38629436111989,1.38629436111989,0,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,1.09861228866811,1.79175946922805,0,0,0,0,1.79175946922805,3.76120011569356,0,0,0,0,0,0,0,1.79175946922805,0,5.36597601502185,0,0.693147180559945,0,4.14313472639153,3,5.00534
"53",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79175946922805,0,0,0,0,0,0,0,0,0,0,1,0
"54",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38629436111989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"55",0.693147180559945,0,0,0,0,0,0,0,0.693147180559945,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,6.20050917404269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,4.00733318523247,3,5.63536
"56",0,0,0,0,0,0,0,0,0,4.26267987704132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79175946922805,1.09861228866811,0,0,0,4.31748811353631,1.09861228866811,0,0,0,0,4.969813299576,0,0,0,0,1.94591014905531,0,0,0,0,0,1.6094379124341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4.15888308335967,5,11.4018
"57",0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,4.04305126783455,0,0,0,0,0,0,0,0,0,0,0,1.94591014905531,0,0,0,0,0,0,0,0,0,0,0,0,0,2.70805020110221,0,0,0.693147180559945,0,0,1.09861228866811,0,0,0,0,0,1.6094379124341,0.693147180559945,0,0,0,0,0,0,0,0,0,1.38629436111989,0,0,0,0,0,0,0,1,3.46573590279973,5,6.46017
"58",0,0,0,0,0,0,0,2.56494935746154,0,0,0,0,0.693147180559945,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,1.6094379124341,0,0,0,0,0,0,0,0.693147180559945,4.06044301054642,0,0,0,0,0,0,2.94443897916644,0,0,2.07944154167984,2.19722457733622,0,0,0,0,0,0,0,0.693147180559945,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.94443897916644,1,0
"59",0,0,0,0,0,0,5.85507192220243,0,0,4.36944785246702,0,0,0,0,5.95064255258773,0,0,0,0,0,0,1.79175946922805,0,1.94591014905531,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7361984483945,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,5.24174701505964,9,10.3796
"60",0,0,0,0,0,0,0,0,0,0,0,0,0,3.13549421592915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.70805020110221,0,0.693147180559945,0,0,0,0,0,0,0,2.89037175789616,0,0,0,0.693147180559945,0,0,0,5.19295685089021,0,0,1.09861228866811,0,0.693147180559945,0,0,0,0,0,0,0,4.30406509320417,1,1.80545
"61",0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.09104245335832,0,0,0,0,0,0,0,0,0,1.38629436111989,1,0
"62",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.34710753071747,0,0,0,1.09861228866811,0,0,6.52941883826223,0,1.38629436111989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.38449506278909,3,7.23572
"63",0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,1.09861228866811,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0.693147180559945,4.47733681447821,2.07944154167984,0,0,0,0,0,0.693147180559945,0,3.13549421592915,1.38629436111989,1.09861228866811,2.30258509299405,0,0,0,0,0,0,0,6.37161184723186,0,0,1,4.83628190695148,4,10.1322
"64",0,0,0,0,0,3.36729582998647,0,0,0,0,0,0,1.38629436111989,0,2.94443897916644,3.80666248977032,0,0,0,0,0.693147180559945,0,0,5.34710753071747,0,0,0,0,0.693147180559945,0,0,5.5834963087817,0,0,0,0,1.09861228866811,0,0,0,1.09861228866811,4.17438726989564,0,0,0.693147180559945,0,0.693147180559945,0,0,0,0,0,0,6.29156913955832,0,0,4.45434729625351,0.693147180559945,7.14440718032114,0,0,0,0,0,0,0,0,0,0,0,1,6.00141487796115,4,8.19537
