"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","bug","loc","bf","hcm"
"11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,6.87626461189077,0,0,1.38629436111989,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.07753744390572,1,4.35670882668959,3,6.44925
"12",2.30258509299405,5.04985600724954,0,0,0,0,0,0.693147180559945,0.693147180559945,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0.693147180559945,0,2.07944154167984,1.79175946922805,0,0,0,0,0,0,1.09861228866811,0,0.693147180559945,0,0,0,2.30258509299405,0,0.693147180559945,0,0,0,0,0,0,0,0,2.30258509299405,0,0,0,0,0,3.25809653802148,0,0,0.693147180559945,0,1.6094379124341,0,0,0,0,0,2.07944154167984,1.09861228866811,0,0,0,0,0,0,0,3.2188758248682,1,1.27192
"13",0,0,2.99573227355399,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38629436111989,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.71357206670431,0,0,0,0,0,0,0,0,0,0,0,0,2.19722457733622,1,0
"14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"15",2.19722457733622,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,1.09861228866811,0,0,0,6.45676965557216,0,0,3.97029191355212,0,0,0,1.94591014905531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38629436111989,1.6094379124341,0,0,0,0,0,0,0,0,0,2.39789527279837,0,1.09861228866811,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,1.38629436111989,0,0,0.693147180559945,0,0,0,0,4,4.84372
"16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0,1,0
"17",0,0,0,0,0,0,0,2.30258509299405,0,0,0,3.78418963391826,1.09861228866811,0,0,0,0,0,0,0,0,3.8286413964891,0,3.36729582998647,0,0,4.36944785246702,0,0,0,0,0,0,0,0,0,0,0,1.94591014905531,0,0,0,6.93147180559945,0,0,7.11314210870709,0,0,2.56494935746154,0,0,0,0,0,0.693147180559945,0,6.53958595561767,8.39094946484199,1.79175946922805,0,4.88280192258637,6.32076829425058,4.12713438504509,0,0,4.62497281328427,0,0,4.54329478227,0,3.95124371858143,0,3.2188758248682,1.09861228866811,0,3,7.49886973397693,29,15.3228
"18",1.09861228866811,0,2.89037175789616,0,0,0,0,0,0,0.693147180559945,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38629436111989,0,0,0,0,0,0,0,0,3.68887945411394,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,2.30258509299405,1,0
"19",0,0,0,0,0,1.38629436111989,0,1.09861228866811,0,0,0,0,0.693147180559945,0,2.83321334405622,0,0,0,0,0,0,0,0,0,0,3.95124371858143,0,0,4.06044301054642,0,0,0,0,3.36729582998647,0,0,0,0,0,0,4.20469261939097,0.693147180559945,0,0,0,0,0,2.19722457733622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,5.34233425196481,0,0,5.93489419561959,0,0,0,0,0,1.09861228866811,0,4.79579054559674,4,7.7601
"20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.39789527279837,0,0,0,0.693147180559945,0,0,0,0,0,0,0,3.95124371858143,0,0,0,0,0,0,0,1.38629436111989,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,3.98898404656427,0,0,0,0,0,0,0,0,0.693147180559945,0,0,1.38629436111989,0,0,0,0,0,0,0,0,0,0,0,2.77258872223978,1,3.36934
"21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.94542060860658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1.05668
"22",0,0,0.693147180559945,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79175946922805,0,0,0,3.55534806148941,0,0,0,0,1.94591014905531,0,0.693147180559945,0,0,0,0,0,0,3.80666248977032,0,0,0.693147180559945,2.19722457733622,0,0,0,0,0,0,0,0,3.43398720448515,1,0
"23",0,0,1.38629436111989,0,0,0,0,0,0.693147180559945,0,0,0,3.76120011569356,0,0,0,0,0,0,3.58351893845611,3.04452243772342,0,6.36475075685191,1.09861228866811,0,4.53259949315326,0,0,0,0,0,0,0,0,0,1.94591014905531,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,2.30258509299405,0,0,0,0,0,2.63905732961526,3.04452243772342,1.6094379124341,1.38629436111989,4.29045944114839,0,0,0,0,0,0,0,5.01063529409626,2,6.79581
"24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.77258872223978,0,0.693147180559945,0,0,2.19722457733622,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,2.99573227355399,0.693147180559945,0,0,0,0,0,0,1.09861228866811,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0.693147180559945,0,0.693147180559945,0,4.30406509320417,2.63905732961526,0,0,3.49650756146648,2,4.04276
"25",0,0,0.693147180559945,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0.693147180559945,1.79175946922805,0,0,0,0,0,0,0,0,0,0,0,0,3.17805383034795,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.64163
"26",0.693147180559945,0,0,0,0,0,0,1.94591014905531,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.72262979485545,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,1.6094379124341,0,0.693147180559945,0,0.693147180559945,0,3.3322045101752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.56494935746154,0,0,1,4.74493212836325,6,6.45548
"27",0,0,0,0,0,0,0.693147180559945,0,0,3.68887945411394,0,0,0,0,2.83321334405622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.39789527279837,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0,0,1.09861228866811,0,0,0,0,1.38629436111989,0,0,0,0,0,0.693147180559945,0,0.693147180559945,0,0,0,0,3.55534806148941,0,0,0,5.26269018890489,0,0.693147180559945,0,0,0.693147180559945,1,4.43081679884331,3,4.27148
"28",0,0,0,0,0,0,0,3.43398720448515,0,0,0,0,0,0,0,0,3.49650756146648,0,0,0,2.99573227355399,0,0,0.693147180559945,0,0,0,0,1.38629436111989,0,3.98898404656427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.59511985013459,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,2,4.18965474202643,1,0
"29",0,0,0,0,0,0,0,0,0,0,2.19722457733622,0,0,0,0,0,0,0,0,0.693147180559945,1.38629436111989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,2.39789527279837,0,0.693147180559945,0,0,0,0,0.693147180559945,0,2.77258872223978,0,0,0,0,0,0,0,0,2.63905732961526,1.09861228866811,0.693147180559945,0,1.6094379124341,1,1.45568
"30",0,0,0,1.09861228866811,0,0,0,0,5.16478597392351,0,0,0.693147180559945,0,0.693147180559945,0,0,0,0,0.693147180559945,0,2.39789527279837,0,0,0,0,0,0,0,1.79175946922805,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,3.46573590279973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.17438726989564,0,0.693147180559945,0,4.30406509320417,3,5.03827
"31",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"32",0,0,0,0,0,0,1.94591014905531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"33",0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0.693147180559945,0,0,0,1.38629436111989,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.30258509299405,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,4.70048036579242,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3322045101752,1,0
"34",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,3.93182563272433,0,0,0,0,0,0,0,0,0,0,0,0,1.94591014905531,1,0
"35",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"36",0,0,0,0,0,0,2.77258872223978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79175946922805,0,0,0,0,0,0,0,0,0,0,0,0,1.38629436111989,1,0
"37",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0.693147180559945,0,0,0,1,0
"38",0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,3.2188758248682,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.70805020110221,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,3.73766961828337,0,0,0,0,0.693147180559945,0,2.99573227355399,5,8.71607
"39",0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,0,4.12713438504509,0,0,2.39789527279837,0,0,0,0,5.79605775076537,0,0,0,0,0,2.83321334405622,0,0,0,0,0,0,0,0,0,0,2.77258872223978,0,0,0,0,0,0.693147180559945,0,0,0,7.26332961747684,0,0.693147180559945,1.79175946922805,0,0,0,0,0,1.38629436111989,0,0,0,0.693147180559945,0,0,0,0,0,0,0,5.17048399503815,0,0,0,5.40267738187228,16,16.4888
"40",0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,1.09861228866811,0,0,5.11799381241676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,3.09104245335832,4.85203026391962,0,7.22475340576797,0,0,0,0,0,0,6.3491389913798,3.58351893845611,0,0,0,0,0,5.75574221358691,3.97029191355212,0,0,0,0.693147180559945,0,0,3.97029191355212,4,6.06610809010375,14,16.8929
"41",0,0,3.61091791264422,0,0,0,1.38629436111989,0,0,0,0,1.38629436111989,1.09861228866811,0.693147180559945,0,0,0,0,0,0,0,0,1.38629436111989,0.693147180559945,0,0,0,0.693147180559945,1.94591014905531,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,5.86929691313377,0,0,0,0,0,0,4.91265488573605,0,0,4.11087386417331,0,0,0,0.693147180559945,2.484906649788,0,1.38629436111989,0,0,0,0,0,0,0,3.36729582998647,0,4.61512051684126,6,7.43856
"42",0,0,1.94591014905531,0,0,0,2.94443897916644,0,0,1.09861228866811,0,0,0,0,0,0,0,0,4.35670882668959,2.89037175789616,3.80666248977032,0,0,0,0.693147180559945,0,0,0,0,2.70805020110221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,3.09104245335832,0.693147180559945,0,0,1.09861228866811,0.693147180559945,0,0,0.693147180559945,0,0,3.40119738166216,0.693147180559945,0,0,2.39789527279837,1.79175946922805,2.70805020110221,1.38629436111989,3.25809653802148,0,0,0,0,0,0,0,2.07944154167984,1,0,7,10.0342
"43",0,0,0,0,0,0,0,0,0,0,4.56434819146784,0,0,0,0,0,5.49306144334055,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0.693147180559945,6.13556489108174,0,0,0,0,0,0,0,0,0,6.61204103483309,0,0,0,0,0,0,1.09861228866811,0,0,0.693147180559945,0,0,0,0,1.94591014905531,0.693147180559945,0,0,0,0,0,0,0,3,6.05443934626937,24,21.7572
"44",0,0,0,0,0,0,0.693147180559945,0,4.15888308335967,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.02535169073515,0,0,0,3.80666248977032,2,3.20237
"45",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46573590279973,0,2.89037175789616,0,0,0,1.38629436111989,0.693147180559945,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,1.94591014905531,0,3.66356164612965,2.83321334405622,0,0,0,0,0,0,0.693147180559945,0,0,0,2.484906649788,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,10.6126
"46",0,0,0,0,0,0,0,0,2.07944154167984,0,0,0,0,0,1.6094379124341,0,0,0,0,0,1.94591014905531,0,0,0,2.63905732961526,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.484906649788,0,0,0,0,0,0,0,0,0,0,1.38629436111989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.39789527279837,0,3.36934
"47",0.693147180559945,0,0,0,0,2.07944154167984,0,0,7.08002649992259,0,0,0,3.29583686600433,0,0,0,0,0,0.693147180559945,0,0,0,0.693147180559945,0,4.55387689160054,0,0,0,0,0,0,0,0,0,1.09861228866811,1.09861228866811,1.09861228866811,0,4.74493212836325,3.52636052461616,0,0,0,1.09861228866811,0,0.693147180559945,0,0,0,0,0.693147180559945,0,0.693147180559945,0,0,0,0,1.38629436111989,0,0.693147180559945,2.99573227355399,0,0,0,2.19722457733622,0,0,0,0,0,0,0,7.42535788702715,0,0,1,6.22257626807137,3,5.51058
"48",0,0,0,0.693147180559945,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,4.969813299576,0,0,0,0,5.29831736654804,0,0.693147180559945,0.693147180559945,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0.693147180559945,0,3.80666248977032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.77258872223978,3,7.55192
"49",0,0,0,0,0,0,0,0,0,0,3.87120101090789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.89715386763674,0,0,0,0,0,0,0,1.79175946922805,0,0,0,0,0,0,0,0,0,0,0,2.30258509299405,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,1,4.56434819146784,4,8.38997
"50",5.29330482472449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6094379124341,0,0,0,0,0,4.02535169073515,0,0,0,0,0,0,0,2.07944154167984,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,2.70805020110221,0,0,0,0,0,0,0,0,0,1.09861228866811,0.693147180559945,0,0,3.46573590279973,1.6094379124341,0,0.693147180559945,0,0,0,0,1.38629436111989,1,4.02535169073515,2,5.57623
"51",2.19722457733622,0,0,0,5.28320372873799,0,0,0,2.94443897916644,0,0.693147180559945,0,0,0,0,0,0,0.693147180559945,0,0,3.63758615972639,0,0,0,2.89037175789616,3.2188758248682,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,4.59511985013459,2,4.89304
"52",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,2.19722457733622,2.19722457733622,0,0,1.79175946922805,0,0,1.38629436111989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38629436111989,0,1.94591014905531,0,0,0,0,0,0,0,0,0,2.07944154167984,0,2.70805020110221,0,0,0,0,1.09861228866811,0,0,0,0,0,5.42053499927229,0,0,0,4.14313472639153,3,5.00534
"53",0,0,0,0,0,0,1.6094379124341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"54",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38629436111989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"55",0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,5.98141421125448,0,0,0,0,0,0,0,0,0,0,0,0,1.38629436111989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.58496747867057,0,0,0,4.00733318523247,3,5.63536
"56",0,0.693147180559945,0,0,0,4.7361984483945,0,0,0,1.09861228866811,2.63905732961526,0,0,0,0,0,4.79579054559674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.68887945411394,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0.693147180559945,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.70805020110221,0,0,0,0,0,0,0,2,4.15888308335967,5,11.4018
"57",0,0,0,0,0,0,0,0,0,1.79175946922805,0,0,0,0,4.02535169073515,0,0,0,0,0,2.94443897916644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6094379124341,0,0,1.94591014905531,0,0,0,0,0,0,0,0,0,1,3.46573590279973,5,6.46017
"58",0,0,0,0,0,0,0,0,0.693147180559945,0,0,2.484906649788,0,1.09861228866811,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,2.63905732961526,0,0,0,0,1.38629436111989,0,0,1.6094379124341,0.693147180559945,0,0,0,0.693147180559945,4.12713438504509,0,0,0,0,0,0,0,0,2.39789527279837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,1.09861228866811,0,2.94443897916644,1,0
"59",0,0,0,0,0,0,5.47646355193151,0,0,0,4.23410650459726,1.09861228866811,0,0,0,5.77765232322266,0,0,3.97029191355212,0.693147180559945,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0,0,0,0,5.52545293913178,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.24174701505964,9,10.3796
"60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,5.35658627467201,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0.693147180559945,0,1.6094379124341,0,0,0.693147180559945,0,0,0,0,0,0,0.693147180559945,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,2.07944154167984,0.693147180559945,0,0,0,1.94591014905531,0,0,0,4.30406509320417,1,1.80545
"61",0,0,0,0,0,0,2.99573227355399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,1.38629436111989,1,0
