"","V1","V2","V3","V4","V5","V6","bug","loc","bf","hcm"
"67",0.693147180559945,0.693147180559945,0,0,0,0.693147180559945,0,0,1,0
"68",0,0,0.693147180559945,0,1.6094379124341,0,0,0,1,0
"69",0,1.09861228866811,4.48863636973214,3.36729582998647,0,1.09861228866811,1,3.61091791264422,2,4.23984
"70",0,0,0,0,2.63905732961526,2.07944154167984,0,1.38629436111989,1,0
"71",6.35610766069589,0,2.77258872223978,4.91265488573605,0,0,0,5.03695260241363,1,0
"72",0,0,3.93182563272433,1.94591014905531,0,4.55387689160054,0,3.91202300542815,1,1.5526
"73",0,0,0.693147180559945,0,1.6094379124341,0,0,0,1,0
"74",6.32256523992728,0,0,0,3.52636052461616,0,1,4.70953020131233,2,2.66716
"75",3.98898404656427,0,0,4.70048036579242,0,4.7361984483945,0,4.04305126783455,1,1.80545
"76",0,2.30258509299405,2.89037175789616,6.53233429222235,0,5.87211778947542,0,5.19849703126583,5,8.37205
"77",0,0,0,5.30826769740121,6.01615715969835,0,0,4.46590811865458,2,1.00337
"78",3.3322045101752,0,0,4.7361984483945,0,4.89034912822175,0,3.91202300542815,2,5.32311
"79",5.25749537202778,0,8.9319483464315,2.77258872223978,0,2.63905732961526,3,7.34213173058472,58,36.0219
"80",1.38629436111989,0,0,0,0,1.09861228866811,0,0,1,0
"81",0,0,1.09861228866811,0,4.14313472639153,0,0,2.19722457733622,1,0
"82",0,0,0,0,6.85224256905188,0,0,5.15905529921453,2,3.61726
"83",3.36729582998647,2.99573227355399,5.04985600724954,0,0,0,2,3.36729582998647,3,1.782
"84",1.38629436111989,0,0,0,0,0,0,0,1,0
"85",0.693147180559945,0,0,0,2.39789527279837,2.99573227355399,0,1.6094379124341,1,0
"86",0.693147180559945,8.81492459972102,0,1.79175946922805,0,2.484906649788,13,7.13169851046691,58,33.736
"87",5.04985600724954,2.30258509299405,6.41836493593621,0,0,0,1,5.23110861685459,2,7.2789
"88",3.36729582998647,0,4.90527477843843,0,0,2.63905732961526,0,3.43398720448515,0,3.36934
"89",0,2.94443897916644,0,0,4.40671924726425,0,0,1.94591014905531,1,2.99799
"90",0,0,0,0,4.23410650459726,0,0,2.30258509299405,1,0
"91",4.66343909411207,0,0,6.45362499889269,3.36729582998647,0,0,4.98360662170834,1,0
"92",4.84418708645859,2.07944154167984,2.30258509299405,4.62497281328427,5.02388052084628,0,0,3.43398720448515,3,5.74218
"93",0,0,0,0,2.39789527279837,0,0,2.07944154167984,1,0
"94",1.38629436111989,0,0,4.31748811353631,0,5.52146091786225,0,4.12713438504509,2,3.47713
"95",4.47733681447821,2.07944154167984,2.94443897916644,4.44265125649032,0,6.25575004175337,0,5.15329159449778,2,2.8028
"96",0,0,0,3.13549421592915,0,5.24174701505964,0,3.87120101090789,1,2.23731
"97",3.36729582998647,1.79175946922805,7.32317071794347,0,0,2.70805020110221,4,5.51745289646471,13,19.4467
"98",0,0,0,0,4.26267987704132,0,0,2.484906649788,1,0
"99",5.07517381523383,0,6.80793494369993,0,0,2.56494935746154,1,4.34380542185368,2,5.38882
"100",1.79175946922805,0,6.71174039505618,5.54126354515843,0,7.00306545878646,1,6.21860011969173,22,18.2652
"101",4.75359019110636,0,6.30991827822652,0,4.35670882668959,2.56494935746154,0,4.80402104473326,2,7.71238
"102",2.63905732961526,0,0,0,4.0943445622221,2.19722457733622,0,1.38629436111989,1,2.80848
"103",0,4.45434729625351,5.23110861685459,0,0,1.09861228866811,0,3.89182029811063,4,10.8639
"104",0,0,3.66356164612965,0,4.40671924726425,4.33073334028633,0,4.24849524204936,1,2.55158
"105",2.77258872223978,1.09861228866811,0,4.93447393313069,5.43372200355424,4.24849524204936,1,4.40671924726425,1,1.45568
"106",4.31748811353631,1.6094379124341,3.87120101090789,0,5.27811465923052,0.693147180559945,2,4.64439089914137,5,11.0202
"107",0,0,0,0,3.97029191355212,0,0,1.94591014905531,1,0
"108",3.95124371858143,0,3.71357206670431,0,2.77258872223978,3.80666248977032,1,3.68887945411394,4,9.84115
"109",7.40488757561612,2.83321334405622,3.73766961828337,0,4.51085950651685,0,1,5.82008293035236,10,13.8863
"110",0,0,0,4.44265125649032,4.36944785246702,2.99573227355399,0,3.89182029811063,7,6.72719
"111",6.65027904858742,1.94591014905531,1.38629436111989,6.18208490671663,0,0,0,5.68697535633982,3,2.71633
"112",0,1.6094379124341,3.87120101090789,0,0,1.94591014905531,0,2.63905732961526,1,0
"113",3.52636052461616,0,5.63478960316925,4.51085950651685,4.18965474202643,5.16478597392351,2,4.969813299576,3,5.55183
"114",6.53813982376767,0,0,0,5.44673737166631,0,2,4.89783979995091,3,5.71254
"115",0,0,5.29330482472449,3.73766961828337,0,0,1,3.8286413964891,1,3.38341
"116",6.4150969591716,4.63472898822964,0,3.49650756146648,3.71357206670431,1.6094379124341,0,4.53259949315326,3,2.71633
"117",0,0,0,0,4.72738781871234,0.693147180559945,1,2.56494935746154,2,2.23731
"118",0,0,4.07753744390572,0,4.51085950651685,5.68357976733868,0,4.69134788222914,12,12.6435
"119",0,3.58351893845611,2.19722457733622,5.25227342804663,4.24849524204936,5.86929691313377,2,4.02535169073515,5,9.83384
"120",0.693147180559945,0,0,0,3.95124371858143,0,0,1.94591014905531,1,0
"121",0.693147180559945,0,0.693147180559945,0,0,1.09861228866811,0,0,1,0
"122",0,0,0,0,3.76120011569356,3.93182563272433,0,2.77258872223978,1,1.11258
"123",0,2.39789527279837,4.34380542185368,0,6.31896811374643,3.58351893845611,1,4.87519732320115,3,1.53632
"124",1.38629436111989,0,0,0,0,0,0,0,1,0
"125",0,0.693147180559945,2.89037175789616,3.2188758248682,0,1.94591014905531,1,2.70805020110221,1,3.66738
"126",3.49650756146648,3.97029191355212,3.49650756146648,3.09104245335832,6.09807428216624,6.24804287450843,1,5.28320372873799,5,7.90097
"127",1.38629436111989,0,0,7.36707705988101,4.98360662170834,2.89037175789616,2,5.50125821054473,20,15.1537
"128",0,0.693147180559945,0,7.23633934275434,5.19849703126583,0,1,5.91350300563827,1,0
"129",0,1.09861228866811,0,7.37838371299671,5.99645208861902,0,1,5.99146454710798,1,0
"130",3.66356164612965,2.07944154167984,0,0,6.06842558824411,1.09861228866811,0,4.55387689160054,1,1.27192
"131",1.38629436111989,3.13549421592915,0,6.61069604471776,3.3322045101752,0,0,5.08140436498446,6,3.20728
"132",1.38629436111989,0,0,0,4.52178857704904,3.43398720448515,0,2.99573227355399,2,0.816746
"133",3.46573590279973,0,0,0,4.02535169073515,0,0,3.36729582998647,2,2.99956
"134",0.693147180559945,0,0,0,2.19722457733622,3.04452243772342,0,1.6094379124341,1,0
"135",1.38629436111989,0,0,0,0,0,0,0,1,0
"136",0,0,0,0,0,1.94591014905531,0,0,1,0
"137",0,4.4188406077966,4.96284463025991,6.25958146406492,4.52178857704904,4.53259949315326,1,5.29330482472449,7,7.74631
"138",0,0,0,4.91265488573605,0,0,0,3.3322045101752,0,0
"139",1.09861228866811,2.30258509299405,0,0,5.10594547390058,3.04452243772342,0,3.49650756146648,2,1.23279
"140",3.87120101090789,1.6094379124341,0.693147180559945,3.13549421592915,6.41673228251233,0,0,4.68213122712422,9,12.8303
"141",0,0,0,0,3.97029191355212,0,0,1.94591014905531,1,0
"142",0,2.39789527279837,2.77258872223978,6.0913098820777,6.15697898558556,4.29045944114839,2,5.35185813347607,5,11.2716
"143",5.09375020080676,4.46590811865458,5.50938833662798,0,6.59441345974978,6.39859493453521,7,6.12468339089421,29,25.1033
"144",0.693147180559945,0,0,4.84418708645859,3.17805383034795,5.91620206260743,2,4.94875989037817,5,5.09245
"145",0,0,4.43081679884331,3.61091791264422,2.19722457733622,0,1,3.43398720448515,1,0
"146",1.6094379124341,8.81433042263877,0,0.693147180559945,0,2.83321334405622,5,7.26892012819372,13,20.7622
"147",1.09861228866811,0,0,0,1.6094379124341,3.17805383034795,0,1.6094379124341,1,0
"148",4.63472898822964,7.07834157955767,0,4.68213122712422,0,2.94443897916644,0,5.66988092298052,4,11.5097
"149",0,0,0,4.74493212836325,4.27666611901606,5.74939298590825,2,4.93447393313069,3,3.74492
"150",0,0,0,0,4.0943445622221,6.21260609575152,0,4.58496747867057,1,2.23731
"151",3.29583686600433,0,6.89162589705225,6.05678401322862,0,6.95177216439891,2,6.3919171133926,20,21.5348
"152",0,0,0,5.63478960316925,6.14203740558736,2.30258509299405,0,4.8283137373023,3,1.38948
"153",4.15888308335967,3.61091791264422,6.33505425149806,0.693147180559945,4.55387689160054,4.21950770517611,0,5.20948615284142,9,12.3019
"154",0,0,0,4.35670882668959,3.8286413964891,0,0,0,2,0.894814
"155",6.19031540585315,0,0,1.38629436111989,1.38629436111989,0,2,4.48863636973214,2,7.82058
"156",0,0,0,0,4.45434729625351,0.693147180559945,0,2.77258872223978,1,0
"157",5.75257263882563,6.09582456243222,2.94443897916644,6.18001665365257,2.94443897916644,4.33073334028633,0,5.37063802812766,5,9.49506
"158",6.4085287910595,5.23110861685459,0,1.79175946922805,0,4.33073334028633,0,3.52636052461616,6,9.9193
"159",3.87120101090789,5.56452040732269,7.24422751560335,1.6094379124341,5.89440283426485,5.78382518232974,7,6.2841341610708,40,27.5814
"160",0,0,0,1.09861228866811,0,4.24849524204936,0,2.07944154167984,2,2.7276
"161",4.11087386417331,0,0,6.07534603108868,1.79175946922805,6.14846829591765,1,5.44673737166631,6,10.7773
"162",1.09861228866811,0,0,0,0,0,0,0,1,0
"163",1.38629436111989,0,0,0,0,0,0,0,1,0
"164",0,0,0,0,0,1.79175946922805,0,0,1,0
"165",4.15888308335967,0,7.23777819192344,4.66343909411207,3.73766961828337,7.75233516330229,4,6.76041469108343,45,27.0966
"166",0,2.99573227355399,4.99043258677874,3.13549421592915,1.09861228866811,3.87120101090789,1,4.12713438504509,4,8.59336
"167",5.32300997913841,0,0,0,6.36475075685191,0,0,4.70953020131233,4,6.60072
"168",4.91998092582813,2.39789527279837,3.43398720448515,0,4.55387689160054,0,2,2.70805020110221,3,8.29275
"169",3.68887945411394,0,3.71357206670431,4.84418708645859,1.38629436111989,7.67554600253785,1,5.97635090929793,9,10.4053
"170",0,0,4.7361984483945,0.693147180559945,0.693147180559945,6.05443934626937,1,4.72738781871234,3,6.22347
"171",4.8283137373023,0.693147180559945,0,5.28320372873799,3.66356164612965,5.74939298590825,2,5.13579843705026,3,7.01743
"172",5.35658627467201,0,0,2.77258872223978,6.04500531403601,6.24222326545517,1,5.30330490805908,6,15.226
"173",1.94591014905531,0,0,3.61091791264422,4.38202663467388,0,0,2.63905732961526,0,3.36934
"174",0,0,1.79175946922805,0,0.693147180559945,4.89783979995091,0,3.17805383034795,2,4.04276
"175",5.73334127689775,4.60517018598809,6.56526497003536,2.56494935746154,8.00269416228394,6.44413125670044,10,6.5694814204143,28,30.3698
"176",0,0,4.17438726989564,0,0,6.07304453410041,0,4.00733318523247,3,5.63536
"177",0,0,1.79175946922805,0,0.693147180559945,0,0,0,1,0
"178",1.38629436111989,0,0,0,0,0,0,0,1,0
"179",1.38629436111989,0,0,0,0,0,0,0,1,0
"180",1.38629436111989,0,0,0,4.46590811865458,5.89989735358249,0,4.49980967033027,1,2.23731
"181",0,0,0,0,4.23410650459726,0,0,2.30258509299405,1,0
"182",0,0.693147180559945,5.80513496891649,2.07944154167984,0,1.09861228866811,0,4.15888308335967,3,8.89851
"183",0,0,0.693147180559945,0,3.49650756146648,0,0,1.94591014905531,1,0
"184",0,0.693147180559945,2.89037175789616,0,4.72738781871234,0,0,3.29583686600433,1,0
"185",2.07944154167984,2.56494935746154,0,0.693147180559945,3.09104245335832,1.38629436111989,0,0,1,0
"186",6.05678401322862,7.14361760270412,4.71849887129509,7.9844627322622,7.60887062919126,5.29330482472449,4,7.10496544826984,78,38.2812
"187",2.94443897916644,0,1.09861228866811,6.12249280951439,0.693147180559945,0,1,4.40671924726425,1,6.91692
"188",0,0,7.20266119652324,0,0,0,0,4.87519732320115,9,16.5442
"189",2.63905732961526,3.25809653802148,0,0,5.32787616878958,4.17438726989564,1,4.23410650459726,1,2.23731
"190",0,0.693147180559945,0,0,2.30258509299405,2.56494935746154,0,1.38629436111989,1,0
"191",2.89037175789616,0,0,4.89783979995091,0,5.24174701505964,1,3.8286413964891,4,7.8367
"192",0,2.63905732961526,3.95124371858143,2.07944154167984,4.97673374242057,0,2,2.63905732961526,3,7.23232
"193",0,0,0.693147180559945,0.693147180559945,3.43398720448515,4.70953020131233,1,3.89182029811063,1,1.28035
"194",6.21460809842219,0.693147180559945,2.77258872223978,4.29045944114839,1.94591014905531,2.89037175789616,1,4.64439089914137,5,8.96461
"195",4.65396035015752,4.34380542185368,6.8001700683022,0,5.31320597904179,5.79605775076537,0,5.76519110278484,14,12.9001
"196",0.693147180559945,0,0,4.20469261939097,2.56494935746154,0,0,2.39789527279837,1,4.6384
"197",1.09861228866811,0,0,0,0,0,0,0,1,0
"198",5.41610040220442,2.94443897916644,7.11639414409346,3.76120011569356,0,0,0,3.87120101090789,3,5.37258
"199",6.88550967003482,0,2.19722457733622,4.48863636973214,0,0,0,5.65599181081985,2,4.04276
"200",0,0,0,0,3.97029191355212,0,0,1.94591014905531,1,0
"201",0,0,4.56434819146784,0,0,4.12713438504509,1,3.52636052461616,3,4.60695
"202",4.35670882668959,0,0,4.74493212836325,6.99484998583307,5.26269018890489,2,5.31811999384422,4,2.6703
"203",3.46573590279973,3.95124371858143,5.2257466737132,7.98104975966596,5.32787616878958,3.78418963391826,0,6.4150969591716,11,11.7006
"204",1.09861228866811,0,4.66343909411207,2.77258872223978,0,1.6094379124341,1,3.52636052461616,3,5.41761
"205",4.81218435537242,0,7.06219163228656,2.77258872223978,0,2.30258509299405,1,4.51085950651685,4,9.006
"206",0,0,0,4.52178857704904,5.54907608489522,0,1,2.39789527279837,1,0
"207",0,3.49650756146648,4.23410650459726,0,1.79175946922805,4.06044301054642,1,3.66356164612965,3,4.27148
"208",7.95155933115525,0,4.91998092582813,0,7.25981961036319,3.95124371858143,4,6.48463523563525,11,15.07
"209",0,0,0,0,3.97029191355212,0,0,1.94591014905531,1,0
"210",5.56452040732269,0,0,5.51745289646471,2.77258872223978,0,0,4.69134788222914,2,2.90044
"211",0,0,5.88887795833288,1.09861228866811,0,0,0,4.58496747867057,5,5.80382
"212",4.97673374242057,0,4.07753744390572,2.07944154167984,0,0,1,3.80666248977032,0,0
"213",0,0,0,0,4.83628190695148,0,0,1.94591014905531,0,3.36934
"214",0,0,3.25809653802148,0,0,4.39444915467244,1,3.36729582998647,3,6.16292
"215",4.85203026391962,0,2.99573227355399,0,1.79175946922805,0,2,1.6094379124341,4,5.15419
"216",1.09861228866811,1.09861228866811,2.70805020110221,5.27811465923052,5.49306144334055,5.14166355650266,2,4.90527477843843,7,6.72772
"217",5.2040066870768,3.43398720448515,2.70805020110221,0,6.4393503711001,3.76120011569356,3,4.8283137373023,5,6.31789
"218",3.73766961828337,4.4188406077966,4.85981240436167,6.22851100359118,5.7268477475872,2.30258509299405,2,1.94591014905531,18,16.069
"219",4.23410650459726,0.693147180559945,5.04342511691925,3.76120011569356,3.43398720448515,0,1,4.0943445622221,3,6.88373
"220",0,1.09861228866811,1.79175946922805,5.34233425196481,6.04973345523196,4.30406509320417,0,4.35670882668959,6,4.27896
"221",0,0,1.79175946922805,5.73009978297357,5.85793315448346,5.24702407216049,1,5.34710753071747,1,0
"222",5.39362754635236,6.44730586254121,0,2.56494935746154,3.04452243772342,5.9427993751267,3,5.34233425196481,16,17.6953
"223",5.24702407216049,0,0.693147180559945,0,5.8406416573734,0,0,4.38202663467388,4,6.60072
"224",0,4.58496747867057,4.70048036579242,0,0,3.52636052461616,1,3.97029191355212,6,6.22082
"225",1.38629436111989,0,0,0,0,0,0,0,1,0
"226",6.28226674689601,4.34380542185368,7.33498187887181,3.25809653802148,5.67675380226828,0,4,5.50938833662798,7,13.805
"227",0,0,2.07944154167984,3.97029191355212,4.52178857704904,0,0,3.8286413964891,1,0
"228",0,0.693147180559945,0,3.66356164612965,3.13549421592915,0,0,1.38629436111989,1,1.69869
"229",1.79175946922805,0,0,4.84418708645859,4.95582705760126,6.98378996525813,3,5.51745289646471,7,8.65833
"230",0,0,0,0,3.97029191355212,0,0,1.94591014905531,1,0
"231",0,0,3.40119738166216,0,0,3.09104245335832,0,1.38629436111989,0,6.55322
"232",3.04452243772342,0,0,6.55819780281227,0,0,0,4.95582705760126,1,2.75305
"233",1.38629436111989,0,0,5.37063802812766,1.79175946922805,4.38202663467388,0,3.25809653802148,1,1.5526
"234",0,0,0,0,2.39789527279837,2.484906649788,0,1.38629436111989,1,0
"235",4.15888308335967,3.2188758248682,0,0,6.33150184989369,6.97447891102505,2,5.53338948872752,4,5.08544
"236",0,0,5.605802066296,5.40267738187228,0,0,1,4.85981240436167,6,12.9885
"237",0,2.30258509299405,3.61091791264422,4.51085950651685,0.693147180559945,4.29045944114839,1,4.20469261939097,3,6.16292
"238",2.30258509299405,0.693147180559945,5.36129216570943,5.45958551414416,0,0,1,4.77068462446567,4,3.68818
"239",3.43398720448515,0,4.72738781871234,0,5.74620319054015,2.39789527279837,1,2.484906649788,4,8.82648
"240",0,0,0,0,2.89037175789616,5.03695260241363,0,3.09104245335832,1,1.5526
"241",1.6094379124341,0,4.78749174278205,5.80814248998044,0,0,2,4.96284463025991,1,0
"242",4.65396035015752,4.14313472639153,5.52146091786225,6.27852142416584,5.99146454710798,8.30028018985266,3,6.94889722231331,18,20.3646
"243",0,0,0,2.63905732961526,4.26267987704132,4.44265125649032,0,3.13549421592915,3,6.22636
"244",6.3578422665081,2.30258509299405,2.56494935746154,5.4971682252932,0,0,1,4.87519732320115,3,6.87477
"245",0,0,0,0,4.43081679884331,0,0,2.77258872223978,1,0
"246",0,0,0.693147180559945,2.77258872223978,0,5.45958551414416,1,3.63758615972639,2,3.24068
"247",3.87120101090789,0,0,0,0,5.02388052084628,0,3.2188758248682,2,4.04276
"248",6.37672694789863,0,0,3.2188758248682,0,0,0,4.60517018598809,1,3.36934
"249",0.693147180559945,0,0,0,1.6094379124341,2.83321334405622,0,1.38629436111989,1,0
"250",1.79175946922805,0,0,0,0,1.38629436111989,0,0,1,0
"251",0.693147180559945,2.07944154167984,5.87493073085203,0,0,4.31748811353631,1,4.74493212836325,13,16.3188
"252",1.09861228866811,0.693147180559945,0,0,0,0,0,0,1,0
"253",0,0,3.3322045101752,0,4.70048036579242,0,0,3.29583686600433,1,0
"254",1.09861228866811,0.693147180559945,4.31748811353631,0,0,0,0,2.89037175789616,3,6.42741
"255",0,0,0,0,5.2257466737132,2.39789527279837,0,3.43398720448515,0,3.36934
"256",5.65948221575962,1.38629436111989,3.09104245335832,0,0.693147180559945,0,1,4.00733318523247,2,4.65896
"257",3.2188758248682,5.06259503302697,0,7.38709023565676,4.38202663467388,5.91889385427315,0,6.05208916892442,18,14.3621
"258",3.76120011569356,3.46573590279973,4.35670882668959,0,3.87120101090789,6.70563909486,1,4.74493212836325,4,5.64169
"259",5.92157841964382,0,0,2.19722457733622,1.79175946922805,6.88755257166462,0,4.97673374242057,4,5.67634
"260",3.49650756146648,0,0,4.27666611901606,6.0591231955818,0,0,2.83321334405622,3,2.28372
"261",1.79175946922805,2.07944154167984,5.65599181081985,3.78418963391826,0,5.9427993751267,1,5.07517381523383,16,17.541
"262",6.58063913728495,4.20469261939097,3.3322045101752,6.74758652682932,0,0,0,5.55295958492162,5,9.68165
"263",2.39789527279837,0,4.44265125649032,2.07944154167984,0,5.19295685089021,1,4.46590811865458,3,4.27148
"264",5.3890717298165,0,0.693147180559945,0,5.61677109766657,2.30258509299405,1,3.87120101090789,1,6.81721
"265",0,0,0,6.78897174299217,5.45958551414416,6.75693238924755,3,5.90808293816893,5,7.23456
"266",1.09861228866811,0,4.0943445622221,2.07944154167984,5.96870755998537,0.693147180559945,1,3.36729582998647,1,4.35837
"267",3.13549421592915,3.95124371858143,1.09861228866811,0,4.55387689160054,3.52636052461616,1,3.46573590279973,0,6.12239
"268",0,0,0,0,3.93182563272433,0,0,1.94591014905531,1,0
"269",0,0,0,0,4.23410650459726,0,0,2.30258509299405,1,0
"270",0,0,0.693147180559945,4.36944785246702,5.54907608489522,1.79175946922805,0,4.04305126783455,1,0
"271",0,2.89037175789616,0,5.05624580534831,3.36729582998647,3.73766961828337,0,4.55387689160054,4,4.53581
"272",1.38629436111989,4.4188406077966,3.43398720448515,3.76120011569356,2.07944154167984,0,0,3.36729582998647,0,0
"273",1.38629436111989,0,0,0,0,0,0,0,1,0
"274",0,0,6.46925031679577,0,2.39789527279837,3.3322045101752,0,5.00394630594546,8,9.10093
"275",0,0,0,0,0,1.94591014905531,0,0,1,0
"276",0,0,4.69134788222914,0,0,0,0,3.25809653802148,2,1.03146
"277",0,0,2.39789527279837,1.38629436111989,1.6094379124341,4.53259949315326,1,3.46573590279973,1,7.55094
"278",3.55534806148941,4.00733318523247,7.98582466641892,5.34233425196481,0,5.59098698051086,8,6.55961523749324,46,30.7015
"279",2.83321334405622,1.09861228866811,0,6.24416690066374,5.40717177146012,4.24849524204936,0,5.18178355029209,4,2.95723
"280",4.89034912822175,0,4.56434819146784,0,4.14313472639153,0.693147180559945,1,2.63905732961526,3,7.35911
"281",0,0,0,0,3.95124371858143,0,0,1.94591014905531,1,0
"282",4.90527477843843,3.43398720448515,5.00394630594546,0,5.84643877505772,5.09375020080676,4,5.23110861685459,7,9.22487
"283",0,0,0,1.79175946922805,4.89034912822175,4.58496747867057,0,4.27666611901606,2,4.83075
"284",2.19722457733622,2.83321334405622,0,4.0943445622221,6.38350663488401,0,1,4.81218435537242,9,14.9282
