"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","bug"
"45",0,0,0,0,1.6094379124341,0,0,0,0,2.89037175789616,0,2.39789527279837,0,3.89182029811063,3.80666248977032,0,1.38629436111989,0,0,1
"46",0,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,2.39789527279837,0,0,3.52636052461616,0
"47",4.07753744390572,4.91265488573605,3.43398720448515,0,0,5.89440283426485,0,0,0,0,3.87120101090789,5.19295685089021,0,0,1.79175946922805,0,0.693147180559945,2.63905732961526,7.76387128782022,1
"48",0,2.39789527279837,4.69134788222914,0,0,0,3.87120101090789,3.71357206670431,2.484906649788,0,0,0,4.68213122712422,4.21950770517611,0,0,0,1.38629436111989,0,2
"49",0,5.51342874616498,1.38629436111989,0,0,0.693147180559945,0,0,3.89182029811063,0,0,0,0,4.84418708645859,0,0,0,0,0,1
"50",4.07753744390572,0,0,0,0,0,4.45434729625351,0,0,0,0,0,4.61512051684126,4.04305126783455,3.09104245335832,0,0.693147180559945,0,0,1
"51",0,3.25809653802148,0,0,0,0,0,0,0.693147180559945,4.59511985013459,0,0,0,0,4.66343909411207,1.6094379124341,0.693147180559945,0,4.30406509320417,0
"52",0,1.79175946922805,0,0,0,0,0,1.94591014905531,0,1.79175946922805,4.74493212836325,0,0,0,1.6094379124341,0,0,0,5.01063529409626,0
"53",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79175946922805,0,0,0,0
"54",1.38629436111989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"55",0.693147180559945,0,2.89037175789616,0,0,6.01859321449623,0,0,0,0,0,1.09861228866811,0,0,0,0,0.693147180559945,0,4.21950770517611,0
"56",2.89037175789616,4.78749174278205,0,0,0.693147180559945,0,0,0,4.96284463025991,0,0,0,0,3.3322045101752,0,0,0,0,0,2
"57",0,0,0,0,0,0,0,0,3.2188758248682,0,1.6094379124341,0,0,0,0.693147180559945,0,4.0943445622221,0,0,1
"58",0,1.09861228866811,0,0,0,3.3322045101752,0,0,0,3.43398720448515,0,0,3.40119738166216,0,0,0,1.09861228866811,3.09104245335832,0,0
"59",1.79175946922805,0,0,3.66356164612965,6.35088571671474,0,0,0,0.693147180559945,0,0,0,0,5.77455154554441,0,0,0,0,0,0
"60",0,0,0,0,0,0,0,0,0,0,0,4.30406509320417,0,2.83321334405622,1.79175946922805,0,4.969813299576,0,0,0
"61",0,0,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,3.04452243772342,0,0,0,0
"62",0.693147180559945,0,5.8171111599632,0,0,0,0,6.33327962813969,0,0,0,0,0,0,0,0,0,0,0,1
"63",0,3.68887945411394,2.07944154167984,0,0,3.2188758248682,0,0,0,0,4.07753744390572,0,4.77912349311153,3.87120101090789,0,0,0,3.46573590279973,5.99396142730657,1
"64",0,4.40671924726425,4.00733318523247,0,0,0,0,0,5.65248918026865,0.693147180559945,0,2.30258509299405,0,0,7.59839932932396,4.45434729625351,2.484906649788,0,2.484906649788,1
"65",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.94591014905531,0,0,0,0
"66",0,0,0,0,2.484906649788,3.46573590279973,0,0,3.46573590279973,0,3.66356164612965,0,4.70953020131233,5.41164605185504,3.52636052461616,4.45434729625351,1.79175946922805,0,2.07944154167984,3
"67",1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0
"68",0,0,0,0.693147180559945,0,0,0,0,1.38629436111989,0,0,0,0,0,0.693147180559945,0,0,0,0,0
"69",2.39789527279837,0,0,0,0,0,0,0,4.70953020131233,0,0,0,0,0,0,0,0,0,0,1
"70",0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,2.94443897916644,0,0,0,0
"71",0,0,4.77912349311153,0,0,0,6.19440539110467,1.94591014905531,1.79175946922805,0,0,0,0,0.693147180559945,0,0,0,4.67282883446191,0,0
"72",3.89182029811063,0.693147180559945,2.39789527279837,3.55534806148941,0,0,2.63905732961526,0,2.484906649788,0,0,0,0,0,0,0,0,0,3.52636052461616,0
"73",0,0,1.09861228866811,0.693147180559945,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0.693147180559945,0,0,0,0
"74",2.484906649788,1.6094379124341,0,3.09104245335832,0,0,0,0,3.09104245335832,0,0,0,6.27852142416584,0,0,0,0,0,0,1
"75",0,0,0,0,0,0,0,0,0,2.77258872223978,0,0,0,0,3.09104245335832,3.13549421592915,4.07753744390572,4.36944785246702,4.40671924726425,0
"76",0,0,0,5.91079664404053,0,0,0,0,3.76120011569356,0,5.04342511691925,4.24849524204936,0,0,5.75890177387728,0,4.43081679884331,3.55534806148941,0,0
"77",0,0,0,3.17805383034795,0.693147180559945,5.12989871492307,0,0,0,6.03548143252476,0.693147180559945,0,0,0,0,0,0,0,0,0
"78",0,1.94591014905531,0,1.6094379124341,0,4.90527477843843,4.07753744390572,0,0,1.38629436111989,0,0,0,0,0,3.89182029811063,0,0,2.99573227355399,0
"79",0,5.6021188208797,4.56434819146784,0,0,0,0,1.09861228866811,8.15450017515194,0,0,3.3322045101752,0,8.24564690087386,1.94591014905531,0,3.85014760171006,4.00733318523247,0,3
"80",0.693147180559945,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0,0
"81",0,0,0,4.17438726989564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"82",0,0,0,0,0,0,0,0,1.38629436111989,0,0,0,0,0,0,6.82328612235569,0,3.2188758248682,0,0
"83",1.09861228866811,2.484906649788,3.2188758248682,0,0,3.04452243772342,3.17805383034795,2.39789527279837,0,0,0,0.693147180559945,0,4.71849887129509,0,0,0,0,0,2
"84",1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0
"85",0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,3.40119738166216,0,0,0,0
"86",4.90527477843843,2.70805020110221,0,0,8.75668242126653,0.693147180559945,4.48863636973214,0,3.89182029811063,0,0,0,2.70805020110221,4.0943445622221,0,0,2.99573227355399,0,3.09104245335832,13
"87",0,0,4.06044301054642,0,0,0,0,6.5792512120101,0,0,0,0,0,0,0,0,0,0,0,1
"88",2.63905732961526,2.484906649788,3.80666248977032,0,0,0,4.63472898822964,1.38629436111989,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0
"89",0,0,0,0,0,4.40671924726425,0,1.94591014905531,0,0,0,0,0,0,2.56494935746154,0,0,0,0,0
"90",0,0,0,4.21950770517611,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0
"91",0,0,4.72738781871234,0,0,0,0.693147180559945,3.68887945411394,0,6.29156913955832,0,0,0,0,0,0,0,4.34380542185368,0,0
"92",0,0,4.47733681447821,2.63905732961526,0,4.45434729625351,1.94591014905531,1.79175946922805,0,0,0,3.85014760171006,0,0,0,0,0,5.03043792139244,0,0
"93",0,0,0,2.19722457733622,0,0,0,0,0,0,0,0,0.693147180559945,0.693147180559945,0,0,0,0,0,0
"94",0,3.68887945411394,0,5.30330490805908,0,0,0,0,0,0,4.17438726989564,0,0,0,0,0,3.17805383034795,0,0,0
"95",2.70805020110221,0,0,2.39789527279837,0.693147180559945,3.09104245335832,0,2.89037175789616,0.693147180559945,2.70805020110221,3.36729582998647,0,0,0,3.52636052461616,0,6.20253551718792,4.0943445622221,3.25809653802148,0
"96",0,2.94443897916644,0,4.70048036579242,0,3.2188758248682,0,0,0,0,0,0,0.693147180559945,0,3.63758615972639,0,3.09104245335832,0,0,0
"97",0,2.56494935746154,0,0,0,0,0,0,7.18387071506245,0,0.693147180559945,0,3.17805383034795,5.29330482472449,0.693147180559945,0,2.30258509299405,0,0,4
"98",0,0,0,4.23410650459726,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0.693147180559945,0,0,0,0
"99",0.693147180559945,0,6.92853781816467,0,0,0,1.94591014905531,2.19722457733622,3.68887945411394,0.693147180559945,0,0,0,0,0,0,0,0,0,1
"100",2.70805020110221,0,3.46573590279973,0,0,0,0,0,6.9177056098353,2.56494935746154,1.09861228866811,0,0,4.40671924726425,0,0,0,6.60800062529609,5.67332326717149,1
"101",3.68887945411394,4.4188406077966,2.77258872223978,1.09861228866811,0,0,6.39526159811545,2.07944154167984,0,0,2.30258509299405,0,0,0,0,0,0,0.693147180559945,0,0
"102",3.36729582998647,0,0,0,0,0,0,0,0,0,0,1.6094379124341,0,3.58351893845611,0,2.39789527279837,1.38629436111989,0,0,0
"103",0,0,0.693147180559945,0,0,0,5.07517381523383,0,3.91202300542815,0,0,0,0,4.17438726989564,0,0,0,0,0,0
"104",3.52636052461616,0,3.87120101090789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.74493212836325,0
"105",0,0,0,5.05624580534831,1.6094379124341,0,0,0,0,0,4.71849887129509,3.55534806148941,3.71357206670431,0,4.34380542185368,2.484906649788,0,3.04452243772342,0,1
"106",4.26267987704132,0,0,0,0,0,4.46590811865458,0,0,0,0,0,4.54329478227,4.21950770517611,1.6094379124341,0,0.693147180559945,0,0,2
"107",0,0,0,3.85014760171006,0,0,0,0,0,0,0,0,1.94591014905531,0,0,0,0,0,0,0
"108",0,3.91202300542815,0,0,0,0,0,0,2.83321334405622,0.693147180559945,0,0,0.693147180559945,0,0,3.09104245335832,4.12713438504509,0,0.693147180559945,1
"109",5.36129216570943,4.92725368515721,0,0,0,0,0.693147180559945,4.71849887129509,1.09861228866811,1.79175946922805,0.693147180559945,0.693147180559945,7.1420365747068,3.17805383034795,0,0,0,2.83321334405622,2.94443897916644,1
"110",0,0,0,0.693147180559945,0,0,0,0,0,0,4.24849524204936,1.6094379124341,0,0,0,4.68213122712422,0,0,0,0
"111",2.30258509299405,0,0,3.95124371858143,1.38629436111989,0,1.94591014905531,0,0,0.693147180559945,0,7.02108396428914,0,0,0,0,0,4.31748811353631,0.693147180559945,0
"112",0,0,0,2.39789527279837,0,0,0,0,3.36729582998647,0,0,0,1.09861228866811,2.89037175789616,0,0,0,0,0,0
"113",0,3.95124371858143,0,2.484906649788,0,0,0,3.04452243772342,0,0,4.85203026391962,0,3.8286413964891,0,2.99573227355399,1.6094379124341,5.89989735358249,0,0,2
"114",0,0,0,0,0,0,3.40119738166216,4.43081679884331,0,0,0,0,6.68586094706836,0,0,0,0,0,2.30258509299405,2
"115",0,4.36944785246702,0,0,0,0,0,3.89182029811063,2.63905732961526,0,0,0,0,4.61512051684126,0,0,0,0,0,1
"116",4.24849524204936,0,0,0,0,0,3.43398720448515,0,3.93182563272433,0,0.693147180559945,6.45990445437753,0,0,0,0,0,0,0,0
"117",0,0,0,0,0,0,0,0,0,0,0,0,2.39789527279837,2.07944154167984,0,4.57471097850338,0,0,0,1
"118",0,3.71357206670431,1.79175946922805,0,0,2.39789527279837,0,0,0,0,0,0,0,0,0,2.484906649788,5.92958914338989,0,0,0
"119",0,0,0,0,3.52636052461616,4.51085950651685,0,0,1.09861228866811,0,5.23110861685459,0,0,0,0.693147180559945,4.68213122712422,3.85014760171006,0,5.25227342804663,2
"120",0,0,0.693147180559945,3.95124371858143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"121",0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38629436111989,0,0
"122",0,0,0.693147180559945,3.98898404656427,0,0,0,0,0,0,0,0,0,0,0.693147180559945,2.63905732961526,1.09861228866811,0,3.13549421592915,0
"123",0,0,0,3.85014760171006,1.09861228866811,5.34710753071747,0,0,0,5.4249500174814,0,0,4.20469261939097,4.68213122712422,0,2.99573227355399,0,0,0,1
"124",1.09861228866811,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"125",2.77258872223978,0,0,0,0,0,0,0,3.17805383034795,0,0,0,0,0.693147180559945,1.79175946922805,1.6094379124341,0,0,0,1
"126",0,0,0,5.90808293816893,2.19722457733622,0,0,0,0,0,0,0,3.76120011569356,5.36129216570943,0,3.36729582998647,5.89989735358249,4.00733318523247,3.13549421592915,1
"127",3.3322045101752,0,3.04452243772342,0,0.693147180559945,0,0,0,0,0,7.18235211188526,1.79175946922805,0,0,5.56068163101553,4.69134788222914,0,2.56494935746154,0,2
"128",0,0,0,2.70805020110221,0,3.87120101090789,0.693147180559945,0,0,7.30451594646016,0,2.39789527279837,0,0,1.79175946922805,0,0,1.79175946922805,0.693147180559945,1
"129",0,0,0,3.29583686600433,0,6.16120732169508,0,0,0,7.2291138777933,0,3.87120101090789,0,0.693147180559945,4.17438726989564,0,2.30258509299405,1.79175946922805,0,1
"130",0,1.09861228866811,0,2.56494935746154,3.85014760171006,0,0,0,0,0,0,0,4.79579054559674,0,0,5.70044357339069,0,0,0,0
"131",4.23410650459726,0,0,0,2.30258509299405,0,0,0,0,1.6094379124341,0,5.67675380226828,0,0,6.04737217904628,0,0,0,0,0
"132",0.693147180559945,0,0,4.0943445622221,0,3.87120101090789,0,0.693147180559945,0,0,0.693147180559945,0,2.70805020110221,0,0,0,0.693147180559945,0,0,0
"133",0.693147180559945,0,0,0,0,0,0,0,0,0,0,3.68887945411394,0,0,0,2.30258509299405,0,0,3.63758615972639,0
"134",0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,3.36729582998647,0,0,0,0
"135",0,0,0,0,0,0,1.38629436111989,0,0,0,0,0,0,0,0,0,0,0,0,0
"136",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.94591014905531,0,0,0,0
"137",2.56494935746154,4.31748811353631,0,0,2.07944154167984,0,0,1.94591014905531,4.52178857704904,3.40119738166216,5.08140436498446,4.04305126783455,0,4.86753445045558,5.34233425196481,4.14313472639153,4.44265125649032,2.484906649788,0,1
"138",0,0,0,0,0,0,0,0,1.09861228866811,0,4.56434819146784,0,0,0,1.09861228866811,3.46573590279973,0,1.79175946922805,0,0
"139",0.693147180559945,0,0,0,2.70805020110221,0,0,0,0,0,1.79175946922805,4.29045944114839,0,0,3.09104245335832,4.06044301054642,2.63905732961526,0,2.56494935746154,0
"140",2.83321334405622,0,0,0,0,0,0,0,0,0,2.77258872223978,1.79175946922805,3.85014760171006,0,0,6.38687931936265,0,2.39789527279837,0,0
"141",0,0,0,3.97029191355212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"142",0,0,2.89037175789616,3.95124371858143,0,0,0,2.07944154167984,0,0,5.29330482472449,2.30258509299405,2.63905732961526,4.60517018598809,1.38629436111989,6.26530121273771,1.94591014905531,4.40671924726425,0,2
"143",0,0,0,3.36729582998647,3.13549421592915,0,5.10594547390058,2.07944154167984,0,0,0,0,5.53338948872752,6.38350663488401,1.94591014905531,2.39789527279837,6.61204103483309,0,0.693147180559945,7
"144",1.38629436111989,0,0,0,0,0,0,0,0,0,4.15888308335967,0,0,0,3.40119738166216,4.39444915467244,0,0,5.84643877505772,2
"145",2.56494935746154,2.83321334405622,0,0,0,0,0,0,4.33073334028633,2.19722457733622,0,0,1.38629436111989,0.693147180559945,2.56494935746154,0,0,0,0,1
"146",4.91998092582813,0,0,0,8.75904072752422,2.07944154167984,4.44265125649032,0,4.14313472639153,0,1.38629436111989,0,0,4.12713438504509,0,0,2.89037175789616,2.19722457733622,1.79175946922805,5
"147",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.40119738166216,0,0,0,0
"148",5.15905529921453,0,3.29583686600433,0,6.9037472575846,4.38202663467388,0,0,0,1.38629436111989,0,2.83321334405622,0,0,3.13549421592915,1.6094379124341,0,4.55387689160054,0,0
"149",3.63758615972639,0,0,5.17614973257383,0,0,0,0,0,0,4.26267987704132,0,0,0,4.44265125649032,3.76120011569356,3.2188758248682,0,4.18965474202643,2
"150",0,2.77258872223978,0,5.47227067367148,0,0,0,0,0,0,1.09861228866811,0,0,0.693147180559945,0.693147180559945,3.85014760171006,0.693147180559945,0,5.54126354515843,0
"151",3.66356164612965,0,3.55534806148941,0,0,0,0,0,7.21007962817079,4.95582705760126,4.15888308335967,0,2.30258509299405,2.30258509299405,0,0,0,0,6.72623340235875,2
"152",1.94591014905531,0,0,2.94443897916644,0,5.75574221358691,0,0,0,5.82008293035236,4.12713438504509,0,0,2.83321334405622,0,0,0,0,0,0
"153",2.70805020110221,0,0,2.484906649788,0.693147180559945,0,6.18826412308259,5.31320597904179,1.38629436111989,1.94591014905531,4.31748811353631,0,3.17805383034795,0,0,0,0,1.6094379124341,0,0
"154",0,0,0,2.19722457733622,0,3.76120011569356,0,0,0,4.00733318523247,0,2.94443897916644,0,0,0,0,0,0,0,0
"155",2.30258509299405,5.92425579741453,0,0,0,0,0,0,0,0,0,0,4.53259949315326,0,0,0,0,2.99573227355399,0,2
"156",0,0,0,4.43081679884331,0,0,0,0,0,0,0,0,0,0.693147180559945,1.09861228866811,0,0,0,0,0
"157",4.66343909411207,0,4.53259949315326,0,3.93182563272433,2.77258872223978,0,4.40671924726425,0,0,0,6.05678401322862,0,0,2.484906649788,1.09861228866811,4.67282883446191,6.07073772800249,3.43398720448515,0
"158",3.97029191355212,0,0,0,5.16478597392351,2.30258509299405,6.30444880242198,1.79175946922805,0,0,0,0,0,0,3.76120011569356,0,0.693147180559945,0,3.78418963391826,0
"159",3.71357206670431,4.99721227376411,1.09861228866811,0.693147180559945,0,0,3.80666248977032,2.39789527279837,6.01126717440416,0,0,3.2188758248682,4.54329478227,7.06646697013696,0,0,6.00388706710654,0,3.98898404656427,7
"160",1.09861228866811,0.693147180559945,0,4.20469261939097,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0
"161",0,3.09104245335832,0,4.24849524204936,0,6.00881318544259,2.56494935746154,2.07944154167984,0,0,5.57594910314632,0.693147180559945,3.58351893845611,0,0,0,0,0,5.03043792139244,1
"162",1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"163",0,0,0,0,0,0,1.38629436111989,0,0,0,0,0,0,0,0,0,0,0,0,0
"164",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79175946922805,0,0,0,0
"165",3.25809653802148,4.02535169073515,3.2188758248682,3.52636052461616,0,0,1.09861228866811,3.13549421592915,5.8171111599632,1.09861228866811,4.35670882668959,0,0,0,0.693147180559945,2.39789527279837,8.10741881171997,2.70805020110221,2.07944154167984,4
"166",1.09861228866811,0,0,0,3.61091791264422,0,0,0,4.74493212836325,0,0,0,0.693147180559945,2.63905732961526,0,0,4.26267987704132,0,0,1
"167",0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,5.15905529921453,0,0,6.4150969591716,0,0,0,0
"168",3.71357206670431,0,0,0,0,3.71357206670431,0,5.08140436498446,1.09861228866811,0,0,0,3.09104245335832,1.6094379124341,1.09861228866811,0,0.693147180559945,0,0,2
"169",0,3.95124371858143,0,6.99942246750796,0,3.78418963391826,1.6094379124341,0,0,0,4.78749174278205,0.693147180559945,0,0,0,3.2188758248682,6.92657703322272,0,2.07944154167984,1
"170",3.43398720448515,0,0,0,0,0,0,0,3.68887945411394,0,0,0,0,0,0,2.70805020110221,6.12468339089421,0,0.693147180559945,1
"171",4.0943445622221,0,0,0,1.09861228866811,0,0,0,0,0,5.34710753071747,0,4.04305126783455,0,3.29583686600433,3.2188758248682,0,3.71357206670431,5.54907608489522,2
"172",4.12713438504509,0,3.71357206670431,0,0,5.94803498918065,1.79175946922805,0,0,0,4.57471097850338,0,5.19295685089021,0,0,4.49980967033027,0,0,5.73334127689775,1
"173",2.39789527279837,0,0,0,0,0,0,0,0,0,2.99573227355399,0,0,1.6094379124341,0,4.43081679884331,0,1.38629436111989,1.09861228866811,0
"174",0,0,2.39789527279837,4.59511985013459,0,1.09861228866811,0,0,0.693147180559945,0,0,0,0,0,0,0,3.36729582998647,0,0,0
"175",4.57471097850338,4.35670882668959,4.48863636973214,5.03695260241363,0,3.49650756146648,7.39633529380081,5.24174701505964,0,0.693147180559945,4.30406509320417,0,6.24027584517077,7.0475172213573,4.78749174278205,1.79175946922805,5.6937321388027,0,5.78996017089725,10
"176",0,0,3.52636052461616,0,0,5.74939298590825,0,3.73766961828337,0,0,0,0,0,0,0,0,0,0,4.70953020131233,0
"177",0,0,0,1.38629436111989,0,0.693147180559945,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0
"178",0.693147180559945,0,0.693147180559945,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"179",0,0,1.09861228866811,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0
"180",0.693147180559945,0,0,5.28320372873799,0,0,0,0.693147180559945,0,0,3.46573590279973,0,0,0,0,3.78418963391826,1.6094379124341,0,5.18178355029209,0
"181",0,0,0,4.23410650459726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"182",3.04452243772342,1.09861228866811,3.68887945411394,0,0,0,5.63478960316925,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0
"183",0,0,0,2.30258509299405,0,0,0,0,0,0,0,0.693147180559945,1.38629436111989,0,3.04452243772342,0,0,0,0,0
"184",0,0,3.43398720448515,3.71357206670431,0,0,0,0,0,0,0,0,3.43398720448515,3.43398720448515,0,0,0,0,0,0
