"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","bug","loc","bf","hcm"
"11",0,0,0,1.09861228866811,0,0,0,0,6.0282785202307,0,0,1.09861228866811,4.68213122712422,3.89182029811063,6.13339804299665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.35670882668959,3,6.44925
"12",4.97673374242057,1.38629436111989,0,0,0,0,0,0,1.09861228866811,0,0,1.09861228866811,0,0,0,0,1.79175946922805,0,0,0,0,0,0,0.693147180559945,0,0,4.29045944114839,0,1.09861228866811,2.39789527279837,0,0,0,0,0,0,3.2188758248682,1,1.27192
"13",0,0,0,0,0,2.19722457733622,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,3.98898404656427,0,0,0,0,0,0,2.19722457733622,1,0
"14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38629436111989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"15",0,0,1.09861228866811,0.693147180559945,0,0,0,6.20455776256869,0,5.4249500174814,0,0,0,0,0,1.79175946922805,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0.693147180559945,0,0,0,0,0,0,0,4,4.84372
"16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38629436111989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"17",4.26267987704132,0,0,0,0,5.88610403145016,5.14166355650266,3.13549421592915,4.31748811353631,3.95124371858143,0,5.78689738136671,3.04452243772342,3.46573590279973,3.71357206670431,0,0,2.77258872223978,0,3.52636052461616,3.09104245335832,5.52545293913178,3.61091791264422,0,0,0,8.78446845409036,0,5.48063892334199,0.693147180559945,0,4.26267987704132,5.45958551414416,1.09861228866811,0,3,7.49886973397693,29,15.3228
"18",0,0,0,0,0.693147180559945,1.94591014905531,0,0,0,0,0,0,0,0,0,0,0,0,0,1.94591014905531,0,0,0,0,0,0,0,0,0,4.02535169073515,0,0,0,0,0,0,2.30258509299405,1,0
"19",3.40119738166216,2.39789527279837,2.56494935746154,0,0,4.99043258677874,0,1.09861228866811,0,1.6094379124341,4.11087386417331,0,0,4.00733318523247,0,0,0,6.03787091992214,0,3.63758615972639,0,0,0,0,0,2.56494935746154,0,0,0,0,2.19722457733622,1.38629436111989,0,0,3.3322045101752,0,4.79579054559674,4,7.7601
"20",0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0.693147180559945,0,3.17805383034795,0,0,0,0,2.19722457733622,4.47733681447821,0,0,1.38629436111989,0,0,0,0,0,0,0,0,2.77258872223978,1,3.36934
"21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.94542060860658,0,0,1,0,1,1.05668
"22",0,0,0,0,0,0.693147180559945,0,0,0,1.94591014905531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.30258509299405,0,2.99573227355399,0,0,4.20469261939097,0,0,0,0,0,0,3.43398720448515,1,0
"23",0,0,3.13549421592915,0,0,3.97029191355212,0,0,0,0,1.09861228866811,0,0,0,0,0,0,4.63472898822964,0,0,0,0,0,0,0,0.693147180559945,2.30258509299405,1.79175946922805,1.79175946922805,3.43398720448515,0,6.51025834052315,0,0,1.94591014905531,0,5.01063529409626,2,6.79581
"24",0,0,1.94591014905531,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,3.17805383034795,0,3.17805383034795,0,4.17438726989564,0.693147180559945,0,0,0,1.6094379124341,0,0,2.63905732961526,0,0,0,0,1.38629436111989,0,3.49650756146648,2,4.04276
"25",0,0,0.693147180559945,0,0,0,0,0,1.09861228866811,0,0,0,0,2.56494935746154,2.94443897916644,0,0,0,0,0,0,0,0,0,0,1.6094379124341,0,0,0,0,0,0,0,0,0,0,0,1,4.64163
"26",0,0,0.693147180559945,0,0,0,0,0,6.44888939414686,2.07944154167984,0,4.45434729625351,0,0,1.09861228866811,0,0,0,1.38629436111989,0,2.39789527279837,2.19722457733622,0,0,0,1.09861228866811,4.15888308335967,0,2.30258509299405,0,0,0,4.17438726989564,0,0,1,4.74493212836325,6,6.45548
"27",0,0,0,0,0,3.52636052461616,3.29583686600433,0,0,0,0,0,0,0,0,2.70805020110221,0,0,0,4.85203026391962,0,0,0,0,0,0.693147180559945,0,0,0,0,0,2.83321334405622,0,4.45434729625351,0.693147180559945,1,4.43081679884331,3,4.27148
"28",0,4.33073334028633,0,0,0,0,0,0,0,0,0,1.38629436111989,0,1.09861228866811,0.693147180559945,3.89182029811063,0,0,0,0,1.38629436111989,0,0,0,0,4.0943445622221,0,0,0,0,0,0,0,3.87120101090789,0.693147180559945,2,4.18965474202643,1,0
"29",0,0,0,0,1.79175946922805,0,0,0,0,0,0,0,0.693147180559945,0,1.38629436111989,0.693147180559945,0,2.07944154167984,0,0,0,2.19722457733622,0,0,0,0,0,1.09861228866811,0,2.83321334405622,0,0,0,2.63905732961526,0,0,1.6094379124341,1,1.45568
"30",0,0,0,0,0,1.6094379124341,0,0,0,2.70805020110221,0,0,0,0,0,0,0,0,0.693147180559945,0,0,5.37527840768417,0,0,0,0,0,3.73766961828337,2.30258509299405,0,0,0,0,0,2.19722457733622,0,4.30406509320417,3,5.03827
"31",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0.693147180559945,0,0.693147180559945,0,0,0,0,0,1,0
"32",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.94591014905531,0,0,0,0,0,0,0,0,0,1,0
"33",0,0,0,0,0,0,0,0,0,0,2.94443897916644,0,0,0,0,0,1.09861228866811,0,0,0,4.69134788222914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3322045101752,1,0
"34",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.97029191355212,0,0,0,0,0,0,1.94591014905531,1,0
"35",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38629436111989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"36",0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.63905732961526,0,1.94591014905531,0,0,0,0,0,0,1.38629436111989,1,0
"37",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,1,0
"38",0,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,2.70805020110221,0,0,0,0,0,0,0,0,0,3.71357206670431,0,0,0,2.56494935746154,2.83321334405622,0,0,0,0,0,2.99573227355399,5,8.71607
"39",0,0,0,0.693147180559945,6.29156913955832,0,0,0.693147180559945,0,0,0,3.63758615972639,0,0,0,6.61873898351722,1.6094379124341,0,0,0,0,0,0.693147180559945,0,0,4.24849524204936,0,2.30258509299405,0,1.94591014905531,0,0,0.693147180559945,6.44413125670044,0,0,5.40267738187228,16,16.4888
"40",0,0,0,0,0,0,0,4.30406509320417,0,3.91202300542815,0,0,3.17805383034795,0,0,0,0,0,2.56494935746154,0,0,1.09861228866811,0,5.59842195899838,7.69484807238461,0,0,2.56494935746154,0,0,0,0,0,2.70805020110221,4.21950770517611,4,6.06610809010375,14,16.8929
"41",0,0,0,3.89182029811063,0.693147180559945,4.57471097850338,0,0,0,2.94443897916644,0,0.693147180559945,4.06044301054642,0,0,0,1.6094379124341,0,0,0,2.77258872223978,0,0,0,3.2188758248682,0,5.48063892334199,4.83628190695148,0.693147180559945,0,0,0,0,0,3.09104245335832,0,4.61512051684126,6,7.43856
"42",0,0,0,0,0,1.38629436111989,0,0,0,5.02388052084628,0,1.94591014905531,3.2188758248682,3.2188758248682,0,0,0,0,1.6094379124341,1.94591014905531,0,0,0,0,3.91202300542815,2.39789527279837,2.19722457733622,1.79175946922805,0,2.30258509299405,0.693147180559945,0,0,0,0,1,0,7,10.0342
"43",0,0,0,0,6.69456205852109,0,3.29583686600433,0,0,0,0,0,0,0,1.09861228866811,6.40191719672719,0,0,0,0,0,0,4.02535169073515,0,0,2.39789527279837,0,0.693147180559945,0,1.09861228866811,0,0,0,3.91202300542815,0,3,6.05443934626937,24,21.7572
"44",0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,4.61512051684126,0,0,0,0,0,1.09861228866811,0,0,0,0,0,0,2.89037175789616,0,3.80666248977032,2,3.20237
"45",0,0,0,0,0,0,0,0,0,4.47733681447821,0,1.79175946922805,0,2.07944154167984,0,0,0,0,0,0,1.09861228866811,0,0,0,0,2.07944154167984,0,0,0,0,2.94443897916644,0,0,0,0,1,0,8,10.6126
"46",0,0,1.38629436111989,0,0,0,0,0,0,0.693147180559945,1.09861228866811,0,0,0,0,0,0,0.693147180559945,0,1.6094379124341,0,3.2188758248682,0,0,0,0,0,0,0,2.39789527279837,0,0,0,0,0,0,2.39789527279837,0,3.36934
"47",0,0,5.19295685089021,0.693147180559945,1.38629436111989,1.09861228866811,4.06044301054642,0,0,3.98898404656427,0,1.6094379124341,0,0,1.38629436111989,0,3.17805383034795,0,0.693147180559945,0,0,7.92768504561578,0,0,0,0,0,2.56494935746154,0,0,0,2.07944154167984,0,4.15888308335967,1.38629436111989,1,6.22257626807137,3,5.51058
"48",1.6094379124341,0,0,0,0,2.19722457733622,0,0,4.72738781871234,0,0,0,0,0,0,0,0,0,4.64439089914137,0,0,0,0,4.21950770517611,4.60517018598809,0,0,0,0,0,0,0,0,0,0,2,2.77258872223978,3,7.55192
"49",0,0,0,0,0,0,2.77258872223978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0.693147180559945,0,0,0,0,6.0137151560428,0,1,4.56434819146784,4,8.38997
"50",4.30406509320417,0,0,0,0,0,0,0,0,0,0,0,5.11799381241676,0,0,1.09861228866811,0,0,0,0,0,0,0,0,3.97029191355212,0,0,3.25809653802148,0,0,1.09861228866811,0.693147180559945,0,0,0,1,4.02535169073515,2,5.57623
"51",1.94591014905531,5.11799381241676,1.94591014905531,0,0,0,0,0,0,1.38629436111989,0,4.44265125649032,0,2.30258509299405,0,2.70805020110221,0,0,0,0,0.693147180559945,2.94443897916644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.59511985013459,2,4.89304
"52",0,0,0,0,0,0,2.39789527279837,1.09861228866811,0,0,1.79175946922805,1.09861228866811,0,1.38629436111989,3.25809653802148,0,0.693147180559945,5.2040066870768,0,1.94591014905531,0.693147180559945,0.693147180559945,0.693147180559945,0,1.09861228866811,0,0,0,1.09861228866811,0,0,0,0,3.71357206670431,0.693147180559945,0,4.14313472639153,3,5.00534
"53",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79175946922805,0,0,0,0,0,0,0,0,0,1,0
"54",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"55",0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,1.38629436111989,0,0,0,0,0,0,6.19644412779452,0,0,1.6094379124341,0,0,0,0,0,0,0,0,0,0,0,4.00733318523247,3,5.63536
"56",0.693147180559945,4.48863636973214,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,2.89037175789616,3.98898404656427,0,0,0,0,0,0,0,0,4.31748811353631,0,0,0,0,4.26267987704132,0,1.09861228866811,0,0,2,4.15888308335967,5,11.4018
"57",0,2.94443897916644,0,0,0,3.73766961828337,0,0,0,0,0.693147180559945,0,0,0,0,2.94443897916644,0,0,0,1.6094379124341,0,0,0,0,0,0,0,0,1.09861228866811,0,0,1.6094379124341,0,0,0,1,3.46573590279973,5,6.46017
"58",0,0.693147180559945,0,1.94591014905531,0,0,2.484906649788,0,3.36729582998647,0,3.93182563272433,0,0,0,0,0,0.693147180559945,0,1.79175946922805,0,0,0,0,1.79175946922805,0,0,0,0,0,0,0,0,0,1.6094379124341,0,0,2.94443897916644,1,0
"59",0,0,0,0,0,0,0,6.15060276844628,0,3.17805383034795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,6.09807428216624,0,0.693147180559945,0,0,0,0,0,0,0,0,5.24174701505964,9,10.3796
"60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0,0,1.09861228866811,0,5.4553211153577,0,0,0,0,4.30406509320417,1,1.80545
"61",0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,2.63905732961526,0,2.07944154167984,0,0,0,0,0,0,1.38629436111989,1,0
"62",0,0,0,0,0,0,0,0,6.08677472691231,0,0,0,0.693147180559945,5.92958914338989,4.43081679884331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.38449506278909,3,7.23572
"63",0,0,0,0,0,0,3.66356164612965,0,0,0,0,0,0,0,0,0,0,1.94591014905531,0,0,0,5.34233425196481,0,4.12713438504509,0,3.17805383034795,0,0.693147180559945,0,0,0,0,0,3.13549421592915,5.90263333340137,1,4.83628190695148,4,10.1322
"64",0,0,0,0,0,0,4.23410650459726,0,1.79175946922805,4.39444915467244,0.693147180559945,0,0,0,0,4.34380542185368,0,0,0,2.30258509299405,0,0,0,0.693147180559945,0.693147180559945,0,0,2.99573227355399,7.68616230349291,0,0,4.53259949315326,0,0.693147180559945,0,1,6.00141487796115,4,8.19537
"65",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.94591014905531,0,0,0,0,0,0,0,0,0,1,0
"66",0,0,0,3.3322045101752,0,0,0,0,0,0,0,0,4.47733681447821,0,0,3.61091791264422,0,0,0,4.20469261939097,0,3.04452243772342,0,2.77258872223978,5.19849703126583,3.8286413964891,1.6094379124341,0,3.95124371858143,3.58351893845611,0,0,0,2.19722457733622,0,3,5.04985600724954,6,3.66794
"67",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0.693147180559945,0,0,1,0
"68",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,1.09861228866811,0,0,0,0,0,0,0,1,0
"69",0,0,0.693147180559945,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.77912349311153,0,0,0,0,0,0,0,0,0,1,3.61091791264422,2,4.23984
"70",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.70805020110221,0,1.94591014905531,0,0,0,0,0,0,1.38629436111989,1,0
"71",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5875500148248,0,0,0,0,0,0,0,0,0,0,0,0,0,5.03695260241363,1,0
"72",3.91202300542815,0,4.38202663467388,0,0,0,3.13549421592915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.91202300542815,1,1.5526
"73",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79175946922805,0,0,0,0,0,0,0,1,0
"74",0,0,0.693147180559945,2.99573227355399,0,0,4.47733681447821,0.693147180559945,0,0,0,0,5.51342874616498,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0.693147180559945,5.44673737166631,1,4.70953020131233,2,2.66716
"75",0,0,0,0,0,0,4.24849524204936,0,0,0,0,3.3322045101752,0,0,0.693147180559945,0,0,0,0,2.70805020110221,0,4.15888308335967,0,0,0,0,0.693147180559945,0,3.2188758248682,1.09861228866811,0,3.61091791264422,0,0,3.66356164612965,0,4.04305126783455,1,1.80545
"76",0,0,3.71357206670431,0,0,2.56494935746154,2.07944154167984,0,0,0,0,0,0,0,0,4.30406509320417,0,6.17586727010576,0,2.63905732961526,0,0,0,0,0,0,1.09861228866811,1.79175946922805,5.75574221358691,2.19722457733622,0,1.09861228866811,4.70048036579242,0,0,0,5.19849703126583,5,8.37205
"77",0,0,0,0,0,0,3.98898404656427,0,0,0.693147180559945,6.21260609575152,1.38629436111989,0,0,0,0,0,1.6094379124341,0,0.693147180559945,3.93182563272433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.46590811865458,2,1.00337
"78",0,0,4.4188406077966,0,0,0,2.63905732961526,0,0,0,0,1.6094379124341,0,0.693147180559945,0,0,0,2.83321334405622,1.09861228866811,2.83321334405622,0,4.47733681447821,3.78418963391826,0,0,0,0,0,0,1.09861228866811,0,0,0,1.94591014905531,0,0,3.91202300542815,2,5.32311
"79",0,0,0,0,3.91202300542815,0,3.66356164612965,1.38629436111989,0,0,0,0,0,3.97029191355212,3.29583686600433,6.11809719804135,0,0,2.07944154167984,0,0,0,0,0,0,6.2841341610708,1.94591014905531,0.693147180559945,0,0,8.79769958011892,0,0,0,0,3,7.34213173058472,58,36.0219
"80",1.09861228866811,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,1,0
"81",0,0,0,0,0,2.484906649788,0,0.693147180559945,0,1.38629436111989,0,0,0,0,0,0,0,0,0,1.38629436111989,0,0,0,0,0,0,0,0.693147180559945,0,3.8286413964891,0,0,0,0,0,0,2.19722457733622,1,0
"82",0,0,0,0,0,5.16478597392351,0,0,0.693147180559945,4.26267987704132,1.38629436111989,0,0,0,0,0,0,0,0,6.52649485957079,0,0,0,0,0,0,0,0,2.77258872223978,0,0,0,0,0,0,0,5.15905529921453,2,3.61726
"83",0,1.38629436111989,0.693147180559945,0,0,0,0,0,2.83321334405622,2.83321334405622,0,0,2.39789527279837,0,2.07944154167984,0,0,0,0,0,0,0,0,0,1.94591014905531,4.969813299576,0,0,0,0,0,0,0,0,0,2,3.36729582998647,3,1.782
"84",0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"85",0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.25809653802148,0,1.6094379124341,0,0,0,0,0,0,1.6094379124341,1,0
"86",4.44265125649032,0,0.693147180559945,2.70805020110221,1.6094379124341,1.6094379124341,2.07944154167984,8.76997321185875,0,4.89034912822175,0,0,0,0,0,3.93182563272433,0,1.79175946922805,0,0,0,0,0,0,0,2.19722457733622,0,0,0,0,0,0,0,0,1.6094379124341,13,7.13169851046691,58,33.736
"87",0,0,0,0,0,0,0,0,5.77144112313002,0,0,0,0,5.9427993751267,2.39789527279837,1.6094379124341,0,0,4.11087386417331,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,1,5.23110861685459,2,7.2789
"88",4.24849524204936,2.89037175789616,0,0,0.693147180559945,0,3.04452243772342,0,3.04452243772342,0,0,1.79175946922805,0,3.73766961828337,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,3.43398720448515,0,3.36934
"89",0.693147180559945,0,0,1.79175946922805,0,0.693147180559945,0,0,0,4.15888308335967,0,0,0,0,0,0,0,0,0,0,0,0,3.09104245335832,0,0,0,0,0,2.19722457733622,0,0,0,0,0,0,0,1.94591014905531,1,2.99799
"90",0,0,0,1.09861228866811,0,1.94591014905531,0,0.693147180559945,0,0,0,0,0,0,0.693147180559945,0,1.38629436111989,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,3.98898404656427,0,0.693147180559945,0,0,0,0,2.30258509299405,1,0
"91",0,0,0,0,0,0.693147180559945,0,0,1.09861228866811,2.83321334405622,0,2.484906649788,0,0.693147180559945,2.70805020110221,0.693147180559945,2.39789527279837,0,0.693147180559945,0,2.56494935746154,0,6.5424719605068,0,0,0.693147180559945,0,0,1.38629436111989,0,0,0,0.693147180559945,0,0,0,4.98360662170834,1,0
"92",0,0,0,0,0,3.87120101090789,0,0,4.99721227376411,4.00733318523247,0.693147180559945,0,0,0,0,0.693147180559945,0,3.93182563272433,3.80666248977032,0,0,0,2.484906649788,0,0,0,0,0,0,0,0.693147180559945,3.2188758248682,2.63905732961526,0,0.693147180559945,0,3.43398720448515,3,5.74218
"93",0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19722457733622,0,0.693147180559945,0,0,0,0,2.07944154167984,1,0
"94",0,0,3.71357206670431,0,0,0,3.58351893845611,0,0.693147180559945,0,0,0,0,0,0.693147180559945,0,0,5.37989735354046,0,0,0,0,0,0,0,0,0.693147180559945,0,3.49650756146648,0,0,0,0,0,0,0,4.12713438504509,2,3.47713
"95",0,0,0,0,0,1.79175946922805,4.00733318523247,0,0,1.38629436111989,0.693147180559945,1.38629436111989,0,0,2.07944154167984,1.38629436111989,0,0,0,0,0,2.19722457733622,0,0,0.693147180559945,0,1.09861228866811,0,3.61091791264422,0,0,6.38687931936265,0,0,0,0,5.15329159449778,2,2.8028
"96",2.30258509299405,0,3.98898404656427,0.693147180559945,0,0,3.09104245335832,0,0,0,0,0,0,0,0.693147180559945,0,0,4.36944785246702,0,0,0,2.19722457733622,0,0,0,0.693147180559945,0,3.66356164612965,0,0,0,0,0,0,0,0,3.87120101090789,1,2.23731
"97",0.693147180559945,0,0,2.94443897916644,0,0,0,0,0,0,0,0,0,0,1.94591014905531,7.0475172213573,0,0,0,0,0,0,0,0,0,4.29045944114839,0.693147180559945,0,0,0,5.73009978297357,2.07944154167984,0,0,0,4,5.51745289646471,13,19.4467
"98",0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.24849524204936,0,0,0,0,0,0,2.484906649788,1,0
"99",1.79175946922805,0,0,0,0,0,0,0,6.17586727010576,0,0,0,0,3.97029191355212,6.21460809842219,3.66356164612965,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,1,4.34380542185368,2,5.38882
"100",0,0,0,0,7.52131798019924,0,3.46573590279973,0,0,0,0,0,0,0,0,5.39362754635236,0,0.693147180559945,0,0,0,0,0,0,1.09861228866811,2.77258872223978,0,1.09861228866811,0,3.09104245335832,0,0,0,3.76120011569356,0,1,6.21860011969173,22,18.2652
"101",5.33753807970132,0,0,0,0,0,4.69134788222914,0,0,0,0,0,1.94591014905531,0,1.09861228866811,0,0,0,6.05443934626937,0,0,0,0,0,0,0,0,0,0,1.6094379124341,0,0,0.693147180559945,0,0,0,4.80402104473326,2,7.71238
"102",0,1.09861228866811,0,0,0,3.2188758248682,0,0,2.07944154167984,0,0,0,3.04452243772342,0,0,0,0,0,0,0,0,0,0,0,3.04452243772342,1.79175946922805,0,0.693147180559945,0,0,0,0,0,0.693147180559945,0,0,1.38629436111989,1,2.80848
"103",2.56494935746154,0,0,3.09104245335832,0,0,0,1.09861228866811,0,3.46573590279973,0,0,0,4.02535169073515,1.38629436111989,1.38629436111989,0,0,0,0,0,0,0,0,1.6094379124341,2.63905732961526,0,0,0,4.06044301054642,4.29045944114839,0,0,0,0,0,3.89182029811063,4,10.8639
"104",4.40671924726425,0,4.36944785246702,0,0,0,0,0,0,0,0,0,0,0,3.3322045101752,0,0,0,0,0.693147180559945,0,2.07944154167984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.24849524204936,1,2.55158
"105",0,0,4.68213122712422,0.693147180559945,0,4.71849887129509,0,0,0,0,0,0,4.17438726989564,0,0,0,0,0.693147180559945,0.693147180559945,1.09861228866811,0,0,0,0,0,0,4.60517018598809,3.13549421592915,1.79175946922805,3.66356164612965,0,0.693147180559945,0,0,0,1,4.40671924726425,1,1.45568
"106",4.44265125649032,0,0,0,0,0,0,0,0,0,0,0,5.03695260241363,0,0,0,0,0,0,0,0,0,0,0,3.95124371858143,0,0,3.17805383034795,0,2.07944154167984,1.38629436111989,0,0,0,0,2,4.64439089914137,5,11.0202
"107",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.97029191355212,0,0,0,0,0,0,1.94591014905531,1,0
