"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","bug"
"66",0,0,3.55534806148941,0,0,0,3.73766961828337,0,1.79175946922805,0,5.14749447681345,0,0,0,2.56494935746154,0,0,0,3.13549421592915,3.52636052461616,4.27666611901606,2.89037175789616,0,4.44265125649032,2.07944154167984,0,3.8286413964891,2.70805020110221,2.94443897916644,3
"67",1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0
"68",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79175946922805,0,0,0,0
"69",0,1.79175946922805,3.25809653802148,0,0,0,0,0,0,0,0,0,0,0,0,0,4.20469261939097,0,0,0,0,0,0,0,0,3.2188758248682,0,0,0,1
"70",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.04452243772342,0,0,0,0
"71",0,0,0,0,0,0,0,2.89037175789616,0,6.45362499889269,0,4.24849524204936,0,0,0,0,1.38629436111989,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0
"72",3.43398720448515,0,0,0,1.6094379124341,3.52636052461616,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,0,4.40671924726425,0,0,0,0,0
"73",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79175946922805,0,0,0,0
"74",0,0,4.00733318523247,0,0,0,6.23048144757848,0,0,0,0,0,0,0,2.19722457733622,0,0,0,0,0,0,2.07944154167984,0,0,2.63905732961526,0,0,0,0,1
"75",0,0,0,3.80666248977032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.97029191355212,0,0,0,0,1.38629436111989,0,0,4.91998092582813,0,3.71357206670431,0
"76",0,0,0,0,3.55534806148941,4.76217393479776,1.38629436111989,0,0,1.6094379124341,0,0,0,0,4.06044301054642,5.68017260901707,3.66356164612965,5.36129216570943,0.693147180559945,0,0,0,3.52636052461616,0,4.07753744390572,0,5.3890717298165,0,0,0
"77",0,1.6094379124341,0,0,0,5.46806014113513,0,0,0,3.04452243772342,0,0,0,0,0,5.74300318780948,0,0,3.40119738166216,0,0,2.39789527279837,0,0,0,0,0,0,0,0
"78",0,0,0,3.52636052461616,0,0,0,2.70805020110221,0,3.36729582998647,3.73766961828337,0,0,0,0,0,0,0,4.4188406077966,0,0,0,0,3.40119738166216,0,0,2.484906649788,0,3.55534806148941,0
"79",0,1.09861228866811,8.62604759632832,0,0,0,0,2.30258509299405,0,0,0,0,3.43398720448515,6.39859493453521,2.63905732961526,0,5.20948615284142,3.13549421592915,0,0,2.70805020110221,0,0,1.09861228866811,0,6.95177216439891,0,5.6937321388027,0,3
"80",0.693147180559945,0,0,0,0,0,0,0,0,1.6094379124341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"81",0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,2.30258509299405,0,0,0,0,2.77258872223978,0.693147180559945,0.693147180559945,0,1.94591014905531,0,3.46573590279973,0,0,0,0
"82",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.99573227355399,0,0,0,0,0,6.81563999007433,0,0,0,2.77258872223978,0,0
"83",0,0,1.94591014905531,0,0,0,0,3.61091791264422,0,0,3.43398720448515,0,3.2188758248682,0,0,0,3.93182563272433,0,2.63905732961526,0,0,0,0,0,0,0,3.78418963391826,0,0,2
"84",0,0,1.09861228866811,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"85",0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.36729582998647,0,0,0.693147180559945,0
"86",0,0,2.70805020110221,2.30258509299405,2.19722457733622,2.77258872223978,5.84643877505772,4.83628190695148,8.6909784171879,0,0,0,4.00733318523247,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,5.31320597904179,0.693147180559945,0,3.36729582998647,13
"87",0,0,0,0,0,0,0,4.00733318523247,0,0,0,6.26339826259162,5.29330482472449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"88",1.6094379124341,1.94591014905531,0,2.30258509299405,0,0,0,1.79175946922805,0,0,0,3.17805383034795,4.79579054559674,0,0,0,0,0,0,0,0,0,0,0,0,1.79175946922805,0,1.38629436111989,0,0
"89",0,0,0.693147180559945,0,0,0,0.693147180559945,3.91202300542815,0,0,0,0,0,0,0,0,0,0.693147180559945,3.73766961828337,0,1.09861228866811,0,0,0,0,0,0,1.6094379124341,0,0
"90",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.70805020110221,0,4.00733318523247,0,0,0,0
"91",0,0,0,0,0,0,0,4.39444915467244,0,5.96100533962327,0,4.17438726989564,0,0,0,0,0,0,0,0,4.95582705760126,0,4.12713438504509,3.55534806148941,0,0,0,0,0,0
"92",0,0,0,0,0,0,0,5.15329159449778,0,0,3.13549421592915,3.87120101090789,0,0,0,0,0,3.89182029811063,4.61512051684126,0,1.79175946922805,0,0,0,0,0,0,0,0,0
"93",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,1.79175946922805,0,0,0,0,0,0,1.6094379124341,0,0,0
"94",3.73766961828337,0,0,0,0,2.30258509299405,0,0,0,0,0,0,0,0,3.61091791264422,5.06890420222023,0,0,0,0,0,3.63758615972639,0,0,0,0,3.8286413964891,0,0,0
"95",2.30258509299405,0,0,3.85014760171006,0,4.15888308335967,0,0,0,0,0,0,2.484906649788,4.57471097850338,0,5.51745289646471,1.09861228866811,0,4.85981240436167,0,3.78418963391826,0,0,0,0,2.63905732961526,2.83321334405622,0,3.73766961828337,0
"96",0,0,0,2.70805020110221,0,2.63905732961526,0,0,0,0,0,0,0,0,2.07944154167984,4.57471097850338,0,0,0,0,0,1.79175946922805,3.63758615972639,0,3.66356164612965,0,0,0,0,0
"97",0,0,6.64509096950564,0,0,0,0,0,0,0,0,0,0,0,3.78418963391826,0,4.79579054559674,0,0,0,0,0,0,0,0,4.45434729625351,5.55682806169954,5.66296048013595,0,4
"98",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.484906649788,1.09861228866811,0,0,0,0,4.06044301054642,0,0,0,0
"99",0.693147180559945,0,0,3.43398720448515,0,0,0,0,0,0,0,6.89060912014717,4.06044301054642,0,0,0,0,0,0,0.693147180559945,1.38629436111989,0,0,0,0,0,0,0.693147180559945,0,1
"100",0,0,5.6021188208797,6.82979373751242,0,0,0,0,0,0,0,0,0,0,1.6094379124341,0,6.46769872610435,0,0,0,2.19722457733622,0,0,0,0,0.693147180559945,3.36729582998647,5.71042701737487,0,1
"101",5.27811465923052,0,0,0,0,0,0.693147180559945,0,0,1.6094379124341,0,0,6.24804287450843,0,0,0,0,0,0,0,0,0,0,0,0,1.38629436111989,1.09861228866811,3.49650756146648,0,0
"102",0,0,0,0,2.30258509299405,0,2.83321334405622,0,0,0,0,0,0,0,0,0,0,0,0,1.38629436111989,1.6094379124341,0,0,0,0,0,3.89182029811063,0,0,0
"103",0,0,4.30406509320417,0,0,0,3.43398720448515,0,0.693147180559945,2.77258872223978,0,2.19722457733622,3.95124371858143,0,0,0,0,0,0,0,1.38629436111989,0,0,0,1.79175946922805,4.36944785246702,0,2.30258509299405,0,0
"104",4.30406509320417,0,0,1.79175946922805,0,0,0,0,0,0,0,3.71357206670431,0,0,0,0,0,0,0,0,0,0,0,0,4.20469261939097,0,0,0,2.39789527279837,0
"105",4.44265125649032,1.38629436111989,0,0,4.33073334028633,0,3.40119738166216,0,1.94591014905531,0,0,0,0,0,0,2.484906649788,0,4.54329478227,0,0,0,3.8286413964891,0,0,4.54329478227,0,2.63905732961526,0,0,1
"106",5.24702407216049,0,0,0,0,0,3.68887945411394,0,0,0,3.85014760171006,0,0,0,0,0,0,0,0,1.38629436111989,3.73766961828337,0,0,0,0.693147180559945,1.09861228866811,0,0,0,2
"107",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.30258509299405,0,0,0,0,0,3.78418963391826,0,0,0,0
"108",0,0,1.38629436111989,1.38629436111989,0,3.66356164612965,0,0,0,0,0,1.38629436111989,2.07944154167984,0,4.21950770517611,0,0,0,0,1.6094379124341,0,0.693147180559945,0,2.19722457733622,1.94591014905531,0,2.39789527279837,0,0,1
"109",1.6094379124341,0,0,0,1.94591014905531,0,7.25981961036319,4.07753744390572,1.6094379124341,1.09861228866811,4.76217393479776,0,1.38629436111989,0,0,0,1.79175946922805,0,0,4.4188406077966,0,0,3.98898404656427,0,0,0,0,3.61091791264422,0,1
"110",1.6094379124341,0,0,1.79175946922805,3.91202300542815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.26267987704132,0,3.52636052461616,1.38629436111989,0,0,0,2.89037175789616,0
"111",4.27666611901606,0,0,2.07944154167984,0,0,0,0,0,3.46573590279973,0,0,0,3.29583686600433,0,0,0,6.97728134163075,2.07944154167984,0,0.693147180559945,0,0,0,3.43398720448515,0,2.94443897916644,1.09861228866811,0,0
"112",0,0,3.73766961828337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.63905732961526,0,0,1.38629436111989,0,0,0,0,0
"113",1.79175946922805,0,0,0,3.43398720448515,0,3.63758615972639,0,0,0,0,0,4.21950770517611,0,0,1.09861228866811,0,0,0,3.52636052461616,0,0,3.68887945411394,0,0,3.95124371858143,5.93489419561959,0,0,2
"114",0,0,0,0,0,0,6.45204895443723,0,0,0,5.44241771052179,1.09861228866811,1.09861228866811,0,0,0,0,0,0,4.00733318523247,0,0,0,0,0,0,0,0,0,2
"115",0,3.8286413964891,0,0,0,0,0,0,0,0,2.30258509299405,0.693147180559945,0,3.2188758248682,1.6094379124341,0,0,1.38629436111989,0,0,0,0,0.693147180559945,0,0,1.38629436111989,0,5.01063529409626,0,1
"116",5.28826703069454,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,6.1779441140506,0,0,0,0,0,0,3.76120011569356,1.6094379124341,0,4.15888308335967,0,0
"117",0,0,0,0,0,0,1.6094379124341,0,0,0,0.693147180559945,0,0,0,0,0,0.693147180559945,0,0,0,0,3.40119738166216,0,4.35670882668959,0,0,0,0.693147180559945,0,1
"118",3.78418963391826,0,0,0,0,0,0,0,0,0,0,0,4.62497281328427,0,5.26785815906333,0,0,0,0,0,0,0,0,0,0,4.65396035015752,0,0,0,0
"119",3.89182029811063,0,0,0,0,0,0,0,3.40119738166216,0,0,3.36729582998647,0,0,2.63905732961526,0,0,0,2.19722457733622,0,1.38629436111989,5.68017260901707,0,3.04452243772342,3.61091791264422,0,3.87120101090789,0,4.88280192258637,2
"120",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.484906649788,0,0,0,0,0,3.73766961828337,0,0,0,0
"121",0,1.38629436111989,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"122",0,0,0,3.13549421592915,0,0,0,0,0,0,0,0,0,0,0,1.38629436111989,0,0,0,0,0,1.79175946922805,0,0,0,4.14313472639153,0,0,0,0
"123",0,4.74493212836325,0,0,0,3.80666248977032,3.8286413964891,0,1.6094379124341,0,0,0,3.09104245335832,0,0,5.42053499927229,0,0,0,2.19722457733622,0,4.12713438504509,0,3.73766961828337,0,4.72738781871234,0,0,0,1
"124",1.38629436111989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"125",0.693147180559945,3.49650756146648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0.693147180559945,0,0,2.63905732961526,0,1
"126",0,1.6094379124341,0,0,0,0.693147180559945,3.55534806148941,3.17805383034795,0,0,3.55534806148941,0,0,0,3.40119738166216,4.65396035015752,0,0,4.93447393313069,4.20469261939097,4.53259949315326,0,0,1.94591014905531,5.65948221575962,5.36597601502185,3.73766961828337,3.29583686600433,0,1
"127",3.40119738166216,0,0,0,7.27447955877387,0.693147180559945,1.09861228866811,0,0,0,0,0,0,0,0,0,0.693147180559945,5.12396397940326,2.99573227355399,0,0,2.83321334405622,2.39789527279837,3.17805383034795,3.09104245335832,0,0,2.83321334405622,0,2
"128",0,0,0,0,0,5.2257466737132,0,0,0,6.87419849545329,0,0,0,0,0,5.2257466737132,3.68887945411394,0.693147180559945,2.89037175789616,0,2.63905732961526,0,5.0998664278242,0,0,0,0,0,0,1
"129",0,0,0,0,0,5.03043792139244,0,3.46573590279973,0,6.83947643822884,0,0,0,0,3.13549421592915,5.39816270151775,0,2.83321334405622,5.18178355029209,0,4.60517018598809,3.8286413964891,5.7268477475872,0,0,0,0,1.09861228866811,0,1
"130",4.67282883446191,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,3.91202300542815,0,3.13549421592915,0,0,0,5.37989735354046,0.693147180559945,4.43081679884331,0,0,0,0
"131",4.02535169073515,0,0,0,4.99043258677874,1.79175946922805,0,0,1.6094379124341,0,0,0,1.38629436111989,0,0,0,0.693147180559945,6.289715570909,0,0,0,0,3.58351893845611,2.07944154167984,0,0,0,0,0,0
"132",0,3.13549421592915,0,0,0,0,0,0,0,0,0,0,0,0,0,3.58351893845611,0,0,0,3.29583686600433,0,1.38629436111989,0,0,3.63758615972639,0,0,0.693147180559945,0,0
"133",0,0.693147180559945,0,0,0,0,1.09861228866811,2.56494935746154,0,0,2.39789527279837,0,0,0,0,2.07944154167984,0,0,0,0,0,0,4.00733318523247,0,0,0,0,0,0,0
"134",0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.36729582998647,0,0,0,0
"135",1.38629436111989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"136",1.09861228866811,0,0,0,0,0,0,0,0,1.6094379124341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"137",1.94591014905531,3.80666248977032,1.79175946922805,0,5.08759633523238,4.31748811353631,0,0,0,0,0,0,3.87120101090789,0.693147180559945,3.36729582998647,0,0,3.09104245335832,1.79175946922805,2.19722457733622,4.75359019110636,5.21493575760899,4.86753445045558,0,2.30258509299405,2.19722457733622,4.35670882668959,0,2.19722457733622,1
"138",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,3.3322045101752,0,0,4.63472898822964,0,0,0,0.693147180559945,1.6094379124341,0,0,0
"139",3.80666248977032,0,0,0,3.66356164612965,0,0,0,3.04452243772342,0,2.39789527279837,0,0,0,0,1.79175946922805,0.693147180559945,0,0,0,0,3.13549421592915,0,3.66356164612965,1.94591014905531,0,0,0,2.484906649788,0
"140",0,0,0,0,0,0,3.17805383034795,0,0,0,0,0,0,0,3.91202300542815,0,0,2.39789527279837,0,0,0,0,0,6.40357419793482,0,0,0,0,0,0
"141",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.07944154167984,0,0,0,0,0.693147180559945,3.80666248977032,0,0,0,0
