"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","bug"
"157",4.45434729625351,2.77258872223978,4.36944785246702,5.8636311755981,3.8286413964891,3.25809653802148,0,6.41345895716736,0,4.27666611901606,4.20469261939097,1.79175946922805,0
"158",6.46302945692067,0,5.25749537202778,3.66356164612965,0,0,0,0,0,1.38629436111989,0,0,0
"159",4.79579054559674,0,5.2257466737132,2.56494935746154,4.83628190695148,6.23441072571837,0,0,6.91274282049318,0,5.85793315448346,4.53259949315326,7
"160",0,0,0,0,0,1.38629436111989,0,0,0,0,4.23410650459726,0,0
"161",0,4.68213122712422,0,5.89715386763674,0,0,0,4.7361984483945,0,2.484906649788,5.44241771052179,4.96284463025991,1
"162",0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0
"163",0,0,0,1.38629436111989,0,0,0,0,0,0,0,0,0
"164",0,0,0,0,1.6094379124341,0,0,0.693147180559945,0,0,0,0,0
"165",2.83321334405622,0,0,0,3.3322045101752,7.39939808333135,0,3.85014760171006,3.09104245335832,2.19722457733622,7.68432406768116,0,4
"166",0,0,0,0,1.09861228866811,4.24849524204936,3.25809653802148,0,4.46590811865458,0,4.00733318523247,0,1
"167",0,0,0,3.93182563272433,5.02388052084628,0,0.693147180559945,0,0,6.36818718635049,0,0,0
"168",1.38629436111989,0,2.89037175789616,0,5.35658627467201,0.693147180559945,0,3.66356164612965,0,0,0,0,2
"169",3.66356164612965,2.30258509299405,0,3.13549421592915,2.07944154167984,4.45434729625351,0,0,0,0,7.69712131728263,0,1
"170",0,0,1.38629436111989,0,0,4.86753445045558,0,0,0,0,6.0137151560428,0,1
"171",4.87519732320115,5.47646355193151,0,4.36944785246702,0,0,1.09861228866811,2.39789527279837,0,5.12989871492307,3.73766961828337,1.79175946922805,2
"172",3.68887945411394,5.59842195899838,0,4.53259949315326,5.50938833662798,0,0,1.09861228866811,0,4.8283137373023,4.77068462446567,5.605802066296,1
"173",1.38629436111989,0,0,0,2.19722457733622,0,0,2.94443897916644,0,4.34380542185368,2.77258872223978,0.693147180559945,0
"174",0,0,0,2.19722457733622,0,0,0,0,0,0,4.88280192258637,0,0
"175",4.74493212836325,3.80666248977032,5.50125821054473,2.70805020110221,7.68432406768116,0,0,2.89037175789616,6.22257626807137,0,6.95272864462487,6.3818160174061,10
"176",0,5.79301360838414,0,4.78749174278205,3.95124371858143,0,0,0,0,0,0,0,0
"177",0,0,0,0,0,0,0,0,1.94591014905531,0,0,0,0
"178",0,0,0,1.38629436111989,0,0,0,0,0,0,0,0,0
"179",1.09861228866811,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0
"180",1.94591014905531,4.04305126783455,0,4.07753744390572,0,0,0,0,0,3.25809653802148,5.73334127689775,0,0
"181",0,0,3.09104245335832,0,1.38629436111989,0,0,0,0,0,3.80666248977032,0,0
"182",0,0,0.693147180559945,2.07944154167984,3.09104245335832,1.94591014905531,0,0,0,0,0,5.7268477475872,0
"183",0,0,2.30258509299405,0,0,0,1.38629436111989,0,0,3.09104245335832,0,0,0
"184",0,0,4.46590811865458,0,0,0,0,0,3.80666248977032,0,0,0,0
"185",0,0,0,2.77258872223978,0,0,2.484906649788,0.693147180559945,2.56494935746154,0,0,1.79175946922805,0
"186",6.5510803350434,3.73766961828337,6.96318998587024,3.43398720448515,5.42053499927229,4.18965474202643,0,6.4393503711001,6.30627528694802,8.15679704667565,5.15905529921453,1.09861228866811,4
"187",0,0,0,3.09104245335832,0,0,6.12029741895095,0,0,0.693147180559945,0,0,1
"188",0,0,0,0,0,7.12447826249342,0,0,4.62497281328427,0,0,0,0
"189",3.13549421592915,0,2.94443897916644,1.09861228866811,0,0,0,2.07944154167984,0,4.55387689160054,5.10594547390058,0,1
"190",0,0,2.07944154167984,0,2.77258872223978,0,0,0,0,0,0,0,0
"191",0,4.18965474202643,0.693147180559945,5.38449506278909,0,0,0,0.693147180559945,0.693147180559945,3.09104245335832,3.3322045101752,1.79175946922805,1
"192",0,0,0,3.52636052461616,5.01727983681492,0,1.6094379124341,3.36729582998647,0,0,0,0,2
"193",0,0,0,0,2.56494935746154,0,0,0,0,2.63905732961526,4.77068462446567,0,1
"194",6.25382881157547,0,0,3.68887945411394,0,3.97029191355212,0,0,0,0,0,0,1
"195",0,3.63758615972639,3.97029191355212,1.38629436111989,3.87120101090789,1.09861228866811,0,0,0,0,2.70805020110221,7.28138566357028,0
"196",3.85014760171006,0,0,0,0,0,3.40119738166216,0,1.6094379124341,0,0,0,0
"197",0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0
"198",0,0,0,0,4.89783979995091,4.87519732320115,0,4.34380542185368,0,0,0,7.07072410726028,0
"199",6.68085467879022,0.693147180559945,0,0,0,5.4380793089232,0,3.87120101090789,0,0,0,0,0
"200",0,0,3.95124371858143,0,0,0,0,0,0,0,0,0.693147180559945,0
"201",0,0,0,0,0,3.95124371858143,0,0,4.20469261939097,0.693147180559945,0,3.66356164612965,1
"202",3.25809653802148,0,0,0,4.64439089914137,0,6.63725803128446,2.07944154167984,0,5.77455154554441,5.54126354515843,0.693147180559945,2
"203",4.94875989037817,5.59471137960184,0,2.39789527279837,0,5.88332238848828,6.90675477864855,5.41610040220442,3.95124371858143,7.23705902612474,0.693147180559945,0,0
"204",0,0,0.693147180559945,0,0,0.693147180559945,0,1.09861228866811,4.79579054559674,0.693147180559945,0,0.693147180559945,1
"205",0.693147180559945,2.77258872223978,0,3.63758615972639,7.07326971745971,3.09104245335832,0,0.693147180559945,4.07753744390572,0,0,0,1
"206",0,0,0,0,0,0,5.85220247977447,0,0,0,0,0,1
"207",0,0,3.52636052461616,0,0.693147180559945,4.00733318523247,1.09861228866811,0,1.94591014905531,0,4.20469261939097,0,1
"208",6.00881318544259,3.40119738166216,4.51085950651685,3.29583686600433,8.21770840684531,1.6094379124341,0,0,3.76120011569356,2.83321334405622,3.87120101090789,4.4188406077966,4
"209",0,0,3.61091791264422,0,2.70805020110221,0,0,0,1.09861228866811,0,0,0,0
"210",5.66988092298052,3.61091791264422,0,1.09861228866811,0,0,0,2.484906649788,0,5.2257466737132,0,0,0
"211",0,0,0,0,1.09861228866811,2.30258509299405,0,1.94591014905531,5.83773044716594,0,0,1.38629436111989,0
"212",4.66343909411207,0,0.693147180559945,0,0,4.63472898822964,0,0,0,0,0.693147180559945,0,1
"213",0,0,0,0,0,0,0,0,0,4.83628190695148,0,0,0
"214",0,0,0,0,0,3.46573590279973,0,0,0,0,4.31748811353631,0,1
"215",2.56494935746154,0,0,0,4.93447393313069,0,0,0,0,0.693147180559945,0,0,2
"216",4.14313472639153,2.99573227355399,0,0,0,0,0,0,4.46590811865458,5.04985600724954,5.71702770140622,0,2
"217",5.11799381241676,0,2.99573227355399,0,4.30406509320417,0,2.63905732961526,0,3.68887945411394,6.18826412308259,4.56434819146784,0.693147180559945,3
"218",5.76832099579377,0,4.44265125649032,0,4.21950770517611,3.76120011569356,4.06044301054642,2.70805020110221,4.35670882668959,5.92692602597041,3.63758615972639,0.693147180559945,2
"219",0,0.693147180559945,0,0.693147180559945,5.57215403217776,2.63905732961526,0,2.94443897916644,0,0,0,0,1
"220",1.38629436111989,2.30258509299405,0,0,0,0,5.71042701737487,0.693147180559945,4.20469261939097,5.29831736654804,4.89034912822175,0,0
"221",0,4.02535169073515,0,3.2188758248682,0,0,6.46458830368996,0.693147180559945,0,0,4.86753445045558,0,1
"222",2.56494935746154,6.46769872610435,5.92425579741453,4.4188406077966,3.17805383034795,0,0,3.25809653802148,0,4.64439089914137,0,0,3
"223",0,0,0,4.07753744390572,5.12396397940326,0,0,0,0,5.73334127689775,0,0,0
"224",0,0,3.13549421592915,4.15888308335967,2.94443897916644,1.38629436111989,0,0,4.8283137373023,2.30258509299405,0,0,1
"225",0,0,0,1.38629436111989,0,0,0,0,0,0,0,0,0
"226",3.55534806148941,1.79175946922805,3.2188758248682,4.23410650459726,7.66528471847135,1.38629436111989,0,4.70048036579242,0,2.89037175789616,0,4.20469261939097,4
"227",0,0,0,0,1.94591014905531,0,4.9416424226093,1.79175946922805,0,0,0,0,0
"228",0,0,0,1.38629436111989,0,0,0,0,0,4.07753744390572,0,0,0
"229",4.18965474202643,4.35670882668959,0,3.71357206670431,0,4.12713438504509,0,3.52636052461616,0,3.61091791264422,6.93537044601511,2.484906649788,3
"230",0,0,2.484906649788,0,3.29583686600433,0,0,0,2.77258872223978,0,0,0,0
"231",0,0,0,0,0.693147180559945,0,0,1.38629436111989,0,0,2.19722457733622,3.66356164612965,0
"232",0,0,0,0,2.19722457733622,0,0,6.51025834052315,0,3.25809653802148,0.693147180559945,2.99573227355399,0
"233",4.07753744390572,0,0,1.09861228866811,0,3.25809653802148,0,0,0,5.04342511691925,4.14313472639153,0,0
"234",0,0,2.484906649788,1.09861228866811,2.19722457733622,0,0,0,0,0,0,0,0
"235",2.56494935746154,4.35670882668959,1.6094379124341,0,5.03695260241363,0,0,3.29583686600433,1.6094379124341,5.20948615284142,7.13648320859025,1.09861228866811,2
"236",0,0,0,0,0,5.07517381523383,5.44673737166631,0,4.63472898822964,0,0,0,1
"237",0,0,0,0,0,4.72738781871234,1.79175946922805,2.83321334405622,0,0,4.33073334028633,0,1
"238",0,0.693147180559945,0,0,2.94443897916644,3.61091791264422,5.4380793089232,0,5.15329159449778,0,0,0,1
"239",0,0,2.99573227355399,0,5.97635090929793,0,0,0,3.55534806148941,1.09861228866811,2.83321334405622,0,1
"240",0,0,0,0,0,0.693147180559945,0,0,0,0,5.03695260241363,2.83321334405622,0
"241",0,0,1.09861228866811,0,0,0,5.90536184805457,0,4.47733681447821,0,0,0,2
"242",5.21493575760899,7.18916773842032,2.63905732961526,5.78996017089725,3.36729582998647,0,2.56494935746154,2.07944154167984,6.04973345523196,6.31535800152233,7.50218648660292,6.53958595561767,3
"243",0,0,0,0,0,0,0,0,0,3.80666248977032,4.82028156560504,0,0
"244",6.30627528694802,0,0,4.92725368515721,4.80402104473326,0,0,3.58351893845611,0,0,0,0,1
"245",0,0,4.12713438504509,0,0,0,1.38629436111989,0,2.484906649788,1.38629436111989,1.79175946922805,0,0
"246",0,5.46383180502561,0,2.63905732961526,0,0,0,0,0,0,1.09861228866811,0,1
"247",4.11087386417331,1.38629436111989,0,0,1.6094379124341,0.693147180559945,0,0,0.693147180559945,0,4.86753445045558,0,0
"248",4.44265125649032,0.693147180559945,0,1.38629436111989,2.77258872223978,4.02535169073515,0,6.11368217983223,0,0,1.09861228866811,0,0
"249",0,0,0,0,2.83321334405622,0,0,0,1.6094379124341,0,0.693147180559945,0,0
"250",0,0,0,0,0,0,0,1.94591014905531,0,1.09861228866811,0,0,0
"251",2.94443897916644,0,0,1.09861228866811,1.09861228866811,3.09104245335832,0,0,5.65248918026865,0,0,4.70953020131233,1
