"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","bug"
"38",2.484906649788,0,3.49650756146648,0,0,0,0,0,3.66356164612965,0,0,0,1.09861228866811,0,0.693147180559945,0,0,0,0
"39",4.68213122712422,0,7.4489161025442,0,0,0,0,0,3.85014760171006,0,0,0,0,0,0,0,0,5.16478597392351,0
"40",0,4.59511985013459,0,7.08170858610557,2.70805020110221,0,6.31535800152233,5.55682806169954,0,0.693147180559945,0,0,6.22653666928747,4.20469261939097,0,0,1.94591014905531,3.36729582998647,4
"41",0,4.06044301054642,0.693147180559945,1.6094379124341,1.94591014905531,0,4.59511985013459,0,0,0,0,0,0,6.14203740558736,0,1.6094379124341,2.83321334405622,0,0
"42",3.71357206670431,0,0,0,4.92725368515721,0,3.76120011569356,0,3.29583686600433,0,0,0,0,2.39789527279837,2.19722457733622,3.63758615972639,0,0,1
"43",1.79175946922805,0,7.16857989726403,0,0,0,0,0,4.98360662170834,1.09861228866811,0.693147180559945,0,0,0,0,0,4.65396035015752,0,3
"44",0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,4.79579054559674,0
"45",0,0,0,0,4.35670882668959,0,0,0,3.66356164612965,0,0,0,1.38629436111989,1.79175946922805,1.38629436111989,0,0,0,1
"46",0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,2.30258509299405,2.19722457733622,0,3.25809653802148,0
"47",0,3.09104245335832,2.99573227355399,0,5.35658627467201,3.93182563272433,0,3.36729582998647,0,0,3.58351893845611,0,0,2.484906649788,3.55534806148941,0,4.15888308335967,7.90544164906029,1
"48",0.693147180559945,0,0,4.02535169073515,0,0.693147180559945,4.24849524204936,5.42934562895444,0,0,0,0,3.66356164612965,0,0,0,1.09861228866811,0,2
"49",0.693147180559945,0,6.02102334934953,0,0,1.79175946922805,0,0,2.19722457733622,0,0,0,0,0,0,0,0,0,1
"50",2.19722457733622,1.79175946922805,0,0,0,0,4.86753445045558,0,0,0,0,0.693147180559945,4.71849887129509,4.07753744390572,0,2.30258509299405,0,0,1
"51",5.28320372873799,2.70805020110221,0,0,2.99573227355399,0,0,3.3322045101752,0,0,0,0,0,0,0,0,0,3.95124371858143,0
"52",0,0,0,0,2.56494935746154,3.13549421592915,0,0,0,2.70805020110221,1.94591014905531,0,0,0,0,0,0,5.4380793089232,0
"53",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79175946922805,0,0,0
"54",0,0,0,0,0,1.38629436111989,0,0,0,0,0,0,0,0,0,0,0,0,0
"55",0,2.484906649788,0,0,0,4.57471097850338,0,0,0,0,0,0,0,0,0,0,0,5.97126183979046,0
"56",5.06890420222023,0,0.693147180559945,0,0,0,0.693147180559945,0,4.90527477843843,0,0,0,2.56494935746154,0,0,0,0,0,2
"57",3.13549421592915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0943445622221,2.07944154167984,0,1
"58",0,3.13549421592915,0,0,0,0,0,2.56494935746154,0,3.76120011569356,0,0,0,1.09861228866811,0,0,3.52636052461616,0,0
"59",0,0,4.75359019110636,6.39526159811545,3.25809653802148,0,0,0,2.83321334405622,0,0,0,0,5.21493575760899,0,0,0,0,0
"60",0,0,0,0,0,0,0,1.6094379124341,0,0,0,0,0,4.24849524204936,0,5.10594547390058,0,0,0
"61",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.13549421592915,0,0,0
"62",0,0,0,0,2.63905732961526,6.23048144757848,0,5.93489419561959,0,0,0,0,0.693147180559945,0,0,0,0,0,1
"63",0,3.58351893845611,3.68887945411394,0,0,1.38629436111989,3.3322045101752,4.06044301054642,1.38629436111989,0,1.94591014905531,4.39444915467244,4.00733318523247,0,0,1.6094379124341,0,6.0330862217988,1
"64",5.82008293035236,5.6970934865054,5.32787616878958,0,5.01727983681492,3.93182563272433,0,0,5.09375020080676,0,7.08757370555797,1.94591014905531,0.693147180559945,4.39444915467244,3.29583686600433,1.38629436111989,2.89037175789616,0.693147180559945,1
"65",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.94591014905531,0,0,0
"66",0,0,0,4.11087386417331,0,0,4.61512051684126,0.693147180559945,3.2188758248682,0,4.23410650459726,0,4.49980967033027,0,4.33073334028633,4.88280192258637,0,3.29583686600433,3
"67",0,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0
"68",0,0.693147180559945,0,0,0,0,0,0,1.38629436111989,0,0,0,0.693147180559945,0,0,0,0,0,0
"69",4.21950770517611,0,3.93182563272433,0,1.09861228866811,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,1
"70",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.04452243772342,0,0,0
"71",0,0,0,0,0,3.68887945411394,0,0,0,0,0,0.693147180559945,0,0.693147180559945,0,0,6.52941883826223,0,0
"72",0,0,0,0,0,0,0,0,0,4.30406509320417,0,0,3.61091791264422,0,0,0,0,3.73766961828337,0
"73",0,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,1.38629436111989,0,0,0
"74",0,0,0,0.693147180559945,5.14749447681345,0,5.93224518744801,0,3.13549421592915,2.94443897916644,0,0,0,0,0,0,0,0.693147180559945,1
"75",2.89037175789616,0,0,0,4.38202663467388,0,0,0,0,0,3.91202300542815,0,0,0,0,4.00733318523247,3.2188758248682,3.97029191355212,0
"76",0,2.07944154167984,0,0,1.94591014905531,0,0,0,1.38629436111989,5.93489419561959,6.18414889093748,0.693147180559945,0,0,0,4.24849524204936,4.78749174278205,0,0
"77",0,0,0,0,0.693147180559945,1.38629436111989,0,0,0,6.3456363608286,0,0,3.61091791264422,0,0,0.693147180559945,0,0,0
"78",0,0,0,0,0,0,2.94443897916644,0,0,3.89182029811063,2.56494935746154,0,2.70805020110221,0,3.43398720448515,0,3.40119738166216,4.80402104473326,0
"79",1.6094379124341,0,6.21460809842219,1.6094379124341,0,0,0,0,8.79558221695643,0,0,0,6.3297209055227,4.56434819146784,0,0,3.13549421592915,0,3
"80",1.38629436111989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0
"81",0,0,0,0,0.693147180559945,0,0,0,0.693147180559945,0,0,0,0,0,0,4.14313472639153,0,0,0
"82",0,0,0,0,0,0,0,0,0,0,2.19722457733622,0,0,4.44265125649032,6.74993119378857,0,0,0,0
"83",0,0,4.51085950651685,0,0,3.36729582998647,2.89037175789616,2.39789527279837,0,0,0,0.693147180559945,4.04305126783455,0,0,0,0,0,2
"84",0,0,0.693147180559945,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,0
"85",0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,3.40119738166216,0,0,0
"86",3.3322045101752,3.09104245335832,0,8.74925684010501,5.63121178182137,3.78418963391826,2.83321334405622,0,0,0,0,0,0,0,0,3.89182029811063,0,2.56494935746154,13
"87",0,1.09861228866811,0,0.693147180559945,2.19722457733622,5.37989735354046,0.693147180559945,6.30444880242198,0,0,0,0,1.09861228866811,0,0,0,0,0,1
"88",2.39789527279837,0,1.09861228866811,0,0,3.97029191355212,0,0,0,0.693147180559945,0,0,4.70953020131233,0,0,0,0,0,0
"89",0,0,0.693147180559945,0,2.484906649788,2.70805020110221,0,0,0,0.693147180559945,2.19722457733622,2.39789527279837,0,4.00733318523247,0,0,0,0,0
"90",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.23410650459726,0,0,0
"91",0,0,0,0,3.85014760171006,4.17438726989564,0,0,0,0,0,0,0,4.68213122712422,5.8805329864007,0,5.26785815906333,0,0
"92",0,3.2188758248682,0,0,0,4.59511985013459,0,0,0,2.83321334405622,0,0,0.693147180559945,4.90527477843843,0,0,4.80402104473326,0,0
"93",0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,2.30258509299405,0,0,0
"94",0,0,0,0,0,0,0,0,1.09861228866811,5.39362754635236,3.61091791264422,0,0,0,0,4.06044301054642,2.56494935746154,0,0
"95",3.17805383034795,4.26267987704132,0,0,0,0.693147180559945,0,2.39789527279837,2.30258509299405,0,4.61512051684126,0,0,0,0,6.03787091992214,3.3322045101752,4.07753744390572,0
"96",2.19722457733622,0,0,0,0,0,0,0,0,5.11799381241676,0,0,0,0,0,3.61091791264422,0,0,0
"97",0,0,6.05443934626937,0,0,0,4.02535169073515,0.693147180559945,6.85224256905188,0,0,0,2.89037175789616,0,0,1.38629436111989,4.75359019110636,0,4
"98",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.26267987704132,0,0,0
"99",1.09861228866811,0,0,0.693147180559945,0,6.94022246911964,1.94591014905531,0,3.55534806148941,0,0,0,0,0,0,0,0,0,1
"100",4.18965474202643,0,7.49665243816828,0,4.06044301054642,0,0,0,4.12713438504509,0,0,0,0,0,0,0,3.40119738166216,5.11799381241676,1
"101",2.99573227355399,0,0,0,1.94591014905531,0,4.45434729625351,4.91998092582813,0,0,0.693147180559945,0,6.18826412308259,0,0,0,3.04452243772342,0,0
"102",0,0,0.693147180559945,0,1.09861228866811,0,2.83321334405622,0,0,0,0,2.94443897916644,0,0,0,3.78418963391826,0,0,0
"103",0,0,2.19722457733622,0,0,0.693147180559945,0,0,4.12713438504509,0,0,0,5.31811999384422,0,0,0,0,0,0
"104",0,1.6094379124341,0,0,0,2.83321334405622,0,0,0,0,0,0,4.0943445622221,0,0,0,0,4.75359019110636,0
"105",0,0.693147180559945,0,1.6094379124341,0,0,3.58351893845611,0,0,3.71357206670431,4.35670882668959,2.39789527279837,0,5.53338948872752,0,3.49650756146648,0,0.693147180559945,1
"106",0,2.56494935746154,0,2.39789527279837,0,0,4.95582705760126,0,0,0,0,0,4.75359019110636,3.76120011569356,0,0.693147180559945,0,0,2
"107",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.97029191355212,0,0,0
"108",3.73766961828337,2.39789527279837,0,0,0.693147180559945,1.6094379124341,0,0,2.39789527279837,0,0,0,0,0,0,4.44265125649032,0,0,1
"109",4.11087386417331,2.89037175789616,2.30258509299405,0,5.39362754635236,0,7.28276117960559,3.13549421592915,0,0,0,0,0,1.38629436111989,0,0,1.94591014905531,0,1
"110",0,1.09861228866811,0,0,0,0,0,0,0,0,3.85014760171006,0,0,1.38629436111989,4.44265125649032,0,0,3.85014760171006,0
"111",0,3.73766961828337,2.39789527279837,0,0.693147180559945,0,3.3322045101752,0,0,0,6.60800062529609,0,0,5.76205138278018,0,0,4.85981240436167,0,0
"112",0.693147180559945,0,2.19722457733622,0,0,0,0,0,3.43398720448515,2.30258509299405,0,0,2.30258509299405,0,0,0,0,0,0
"113",2.77258872223978,0,0,0,3.29583686600433,0,3.17805383034795,4.62497281328427,0,0,3.87120101090789,0,0,0,1.94591014905531,5.82304589548302,4.46590811865458,0,2
"114",0,3.43398720448515,1.09861228866811,1.38629436111989,3.46573590279973,1.09861228866811,6.74993119378857,0,0,0,0,0,0,0,0,0,0,0,2
"115",4.11087386417331,0,4.86753445045558,3.3322045101752,0.693147180559945,0,0,0,0,0,0,3.13549421592915,0,0,0,0,0,0,1
"116",0,3.25809653802148,3.95124371858143,1.09861228866811,0,0,5.03695260241363,0,0,0,5.82304589548302,0,0,5.37989735354046,0,1.6094379124341,0,0,0
"117",0,0,0,0,0,0,0,0,0,0,0,0,2.07944154167984,0,4.59511985013459,2.19722457733622,0,0,1
"118",0,0,0,0,0,2.07944154167984,1.09861228866811,0,2.30258509299405,0,0,0,0,0,0,5.99645208861902,3.13549421592915,0,0
"119",0,0,0,3.3322045101752,0,3.8286413964891,0,0,0,0,3.97029191355212,3.43398720448515,2.30258509299405,0,4.36944785246702,4.55387689160054,0,5.77144112313002,2
"120",0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,3.95124371858143,0,0,0
"121",0,0,0,0,0,0,0.693147180559945,0,0,0,0,1.38629436111989,0,0,0,0,0,0,0
"122",0,1.94591014905531,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,4.36944785246702,0,2.07944154167984,0
"123",0,0,1.6094379124341,2.63905732961526,0,0,0,0.693147180559945,4.49980967033027,6.06610809010375,0,0,3.80666248977032,3.87120101090789,3.87120101090789,0,0,0,1
"124",0,0,0,0,0,1.38629436111989,0,0,0,0,0,0,0,0,0,0,0,0,0
"125",3.52636052461616,0,1.38629436111989,0,0,0,0,0,1.79175946922805,0,0.693147180559945,0,0,0,0,1.94591014905531,0,0,1
"126",0,0,3.36729582998647,4.40671924726425,1.38629436111989,0,1.38629436111989,0,0,5.17048399503815,0,3.29583686600433,0,5.65599181081985,0,6.09356977004514,3.17805383034795,3.46573590279973,1
"127",0,0,0,0.693147180559945,0,2.99573227355399,0,0,0,0,7.27309259599952,0,0,4.78749174278205,0.693147180559945,0,4.51085950651685,4.35670882668959,2
"128",0,0,0,0,4.15888308335967,3.04452243772342,0,0,0,6.22851100359118,0,4.86753445045558,0,6.74758652682932,0,0,0,0,1
"129",0,0,0,0,5.63121178182137,2.63905732961526,0,0,0,6.94408720822953,0,6.34738920965601,0,3.3322045101752,0,0,4.38202663467388,0,1
"130",0,5.15905529921453,0,0,0.693147180559945,0,0,0,3.13549421592915,0,0,0,0,4.63472898822964,5.19849703126583,0,0,0,0
"131",3.49650756146648,0,0,2.70805020110221,0,2.07944154167984,0,0,0,0,6.51025834052315,0,0,4.23410650459726,0,0,1.09861228866811,0,0
"132",0,0,0,0,0,0,2.63905732961526,2.77258872223978,0,4.56434819146784,0,0,0,0,0,0,0,0.693147180559945,0
"133",0.693147180559945,3.3322045101752,0,0,0.693147180559945,0.693147180559945,0,0,0,0,2.19722457733622,0,0,3.85014760171006,1.09861228866811,0,0,0,0
"134",0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,3.3322045101752,0,0,0
"135",0,0,0,0,0,1.38629436111989,0,0,0,0,0,0,0,0,0,0,0,0,0
"136",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,1.79175946922805,0,0,0
"137",2.83321334405622,2.77258872223978,0,2.19722457733622,4.36944785246702,0,0,0,3.95124371858143,0,4.55387689160054,5.21493575760899,5.14749447681345,4.8283137373023,3.40119738166216,4.34380542185368,4.40671924726425,1.38629436111989,1
"138",0,0,0,0,0,0,0,0,0,0,4.30406509320417,0,0,0,3.52636052461616,0,3.40119738166216,0,0
"139",0.693147180559945,2.07944154167984,1.6094379124341,1.6094379124341,0,0,0,0,0,0,3.25809653802148,0,0,4.66343909411207,3.61091791264422,2.63905732961526,0,0,0
"140",0,0,0,0,2.70805020110221,0,2.83321334405622,0,1.94591014905531,0,0,0,0,2.83321334405622,6.41673228251233,0,3.13549421592915,0,0
"141",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.97029191355212,0,0,0
"142",0,0,0,2.07944154167984,0,1.09861228866811,1.6094379124341,0,0,3.80666248977032,4.53259949315326,4.33073334028633,4.39444915467244,0,6.24416690066374,5.04985600724954,3.29583686600433,2.39789527279837,2
"143",0,1.38629436111989,4.56434819146784,4.48863636973214,0,0,6.26530121273771,0,0,0,0,0,4.59511985013459,4.29045944114839,0,6.8501261661455,0,0,7
"144",0,0,0,0,0,0.693147180559945,1.79175946922805,0,0,0,4.76217393479776,0,0,3.73766961828337,4.07753744390572,0,0,5.7037824746562,2
"145",4.35670882668959,0,3.49650756146648,0,0,0,0,0,2.89037175789616,0,0,0,0.693147180559945,0,0,0,0,0,1
"146",0.693147180559945,3.46573590279973,0,8.7465573545435,5.68017260901707,2.83321334405622,2.77258872223978,0,0,0,0,0,3.89182029811063,0,0,4.0943445622221,0,0,5
"147",0,0,0,0,0,0.693147180559945,0,0,0,0,0,0.693147180559945,0,0,0,3.3322045101752,0,0,0
"148",0,5.54126354515843,0,5.99396142730657,6.46769872610435,4.45434729625351,0,0,0,0,0,0,0,1.94591014905531,0,0,3.2188758248682,0,0
"149",4.11087386417331,2.30258509299405,0,0,0,0,0,0,0,4.71849887129509,3.66356164612965,0,0,3.91202300542815,2.70805020110221,4.70953020131233,0,4.68213122712422,2
"150",0,0,0,0,0,0,0,0,0,5.34233425196481,0,0,0,0,3.87120101090789,3.49650756146648,0,5.6021188208797,0
"151",4.0943445622221,0,7.49776170062257,0,3.85014760171006,2.56494935746154,0,0,4.14313472639153,0,0,0,0,0,0,0,4.70048036579242,5.96357934361845,2
"152",0,0,0,0,0,1.09861228866811,0,0,0,6.50428817353665,3.25809653802148,3.71357206670431,2.94443897916644,0,0,0,0,0,0
"153",1.09861228866811,0,0,0,0,3.52636052461616,0,5.26785815906333,0,0,4.00733318523247,0,6.14418563412565,0,0,0,3.87120101090789,3.43398720448515,0
"154",2.19722457733622,0,0,0,2.77258872223978,0,0,0,0,4.11087386417331,3.04452243772342,2.07944154167984,0,2.56494935746154,0,0,0,0,0
"155",3.2188758248682,4.0943445622221,0,0,0.693147180559945,3.36729582998647,0,5.94542060860658,0,0,0,0,0,0,0,0,0,0,2
"156",1.94591014905531,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,4.38202663467388,0,0,0
"157",1.09861228866811,4.52178857704904,0,1.09861228866811,6.46146817635372,4.83628190695148,0,0,0.693147180559945,0,2.83321334405622,4.39444915467244,0,5.35658627467201,0,4.51085950651685,4.34380542185368,2.89037175789616,0
"158",2.99573227355399,5.52545293913178,0,4.24849524204936,0,0,6.08449941307517,0,0,0,0,0,0,4.02535169073515,0,3.36729582998647,0,2.63905732961526,0
"159",0,4.74493212836325,6.50128967054039,5.0998664278242,0,0,4.94875989037817,0,6.03068526026126,0,0,0,5.66296048013595,4.17438726989564,0,6.22851100359118,1.6094379124341,3.66356164612965,7
"160",0,0,1.09861228866811,1.09861228866811,0,0,0,0,0,4.21950770517611,0,0,0,0,0,0,0,0,0
"161",0,3.40119738166216,0,0,0.693147180559945,0,4.31748811353631,0,0,4.82028156560504,4.44265125649032,0,0,0,0,0.693147180559945,3.25809653802148,6.44571981938558,1
"162",0,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,0
"163",0,0,0,0,0,1.38629436111989,0,0,0,0,0,0,0,0,0,0,0,0,0
"164",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79175946922805,0,0,0
"165",3.43398720448515,2.99573227355399,0,0,0,3.89182029811063,0,0,5.10594547390058,2.07944154167984,0,3.2188758248682,0,0,2.63905732961526,8.05896001776942,6.07304453410041,3.29583686600433,4
"166",4.04305126783455,0,3.52636052461616,0,0,0,0,0,3.91202300542815,0,0,0.693147180559945,1.79175946922805,0,0,4.53259949315326,0,0,1
"167",0,0,0,0,0,0,3.89182029811063,0,0,0,0,0,0.693147180559945,0,6.60123011872888,0,0,0,0
"168",3.36729582998647,0,0,0,3.04452243772342,3.61091791264422,4.35670882668959,4.70048036579242,0,0,0,0,0,0,0,0,0,0,2
"169",0,3.43398720448515,0,0,0,2.89037175789616,2.07944154167984,0,0,7.09257371597468,2.19722457733622,0,0,0,0,6.63200177739563,5.75890177387728,3.2188758248682,1
"170",0,0,1.79175946922805,1.6094379124341,0,0,1.94591014905531,0,3.58351893845611,0,0,0,0,0,0,6.19440539110467,0,0.693147180559945,1
"171",4.29045944114839,4.36944785246702,0,0,1.09861228866811,0,4.36944785246702,1.09861228866811,0,0,4.38202663467388,2.56494935746154,0,0,3.49650756146648,0,0,5.76205138278018,2
"172",0,6.03548143252476,0,0,0,3.8286413964891,3.76120011569356,0,0,0,0,0,0,0,4.23410650459726,5.04342511691925,0,6.07534603108868,1
"173",0,1.79175946922805,0,0,0,0,0,0,0,0,0,0,0,0,4.48863636973214,2.83321334405622,0,2.56494935746154,0
"174",0,0,0,0,0,2.484906649788,0,0,0,4.54329478227,0,0,0,0,0,3.58351893845611,0,0,0
"175",4.58496747867057,3.46573590279973,5.81413053182507,3.89182029811063,4.12713438504509,4.48863636973214,7.7332456465298,3.13549421592915,0,2.30258509299405,0,4.48863636973214,6.35957386867238,3.87120101090789,0,6.60258789218934,0,5.78382518232974,10
"176",0,0,0,0,0,4.82028156560504,0,1.79175946922805,1.09861228866811,0,0.693147180559945,0,0,0,0,0,0,5.90536184805457,0
"177",0,0,0,0,0,0,0,0,1.6094379124341,0,0,0,0,0,0,1.09861228866811,0,0,0
"178",0,0,0,0,0,1.09861228866811,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0
"179",0,0,0,0,0,1.38629436111989,0,0,0,0,0,0,0,0,0,0,0,0,0
"180",0,2.19722457733622,0,0,0,0,0,0,0,5.11799381241676,0,0,0,0,3.8286413964891,3.25809653802148,0,5.34710753071747,0
"181",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.23410650459726,0,0,0
"182",0,0,0,0.693147180559945,0,3.98898404656427,0,0,0,0,0,0,5.64897423816121,0,0,1.6094379124341,0,0,0
"183",0,2.19722457733622,0,0,0,0,0,0,0,0,0,0,0,2.94443897916644,0,2.07944154167984,0,0,0
"184",0,0,0,0,0,0,0,0,2.89037175789616,0,0,0,0,0,0,4.7361984483945,0,0,0
"185",0,1.6094379124341,1.09861228866811,0,0,2.56494935746154,0.693147180559945,0,0,2.63905732961526,0,0,0,2.30258509299405,0,0,0,1.38629436111989,0
"186",3.43398720448515,4.54329478227,5.49306144334055,6.29156913955832,5.34710753071747,3.52636052461616,5.68697535633982,3.29583686600433,3.78418963391826,0,7.23561914106675,3.87120101090789,3.25809653802148,7.96171881598136,5.77144112313002,5.08140436498446,6.45204895443723,0,4
"187",4.49980967033027,0,0,0,0,1.79175946922805,0,0,0,0,0.693147180559945,5.94542060860658,0,0,0,0,0,0,1
"188",0,0,0,0,0,0,0,0,7.18462915271731,0,0,0,3.2188758248682,0,0,0,0,0,0
"189",0,3.55534806148941,0,1.6094379124341,0.693147180559945,0,0,0,0,3.91202300542815,1.38629436111989,0,0,5.26785815906333,2.19722457733622,2.77258872223978,0,0,1
"190",0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,3.09104245335832,0,0,0
"191",0,0,2.19722457733622,0,2.63905732961526,0,0,0,0,1.09861228866811,0,0,0,0,2.70805020110221,0,0,5.71042701737487,1
"192",0,0,0,2.83321334405622,0,3.55534806148941,3.17805383034795,4.93447393313069,0,0,0,1.38629436111989,0,0,0.693147180559945,0,0,0,2
"193",0,3.04452243772342,0,0,0.693147180559945,0,0,0.693147180559945,0,0,0,0,0,1.09861228866811,3.04452243772342,4.59511985013459,0,0,1
"194",6.12686918411419,0,0,0,4.34380542185368,3.85014760171006,1.38629436111989,1.6094379124341,0,0,0,0,0,0,0,0,0,3.2188758248682,1
"195",0,3.87120101090789,0,0,0,0,5.32787616878958,0,0,2.30258509299405,0,0,7.06987412845857,0,0,3.58351893845611,0,4.91998092582813,0
