"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","bug"
"40",2.99573227355399,4.23410650459726,6.4085287910595,0,0.693147180559945,0,0,7.55118686729615,0,4.04305126783455,4.18965474202643,4
"41",5.09375020080676,2.30258509299405,3.8286413964891,0,0,0,0,0,5.94803498918065,2.39789527279837,3.76120011569356,0
"42",3.58351893845611,1.38629436111989,3.8286413964891,0,0,2.89037175789616,0,4.07753744390572,3.93182563272433,3.76120011569356,3.93182563272433,1
"43",0,6.26530121273771,1.09861228866811,0,6.63331843328038,0,5.59471137960184,0,0,0,0,3
"44",0,1.09861228866811,0,0,0,0,3.58351893845611,0.693147180559945,1.38629436111989,0,4.39444915467244,0
"45",0,0,4.24849524204936,0,1.79175946922805,2.70805020110221,1.79175946922805,3.25809653802148,0,0,2.19722457733622,1
"46",0,0,0,0,0,1.09861228866811,0,0,0,2.99573227355399,3.2188758248682,0
"47",1.79175946922805,0,0,4.11087386417331,0,0,7.89133075766189,0,4.46590811865458,4.14313472639153,5.6970934865054,1
"48",0.693147180559945,0.693147180559945,1.79175946922805,4.89783979995091,3.25809653802148,0,0,5.43372200355424,0,0,0,2
"49",0,4.11087386417331,0,0,5.90263333340137,0,0,0,0,0,0,1
"50",5.07517381523383,0,0,1.79175946922805,3.91202300542815,0,0,4.45434729625351,0,3.17805383034795,0,1
"51",0,0,0.693147180559945,0,0,4.74493212836325,2.19722457733622,0,0,2.07944154167984,5.18178355029209,0
"52",0,0,0,3.68887945411394,0,0,4.8283137373023,0,4.34380542185368,3.40119738166216,2.77258872223978,0
"53",0,0,0,0,0,0,0,0,0,1.6094379124341,0.693147180559945,0
"54",0,0,0,1.38629436111989,0,0,0,0,0,0,0,0
"55",0,0,0,3.17805383034795,0,0,6.10702288774225,0,0,0,3.3322045101752,0
"56",1.79175946922805,2.19722457733622,0,0,5.29330482472449,1.09861228866811,0,4.53259949315326,0.693147180559945,0,0,2
"57",0,3.17805383034795,0,0,0,0,0,0,0,4.18965474202643,0,1
"58",2.89037175789616,0,0.693147180559945,2.99573227355399,0,4.20469261939097,0,1.79175946922805,0,0,1.38629436111989,0
"59",0,5.5834963087817,6.49223983502047,0,0,0,0,0,2.63905732961526,0,0,0
"60",0,0,0,0,0,2.07944154167984,0,1.38629436111989,1.09861228866811,5.42053499927229,0,0
"61",0,0,0,0,0,0,0,1.09861228866811,0,3.04452243772342,0,0
"62",0,0,0,5.95064255258773,6.24610676548156,0,0,0,0,0,0,1
"63",0,4.44265125649032,0,2.484906649788,0,0,5.82600010738045,5.27299955856375,0,1.94591014905531,4.52178857704904,1
"64",4.02535169073515,0,3.3322045101752,3.97029191355212,5.71373280550937,3.85014760171006,6.47850964220857,0,6.91075078796194,4.72738781871234,5.65248918026865,1
"65",0,0,0,0,0,0,0,0,0,1.94591014905531,0,0
"66",4.70048036579242,4.77912349311153,4.07753744390572,0,0,0,2.56494935746154,4.77912349311153,4.51085950651685,4.24849524204936,0,3
"67",0,0,0,1.09861228866811,0,0,0,0,0,0,0.693147180559945,0
"68",0,1.6094379124341,0.693147180559945,0,0,0,0,0,0,0,0,0
"69",0,0,0.693147180559945,0,4.45434729625351,0,2.63905732961526,2.19722457733622,0,2.63905732961526,0,1
"70",0,0,0,0,0,0,0,0,0,3.04452243772342,0,0
"71",0,0,0,6.24610676548156,3.2188758248682,2.77258872223978,5.14749447681345,0,0,0,0,0
"72",0,0,0,2.63905732961526,3.8286413964891,2.07944154167984,4.0943445622221,0,3.29583686600433,0,0,0
"73",0,1.09861228866811,0,0,1.09861228866811,0,0.693147180559945,0,0,0,0,0
"74",6.18001665365257,4.65396035015752,0,0,0.693147180559945,0,0,0,0.693147180559945,0.693147180559945,0,1
"75",0,0,0,3.13549421592915,0,0,4.02535169073515,0,3.78418963391826,4.14313472639153,4.54329478227,0
"76",0,0,1.09861228866811,0,3.17805383034795,3.52636052461616,5.04985600724954,0,5.82304589548302,6.24804287450843,0,0
"77",0,0,0,0,0,6.4118182677099,0,0,0,0,1.09861228866811,0
"78",0,0,0,3.36729582998647,0.693147180559945,1.09861228866811,5.20948615284142,0,1.09861228866811,3.61091791264422,3.09104245335832,0
"79",0,8.68710472813351,0.693147180559945,0,6.72383244082121,0,0,6.93925394604151,0,0,0,3
"80",1.09861228866811,0,0,0.693147180559945,0,0,0,0,0,1.09861228866811,0,0
"81",0,1.09861228866811,0,0,0,0,0.693147180559945,0,0,4.12713438504509,0,0
"82",5.10594547390058,0,0,0,0,0,6.36647044773144,1.94591014905531,5.26269018890489,1.09861228866811,0,0
"83",0,4.4188406077966,2.89037175789616,3.29583686600433,4.02535169073515,0,0,3.13549421592915,0,0,0,2
"84",0,0.693147180559945,0,1.09861228866811,0,0,0,0,0,0,0,0
"85",0.693147180559945,0,0,0,0,0,0,0,0,3.40119738166216,0,0
"86",3.46573590279973,1.6094379124341,8.79603631520081,2.30258509299405,4.48863636973214,0,0,0,1.09861228866811,2.30258509299405,0,13
"87",0,0,0,5.69035945432406,6.17586727010576,0,0,0,0.693147180559945,0,0,1
"88",0,0,0,4.63472898822964,4.20469261939097,1.6094379124341,0,0,0,1.38629436111989,0,0
"89",0,0.693147180559945,2.70805020110221,2.99573227355399,0,0.693147180559945,0,3.97029191355212,2.56494935746154,0,0,0
"90",0,0,0,0,0,0,0,0,0,4.23410650459726,0,0
"91",0,0,0,5.15905529921453,0,6.31535800152233,0,0,3.66356164612965,0,1.6094379124341,0
"92",3.36729582998647,0,0,4.84418708645859,0.693147180559945,4.81218435537242,0,3.66356164612965,3.91202300542815,0,3.43398720448515,0
"93",0,0,0,0,0,0,0,0,0,2.39789527279837,0,0
"94",0,1.38629436111989,0,1.79175946922805,0,0.693147180559945,0,0,4.14313472639153,5.54517744447956,0,0
"95",0,0,1.09861228866811,3.40119738166216,1.6094379124341,1.94591014905531,3.85014760171006,0,4.20469261939097,6.16120732169508,4.51085950651685,0
"96",0,0,0,1.79175946922805,0,2.99573227355399,2.94443897916644,0,0,5.12989871492307,0,0
"97",2.19722457733622,6.4425401664682,0,0,6.82437367004309,0,0,2.07944154167984,0,0,0,4
"98",0,0,0,0,0,0,0,0,0,4.26267987704132,0,0
"99",1.09861228866811,0,0,6.82654522355659,5.03043792139244,0,0,0,0,0,0,1
"100",0,6.40025744530882,0,1.38629436111989,5.80814248998044,0,5.88610403145016,0,0,0,6.78558764500793,1
"101",4.45434729625351,0,0,5.13579843705026,6.18208490671663,0,0,0,0,2.07944154167984,2.30258509299405,0
"102",2.39789527279837,0,0,1.38629436111989,0,0,1.38629436111989,3.40119738166216,2.07944154167984,3.36729582998647,0,0
"103",0,4.51085950651685,0,2.30258509299405,4.26267987704132,0,0,4.61512051684126,0,1.6094379124341,0,0
"104",0,0,0,4.81218435537242,0,0,3.3322045101752,0,3.49650756146648,1.09861228866811,2.484906649788,0
"105",4.35670882668959,0,1.94591014905531,0,0,0,0,0,5.55295958492162,4.72738781871234,0,1
"106",5.21493575760899,0.693147180559945,1.38629436111989,2.39789527279837,3.58351893845611,0,0,4.43081679884331,0.693147180559945,1.79175946922805,0,2
"107",0,0,0,0,0,0,0,2.89037175789616,0,3.58351893845611,0,0
"108",0,3.89182029811063,0,3.09104245335832,0,2.56494935746154,0,0,0,4.24849524204936,0,1
"109",7.14834574390007,4.07753744390572,0.693147180559945,3.91202300542815,0,0,0.693147180559945,5.06890420222023,0,0,5.53338948872752,1
"110",2.99573227355399,0,0,0,0,0,4.24849524204936,0,4.54329478227,0,0,0
"111",6.61204103483309,0,0.693147180559945,0,0,0.693147180559945,4.98360662170834,0.693147180559945,5.91889385427315,0,1.09861228866811,0
"112",1.38629436111989,3.36729582998647,0,0,0,0,0,2.99573227355399,0,2.07944154167984,0,0
"113",3.98898404656427,0,0,0,3.43398720448515,0.693147180559945,0.693147180559945,0,3.25809653802148,6.2709884318583,1.38629436111989,2
"114",6.53233429222235,0,0,4.14313472639153,0,0,0,5.15905529921453,0,0,0,2
"115",0,1.09861228866811,4.12713438504509,0.693147180559945,5.17048399503815,0,0,0,0,0,0,1
"116",6.59167373200866,3.91202300542815,1.79175946922805,1.09861228866811,0,0,0,0,1.6094379124341,0,0,0
"117",2.19722457733622,0,0,0,0,0,3.71357206670431,0,3.55534806148941,3.46573590279973,0,1
"118",0,1.94591014905531,0,4.02535169073515,0,1.6094379124341,0,1.09861228866811,0,5.92692602597041,0,0
"119",0,0,3.49650756146648,4.59511985013459,0,0,5.6021188208797,1.09861228866811,4.67282883446191,4.969813299576,1.6094379124341,2
"120",0,0,0,0.693147180559945,0,0,0,0,0,3.95124371858143,0,0
"121",0,0,0,0.693147180559945,0,0.693147180559945,0,0,0,1.09861228866811,0,0
"122",0,0,0,0,0,0,0,0,0,4.34380542185368,2.83321334405622,0
"123",4.74493212836325,4.89783979995091,0,0,0,6.03068526026126,0,0,1.6094379124341,2.30258509299405,0,1
"124",0,0,0,1.38629436111989,0,0,0,0,0,0,0,0
"125",1.09861228866811,0,0,0,0,0,3.29583686600433,1.94591014905531,0,2.70805020110221,0,1
"126",3.66356164612965,2.77258872223978,3.97029191355212,2.484906649788,0,0,0.693147180559945,5.26785815906333,4.39444915467244,6.56244409369372,0,1
"127",1.38629436111989,1.6094379124341,0,3.13549421592915,0,0,4.89034912822175,0,7.36454701425564,2.19722457733622,0,2
"128",0,0,0,1.09861228866811,0,7.34342622914737,0,2.56494935746154,2.39789527279837,0,0,1
"129",0,0,0.693147180559945,0,0,7.53636393840451,4.11087386417331,3.95124371858143,2.89037175789616,0,0,1
"130",5.76519110278484,0,0,0,0,0,3.13549421592915,0,2.30258509299405,4.86753445045558,0,0
"131",2.83321334405622,0,2.63905732961526,0,0,2.19722457733622,0,0,6.63068338564237,0,0,0
"132",1.09861228866811,0,0,0,0,3.93182563272433,0,3.17805383034795,0,3.91202300542815,0,0
"133",0.693147180559945,0,0,0,0,0,3.17805383034795,1.79175946922805,4.06044301054642,0,0,0
"134",0.693147180559945,0,0,0,0,0,0,0,0.693147180559945,3.3322045101752,0,0
"135",0,0,0,1.38629436111989,0,0,0,0,0,0,0,0
"136",0,0,0,0,0,0.693147180559945,0,0,0,1.79175946922805,0,0
"137",0,5.33271879326537,2.99573227355399,0,4.23410650459726,4.24849524204936,4.21950770517611,0,6.02102334934953,4.49980967033027,0,1
"138",0,0,0,0,0,0,3.73766961828337,0,4.55387689160054,0,0,0
"139",3.40119738166216,0,3.04452243772342,0,0,0,3.52636052461616,0,4.44265125649032,3.40119738166216,0,0
"140",5.57594910314632,0,1.79175946922805,2.07944154167984,0,4.75359019110636,5.21493575760899,0.693147180559945,3.46573590279973,4.39444915467244,0,0
"141",0,0,0,0,0,0,0,2.89037175789616,0,3.58351893845611,0,0
"142",0,0.693147180559945,1.6094379124341,4.39444915467244,0,2.89037175789616,5.64544689764324,4.21950770517611,5.91889385427315,5.23644196282995,0,2
"143",5.03043792139244,4.00733318523247,3.73766961828337,2.94443897916644,0.693147180559945,0,0,6.6631326959908,0,6.65544035036765,0,7
"144",0,0,1.38629436111989,0,0,0,4.4188406077966,0,5.26269018890489,0,5.4971682252932,2
"145",0,1.09861228866811,0,0,4.58496747867057,0,2.484906649788,1.79175946922805,2.07944154167984,0,1.79175946922805,1
"146",3.36729582998647,0,8.79618763547045,0,4.70953020131233,0,0,0,0,1.6094379124341,0,5
"147",0,0,0,0.693147180559945,0,0,0,0,0,3.36729582998647,0,0
"148",1.94591014905531,0,7.0343879299155,4.29045944114839,0,0,4.11087386417331,0,3.46573590279973,0,4.70048036579242,0
"149",0,0,0,0,0,0,4.0943445622221,0,4.89034912822175,5.73009978297357,0,2
"150",2.77258872223978,0,0,0,0,0,4.89783979995091,1.09861228866811,0,5.98141421125448,2.56494935746154,0
"151",1.79175946922805,6.5424719605068,0,3.66356164612965,6.07534603108868,3.25809653802148,7.10249935577465,0,0,0,4.26267987704132,2
"152",0,0,0,0,0,6.44094654063292,3.63758615972639,2.89037175789616,3.73766961828337,3.46573590279973,0,0
"153",2.99573227355399,0,2.77258872223978,4.86753445045558,6.18414889093748,0,0,1.6094379124341,4.94875989037817,2.484906649788,3.13549421592915,0
"154",0,2.56494935746154,0,0,0,4.52178857704904,2.07944154167984,0,2.56494935746154,0,0,0
"155",4.14313472639153,3.25809653802148,0,5.29330482472449,0,0,0,5.11799381241676,0,0,3.76120011569356,2
"156",0,0,0,0,0,0,0,0,0,4.46590811865458,0,0
"157",4.55387689160054,0,5.95583736946483,5.04985600724954,2.94443897916644,4.96284463025991,5.26269018890489,0,5.73657229747919,3.36729582998647,3.3322045101752,0
"158",5.89715386763674,0,5.11198778835654,5.34710753071747,0,0,0,0,2.19722457733622,0,4.85203026391962,0
"159",4.18965474202643,6.94601399109923,4.36944785246702,1.38629436111989,5.99645208861902,0,0,6.29156913955832,0,5.54517744447956,2.89037175789616,7
"160",0,0,0,0,1.6094379124341,0,0,0,0,4.21950770517611,0,0
"161",3.29583686600433,0,0,5.22035582507832,0,0,5.4971682252932,3.13549421592915,5.74939298590825,4.66343909411207,4.30406509320417,1
"162",0,0,0,1.09861228866811,0,0,0,0,0,0,0,0
"163",0,0,0,1.38629436111989,0,0,0,0,0,0,0,0
"164",0,0,0,0,0,0,0,0,0,1.79175946922805,0,0
"165",1.94591014905531,4.33073334028633,0,5.59842195899838,6.49677499018586,0,0,0,0,7.97728198675515,0,4
"166",0,2.83321334405622,0,0,5.01727983681492,0,0,1.94591014905531,0,4.17438726989564,0,1
"167",5.83773044716594,0,0,0,0.693147180559945,0,6.08904487544685,0,0.693147180559945,0,0,0
"168",4.24849524204936,0,0,4.91265488573605,2.70805020110221,0,0,3.93182563272433,1.09861228866811,0,0,2
"169",0,0,0,4.33073334028633,1.38629436111989,3.97029191355212,3.40119738166216,0,3.25809653802148,7.68662133494462,0,1
"170",0,1.94591014905531,0,0,4.30406509320417,0.693147180559945,0,0,0.693147180559945,6.13122648948314,0,1
"171",4.69134788222914,0,0,2.99573227355399,0,0,5.67332326717149,0,4.83628190695148,3.91202300542815,4.40671924726425,2
"172",5.14166355650266,0,0,6.18620862390049,0,0,5.80211837537706,0,4.20469261939097,4.69134788222914,0.693147180559945,1
"173",3.29583686600433,0,0,0.693147180559945,0,0,3.68887945411394,0,3.63758615972639,2.94443897916644,0,0
"174",0,0,0,2.70805020110221,1.09861228866811,0.693147180559945,0,0,0,4.81218435537242,0,0
"175",2.89037175789616,2.39789527279837,3.98898404656427,6.30991827822652,0,0,2.30258509299405,8.10349427838097,4.9416424226093,6.45362499889269,3.36729582998647,10
"176",0,0,0,4.24849524204936,0,0,5.97635090929793,0,0,0,3.58351893845611,0
"177",0,1.6094379124341,0,0,0,0,0,0,0,1.09861228866811,0,0
"178",0,0,0,1.38629436111989,0,0,0,0,0,0,0,0
"179",0,0,0,1.38629436111989,0,0,0,0,0,0,0,0
"180",3.17805383034795,0,0,0,0,0.693147180559945,4.81218435537242,0,2.56494935746154,5.67332326717149,1.79175946922805,0
"181",0,0,0,0,0,0,0,0.693147180559945,0,4.21950770517611,0,0
"182",0,0,0.693147180559945,4.48863636973214,5.52146091786225,0,0,1.38629436111989,0,0,0,0
"183",0,1.09861228866811,0,0,0,0,0,0,0,3.46573590279973,0,0
"184",0,3.58351893845611,0,0,0,0.693147180559945,0,1.38629436111989,0,4.52178857704904,0,0
"185",1.6094379124341,2.56494935746154,0,1.79175946922805,0,2.77258872223978,0,0,0,0,2.19722457733622,0
"186",6.4723462945009,6.50727771238501,6.53524127101366,4.74493212836325,0,0,5.77144112313002,5.44673737166631,8.30671904320269,5.44673737166631,0,4
"187",0.693147180559945,0,0,0,0,1.6094379124341,6.15485809401642,0.693147180559945,0,0,0,1
"188",0,0,0,0,7.18690102041163,0,0,3.09104245335832,0,0,0,0
"189",3.36729582998647,0.693147180559945,2.99573227355399,0,0,0,0,1.38629436111989,4.48863636973214,5.12989871492307,0,1
"190",0.693147180559945,0,0,0,0,0,0,0,0,3.09104245335832,0,0
"191",0,3.40119738166216,0,4.44265125649032,0,0,5.30330490805908,2.30258509299405,2.70805020110221,0.693147180559945,0.693147180559945,1
"192",0,0,0,4.77068462446567,2.07944154167984,1.09861228866811,0,4.49980967033027,0,0,0,2
"193",0,0,0,2.77258872223978,0,0,0.693147180559945,0,1.09861228866811,4.8283137373023,0,1
"194",2.484906649788,0,0,5.65948221575962,0,4.60517018598809,0,0,0,0,5.37063802812766,1
"195",3.3322045101752,0,1.09861228866811,5.53733426701854,6.63987583382654,0,0,5.18738580584075,4.77912349311153,0,5.5834963087817,0
"196",0.693147180559945,0,0.693147180559945,0,0,4.14313472639153,2.63905732961526,1.09861228866811,0,0,0,0
"197",0,0,0,1.09861228866811,0,0,0,0,0,0,0,0
"198",2.70805020110221,0,0,4.96284463025991,3.13549421592915,4.14313472639153,0,3.49650756146648,0.693147180559945,0,7.12528309151071,0
"199",0,3.46573590279973,1.6094379124341,6.92264389147589,2.19722457733622,2.56494935746154,0,0,1.6094379124341,0,0,0
"200",0,0,0,0,0,0,0,2.07944154167984,0.693147180559945,3.80666248977032,0,0
"201",0,4.26267987704132,0,0,4.11087386417331,0,0,0,2.39789527279837,2.83321334405622,0,1
"202",5.60947179518496,3.61091791264422,0,0,0.693147180559945,6.58479139238572,1.09861228866811,0,5.04342511691925,5.65599181081985,0,2
"203",3.2188758248682,4.24849524204936,0,1.38629436111989,5.82008293035236,5.42934562895444,5.83188247728352,0,7.66809370908241,4.34380542185368,5.4249500174814,0
"204",1.6094379124341,4.04305126783455,0,0,3.66356164612965,0,1.38629436111989,2.89037175789616,2.19722457733622,0,0,1
"205",0,0,0,6.96508034560141,5.52942908751142,0,0,1.38629436111989,0,0,0,1
"206",0,0,0,0,0,5.84932477994686,0,0.693147180559945,0,0,0,1
"207",1.09861228866811,0,3.66356164612965,0,3.66356164612965,0,0,0,0,4.44265125649032,0,1
"208",7.84737183615979,3.17805383034795,0,5.6970934865054,1.94591014905531,0,2.99573227355399,7.29369772060144,0.693147180559945,0,4.30406509320417,4
"209",0,0,0,0,0,0,0,3.3322045101752,0,3.25809653802148,0,0
"210",5.4510384535657,0,0,0,0,0,3.87120101090789,0,5.33753807970132,0,3.63758615972639,0
"211",0,5.15329159449778,0,0,0.693147180559945,0,0,5.23644196282995,0,1.09861228866811,0,0
"212",3.25809653802148,0,0,4.00733318523247,0,4.75359019110636,0,0,0,0.693147180559945,2.70805020110221,1
"213",1.38629436111989,0,0,0,0,0,4.74493212836325,0,2.19722457733622,0,0,0
"214",0,1.09861228866811,0,0,0,0,0,2.94443897916644,0,4.45434729625351,0,1
"215",4.21950770517611,0,0.693147180559945,4.17438726989564,2.89037175789616,0,0,0,0.693147180559945,0,0.693147180559945,2
"216",0,1.6094379124341,0,2.83321334405622,0,0,3.80666248977032,4.21950770517611,5.52545293913178,5.50125821054473,0,2
"217",5.74939298590825,3.3322045101752,2.19722457733622,0,0,0,0,0,5.96357934361845,5.05624580534831,0,3
"218",4.86753445045558,1.09861228866811,3.68887945411394,0,5.23644196282995,4.47733681447821,1.79175946922805,1.94591014905531,6.18001665365257,4.89034912822175,1.38629436111989,2
"219",0,0,0,4.49980967033027,4.99721227376411,0,0,0,4.0943445622221,0,0,1
"220",3.04452243772342,4.4188406077966,0,0,0,5.72358510195238,2.89037175789616,0,4.83628190695148,5.09375020080676,0,0
"221",0,1.09861228866811,0,0.693147180559945,0,6.42324696353352,4.44265125649032,0,0,4.85203026391962,3.09104245335832,1
"222",5.88332238848828,0,6.00635315960173,0,0,0.693147180559945,5.06890420222023,0.693147180559945,4.06044301054642,0,5.64190707093811,3
"223",5.95842469302978,0,0,1.94591014905531,1.09861228866811,1.09861228866811,4.90527477843843,1.38629436111989,0,0,0,0
"224",0,0,4.46590811865458,0,3.46573590279973,0,3.55534806148941,4.4188406077966,1.6094379124341,0,1.09861228866811,1
"225",0,0.693147180559945,0,1.09861228866811,0,0,0,0,0,0,0,0
"226",3.43398720448515,0,3.40119738166216,7.56992765524265,5.2040066870768,3.25809653802148,0,4.75359019110636,4.64439089914137,0,3.63758615972639,4
"227",0,0,0,2.39789527279837,1.6094379124341,4.91998092582813,0,0,0,0,0,0
"228",0,0,0.693147180559945,0,0,0,2.19722457733622,0,3.97029191355212,0,0,0
"229",0,0,0,3.58351893845611,1.38629436111989,2.30258509299405,5.5834963087817,0,4.84418708645859,6.81673588059497,0,3
"230",0,0,0,0,0,0,0,0,0,3.97029191355212,0,0
"231",1.79175946922805,0,0,3.80666248977032,0,0.693147180559945,0,0,0,0,0,0
"232",0,0,0,3.36729582998647,0,0,6.02586597382531,0,5.64544689764324,0.693147180559945,0,0
"233",1.09861228866811,0.693147180559945,0,2.77258872223978,0,0,2.19722457733622,0,5.34233425196481,4.21950770517611,0,0
"234",0,0,0,0,0,0,0,0,0,3.09104245335832,0,0
"235",4.70953020131233,3.43398720448515,0,3.61091791264422,0,0,4.35670882668959,0,5.38449506278909,7.11963563801764,2.484906649788,2
"236",0,3.46573590279973,0,0,5.80211837537706,4.59511985013459,3.49650756146648,0,0,0,0.693147180559945,1
"237",0,0,0,0,3.71357206670431,0,2.70805020110221,0,1.94591014905531,5.00394630594546,0,1
"238",0,5.23110861685459,0,0,5.17048399503815,3.98898404656427,3.3322045101752,0,2.70805020110221,0,0.693147180559945,1
"239",0.693147180559945,0,0,4.70048036579242,2.39789527279837,0,0,5.77765232322266,0,3.13549421592915,0,1
"240",0,0,0,0,0,0,0,2.89037175789616,0.693147180559945,4.99043258677874,1.94591014905531,0
"241",1.09861228866811,4.48863636973214,0,0,4.58496747867057,0,4.89034912822175,0.693147180559945,0,0,4.91265488573605,2
"242",3.71357206670431,6.8001700683022,0.693147180559945,4.24849524204936,3.63758615972639,0,7.34083555412327,5.07517381523383,6.51619307604296,7.46106551435428,5.36597601502185,3
"243",0,0,0,0,0,0,3.76120011569356,0,2.30258509299405,4.76217393479776,0,0
"244",0,0,0,5.52545293913178,2.83321334405622,6.31896811374643,3.04452243772342,0,0,0,0,1
"245",0,0,0,0,0,0,0,0,0,4.43081679884331,0,0
"246",0,0,0,1.6094379124341,0,0,5.41610040220442,0,0,2.30258509299405,2.63905732961526,1
"247",2.56494935746154,0,0,3.89182029811063,0,0,3.3322045101752,0,0,4.71849887129509,0,0
"248",0,1.09861228866811,4.76217393479776,5.8348107370626,0,2.484906649788,4.71849887129509,0,0,0,3.43398720448515,0
"249",0,0,0,0,0,0,0,0,0,3.04452243772342,0.693147180559945,0
"250",0,0,0,0,0,1.09861228866811,0,0,0,1.94591014905531,0,0
"251",0,5.54126354515843,0,1.38629436111989,4.26267987704132,0,0,2.484906649788,0,0,4.60517018598809,1
"252",0,0,0,1.09861228866811,0,0,0.693147180559945,0,0,0,0,0
"253",0,3.63758615972639,0,0,0,0,0,1.09861228866811,0,4.58496747867057,0,0
"254",1.38629436111989,1.38629436111989,0,0,4.14313472639153,0,0,2.30258509299405,0,0,0,0
"255",3.25809653802148,0,0,0,0,0,5.05624580534831,2.07944154167984,2.07944154167984,0,0,0
"256",5.55682806169954,0,0,0,1.79175946922805,0,0,2.77258872223978,0,0,3.52636052461616,1
"257",2.94443897916644,0,4.86753445045558,3.49650756146648,0,4.99721227376411,5.48479693349065,0,6.77764659363512,3.09104245335832,6.66185474054531,0
"258",4.54329478227,6.03548143252476,2.70805020110221,3.09104245335832,3.40119738166216,0,5.91620206260743,1.09861228866811,0,4.21950770517611,0,1
"259",3.09104245335832,5.76519110278484,0,0,0,1.94591014905531,3.89182029811063,0,3.89182029811063,6.82871207164168,0,0
"260",3.55534806148941,0,0,3.87120101090789,0,6.09807428216624,0,0,1.79175946922805,0,0,0
"261",2.39789527279837,4.15888308335967,0,0,5.46806014113513,2.39789527279837,0,0,0,5.99645208861902,0,1
