"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","bug"
"42",0,0,0,0,0,0,4.91265488573605,0,0,3.73766961828337,0,0,3.2188758248682,0,0,0,3.73766961828337,0,0,1.94591014905531,3.29583686600433,2.94443897916644,2.19722457733622,0,0.693147180559945,0,1
"43",0,1.94591014905531,0,5.77455154554441,0,0,0,0,0,1.38629436111989,0,0,0,0,7.08002649992259,0,0,0,0,0,0,0,0,0,3.63758615972639,0,3
"44",1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.78749174278205,0
"45",0,0,0,0,0,0,4.60517018598809,0,0,0,0.693147180559945,1.09861228866811,1.6094379124341,0,2.39789527279837,0,0,0,0,2.39789527279837,0,0,0,0,0,0,1
"46",0,0,0,0,0,0,0,3.04452243772342,0,0,0,0,0.693147180559945,0,0,0,0,0,0,2.39789527279837,0,0,2.70805020110221,0,0,0,0
"47",4.44265125649032,0,2.07944154167984,0,1.79175946922805,0,3.13549421592915,3.04452243772342,2.83321334405622,0,2.19722457733622,0,3.73766961828337,0,0,4.43081679884331,3.98898404656427,0,0,0,1.38629436111989,0,2.39789527279837,2.89037175789616,0,7.94271754057379,1
"48",0.693147180559945,0,4.55387689160054,0,0,0,2.07944154167984,0,0,4.92725368515721,4.71849887129509,2.30258509299405,0,0,0.693147180559945,0,0,3.04452243772342,2.56494935746154,0,0,0,0.693147180559945,0,0,0,2
"49",0,0,0,0,0,0,0,0,0.693147180559945,2.83321334405622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0137151560428,0,1
"50",2.63905732961526,0,3.73766961828337,0,3.68887945411394,0,0,0,0,4.62497281328427,0,3.91202300542815,0,0,0,0,0,0,4.0943445622221,2.99573227355399,0,0,0,0,0,0,1
"51",4.00733318523247,0,0,0,0,0,0,0,0,0,0,5.26269018890489,3.13549421592915,1.09861228866811,2.484906649788,0,0,0,0,0,0,0,0,0,0,3.29583686600433,0
"52",0.693147180559945,1.38629436111989,0,0,0,0,0,0,2.484906649788,0,0,0,0,0,0,0,0,0,0,3.17805383034795,0,0,0,0,0,5.50533153593236,0
"53",0,1.6094379124341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0
"54",0,0,0,0,0,0,0,0,1.38629436111989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"55",0,0,0,0,0,0,0,2.30258509299405,0,0,3.78418963391826,0,0,0,0,0,3.85014760171006,0,0,0,0,0,0,0,0,5.99396142730657,0
"56",3.29583686600433,5.31811999384422,0,3.63758615972639,0,0,0,0.693147180559945,0,0.693147180559945,0,0,2.07944154167984,0,0,0,0,0,3.46573590279973,0,0,0,0,0,0,0,2
"57",0,2.94443897916644,0,1.79175946922805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0943445622221,0,1.94591014905531,0,1
"58",0,0,0,0,2.07944154167984,0,0,0,0,0,2.63905732961526,0,2.19722457733622,4.0943445622221,0,0,1.79175946922805,2.99573227355399,0,0,0,0,0,0,0,0,0
"59",0,0,0,2.89037175789616,0,6.02344759296103,5.61677109766657,0,0,0,0,0,0,0,4.48863636973214,0,0,0,0,4.99043258677874,0,0,0,0,0,0,0
"60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.66356164612965,3.66356164612965,0,0,2.99573227355399,4.96284463025991,0,0,0
"61",0,3.13549421592915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"62",0,0,0,0,0,0,0,0,0,0,6.60665018619822,5.03695260241363,0,0,0,0,1.94591014905531,0,0,0,0,0,0,0,0,0,1
"63",0.693147180559945,0,0.693147180559945,0,0,0,0,0,0,3.76120011569356,0,0,0,0,3.25809653802148,0,3.49650756146648,5.08140436498446,0,4.7361984483945,0,0,0,0,1.94591014905531,5.84354441703136,1
"64",2.94443897916644,0,0,1.79175946922805,0,1.6094379124341,1.09861228866811,4.29045944114839,3.95124371858143,0,0,0,3.29583686600433,1.09861228866811,0,2.484906649788,5.2040066870768,0,0,0,7.67229245562876,0,0,0,2.484906649788,0,1
"65",0,1.94591014905531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"66",0,0,3.04452243772342,0,0,0,4.23410650459726,3.68887945411394,0,5.28320372873799,0,0,0,0,0,3.73766961828337,0,2.07944154167984,1.38629436111989,3.36729582998647,3.04452243772342,4.12713438504509,2.56494935746154,0,4.38202663467388,0,3
"67",0,0,0,0,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0
"68",0,0,0,1.79175946922805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"69",0,4.70953020131233,0,0.693147180559945,0,0.693147180559945,1.38629436111989,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,1.6094379124341,0,0,0,0,0,0,1
"70",0,2.99573227355399,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"71",0,0,0,0,0,0,0,0,6.54678541076052,0,1.94591014905531,0,0.693147180559945,0,0,0,2.39789527279837,0,0,0,0,2.56494935746154,0,0,0,0,0
"72",0,0,0,0,3.43398720448515,0,0,0,0,0,0,4.36944785246702,0,0,2.70805020110221,0,0,0,0,0,1.09861228866811,0,0,0,2.56494935746154,2.70805020110221,0
"73",0,0,0,1.79175946922805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"74",0,0,5.50125821054473,3.98898404656427,5.0998664278242,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,4.85981240436167,0,0,0,0,0,0,0,0,1
"75",4.27666611901606,0,0,0,0,0,0,2.70805020110221,0,2.70805020110221,0,0,2.19722457733622,0,0,0,0,0,0,0,3.04452243772342,2.70805020110221,2.89037175789616,4.21950770517611,0,3.93182563272433,0
"76",0,0,0,0,4.02535169073515,0,0,1.09861228866811,0,0,0,0,0,0,0,3.89182029811063,0,0,0,0,5.62401750618734,1.94591014905531,6.10031895202006,5.45958551414416,0,0,0
"77",0,0,0,0,0,0,0,0,0,0,0,0,0,6.33150184989369,0,0,3.36729582998647,0,3.09104245335832,0,0,0,0,0,0,0,0
"78",3.36729582998647,0,0,0,0,0,0,0,0,0,0,0,2.83321334405622,4.0943445622221,0,0,1.94591014905531,0,2.19722457733622,0,0,3.49650756146648,3.93182563272433,0,1.38629436111989,4.26267987704132,0
"79",0,7.6226639513236,0,8.44591198941127,0,0,0,0,0,3.78418963391826,0,3.13549421592915,4.38202663467388,0,3.25809653802148,2.77258872223978,0,0,6.09582456243222,0,0,0,0,0,6.13988455222626,0,3
"80",0,1.79175946922805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"81",0,0,0,0,2.77258872223978,0,0.693147180559945,2.83321334405622,0,0,0,0,0.693147180559945,0,0,0,0,0,0,2.89037175789616,0,0,2.63905732961526,0,0.693147180559945,0,0
"82",0,0,0,0,4.89034912822175,0,0,1.6094379124341,0,0,0,0,0,0,0,2.56494935746154,0,0,0,0,0,6.68210859744981,0,0,0,0,0
"83",0,2.99573227355399,0,0,0,0,0,0,0,3.25809653802148,2.99573227355399,0,0,0,4.68213122712422,0,3.49650756146648,0,0,0,0,0,0,0,0,0,2
"84",0,0,0,0,0.693147180559945,0,0,0,0.693147180559945,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"85",0,3.43398720448515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"86",2.07944154167984,0,4.14313472639153,0,0,8.44827174594982,7.53743003658651,3.80666248977032,0,1.94591014905531,0,4.44265125649032,0,0,0,1.38629436111989,0,0,0,0,0,0,1.09861228866811,0,0,0,13
"87",0,0,0,0,0,0,0,0,0,0,6.45519856334012,4.88280192258637,0,0,0,0,2.39789527279837,0,0,0,0,0,0,0,0,0,1
"88",3.63758615972639,0,0,0,0,0,0,0,1.94591014905531,0,0,4.82028156560504,1.6094379124341,0.693147180559945,0,0,0,0,0,0,0,0,0,0,1.6094379124341,0,0
"89",0,0,1.09861228866811,0,0,0,0,0,0,0,2.484906649788,0,0,0,0,0,4.34380542185368,0,0,0,2.39789527279837,0,0,0,0,0,0
"90",0,0,0,0,0,0,0,2.70805020110221,0,3.68887945411394,0.693147180559945,0,0,0,0,0,0,0,0,0,0,1.09861228866811,2.56494935746154,0,0,0,0
"91",0,0,0,0,0,0,0,0,4.53259949315326,0,4.89034912822175,0,3.25809653802148,4.94875989037817,0,0,0,0,5.91079664404053,0,0,2.39789527279837,0,0,0,0,0
"92",0,0,1.09861228866811,0,0,0,0,0,0,2.94443897916644,4.62497281328427,0,1.09861228866811,0,0,3.58351893845611,5.39816270151775,0,0,0,0,0,0,2.83321334405622,0,0,0
"93",0,0,0,0,0,0,0,1.38629436111989,0,2.07944154167984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"94",0,2.63905732961526,0,0,4.0943445622221,0,0,0,1.94591014905531,0,0,0,0,0,0,3.55534806148941,0,0,0,0,0,0,5.30330490805908,2.70805020110221,0,0,0
"95",0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,3.49650756146648,0,4.91998092582813,6.17170059741091,0,4.24849524204936,0
"96",0,0,0,0,3.89182029811063,0,0,0,1.79175946922805,0,0,0,0,4.27666611901606,0,0,0,0,0,0,0,0,4.39444915467244,0,0,1.94591014905531,0
"97",0,0,0,5.63478960316925,0,0,0,3.29583686600433,0,0,0,0,0.693147180559945,0,5.15329159449778,0,0,0,0,0,0,0,0,0,6.98841318199959,0,4
"98",0,0,0,0,0,0,0,0,0,4.26267987704132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"99",1.09861228866811,0,0,3.49650756146648,0,0,0,0,3.80666248977032,0,6.57646956904822,5.605802066296,0,0,0,0,2.30258509299405,0,0,0,0,0,0,0,0,0,1
"100",0,1.38629436111989,0,5.52942908751142,0,0,0,0,0,0,0,0,0,0,6.96318998587024,0,0,0,0,0,0,0,0.693147180559945,6.62007320653036,4.12713438504509,4.07753744390572,1
"101",4.61512051684126,0,0,0,0,0,0,0,0,0,0,6.18001665365257,0,0,0,0,0,4.64439089914137,0,0,0,0.693147180559945,0,0,4.21950770517611,0,0
"102",0,0,0,0,2.39789527279837,0,0,3.2188758248682,0,3.43398720448515,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,2.70805020110221,0,0,0,0
"103",0,0,0,0,0,0,4.38202663467388,0,0,3.49650756146648,0,4.78749174278205,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,3.71357206670431,1.09861228866811,0
"104",3.93182563272433,0,0,0,0,0,0,0,0,0,0,4.18965474202643,0,0,0,0,0,0,0,0,0,0,0,0,0,4.38202663467388,0
"105",0,0,2.484906649788,0,5.23644196282995,1.79175946922805,0,0,1.79175946922805,0,0,0,0,0,0,4.95582705760126,0,0.693147180559945,0,3.97029191355212,3.2188758248682,3.13549421592915,0,0,1.09861228866811,1.09861228866811,1
"106",1.79175946922805,0,2.99573227355399,0,4.47733681447821,0,0,1.09861228866811,0,4.40671924726425,0,3.98898404656427,0,0,0.693147180559945,0,0,2.07944154167984,4.11087386417331,1.38629436111989,1.09861228866811,0,0.693147180559945,0,0,0,2
"107",0,0,0,0,0,0,0,0,0,3.95124371858143,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0
"108",0,2.94443897916644,3.09104245335832,0,0,1.38629436111989,0,0,2.07944154167984,0,0,0,0,0.693147180559945,0,0,0,0,2.484906649788,0,2.83321334405622,3.25809653802148,3.85014760171006,1.09861228866811,0,0,1
"109",5.82894561761021,1.38629436111989,6.73696695800186,0,3.36729582998647,1.94591014905531,0,4.91998092582813,0,5.11198778835654,0,0,4.00733318523247,0,2.89037175789616,0,0,5.00394630594546,3.97029191355212,0,0,0,0,0,0,0,1
"110",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.40119738166216,0,0,1.09861228866811,4.20469261939097,0,3.66356164612965,0,0,0,3.85014760171006,0
"111",0,3.17805383034795,0,0,2.70805020110221,0,2.83321334405622,0,4.38202663467388,0,0,0,0,0.693147180559945,0,6.93537044601511,4.23410650459726,0,0,1.38629436111989,0,0,0,3.52636052461616,0,0,0
"112",0,3.68887945411394,0,2.94443897916644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"113",2.30258509299405,0,0,0,0,0.693147180559945,0,3.40119738166216,0,2.99573227355399,0,0,2.19722457733622,0,0.693147180559945,0,0,3.95124371858143,0,0,3.40119738166216,2.56494935746154,6.04737217904628,4.11087386417331,0,0,2
"114",2.30258509299405,0,5.99645208861902,0,4.51085950651685,2.70805020110221,0,5.04342511691925,0,5.50938833662798,2.07944154167984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"115",0,4.15888308335967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.99573227355399,0,0,0,0,0,5.06259503302697,0,1
"116",3.58351893845611,5.06259503302697,0,0,0,3.17805383034795,0,0,1.09861228866811,4.26267987704132,0,0,0,0,0,6.20253551718792,0,0,0,2.19722457733622,0,0,0,0,0,0,0
"117",0,0,1.94591014905531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.17438726989564,0,3.68887945411394,0,0,1.6094379124341,0,1
"118",1.79175946922805,0,0,0,0,0,0,0,0,3.87120101090789,0,0,0,0,0,0,0,3.87120101090789,0,0,0,1.38629436111989,5.68017260901707,3.25809653802148,3.13549421592915,0,0
"119",4.26267987704132,0,0,0,0,3.2188758248682,0,0,2.19722457733622,2.30258509299405,0,0.693147180559945,0,0,0,0,0,0,0,4.69134788222914,0.693147180559945,4.17438726989564,5.01063529409626,0,0,5.40267738187228,2
"120",0,0,0,0,0,0,0,0,0,3.97029191355212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"121",0,1.09861228866811,0,0,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"122",0,0,0,0,0,0,0,0.693147180559945,0,3.58351893845611,0,0,0,0,1.94591014905531,0,0,0,0,3.58351893845611,0,0,2.77258872223978,0,0,0,0
"123",0,0,0.693147180559945,3.71357206670431,4.27666611901606,0,0,3.55534806148941,0,0,0,0,0,6.06610809010375,0.693147180559945,0,1.94591014905531,1.38629436111989,4.33073334028633,0,0,2.70805020110221,0,0,0,0,1
"124",0,0,0,0,0,0,0,0,1.38629436111989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"125",0,3.8286413964891,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,1.09861228866811,0,0,0,0,1
"126",0,0,0,0,5.62401750618734,0,5.01727983681492,0,0,4.35670882668959,0,0,2.77258872223978,0,2.19722457733622,2.484906649788,4.23410650459726,4.0943445622221,2.19722457733622,4.55387689160054,3.52636052461616,0,5.30330490805908,3.95124371858143,3.87120101090789,0,1
"127",2.39789527279837,0,0,0,0,0,0,0.693147180559945,1.09861228866811,0,0,0,0,0,0,7.028201432058,0.693147180559945,0,0,4.17438726989564,2.70805020110221,5.93224518744801,0,2.56494935746154,0,4.94875989037817,2
"128",0,0,0,0,0,0,0,1.38629436111989,2.39789527279837,0,0,0,0,6.34212141872115,0.693147180559945,0,5.14166355650266,0,6.67329796776765,0,3.36729582998647,0,0,0,0,0,1
"129",0,0,0,0,0,0,0,0,3.87120101090789,0,1.6094379124341,0,2.83321334405622,6.65801104587075,0,0,7.0184017990692,0,3.29583686600433,2.83321334405622,0,0,0,0,0,0,1
"130",0,0,0,1.79175946922805,5.51342874616498,0,0,0,0,0,0,0,0,0,0,0,0,4.26267987704132,0,0,0,4.99721227376411,1.09861228866811,0,2.07944154167984,0,0
"131",3.55534806148941,0,0,0,0,0,2.94443897916644,0,0,0,0,0,0,0,0,5.52545293913178,0,2.07944154167984,0,3.95124371858143,4.54329478227,0,0,5.8348107370626,0,0,0
"132",0,0,1.38629436111989,0,3.95124371858143,0,0,0,0,2.70805020110221,0,0,0,3.91202300542815,0,0,0,1.94591014905531,0,0,0,0,0,0,0.693147180559945,0,0
"133",1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.39789527279837,0,0,0,3.91202300542815,0,0,0.693147180559945,0,0,3.2188758248682,0
"134",0,3.40119738166216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"135",0,0,0,0,0,0,0,0,1.38629436111989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"136",0,1.94591014905531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"137",3.17805383034795,3.89182029811063,0,0,0,0,2.70805020110221,0,2.07944154167984,0,2.19722457733622,3.40119738166216,2.07944154167984,0,0,4.77068462446567,0,0,4.38202663467388,5.38449506278909,4.46590811865458,4.30406509320417,4.04305126783455,2.94443897916644,4.99721227376411,0,1
"138",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.93182563272433,0,0,0,0,0,4.23410650459726,0,0,0,2.89037175789616,0
"139",1.38629436111989,0,0,0,0,2.63905732961526,0,2.07944154167984,0,0,0,0,0,0,0,3.52636052461616,0,0,0,4.43081679884331,0,3.71357206670431,0,2.83321334405622,0,0,0
"140",0,0,0,0,5.30826769740121,0,0.693147180559945,0,0,0,0,0,0,4.62497281328427,0,0,0,3.40119738166216,0,0,3.13549421592915,5.80513496891649,0,0,0,0,0
"141",0,0,0,0,0,0,0.693147180559945,0,0,3.95124371858143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"142",0,0,0,0.693147180559945,0,1.94591014905531,0.693147180559945,0,0,4.27666611901606,0,0,0,0,0,0,5.06890420222023,0,3.95124371858143,5.68017260901707,0,5.76832099579377,4.61512051684126,0,2.39789527279837,0,2
"143",0,0,4.60517018598809,0,0,2.63905732961526,3.71357206670431,0,0,6.89568269774787,0,0,0,0,3.87120101090789,0,0,2.56494935746154,4.90527477843843,3.71357206670431,0,0,6.01126717440416,3.40119738166216,2.83321334405622,0,7
"144",0,0,0,0,0.693147180559945,0,0,0.693147180559945,0,0,0,0,0,0,0,4.51085950651685,0,0,0,0,0,4.59511985013459,0,0,0,5.80211837537706,2
"145",0,0,0,3.29583686600433,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,4.33073334028633,0,0,0,3.2188758248682,0,1
"146",1.09861228866811,0,4.27666611901606,0,0,8.43728380818794,7.54538974961182,3.71357206670431,0,2.30258509299405,0,4.34380542185368,0,0,0,0.693147180559945,0,0,0,1.38629436111989,0,0,0,0,3.76120011569356,0,5
"147",0,3.36729582998647,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"148",5.64190707093811,0,1.38629436111989,0,0,6.05443934626937,5.31320597904179,5.88332238848828,3.25809653802148,0,2.83321334405622,0,0,0,0,0,0,0,0,0.693147180559945,0,2.19722457733622,0,4.54329478227,0,0,0
"149",0,0,0,0,4.72738781871234,0,0,0,0,3.2188758248682,0,0,0,0,0.693147180559945,0,0,0,0,4.00733318523247,4.49980967033027,3.58351893845611,4.56434819146784,0,0,4.48863636973214,2
"150",0,0,0,0,5.6937321388027,0,0,0,0,3.49650756146648,0,0.693147180559945,0,0,0,0,0,1.09861228866811,0,0,1.79175946922805,3.61091791264422,2.39789527279837,0,0.693147180559945,5.16478597392351,0
"151",3.36729582998647,0.693147180559945,0,4.91265488573605,0,0,0,3.13549421592915,1.09861228866811,0,0,0,1.79175946922805,0,7.61628356158038,0,0,0,0,0,0,0.693147180559945,0,0,4.21950770517611,5.24174701505964,2
"152",0,0,0,0,0,0,0,1.79175946922805,0,0,0,0,0,6.27664348934164,0,0,4.43081679884331,0,0,4.8283137373023,0,0,2.30258509299405,0,0,0,0
"153",4.91265488573605,0,0,0,0,0,0,0.693147180559945,1.6094379124341,0,4.57471097850338,6.07304453410041,0,0,0,0,0,2.63905732961526,0,4.65396035015752,0,1.38629436111989,0,0,3.58351893845611,0,0
"154",0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,4.31748811353631,0,1.94591014905531,3.2188758248682,0,0,2.89037175789616,0,0,0,0,0,0,0
