"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","bug"
"27",0,0,0,0,0,0,0,1.09861228866811,2.19722457733622,0,5.26785815906333,0,0,0,0,0,0,0,0.693147180559945,0,3.76120011569356,0,0,0,0,4.06044301054642,0,0,1
"28",0,4.88280192258637,0,0,0,0,0,0,0,0,0,0,3.58351893845611,0,4.17438726989564,0,0,0,0,0,0,0,0,0,0,0,2.30258509299405,0,2
"29",0,0,0,0,0,0,1.09861228866811,0,3.46573590279973,0,0,0,0,0,0,0,0,0,0,0,1.6094379124341,0,0,0,0,0,0,2.99573227355399,0
"30",2.77258872223978,0,0.693147180559945,0.693147180559945,0,0,0,2.30258509299405,0,0,0,0,0,0,0,0,0,0,3.17805383034795,0,0,3.25809653802148,0,0,0,0,0,5.3890717298165,0
"31",0,0,0,0,0,0,0,0,1.38629436111989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"32",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.94591014905531,0,0,0,0,0,0,0,0,0,0
"33",0,0,0,0,0,0,0,0,0,0,0,0,0,2.07944154167984,0.693147180559945,0,3.2188758248682,0,0,4.57471097850338,0,0,0,0,0,0,0,0,0
"34",0,0,0,0,0,0,0,0,3.97029191355212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"35",1.38629436111989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"36",0,0,0,0,0,0,0,0,3.04452243772342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37",0,0,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0
"38",0,3.58351893845611,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.58351893845611,0,0,2.56494935746154,0,0,0,0,0
"39",0,2.94443897916644,0,6.25766758788264,0,0,0,0,0,0.693147180559945,0,0,7.11314210870709,0,4.27666611901606,0,0.693147180559945,0,2.39789527279837,0,4.82028156560504,0,0,0,0,0,2.39789527279837,4.14313472639153,0
"40",0,0,0.693147180559945,0,7.48436864328613,3.89182029811063,5.84932477994686,0,3.76120011569356,4.79579054559674,0,0,0,0,0,0,0,0,0,0,5.12989871492307,0,0,0,0,0,3.3322045101752,5.23110861685459,4
"41",0,0,3.25809653802148,0,4.39444915467244,0,4.30406509320417,1.94591014905531,0,0,0,0,0,0,0,0,4.99721227376411,0,1.09861228866811,0,1.6094379124341,5.4553211153577,2.94443897916644,0,0,0,0,4.14313472639153,0
"42",2.30258509299405,0,0,0,4.12713438504509,2.83321334405622,3.52636052461616,0,0,0,0.693147180559945,0,0,0,4.45434729625351,0,0,4.00733318523247,0,0,2.94443897916644,2.77258872223978,1.09861228866811,1.79175946922805,0.693147180559945,0,0,0,1
"43",0,0,0,6.29894924685594,0,0,0,0,0,4.45434729625351,0,0,6.53958595561767,0,0,0,0,0,0,0,5.34233425196481,0,0,0,3.17805383034795,0,1.6094379124341,0,3
"44",1.38629436111989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,4.77068462446567,0
"45",0,1.94591014905531,0,0,0,0,0,2.07944154167984,0,0,0,0.693147180559945,2.484906649788,0,2.99573227355399,0,1.79175946922805,3.98898404656427,1.6094379124341,0,2.70805020110221,0,0,0,1.79175946922805,0,0.693147180559945,0,1
"46",0,0,0,1.38629436111989,0,0,0,0,0,0.693147180559945,0,0,2.07944154167984,0,0,0,0,2.484906649788,0,0,0,0,3.17805383034795,0,0,0,0,0,0
"47",3.29583686600433,0,2.07944154167984,6.55250788703459,0,0,0,0.693147180559945,0,0,0,0,0,3.29583686600433,0,1.94591014905531,2.39789527279837,5.18178355029209,4.00733318523247,0,0,4.24849524204936,0,2.77258872223978,0,0,0.693147180559945,7.64587582518481,1
"48",0,0,0,0,4.72738781871234,0,4.06044301054642,0,0,0,0,5.38449506278909,0,0,0,2.07944154167984,0,0,0,0,0,0,0,0,0,0,0,0,2
"49",0,0.693147180559945,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,2.63905732961526,0,0,0,0,0,6.01859321449623,0,0,0,0,0,0,0,1
"50",1.79175946922805,0,2.484906649788,0,4.47733681447821,0,3.52636052461616,0,0,4.59511985013459,0,0,0,0,3.17805383034795,0,0.693147180559945,0,0,0,0.693147180559945,0,0,1.94591014905531,1.79175946922805,0,3.95124371858143,0,1
"51",0,0,0,3.68887945411394,0,3.13549421592915,0,0,0,3.13549421592915,0,0,3.98898404656427,0,4.99043258677874,0.693147180559945,0,0,0,0,0,0,0,3.2188758248682,0,0,0,0,0
"52",0,0,0,0,0,0.693147180559945,0,0,3.36729582998647,0,0,0,0,0,1.94591014905531,0,0,0,0,0,0,4.91265488573605,0,0.693147180559945,0,0,0,4.72738781871234,0
"53",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79175946922805,0,0,0,0,0,0,0,0,0,0
"54",1.38629436111989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"55",0,0,0,5.67675380226828,0,0,0,0,0,0,0,0,0,0,0,0,0,4.06044301054642,0,0,0,0,0,0,0,0,0,5.01727983681492,0
"56",2.83321334405622,5.55295958492162,0,0,0,0,0,0,0,0,0,0,2.39789527279837,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,3.13549421592915,0,0,2
"57",0,3.25809653802148,0,0,0,0,0,0,0,0,3.68887945411394,0,0,0,0,2.83321334405622,0,0,0,0,0,0,0.693147180559945,2.07944154167984,0,0,0,0,1
"58",0,0,0,0,0,0,3.29583686600433,0,2.39789527279837,0,0,2.77258872223978,2.30258509299405,2.39789527279837,0,0,0,0,0,3.68887945411394,0,0,1.09861228866811,0,0,0,0,0,0
"59",0,0,0,0,4.49980967033027,0,0,6.31535800152233,3.17805383034795,0,0,0,0,0,0,0,0,0,0,0,5.54907608489522,0,0,0,2.89037175789616,0,0,0,0
"60",0,0,0,0,0,0,0,0,2.07944154167984,0,2.94443897916644,0,0,0,0,0,3.8286413964891,0,0,0,3.13549421592915,0,0,4.66343909411207,0,3.71357206670431,0,0,0
"61",0,0,0,0,0,0,0,0,3.09104245335832,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0
"62",0,0,0,0,0,0,0,0,0,0,0,6.76388490856244,0,2.63905732961526,0,0,0,3.04452243772342,0,0,0,0,0,0,0,0,0,0,1
"63",0,0,0,1.38629436111989,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,3.43398720448515,3.43398720448515,0,0,5.02388052084628,0,0,0,1.94591014905531,0,0,6.22257626807137,1
"64",0,0,0,0,0,5.4553211153577,0,0,0,0,0,0,2.63905732961526,0.693147180559945,0,0,4.18965474202643,4.46590811865458,0,0,0,2.07944154167984,4.48863636973214,7.61972421378267,0,0,0,0,1
"65",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.94591014905531,0,0,0,0,0,0,0,0,0,0
"66",0,0,3.73766961828337,0,3.61091791264422,0,0,0,5.2257466737132,0,2.39789527279837,0,0,0,0,0,0,0,3.58351893845611,0,4.84418708645859,0,4.34380542185368,3.36729582998647,0,0,0,3.63758615972639,3
"67",1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0
"68",0,0,0,0,0,0,0,0,1.79175946922805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"69",0,4.39444915467244,0,0,0,0,0,0,0,0,0,0,3.71357206670431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"70",0,0,0,0,0,0,0,0,3.04452243772342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"71",5.65248918026865,0,0,0,0,0,0,0,0,5.8805329864007,0,0.693147180559945,0,2.19722457733622,0,0,0,4.26267987704132,1.79175946922805,0,0,0,0,0,0,0,0,0,0
"72",0,0,0,0,2.77258872223978,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,2.56494935746154,0,0,0,0,2.56494935746154,1.38629436111989,0,4.68213122712422,0,0
"73",0,0,0,0,0,0,0,0,1.38629436111989,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"74",0,1.09861228866811,4.12713438504509,0,2.484906649788,0,6.21260609575152,0,0,2.77258872223978,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,1
"75",1.79175946922805,0,0,4.21950770517611,0,2.19722457733622,1.79175946922805,0.693147180559945,0,0,4.17438726989564,0,0,0,0,0,0,2.83321334405622,1.6094379124341,0,0,0,0,4.14313472639153,0,3.78418963391826,0,0,0
"76",0,0,0,0,2.484906649788,3.43398720448515,0,0,1.38629436111989,0,0,0,2.30258509299405,0,3.68887945411394,6.21060007702465,4.97673374242057,1.6094379124341,0,0,0,4.31748811353631,0,5.01063529409626,0,4.65396035015752,0.693147180559945,0.693147180559945,0
"77",0,0,0,0,0,3.46573590279973,0,0,0,0,2.63905732961526,0,0,0,1.94591014905531,0.693147180559945,0,0,1.09861228866811,6.32256523992728,0,0,0,0,0,0,0,0.693147180559945,0
"78",1.94591014905531,0,0,3.17805383034795,0,0,1.09861228866811,0,2.77258872223978,2.484906649788,2.30258509299405,0,0,0,0,4.11087386417331,3.68887945411394,3.2188758248682,0,0,0,3.29583686600433,3.68887945411394,0,0,1.38629436111989,0,2.77258872223978,0
"79",0,7.40853056689463,0,0,0,2.07944154167984,0,0,0,0,0,0,5.8348107370626,1.6094379124341,0,0,2.89037175789616,0,0,0,7.10414409298753,0,0,0,8.41005331585833,3.49650756146648,3.46573590279973,0,3
"80",0,0.693147180559945,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0
"81",0,0,0,0,0,0,0,0,4.17438726989564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"82",0,0,0,0,0,0,0,0,0,0,0,3.80666248977032,0,0,0,0,0,0,0,0,0,0,6.79794041297493,1.94591014905531,0,0,0,0,0
"83",0,0,0,0,0,0,0,2.19722457733622,3.2188758248682,1.94591014905531,2.30258509299405,3.55534806148941,0,0,0,0,0,2.39789527279837,0,0,4.71849887129509,0,0,0,0,0,0,0,2
"84",1.38629436111989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"85",0,0.693147180559945,0,0,0,0,0,0,2.94443897916644,0,0,0,0,0,0,0,0,0,2.484906649788,0,0,0,0,0,0,0,0,0,0
"86",0,0,3.73766961828337,2.94443897916644,1.94591014905531,5.31320597904179,3.95124371858143,8.66457817832929,6.07073772800249,0.693147180559945,3.25809653802148,0,4.46590811865458,0,0.693147180559945,0,0,0,2.63905732961526,0,0,0,0,0,1.09861228866811,0,4.38202663467388,0,13
"87",0,0,0,0,0,0,0,0,0,0,0,6.60665018619822,0,3.43398720448515,0,0,0,0,0,0,0,0,0,0,0,0,2.07944154167984,0,1
"88",3.46573590279973,0,0,0.693147180559945,0,2.77258872223978,0,0,0.693147180559945,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.84418708645859,0,0
"89",0,0,0,0,0,0,4.31748811353631,0,0,0,0,1.38629436111989,0,0,0,0,2.39789527279837,0,0,0,0,0,0,2.19722457733622,0,1.6094379124341,0,0,0
"90",0,0,0,0,0,0,0,0,4.21950770517611,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0
"91",4.9416424226093,0,0,0,0,0,0,0,0,0,0,0,0,6.06378520868761,0,0,0,3.66356164612965,0,5.03043792139244,0,1.79175946922805,1.6094379124341,0,0,0,0,0,0
"92",0,0,0,0,0,0,4.97673374242057,0,0,1.09861228866811,0,4.51085950651685,0,0,0,0,4.35670882668959,2.70805020110221,0,1.38629436111989,0,0,0,0,0,4.17438726989564,0,0,0
"93",0,0,0,0,0,0,0,0,2.39789527279837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"94",0,0,0,0,0,0.693147180559945,1.09861228866811,0,0,0,0,0,0,0,4.30406509320417,5.50533153593236,0,0.693147180559945,0,0,0,0,0,0,0,1.6094379124341,0,0,0
"95",1.94591014905531,0,0,0,0,0,0,2.83321334405622,0,2.19722457733622,2.07944154167984,0,0,3.25809653802148,0.693147180559945,4.43081679884331,2.30258509299405,0,0,0,0,0,0,5.90263333340137,0,4.72738781871234,0,4.44265125649032,0
"96",0,0,0,0,3.09104245335832,0,0,0,0,2.19722457733622,0,0,0,0,4.26267987704132,4.66343909411207,0,0,0,0,0,0,0,1.79175946922805,0,0,0.693147180559945,0,0
"97",0,0,2.89037175789616,0,0,0,0,0,0,0,0,0,6.96318998587024,0,0,0,0,1.09861228866811,0,0,5.47227067367148,0.693147180559945,0,0,5.38449506278909,3.46573590279973,0,0,4
"98",0,0,0,0,0,0,0,0,4.26267987704132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"99",4.55387689160054,0,0,3.13549421592915,0,0,0,0.693147180559945,0,0,0,6.77764659363512,3.66356164612965,3.36729582998647,0,0,0,0,0,0,0,0,0,0,0,0,2.77258872223978,0,1
"100",0,4.15888308335967,0,6.82871207164168,0,0,0,0,0,0,0,0,6.37842618365159,1.6094379124341,0,0,0,2.89037175789616,0,0,5.40717177146012,0,0,0,0,5.89440283426485,0,0,1
"101",4.18965474202643,0,0,0,0,0,0,0,4.02535169073515,4.77912349311153,0,0,0,1.38629436111989,0,3.61091791264422,0,0,0,0,0,0,0,0,0,0,6.16751649088834,0,0
"102",0,0,2.63905732961526,0,0.693147180559945,0,0,0,3.52636052461616,0,3.25809653802148,0,0,0,0,0,0,2.19722457733622,0,0,0,0,0,0,0,0,0,0,0
"103",0,0,0,1.09861228866811,0,0,0.693147180559945,0.693147180559945,3.91202300542815,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79175946922805,4.44265125649032,0,4.86753445045558,0,0
"104",4.27666611901606,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.72738781871234,2.30258509299405,0
"105",0,0,3.36729582998647,0,4.63472898822964,0,0,1.6094379124341,3.87120101090789,0,0,0,0,0,0,2.484906649788,4.61512051684126,0,4.44265125649032,0,0,4.18965474202643,2.484906649788,0,0,0,0,0,1
"106",0.693147180559945,0,3.46573590279973,0,4.20469261939097,0,0,2.07944154167984,4.27666611901606,4.36944785246702,2.56494935746154,0,0.693147180559945,0,1.6094379124341,0,0,0,0,0,1.79175946922805,0,0,0,0,0,3.8286413964891,0,2
"107",0,0,0,0,0,0,0,0,3.97029191355212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"108",0,0,2.70805020110221,0,0,2.77258872223978,0,0,0,0,0.693147180559945,0,3.36729582998647,0,0,2.30258509299405,0,0,2.39789527279837,0,0.693147180559945,0,0,4.21950770517611,0,0,0,1.79175946922805,1
"109",2.484906649788,0,5.70711026474888,0,0,2.89037175789616,6.95749737087695,0,1.6094379124341,5.64190707093811,0,0,0,0,0,0,0,0.693147180559945,4.54329478227,0,0,0,0,0,0,0,0,3.52636052461616,1
"110",0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,1.94591014905531,2.94443897916644,0,0,4.39444915467244,4.34380542185368,0,0,0,0,0,0
"111",1.94591014905531,0,0,0,3.85014760171006,0,0,0,0,0,0,0,0,2.39789527279837,0,0,7.05961762829138,1.6094379124341,0,0,0,1.38629436111989,0,0,0,3.49650756146648,0,0,0
"112",0,3.85014760171006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.484906649788,0,0,0,0
"113",0,0,3.29583686600433,0,0,4.02535169073515,0,0,4.07753744390572,0,5.65948221575962,0,0,3.61091791264422,0,3.36729582998647,0,0,0,0,0,0,1.6094379124341,0,0,5.00394630594546,0,0,2
"114",0,0,5.54126354515843,0,0,0,5.94017125272043,0,4.20469261939097,5.3890717298165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6094379124341,2
"115",0,0,0,0,0,3.61091791264422,0,0,0,0,0,0,0,3.55534806148941,0,0,0,2.99573227355399,0,0,5.01727983681492,0,0,0,0,0,0,0,1
"116",1.6094379124341,0,0,0,0,0,0,1.79175946922805,0,4.26267987704132,0,0,2.484906649788,0,0,0,6.53233429222235,0,2.30258509299405,0,1.38629436111989,0,0,0,0,0,0,0,0
"117",0,0,2.19722457733622,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.59511985013459,0,1.79175946922805,0,0,0,1
"118",2.63905732961526,0,0,0,0,0,0,0,3.8286413964891,0,5.70044357339069,0,0,0,0,3.73766961828337,0,0,0,0,0,0,0.693147180559945,3.17805383034795,3.04452243772342,0,0,0,0
"119",4.35670882668959,1.09861228866811,0,2.39789527279837,3.76120011569356,0,0,3.29583686600433,3.43398720448515,0,3.73766961828337,0,0,0,1.79175946922805,2.39789527279837,0,1.09861228866811,0,0,0.693147180559945,5.37063802812766,3.85014760171006,0,0.693147180559945,1.6094379124341,0,4.97673374242057,2
"120",0,0,0,0,0,0,0,0,3.97029191355212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"121",0,0,0.693147180559945,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0
"122",0,0,0,2.63905732961526,0,0,0,0,4.30406509320417,0,0,0,0,0,0,1.94591014905531,0,0,0,0,0,0,0,0,0,0,0,0,0
"123",0,2.63905732961526,0,0,2.56494935746154,2.56494935746154,0,0,0,1.09861228866811,0,0,0,0,0.693147180559945,0,0,0,0,5.9427993751267,4.90527477843843,0,4.80402104473326,0,0,0,0,0,1
"124",0,0,0,0,0,0,0,0,0,0,0,0,0,1.38629436111989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"125",0,3.71357206670431,0,0,0,0,0,0,0,0,0.693147180559945,1.09861228866811,0,0,0,0,0,1.38629436111989,0,0,0,0,1.09861228866811,0,0,0,0,0,1
"126",3.58351893845611,0,1.09861228866811,0,6.07304453410041,0,4.89034912822175,0,0,0,0,0,0,0,1.94591014905531,5.35185813347607,4.21950770517611,0,0,0,0,0,0,4.87519732320115,4.02535169073515,0,0,3.3322045101752,1
"127",0,0,0,1.6094379124341,2.70805020110221,0,0,0,0,0,0,0,0,0,1.94591014905531,0,0,3.80666248977032,7.07834157955767,0.693147180559945,0,6.16751649088834,0,0,0,2.89037175789616,0,0,2
"128",0,0,1.38629436111989,0,0,0,0,0,0.693147180559945,1.09861228866811,0,0,0,5.02388052084628,4.30406509320417,0,2.99573227355399,2.56494935746154,0,7.1731917424866,0,0,0,0,0,1.79175946922805,0,0,1
"129",2.77258872223978,0,0,0,0,2.89037175789616,5.38449506278909,0,0,0,0,0,0,4.45434729625351,5.36129216570943,0,2.56494935746154,3.46573590279973,0.693147180559945,7.24779258176785,0,2.30258509299405,0,0,0,0,0,0,1
"130",3.13549421592915,0,1.09861228866811,0,3.87120101090789,0,3.87120101090789,0,0.693147180559945,0,0,0,0,0,2.94443897916644,0,0,0,1.79175946922805,1.09861228866811,0,0,5.81413053182507,0,0,0,0,0,0
"131",0,0,0,0,3.43398720448515,1.09861228866811,0,1.79175946922805,0,0,0,0,0,0,5.08759633523238,0,5.63478960316925,0,4.77068462446567,0,0,5.30330490805908,0,0,0,0,0,0,0
"132",0,0,1.38629436111989,0,4.24849524204936,0,0,0,0,0,0,0,0,0,1.6094379124341,0,0,0,0,3.8286413964891,0,0,0,0,0,0,0,1.38629436111989,0
"133",0.693147180559945,0,0,0,0,0,1.79175946922805,0,0,0,0,0,0,1.6094379124341,0,0,3.52636052461616,0,2.30258509299405,0,0,0,2.484906649788,0,0,0,0,3.17805383034795,0
"134",0.693147180559945,0,0,0.693147180559945,0,0,0,0,2.99573227355399,0,0,0,0,0,0,0,0,0,2.19722457733622,0,0,0,0,0,0,0,0,0,0
"135",0,0,0,0,0,0,0,0,0,0,0,0,0,1.38629436111989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"136",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.94591014905531,0,0,0,0,0,0,0,0,0,0
"137",0,3.2188758248682,0,0,4.15888308335967,0,0,0,0.693147180559945,0,3.63758615972639,0,0,3.2188758248682,4.96284463025991,2.83321334405622,0,4.26267987704132,4.7361984483945,0,5.09375020080676,5.19295685089021,2.94443897916644,3.89182029811063,0,3.09104245335832,2.07944154167984,1.6094379124341,1
"138",0,0,0,0,0,0,0,1.09861228866811,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,4.69134788222914,1.38629436111989,0,0,3.04452243772342,0,0,0
"139",1.09861228866811,0,0,0,0,0,2.07944154167984,2.07944154167984,3.87120101090789,0.693147180559945,0,0,0,0,0,0,3.49650756146648,0,2.484906649788,0,0,3.76120011569356,3.85014760171006,0,0,0,0,0,0
"140",2.70805020110221,0,2.30258509299405,0,0,3.76120011569356,2.83321334405622,0,0,1.38629436111989,3.09104245335832,0,0,0,0,0,0,0,0,0,0,0,6.36475075685191,0,0,0,0,0,0
"141",0,0,0,0,0,0,0,0,3.97029191355212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"142",1.38629436111989,0,0,0,0,0.693147180559945,3.17805383034795,0,4.40671924726425,0,4.75359019110636,3.25809653802148,0,0,0,3.17805383034795,0,3.93182563272433,0,0,0,5.39362754635236,5.80814248998044,4.92725368515721,0,0,0,0,2
"143",0,0,0,2.30258509299405,6.00635315960173,0,4.34380542185368,0,5.70711026474888,5.87211778947542,6.16751649088834,0,0,0,0,0,0,0,0,0,3.68887945411394,0,0,3.71357206670431,4.78749174278205,1.79175946922805,0,0.693147180559945,7
"144",0,0,0,2.89037175789616,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,1.38629436111989,0,4.79579054559674,0,0,3.85014760171006,3.78418963391826,0,0,0,0,5.67332326717149,2
"145",0,3.8286413964891,0,0,0,0,0,0,0,0,0,0,2.83321334405622,0,3.87120101090789,0,0,1.09861228866811,0,0,0,0,0,2.70805020110221,0,0,1.38629436111989,0,1
