"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","bug"
"40",0,0,2.19722457733622,4.68213122712422,5.95583736946483,2.484906649788,0,4.66343909411207,0.693147180559945,0,0,0,0,5.63835466933375,7.43602781635185,2.07944154167984,0,0,4.69134788222914,0,2.39789527279837,4
"41",0,0,0,3.85014760171006,3.87120101090789,0,0,5.02388052084628,0,0,0,0,0,0,0,4.47733681447821,0,2.77258872223978,0,5.72031177660741,0,0
"42",0,0,0,2.77258872223978,0,4.35670882668959,0,2.99573227355399,0,2.484906649788,0,0,0,0,4.44265125649032,0,3.93182563272433,3.55534806148941,1.6094379124341,1.94591014905531,0,1
"43",0.693147180559945,0,0,0,0,0,6.10031895202006,0,0,6.99025650049388,0,0,1.09861228866811,0,2.30258509299405,0.693147180559945,0,0,2.484906649788,0,0,3
"44",0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,4.77912349311153,0
"45",0,2.30258509299405,0.693147180559945,0,1.09861228866811,4.27666611901606,0,0,0,3.25809653802148,0,0,0,0,0,0,2.94443897916644,0,0,0,0,1
"46",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.63905732961526,0,0,3.49650756146648,0
"47",3.89182029811063,0,2.99573227355399,0,0,0,0,0,4.52178857704904,0,3.78418963391826,0,4.27666611901606,4.06044301054642,0,4.86753445045558,2.19722457733622,0,2.07944154167984,1.79175946922805,7.90322680873073,1
"48",0,0,0,0,0,0,0,0,5.19849703126583,0,0,0,0,3.13549421592915,5.20948615284142,0,0,0,2.30258509299405,0,0,2
"49",0,5.17614973257383,1.38629436111989,0.693147180559945,0,0,0,0,0,5.50533153593236,0,0,0,0,0,0,0,0,0,0,0,1
"50",4.62497281328427,0,0,0,0,0,0,4.62497281328427,0,0,0.693147180559945,0,0,0,4.70048036579242,0,0.693147180559945,0,1.09861228866811,1.94591014905531,0,1
"51",0,0,3.55534806148941,0,0,3.63758615972639,4.14313472639153,0,0,4.46590811865458,0,0,0,0,0,0,4.26267987704132,0,0,0,2.94443897916644,0
"52",0.693147180559945,0,2.77258872223978,0,0,1.94591014905531,0,0,0,0,0,4.69134788222914,0,0,0,1.6094379124341,0,0,0,0,5.01063529409626,0
"53",0,0,0,0,0,0,1.6094379124341,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0
"54",0,0,1.38629436111989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"55",0,0,4.57471097850338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38629436111989,5.99146454710798,0
"56",3.13549421592915,5.15329159449778,0,1.38629436111989,0,0,0,0,0,4.70048036579242,0,0,0,0,0,0,0,0,0,0,0,2
"57",0,2.89037175789616,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,4.24849524204936,0.693147180559945,0,1
"58",0,0,0,2.89037175789616,0,0.693147180559945,4.20469261939097,0,3.2188758248682,0,0,0,0,0.693147180559945,0,0,0,1.09861228866811,0,0,0,0
"59",0,4.04305126783455,0,0,6.53378883793334,4.89034912822175,0,0.693147180559945,0,3.95124371858143,0,0,0,0,0,2.39789527279837,0,0,0,0,0,0
"60",0,0,0,0,0,0,0,0,0,0,2.30258509299405,0,2.83321334405622,0,2.07944154167984,4.04305126783455,0,0,4.67282883446191,3.78418963391826,0,0
"61",0,0,0,0,0,0,3.13549421592915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"62",0,0,5.17048399503815,0,0,0,0,0,6.58479139238572,0,0,0,0,0,0,0,0,0,0,0,0,1
"63",0,0,0,0,0,0,0,0,0,0,0,0,0,5.12989871492307,0,4.51085950651685,0,0,1.09861228866811,0,6.14203740558736,1
"64",0,0,0,0,0,1.38629436111989,1.6094379124341,0,0,6.16541785423142,0,0,3.3322045101752,3.80666248977032,0,0,7.36073990305828,5.96100533962327,2.77258872223978,0,1.38629436111989,1
"65",0,0,0,0,0,0,1.94591014905531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"66",0,2.77258872223978,0,0,2.99573227355399,0,0,3.95124371858143,0,3.55534806148941,0,0,3.68887945411394,2.484906649788,5.4510384535657,0,1.38629436111989,4.82028156560504,3.40119738166216,0,2.94443897916644,3
"67",0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0
"68",0,0,0,1.38629436111989,0,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0
"69",0,3.43398720448515,0,0,0,0,0,0,0,4.51085950651685,0,0,0,0,0,0,0,0,0,0,0,1
"70",0,0,0,2.07944154167984,0,0,2.63905732961526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"71",3.61091791264422,0.693147180559945,2.63905732961526,0,0,0,6.25190388316589,0,5.06259503302697,0,0,0,0,0,0,0,0,0,0,0,0,0
"72",4.0943445622221,0,0,0,0,0,0,0,0,0,3.91202300542815,0,0,0,0,0,0,0,0,2.484906649788,3.46573590279973,0
"73",0,0,0,1.09861228866811,0,0,0,0,0,1.09861228866811,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0
"74",2.89037175789616,0.693147180559945,0,4.18965474202643,0,0,0,6.20455776256869,0,0,2.484906649788,0,0,0,0,0,0,0,0,0,0.693147180559945,1
"75",0,0,0,0,0,0,0,0,0,0,3.76120011569356,0,0,0,0,1.09861228866811,3.91202300542815,0,4.26267987704132,4.06044301054642,4.02535169073515,0
"76",0,0,0,0,0,0,0,0,0,4.15888308335967,4.36944785246702,6.38687931936265,5.28320372873799,0,0,2.484906649788,4.69134788222914,0,2.30258509299405,2.19722457733622,0,0
"77",0,0,0,0,0,0,4.04305126783455,0,0,0,0,3.63758615972639,0,0,0,6.24997524225948,0,0,0,0,0,0
"78",0,0,0,0,0,0,0.693147180559945,0,0,0,0,4.81218435537242,2.83321334405622,0,0,3.97029191355212,2.77258872223978,1.79175946922805,0,0.693147180559945,4.11087386417331,0
"79",0,8.6347984334905,4.36944785246702,0,0,0,0,0.693147180559945,1.94591014905531,7.58781721999343,0.693147180559945,0,0,0,3.40119738166216,1.09861228866811,0,0,4.33073334028633,0,0,3
"80",0.693147180559945,0,0,0,0,0,1.6094379124341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"81",0,1.09861228866811,0,4.12713438504509,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0
"82",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.84161547647759,0,2.39789527279837,0,0
"83",0,0,1.6094379124341,0,0,2.94443897916644,0,0,0,4.07753744390572,0,0,0,3.09104245335832,4.21950770517611,3.29583686600433,0,0,2.19722457733622,0,0,2
"84",0,0,1.38629436111989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"85",0,0,0,0,0,0,3.43398720448515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"86",4.77068462446567,0,0,0,8.69834740045819,6.18001665365257,0,2.56494935746154,0,4.12713438504509,0.693147180559945,0,0,3.36729582998647,0,0,0,0,1.79175946922805,3.97029191355212,0,13
"87",2.70805020110221,1.09861228866811,0,0,0,0,0,0,6.63200177739563,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,1
"88",4.18965474202643,0,4.48863636973214,2.07944154167984,0,0,2.77258872223978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"89",0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,3.29583686600433,4.02535169073515,0,2.83321334405622,0.693147180559945,0,0,0,0
"90",0,0,0,4.20469261939097,0,0.693147180559945,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0
"91",0,0,0,0,0,1.09861228866811,0,0,5.57594910314632,0,5.27299955856375,0,0,0,0,3.71357206670431,5.54126354515843,2.70805020110221,0,0,0,0
"92",0,0,2.19722457733622,0,0,4.54329478227,0,0,4.95582705760126,0,0,3.61091791264422,0,0,3.87120101090789,0,0,0,0.693147180559945,4.23410650459726,0,0
"93",0,0,0,2.30258509299405,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0
"94",0,3.04452243772342,0,0,0,0,2.39789527279837,0,0,0,3.98898404656427,5.4971682252932,0,0,0,0,0,0,0,0,0,0
"95",0,0,2.77258872223978,0,0,0,0,0,1.38629436111989,0,3.46573590279973,1.38629436111989,3.13549421592915,0,0,3.29583686600433,3.98898404656427,0,6.13556489108174,3.55534806148941,4.23410650459726,0
"96",0.693147180559945,0,0,0,0,0,2.484906649788,0,0,0,4.12713438504509,4.77912349311153,0,0,0,2.07944154167984,0,0,0,0,2.56494935746154,0
"97",0,5.73334127689775,0,0,0,1.94591014905531,0,0,0,7.0833878476253,0,0,0,3.25809653802148,0.693147180559945,0,0,0,2.89037175789616,2.63905732961526,0,4
"98",0,0,0,4.26267987704132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"99",0.693147180559945,0,6.74051935960622,0,0,0,0,0,5.39362754635236,0,1.09861228866811,0,0,0,2.19722457733622,0,0,0,0,0,0,1
"100",0,4.76217393479776,6.4150969591716,0,0,0,4.60517018598809,0,0,6.94215670569947,0,0,0,1.09861228866811,0.693147180559945,0,0,0,0,3.73766961828337,5.62401750618734,1
"101",6.25766758788264,0,2.94443897916644,0,0,1.6094379124341,0.693147180559945,0,3.78418963391826,0,0,5.11198778835654,0,0,0,0,0,0,0,0.693147180559945,0,0
"102",0,0,0,3.98898404656427,0,1.09861228866811,0,2.63905732961526,0,0,0,0,0,0,0,0,0.693147180559945,1.09861228866811,2.30258509299405,0,0,0
"103",0,0,4.60517018598809,2.99573227355399,0,0,0,0,0,4.51085950651685,0,0,0,0,3.46573590279973,0,0,3.55534806148941,0,0,0,0
"104",4.11087386417331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79175946922805,4.86753445045558,0
"105",0,0,0,2.99573227355399,1.79175946922805,0,0,3.25809653802148,0,0,4.26267987704132,0,4.85203026391962,0,0.693147180559945,0,0,4.66343909411207,0,4.61512051684126,0,1
"106",4.62497281328427,0,1.09861228866811,2.30258509299405,0,0,0,4.70953020131233,0,0,1.6094379124341,0,0,0,4.55387689160054,0,0,0,0,0.693147180559945,0,2
"107",0,0,0,3.97029191355212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"108",0,0,0,0,0,0,3.13549421592915,0,0,0,0,0,0.693147180559945,1.79175946922805,0,0,0,2.89037175789616,4.57471097850338,2.30258509299405,0,1
"109",4.40671924726425,0,0,0,2.30258509299405,2.99573227355399,0,7.33693691370762,4.55387689160054,0,0,0,0,2.63905732961526,0,0,0.693147180559945,0,0,3.66356164612965,0,1
"110",0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,3.85014760171006,0,0,0,0,4.20469261939097,0,3.2188758248682,3.80666248977032,0
"111",0,0,0,1.38629436111989,0,5.29330482472449,0,0,0,0,0,1.09861228866811,6.08677472691231,0,0,6.38350663488401,0,0,0,3.46573590279973,0,0
"112",0,3.93182563272433,0,0,0,0,0,0,0,2.07944154167984,0,0,0,0,0,0,0,0,0,0,0,0
"113",2.19722457733622,0,0,0,0,0,0,3.61091791264422,0,0,0,0,1.38629436111989,3.40119738166216,0,0,3.73766961828337,2.30258509299405,6.24610676548156,0,0,2
"114",0,0,0,0,0,4.0943445622221,0,6.74758652682932,1.09861228866811,0,0,0,0,0,0,0,0,2.30258509299405,0,0,0,2
"115",0,4.39444915467244,0,1.94591014905531,2.07944154167984,0,0,0,4.15888308335967,4.43081679884331,0,0,0,0,0,0,0,0,0,0,0,1
"116",0,0,0,5.2257466737132,0,5.6021188208797,0,0,0,3.58351893845611,0,0,5.56068163101553,0,0,2.56494935746154,1.09861228866811,0,0,3.25809653802148,0,0
"117",0,0,0,0,0,0,0,1.94591014905531,0,0,0,0,0,0,2.07944154167984,0.693147180559945,0,4.57471097850338,0,1.38629436111989,0,1
"118",2.39789527279837,0,0,3.52636052461616,0,0,0,0,1.38629436111989,0,0,2.89037175789616,0,0,0,0,0,3.25809653802148,5.86929691313377,0,0,0
"119",0,0,0,0,3.2188758248682,2.77258872223978,0,0,1.09861228866811,1.94591014905531,0,5.86078622346587,0,0,0,3.46573590279973,1.6094379124341,3.71357206670431,0,0,5.21493575760899,2
"120",0,0,0,3.97029191355212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"121",0,0,0,1.6094379124341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"122",0,0,0,4.20469261939097,0,0,0,0,0,0,0,1.6094379124341,0,0,0,0.693147180559945,0,2.30258509299405,0,0,2.56494935746154,0
"123",0,4.40671924726425,0,0,0,0,5.68357976733868,4.18965474202643,0,0,3.71357206670431,1.38629436111989,0,0,3.09104245335832,4.70048036579242,0,4.06044301054642,0,1.94591014905531,0,1
"124",0,0,1.38629436111989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"125",0,0,0,0.693147180559945,0,0,0,0,0,3.40119738166216,0,1.79175946922805,1.79175946922805,0,0,0,0.693147180559945,2.07944154167984,0,0,0,1
"126",0,2.30258509299405,0,0.693147180559945,0,2.484906649788,0,3.3322045101752,0,0,5.36129216570943,5.11198778835654,2.63905732961526,0,5.56452040732269,0,0,4.9416424226093,5.51342874616498,2.63905732961526,0,1
"127",0,0,0,0,1.09861228866811,0,0,0,2.89037175789616,0,0,0,7.01391547481053,1.09861228866811,0,0,2.56494935746154,1.6094379124341,0,6.31896811374643,3.8286413964891,2
"128",0,0,0,0,0,0.693147180559945,5.44241771052179,0,0,0,4.969813299576,0,2.63905732961526,2.39789527279837,2.19722457733622,6.26339826259162,6.46302945692067,0,0,0,0,1
"129",0,0,0,0,0,3.71357206670431,4.33073334028633,0,2.39789527279837,0,5.19295685089021,0,0,1.09861228866811,0,7.35946763825562,4.78749174278205,0,0,2.19722457733622,0,1
"130",0,2.63905732961526,0,0,3.66356164612965,0,0,0,0,0,0,0,0,0,0,0,0,5.98141421125448,3.36729582998647,1.6094379124341,0,0
"131",2.07944154167984,0,0,0,2.39789527279837,2.484906649788,0,0,0,0,0,0,6.37161184723186,0,0,3.76120011569356,2.77258872223978,3.25809653802148,0,4.61512051684126,0,0
"132",0,0,0,0,0,0,4.02535169073515,0,0,0,3.3322045101752,0,0,2.19722457733622,3.2188758248682,0,0,2.30258509299405,0.693147180559945,0,0,0
"133",1.09861228866811,0,0,0,0,0,0,2.89037175789616,0,0,0,0,3.61091791264422,0,0,0,3.36729582998647,0,0,1.38629436111989,0,0
"134",0,0,0.693147180559945,0,0,0,3.29583686600433,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0
"135",0,0,1.38629436111989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"136",0,0,0,0,0,0,1.94591014905531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"137",0,5.29831736654804,0,0,3.04452243772342,0,0,0,2.19722457733622,0,2.07944154167984,2.77258872223978,5.09375020080676,0,0,5.35185813347607,3.80666248977032,3.71357206670431,4.35670882668959,4.99721227376411,0,1
"138",0,0,0,0,0,1.94591014905531,0,0,0,0.693147180559945,0,0,2.19722457733622,0,0,0,0,0,0,4.65396035015752,2.83321334405622,0
"139",0.693147180559945,0,0,0,0,3.36729582998647,0,0,0,0,0,0.693147180559945,3.85014760171006,0,3.49650756146648,0.693147180559945,0,3.98898404656427,0,3.52636052461616,0,0
"140",0,0,0,0,0,0,2.94443897916644,2.70805020110221,0,0,0,0,2.89037175789616,2.19722457733622,0,0,0,6.4377516497364,0,1.6094379124341,0,0
"141",0,0,0,3.97029191355212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"142",0,0.693147180559945,2.56494935746154,0.693147180559945,0.693147180559945,1.38629436111989,0,0,0,0,0,5.92157841964382,0,2.19722457733622,3.93182563272433,4.72738781871234,0,5.95324333428778,1.79175946922805,4.11087386417331,0,2
"143",0,0,0,3.13549421592915,0,3.04452243772342,0,5.41610040220442,0,0,0,0,0,0,6.7428806357919,0,0,2.70805020110221,6.5206211275587,2.99573227355399,0,7
"144",0,0,0.693147180559945,0,0,0,1.09861228866811,0,0,0,0,0,4.68213122712422,0,0,0,0,4.18965474202643,0,3.89182029811063,5.6970934865054,2
"145",0,3.04452243772342,0,0,0,1.09861228866811,0,0,2.70805020110221,4.26267987704132,0,0,0,0,0.693147180559945,0,0,3.04452243772342,0,0,0,1
"146",4.56434819146784,0,0,0,8.69951474821019,6.16120732169508,0,3.17805383034795,0,4.47733681447821,0,0,0,3.17805383034795,0,0,0,0,0,3.93182563272433,0,5
"147",0,0,0,2.30258509299405,0,0,3.04452243772342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"148",3.98898404656427,0,0,0,5.94542060860658,6.72743172485086,2.19722457733622,0,3.76120011569356,0,0,0,0,0,0,3.13549421592915,0,0,0,4.29045944114839,0,0
"149",0,0,0,1.79175946922805,0,0,0,0,0,0,5.24174701505964,4.70953020131233,4.00733318523247,0,2.63905732961526,1.94591014905531,0,3.66356164612965,2.30258509299405,0,4.33073334028633,2
"150",0,0,0,0,0,0,0,0,0,0,5.51342874616498,0,0,0,2.94443897916644,0,0,3.98898404656427,0,0,5.48063892334199,0
"151",3.13549421592915,0.693147180559945,2.56494935746154,0,0,0,6.66057514983969,0,0,7.14913159855741,1.38629436111989,0,0,0,2.30258509299405,0,0,0,0.693147180559945,3.09104245335832,5.88332238848828,2
"152",0,0,0,0,0,0,5.24702407216049,0,0,0,3.46573590279973,5.31811999384422,0,0,0,5.79909265446053,0,0,0,0,0,0
"153",6.02586597382531,0,3.17805383034795,2.99573227355399,0,3.04452243772342,0,0,5.4553211153577,0,0,0,0,0,3.55534806148941,0,0,0,2.83321334405622,2.39789527279837,4.04305126783455,0
"154",0,0,0,0,0,0,3.61091791264422,0,0,0,2.89037175789616,0,2.77258872223978,0,0,3.85014760171006,0,2.19722457733622,0,0,0,0
"155",5.15905529921453,0.693147180559945,3.04452243772342,0,0,0,0,0,2.19722457733622,0,0,0,0,5.65248918026865,0,2.07944154167984,0,0,0,0,0,2
"156",0,0,0,4.44265125649032,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0
"157",4.44265125649032,0,4.04305126783455,2.07944154167984,0,6.44413125670044,0,0,5.20948615284142,0.693147180559945,4.53259949315326,3.80666248977032,4.60517018598809,0,0,0,2.07944154167984,0,2.63905732961526,4.77912349311153,2.99573227355399,0
"158",0,0.693147180559945,0,0,0,6.67708346124714,0,0.693147180559945,0,0,2.83321334405622,0,0,0,3.58351893845611,0,2.07944154167984,0.693147180559945,2.94443897916644,0,0,0
"159",1.79175946922805,5.89989735358249,1.38629436111989,3.78418963391826,2.30258509299405,3.25809653802148,0,4.36944785246702,0,6.24804287450843,0,0,0,2.63905732961526,6.69208374250663,0,0,0,6.18001665365257,3.13549421592915,3.46573590279973,7
"160",0.693147180559945,0,0,0,0,0,0,0,0,0,4.23410650459726,0,0,1.09861228866811,0,0,0,0,0,0,0,0
"161",0,0,0,0,0,0,0,4.27666611901606,0,0,1.94591014905531,5.98393628068719,2.83321334405622,0,0,4.75359019110636,0,0,2.19722457733622,0,5.87211778947542,1
"162",0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"163",0,0,1.38629436111989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"164",0,0,0,0,0,0,1.79175946922805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"165",0,0.693147180559945,2.19722457733622,1.94591014905531,0,0,1.38629436111989,4.47733681447821,3.52636052461616,5.60947179518496,4.17438726989564,5.63121178182137,0,3.85014760171006,0,0,1.09861228866811,2.63905732961526,8.03915739047324,2.56494935746154,0.693147180559945,4
"166",0,1.09861228866811,0,0,0,3.13549421592915,0,1.38629436111989,0,4.77068462446567,0,0,0,1.79175946922805,0,0,0,2.07944154167984,4.39444915467244,0,0,1
"167",0,0,0,0,0,0,0,4.89783979995091,0.693147180559945,0,0,0,0,0,0,0,0,6.47850964220857,0,0,0,0
"168",0,0,0,0.693147180559945,0,0,0,0,5.12989871492307,1.09861228866811,0.693147180559945,0,0,3.2188758248682,4.27666611901606,0,1.38629436111989,0,0,0,0,2
"169",0,0,0,0,0,0,0,2.94443897916644,0,0,4.72738781871234,7.51316354523408,0,1.09861228866811,0,0,0,1.09861228866811,5.98393628068719,0,0.693147180559945,1
"170",0,0,0,0,0,0.693147180559945,0,0,0,3.87120101090789,0,0,0,0,0,0,0,3.2188758248682,6.15060276844628,0,0,1
"171",2.30258509299405,0,0,3.63758615972639,0,0,0,4.31748811353631,1.38629436111989,0,3.80666248977032,0,4.63472898822964,0,0,0,0,3.2188758248682,0,3.68887945411394,5.83188247728352,2
"172",4.91998092582813,0,3.87120101090789,0,0,0,0,4.24849524204936,0,0,0,4.58496747867057,1.6094379124341,0,0,1.09861228866811,0,4.98360662170834,4.80402104473326,0,6.29156913955832,1
"173",0,0,0,0,0,0,0,0,0,0,0,2.70805020110221,0,0,2.484906649788,2.63905732961526,0,4.20469261939097,0,2.89037175789616,0,0
"174",0,0,0,0,0,0,0,0,0,0,0,4.9416424226093,0,0,0,0,0,0,0,0,0,0
"175",3.8286413964891,0,5.04342511691925,4.67282883446191,0,2.484906649788,2.63905732961526,6.63200177739563,1.6094379124341,4.12713438504509,3.43398720448515,5.40717177146012,2.83321334405622,0,7.93487156594518,0,4.7361984483945,2.19722457733622,5.59842195899838,0,4.96284463025991,10
"176",0,0.693147180559945,3.85014760171006,0,0,0.693147180559945,0,0,4.38202663467388,0,0,0,0,0.693147180559945,0,0,0,0,1.09861228866811,1.09861228866811,5.90263333340137,0
"177",0,0,0,1.6094379124341,0,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0
