"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","bug"
"23",0,0,0,0,4.36944785246702,0,0,1.6094379124341,0,4.80402104473326,0.693147180559945,3.76120011569356,0,3.78418963391826,4.8283137373023,0,1.09861228866811,0,0,0,0,1.09861228866811,0,6.07993319509559,3.97029191355212,0,0,0
"24",0,0,0,0,0,0,0,0,0,0,0,3.13549421592915,0,0,0,2.77258872223978,4.06044301054642,0,0,0,0,0,0,1.09861228866811,0,0,3.76120011569356,0
"25",0,1.38629436111989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.94591014905531,0,0,0,0,0,3.36729582998647,0,0
"26",3.61091791264422,0,0,0,0,0.693147180559945,6.3491389913798,4.95582705760126,0,0,3.49650756146648,0,0,0,1.38629436111989,2.63905732961526,3.58351893845611,0,0,0,0,3.29583686600433,0,0,3.3322045101752,0,0,1
"27",0,0,0,0,0,0,0,0,0,0,0,5.34710753071747,0,0,3.36729582998647,0,0,0,0,2.30258509299405,0,0,0,2.30258509299405,3.89182029811063,0,0,1
"28",0,2.484906649788,0,3.73766961828337,0,0,3.13549421592915,0,0,0,2.63905732961526,0,1.38629436111989,0,0,0,0,0,5.01063529409626,0,0,0,0,0,0,0,0,2
"29",0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0.693147180559945,0,3.29583686600433,0,0,2.63905732961526,0,0,0,2.77258872223978,0
"30",0,0,0,0,0,0,0,2.94443897916644,0.693147180559945,0,0,0,0,0,0,0,3.36729582998647,0,0,0,0,0,3.80666248977032,1.09861228866811,0,0,5.29831736654804,0
"31",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,1.09861228866811,0
"32",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.94591014905531,0,0,0,0,0
"33",0,0,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,0,4.77068462446567,0,0,0,2.30258509299405,0,0,0
"34",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38629436111989,0,0,0,0,3.66356164612965,0,0,0,2.484906649788,0
"35",0,0,0,1.38629436111989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"36",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.04452243772342,0,0,0,0,0
"37",0,0,0,0.693147180559945,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0
"38",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,4.4188406077966,0,0,0,0.693147180559945,0,0,0,0,0
"39",0,0,0,7.3004728142678,0,0,0,0,0.693147180559945,0,0,3.13549421592915,5.56068163101553,3.68887945411394,0,1.09861228866811,4.74493212836325,0,4.7361984483945,0,0,0,1.6094379124341,0,0,0,2.39789527279837,0
"40",3.04452243772342,0,1.79175946922805,0,7.3004728142678,0,3.89182029811063,0,0,5.28320372873799,2.484906649788,0.693147180559945,0,0,3.09104245335832,0,0,3.8286413964891,0,6.49375383985169,0,0,0,0,0,2.39789527279837,5.39816270151775,4
"41",4.72738781871234,0,4.68213122712422,0,0,2.19722457733622,0,0,0,0,0,0,2.30258509299405,0,0,0,0,4.30406509320417,0,4.15888308335967,0,2.94443897916644,5.3890717298165,0,1.09861228866811,0,3.71357206670431,0
"42",3.13549421592915,2.19722457733622,0,0,0,0,0,4.23410650459726,0,0,2.94443897916644,0,0,0,1.38629436111989,3.3322045101752,0,1.6094379124341,0,4.74493212836325,0,3.40119738166216,1.79175946922805,1.09861228866811,0,0,0,1
"43",0,0,0,6.76041469108343,0.693147180559945,0,0,0,4.38202663467388,0,0,0,6.17586727010576,0,3.58351893845611,0,0,0,4.12713438504509,2.19722457733622,0,0,0,0,3.36729582998647,0,0,3
"44",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.83321334405622,0,0,0,0,0,0,0,0,0,4.66343909411207,0
"45",0,0,0,0,0,0,0,3.52636052461616,0,0,1.38629436111989,0,1.6094379124341,2.89037175789616,0,0,0,0,0,4.14313472639153,0,0.693147180559945,1.94591014905531,0,0,0,0,1
"46",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,3.52636052461616,0,0,0,0,0,2.484906649788,0,0,0,0,0
"47",3.8286413964891,2.484906649788,3.43398720448515,1.94591014905531,0,0,2.99573227355399,5.50533153593236,3.40119738166216,0.693147180559945,0,0,0,0,3.13549421592915,0,7.61035761831284,0,0,0,0,0,3.40119738166216,0,0,0,6.59167373200866,1
"48",1.09861228866811,0,0,0,4.92725368515721,0,0,0,0,3.09104245335832,5.08759633523238,4.20469261939097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.94591014905531,2
"49",0,0,0,2.77258872223978,0,0,0,0,0.693147180559945,0,0,0,2.99573227355399,0,5.96870755998537,0,0,0,0,0,0,0,0,0,0,0,0,1
"50",0.693147180559945,0,0,0,3.78418963391826,0,0,0,0,4.23410650459726,0,0,0,0,0,0,0,4.40671924726425,0,4.36944785246702,0,0,0,0,0,3.93182563272433,0,1
"51",0,4.65396035015752,0,3.55534806148941,0,0,0,2.484906649788,0,2.89037175789616,0,0,0,0,0,4.53259949315326,3.89182029811063,0,0,0,0,0,0,0,0.693147180559945,0,0,0
"52",0,0,0,0,0,0,2.39789527279837,1.09861228866811,2.484906649788,0,0,0,0,0,0,0,3.40119738166216,0,0,0,0,0,2.83321334405622,0,0,0,5.37527840768417,0
"53",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79175946922805,0,0,0,0,0
"54",0,0,0,1.09861228866811,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"55",0,0,0,0,0,0,0,2.19722457733622,0,0,3.73766961828337,0,0,0,0,0,6.09807428216624,0,0,0.693147180559945,0,0,1.09861228866811,0,0.693147180559945,0,0.693147180559945,0
"56",3.2188758248682,2.83321334405622,0,0.693147180559945,1.38629436111989,0,1.6094379124341,0,0,0,1.79175946922805,1.94591014905531,4.31748811353631,2.56494935746154,0,0,0,0,5.08759633523238,0,0,0,0,0,0,0,0,2
"57",0,0,0,0,0,0,0,0,0,0,0,4.44265125649032,0,0,0,0,0,0,0,0,0,0,0,1.38629436111989,0,0,0.693147180559945,1
"58",0,0,0,0,0,0,0,2.39789527279837,0,0,3.04452243772342,0,0,2.07944154167984,0,0,0,3.09104245335832,0,0,3.87120101090789,0,1.6094379124341,0,0,1.09861228866811,0,0
"59",0,0,0,0,0,6.26530121273771,0,0,0,0,0,0,2.83321334405622,0,0,0,0,0,0,5.98393628068719,0,0,0,0,0,0,0,0
"60",0,0,0,0,0,0,3.25809653802148,0,0,0,0,3.55534806148941,0,0,4.39444915467244,0,0,0,0,3.73766961828337,0,0,0,4.06044301054642,0,0,0,0
"61",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38629436111989,0,0,2.99573227355399,0,0,0,0,0
"62",0,4.84418708645859,0,0,0,0,4.27666611901606,0,0,0,6.48616078894409,3.85014760171006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"63",0,0,0,0,2.39789527279837,0,0,0,0,0,1.79175946922805,0,0,0,0,0,3.17805383034795,0,0,2.94443897916644,0,0,1.94591014905531,0,1.09861228866811,0,6.49375383985169,1
"64",0,0,4.56434819146784,2.70805020110221,0,2.39789527279837,3.49650756146648,2.07944154167984,5.13579843705026,0,0,0,5.23644196282995,0,0.693147180559945,7.48324441607385,0,0,0,3.93182563272433,0,4.89783979995091,3.76120011569356,0,2.63905732961526,0,0,1
"65",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.94591014905531,0,0,0,0,0
"66",1.79175946922805,0,0,0,0.693147180559945,0,0,0,0,0,0,4.78749174278205,3.04452243772342,0,0,3.3322045101752,3.25809653802148,4.15888308335967,0,5.58724865840025,0,3.80666248977032,0,0,0,0,1.6094379124341,3
"67",0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0
"68",0,0,0,1.79175946922805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"69",0,0,2.77258872223978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.58496747867057,2.19722457733622,0,0,0,0,0,0,0,1
"70",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.04452243772342,0,0,0,0,0
"71",0,0,0,1.38629436111989,0,0,0,0,6.52209279817015,0,3.49650756146648,0,0,0,0,0,2.484906649788,0,0,0,0,0,0,0,0,0,0,0
"72",0,0,0,0,0,0,0,2.19722457733622,2.56494935746154,0,0,0,0,0,0,0,0,0,0,0,0,0,3.89182029811063,0,0,4.04305126783455,3.29583686600433,0
"73",0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0,0,0
"74",0,0,0,0,0,0.693147180559945,4.18965474202643,0,0.693147180559945,1.6094379124341,0,0,3.36729582998647,0,0,0,0,6.13339804299665,0,0,0,0,3.40119738166216,0.693147180559945,0,0,0,1
"75",2.89037175789616,0,0,0,0,0,4.24849524204936,0,2.70805020110221,0,0,3.98898404656427,0,3.66356164612965,0,3.43398720448515,3.98898404656427,0,0,0,0,0,0.693147180559945,0,0,0,0,0
"76",0,0,0,0,0,0,0,0,2.39789527279837,0,0,0,0,4.12713438504509,3.46573590279973,5.12396397940326,0,0,0,0,0,5.39362754635236,4.51085950651685,5.98141421125448,4.49980967033027,1.6094379124341,0,0
"77",0,2.39789527279837,0,0,0,0,0,0,3.13549421592915,0,0,2.484906649788,0,0,0,0,0,0,0,0.693147180559945,6.34035930372775,0,0,0,0,0,0,0
"78",0,0,0,0,0,0,2.99573227355399,1.79175946922805,0,3.66356164612965,0,0,0,2.56494935746154,1.94591014905531,1.94591014905531,5.09375020080676,0,0,0,2.99573227355399,0,0,0,0,0,1.79175946922805,0
"79",0,0,3.97029191355212,2.19722457733622,0.693147180559945,0,4.0943445622221,1.94591014905531,2.63905732961526,5.03043792139244,0,0,8.32700074024171,0,0,0,0,0,8.10681603894705,3.71357206670431,0,0,0,0.693147180559945,1.6094379124341,1.38629436111989,0,3
"80",0,0,1.09861228866811,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0,0,0
"81",0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0.693147180559945,0,0,2.07944154167984,0,0,0,3.52636052461616,0,0,3.13549421592915,0,0,0,0,0
"82",0,0,0,0,0,0,0,0,0,0,2.83321334405622,0,0,0,0,6.80793494369993,0.693147180559945,0,0,0,0,0,3.2188758248682,0,0,0,0,0
"83",0,0,0,0,0,0,1.6094379124341,3.52636052461616,0,2.63905732961526,1.6094379124341,3.93182563272433,0,0,0,0,0,0,0,4.44265125649032,0,0,0,0,0,2.70805020110221,0,2
"84",0,0,0.693147180559945,0.693147180559945,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"85",0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.40119738166216,0,0,0,0,0
"86",2.07944154167984,0,2.56494935746154,0,4.65396035015752,8.7227428743294,3.04452243772342,2.89037175789616,0,0,0,3.95124371858143,0,0,3.95124371858143,0,3.2188758248682,1.09861228866811,2.07944154167984,5.50533153593236,0,2.07944154167984,0,0,0,4.15888308335967,0,13
"87",0,5.46806014113513,0,0,0,0,4.35670882668959,0,0,0,6.0913098820777,2.99573227355399,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38629436111989,0,1
"88",0,3.46573590279973,0,1.6094379124341,0,0,0,0,2.77258872223978,0,2.77258872223978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.70953020131233,0,0
"89",0,0,0,0.693147180559945,0,0,0,4.46590811865458,0,0,2.39789527279837,0,0,0,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0
"90",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.83321334405622,0,0,0,2.99573227355399,0,0,3.52636052461616,0,0,0,0,0
"91",1.6094379124341,0,0,0,0,0,5.11198778835654,0,4.89783979995091,0,3.61091791264422,0,0,0,0,2.56494935746154,0,0,0,0,5.91079664404053,3.91202300542815,0,0,0,0,0,0
"92",0,0,0,0,3.98898404656427,0,0,5.04985600724954,0,0,4.55387689160054,2.83321334405622,0,0,0,0,3.58351893845611,0,0,0,0,0,0,0,3.73766961828337,0,0,0
"93",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,2.19722457733622,0,0,0,0,0
"94",0,0,0,0,0,0,0,0,3.58351893845611,0,0,0,0,3.2188758248682,0,0,0,0,0,0,0,0,3.29583686600433,5.48893772615669,0,0,0,0
"95",2.484906649788,0,0,0,0,0,3.52636052461616,3.52636052461616,0.693147180559945,1.94591014905531,0,2.484906649788,0,0,5.50533153593236,2.77258872223978,4.20469261939097,0,0,0,0,2.89037175789616,0,5.55295958492162,3.09104245335832,0,0,0
"96",0,0,0,0,0,0,0,0,2.484906649788,0,0,0,0,4.24849524204936,0.693147180559945,0,2.99573227355399,0,0,0,2.39789527279837,0,0,4.60517018598809,0,0,0.693147180559945,0
"97",0,0,0,0,0,0,0,0,0,0,0,4.24849524204936,7.00033446027523,0,0,0,0,3.3322045101752,5.03043792139244,0,0.693147180559945,0,0,1.09861228866811,5.37063802812766,0,0,4
"98",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.04305126783455,0,0,2.70805020110221,0,0,0,0,0
"99",0.693147180559945,0,0,3.49650756146648,0,0,0,3.63758615972639,2.70805020110221,0,6.70073110954781,4.06044301054642,3.80666248977032,0,0,0,0,0,0,0,0,0,0,0,0,4.36944785246702,0,1
"100",0,0,0,6.51471269087253,0,0,0,0,2.484906649788,0,0,0,5.65248918026865,0,0,0,3.89182029811063,0,4.82028156560504,1.79175946922805,0,0,0,0,6.94215670569947,0,0,1
"101",4.17438726989564,3.80666248977032,0,0,0,0,0,0,2.56494935746154,0,0,0,0,0,5.78996017089725,0,0,2.30258509299405,0,0,0,0,0,0,0,5.70044357339069,0,0
"102",0,0,0,0,0,0,0,2.89037175789616,0,0,2.07944154167984,1.09861228866811,0,0,0,0,0,0,0,3.55534806148941,0,0,2.63905732961526,2.07944154167984,0,0,0,0
"103",0,0,0,1.38629436111989,0,0,0,0,0,4.39444915467244,0.693147180559945,0,3.78418963391826,0,0,0,0,0,3.29583686600433,4.29045944114839,0,0,0,0,0,3.89182029811063,0,0
"104",4.11087386417331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.52636052461616,0,0,3.87120101090789,4.00733318523247,0
"105",0,0,0,0,0,2.07944154167984,0,0,0,0,0,0,0,3.2188758248682,0.693147180559945,1.09861228866811,3.78418963391826,3.58351893845611,0,0,0,4.34380542185368,5.57972982598622,0,0,0,0,1
"106",0,0,0,0,3.78418963391826,0,0,0,0,4.14313472639153,0,0,0,1.38629436111989,0,0,0,4.31748811353631,0,4.49980967033027,0,0,0,0,0,3.93182563272433,0,2
"107",0,0,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,3.93182563272433,0,0,0,0,0,0,0,0
"108",0,0,0.693147180559945,0,0,0,0,0,3.43398720448515,0,0,4.39444915467244,0.693147180559945,1.09861228866811,0,0,1.94591014905531,0,2.83321334405622,0,0,0,2.484906649788,0,0,1.09861228866811,0.693147180559945,1
"109",4.70048036579242,0,0,3.68887945411394,0,0,5.14166355650266,0,3.97029191355212,5.35658627467201,0,0,0,0,3.61091791264422,0,0,6.99209642741589,0,0,0,4.4188406077966,0,0,0,0,1.6094379124341,1
"110",0,0,0,0,1.38629436111989,0,0,0,0,0,0,0,0,0,0,0,4.17438726989564,2.56494935746154,0,0,0,4.17438726989564,3.66356164612965,0,0,0,0,0
"111",5.4510384535657,0,0,0,6.48768401848461,0,5.04342511691925,4.14313472639153,0,4.49980967033027,0.693147180559945,0,0,0,0,1.38629436111989,4.20469261939097,0,0,0,0,0.693147180559945,0,0,0,0,0,0
"112",0,0,0,0,0,0,0,0,0,0,0,0,3.13549421592915,0,0,0,0,0,2.19722457733622,2.99573227355399,0,0,2.19722457733622,0,0,0,0,0
"113",1.6094379124341,0,0,0,1.09861228866811,0,0,1.09861228866811,2.30258509299405,0,0,6.13772705408623,0,0,2.70805020110221,2.07944154167984,0,3.61091791264422,0,0,0,3.52636052461616,3.61091791264422,3.61091791264422,0,0,0,2
"114",0,0,0,0,0,0,0,0,0,5.4971682252932,3.49650756146648,0,0,0,0,0,0,6.36818718635049,0,4.17438726989564,0,0,0,0,0,0,0,2
"115",0,0,0,0,0,0,3.80666248977032,0,0,0,0,0,0,0,4.83628190695148,0,0,0,4.26267987704132,0,0,0,0,0,0,0,0,1
"116",3.09104245335832,0,0,0,6.00635315960173,0,0,5.33271879326537,0,4.98360662170834,0,0.693147180559945,0,0,0,0,0,0,0,0,0,2.39789527279837,0,0,0,0,0,0
"117",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.24849524204936,0,2.30258509299405,1.09861228866811,3.04452243772342,0,1.6094379124341,0,2.30258509299405,0,0,0,1
"118",4.20469261939097,0,0,0,0,0,0,0,1.94591014905531,2.07944154167984,0,0,0,0,3.76120011569356,0,0,0,0,0,0,0,1.09861228866811,5.76519110278484,0,0,0,0
"119",4.24849524204936,0,0,0,0,3.2188758248682,0,2.30258509299405,0,0,0,0,0,0,0,4.61512051684126,4.11087386417331,0,0,0,0,0,1.79175946922805,4.70048036579242,0,2.63905732961526,5.58724865840025,2
"120",0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,3.87120101090789,0,0,1.6094379124341,0,0,0,0,0
"121",0,0,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0.693147180559945,0,0,0,0,0,0,0,0
"122",0,0,0,1.94591014905531,0.693147180559945,0,0,0,0,2.07944154167984,0,0,0,2.07944154167984,0,0,0,0,0,2.89037175789616,0,0,3.71357206670431,2.70805020110221,0,0,0,0
"123",0,4.14313472639153,0,0,0,0,0,0,1.09861228866811,0,0,0.693147180559945,4.48863636973214,0,0,1.38629436111989,0,4.4188406077966,0.693147180559945,4.14313472639153,5.92692602597041,0,0,0,0,0,0,1
"124",0,0,0,1.38629436111989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"125",0,0,0,1.6094379124341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.73766961828337,0,0,0,0,1.38629436111989,0,0,0,1
"126",0.693147180559945,0,0,0,4.81218435537242,0,3.71357206670431,3.85014760171006,3.04452243772342,0,0,0,0,4.40671924726425,1.09861228866811,0,0,2.83321334405622,0,5.23110861685459,0,0,5.50938833662798,5.71042701737487,0,0,3.61091791264422,1
"127",2.30258509299405,0,0,2.77258872223978,0,0,0,1.38629436111989,0,1.79175946922805,0,0,0,0,0,0,4.91998092582813,0,0,0,0,7.13648320859025,5.67675380226828,0,3.49650756146648,0,0,2
"128",0,0,3.13549421592915,0,0,1.38629436111989,4.46590811865458,3.55534806148941,3.17805383034795,0,0,0,0,1.94591014905531,2.07944154167984,1.94591014905531,0,0,0,0,7.23201033166476,0,0,0,0,0,0,1
"129",0,0,0,0,0,0,5.43372200355424,5.6021188208797,0,0,0,0,0,4.49980967033027,1.09861228866811,0,1.79175946922805,0,0,0,7.25134498337221,0,0,0,0,0,0,1
"130",0,0,2.56494935746154,0,0,0,0,0,0,3.93182563272433,0,0,0,0,0,5.40717177146012,0,4.7361984483945,0,2.30258509299405,0,0,4.04305126783455,2.83321334405622,0,0,0,0
"131",0,0,3.78418963391826,0,2.30258509299405,2.83321334405622,0,0,0,0,0,0,0,0,0,4.06044301054642,0,0,0,0,0,6.2363695902037,4.02535169073515,0,4.65396035015752,0,0,0
"132",0,2.30258509299405,0,0,0,0,0,0,0,0,0,0,0,0,2.07944154167984,0,0,2.39789527279837,0,0,3.87120101090789,0,3.13549421592915,0,0,0,3.40119738166216,0
"133",0,0,4.00733318523247,0,0,0,0,0,0,0.693147180559945,0,0,0,0,2.56494935746154,0,0,1.09861228866811,0,0,0,0,2.89037175789616,0,0,0,0,0
"134",0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.36729582998647,0,0,0,0,0
"135",0,0,0,1.38629436111989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"136",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.94591014905531,0,0,0,0,0
"137",0,2.94443897916644,5.17048399503815,0,3.78418963391826,0,4.39444915467244,2.39789527279837,0,0,0,5.36129216570943,1.94591014905531,1.38629436111989,0,3.91202300542815,2.83321334405622,0,0,0,2.19722457733622,4.91998092582813,4.57471097850338,3.55534806148941,3.49650756146648,2.484906649788,0,1
"138",0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,1.79175946922805,0,0,0,0,0,4.63472898822964,0,0,1.94591014905531,0,3.09104245335832,0
"139",0.693147180559945,0,1.38629436111989,0,4.24849524204936,1.38629436111989,0,3.71357206670431,0,0,0,0,0,0,0,4.12713438504509,0,0,0,0,0,2.39789527279837,0,2.19722457733622,0,0,0,0
"140",2.484906649788,0,0,0,0,0,2.56494935746154,0,2.07944154167984,0,0,0,0,2.83321334405622,0,6.05678401322862,0,4.18965474202643,0,0,4.94875989037817,0,1.79175946922805,0,0,1.38629436111989,0,0
"141",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.484906649788,0,0,0,0,3.73766961828337,0,0,0,0,0
"142",0.693147180559945,0,0,0,0,0,3.76120011569356,3.87120101090789,4.58496747867057,0,1.6094379124341,0,0,0,0,5.79301360838414,0,0,0,4.80402104473326,2.39789527279837,5.04985600724954,3.63758615972639,4.99043258677874,0,3.13549421592915,0,2
"143",0,0,0,0.693147180559945,5.21493575760899,0,0,0,0,6.22059017009974,0,4.66343909411207,0,0,3.25809653802148,0,0,4.48863636973214,0,6.26720054854136,0,0,0,5.97888576490112,0,0,0,7
"144",1.38629436111989,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0,0.693147180559945,2.484906649788,3.61091791264422,0,0,0,0,5.23644196282995,0,0,0,0,5.63835466933375,2
"145",0,0,0,1.09861228866811,0,0,2.484906649788,0,0,0,0,0,3.63758615972639,0,1.79175946922805,3.93182563272433,0,0,2.484906649788,1.6094379124341,0,0,2.07944154167984,0,0,0,0,1
"146",2.07944154167984,0,2.94443897916644,3.13549421592915,4.54329478227,8.71964411950536,3.13549421592915,2.56494935746154,1.94591014905531,0,0,3.52636052461616,0,0,3.76120011569356,0,3.04452243772342,2.77258872223978,1.94591014905531,5.52545293913178,0,3.04452243772342,0,0,0,4.15888308335967,0,5
"147",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.40119738166216,0,0,0,0,0
