file,V1,V2,V3,V4,V5,bug,loc,bf,hcm
org::eclipse::osgi::util::TextProcessor,5.65248918,0.693147181,0,6.398594935,0,1,4.744932128,6,6.45548
org::eclipse::osgi::framework::internal::core::DependentPolicy,0,0,5.568344504,0,3.761200116,1,4.430816799,3,4.27148
org::eclipse::osgi::internal::resolver::GenericSpecificationImpl,3.465735903,0,5.342334252,0,0,2,4.189654742,1,0
org::eclipse::osgi::tests::services::resolver::SimplePlatformAdmin,0,2.302585093,2.302585093,0,3.663561646,0,1.609437912,1,1.45568
org::eclipse::core::runtime::internal::adaptor::Locker_JavaNio,0,1.609437912,0,3.135494216,5.587248658,0,4.304065093,3,5.03827
thread::locktest::Class1,0,0,0,0,1.386294361,0,0,1,0
legacy::lazystart::b::excluded::b::BBExcluded,0,0,0,0,1.945910149,0,0,1,0
org::eclipse::osgi::internal::signedcontent::PKCS7DateParser,1.791759469,0.693147181,0.693147181,4.804021045,0,0,3.33220451,1,0
chain::test::d::Activator,0,0,0,0,3.970291914,0,1.945910149,1,0
substitutes::y::Ny,1.386294361,0,0,0,0,0,0,1,0
osgi::lazystart::LazySimple,0,0,0,0,3.044522438,0,1.386294361,1,0
substitutes::x::Ix,1.098612289,0,0,0.693147181,0,0,0,1,0
org::eclipse::osgi::internal::module::ResolverExport,0,0,4.430816799,0,0.693147181,0,2.995732274,5,8.71607
org::eclipse::osgi::internal::resolver::StateObjectFactoryImpl,0,0,7.489412084,0,5.549076085,0,5.402677382,16,16.4888
org::eclipse::osgi::framework::internal::core::StartLevelManager,4.86753445,7.643003636,2.833213344,0,6.190315406,4,6.06610809,14,16.8929
org::eclipse::core::runtime::internal::adaptor::EclipseAppLauncher,0.693147181,5.117993812,0,6.011267174,4.343805422,0,4.615120517,6,7.43856
org::eclipse::osgi::framework::internal::core::Msg,3.951243719,4.356708827,3.891820298,4.521788577,3.526360525,1,0,7,10.0342
org::eclipse::osgi::internal::resolver::BundleDescriptionImpl,0,0,7.340186835,0,2.708050201,3,6.054439346,24,21.7572
org::eclipse::core::runtime::internal::adaptor::Locker_JavaIo,0,0,0,0,4.804021045,0,3.80666249,2,3.20237
org::eclipse::osgi::internal::resolver::StateMsg,0,2.079441542,4.532599493,3.33220451,0,1,0,8,10.6126
org::eclipse::osgi::framework::internal::core::BundleSource,0,0,0,1.386294361,3.761200116,0,2.397895273,0,3.36934
org::eclipse::osgi::storagemanager::StorageManager,5.056245805,1.945910149,0,4.770684624,7.974188669,1,6.222576268,3,5.51058
org::osgi::framework::FrameworkEvent,5.303304908,5.030437921,0.693147181,0,3.713572067,2,2.772588722,3,7.55192
org::eclipse::osgi::internal::resolver::StateDeltaImpl,1.609437912,0,6.045005314,0,0,1,4.564348191,4,8.38997
org::eclipse::osgi::framework::internal::core::SystemBundleActivator,0,5.587248658,2.63905733,0,3.761200116,1,4.025351691,2,5.57623
org::eclipse::osgi::framework::internal::core::AliasMapper,3.401197382,0,5.293304825,1.791759469,4.33073334,0,4.59511985,2,4.89304
org::eclipse::osgi::baseadaptor::bundlefile::DirBundleFile,2.397895273,0,1.098612289,4.060443011,5.370638028,0,4.143134726,3,5.00534
legacy::lazystart::b::excluded::a::BAExcluded,0,0,0,0,1.791759469,0,0,1,0
substitutes::y::Ly,1.386294361,0,0,0,0,0,0,1,0
org::eclipse::osgi::framework::internal::reliablefile::ReliableFileOutputStream,3.912023005,0,0,0,6.109247583,0,4.007333185,3,5.63536
org::eclipse::osgi::internal::module::VersionHashMap,3.496507561,0,5.616771098,0,0,2,4.158883083,5,11.4018
org::eclipse::osgi::framework::internal::core::MultiSourcePackage,0,0,4.356708827,1.945910149,1.791759469,1,3.465735903,5,6.46017
org::eclipse::osgi::internal::provisional::service::security::AuthorizationEvent,3.555348061,0,1.098612289,4.158883083,2.564949357,0,2.944438979,1,0
org::eclipse::core::runtime::internal::adaptor::EclipseCommandProvider,0,6.546785411,5.484796933,0.693147181,0,0,5.241747015,9,10.3796
org::eclipse::core::runtime::internal::stats::BundleStats,0,0,2.63905733,3.401197382,5.278114659,0,4.304065093,1,1.80545
legacy::lazystart::FalseExceptionLegacy2,0,0,0,0,3.135494216,0,1.386294361,1,0
org::osgi::service::permissionadmin::PermissionInfo,6.799055862,1.098612289,0,0,0,1,5.384495063,3,7.23572
org::eclipse::osgi::baseadaptor::bundlefile::MRUBundleFileList,4.905274778,0,3.951243719,1.945910149,6.280395839,1,4.836281907,4,10.1322
org::eclipse::core::runtime::internal::adaptor::PluginParser,5.236441963,2.302585093,6.580639137,7.102499356,5.993961427,1,6.001414878,4,8.19537
osgi::lazystart::c::excluded::b::CBExcluded,0,0,0,0,1.945910149,0,0,1,0
org::eclipse::osgi::tests::bundles::BundleInstaller,0,5.505331536,5.068904202,4.700480366,4.143134726,3,5.049856007,6,3.66794
substitutes::y::Jy,1.098612289,0,0,0,0.693147181,0,0,1,0
host::multiple::exports::PublicClass2,0,0,1.609437912,0,0.693147181,0,0,1,0
org::eclipse::osgi::internal::resolver::VersionConstraintImpl,0,0,4.795790546,0,0,1,3.610917913,2,4.23984
legacy::lazystart::SimpleLegacy,0,0,0,0,3.044522438,0,1.386294361,1,0
org::eclipse::osgi::internal::signedcontent::Base64,5.869296913,0.693147181,5.616771098,4.189654742,3.496507561,0,5.036952602,1,0
org::eclipse::osgi::internal::baseadaptor::BasePermissionStorage,0.693147181,3.828641396,0,3.555348061,4.262679877,0,3.912023005,1,1.5526
host::multiple::exports::PrivateClass2,0,0,1.098612289,0.693147181,1.098612289,0,0,1,0
org::eclipse::osgi::framework::internal::core::ServiceRegistryImpl,4.682131227,6.177944114,0,0,0.693147181,1,4.709530201,2,2.66716
org::eclipse::core::runtime::internal::stats::ResourceBundleStats,4.204692619,0,4.204692619,3.828641396,4.59511985,0,4.043051268,1,1.80545
org::eclipse::core::runtime::internal::adaptor::EclipseClassLoadingHook,0,0,4.96284463,6.248042875,6.013715156,0,5.198497031,5,8.37205
org::eclipse::osgi::internal::signedcontent::SignedContentImpl,0,0,3.295836866,6.371611847,0,0,4.465908119,2,1.00337
org::eclipse::osgi::baseadaptor::bundlefile::BundleEntry,3.36729583,0,0,4.262679877,5.164785974,0,3.912023005,2,5.32311
org::eclipse::osgi::internal::module::ResolverImpl,4.812184355,0,8.94428932,0,1.386294361,3,7.342131731,58,36.0219
osgi::lazystart::c::excluded::a::CAExcluded,1.386294361,0,0,0,1.098612289,0,0,1,0
nativetest::c::Activator,0.693147181,1.098612289,0,0,4.127134385,0,2.197224577,1,0
org::eclipse::osgi::framework::internal::protocol::MultiplexingURLStreamHandler,0,0,1.609437912,6.835184586,2.564949357,0,5.159055299,2,3.61726
org::eclipse::osgi::service::resolver::DisabledInfo,3.583518938,3.912023005,4.779123493,0,0,2,3.36729583,3,1.782
substitutes::q::AFq,1.386294361,0,0,0,0,0,0,1,0
legacy::lazystart::TrueExceptionLegacy1,0.693147181,0,0,0,3.401197382,0,1.609437912,1,0
org::eclipse::osgi::framework::internal::core::Framework,0,8.788898309,5.105945474,0,3.295836866,13,7.13169851,58,33.736
org::osgi::service::condpermadmin::ConditionInfo,6.643789733,2.302585093,0,0,0,1,5.231108617,2,7.2789
org::eclipse::osgi::framework::internal::core::PermissionsHash,4.744932128,3.850147602,0,0,2.772588722,0,3.433987204,0,3.36934
org::eclipse::osgi::service::pluginconversion::PluginConversionException,3.555348061,3.17805383,0,3.737669618,0.693147181,0,1.945910149,1,2.99799
nativetest::b1::Activator,0,0,0,0,4.234106505,0,2.302585093,1,0
org::eclipse::osgi::internal::signedcontent::BERProcessor,5.308267697,0,0,6.340359304,0,0,4.983606622,1,0
org::eclipse::osgi::framework::log::FrameworkLogEntry,5.135798437,1.945910149,0.693147181,5.030437921,4.204692619,0,3.433987204,3,5.74218
exporter::importer::Activator,0,0,0,0.693147181,2.302585093,0,2.079441542,1,0
org::eclipse::osgi::internal::baseadaptor::DevClassLoadingHook,1.945910149,0,1.791759469,4.17438727,5.529429088,0,4.127134385,2,3.47713
org::eclipse::core::runtime::internal::stats::ClassloaderStats,4.762173935,0.693147181,3.761200116,1.791759469,6.315358002,0,5.153291594,2,2.8028
org::eclipse::core::runtime::internal::adaptor::ClasspathManifest,2.302585093,0.693147181,0,2.302585093,5.257495372,0,3.871201011,1,2.23731
org::eclipse::osgi::internal::resolver::StateHelperImpl,0,2.197224577,7.348587531,0,0,4,5.517452896,13,19.4467
circularity::test::a::Activator,0,0,0,0,4.262679877,0,2.48490665,1,0
org::osgi::framework::PackagePermission,6.936342736,0,3.871201011,0,0,1,4.343805422,2,5.38882
org::eclipse::osgi::internal::resolver::StateWriter,3.63758616,0,7.122866659,0.693147181,6.805722553,1,6.21860012,22,18.2652
org::eclipse::osgi::framework::internal::core::FrameworkSecurityManager,5.010635294,6.249975242,3.737669618,0,3.850147602,0,4.804021045,2,7.71238
org::eclipse::core::runtime::internal::adaptor::BundleLocalizationImpl,1.098612289,3.583518938,0,2.48490665,3.496507561,0,1.386294361,1,2.80848
org::eclipse::osgi::internal::module::PermissionChecker,1.609437912,5.117993812,4.644390899,0,0,0,3.891820298,4,10.8639
org::eclipse::osgi::framework::internal::core::SecurePermissionStorage,0,4.060443011,0,0,4.927253685,0,4.248495242,1,2.55158
org::eclipse::core::runtime::internal::adaptor::EclipseLogHook,0,3.583518938,0.693147181,5.525452939,5.117993812,1,4.406719247,1,1.45568
org::eclipse::osgi::framework::internal::core::SystemBundle,0,5.720311777,1.791759469,0,2.564949357,2,4.644390899,5,11.0202
chain::test::c::Activator,0,0,0,0,3.970291914,0,1.945910149,1,0
org::eclipse::osgi::framework::internal::core::PackageSource,3.737669618,0,4.430816799,1.098612289,3.218875825,1,3.688879454,4,9.84115
org::eclipse::osgi::framework::internal::core::ServiceRegistrationImpl,5.978885765,7.239932591,0,1.386294361,0,1,5.82008293,10,13.8863
org::eclipse::osgi::framework::internal::protocol::reference::ReferenceURLConnection,0,0,0,4.955827058,3.713572067,0,3.891820298,7,6.72719
org::eclipse::osgi::internal::profile::DefaultProfileLogger,6.306275287,0,0.693147181,6.442540166,4.49980967,0,5.686975356,3,2.71633
org::eclipse::osgi::internal::module::GenericCapability,0,1.098612289,4.025351691,0,0,0,2.63905733,1,0
org::eclipse::osgi::framework::internal::core::PolicyHandler,1.386294361,4.007333185,5.929589143,4.17438727,4.983606622,2,4.9698133,3,5.55183
org::eclipse::osgi::framework::internal::core::ServiceUse,4.454347296,6.72982407,0,0,0,2,4.8978398,3,5.71254
org::eclipse::osgi::internal::resolver::BundleDeltaImpl,0,0,5.480638923,0,0,1,3.828641396,1,3.38341
org::eclipse::osgi::internal::profile::Profile,5.948034989,3.80666249,3.555348061,5.768320996,2.302585093,0,4.532599493,3,2.71633
org::eclipse::core::runtime::internal::adaptor::URLConverterImpl,0,0,1.609437912,4.262679877,3.688879454,1,2.564949357,2,2.23731
org::eclipse::core::runtime::internal::adaptor::ContextFinder,2.708050201,0,4.465908119,0,5.834810737,0,4.691347882,12,12.6435
org::eclipse::osgi::baseadaptor::bundlefile::BundleFile,3.295836866,3.713572067,0,5.252273428,5.991464547,2,4.025351691,5,9.83384
legacy::lazystart::c::Activator,0.693147181,0,0,0,3.951243719,0,1.945910149,1,0
chain::test::b::BChain,1.386294361,0,0,0.693147181,0,0,0,1,0
ext::extclasspath::a::importer::Activator,0,0,0,0,4.532599493,0,2.772588722,1,1.11258
org::eclipse::osgi::internal::signedcontent::TrustEngineListener,0,4.442651256,4.615120517,6.152732695,3.135494216,1,4.875197323,3,1.53632
substitutes::x::Ax,1.386294361,0,0,0,0,0,0,1,0
org::eclipse::osgi::internal::resolver::BaseDescriptionImpl,0,0.693147181,3.63758616,1.791759469,1.791759469,1,2.708050201,1,3.66738
org::eclipse::core::runtime::internal::adaptor::EclipseLazyStarter,2.995732274,4.672828834,4.584967479,2.708050201,6.759255271,1,5.283203729,5,7.90097
org::eclipse::core::runtime::adaptor::LocationManager,0,0,0,7.422971251,4.317488114,2,5.501258211,20,15.1537
org::eclipse::osgi::internal::signedcontent::PKCS7Processor,1.098612289,0,0,7.357556201,0,1,5.913503006,1,0
org::eclipse::osgi::internal::signedcontent::SignatureBlockProcessor,4.17438727,2.079441542,2.833213344,7.557994959,0.693147181,1,5.991464547,1,0
org::eclipse::osgi::framework::internal::protocol::MultiplexingFactory,2.197224577,4.875197323,0,5.472270674,4.644390899,0,4.553876892,1,1.27192
org::eclipse::core::runtime::internal::adaptor::EclipseEnvironmentInfo,2.48490665,2.890371758,0,6.642486801,0,0,5.081404365,6,3.20728
org::eclipse::osgi::internal::signedcontent::BundleInstallListener,1.386294361,0,0,4.127134385,4.110873864,0,2.995732274,2,0.816746
org::eclipse::core::runtime::internal::adaptor::Semaphore,0.693147181,0,0,3.850147602,3.688879454,0,3.36729583,2,2.99956
osgi::lazystart::LazyExclude1,0.693147181,0,0,0,3.36729583,0,1.609437912,1,0
substitutes::x::Nx,1.386294361,0,0,0,0,0,0,1,0
osgi::lazystart::b::excluded::b::BBExcluded,0,0,0,0,1.945910149,0,0,1,0
org::eclipse::equinox::launcher::WebStartMain,2.708050201,3.555348061,5.837730447,6.120297419,4.454347296,1,5.293304825,7,7.74631
org::eclipse::core::runtime::internal::adaptor::LocationHelper,0,0,1.098612289,4.8978398,0,0,3.33220451,0,0
org::eclipse::core::runtime::internal::adaptor::DefaultStartupMonitor,0.693147181,2.63905733,0,4.682131227,4.317488114,0,3.496507561,2,1.23279
org::eclipse::osgi::framework::internal::protocol::ContentHandlerFactory,2.197224577,3.218875825,0,6.475432717,1.791759469,0,4.682131227,9,12.8303
osgi::lazystart::c::Activator,0,0,0,0,3.970291914,0,1.945910149,1,0
org::eclipse::osgi::framework::internal::core::BundleResourceHandler,2.890371758,4.025351691,0,6.580639137,5.384495063,2,5.351858133,5,11.2716
org::eclipse::osgi::framework::internal::core::BundleHost,0,6.530877628,5.953243334,0,6.628041376,7,6.124683391,29,25.1033
org::eclipse::core::runtime::internal::adaptor::BasicLocation,0.693147181,0,0,5.087596335,5.883322388,2,4.94875989,5,5.09245
org::eclipse::osgi::internal::resolver::GenericDescriptionImpl,0,0,4.852030264,0,0,1,3.433987204,1,0
org::eclipse::osgi::framework::internal::core::FrameworkCommandProvider,0,8.791941988,4.941642423,0,3.465735903,5,7.268920128,13,20.7622
osgi::lazystart::LazyInclude1,0,0,0,0,3.401197382,0,1.609437912,1,0
org::eclipse::osgi::framework::internal::core::FrameworkCommandInterpreter,5.117993812,6.966967139,0.693147181,4.912654886,3.931825633,0,5.669880923,4,11.5097
org::eclipse::osgi::internal::baseadaptor::SystemBundleData,0,0,0,4.644390899,5.981414211,2,4.934473933,3,3.74492
org::eclipse::osgi::internal::baseadaptor::BundleUpdate,0,0,0,0,6.324358962,0,4.584967479,1,2.23731
org::eclipse::osgi::internal::resolver::StateReader,4.33073334,0,7.600402335,2.48490665,5.981414211,2,6.391917113,20,21.5348
org::eclipse::osgi::internal::signedcontent::SignedBundleFile,0,0,3.784189634,6.543911846,2.772588722,0,4.828313737,3,1.38948
org::eclipse::osgi::framework::internal::core::ConditionalPermissionInfoImpl,6.104793232,5.613128106,0,1.098612289,4.634728988,0,5.209486153,9,12.3019
org::eclipse::osgi::internal::signedcontent::SignedContentMessages,0,0,2.944438979,4.65396035,0,0,0,2,0.894814
org::eclipse::osgi::framework::eventmgr::EventListeners,6.190315406,1.945910149,0,0,0,2,4.48863637,2,7.82058
xfriends::test3::Activator,0,0,1.609437912,0.693147181,4.406719247,0,2.772588722,1,0
org::eclipse::osgi::util::NLS,5.869296913,5.318119994,1.609437912,6.561030666,4.442651256,0,5.370638028,5,9.49506
org::eclipse::osgi::framework::debug::Debug,6.095824562,5.717027701,0,0,4.844187086,0,3.526360525,6,9.9193
org::eclipse::osgi::framework::internal::core::PackageAdminImpl,2.890371758,6.318968114,7.277247727,0,5.940171253,7,6.284134161,40,27.5814
org::eclipse::osgi::internal::baseadaptor::BaseHookConfigurator,0,0,1.791759469,0,4.204692619,0,2.079441542,2,2.7276
org::eclipse::osgi::baseadaptor::bundlefile::ZipBundleFile,3.433987204,2.772588722,0,5.988961417,6.261491684,1,5.446737372,6,10.7773
substitutes::y::By,1.098612289,0,0,0,0,0,0,1,0
substitutes::x::Lx,1.386294361,0,0,0,0,0,0,1,0
osgi::lazystart::b::excluded::a::BAExcluded,0,0,0,0,1.791759469,0,0,1,0
org::eclipse::osgi::framework::internal::core::BundleLoader,4.672828834,0.693147181,7.708859601,3.33220451,7.355641103,4,6.760414691,45,27.0966
org::eclipse::osgi::framework::internal::core::ExportedPackageImpl,0,0,5.468060141,0,0,1,4.127134385,4,8.59336
org::eclipse::osgi::framework::internal::protocol::URLStreamHandlerProxy,2.995732274,5.231108617,0,6.363028104,0,0,4.709530201,4,6.60072
org::osgi::framework::InvalidSyntaxException,5.468060141,3.496507561,1.098612289,0,0,2,2.708050201,3,8.29275
org::eclipse::osgi::baseadaptor::loader::ClasspathManager,3.63758616,0,5.433722004,3.36729583,7.635303886,1,5.976350909,9,10.4053
org::eclipse::osgi::framework::internal::core::SystemBundleLoader,0,0,5.347107531,0,5.805134969,1,4.727387819,3,6.22347
org::eclipse::osgi::internal::baseadaptor::AdaptorUtil,3.135494216,4.204692619,0,5.214935758,5.996452089,2,5.135798437,3,7.01743
org::eclipse::osgi::framework::util::SecureAction,4.465908119,3.433987204,0,4.882801923,6.817830571,1,5.303304908,6,15.226
org::eclipse::osgi::framework::internal::protocol::reference::Handler,2.079441542,0,0,4.510859507,3.218875825,0,2.63905733,0,3.36934
org::eclipse::osgi::baseadaptor::loader::FragmentClasspath,0,0,1.098612289,0,4.927253685,0,3.17805383,2,4.04276
org::eclipse::osgi::framework::internal::core::AbstractBundle,5.937536205,7.691656823,5.783825182,1.098612289,7.524021415,10,6.56948142,28,30.3698
org::eclipse::osgi::framework::internal::reliablefile::ReliableFileInputStream,4.564348191,0,0,0.693147181,5.996452089,0,4.007333185,3,5.63536
host::multiple::exports::onlyone::PublicClass1,0,0,1.609437912,0,1.098612289,0,0,1,0
substitutes::z::Ez,1.386294361,0,0,0,0,0,0,1,0
substitutes::x::Jx,1.386294361,0,0,0,0,0,0,1,0
org::eclipse::osgi::internal::baseadaptor::BundleInstall,0,0,0,2.564949357,6.091309882,0,4.49980967,1,2.23731
nativetest::a2::Activator,0,0.693147181,0,0,4.219507705,0,2.302585093,1,0
org::eclipse::osgi::framework::internal::core::BundleCombinedPermissions,4.382026635,5.513428746,2.708050201,0,0.693147181,0,4.158883083,3,8.89851
org::eclipse::osgi::tests::appadmin::FailedApp,0,0,0.693147181,2.397895273,3.135494216,0,1.945910149,1,0
client2::multiple::exports::Activator,0,0,3.610917913,0,4.553876892,0,3.295836866,1,0
org::eclipse::osgi::internal::provisional::service::security::AuthorizationStatus,1.945910149,2.197224577,1.945910149,3.17805383,0.693147181,0,0,1,0
org::eclipse::core::runtime::adaptor::EclipseStarter,5.384495063,7.264730178,6.453624999,8.324578845,6.306275287,4,7.104965448,78,38.2812
org::eclipse::osgi::service::resolver::VersionRange,4.605170186,0,5.908082938,2.397895273,0,1,4.406719247,1,6.91692
org::eclipse::osgi::internal::module::GroupingChecker,0,0,7.202661197,0,0,0,4.875197323,9,16.5442
org::eclipse::core::runtime::internal::adaptor::EclipseErrorHandler,0,3.401197382,0.693147181,4.369447852,5.298317367,1,4.234106505,1,2.23731
legacy::lazystart::TrueExceptionLegacy2,0.693147181,0,0,0,3.091042453,0,1.386294361,1,0
org::eclipse::osgi::baseadaptor::bundlefile::ZipBundleEntry,1.609437912,0,0.693147181,4.532599493,5.488937726,1,3.828641396,4,7.8367
org::osgi::framework::BundleException,5.087596335,3.951243719,0.693147181,1.098612289,0,2,2.63905733,3,7.23232
org::eclipse::osgi::framework::internal::core::SystemPolicy,0,0,2.995732274,0,4.820281566,1,3.891820298,1,1.28035
org::eclipse::osgi::framework::util::Headers,6.338594078,1.098612289,0,0,3.784189634,1,4.644390899,5,8.96461
org::eclipse::osgi::framework::internal::core::PermissionAdminImpl,4.65396035,7.095893221,0,0,5.697093487,0,5.765191103,14,12.9001
org::eclipse::osgi::internal::baseadaptor::InvalidVersion,3.737669618,0,3.610917913,1.098612289,0,0,2.397895273,1,4.6384
substitutes::y::My,1.098612289,0,0,0,0,0,0,1,0
org::eclipse::osgi::internal::resolver::ComputeNodeOrder,7.273092596,1.098612289,4.262679877,0,1.386294361,0,3.871201011,3,5.37258
org::eclipse::osgi::framework::util::KeyedHashSet,6.944087208,0.693147181,3.610917913,0,0,0,5.655991811,2,4.04276
chain::test::b::Activator,0,0,0,0.693147181,3.951243719,0,1.945910149,1,0
org::eclipse::osgi::internal::resolver::UserState,0,0,4.795790546,1.945910149,3.433987204,1,3.526360525,3,4.60695
org::eclipse::osgi::internal::signedcontent::SignedBundleHook,2.564949357,4.852030264,0,6.958448393,5.648974238,2,5.318119994,4,2.6703
org::eclipse::core::runtime::internal::adaptor::PluginConverterImpl,4.718498871,0.693147181,6.490723535,7.764296006,5.755742214,0,6.415096959,11,11.7006
org::eclipse::osgi::internal::resolver::HostSpecificationImpl,1.386294361,0,4.820281566,0,0,1,3.526360525,3,5.41761
org::osgi::framework::BundlePermission,7.01301579,1.609437912,5.293304825,0,0,1,4.510859507,4,9.006
org::eclipse::osgi::internal::signedcontent::LegacyVerifierFactory,0,0,0,5.85220248,0,1,2.397895273,1,0
org::eclipse::osgi::framework::internal::core::GlobalPolicy,0,3.401197382,4.564348191,0,3.663561646,1,3.663561646,3,4.27148
org::eclipse::osgi::framework::internal::core::BundleContextImpl,6.733401892,8.124150603,1.098612289,0,5.451038454,4,6.484635236,11,15.07
legacy::lazystart::b::Activator,0,0,0,0,3.970291914,0,1.945910149,1,0
org::eclipse::osgi::framework::debug::FrameworkDebugOptions,5.424950017,1.386294361,0,5.545177444,3.688879454,0,4.691347882,2,2.90044
org::eclipse::osgi::internal::module::ResolverConstraint,0.693147181,2.48490665,5.860786223,0,0,0,4.584967479,5,5.80382
org::eclipse::osgi::internal::module::MappedList,5.049856007,0,4.007333185,0,0,1,3.80666249,0,0
org::eclipse::osgi::framework::internal::protocol::URLStreamHandlerSetter,0,0,0,4.836281907,0,0,1.945910149,0,3.36934
org::eclipse::osgi::framework::internal::core::SingleSourcePackage,0,0,4.290459441,0,3.526360525,1,3.36729583,3,6.16292
org::osgi::framework::FrameworkUtil,4.890349128,2.995732274,0,0,0,2,1.609437912,4,5.15419
org::eclipse::osgi::framework::internal::core::ManifestLocalization,0.693147181,2.079441542,4.672828834,5.568344504,5.525452939,2,4.905274778,7,6.72772
org::eclipse::core::runtime::internal::adaptor::EclipseAdaptorHook,2.197224577,5.666426688,3.63758616,6.003887067,5.049856007,3,4.828313737,5,6.31789
org::eclipse::osgi::framework::internal::core::Constants,4.795790546,5.049856007,5.549076085,6.208590026,3.828641396,2,1.945910149,18,16.069
org::osgi::service::condpermadmin::BundleLocationCondition,5.402677382,3.663561646,0,3.610917913,0,1,4.094344562,3,6.88373
org::eclipse::osgi::internal::service::security::DefaultAuthorizationEngine,0,0,4.564348191,6.200509174,4.828313737,0,4.356708827,6,4.27896
org::eclipse::osgi::internal::signedcontent::SignedStorageHook,1.791759469,0,3.610917913,6.401917197,5.33753808,1,5.347107531,1,0
org::eclipse::osgi::framework::internal::core::FrameworkConsole,3.931825633,6.56667243,0,3.912023005,6.115892125,3,5.342334252,16,17.6953
org::eclipse::osgi::framework::internal::protocol::ContentHandlerProxy,0,5.384495063,0,5.758901774,0,0,4.382026635,4,6.60072
org::eclipse::osgi::internal::resolver::ResolverErrorImpl,0,3.583518938,5.252273428,0,2.708050201,1,3.970291914,6,6.22082
substitutes::y::Ky,1.386294361,0,0,0,0,0,0,1,0
org::osgi::framework::AdminPermission,7.5750717,5.981414211,0,1.945910149,4.700480366,4,5.509388337,7,13.805
org::eclipse::osgi::internal::signedcontent::SignerInfoImpl,2.48490665,0,1.098612289,4.927253685,0,0,3.828641396,1,0
org::eclipse::core::launcher::Main,0,0,0,4.127134385,0,0,1.386294361,1,1.69869
org::eclipse::osgi::baseadaptor::BaseData,3.850147602,0,4.624972813,4.262679877,7.033506484,3,5.517452896,7,8.65833
osgi::lazystart::b::Activator,0,0,0,0,3.970291914,0,1.945910149,1,0
org::eclipse::osgi::framework::adaptor::BundleProtectionDomain,2.833213344,2.772588722,0,0,2.995732274,0,1.386294361,0,6.55322
org::eclipse::osgi::framework::adaptor::FilePath,5.82008293,0,0,5.963579344,0,0,4.955827058,1,2.75305
org::eclipse::osgi::internal::baseadaptor::DevClassPathHelper,3.17805383,0,3.258096538,5.170483995,4.369447852,0,3.258096538,1,1.5526
osgi::lazystart::LazyExclude2,0,0,0,0,3.091042453,0,1.386294361,1,0
org::eclipse::osgi::baseadaptor::BaseAdaptor,3.135494216,4.007333185,1.945910149,4.736198448,7.327780538,2,5.533389489,4,5.08544
