file,bug,loc,bf,hcm,text
org::eclipse::core::runtime::internal::stats::ClassStats,0,64,1,1.80545,org eclipse core runtime internal stats java util array list maintain statistics loaded stats string name fully qualified name classloader stats classloader classloader loaded load order 1 timestamp time loaded time loading time load time loading others 0 time spent loading classes triggered parentage classes loaded stats loaded null reference loaded array list loaded array list 2 reference classes loaded during startup indicate loaded during platform startup information retrieve stacktrace file trace start 1 trace end 1 stats string name classloader stats classloader name name timestamp system current time millis during startup stats manager booting classloader classloader set load order order load order order loading done time loading system current time millis timestamp time loading time loading local time loading time loading time loading others add time loading others time time loading others time loading others time trace start trace start trace end trace end set trace start position trace start position set trace end position trace end position loaded stats child loaded add child set loaded stats parent loaded parent stats loaded loaded array list loaded classes loaded string name name startup during startup classloader stats classloader classloader load order load order timestamp timestamp base during startup true load order 2 
host::multiple::exports::PrivateClass1,0,0,1,0,host multiple exports class1 nothing 
org::eclipse::osgi::internal::resolver::BundleSpecificationImpl,1,25,1,5.0342,org eclipse osgi internal resolver org eclipse osgi service resolver org eclipse osgi service resolver base description org eclipse osgi service resolver bundle specification bundle specification impl version constraint impl bundle specification exported optional set exported exported exported exported set optional optional optional optional exported exported optional optional satisfied base description supplier supplier bundle description false bundle description candidate bundle description supplier candidate host null false name null name equals candidate symbolic name version range null version range included candidate version true false string string require bundle name bundle version version range non nls 1 non nls 2 non nls 3 
org::eclipse::osgi::framework::internal::core::ConditionalPermissionAdminImpl,0,116,6,9.696,org eclipse osgi framework internal core java io ioexception java security java util org eclipse osgi framework adaptor permission storage org osgi framework framework event org osgi service condpermadmin org osgi service permissionadmin permission info conditional permission admin conditional permission admin impl conditional permission admin conditional permission info impl empty cond perm info conditional permission info impl 0 condition empty cond condition 0 condition info empty cond info condition info 0 permission info empty perm info permission info 0 vector current conditional permission infos vector cond perms framework framework permission storage storage next id system current time millis param framework param permission storage conditional permission admin impl framework framework permission storage permission storage conditional permission info impl set conditional permission admin impl framework framework storage permission storage string encoded cond perms permission storage conditional permission infos encoded cond perms null encoded cond perms length 0 cond perms vector encoded cond perms length 0 encoded cond perms length cond perms add conditional permission info impl encoded cond perms cond perms vector 0 ioexception e framework publish framework event framework event error framework system bundle e cond perms vector see org osgi service condpermadmin conditional permission admin add conditional permission info org osgi service condpermadmin condition info org osgi service permissionadmin permission info conditional permission info add conditional permission info condition info conds permission info perms set conditional permission info null conds perms conditional permission info set conditional permission info string name condition info conds permission info perms security manager sm system security manager sm null sm check permission permission name null name generated string next id non nls 1 conditional permission info impl cond perm info null cond perms cond perm info conditional permission info impl conditional permission info name cond perm info null cond perm info conditional permission info impl name conds perms cond perms add cond perm info cond perm info conds conds cond perm info perms perms save cond perm infos bundle bundles framework bundles 0 bundles length bundle bundle bundles bundle domain null bundle combined permissions bcp bundle combined permissions bundle domain permissions todo don t think need check perms null bcp check conditional permission info cond perm info cond perm info conditional permission info conditional permission info string name enumeration e cond perms cond perms elements e cond perms more elements conditional permission info impl cond perm conditional permission info impl e cond perms next element name equals cond perm name cond perm null returns enumeration current conditional permission infos each element type conditional permission info impl enumeration current conditional permission infos see org osgi service condpermadmin conditional permission admin conditional permission infos enumeration conditional permission infos cond perms cond perms elements delete conditional permission info conditional permission info cpi cond perms cond perms remove cpi save cond perm infos save cond perm infos string encoded cond perms string cond perms size 0 enumeration e cond perms cond perms elements e cond perms more elements encoded cond perms e cond perms next element string storage save conditional permission infos encoded cond perms ioexception e e print stack trace framework publish framework event framework event error framework system bundle e see org osgi service condpermadmin conditional permission admin access control context java lang string access control context access control context string signers enumeration infos conditional permission infos array list permission infos array list infos null infos more elements conditional permission info impl cond perm info conditional permission info impl infos next element condition info cond info cond perm info condition infos match true 0 cond info length bundle signer condition name equals cond info type string args cond info args j 0 j args length j framework adaptor match dnchain args j signers match false match false match permission info add perm infos cond perm info permission infos 0 add perm infos length permission infos add add perm infos bundle permission collection collection framework permission admin create permissions permission info permission infos array permission info permission infos size null false access control context collection null protection domain 0 protection domain protection domain null collection 
org::eclipse::osgi::framework::internal::core::ReferenceInputStream,0,9,1,1.80545,org eclipse osgi framework internal core java io ioexception java io input stream java net url input stream subclass provides reference via url data allowing input stream directly read reference input stream input stream url reference reference input stream url reference reference reference method called read ioexception ioexception url reference reference 
osgi::lazystart::a::Activator,0,6,1,0,osgi lazystart org eclipse osgi tests bundles bundle tests org osgi framework activator bundle activator start bundle context context exception bundle tests simple results add event bundle event bundle event started context bundle stop bundle context context exception bundle tests simple results add event bundle event bundle event stopped context bundle 
org::eclipse::osgi::internal::signedcontent::DNChainMatching,0,262,1,0,org eclipse osgi internal signedcontent java util array list javax security auth x500 x500principal contains method match distinguished name dn chain against dn chain pattern p format dns given rfc 2253 represent signature chain x 509 certificate semicolon separated list dns refer dn chain each dn made up relative distinguished names rdn turn made up key value pairs example pre cn ben ou research o acme c ou ca c ca pre made up two dns code cn ben ou research o acme c code code ou ca c ca code first dn made three rdns code cn ben ou research code code o acme code code c code first rdn two name value pairs code cn ben code code ou research code p chain pattern makes use wildcards match against dns dn prefixes value dn dn chain made up wildcard wildcard match zero more dns chain first rdn dn wildcard dn match dn same suffix dn wildcard rdn removed value name value pair wildcard value match value name dnchain matching check name value pairs rdn against pattern param rdn array list name value pairs given rdn param rdn pattern array list name value pattern pairs true list name value pairs match pattern rdnmatch array list rdn array list rdn pattern rdn size rdn pattern size false 0 rdn size string rdn name value string rdn string pat name value string rdn pattern rdn name end rdn name value index pat name end pat name value index rdn name end pat name end rdn name value region matches 0 pat name value 0 rdn name end false string pat value pat name value substring pat name end string rdn value rdn name value substring rdn name end rdn value equals pat value pat value equals pat value equals 16012a non nls 1 non nls 2 false true dnmatch array list dn array list dn pattern dn start 0 pat start 0 pat len dn pattern size pat len 0 false dn pattern 0 equals non nls 1 pat start 1 pat len dn size pat len false dn size pat len dn pattern 0 equals non nls 1 number rdns match prefix map false rdn pattern rdn same number elements dn start dn size pat len 0 pat len rdnmatch array list dn dn start array list dn pattern pat start false true parses distinguished name chain returns array list each element represents distinguished name dn chain dns each element string element represents wildcard array list representing rdn each element rdn array list string element represents wildcard array list strings each string representing name value pair rdn param dn chain list dns illegal argument exception array list parse dnchain string dn chain illegal argument exception array list parsed array list start index 0 start index skip spaces dn chain start index start index dn chain length end index start index quote false out end index dn chain length c dn chain end index c quote quote end index skip escaped quote out end index end index dn chain length illegal argument exception unterminated escape non nls 1 parsed add dn chain substring start index end index start index end index 1 start index skip spaces dn chain start index now parse list strings lets make array list rdn out 0 parsed size string dn string parsed dn equals non nls 1 array list rdns array list dn 0 dn 1 illegal argument exception invalid wildcard prefix non nls 1 rdns add non nls 1 dn x500principal dn substring 2 name x500principal canonical dn x500principal dn name x500principal canonical now dn nice canonical dn parse dn dn rdns parsed set rdns parsed size 0 illegal argument exception empty dn chain non nls 1 parsed increment start index until end dn chain hit until index non space character skip spaces string dn chain start index start index dn chain length dn chain start index start index start index takes distinguished name canonical form fills rdn array extracted rdns param dn distinguished name canonical form param rdn array array fill rdns extracted dn illegal argument exception formatting error found parse dn string dn array list rdn array illegal argument exception start index 0 c 0 array list name values array list start index dn length end index end index start index end index dn length end index c dn end index c c c end index skip escaped end index dn length illegal argument exception unterminated escape dn non nls 1 name values add dn substring start index end index c rdn array add name values end index dn length name values array list name values null start index end index 1 name values null illegal argument exception improperly terminated dn dn non nls 1 method index points non wild card dn end arraylist skip wild cards array list dn chain pattern dn chain pattern index illegal argument exception dn chain pattern index dn chain pattern size object dn pattern dn chain pattern dn pattern string dn pattern equals non nls 1 illegal argument exception expected wild card dn pattern non nls 1 otherwise skipping over wild cards dn pattern array list arraylist non wild card dn unknown member dnchain pattern illegal argument exception expected string arraylist dn pattern non nls 1 points end arraylist first non wild card pattern dn chain pattern index recursively attempt match dnchain dnchain pattern dnchain format dn dn dn dnchain pattern format dnpattern dnpattern combinations dn chain match array list dn chain dn chain index array list dn chain pattern dn chain pattern index illegal argument exception dn chain index dn chain size false dn chain pattern index dn chain pattern size false check see pattern starts object dn pattern dn chain pattern dn chain pattern index dn pattern string dn pattern equals non nls 1 illegal argument exception expected wild card dn pattern non nls 1 here processing wild card first dn skip wild card dn s dn chain pattern index skip wild cards dn chain pattern dn chain pattern index dn chain pattern index dn chain pattern size entire dnchain pattern wild cards match true now recursively call see rest dnchain pattern matches increasingly smaller portions rest dnchain dn chain index dn chain size dn chain match dn chain dn chain pattern dn chain pattern index true here didn t find match fall through failure dn pattern array list here deeper check each dn pattern until hit wild card dnmatch array list dn chain dn chain index array list dn pattern false go next set dn s both chains dn chain index dn chain pattern index finished pattern matched dn chain index dn chain size dn chain pattern index dn chain pattern size true dn chain finished pattern isn t finished rest pattern wildcard done dn chain index dn chain size dn chain pattern index skip wild cards dn chain pattern dn chain pattern index true iff pattern index moved past array size implying rest pattern wild cards dn chain pattern index dn chain pattern size pattern finished chain continues mis match dn chain pattern index dn chain pattern size false next dn pattern dn pattern dn chain pattern dn chain pattern index dn pattern string dn pattern equals non nls 1 illegal argument exception expected wild card dn pattern non nls 1 next dn wild card recurse dn chain match dn chain dn chain index dn chain pattern dn chain pattern index dn pattern array list illegal argument exception expected string arraylist dn pattern non nls 1 here match next set dn s dnchain dnchain pattern both array lists true never reach here illegal argument exception expected string arraylist dn pattern non nls 1 here mis match false matches distinguished name chain against pattern distinguished name chain param dn chain param pattern pattern distinguished name dn chains match against dn chain wildcards used three cases ol li dn dn consist match zero more dns example cn c cn match cn c cn cn c cn c ca cn li dn prefix dn start wild card match zero more rdns start dn example cn c cn match cn c cn ou org unit o org cn c cn li li value value name value pair rdn wildcard match value given name example cn c cn match cn c cn cn c cn match ou org unit c cn wildcard occur itself value used wildcard words cn m c cn represents common name m common name starting m li ol true dn chain matches pattern illegal argument exception match string dn chain string pattern array list parsed dnchain array list parsed dnpattern parsed dnchain parse dnchain dn chain illegal argument exception e system err println e message dn chain non nls 1 false parsed dnpattern parse dnchain pattern illegal argument exception e system err println e message pattern non nls 1 false dn chain match parsed dnchain 0 parsed dnpattern 0 exception e e print stack trace false 
org::eclipse::core::runtime::internal::adaptor::EclipseAdaptorMsg,0,0,2,4.65956,org eclipse core runtime internal adaptor org eclipse osgi util nls eclipse adaptor msg nls string bundle name org eclipse core runtime internal adaptor eclipse adaptor messages non nls 1 string eclipse missing imported string eclipse missing optional required bundle string eclipse missing required bundle string eclipse missing host string eclipse change location string eclipse bundlestopper cycles found string eclipse bundlestopper error stopping bundle string eclipse cachedmanifest unexpected exception string file manager lock string file manager update failed string file manager illegal read mode string file manager open string eclipse adaptor error xml service string eclipse adaptor runtime error string eclipse adaptor exiting string eclipse data manifest found string eclipse converter error converting string eclipse data error reading manifest string eclipse classloader headers string eclipse classloader concurrent startup string eclipse classloader activation string eclipse classloader already stopped string eclipse classloader generated exception string eclipse console commands header string eclipse console help diag command description string eclipse console help enable command description string eclipse console help disable command description string eclipse console help ld command description string eclipse console bundle specified error string eclipse console constraints platform admin message string eclipse console find bundle error string eclipse console constraints string eclipse console direct constraints string eclipse console leaf constraints string eclipse console bundle disabled message string eclipse console disabled count message string eclipse console disabled bundle header string eclipse console disabled bundle reason1 string eclipse console disabled bundle reason2 string eclipse startup already running string eclipse startup startup error string eclipse startup shutdown error string eclipse startup error check log string eclipse startup running string eclipse startup error application string eclipse startup roots resolved string eclipse startup resolved string eclipse startup error bundle active string eclipse startup error bundle resolved string eclipse startup bundle found string eclipse startup invalid port string eclipse startup failed find string eclipse startup failed uninstall string eclipse startup failed install string eclipse startup failed start string eclipse startup app error string eclipse startup filemanager open error string eclipse startup props set string error bad nl string location lock string location lock nio string location folder read string location set string location file protocol string location lock file string eclipse converter filenotfound string eclipse converter error creating bundle manifest string eclipse converter plugin library ignored string eclipse converter error parsing plugin manifest string eclipse converter missing attribute string parse error string parse error name line column string eclipse converter sax factory string eclipse converter parse unknowntop element string line system property line separator n non nls 1 non nls 2 initialize resource bundles nls initialize messages bundle name eclipse adaptor msg 
org::eclipse::osgi::internal::baseadaptor::BaseClassLoadingHook,1,78,3,5.27095,org eclipse osgi internal baseadaptor java io file java security protection domain java util array list org eclipse osgi baseadaptor base data org eclipse osgi baseadaptor bundlefile bundle entry org eclipse osgi baseadaptor hooks loading hook org eclipse osgi baseadaptor loader org eclipse osgi framework adaptor bundle protection domain org eclipse osgi framework adaptor loader delegate org eclipse osgi framework debug debug org eclipse osgi framework internal core framework properties org eclipse osgi util manifest element base loading hook loading hook string lib extensions manifest element array list framework properties property osgi framework library extensions non nls 1 non nls 2 string empty strings string 0 maps already mapped library name additional library file extensions needed platforms aix used library file extensions system map library name returns single string string map library names string mapped lib name ext index mapped lib name last index lib extensions length 0 ext index 0 empty strings string lib name base mapped lib name substring 0 ext index string results string lib extensions length 0 results length results lib name base lib extensions results string find library base data data string lib name string mapped name system map library name lib name string path null debug debug debug debug loader debug println mapped library name mapped name non nls 1 path find path data mapped name path null string mapped names map library names mapped name 0 mapped names length path null path find path data mapped names path null debug debug debug debug loader debug println library exist mapped name non nls 1 path find path data lib name debug debug debug debug loader debug println returning library path non nls 1 path string find path base data bundledata string libname slash libname last index slash 0 libname libname substring slash 1 string nativepaths paths bundledata nativepaths null null 0 nativepaths length slash nativepaths last index string path slash 0 nativepaths nativepaths substring slash 1 path equals libname nativepaths starts base storage hook external lib prefix references external library variable substitution string external path base storage hook substitute vars nativepaths substring base storage hook external lib prefix length file file file external path file absolute path normal library contained within bundle file file bundledata bundle file file nativepaths true file null file absolute path null string paths base data bundledata base storage hook storage hook base storage hook bundledata storage hook base storage hook key storage hook null storage hook paths null add path entry array list cp entries string cp classpath manager hostmanager base data sourcedata protection domain sourcedomain nothing false loader bundle loader parent nothing null process string name classbytes classpath entry classpath entry bundle entry entry classpath manager manager nothing null base loader create loader loader parent loader delegate delegate bundle protection domain domain base data data string bundleclasspath nothing null initialized loader base loader base loader base data data nothing 
org::eclipse::osgi::baseadaptor::bundlefile::NestedDirBundleFile,1,37,2,4.04276,org eclipse osgi baseadaptor bundlefile java io file java io ioexception java util enumeration nested dir bundle file uses another bundle file source accesses resources relative nested directory within bundle file object used support zipped bundles use bundle path nested directory specified p example pre bundle path nested jar nesteddir pre 3 2 nested dir bundle file bundle file bundle file base bundle file string cp constructs nested dir bundle file param base bundlefile base bundle file param cp nested dir bundle file bundle file base bundlefile string cp base bundlefile basefile base bundle file base bundlefile cp cp cp cp length 1 cp cp close nothing bundle entry entry string path path length 0 path 0 path path substring 1 string newpath string buffer cp append path string base bundle file entry newpath contains dir string dir dir null false dir length 0 dir 0 dir dir substring 1 string newdir string buffer cp append dir string base bundle file contains dir newdir enumeration entry paths string path entry paths valid root bundle file null file file string entry code file valid root bundle file null open ioexception nothing 
org::eclipse::osgi::framework::launcher::Launcher,1,200,4,13.0076,org eclipse osgi framework launcher java lang reflect constructor java util org eclipse osgi framework adaptor framework adaptor org eclipse osgi framework internal core org eclipse osgi util nls p provides entry point launching osgi framework configures osgi framework according command line arguments ul li b con sole port b br starts osgi framework console window command line arguments recognized passed console execute port specified console listen port commands port specified console use system system out li li b adaptor adaptor name adaptor args b pre adaptor name fully qualified name framework adapter adaptor args value value token quoted string allows adaptor bundledir c jarbundles reset adaptor chosen args bundledir c jarbundles reset adaptor com foo adaptor com foo adaptor chosen args pre p adaptor specifies implementation framework adapter used args contains list framework adaptor arguments separated framework adaptor arguments format defined adaptor implementation passed adaptor array strings example arguments used adaptor ul li bundledir directory directory used adaptor store data li reset perform reset action clear bundledir p actions defined adaptor multiple actions specified separated ul p up adaptor implementation define reasonable defaults s required arguments specified p adaptor specified adaptor classname specified adaptor used file based stores files bundles directory relative current directory ul li app lication application args pre application args value value token quoted string pre p argument allows arguments passed specific applications launch time eclipse plugins installed applications arguments eclipse currently needs one list key value pairs parsed applications application peels args apply others ignored li p command line arguments passed console window framework started console option console started unrecognized arguments ignored message displayed p none options above specified osgi framework started ul li framework adaptor li without console window li without remote agent ul 3 1 launcher console port string console port non nls 1 flag indicate whether start console console false string containing classname adaptor used framework instance string adaptor name org eclipse osgi baseadaptor base adaptor non nls 1 string osgi console clazz org eclipse osgi framework internal core framework console non nls 1 array adaptor arguments passed framework adaptor initialize string adaptor args null components installed activated optionally string osgi console component name osgi console non nls 1 string osgi console component console jar non nls 1 main method launcher method creates launcher object kicks actual launch framework instance param args command line arguments main string args launcher args constructor nothing here launcher nothing performs actual launch based command line arguments param args command line arguments string args set compatibility boot delegation flag false standard osgi behavior wrt boot delegation bug 178477 framework properties property constants osgi compatibility bootdelegation null framework properties set property constants osgi compatibility bootdelegation false non nls 1 string console args parse args args framework adaptor adaptor null adaptor adaptor exception e system out println msg launcher adaptor error e print stack trace osgi osgi osgi adaptor osgi null console console osgi console args osgi launch parses command line arguments remembers processed later param args command line arguments string arguments passed console string parse args string args vector console args vector vector 0 args length match false check args contained quotes broken up spaces example adaptor bundledir c bundle dir reset one arg java breaks 3 args ignoring quotes put back together one arg string fullarg args quoteidx fullarg index non nls 1 quoteidx 0 quoteidx fullarg last index non nls 1 stillparsing true args length stillparsing fullarg fullarg args non nls 1 quoteidx fullarg last index non nls 1 stillparsing false ide t pass quotes due known eclipse bug see bugzilla 93201 allowing use single quotes quoteidx fullarg index non nls 1 quoteidx 0 quoteidx fullarg last index non nls 1 stillparsing true args length stillparsing fullarg fullarg args non nls 1 quoteidx fullarg last index non nls 1 stillparsing false fullarg fullarg replace tokenizer tok tokenizer fullarg tok more tokens string command tok string non nls 1 string tokenizer subtok string tokenizer command non nls 1 string subcommand subtok next token lower match command console subcommand 4 non nls 1 console command match true match command adaptor subcommand 2 non nls 1 adaptor command match true match false command doesn t match known commands save pass console console args vector add element fullarg convert arguments passed console string array console string console args array string console args vector size enumeration e console args vector elements 0 console args array length console args array string e next element console args array match command string command string input min length min length 0 min length command length length input length min length length length min length command region matches 0 input 0 length remembers console option requested console string command console true string tokenizer tok string tokenizer command non nls 1 first token always console tok next token tok more tokens console port tok next token remembers adaptor option requested parses adaptor file name adaptor file name size param command rest adaptor parameter string contains file name possibly adaptor file file size adaptor string command tokenizer tok tokenizer command first token always adaptor tok token non nls 1 tok advance next token next token adaptor name use adaptor string adp tok token non nls 1 adp null adp length 0 adaptor name adp following tokens arguments processed adaptor implementation enclosed quotes store vector until know many vector v vector parseloop true tok advance next token string arg tok string non nls 1 arg null parseloop v add element arg now know many args move args vector string v null num args v size adaptor args string num args enumeration e v elements 0 num args adaptor args string e next element processes adaptor command line argument parses arguments adaptor name adaptor dir filename adaptor file size framework adaptor object framework adaptor adaptor exception adaptor name adaptor name constructor args string constructor constructor adaptor constructor constructor args framework adaptor constructor instance object adaptor args creates osgi framework object param adaptor framework adaptor object osgi osgi framework adaptor adaptor osgi adaptor invokes osgi console another thread param osgi current osgi instance console attach param console args string array containing commands command line console execute console osgi osgi string console args constructor console constructor object osgiconsole parameter types object parameters osgiconsole name osgi console clazz console port length 0 parameter types osgi string parameters object osgi console args parameter types osgi string parameters object osgi integer console port console args console constructor osgiconsole constructor parameter types osgiconsole console constructor instance parameters thread t thread runnable osgiconsole osgi console component name t start number format exception nfe system err println nls bind msg launcher invalid port console port exception ex inform missing component osgi console component name osgi console component informs user missing component param component name component param jar jar file contains component inform missing component string component string jar system out println system out print nls bind msg launcher component missing component system out println nls bind msg launcher component jar jar system out println 
org::eclipse::osgi::framework::internal::core::ServiceReferenceImpl,1,116,4,7.69165,org eclipse osgi framework internal core org osgi framework bundle org osgi framework service reference reference service framework returns service reference objects link bundle context impl service reference bundle context service reference link bundle context impl service references bundle context service references methods p service reference shared between bundles used examine properties service service object see link bundle context impl service bundle context service p registered service multiple distinct service reference objects refer service reference objects same code hash code code code equals code method code true code compared service reference impl service reference comparable registered service object service registration impl registration construct reference service reference impl service registration impl registration registration registration dereference registration constructor leaked service registration impl constructor value service s property p method property values service unregistered references unregistered service interrogated example service reference objects stored log param key name property value property code null code property name object property string key registration property key list key names service s properties p method keys service unregistered references unregistered service interrogated example service reference objects stored log list property key names string property keys registration property keys bundle registered service p method always code null code service unregistered used determine service unregistered bundle registered service org osgi framework bundle bundle registration bundle list bundles using service p method always code null code service unregistered array bundles using service null bundles using service see bundle context impl service org osgi framework bundle using bundles registration using bundles classes under referenced service registered array names string classes registration clazzes service id service registration service id service id registration id service ranking service registration service ranking service ranking registration ranking returns hash code value object hash code value object hash code registration hash code indicates whether object equal one param obj reference object compare code true code object same obj argument code false code otherwise equals object obj obj true obj service reference impl false service reference impl service reference impl obj registration registration string representation reference string string string registration string compares two service objects returns indication higher ranked based service ranking service id service higher service ranking specified service ranking property defined higher ranked tie ranking service lowest service id specified service id property service registered first returned same algorithm used bundle context service reference 0 object s ranking service id equivalent 0 object s ranking lower argument s ranking rankings equal object s service id greater argument s service id 0 object s ranking higher argument s ranking rankings equal object s service id less argument s service id param object object compare receiver exception cast exception argument converted something comparable receiver compare object object service reference impl service reference impl object ranking ranking ranking ranking 1 1 id id 0 id id 1 1 assignable bundle bundle string name bundle consumer bundle bundle always false fragments consumer fragment false bundle host producer bundle host registration bundle 1 registrant consumer always true consumer producer true 2 name specified name string pkg name bundle loader name name pkg name starts java non nls 1 true bundle loader producer bl producer bundle loader producer bl null false bundle loader consumer bl consumer bundle loader consumer bl null false 3 specified bundle find wiring wiring found true source consumer source consumer bl source pkg name consumer source null true work around issue ee delegate boot producer bl boot delegation pkg name system bundle loader system loader system bundle loader registration framework system bundle bundle loader system loader eepackage pkg name true common source ee 4 registrant bundle find wiring source producer source producer bl source pkg name producer source null 5 wiring found registrant bundle find wiring classloader service object wiring found false producer source source registration service pkg name producer source null false 6 two wirings found equal true otherwise false producer source common source consumer source source source service string pkg name service null null bundle service bundle bundle registration framework admin bundle service service bundle null null bundle loader producer bl service bundle bundle loader producer bl null null source producer source producer bl source pkg name producer source null producer source interfaces interfaces service interfaces note interfaces never returns null 0 interfaces length producer source source interfaces pkg name producer source null producer source source service superclass pkg name 
org::eclipse::osgi::baseadaptor::bundlefile::FileBundleEntry,0,26,2,4.04276,org eclipse osgi baseadaptor bundlefile java io java net malformed urlexception java net url bundle entry represented file object file bundle entry used bundles installed extracted zips file system 3 2 file bundle entry bundle entry file entry file file name entry string name constructs bundle entry using file param file bundle file object entry member param name name bundle entry file bundle entry file file string name file file name name input stream entry input stream entry exception java io ioexception input stream input stream ioexception bundle file secure action file input stream file size uncompressed entry size entry size bundle file secure action length file name entry name entry string name name modification time bundle entry p modification time set method tt 1 tt last modification time time bundle file secure action last modified file url local url file url url file url file url malformed urlexception e null 
fragment::test::attach::host::a::Activator,0,6,1,0,fragment test attach host org eclipse osgi tests bundles bundle tests org osgi framework activator bundle activator start bundle context context exception bundle tests simple results add event bundle event bundle event started context bundle stop bundle context context exception bundle tests simple results add event bundle event bundle event stopped context bundle 
