"","bug","loc","bf","hcm","text"
"org::eclipse::mylyn::internal::sandbox::ui::views::TaskActivityViewContentProvider",0,46,6,4.7898,"org eclipse mylyn internal sandbox ui views java util hash set java util set org eclipse jface viewers istructured content provider org eclipse jface viewers itree content provider org eclipse jface viewers viewer org eclipse mylyn internal tasks core task org eclipse mylyn internal tasks core task container org eclipse mylyn internal tasks core date range org eclipse mylyn internal tasks core scheduled task container org eclipse mylyn internal tasks core task activity manager org eclipse mylyn internal tasks core task activity util org eclipse mylyn internal tasks core week date range org eclipse mylyn internal tasks ui tasks ui plugin author rob elves author mik kersten task activity view content provider istructured content provider itree content provider task activity manager task activity manager task activity view content provider task activity manager task activity manager task activity manager task activity manager object elements object parent set task container containers hash set task container week date range week task activity util current week containers add scheduled task container tasks ui plugin task activity manager week previous date range day week days week containers add scheduled task container tasks ui plugin task activity manager day containers add scheduled task container tasks ui plugin task activity manager week scheduled task container next week container scheduled task container task activity manager week next containers add next week container containers array object parent object child object o elements null scheduled task container container scheduled task container o object o2 children container o2 task task o2 equals child container null object children object parent parent scheduled task container date range range scheduled task container parent date range set task active tasks tasks ui plugin task activity manager active tasks range start date range end date active tasks array object 0 children object parent children parent length 0 dispose input changed viewer viewer object old input object input "
"org::eclipse::mylyn::internal::tasks::ui::search::RepositorySearchResult",0,27,7,4.53451,"org eclipse mylyn internal tasks ui search java text message format java util array list java util collections java util iterator java util list org eclipse core runtime iadaptable org eclipse jface action action org eclipse jface action iaction org eclipse jface action imenu manager org eclipse jface action menu manager org eclipse jface action separator org eclipse jface viewers decorating label provider org eclipse jface viewers structured selection org eclipse jface viewers structured viewer org eclipse jface viewers table viewer org eclipse jface viewers tree viewer org eclipse jface viewers viewer org eclipse jface viewers viewer filter org eclipse mylyn internal provisional commons ui substring pattern filter org eclipse mylyn internal tasks core task org eclipse mylyn internal tasks core task category org eclipse mylyn internal tasks core task group org eclipse mylyn internal tasks core unmatched task container org eclipse mylyn internal tasks ui add existing task job org eclipse mylyn internal tasks ui tasks ui plugin org eclipse mylyn internal tasks ui actions open task search action org eclipse mylyn internal tasks ui actions open browser action org eclipse mylyn internal tasks ui search search result tree content provider group org eclipse mylyn internal tasks ui util tasks ui internal org eclipse mylyn internal tasks ui views task list tool tip org eclipse mylyn internal tasks ui views task list view org eclipse mylyn tasks core irepository query org eclipse mylyn tasks core itask org eclipse mylyn tasks core task repository org eclipse mylyn tasks ui tasks ui org eclipse mylyn tasks ui tasks ui images org eclipse search ui icontext menu constants org eclipse search ui isearch query org eclipse search ui isearch result org eclipse search ui text text search view page org eclipse search ui text match org eclipse swt swt org eclipse swt layout grid layout org eclipse swt widgets composite org eclipse swt widgets event org eclipse swt widgets layout org eclipse ui part init exception org eclipse ui platform ui org eclipse ui dialogs filtered tree org eclipse ui part ishow target list org eclipse ui progress iprogress service displays results repository search see org eclipse search ui text text search view page author rob elves author mik kersten author shawn minto author frank becker author steffen pingel repository search result view text search view page iadaptable grouping action action group group grouping action string text group group text iaction check box group group grouping actions add group group group override run grouping action action grouping actions action set checked false search result tree content provider content provider search result tree content provider viewer content provider content provider selected group group content provider set selected group group none content provider set selected group group set checked true viewer refresh filtering action action viewer filter filter filtering action string text viewer filter filter text iaction check box filter filter filter actions add override run event event event checked viewer add filter filter viewer remove filter filter order priority 1 order description 2 order severity 3 order status 4 order id 5 order order priority string key sorting tasks ui plugin id plugin search resultpage sorting non nls 1 search result content provider search result provider current sort order search result sort action sort priority action search result sort action sort description action open search result action open editor action create query search action create query action action refine search action string show targets string task list view id task list tool tip tool tip list grouping action grouping actions list filtering action filter actions open browser action open search browser action ishow target list show target list ishow target list string show target ids show targets repository search result view use table layout flag layout tree sort priority action search result sort action messages repository search result view task priority order priority sort description action search result sort action messages repository search result view task summary order description current sort order order open editor action open search result action messages repository search result view open editor create query action create query search action messages repository search result view create query search refine search action open task search action refine search action set text messages repository search result view refine search open search browser action open browser action open search browser action set text messages repository search result view open search browser label grouping actions array list grouping action grouping action messages repository search result view group owner group owner grouping action group complete group completion filter actions array list filtering action filtering action messages repository search result view filter completed tasks viewer filter override select viewer viewer object parent element object element element itask itask element completed element task group task group task group task group element task group handle identifier equals group incomplete incomplete non nls 1 true override elements changed object objects search result provider null search result provider elements changed objects viewer refresh override clear search result provider null search result provider clear viewer refresh allows inherited method viewer accessed publicly override structured viewer viewer viewer override configure tree viewer tree viewer viewer viewer set use hashlookup true search result provider search result tree content provider viewer set content provider search result provider decorating label provider label provider decorating label provider search results label provider search result provider viewer platform ui workbench decorator manager label decorator viewer set label provider label provider set order search view loading items sorted right away set sort order current sort order tool tip task list tool tip viewer control suppress warnings deprecation override tree viewer create tree viewer composite parent create filtered tree composite tree composite parent layout parent layout parent layout parent layout grid layout tree composite composite parent swt none grid layout layout grid layout layout margin height 0 layout margin width 0 tree composite set layout layout todo e3 5 use filtered tree api filtered tree search tree filtered tree tree composite swt multi swt h scroll swt v scroll substring pattern filter search tree viewer override configure table viewer table viewer viewer viewer set use hashlookup true string column names string summary table column columns table column column names length column widths 500 viewer set column properties column names viewer table set header visible false 0 column names length columns table column viewer table 0 swt left columns set text column names columns set width column widths columns set data integer columns add selection listener selection adapter override widget selected selection event e table column col table column e source integer integer integer col data set sort order integer value itheme manager theme manager site workbench window workbench theme manager color category background theme manager current theme color registry task list colors fonts theme color tasklist category search view table label provider task list table label provider search view table label provider task element label provider true platform ui workbench decorator manager label decorator category background viewer set label provider task list table label provider viewer set content provider search result table content provider set order search view loading items sorted right away set sort order current sort order task content provider search result content provider viewer content provider override dispose tool tip dispose dispose sets sorting category reorders tasks param sort order category sort set sort order sort order structured viewer viewer viewer sort order order id viewer set sorter search result sorter id order description viewer set sorter search result sorter order priority viewer set sorter search result sorter priority setting one four valid ones use order setting sort order order viewer set sorter search result sorter priority current sort order sort order settings put key sorting current sort order suppress warnings unchecked object adapter adapter adapter delegate adapter object adapter delegate adapter ishow target list equals adapter show target list null override show match match match current offset current length activate part init exception task repository hit task match element tasks ui internal refresh open task list element repository hit override fill context menu imenu manager menu manager fill context menu menu manager open actions menu manager append group icontext menu constants group open open editor action add task list menu hack contribution menu manager sub menu manager menu manager message format format messages repository search result view add x category task list view label view list task category categories array list task category tasks ui internal task list categories collections sort categories task category category categories category unmatched task container equals tasks ui plugin task list archive container action action action override run move category category string text category summary action set text text action set image descriptor tasks ui images category sub menu manager add action menu manager append group icontext menu constants group open sub menu manager search actions menu manager append group icontext menu constants group search create query action menu manager append group icontext menu constants group search refine search action menu manager append group icontext menu constants group search open search browser action sort actions menu manager sort menu manager menu manager messages repository search result view sort sort menu manager add sort priority action sort menu manager add sort description action sort priority action set checked current sort order sort priority action sort order sort description action set checked current sort order sort description action sort order menu manager append group icontext menu constants group viewer setup sort menu manager action action grouping actions menu manager append group icontext menu constants group viewer setup action action action filter actions menu manager append group icontext menu constants group viewer setup action move category task category category iprogress service progress service platform ui workbench progress service structured selection selection structured selection viewer selection iterator iterator selection iterator iterator next object selected object iterator next selected object itask itask task itask selected object task repository repository tasks ui repository manager repository task connector kind task repository url add existing task job job add existing task job repository task task id category job schedule platform ui workbench display async exec runnable run progress service show dialog repository search result view site shell job override create control composite parent create control parent imenu manager menu manager site action bars menu manager action action grouping actions menu manager append group icontext menu constants group viewer setup action menu manager append group icontext menu constants group viewer setup separator action action filter actions menu manager append group icontext menu constants group viewer setup action override set input isearch result search object view state set input search view state search null isearch query query repository search result search query irepository query repository query search hit collector query repository query open search browser action selection changed structured selection repository query open search browser action selection changed structured selection empty "
"org::eclipse::mylyn::internal::java::ui::junit::TaskContextJUnitMainTab",0,52,9,5.25012,"org eclipse mylyn internal java ui junit java util set org eclipse debug core ilaunch configuration org eclipse debug core ilaunch configuration working copy org eclipse jdt core itype org eclipse jdt junit launcher junit launch configuration tab org eclipse jdt launching ijava launch configuration constants org eclipse mylyn internal java ui java ui bridge plugin org eclipse swt swt org eclipse swt graphics image org eclipse swt layout grid data org eclipse swt layout grid layout org eclipse swt widgets composite org eclipse swt widgets label author mik kersten task context junit main tab junit launch configuration tab pde mode false image image task context junit main tab pde mode pde mode pde mode image java ui bridge plugin image descriptor icons etool16 junit tab gif create image non nls 1 override valid ilaunch configuration config true override create control composite parent composite comp composite parent swt none set control comp grid layout top layout grid layout top layout num columns 3 comp set layout top layout label comp swt none label label label comp swt none grid data gd grid data gd horizontal span 3 label set layout data gd label set text messages task context junit main tab subclasses testcase automatically add suite override perform apply ilaunch configuration working copy config pde mode set itype types interaction context test util test cases context types empty itype first type types iterator next string project name first type java project element name config set attribute ijava launch configuration constants attr project name project name override set defaults ilaunch configuration working copy config ignore override initialize ilaunch configuration config ignore override string name junit non nls 1 override image image image image override dispose dispose image null image disposed image dispose "
"org::eclipse::mylyn::java::tests::search::WorkspaceSetupHelper",0,89,11,16.8316,"org eclipse mylyn java tests search java io ioexception java lang reflect invocation target exception org eclipse core resources ifile org eclipse core resources iworkspace root org eclipse core resources resources plugin org eclipse core runtime core exception org eclipse core runtime null progress monitor org eclipse jdt core ijava project org eclipse jdt core imethod org eclipse jdt core ipackage fragment org eclipse jdt core itype org eclipse jdt core java model exception org eclipse mylyn context core context core org eclipse mylyn context tests support resource helper org eclipse mylyn internal context core interaction context org eclipse mylyn internal context core interaction context scaling org eclipse mylyn java tests test java project workspace setup helper string helper context id helper context setup false interaction context taskscape ijava project project1 ijava project project2 test java project jdt core dom project iworkspace root workspace root clear workspace core exception ioexception setup false resources plugin workspace root delete true true null progress monitor clear doi model iworkspace root setup workspace core exception ioexception invocation target exception interrupted exception setup clear doi model workspace root taskscape interaction context helper context id interaction context scaling workspace root resources plugin workspace root project1 resource helper create java plugin project zip project1 project1 zip project2 resource helper create java plugin project zip project2 project2 zip jdt core dom project test java project workspace helper project ipackage fragment jdt core dom pkg jdt core dom project create org eclipse jdt core dom itype ast node type jdt core dom project create type jdt core dom pkg astnode java astnode ast node type create method set source range start position length null false null setup true project1 open null progress monitor project2 open null progress monitor jdt core dom project java project open null progress monitor workspace root clear doi model core exception context core context manager delete context helper context id taskscape interaction context helper context id interaction context scaling interaction context context core exception ioexception invocation target exception interrupted exception setup setup workspace taskscape ijava project jdt core dom project core exception ioexception invocation target exception interrupted exception setup setup workspace jdt core dom project java project ijava project project1 core exception ioexception invocation target exception interrupted exception setup setup workspace project1 ijava project project2 core exception ioexception invocation target exception interrupted exception setup setup workspace project2 iworkspace root workspace root core exception ioexception invocation target exception interrupted exception setup setup workspace workspace root ifile file ijava project jp string name java model exception jp null name null null object files jp non java resources object o files o ifile ifile o name equals name ifile o null itype type ijava project jp string fully qualified name java model exception jp null fully qualified name null null itype t jp find type fully qualified name t imethod method itype t string method name string params t null method name null params null null t method method name params "
"org::eclipse::mylyn::internal::trac::core::TracRepositoryConnector",1,452,75,31.8183,"org eclipse mylyn internal trac core java io file java util array list java util collection java util collections java util date java util hash map java util list java util map java util set java util string tokenizer org eclipse core runtime core exception org eclipse core runtime ipath org eclipse core runtime iprogress monitor org eclipse core runtime istatus org eclipse core runtime operation canceled exception org eclipse core runtime status org eclipse mylyn commons net authentication credentials org eclipse mylyn commons net authentication type org eclipse mylyn commons net policy org eclipse mylyn internal trac core client wiki handler org eclipse mylyn internal trac core client itrac client org eclipse mylyn internal trac core client itrac wiki client org eclipse mylyn internal trac core client itrac client version org eclipse mylyn internal trac core model trac priority org eclipse mylyn internal trac core model trac search org eclipse mylyn internal trac core model trac ticket org eclipse mylyn internal trac core util trac util org eclipse mylyn tasks core repository connector org eclipse mylyn tasks core irepository query org eclipse mylyn tasks core itask org eclipse mylyn tasks core repository status org eclipse mylyn tasks core task repository org eclipse mylyn tasks core task repository location factory org eclipse mylyn tasks core itask priority level org eclipse mylyn tasks core data task attribute org eclipse mylyn tasks core data task data org eclipse mylyn tasks core data task data collector org eclipse mylyn tasks core data task mapper org eclipse mylyn tasks core data task relation org eclipse mylyn tasks core sync isynchronization session author steffen pingel trac repository connector repository connector task kind defect enhancement task task kind string string type type null null type equals defect non nls 1 defect type equals enhancement non nls 1 enhancement type equals task non nls 1 task null task kind type string type type null null type equals defect non nls 1 defect type equals enhancement non nls 1 enhancement type equals task non nls 1 task null override string string defect defect non nls 1 enhancement enhancement non nls 1 task task non nls 1 non nls 1 task status assigned closed reopened task status status string status status null null status equals non nls 1 status equals assigned non nls 1 assigned status equals reopened non nls 1 reopened status equals closed non nls 1 closed null string status string non nls 1 assigned assigned non nls 1 reopened reopened non nls 1 closed closed non nls 1 non nls 1 override string string non nls 1 assigned assigned non nls 1 reopened reopened non nls 1 closed closed non nls 1 non nls 1 trac priority level blocker critical major minor trivial trac priority level priority string priority priority null null priority equals blocker non nls 1 blocker priority equals critical non nls 1 critical priority equals major non nls 1 major priority equals minor non nls 1 minor priority equals trivial non nls 1 trivial null priority level priority level blocker priority level p1 critical priority level p2 major priority level p3 minor priority level p4 trivial priority level p5 null override string string blocker blocker non nls 1 critical critical non nls 1 major major non nls 1 minor minor non nls 1 trivial trivial non nls 1 null string client label messages trac repository connector trac supports 0 9 0 10 through web xml rpc date completion date date 0 task priority levels 5 string task key supports subtasks supports subtasks non nls 1 string task key update date update date non nls 1 string display username task repository repository authentication credentials credentials repository credentials authentication type repository credentials null credentials user name length 0 itrac client username repository user name priority level task priority string trac priority trac priority null trac priority level priority trac priority level priority trac priority priority null priority priority level priority level priority level task priority string priority trac priority trac priorities priority null trac priorities null trac priorities length 0 min value trac priorities 0 value range trac priorities trac priorities length 1 value min value trac priority trac priority trac priorities priority equals trac priority name relative value trac priority value min value range value relative value task priority levels 1 priority level level value task priority priority ticket id string task id core exception integer parse task id number format exception e core exception status istatus error trac core plugin id plugin istatus ok invalid ticket id task id e non nls 1 list string attribute values task data data string attribute id task attribute attribute data root mapped attribute attribute id attribute null attribute values collections empty list string attribute value task data data string attribute id task attribute attribute data root mapped attribute attribute id attribute null attribute value non nls 1 attachment support task repository repository itask task version xml rpc name equals repository version changed task repository repository version xml rpc name equals repository version rich editor task repository repository version xml rpc name equals repository version rich editor task repository repository itask task rich editor repository completed string trac status task status task status task status status trac status task status task status closed trac attachment handler attachment handler trac attachment handler trac client manager client manager file repository configuration cache file trac task data handler task data handler trac task data handler task repository location factory task repository location factory task repository location factory trac wiki handler wiki handler trac wiki handler trac repository connector trac core plugin null trac core plugin set connector ipath path trac core plugin repostiory attribute cache path repository configuration cache file path file trac repository connector file repository configuration cache file repository configuration cache file repository configuration cache file override create task task repository repository true override create task key task repository repository true override synchronize task task repository task repository itask task rich editor task repository task override trac attachment handler task attachment handler attachment handler trac client manager client manager client manager null client manager trac client manager repository configuration cache file task repository location factory client manager override string connector kind trac core plugin connector kind override string label client label override task data task data task repository repository string task id iprogress monitor monitor core exception task data handler task data repository task id monitor override trac task data handler task data handler task data handler override string repository url task url string url url null null index url last index itrac client ticket url index 1 null url substring 0 index override string task id task url string url url null null index url last index itrac client ticket url index 1 null url substring index itrac client ticket url length override string task id prefix non nls 1 task repository location factory task repository location factory task repository location factory override string task url string repository url string task id repository url itrac client ticket url task id wiki handler wiki handler wiki handler wiki task repository repository check access mode validate wiki support itrac client client client manager trac client repository client itrac wiki client true false override istatus perform query task repository repository irepository query query task data collector result collector isynchronization session session iprogress monitor monitor monitor begin task messages trac repository connector querying repository iprogress monitor unknown trac search search trac util trac search query search null repository status repository repository url istatus error trac core plugin id plugin repository status error repository query invalid query url non nls 1 non nls 2 itrac client client client client manager trac client repository list trac ticket tickets array list trac ticket client search search tickets monitor map string itask task id null client update attributes monitor false trac ticket ticket tickets task data task data task data handler create task data ticket client repository ticket monitor task data set partial true session null session full synchronization rich editor repository task id null task id hash map string itask itask task session tasks task id put task task id task itask task task id ticket id non nls 1 task null task changed repository task task data session mark stale task result collector accept task data throwable e trac core plugin status e repository status ok status monitor done override post synchronization isynchronization session event iprogress monitor monitor core exception monitor begin task 1 non nls 1 event full synchronization event status null date date synchronization timestamp event date null event task repository set synchronization time stamp trac util trac time date non nls 1 monitor done date synchronization timestamp isynchronization session event date recent date 0 date recent time stamp trac util parse date event task repository synchronization time stamp itask task event changed tasks date task modified date task modification date task modified date null task modified date recent recent task modified date recent time stamp task modification date recent time stamp override pre synchronization isynchronization session session iprogress monitor monitor core exception monitor policy monitor monitor monitor begin task messages trac repository connector getting changed tasks iprogress monitor unknown session full synchronization trac tasks task list skip contacting repository session tasks empty task repository repository session task repository trac repository connector changed repository always run queries web mode repository synchronization time stamp null repository synchronization time stamp length 0 itask task session tasks session mark stale task date date 0 trac util parse date integer parse repository synchronization time stamp number format exception e itrac client client client manager trac client repository set integer ids client changed tickets monitor ids empty repository unchanged session set needs perform queries false ids size 1 changed tickets expected always one ticket repository synchronization timestamp set recent modification date integer id ids iterator next date last changed client ticket last changed id monitor equals last changed repository didn t actually change session set needs perform queries false itask task session tasks integer id ticket id task task id ids contains id session mark stale task operation canceled exception e e exception e todo trac exception core exception trac core plugin status e repository monitor done set task repository location factory task repository location factory task repository location factory task repository location factory task repository location factory client manager null client manager set task repository location factory task repository location factory stop client manager null client manager write cache override update repository configuration task repository repository iprogress monitor monitor core exception itrac client client client manager trac client repository client update attributes monitor true exception e core exception repository status create status repository repository url istatus warning trac core plugin id plugin update attributes non nls 1 override update task task data task repository task repository itask task task data task data task mapper mapper task mapping task data mapper apply task completed mapper status date modification date mapper modification date modification date null web mode set date modification date completion date task set completion date modification date task set completion date null task set url task repository repository url itrac client ticket url task data task id task set attribute task key supports subtasks string task data handler supports subtasks task data task data partial date date task modification date task set attribute task key update date date null trac util trac time date null non nls 1 override task changed task repository task repository itask task task data task data task mapper mapper task mapping task data task data partial mapper changes task date repository date mapper modification date date local date trac util parse date task attribute task key update date repository date null repository date equals local date false true override collection task relation task relations task data task data task attribute attribute task data root attribute trac task data handler attribute blocked attribute null list task relation result array list task relation string tokenizer t string tokenizer attribute value non nls 1 t more tokens result add task relation subtask t next token result collections empty set override trac task mapper task mapping task data task data task repository task repository task data attribute mapper task repository itrac client client task repository null client manager trac client task repository null trac task mapper task data client "
"org::eclipse::mylyn::internal::tasks::ui::editors::TraverseOnTabKeyListener",0,6,2,1.84703,"org eclipse mylyn internal tasks ui editors org eclipse swt swt org eclipse swt custom verify key listener org eclipse swt events verify event traverse tab key listener verify key listener verify key verify event event tab key execute instead traverse next control event key code swt tab event doit false "
"org::eclipse::mylyn::internal::context::ui::ContextWorkingSetManager",0,65,9,8.94961,"org eclipse mylyn internal context ui java util array list java util list org eclipse core runtime iadaptable org eclipse mylyn context core context listener org eclipse mylyn context core context structure bridge org eclipse mylyn context core context core org eclipse mylyn context core iinteraction context org eclipse mylyn context core iinteraction element org eclipse mylyn internal context core context core plugin org eclipse swt widgets display org eclipse ui iworking set org eclipse ui iworking set updater todo consider removing author shawn minto author mik kersten context working set manager iworking set updater context working set manager instance context working set manager list context working set manager working set updaters null context listener context listener context listener override context activated iinteraction context context update working set override context deactivated iinteraction context context update working set override context cleared iinteraction context context update working set override interest changed list iinteraction element nodes update working set override elements deleted list iinteraction element elements update working set override landmark added iinteraction element node update working set override landmark removed iinteraction element node update working set add working set manager context working set manager updater working set updaters null working set updaters array list context working set manager working set updaters add updater context core context manager add listener context listener dispose context core context manager remove listener context listener context working set manager working set updater working set updaters null null working set updaters 0 1 working set list iworking set working sets array list iworking set add iworking set working set working sets add working set remove iworking set working set working sets remove working set contains iworking set working set working sets contains working set update working set display async exec runnable run working sets size 0 iworking set set working sets 0 set set elements iadaptable list iadaptable elements array list iadaptable elements context elements set set elements elements array iadaptable elements size elements context list iadaptable elements iinteraction element node context core plugin context manager active documents context structure bridge bridge context core structure bridge node content type hack comparing extension string need add bugzilla resources taskscape search really slow eclipese doesn t know bridge content type equals bugzilla non nls 1 object o bridge object handle node handle identifier o iadaptable elements add iadaptable o iworking set working set working sets 0 context working set manager instance "
"org::eclipse::mylyn::internal::tasks::ui::actions::CopyTaskDetailsAction",0,45,34,19.6657,"org eclipse mylyn internal tasks ui actions org eclipse mylyn internal provisional commons ui common images org eclipse mylyn internal tasks core task org eclipse mylyn internal tasks core repository query org eclipse mylyn internal tasks ui util clipboard copier org eclipse mylyn internal tasks ui util tasks ui internal org eclipse mylyn tasks core irepository element org eclipse mylyn tasks core irepository query org eclipse mylyn tasks core itask org eclipse ui actions base selection listener action author mik kersten copy task details action base selection listener action string id org eclipse mylyn tasklist actions copy non nls 1 clipboard copier copier copy task details action messages copy task details action copy details set tool tip text messages copy task details action copy details set id id set image descriptor common images copy copier clipboard copier override string text element object element text task element override run copier copy structured selection dispose copier dispose todo move tasks ui util core string text task object object string buffer sb string buffer object itask task task task object task task key null sb append task task key sb append non nls 1 sb append task summary tasks ui internal valid url task url sb append clipboard copier line separator sb append task url object irepository query repository query query repository query object sb append query summary tasks ui internal valid url query url sb append clipboard copier line separator sb append query url object irepository element irepository element element irepository element object sb append element summary sb string "
"org::eclipse::mylyn::internal::sandbox::ui::hyperlinks::JavaResourceHyperlinkExtension",0,9,3,3.33706,"org eclipse mylyn internal sandbox ui hyperlinks org eclipse jface text iregion org eclipse jface text hyperlink ihyperlink author jingwen ou java resource hyperlink extension resource hyperlink extension string java prefix java sclass s override string resource expressions java prefix qualified name override resource exists string resource name true override ihyperlink create hyperlink instance iregion region string resource name java resource hyperlink region resource name "
"org::eclipse::mylyn::internal::context::ui::commands::AbstractTaskAttachmentCommandHandler",0,4,2,1.84703,"org eclipse mylyn internal context ui commands org eclipse core commands handler org eclipse core commands execution event org eclipse core commands execution exception org eclipse jface viewers iselection org eclipse jface viewers istructured selection org eclipse mylyn tasks core itask attachment org eclipse ui handlers handler util author steffen pingel task attachment command handler handler task attachment command handler object execute execution event event execution exception iselection selection handler util current selection event selection istructured selection object items istructured selection selection array object item items item itask attachment execute event itask attachment item null execute execution event event itask attachment attachment "
"org::eclipse::mylyn::internal::tasks::ui::wizards::TaskDataExportWizard",0,45,27,16.5311,"org eclipse mylyn internal tasks ui wizards java io file java lang reflect invocation target exception org eclipse core runtime istatus org eclipse core runtime status org eclipse jface dialogs idialog settings org eclipse jface viewers istructured selection org eclipse jface wizard wizard org eclipse mylyn internal tasks ui task list backup manager org eclipse mylyn internal tasks ui tasks ui plugin org eclipse mylyn internal tasks ui util task data export operation org eclipse mylyn internal tasks ui util tasks ui internal org eclipse ui iexport wizard org eclipse ui iworkbench org eclipse ui platform ui org eclipse ui progress iprogress service wizard exporting tasklist data files file system wizard uses single page task data export wizard page author wesley coelho author mik kersten task data export wizard wizard iexport wizard name dialog store s section associated task data export wizard string settings section org eclipse mylyn tasklist ui export wizard non nls 1 task data export wizard page export page null task data export wizard idialog settings master settings tasks ui plugin dialog settings set dialog settings settings section master settings set needs progress monitor true set window title messages task data export wizard export finds creates dialog settings section used make dialog control settings persistent idialog settings settings section idialog settings master idialog settings settings master section settings section settings null settings master add section settings section settings override add pages export page task data export wizard page add page export page init iworkbench workbench istructured selection selection initialization needed called user clicks finish saves task data waits until overwrite decisions made before starting save files overwrite canceled files saved user adjust dialog override perform finish string dest dir export page destination directory file dest zip file file dest dir file separator task list backup manager backup file name task data export operation job task data export operation export page destination directory dest zip file name container null container run true true job iprogress service service platform ui workbench progress service service run true true job invocation target exception e status status status istatus error tasks ui plugin id plugin e message e tasks ui internal log display status messages task data export wizard export failed status interrupted exception e user canceled export page save settings true "
"org::eclipse::mylyn::internal::tasks::ui::editors::TaskEditorAttributePart",1,201,21,9.66489,"org eclipse mylyn internal tasks ui editors java util array list java util collections java util comparator java util list java util map org eclipse core runtime jobs ijob change event org eclipse core runtime jobs job org eclipse core runtime jobs job change adapter org eclipse jface action tool bar manager org eclipse jface layout grid data factory org eclipse jface viewers structured selection org eclipse mylyn internal tasks ui notifications task diff util org eclipse mylyn internal tasks ui util tasks ui internal org eclipse mylyn internal tasks ui views update repository configuration action org eclipse mylyn tasks core data task attribute org eclipse mylyn tasks core data task attribute meta data org eclipse mylyn tasks core sync task job org eclipse mylyn tasks ui tasks ui images org eclipse mylyn tasks ui editors attribute editor org eclipse mylyn tasks ui editors task editor part org eclipse mylyn tasks ui editors layout hint org eclipse mylyn tasks ui editors layout hint column span org eclipse mylyn tasks ui editors layout hint row span org eclipse swt swt org eclipse swt layout grid data org eclipse swt layout grid layout org eclipse swt widgets composite org eclipse swt widgets control org eclipse swt widgets event org eclipse swt widgets label org eclipse swt widgets listener org eclipse swt widgets text org eclipse ui platform ui org eclipse ui forms events expansion adapter org eclipse ui forms events expansion event org eclipse ui forms widgets form toolkit org eclipse ui forms widgets section author steffen pingel task editor attribute part task editor part label width 100 column width 140 column gap 5 multi column width column width 5 column gap label width 5 column width multi row height 55 list attribute editor attribute editors incoming composite attributes composite task editor attribute part set part name messages task editor attribute part attributes create attribute controls composite attributes composite form toolkit toolkit column count current column 1 current priority 0 attribute editor attribute editor attribute editors priority attribute editor layout hint null attribute editor layout hint priority layout hint priority priority current priority current priority priority current column 1 current column column count managed form toolkit create label attributes composite non nls 1 current column current column 1 attribute editor label attribute editor create label control attributes composite toolkit label label attribute editor label control string text label text string shorten text task diff util shorten text label text label width label set text shorten text text equals shorten text label set tool tip text text grid data gd grid data factory fill defaults align swt right swt center hint label width swt create current column 1 gd horizontal indent column gap gd width hint label width column gap label set layout data gd current column attribute editor create control attributes composite toolkit layout hint layout hint attribute editor layout hint grid data gd grid data swt fill swt center false false layout hint null layout hint row span row span single layout hint column span column span single layout hint row span row span multiple gd height hint multi row height layout hint column span column span single gd width hint column width gd horizontal span 1 gd width hint multi column width gd horizontal span column count current column 1 gd width hint column width gd horizontal span 1 attribute editor control set layout data gd task editor page attribute editor toolkit adapt attribute editor current column gd horizontal span current column column count override create control composite parent form toolkit toolkit initialize expand task data incoming section section create section parent toolkit expand expand expand section toolkit section section add expansion listener expansion adapter override expansion state changed expansion event event attributes composite null expand section toolkit section task editor page reflow set section toolkit section expand section form toolkit toolkit section section attributes composite toolkit create composite section attributes composite add listener swt mouse down listener handle event event event control focus event display focus control focus text text focus editable false managed form form set focus grid layout attributes layout grid layout attributes layout num columns 4 attributes layout horizontal spacing 5 attributes layout vertical spacing 6 attributes composite set layout attributes layout grid data attributes data grid data grid data fill both attributes data horizontal span 1 attributes data grab excess vertical space false attributes composite set layout data attributes data create attribute controls attributes composite toolkit attributes layout num columns toolkit paint borders attributes composite section set client attributes composite override fill tool bar tool bar manager tool bar update repository configuration action repository config refresh update repository configuration action override run task editor page show editor busy true task job job tasks ui internal job factory create update repository configuration job task editor page connector task editor page task repository job add job change listener job change adapter override done ijob change event event platform ui workbench display async exec runnable run task editor page show editor busy false job status null task editor page task editor set status messages task editor attribute part updating repository configuration failed messages task editor attribute part update failed job status task editor page refresh form content job set user true job set priority job interactive job schedule override perform update task repository repository repository connector connector iprogress monitor monitor platform ui workbench display async exec runnable run task editor page show editor busy true perform update repository connector monitor task task task editor page task job job tasks ui synchronize task connector task true null job join interrupted exception e ignore platform ui workbench display async exec runnable run task editor page refresh form content repository config refresh set image descriptor tasks ui images repository synchronize small repository config refresh selection changed structured selection task editor page task repository repository config refresh set tool tip text messages task editor attribute part refresh attributes tool bar add repository config refresh initialize attribute editors array list attribute editor incoming false map string task attribute attributes task data root attributes task attribute attribute attributes values task attribute meta data properties attribute meta data task attribute kind equals properties kind attribute editor attribute editor create attribute editor attribute attribute editor null attribute editors add attribute editor model incoming changes attribute incoming true collections sort attribute editors comparator attribute editor compare attribute editor o1 attribute editor o2 p1 o1 layout hint null o1 layout hint priority layout hint priority p2 o2 layout hint null o2 layout hint priority layout hint priority p1 p2 "
