"","V1","V2","V3","bug","loc","bf","hcm"
"38",3.43398720448515,0,1.09861228866811,0,1.38629436111989,1,1.18716
"39",5.14166355650266,0,0,0,2.94443897916644,1,3.81153
"40",4.47733681447821,2.83321334405622,3.73766961828337,0,2.63905732961526,1,2.88097
"41",0,1.09861228866811,7.37274636640433,0,5.59098698051086,15,19.4885
"42",1.6094379124341,0,4.51085950651685,0,3.36729582998647,1,1.12713
"43",5.9427993751267,0,0,0,3.61091791264422,1,1.18716
"44",0,0,5.01727983681492,0,2.63905732961526,3,4.99485
"45",5.43372200355424,0,0,0,2.89037175789616,1,6.50047
"46",5.18178355029209,0,4.29045944114839,0,3.43398720448515,2,6.08433
"47",2.19722457733622,0,8.27180403115471,3,5.37063802812766,34,31.8654
"48",5.42053499927229,1.79175946922805,4.91998092582813,0,4.36944785246702,0,0.740259
"49",7.26403014289953,1.38629436111989,0,0,6.40522845803084,0,1.03163
"50",6.07993319509559,0,0,1,3.8286413964891,3,3.46561
"51",3.46573590279973,0,5.96357934361845,0,2.30258509299405,3,4.85875
"52",2.70805020110221,3.8286413964891,0,0,2.39789527279837,1,3.28866
"53",2.56494935746154,4.68213122712422,4.24849524204936,0,3.17805383034795,1,3.28866
"54",5.4971682252932,3.40119738166216,0,0,4.15888308335967,2,2.35699
"55",5.68697535633982,2.39789527279837,2.07944154167984,0,2.63905732961526,1,1.23854
"56",0,0,5.91889385427315,1,3.40119738166216,5,9.15338
"57",3.78418963391826,0,7.12608727329912,0,5.4380793089232,2,1.54522
"58",4.77912349311153,1.94591014905531,0,0,2.99573227355399,1,1.18716
"59",0,0,3.78418963391826,0,0,1,0.792859
"60",4.84418708645859,0,4.70048036579242,1,2.56494935746154,2,7.3729
"61",5.64190707093811,0,4.24849524204936,0,4.07753744390572,2,7.36559
"62",4.43081679884331,0,3.04452243772342,0,2.39789527279837,1,3.66829
"63",0,7.900636613018,0,0,7.31455283232408,1,1.35264
"64",7.0335064842877,3.13549421592915,4.12713438504509,0,4.75359019110636,1,0.907447
"65",5.27811465923052,0,3.66356164612965,0,3.95124371858143,1,2.83909
"66",2.56494935746154,0,4.60517018598809,0,3.36729582998647,2,2.6029
"67",3.09104245335832,2.63905732961526,7.41397029019044,5,1.94591014905531,30,27.817
"68",2.89037175789616,1.79175946922805,5.15329159449778,0,3.46573590279973,0,0
"69",4.76217393479776,0,2.63905732961526,0,2.99573227355399,0,2.99495
"70",2.99573227355399,0,7.27793857294566,1,5.16478597392351,3,2.62836
"71",0,7.22693601849329,0,0,6.76503897678054,1,1.35264
"72",0,2.56494935746154,5.26785815906333,0,3.78418963391826,2,1.23854
"73",0,0,4.23410650459726,0,0,6,3.38172
"74",0,0,4.75359019110636,0,2.56494935746154,0,1.64243
"75",4.14313472639153,0,3.87120101090789,0,3.04452243772342,3,5.15836
"76",1.09861228866811,0,4.40671924726425,0,0,1,1.17515
"77",4.57471097850338,0,5.26269018890489,0,3.63758615972639,2,7.01764
"78",4.49980967033027,3.85014760171006,6.51025834052315,0,5.33271879326537,2,7.70696
"79",6.15909538849193,2.30258509299405,0,0,4.47733681447821,2,2.76873
"80",4.63472898822964,0,0,0,2.56494935746154,0,2.67407
"81",3.97029191355212,3.13549421592915,0,0,2.94443897916644,1,1.35264
"82",0,0,3.87120101090789,0,2.39789527279837,0,3.0742
"83",0,0.693147180559945,5.39362754635236,0,3.76120011569356,1,0.792859
"84",4.98360662170834,0,4.26267987704132,0,4.15888308335967,3,4.70913
"85",0,0,6.52649485957079,0,5.0998664278242,6,7.52307
"86",3.98898404656427,0,6.69703424766648,1,5.11799381241676,2,3.71322
"87",3.55534806148941,2.30258509299405,6.25190388316589,0,4.85981240436167,4,5.74394
"88",4.62497281328427,0,3.93182563272433,0,3.55534806148941,0,1.3633
"89",5.01727983681492,0,4.23410650459726,0,3.68887945411394,2,5.06437
"90",5.41164605185504,0,0,0,3.3322045101752,3,4.74253
"91",6.21260609575152,2.30258509299405,0,0,4.51085950651685,3,4.00726
"92",0,2.30258509299405,3.3322045101752,0,0,1,1.48053
"93",7.49665243816828,0,3.55534806148941,0,6.35437004079735,3,6.53022
"94",4.54329478227,0,4.12713438504509,0,2.94443897916644,0,2.67407
"95",5.97888576490112,2.99573227355399,0,0,2.77258872223978,0,0
"96",5.14166355650266,1.09861228866811,7.50549227473742,1,3.13549421592915,4,12.5926
"97",4.88280192258637,0,0,0,3.04452243772342,0,0
"98",3.78418963391826,1.09861228866811,4.62497281328427,0,3.93182563272433,1,2.88097
"99",4.14313472639153,1.79175946922805,1.38629436111989,0,0,0,1.64243
"100",2.07944154167984,3.93182563272433,3.29583686600433,0,2.94443897916644,1,3.28866
"101",0,0,5.75574221358691,0,4.07753744390572,2,2.55842
"102",6.16331480403464,4.61512051684126,0,0,3.25809653802148,2,2.5984
"103",4.85981240436167,0,1.79175946922805,0,2.99573227355399,0,2.42975
"104",5.90808293816893,2.19722457733622,7.21450441415114,0,4.48863636973214,3,6.48196
"105",4.14313472639153,0,5.88610403145016,0,4.0943445622221,1,1.17486
"106",4.61512051684126,0,0,0,2.39789527279837,2,2.76004
"107",0,0,6.0330862217988,0,4.58496747867057,3,6.7985
"108",6.51323011091231,0,5.54517744447956,0,4.91265488573605,0,1.64243
"109",2.94443897916644,0,5.74620319054015,0,3.78418963391826,2,2.69823
"110",4.67282883446191,0,5.90808293816893,0,2.63905732961526,7,8.28731
"111",6.10924758276437,0,6.18414889093748,0,3.09104245335832,4,6.46103
"112",4.14313472639153,0,2.63905732961526,0,3.17805383034795,0,1.64243
"113",0,7.29979736675816,0,0,7.03174125876313,1,1.35264
"114",4.33073334028633,0,4.70048036579242,0,3.95124371858143,1,1.17486
"115",4.48863636973214,0,0,0,1.6094379124341,0,2.52013
"116",3.89182029811063,0,5.12396397940326,0,2.99573227355399,1,1.17486
"117",6.02102334934953,0,4.88280192258637,0,4.88280192258637,6,7.86104
"118",1.09861228866811,0,7.05358572719368,1,4.68213122712422,6,11.3053
"119",1.09861228866811,0,6.7900972355139,1,5.04342511691925,14,11.8687
"120",4.91265488573605,6.04973345523196,5.5834963087817,0,5.48479693349065,6,8.77321
"121",0,0,4.56434819146784,0,2.63905732961526,1,0.792859
"122",0,0,5.71373280550937,0,3.98898404656427,1,0.792859
"123",5.01727983681492,0,5.89715386763674,0,4.14313472639153,1,1.17515
"124",4.40671924726425,0,0,0,2.07944154167984,0,0
"125",3.71357206670431,3.43398720448515,6.0913098820777,0,4.63472898822964,2,4.83343
"126",6.43454651878745,3.13549421592915,3.46573590279973,0,4.89034912822175,0,0.740259
"127",6.16120732169508,3.97029191355212,5.68357976733868,0,5.04342511691925,0,0.740259
"128",0,0,6.57368016696065,0,1.38629436111989,9,5.84867
"129",5.88887795833288,2.83321334405622,2.484906649788,0,4.04305126783455,2,6.53653
"130",6.01859321449623,1.09861228866811,6.00141487796115,0,4.59511985013459,3,6.61495
"131",3.09104245335832,1.38629436111989,6.68336094576627,0,3.98898404656427,10,8.56136
"132",5.64544689764324,0,5.10594547390058,0,3.93182563272433,0,3.99248
"133",3.95124371858143,2.39789527279837,3.98898404656427,0,1.94591014905531,0,0
"134",4.70953020131233,0,5.26269018890489,0,4.07753744390572,3,6.09962
"135",0,0,5.08759633523238,0,2.30258509299405,3,4.88853
"136",3.55534806148941,0,7.16703787691222,0,5.4249500174814,2,2.62836
"137",5.18738580584075,0,3.85014760171006,0,1.38629436111989,0,3.46402
"138",1.38629436111989,0,5.02388052084628,0,1.94591014905531,4,6.48779
"139",3.17805383034795,4.61512051684126,4.64439089914137,0,3.58351893845611,1,2.3444
"140",2.94443897916644,0,4.02535169073515,0,0,2,1.54522
"141",5.42053499927229,0,1.09861228866811,0,3.63758615972639,2,5.06827
"142",3.8286413964891,0,5.12396397940326,0,4.17438726989564,2,2.89247
"143",5.66296048013595,2.63905732961526,0,0,4.06044301054642,2,2.76873
"144",0,0,4.61512051684126,0,2.484906649788,2,4.17568
"145",5.06259503302697,4.70953020131233,4.82028156560504,0,4.35670882668959,1,1.17486
"146",6.76041469108343,3.17805383034795,0,0,5.54907608489522,2,4.36338
"147",0,0,3.78418963391826,0,0,1,0.792859
"148",7.56682847920833,0,0,0,6.36990098282823,0,1.03163
"149",4.40671924726425,0,5.27299955856375,0,3.58351893845611,1,0.60098
"150",4.39444915467244,6.59441345974978,0,0,5.42053499927229,1,2.5984
"151",4.92725368515721,3.63758615972639,3.71357206670431,0,3.29583686600433,1,2.88097
"152",5.10594547390058,3.76120011569356,4.7361984483945,0,3.91202300542815,2,2.62755
"153",0,7.25559127425367,0,0,6.77764659363512,1,1.35264
"154",5.74620319054015,0,5.82894561761021,0,4.35670882668959,3,3.70195
"155",5.06259503302697,0,2.484906649788,0,3.3322045101752,0,1.39276
"156",4.7361984483945,0,7.26192709270275,1,3.91202300542815,7,16.2091
"157",0,8.485083137498,0,0,7.96032362914884,1,1.35264
"158",3.73766961828337,0,0,0,1.94591014905531,0,1.64243
"159",1.6094379124341,0,4.84418708645859,0,3.49650756146648,1,4.92899
"160",5.06890420222023,0,3.29583686600433,0,3.13549421592915,0,2.42975
"161",2.39789527279837,0,4.07753744390572,0,0,1,0.792859
"162",1.09861228866811,1.09861228866811,4.7361984483945,0,3.80666248977032,1,3.2211
"163",5.87493073085203,0,6.53233429222235,0,4.95582705760126,4,7.57455
"164",0,0,5.29831736654804,0,3.63758615972639,1,0.792859
"165",2.30258509299405,0.693147180559945,4.30406509320417,0,2.70805020110221,1,2.88097
"166",6.0282785202307,0,5.12989871492307,1,1.79175946922805,2,5.27595
"167",4.17438726989564,0,5.26785815906333,1,3.95124371858143,2,1.70353
"168",5.86929691313377,0.693147180559945,4.96284463025991,0,4.26267987704132,0,0.740259
"169",3.87120101090789,0,1.38629436111989,0,1.38629436111989,0,2.58969
"170",4.52178857704904,3.8286413964891,5.39816270151775,0,4.17438726989564,1,1.17486
"171",0,4.99721227376411,5.39362754635236,0,4.30406509320417,2,1.74444
"172",0,0,3.68887945411394,0,1.38629436111989,1,1.09884
"173",4.02535169073515,0,4.15888308335967,0,2.99573227355399,1,3.23668
"174",0,3.91202300542815,6.16331480403464,1,3.43398720448515,2,1.72811
"175",5.66642668811243,2.484906649788,3.58351893845611,0,3.89182029811063,2,4.46352
"176",5.19295685089021,0,2.99573227355399,0,3.49650756146648,3,7.97841
"177",6.67203294546107,0,5.48479693349065,0,5.11198778835654,2,6.26048
"178",5.74620319054015,3.04452243772342,5.59842195899838,0,4.59511985013459,0,0
"179",5.73334127689775,0,4.34380542185368,0,4.89783979995091,1,3.2211
"180",5.43372200355424,2.484906649788,0,0,4.33073334028633,0,2.67407
"181",7.23345541862144,4.36944785246702,7.23777819192344,0,5.65599181081985,0,1.43177
"182",0,0,5.32787616878958,0,3.46573590279973,1,0.792859
"183",4.54329478227,1.94591014905531,0,0,2.99573227355399,0,0
"184",5.03043792139244,2.89037175789616,3.58351893845611,0,3.85014760171006,2,4.63879
"185",0,1.79175946922805,5.27811465923052,0,3.85014760171006,2,5.55317
"186",4.64439089914137,0,0,0,2.56494935746154,2,2.76004
"187",0,0,3.43398720448515,0,0,1,1.17515
"188",3.49650756146648,0,4.21950770517611,0,3.09104245335832,2,1.39384
"189",0.693147180559945,0,7.84776253747361,0,5.24702407216049,13,18.28
"190",0,7.30988148582479,0,0,6.82437367004309,1,1.35264
"191",4.93447393313069,2.99573227355399,0,0,2.63905732961526,0,0
"192",0.693147180559945,0,6.20253551718792,0,3.04452243772342,6,9.29826
"193",5.52545293913178,0,5.68697535633982,0,4.55387689160054,1,3.87029
"194",0,7.54327334670545,0,0,7.16703787691222,1,1.35264
"195",4.45434729625351,0,5.605802066296,0,3.43398720448515,8,11.1794
"196",0.693147180559945,0,3.40119738166216,0,1.38629436111989,1,1.33267
"197",5.97380961186926,5.47227067367148,2.56494935746154,0,5.14749447681345,0,0
"198",0,0,6.94697599213542,1,5.37527840768417,16,19.4587
"199",5.64897423816121,1.09861228866811,3.49650756146648,0,4.23410650459726,0,2.67407
"200",5.25749537202778,2.39789527279837,5.68697535633982,0,2.39789527279837,4,7.46875
"201",5.2257466737132,0,3.13549421592915,0,2.39789527279837,2,4.01909
"202",0,0,4.94875989037817,0,1.94591014905531,1,1.26735
"203",3.68887945411394,0,5.44673737166631,0,4.15888308335967,4,6.54006
"204",5.29831736654804,0,6.01615715969835,0,4.49980967033027,2,4.67638
"205",8.18395571730495,1.94591014905531,3.87120101090789,0,6.71295620067707,0,2.52248
"206",1.94591014905531,0.693147180559945,4.54329478227,0,2.07944154167984,0,1.64243
"207",7.58324752430336,5.61312810638807,0,0,6.04737217904628,4,3.50218
"208",6.22653666928747,2.07944154167984,4.60517018598809,0,4.30406509320417,1,1.17515
"209",0,0,4.56434819146784,0,3.49650756146648,0,1.64243
"210",0,0,4.45434729625351,0,1.38629436111989,1,0.792859
"211",5.52146091786225,0,0,1,3.49650756146648,3,4.10317
"212",1.09861228866811,0,6.81892406527552,1,4.71849887129509,4,10.1352
"213",4.72738781871234,1.38629436111989,3.93182563272433,0,3.43398720448515,0,4.06683
"214",6.85435450225502,4.00733318523247,5.25227342804663,0,5.6021188208797,1,1.18716
"215",0,0,5.12989871492307,0,3.49650756146648,1,0.792859
"216",3.97029191355212,0,5.63478960316925,0,3.78418963391826,2,2.69823
"217",4.94875989037817,0,0,0,3.40119738166216,0,2.67407
"218",5.01063529409626,0,4.93447393313069,0,2.63905732961526,2,2.35
"219",3.13549421592915,0,5.34233425196481,0,3.04452243772342,5,1.91372
"220",5.6021188208797,0,4.12713438504509,0,3.66356164612965,2,2.2048
"221",4.4188406077966,2.07944154167984,3.97029191355212,0,3.58351893845611,0,4.06683
"222",1.38629436111989,0,7.20711885620776,0,5.55682806169954,11,5.94911
"223",6.81892406527552,0,3.89182029811063,0,5.34710753071747,3,7.34144
"224",4.85981240436167,0,5.30826769740121,0,4.59511985013459,2,7.83578
"225",0,0,3.95124371858143,0,2.07944154167984,0,1.64243
"226",0,4.70048036579242,5.01063529409626,0,3.71357206670431,3,5.6765
"227",2.89037175789616,0,7.46851327149634,0,5.74939298590825,15,17.9349
"228",5.12989871492307,5.71042701737487,3.25809653802148,0,4.27666611901606,1,3.28866
"229",0,0,5.57215403217776,0,3.93182563272433,2,7.96475
"230",1.79175946922805,0,6.77308037565554,2,5.20948615284142,18,10.9738
"231",3.98898404656427,0,5.15905529921453,0,2.70805020110221,0,2.29636
"232",5.24702407216049,1.79175946922805,0,0,3.40119738166216,0,0
"233",4.65396035015752,0,0,0,2.56494935746154,0,2.99495
"234",0,2.19722457733622,7.93092537248339,1,6.23048144757848,22,28.939
"235",5.40717177146012,2.484906649788,5.29330482472449,0,4.75359019110636,1,3.09513
"236",5.40717177146012,0,5.12989871492307,0,4.51085950651685,1,2.94062
"237",2.99573227355399,3.80666248977032,1.38629436111989,0,2.39789527279837,0,2.58836
"238",3.91202300542815,0,4.29045944114839,0,2.77258872223978,1,1.17486
"239",2.484906649788,0,4.87519732320115,0,2.89037175789616,4,1.36109
"240",4.58496747867057,5.16478597392351,5.72358510195238,0,4.11087386417331,2,2.40151
"241",0,0,5.16478597392351,0,1.38629436111989,3,3.87796
"242",3.17805383034795,0,5.3890717298165,0,2.56494935746154,2,2.33696
"243",0,0,5.85793315448346,0,4.33073334028633,1,1.54522
"244",4.06044301054642,1.6094379124341,2.70805020110221,0,3.13549421592915,1,0.60098
"245",0.693147180559945,6.15060276844628,0,0,5.64190707093811,1,1.35264
"246",2.77258872223978,0,5.27811465923052,0,3.40119738166216,2,6.14206
"247",5.17614973257383,4.04305126783455,0,0,2.99573227355399,2,2.76004
"248",4.46590811865458,0,0,0,2.70805020110221,1,4.12294
"249",5.70044357339069,4.63472898822964,5.32300997913841,0,2.83321334405622,4,3.58153
"250",5.8406416573734,0,5.63478960316925,0,4.75359019110636,4,8.939
"251",6.67076632084587,2.39789527279837,6.15485809401642,0,5.01063529409626,10,23.8003
"252",2.63905732961526,0,5.17048399503815,0,3.29583686600433,1,0.792859
"253",5.12989871492307,0.693147180559945,5.21493575760899,0,4.38202663467388,1,2.54988
"254",2.19722457733622,0,5.0998664278242,0,2.30258509299405,1,1.17515
"255",4.38202663467388,0,0,1,2.39789527279837,3,8.08193
"256",6.13988455222626,0,3.71357206670431,0,4.94875989037817,0,0
"257",5.73979291217923,0,5.54517744447956,0,4.44265125649032,0,8.85763
"258",4.72738781871234,0,3.36729582998647,1,3.43398720448515,3,4.85274
"259",2.89037175789616,3.66356164612965,4.95582705760126,0,4.12713438504509,1,1.23854
"260",4.53259949315326,5.47227067367148,5.87493073085203,1,5.03695260241363,6,7.61688
"261",3.89182029811063,4.15888308335967,4.34380542185368,0,3.52636052461616,1,1.22665
"262",4.20469261939097,3.04452243772342,5.2257466737132,0,3.97029191355212,1,4.65286
"263",3.85014760171006,0,4.15888308335967,0,3.2188758248682,0,2.86786
"264",3.85014760171006,0,4.97673374242057,0,2.484906649788,3,3.6986
"265",6.30261897574491,1.6094379124341,6.63725803128446,0,5.4510384535657,0,1.43177
"266",5.93753620508243,6.23441072571837,0,0,5.7268477475872,1,1.35264
"267",4.18965474202643,4.72738781871234,0,0,3.66356164612965,1,3.28866
"268",5.04342511691925,4.18965474202643,2.99573227355399,0,1.79175946922805,2,2.69351
"269",4.87519732320115,0,2.77258872223978,0,2.99573227355399,0,2.99495
"270",2.39789527279837,0,6.17378610390194,0,4.86753445045558,6,8.72787
"271",5.35658627467201,6.83087423464618,0,0,5.15905529921453,0,0
"272",0,4.60517018598809,6.06610809010375,0,3.66356164612965,7,4.8362
"273",0.693147180559945,0,5.39362754635236,0,3.49650756146648,1,0.792859
"274",7.60539236481493,0,0,0,6.85435450225502,0,1.31187
"275",6.01126717440416,4.79579054559674,0,0,2.99573227355399,0,0
"276",5.05624580534831,0,4.47733681447821,0,3.73766961828337,0,3.0742
"277",4.48863636973214,0,2.63905732961526,0,2.83321334405622,0,0
"278",5.32787616878958,0,0,0,3.17805383034795,1,2.08776
"279",5.7268477475872,2.89037175789616,0,0,4.06044301054642,3,4.00726
"280",4.57471097850338,0,1.79175946922805,0,2.70805020110221,0,2.42975
"281",4.24849524204936,0,5.33753807970132,0,3.13549421592915,6,8.8814
"282",3.63758615972639,0,0.693147180559945,0,1.38629436111989,1,3.66829
"283",5.19849703126583,5.05624580534831,2.19722457733622,0,3.09104245335832,3,4.67365
"284",0,6.96885037834195,0,0,6.67076632084587,1,1.35264
"285",0,0,3.87120101090789,0,2.484906649788,0,1.64243
"286",4.23410650459726,1.09861228866811,4.63472898822964,0,3.13549421592915,2,4.01101
"287",0.693147180559945,0,4.81218435537242,0,1.94591014905531,1,2.81758
"288",0,4.06044301054642,4.66343909411207,0,2.70805020110221,8,9.35438
"289",3.36729582998647,0,1.79175946922805,0,1.38629436111989,0,2.67407
"290",0,3.85014760171006,3.95124371858143,0,2.94443897916644,2,4.52366
"291",7.20340552108309,0,5.70044357339069,0,5.63835466933375,6,12.8567
"292",0,0,3.2188758248682,0,1.38629436111989,1,1.45269
"293",0,0,6.27476202124194,0,4.4188406077966,8,12.1251
"294",4.99721227376411,0.693147180559945,5.92157841964382,0,4.88280192258637,7,12.5285
"295",5.73979291217923,0,6.11589212548303,0,4.62497281328427,0,0
"296",3.87120101090789,0,4.80402104473326,0,2.07944154167984,0,0
"297",5.52545293913178,0,5.58724865840025,0,4.75359019110636,1,2.86107
"298",0,0,4.02535169073515,0,1.38629436111989,1,1.09884
"299",5.24702407216049,0,0,0,3.66356164612965,0,0
"300",3.63758615972639,0.693147180559945,5.12989871492307,1,3.52636052461616,0,2.99256
"301",3.04452243772342,4.93447393313069,5.07517381523383,0,4.26267987704132,4,5.56724
"302",7.21229446850034,4.27666611901606,2.77258872223978,0,5.605802066296,5,6.01329
"303",5.19849703126583,2.70805020110221,4.29045944114839,0,3.71357206670431,0,4.07967
"304",4.67282883446191,5.14749447681345,5.04985600724954,0,4.04305126783455,0,3.6872
"305",3.68887945411394,3.49650756146648,7.74630066223144,2,6.0591231955818,9,10.8724
"306",2.77258872223978,3.29583686600433,3.43398720448515,0,2.63905732961526,1,1.23854
"307",3.76120011569356,0,6.30078579466324,0,4.89034912822175,6,8.26464
"308",5.37063802812766,0,4.49980967033027,1,2.07944154167984,6,7.77801
"309",6.05678401322862,4.07753744390572,0,0,3.46573590279973,0,0
"310",5.91620206260743,6.49978704065585,2.77258872223978,0,5.74620319054015,1,2.99922
"311",0.693147180559945,0,3.52636052461616,0,2.484906649788,1,3.81886
"312",6.13339804299665,2.63905732961526,0,0,4.47733681447821,0,1.31187
"313",0,0,6.20253551718792,0,3.43398720448515,3,7.5969
"314",3.04452243772342,0,5.18178355029209,0,3.61091791264422,3,10.4963
"315",4.85203026391962,0,6.51025834052315,0,5.2257466737132,11,11.4058
"316",5.24174701505964,6.31173480915291,4.88280192258637,0,4.84418708645859,2,4.70954
"317",4.12713438504509,4.71849887129509,4.89034912822175,0,4.11087386417331,1,1.17486
"318",5.39816270151775,0,3.13549421592915,0,3.36729582998647,2,5.30545
"319",1.38629436111989,3.91202300542815,6.11368217983223,0,4.82028156560504,5,8.32875
"320",0,0,6.23048144757848,0,4.40671924726425,0,2.64198
"321",5.69035945432406,0,5.4510384535657,0,4.86753445045558,3,8.77244
"322",0,0,3.71357206670431,0,0,1,0.792859
"323",3.97029191355212,0,4.54329478227,0,3.76120011569356,1,1.18716
"324",3.68887945411394,0,4.06044301054642,0,2.94443897916644,1,1.29819
"325",5.48063892334199,0,6.46146817635372,0,4.40671924726425,6,9.2521
"326",4.96284463025991,0,0,0,2.07944154167984,2,2.26754
"327",5.11799381241676,0,5.91350300563827,0,4.12713438504509,5,7.66773
"328",5.09375020080676,2.30258509299405,4.49980967033027,0,3.89182029811063,1,3.9126
"329",4.18965474202643,0,0,0,2.07944154167984,0,2.67407
"330",4.14313472639153,3.40119738166216,0,0,2.70805020110221,0,0
"331",3.63758615972639,0,5.98393628068719,0,4.20469261939097,1,2.54818
"332",3.36729582998647,0,5.71702770140622,0,3.78418963391826,3,3.87796
"333",0,0,4.06044301054642,0,2.39789527279837,5,2.69376
"334",5.12989871492307,0,0,0,3.49650756146648,3,4.2341
"335",0,3.63758615972639,3.43398720448515,0,2.94443897916644,1,3.28866
"336",4.61512051684126,0,5.37989735354046,0,4.14313472639153,1,4.48422
"337",3.89182029811063,0,5.24174701505964,0,4.43081679884331,2,5.27155
"338",4.17438726989564,0,0,0,2.89037175789616,2,4.2341
"339",5.32300997913841,1.94591014905531,2.39789527279837,0,2.30258509299405,0,0
"340",3.98898404656427,3.98898404656427,3.2188758248682,0,3.63758615972639,1,1.48053
"341",5.57215403217776,0,5.35185813347607,0,4.7361984483945,3,9.72561
"342",5.39362754635236,1.38629436111989,0,0,2.30258509299405,0,1.03163
"343",4.92725368515721,5.62040086571715,4.85981240436167,0,4.54329478227,3,5.70339
"344",4.34380542185368,5.36597601502185,6.76619171466035,0,5.18178355029209,6,6.29405
"345",4.59511985013459,0,0,0,3.13549421592915,0,4.11562
"346",0,0,4.77068462446567,0,3.3322045101752,1,4.30098
"347",5.75257263882563,0,5.49306144334055,0,4.48863636973214,2,7.22218
"348",4.99721227376411,0,0,0,3.04452243772342,0,2.99495
"349",4.53259949315326,0,4.20469261939097,0,0,2,2.35
"350",4.07753744390572,0,4.40671924726425,0,2.30258509299405,1,0.60098
"351",0.693147180559945,3.66356164612965,3.25809653802148,0,2.07944154167984,2,4.08464
"352",0,0,5.69035945432406,0,3.46573590279973,6,4.73438
"353",3.91202300542815,2.19722457733622,0,0,2.30258509299405,1,1.18716
"354",5.78382518232974,0,3.91202300542815,0,3.36729582998647,0,1.43177
"355",4.14313472639153,0,1.09861228866811,0,2.56494935746154,1,2.82217
"356",4.17438726989564,4.77068462446567,5.73657229747919,0,4.20469261939097,3,4.23089
"357",5.49306144334055,0,4.64439089914137,0,4.30406509320417,1,3.1498
"358",5.11799381241676,3.49650756146648,2.77258872223978,0,3.2188758248682,2,4.46352
"359",2.94443897916644,1.38629436111989,6.71052310945243,0,5.23110861685459,2,1.54522
"360",0,3.04452243772342,3.49650756146648,0,2.484906649788,1,1.23854
"361",5.18178355029209,4.0943445622221,5.15905529921453,0,4.02535169073515,1,1.23499
"362",5.36597601502185,0,5.3890717298165,0,3.8286413964891,0,0
"363",5.39362754635236,1.6094379124341,2.70805020110221,0,4.33073334028633,0,1.64243
"364",4.44265125649032,3.49650756146648,3.93182563272433,0,3.2188758248682,0,5.25817
"365",3.36729582998647,0,5.63478960316925,0,3.17805383034795,3,3.78532
"366",3.63758615972639,0,5.14166355650266,1,4.00733318523247,4,6.91215
"367",5.85507192220243,0,6.15485809401642,1,4.45434729625351,3,13.4571
"368",4.04305126783455,0.693147180559945,3.13549421592915,0,2.70805020110221,1,1.3481
"369",3.09104245335832,0,6.50279004591562,0,4.99721227376411,5,9.12701
"370",5.8805329864007,5.6021188208797,6.68959926917897,0,5.76832099579377,4,6.47189
