"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","bug","loc","bf","hcm"
"12",1.38629436111989,2.30258509299405,0,0,0,0,0,0,0,0,0,2.07944154167984,0.693147180559945,0,0,0,0,0,3.3322045101752,0,0,0,0,0,0,0,0,3.40119738166216,1.94591014905531,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.78418963391826,0.693147180559945,1.09861228866811,0,0,0,0,1.94591014905531,0,0,0.693147180559945,0,0,0,0,0.693147180559945,0,2.63905732961526,1,1.17486
"13",0,0,0,0,0,0,0,0,0,0,0,0,3.25809653802148,0,0,0,0,0.693147180559945,0,3.85014760171006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.14313472639153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,1.94591014905531,0,0
"14",0,0,0,0,0,0,0,0,0,2.19722457733622,0,0,0,0,0,0,1.6094379124341,0,0,0.693147180559945,0,4.53259949315326,1.79175946922805,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.07944154167984,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0,0,0.693147180559945,0,0.693147180559945,0,0,0,0,3.04452243772342,2,5.50819
"15",0,0,2.07944154167984,3.29583686600433,0,0,0,0,0,0,0,0,0,0,0,3.78418963391826,0,4.57471097850338,3.78418963391826,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38629436111989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.29583686600433,0,0,0,0,3.13549421592915,0,1.09861228866811,0,0,0,0,0,3.71357206670431,0,0
"16",0,0,0,0,0,0,0,0,0,1.38629436111989,0,0.693147180559945,0,1.09861228866811,0,0,0,0,0,0,0,2.70805020110221,0,0,0,0,4.4188406077966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6094379124341,0,0,0,0,0,0,0,3.61091791264422,4.20469261939097,0,0,0,0,0,5.605802066296,0,0,0,0,0,4.12713438504509,5,11.5269
"17",0,0,3.3322045101752,0,0,0,0,0,0,0,0,1.79175946922805,0,3.63758615972639,0,0,0,0,0,0,1.38629436111989,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,4.8283137373023,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0.693147180559945,1.6094379124341,0.693147180559945,2.99573227355399,0,0,0.693147180559945,0,0,0,0,0,0,0,4.00733318523247,0,0
"18",0,0,0,3.89182029811063,0,0,0.693147180559945,0,0,0,0.693147180559945,0,0,0.693147180559945,0,0,0,0,0,0,1.79175946922805,0,0,0,0,0,0,0,0,0,0,0,0,3.85014760171006,0,0,0,0,0,1.6094379124341,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,5.50533153593236,1.38629436111989,0,0,2.19722457733622,0.693147180559945,0,0,0.693147180559945,1,4.34380542185368,1,0.871061
"19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.88280192258637,0,0,1.09861228866811,0,0,0,0,4.11087386417331,0,0.693147180559945,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,3.68887945411394,1,3.28866
"20",0,0,0,0,0,0,0,0,0,0,0,0,1.38629436111989,0,0,0,0,0,0,4.65396035015752,0,0,0,0,0,0,0,1.94591014905531,0,0,0,0.693147180559945,1.79175946922805,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,2.484906649788,0,0,0,0,1.38629436111989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.70805020110221,2,4.2341
"21",0,0,0,0,0,0.693147180559945,0,1.94591014905531,0,0,0,0,0,3.09104245335832,0,0,0,0.693147180559945,1.94591014905531,0,3.04452243772342,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,4.30406509320417,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,3.78418963391826,2.19722457733622,0,0,0,0,3.98898404656427,0.693147180559945,5.38449506278909,0,0,0,4.68213122712422,2,2.6029
"22",0.693147180559945,0,0.693147180559945,0,5.29330482472449,0,0,0,0,0,0,0,1.79175946922805,0,0,0,0,0,2.89037175789616,0,0,0,0,1.94591014905531,2.56494935746154,0,1.09861228866811,1.38629436111989,0,0,1.79175946922805,0,0,0,0,0,2.07944154167984,0.693147180559945,0,0,0,0,0,0,0,0,1.79175946922805,0,0,0,0,0,0,2.77258872223978,0,0,0,0,0,0,0,0,0,0,0,0,3.80666248977032,1,7.75655
"23",3.09104245335832,0,0,0,3.04452243772342,0,0,0,0,0,0,0,0.693147180559945,0,0,0,1.09861228866811,0.693147180559945,0,1.6094379124341,1.38629436111989,0,0.693147180559945,0,0,0,0,0,0,0,1.09861228866811,0,0,1.09861228866811,0,0,0,0,0,0,4.66343909411207,0,0,0,3.58351893845611,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,1,4.02535169073515,3,5.46076
"24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6094379124341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.94591014905531,0,0,0,0,0,4.02535169073515,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,2.07944154167984,2,4.08464
"25",0,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,1.38629436111989,0,0,0,0,0,0.693147180559945,0,1.09861228866811,0,0,3.95124371858143,1.38629436111989,0,0,0,0,0,5.34233425196481,0,0,1.6094379124341,0,0,0.693147180559945,0,0,0,0,0,0,0,0.693147180559945,0,4.30406509320417,1,3.9126
"26",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0,0,1.6094379124341,0,0,3.43398720448515,0,0,0,0,1.38629436111989,0,2.42975
"27",4.77912349311153,0,0,0,0,0,0,0,0,5.89715386763674,0,0,1.6094379124341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,2.77258872223978,0,2.484906649788,0,1.38629436111989,0,4.11087386417331,0,0,0,1.6094379124341,0,0,0,0,0,0,0,0,0,0,1.38629436111989,0,0,0,0,1,4.17438726989564,11,11.9647
"28",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,5.25227342804663,0,0,0,0,3.55534806148941,1,2.24283
"29",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,1.38629436111989,0,0,0.693147180559945,0,0,0,0,0,0.693147180559945,0,0,0,0,1.09861228866811,0,0,0,0,0,0.693147180559945,5.35658627467201,0,0,0,0,4.04305126783455,1,7.59491
"30",0,0,0,0,0,0,0,0,0,0.693147180559945,0,5.63478960316925,4.04305126783455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.39789527279837,0,0,0,0,0,0,0,0,0,2.07944154167984,4.55387689160054,0,1.38629436111989,3.04452243772342,0,0,0,0,0,2.484906649788,0,0,0,0,0,0,0,3.40119738166216,0,0,0,0,0,0,0,3,4.87519732320115,2,2.2048
"31",0,0,0,0,0,1.79175946922805,0,0,0,0,0,0,0,0,0,0.693147180559945,0,4.11087386417331,0,3.91202300542815,0,0,0,0,0,0,0,0,0,0,0,0,1.6094379124341,0,0,0,0,0,0,0,0,0,0,0,0,0,3.04452243772342,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0.693147180559945,0,0,2.99573227355399,2,4.01034
"32",0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,2.19722457733622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.04452243772342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6094379124341,0,0,0,0,0,2.30258509299405,1,1.35264
"33",0,0,0,0.693147180559945,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.36597601502185,0,5.30330490805908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6094379124341,0,0,0,4.76217393479776,0.693147180559945,0,0,0,0,0,0,4.97673374242057,4,8.83948
"34",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,1.38629436111989,0,0,0,4.7361984483945,0,0.693147180559945,0,0,0,0,0.693147180559945,4.29045944114839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.68887945411394,1,3.28866
"35",0,0,0,0,0,0,0,0,0,0,0,4.02535169073515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.792859
"36",0,0,1.38629436111989,0,0,0,0,0,0,0,0,0,0.693147180559945,4.70048036579242,0,2.56494935746154,0,0,0,1.6094379124341,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,3.43398720448515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.484906649788,0,0,0,0,0,0,0,3.58351893845611,1,4.04759
"37",0,0,0,0,0.693147180559945,0,0,1.6094379124341,0,0,0,0,0,1.6094379124341,0,0,0,0,1.38629436111989,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,4.57471097850338,0,2.63905732961526,6.10924758276437,0,4.53259949315326,0,0,4.47733681447821,1,7.67536
"38",0,0,0,0,0,2.77258872223978,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.07944154167984,0,0,0,0,0,2.07944154167984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,1.38629436111989,1,1.18716
"39",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0.693147180559945,5.12396397940326,0,0,0,0,2.94443897916644,1,3.81153
"40",0,0,0,0,0,0,0,0,0,0,0,1.6094379124341,0,2.77258872223978,0,0,0,4.23410650459726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,3.91202300542815,0.693147180559945,0,0,0.693147180559945,0,1.38629436111989,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,2.63905732961526,1,2.88097
"41",0,0,0,0,0,0,0,2.484906649788,0,0,0,0,0,0,0,2.07944154167984,0,0,0,0.693147180559945,0,0,0,0,0,0,0,4.70048036579242,0,0.693147180559945,1.09861228866811,0,0,0,0,0,3.43398720448515,0,0,0.693147180559945,0,0.693147180559945,0,0,0,2.63905732961526,0,0,0,0,0,0,0,7.1770187659099,0,0,0,0,0,0,4.70048036579242,0,0,0,0,0,5.59098698051086,15,19.4885
"42",4.20469261939097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0,2.94443897916644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79175946922805,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,3.36729582998647,1,1.12713
"43",0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,4.8283137373023,5.26269018890489,0,0,0,0,0,0,0,0,0,3.40119738166216,0.693147180559945,0,0,0,0,0,0,0,0,2.99573227355399,2.30258509299405,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,1.09861228866811,0,0,0,0,0.693147180559945,0,0,0,0,0,3.61091791264422,1,1.18716
"44",0,1.6094379124341,0,0,0,0,0,0,0,4.91998092582813,0,1.79175946922805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,2.63905732961526,3,4.99485
"45",0,0,0,0,5.12396397940326,0,0,1.38629436111989,0,0,0,0,0,0,0,0,0,0,0,2.70805020110221,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,3.73766961828337,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.89037175789616,1,6.50047
"46",0,3.58351893845611,0,0,3.36729582998647,1.09861228866811,0,0,0,0.693147180559945,0,2.70805020110221,4.81218435537242,0,0,0,0,0.693147180559945,0,3.71357206670431,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0.693147180559945,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0.693147180559945,0,3.43398720448515,2,6.08433
"47",3.46573590279973,4.07753744390572,0,0,0,0,0,4.74493212836325,0,5.68697535633982,0,0,0,1.6094379124341,0,4.24849524204936,0,2.39789527279837,2.99573227355399,0.693147180559945,0,0,0,0,0.693147180559945,2.19722457733622,6.92853781816467,4.18965474202643,0,4.4188406077966,0,0,0,0,0,0,0,0,0.693147180559945,1.09861228866811,0,0,0,0,0,7.18083119904456,0,2.39789527279837,0,0,0,0,1.38629436111989,6.6682282484174,0,1.38629436111989,0,1.94591014905531,1.09861228866811,0,0,0,2.89037175789616,0,0,3,5.37063802812766,34,31.8654
"48",0,1.38629436111989,0,0.693147180559945,0,0,0,0,0,0,0,0.693147180559945,3.93182563272433,2.30258509299405,0,2.63905732961526,0,0,4.26267987704132,3.87120101090789,0,2.77258872223978,0,0,0,2.77258872223978,0,1.09861228866811,0,0,4.15888308335967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38629436111989,0,0,0,0,0,0,0,0,0,4.31748811353631,0,4.36944785246702,0,0.740259
"49",0,0,0,0.693147180559945,0,0,0,0,7.25981961036319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0.693147180559945,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79175946922805,0,6.40522845803084,0,1.03163
"50",0,0,0,0,0,5.70044357339069,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,4.91998092582813,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.8286413964891,3,3.46561
"51",0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,3.8286413964891,0,0,0,0,0,0,0,0,0,0,2.484906649788,0,0,0,0,0,0,0,0,0,5.74939298590825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0.693147180559945,0,0.693147180559945,3.85014760171006,0,0,0,0,0,2.30258509299405,3,4.85875
"52",0,0.693147180559945,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,1.09861228866811,0,0,0,0,0,0,0,3.98898404656427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.39789527279837,1,3.28866
"53",0,0,0,0,0.693147180559945,0,0.693147180559945,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0,0,0,0.693147180559945,0,0,0,0,2.07944154167984,0,1.09861228866811,0,0,0,0,0,0.693147180559945,2.56494935746154,0.693147180559945,0,0,0,0,0,0,4.969813299576,0,0,0,0,1.38629436111989,0,0,2.56494935746154,0,0,0,0,0,0,3.17805383034795,1,3.28866
"54",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.40119738166216,0,0,0,0,5.32787616878958,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,2.19722457733622,0,0,0,0,0,3.3322045101752,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,4.15888308335967,2,2.35699
"55",0,0,0,0,0,0,0,0,2.99573227355399,0,0,0,0,0.693147180559945,0,4.20469261939097,0,0,0,4.39444915467244,0,0,4.76217393479776,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,1.38629436111989,0,0,0,0,0,0,1.6094379124341,0,0,0.693147180559945,0,0,0,0,2.83321334405622,0,0,0,0,0,0,0,0.693147180559945,0.693147180559945,0,1.09861228866811,0,0,2.63905732961526,1,1.23854
"56",0,0,0,0,0,0,2.63905732961526,0,0,5.7037824746562,0,0.693147180559945,0,1.38629436111989,0,0,0,0,0,0,0,0,0,1.6094379124341,0,0,0,0,0,0,0,0,1.09861228866811,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,1.38629436111989,0,0,0,0,0,0,3.78418963391826,0,0,0,0,0,0,0,1,3.40119738166216,5,9.15338
"57",1.6094379124341,2.484906649788,0,0,0,0,0,0.693147180559945,0,0,0,6.4831073514572,0,0,0,1.38629436111989,0,0,2.83321334405622,0,0,0,0,0,0,0,0,5.2040066870768,0,2.19722457733622,0,0,0,3.89182029811063,0,0,0,0,0,1.38629436111989,0,0,0.693147180559945,1.6094379124341,1.09861228866811,3.93182563272433,1.09861228866811,5.65948221575962,0,0,0,0,0,0,0,0,0,1.79175946922805,0,0,2.19722457733622,0,0,0,0,0,5.4380793089232,2,1.54522
"58",2.77258872223978,0,0,0,0,4.00733318523247,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,2.77258872223978,0,0.693147180559945,2.99573227355399,0,0,0,0,0,0,0,0,0,1.79175946922805,0,0.693147180559945,0,0,0,0,0,0,1.38629436111989,0,0.693147180559945,0,0,0,0,2.30258509299405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.99573227355399,1,1.18716
"59",0,0,0,0,0,0,0,0,0,0,0,3.68887945411394,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38629436111989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.792859
"60",0,0,0,0.693147180559945,3.3322045101752,0,2.89037175789616,0,0,0,0,0,2.83321334405622,0,0,0,0.693147180559945,0,0,4.54329478227,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,1.6094379124341,0,0,0,0,0,0,0,0,0,0,0,0,0,3.09104245335832,1.38629436111989,0,3.3322045101752,0,0.693147180559945,0,0,0,0,0,0,0,3.13549421592915,0,0,1,2.56494935746154,2,7.3729
"61",0,0,0,0,1.79175946922805,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,4.07753744390572,0,0,0,0,0,0,0,3.09104245335832,0,0,0,0,0,0.693147180559945,0,0.693147180559945,0,0,0,0,0,3.8286413964891,0,0,0,0,0,1.09861228866811,0,1.38629436111989,1.09861228866811,0,0,0,0,0,0,0,0,0,4.43081679884331,4.85981240436167,0,0,0,0,4.07753744390572,2,7.36559
"62",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.55534806148941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,4.21950770517611,0,0,0,0,2.39789527279837,1,3.66829
"63",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.80913539812054,1.94591014905531,0,0.693147180559945,0,0,0,0.693147180559945,0,0,0.693147180559945,0,0,0.693147180559945,0,0,0,0,1.09861228866811,0,5.35658627467201,0,1.6094379124341,0,0,0,1.38629436111989,0,0,0,0.693147180559945,1.79175946922805,0,0,0,0,0,0,0,0,0,0,7.31455283232408,1,1.35264
"64",0,0,3.25809653802148,1.6094379124341,0,6.93049476595163,0,0,0,0,1.6094379124341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.00394630594546,0,0,0,0,0,0,0,0,0,0.693147180559945,0.693147180559945,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79175946922805,1.79175946922805,0,0,4.75359019110636,1,0.907447
