"","V1","V2","bug","loc","bf","hcm"
"39",0,5.14166355650266,0,2.94443897916644,1,3.81153
"40",2.63905732961526,4.88280192258637,0,2.63905732961526,1,2.88097
"41",0.693147180559945,7.37337430991005,0,5.59098698051086,15,19.4885
"42",0,4.55387689160054,0,3.36729582998647,1,1.12713
"43",5.61312810638807,4.68213122712422,0,3.61091791264422,1,1.18716
"44",0,5.01727983681492,0,2.63905732961526,3,4.99485
"45",5.06259503302697,4.27666611901606,0,2.89037175789616,1,6.50047
"46",0,5.52146091786225,0,3.43398720448515,2,6.08433
"47",0,8.27384693278451,3,5.37063802812766,34,31.8654
"48",3.61091791264422,5.80211837537706,0,4.36944785246702,0,0.740259
"49",7.26052259808985,2.19722457733622,0,6.40522845803084,0,1.03163
"50",5.8664680569333,4.44265125649032,1,3.8286413964891,3,3.46561
"51",0,6.04025471127741,0,2.30258509299405,3,4.85875
"52",3.66356164612965,3.09104245335832,0,2.39789527279837,1,3.28866
"53",4.71849887129509,4.35670882668959,0,3.17805383034795,1,3.28866
"54",5.41610040220442,3.89182029811063,0,4.15888308335967,2,2.35699
"55",5.34233425196481,4.64439089914137,0,2.63905732961526,1,1.23854
"56",0,5.91889385427315,1,3.40119738166216,5,9.15338
"57",2.484906649788,7.15148546390474,0,5.4380793089232,2,1.54522
"58",3.78418963391826,4.40671924726425,0,2.99573227355399,1,1.18716
"59",0,3.78418963391826,0,0,1,0.792859
"60",3.95124371858143,5.22035582507832,1,2.56494935746154,2,7.3729
"61",3.71357206670431,5.73979291217923,0,4.07753744390572,2,7.36559
"62",0.693147180559945,4.63472898822964,0,2.39789527279837,1,3.66829
"63",7.900636613018,0,0,7.31455283232408,1,1.35264
"64",6.76157276880406,5.86929691313377,0,4.75359019110636,1,0.907447
"65",4.14313472639153,5.14749447681345,0,3.95124371858143,1,2.83909
"66",0,4.71849887129509,0,3.36729582998647,2,2.6029
"67",2.70805020110221,7.42595365707754,5,1.94591014905531,30,27.817
"68",2.30258509299405,5.2257466737132,0,3.46573590279973,0,0
"69",0,4.86753445045558,0,2.99573227355399,0,2.99495
"70",0,7.29097477814298,1,5.16478597392351,3,2.62836
"71",7.22693601849329,0,0,6.76503897678054,1,1.35264
"72",2.39789527279837,5.27811465923052,0,3.78418963391826,2,1.23854
"73",0,4.23410650459726,0,0,6,3.38172
"74",0,4.75359019110636,0,2.56494935746154,0,1.64243
"75",0.693147180559945,4.69134788222914,0,3.04452243772342,3,5.15836
"76",0,4.43081679884331,0,0,1,1.17515
"77",0,5.66642668811243,0,3.63758615972639,2,7.01764
"78",3.66356164612965,6.64509096950564,0,5.33271879326537,2,7.70696
"79",5.89715386763674,4.77912349311153,0,4.47733681447821,2,2.76873
"80",0,4.63472898822964,0,2.56494935746154,0,2.67407
"81",4.00733318523247,3.04452243772342,0,2.94443897916644,1,1.35264
"82",0,3.87120101090789,0,2.39789527279837,0,3.0742
"83",1.38629436111989,5.38449506278909,0,3.76120011569356,1,0.792859
"84",1.94591014905531,5.34710753071747,0,4.15888308335967,3,4.70913
"85",0,6.52649485957079,0,5.0998664278242,6,7.52307
"86",0,6.76041469108343,1,5.11799381241676,2,3.71322
"87",2.83321334405622,6.30261897574491,0,4.85981240436167,4,5.74394
"88",0,5.02388052084628,0,3.55534806148941,0,1.3633
"89",1.94591014905531,5.36129216570943,0,3.68887945411394,2,5.06437
"90",5.09375020080676,4.12713438504509,0,3.3322045101752,3,4.74253
"91",5.94542060860658,4.84418708645859,0,4.51085950651685,3,4.00726
"92",0.693147180559945,3.58351893845611,0,0,1,1.48053
"93",7.24565506759454,6.07534603108868,0,6.35437004079735,3,6.53022
"94",0,5.04342511691925,0,2.94443897916644,0,2.67407
"95",5.92157841964382,3.73766961828337,0,2.77258872223978,0,0
"96",0,7.59588991771854,1,3.13549421592915,4,12.5926
"97",4.24849524204936,4.14313472639153,0,3.04452243772342,0,0
"98",0,4.99043258677874,0,3.93182563272433,1,2.88097
"99",0,4.26267987704132,0,0,0,1.64243
"100",3.68887945411394,3.80666248977032,0,2.94443897916644,1,3.28866
"101",0,5.75574221358691,0,4.07753744390572,2,2.55842
"102",6.21860011969173,4.30406509320417,0,3.25809653802148,2,2.5984
"103",0,4.89783979995091,0,2.99573227355399,0,2.42975
"104",2.07944154167984,7.45414107814668,0,4.48863636973214,3,6.48196
"105",0,6.04500531403601,0,4.0943445622221,1,1.17486
"106",4.48863636973214,2.56494935746154,0,2.39789527279837,2,2.76004
"107",0,6.0330862217988,0,4.58496747867057,3,6.7985
"108",4.21950770517611,6.75925527066369,0,4.91265488573605,0,1.64243
"109",0,5.80211837537706,0,3.78418963391826,2,2.69823
"110",0,6.16120732169508,0,2.63905732961526,7,8.28731
"111",4.97673374242057,6.67203294546107,0,3.09104245335832,4,6.46103
"112",3.52636052461616,3.76120011569356,0,3.17805383034795,0,1.64243
"113",7.29979736675816,0,0,7.03174125876313,1,1.35264
"114",0,5.22035582507832,0,3.95124371858143,1,1.17486
"115",1.09861228866811,4.46590811865458,0,1.6094379124341,0,2.52013
"116",0,5.37527840768417,0,2.99573227355399,1,1.17486
"117",3.66356164612965,6.22455842927536,0,4.88280192258637,6,7.86104
"118",0.693147180559945,7.05444965813294,1,4.68213122712422,6,11.3053
"119",0,6.79234442747081,1,5.04342511691925,14,11.8687
"120",6.2363695902037,5.74939298590825,0,5.48479693349065,6,8.77321
"121",0,4.56434819146784,0,2.63905732961526,1,0.792859
"122",0,5.71373280550937,0,3.98898404656427,1,0.792859
"123",0,6.24222326545517,0,4.14313472639153,1,1.17515
"124",3.80666248977032,3.63758615972639,0,2.07944154167984,0,0
"125",3.49650756146648,6.17378610390194,0,4.63472898822964,2,4.83343
"126",5.88332238848828,5.76205138278018,0,4.89034912822175,0,0.740259
"127",4.94875989037817,6.5206211275587,0,5.04342511691925,0,0.740259
"128",0,6.57368016696065,0,1.38629436111989,9,5.84867
"129",5.37989735354046,5.14749447681345,0,4.04305126783455,2,6.53653
"130",0,6.70441435496411,0,4.59511985013459,3,6.61495
"131",0,6.71295620067707,0,3.98898404656427,10,8.56136
"132",0,6.10255859461357,0,3.93182563272433,0,3.99248
"133",3.40119738166216,4.45434729625351,0,1.94591014905531,0,0
"134",2.19722457733622,5.68697535633982,0,4.07753744390572,3,6.09962
"135",0,5.08759633523238,0,2.30258509299405,3,4.88853
"136",0,7.1929342212158,0,5.4249500174814,2,2.62836
"137",2.07944154167984,5.38449506278909,0,1.38629436111989,0,3.46402
"138",0,5.04342511691925,0,1.94591014905531,4,6.48779
"139",2.39789527279837,5.37989735354046,0,3.58351893845611,1,2.3444
"140",2.07944154167984,4.20469261939097,0,0,2,1.54522
"141",3.13549421592915,5.32787616878958,0,3.63758615972639,2,5.06827
"142",0,5.36129216570943,0,4.17438726989564,2,2.89247
"143",5.70711026474888,0,0,4.06044301054642,2,2.76873
"144",0,4.61512051684126,0,2.484906649788,2,4.17568
"145",3.17805383034795,5.90808293816893,0,4.35670882668959,1,1.17486
"146",6.78671695060508,0,0,5.54907608489522,2,4.36338
"147",0,3.78418963391826,0,0,1,0.792859
"148",6.90073066404517,6.84694313958538,0,6.36990098282823,0,1.03163
"149",0,5.62040086571715,0,3.58351893845611,1,0.60098
"150",6.68461172766793,2.484906649788,0,5.42053499927229,1,2.5984
"151",4.11087386417331,5.04342511691925,0,3.29583686600433,1,2.88097
"152",3.09104245335832,5.70044357339069,0,3.91202300542815,2,2.62755
"153",7.25559127425367,0,0,6.77764659363512,1,1.35264
"154",3.76120011569356,6.41345895716736,0,4.35670882668959,3,3.70195
"155",0,5.12989871492307,0,3.3322045101752,0,1.39276
"156",1.09861228866811,7.33693691370762,1,3.91202300542815,7,16.2091
"157",8.485083137498,0,0,7.96032362914884,1,1.35264
"158",3.58351893845611,1.94591014905531,0,1.94591014905531,0,1.64243
"159",0,4.87519732320115,0,3.49650756146648,1,4.92899
"160",1.38629436111989,5.2040066870768,0,3.13549421592915,0,2.42975
"161",0,4.23410650459726,0,0,1,0.792859
"162",1.6094379124341,4.7361984483945,0,3.80666248977032,1,3.2211
"163",3.25809653802148,6.92461239604856,0,4.95582705760126,4,7.57455
"164",0,5.29831736654804,0,3.63758615972639,1,0.792859
"165",0,4.43081679884331,0,2.70805020110221,1,2.88097
"166",5.33271879326537,5.93224518744801,1,1.79175946922805,2,5.27595
"167",0,5.55295958492162,1,3.95124371858143,2,1.70353
"168",3.93182563272433,6.10255859461357,0,4.26267987704132,0,0.740259
"169",0,3.93182563272433,0,1.38629436111989,0,2.58969
"170",2.484906649788,5.84643877505772,0,4.17438726989564,1,1.17486
"171",4.72738781871234,5.54126354515843,0,4.30406509320417,2,1.74444
"172",0,3.68887945411394,0,1.38629436111989,1,1.09884
"173",0,4.77912349311153,0,2.99573227355399,1,3.23668
"174",0,6.26149168432104,1,3.43398720448515,2,1.72811
"175",0.693147180559945,5.8111409929767,0,3.89182029811063,2,4.46352
"176",3.25809653802148,5.15905529921453,0,3.49650756146648,3,7.97841
"177",6.06842558824411,6.39526159811545,0,5.11198778835654,2,6.26048
"178",3.17805383034795,6.361302477573,0,4.59511985013459,0,0
"179",4.07753744390572,5.78996017089725,0,4.89783979995091,1,3.2211
"180",4.79579054559674,4.78749174278205,0,4.33073334028633,0,2.67407
"181",5.76205138278018,7.83834331555712,0,5.65599181081985,0,1.43177
"182",0,5.32787616878958,0,3.46573590279973,1,0.792859
"183",4.60517018598809,0,0,2.99573227355399,0,0
"184",2.30258509299405,5.27811465923052,0,3.85014760171006,2,4.63879
"185",2.39789527279837,5.25227342804663,0,3.85014760171006,2,5.55317
"186",3.87120101090789,4.04305126783455,0,2.56494935746154,2,2.76004
"187",0,3.43398720448515,0,0,1,1.17515
"188",0,4.60517018598809,0,3.09104245335832,2,1.39384
"189",0.693147180559945,7.84776253747361,0,5.24702407216049,13,18.28
"190",7.30988148582479,0,0,6.82437367004309,1,1.35264
"191",4.66343909411207,3.97029191355212,0,2.63905732961526,0,0
"192",0,6.20455776256869,0,3.04452243772342,6,9.29826
"193",2.99573227355399,6.26530121273771,0,4.55387689160054,1,3.87029
"194",7.54327334670545,0,0,7.16703787691222,1,1.35264
"195",0,5.87773578177964,0,3.43398720448515,8,11.1794
"196",0,3.43398720448515,0,1.38629436111989,1,1.33267
"197",6.27664348934164,4.70953020131233,0,5.14749447681345,0,0
"198",0,6.94697599213542,1,5.37527840768417,16,19.4587
"199",0.693147180559945,5.75890177387728,0,4.23410650459726,0,2.67407
"200",0,6.20657592672493,0,2.39789527279837,4,7.46875
"201",4.88280192258637,4.34380542185368,0,2.39789527279837,2,4.01909
"202",0,4.94875989037817,0,1.94591014905531,1,1.26735
"203",1.09861228866811,5.59471137960184,0,4.15888308335967,4,6.54006
"204",4.12713438504509,6.30627528694802,0,4.49980967033027,2,4.67638
"205",7.16162200293919,7.76131918094799,0,6.71295620067707,0,2.52248
"206",0,4.61512051684126,0,2.07944154167984,0,1.64243
"207",7.58832367733522,5.57594910314632,0,6.04737217904628,4,3.50218
"208",6.04973345523196,5.24174701505964,0,4.30406509320417,1,1.17515
"209",0,4.56434819146784,0,3.49650756146648,0,1.64243
"210",0,4.45434729625351,0,1.38629436111989,1,0.792859
"211",5.19849703126583,4.24849524204936,1,3.49650756146648,3,4.10317
"212",0,6.82110747225646,1,4.71849887129509,4,10.1352
"213",1.79175946922805,5.08140436498446,0,3.43398720448515,0,4.06683
"214",6.47543271670409,6.29894924685594,0,5.6021188208797,1,1.18716
"215",0,5.12989871492307,0,3.49650756146648,1,0.792859
"216",0,5.80513496891649,0,3.78418963391826,2,2.69823
"217",0,4.94875989037817,0,3.40119738166216,0,2.67407
"218",0,5.66296048013595,0,2.63905732961526,2,2.35
"219",0,5.44241771052179,0,3.04452243772342,5,1.91372
"220",0,5.80513496891649,0,3.66356164612965,2,2.2048
"221",2.30258509299405,4.89034912822175,0,3.58351893845611,0,4.06683
"222",0,7.20934025660291,0,5.55682806169954,11,5.94911
"223",5.55295958492162,6.55961523749324,0,5.34710753071747,3,7.34144
"224",0,5.79909265446053,0,4.59511985013459,2,7.83578
"225",0,3.95124371858143,0,2.07944154167984,0,1.64243
"226",4.43081679884331,5.17048399503815,0,3.71357206670431,3,5.6765
"227",0,7.47816969415979,0,5.74939298590825,15,17.9349
"228",5.8664680569333,4.96284463025991,0,4.27666611901606,1,3.28866
"229",0,5.57215403217776,0,3.93182563272433,2,7.96475
"230",2.07944154167984,6.77078942390898,2,5.20948615284142,18,10.9738
"231",1.79175946922805,5.40267738187228,0,2.70805020110221,0,2.29636
"232",5.03043792139244,3.76120011569356,0,3.40119738166216,0,0
"233",0,4.65396035015752,0,2.56494935746154,0,2.99495
"234",1.09861228866811,7.93307977188041,1,6.23048144757848,22,28.939
"235",3.61091791264422,5.98141421125448,0,4.75359019110636,1,3.09513
"236",0,5.96870755998537,0,4.51085950651685,1,2.94062
"237",3.91202300542815,2.89037175789616,0,2.39789527279837,0,2.58836
"238",0,4.80402104473326,0,2.77258872223978,1,1.17486
"239",0,4.95582705760126,0,2.89037175789616,4,1.36109
"240",3.78418963391826,6.2803958389602,0,4.11087386417331,2,2.40151
"241",0,5.16478597392351,0,1.38629436111989,3,3.87796
"242",0.693147180559945,5.48479693349065,0,2.56494935746154,2,2.33696
"243",0,5.85793315448346,0,4.33073334028633,1,1.54522
"244",3.58351893845611,3.71357206670431,0,3.13549421592915,1,0.60098
"245",6.1527326947041,0,0,5.64190707093811,1,1.35264
"246",0,5.35185813347607,0,3.40119738166216,2,6.14206
"247",3.95124371858143,5.2040066870768,0,2.99573227355399,2,2.76004
"248",0,4.46590811865458,0,2.70805020110221,1,4.12294
"249",4.31748811353631,6.27476202124194,0,2.83321334405622,4,3.58153
"250",0.693147180559945,6.43294009273918,0,4.75359019110636,4,8.939
"251",3.8286413964891,7.10987946307227,0,5.01063529409626,10,23.8003
"252",0,5.24174701505964,0,3.29583686600433,1,0.792859
"253",3.09104245335832,5.80513496891649,0,4.38202663467388,1,2.54988
"254",1.09861228866811,5.13579843705026,0,2.30258509299405,1,1.17515
"255",3.93182563272433,3.40119738166216,1,2.39789527279837,3,8.08193
"256",5.87211778947542,5.01063529409626,0,4.94875989037817,0,0
"257",0,6.33859407820318,0,4.44265125649032,0,8.85763
"258",4.15888308335967,4.35670882668959,1,3.43398720448515,3,4.85274
"259",3.49650756146648,5.10594547390058,0,4.12713438504509,1,1.23854
"260",4.46590811865458,6.39526159811545,1,5.03695260241363,6,7.61688
"261",3.2188758248682,5.0998664278242,0,3.52636052461616,1,1.22665
"262",3.09104245335832,5.52545293913178,0,3.97029191355212,1,4.65286
"263",0,4.70048036579242,0,3.2188758248682,0,2.86786
"264",1.09861228866811,5.24174701505964,0,2.484906649788,3,3.6986
"265",3.73766961828337,7.14755927118945,0,5.4510384535657,0,1.43177
"266",6.67076632084587,4.60517018598809,0,5.7268477475872,1,1.35264
"267",5.18178355029209,0,0,3.66356164612965,1,3.28866
"268",3.58351893845611,5.31811999384422,0,1.79175946922805,2,2.69351
"269",0,4.98360662170834,0,2.99573227355399,0,2.99495
"270",0,6.19440539110467,0,4.86753445045558,6,8.72787
"271",7.01481435127554,3.2188758248682,0,5.15905529921453,0,0
"272",3.71357206670431,6.19440539110467,0,3.66356164612965,7,4.8362
"273",0.693147180559945,5.39362754635236,0,3.49650756146648,1,0.792859
"274",7.59135704669855,3.36729582998647,0,6.85435450225502,0,1.31187
"275",6.08677472691231,4.48863636973214,0,2.99573227355399,0,0
"276",2.07944154167984,5.46806014113513,0,3.73766961828337,0,3.0742
"277",0,4.62497281328427,0,2.83321334405622,0,0
"278",4.58496747867057,4.69134788222914,0,3.17805383034795,1,2.08776
"279",5.78074351579233,0,0,4.06044301054642,3,4.00726
"280",0,4.62497281328427,0,2.70805020110221,0,2.42975
"281",0,5.62401750618734,0,3.13549421592915,6,8.8814
"282",0,3.66356164612965,0,1.38629436111989,1,3.66829
"283",5.19295685089021,5.11198778835654,0,3.09104245335832,3,4.67365
"284",6.96885037834195,0,0,6.67076632084587,1,1.35264
"285",0,3.87120101090789,0,2.484906649788,0,1.64243
"286",1.6094379124341,5.12989871492307,0,3.13549421592915,2,4.01101
"287",0,4.82028156560504,0,1.94591014905531,1,2.81758
"288",3.2188758248682,4.93447393313069,0,2.70805020110221,8,9.35438
"289",0,3.52636052461616,0,1.38629436111989,0,2.67407
"290",3.71357206670431,4.06044301054642,0,2.94443897916644,2,4.52366
"291",6.46302945692067,6.90975328164481,0,5.63835466933375,6,12.8567
"292",0,3.2188758248682,0,1.38629436111989,1,1.45269
"293",0,6.27476202124194,0,4.4188406077966,8,12.1251
"294",1.38629436111989,6.24997524225948,0,4.88280192258637,7,12.5285
"295",3.76120011569356,6.58063913728495,0,4.62497281328427,0,0
"296",2.19722457733622,5.08140436498446,0,2.07944154167984,0,0
"297",0,6.24804287450843,0,4.75359019110636,1,2.86107
"298",0,4.02535169073515,0,1.38629436111989,1,1.09884
"299",4.969813299576,3.85014760171006,0,3.66356164612965,0,0
"300",0,5.33271879326537,1,3.52636052461616,0,2.99256
"301",4.56434819146784,5.40717177146012,0,4.26267987704132,4,5.56724
"302",7.10824413973154,5.39816270151775,0,5.605802066296,5,6.01329
"303",2.39789527279837,5.54907608489522,0,3.71357206670431,0,4.07967
"304",5.08140436498446,5.60947179518496,0,4.04305126783455,0,3.6872
"305",4.39444915467244,7.74240202181578,2,6.0591231955818,9,10.8724
"306",3.3322045101752,3.80666248977032,0,2.63905732961526,1,1.23854
"307",0,6.3750248198281,0,4.89034912822175,6,8.26464
"308",4.43081679884331,5.39816270151775,1,2.07944154167984,6,7.77801
"309",5.98896141688986,4.46590811865458,0,3.46573590279973,0,0
"310",6.86797440897029,4.49980967033027,0,5.74620319054015,1,2.99922
"311",0,3.55534806148941,0,2.484906649788,1,3.81886
"312",5.8664680569333,4.80402104473326,0,4.47733681447821,0,1.31187
"313",0,6.20253551718792,0,3.43398720448515,3,7.5969
"314",0,5.28826703069454,0,3.61091791264422,3,10.4963
"315",0,6.68336094576627,0,5.2257466737132,11,11.4058
"316",1.09861228866811,6.76619171466035,0,4.84418708645859,2,4.70954
"317",3.80666248977032,5.56452040732269,0,4.11087386417331,1,1.17486
"318",4.7361984483945,4.86753445045558,0,3.36729582998647,2,5.30545
"319",3.73766961828337,6.13772705408623,0,4.82028156560504,5,8.32875
"320",0,6.23048144757848,0,4.40671924726425,0,2.64198
"321",0,6.26909628370626,0,4.86753445045558,3,8.77244
"322",0,3.71357206670431,0,0,1,0.792859
"323",0,4.98360662170834,0,3.76120011569356,1,1.18716
"324",0,4.57471097850338,0,2.94443897916644,1,1.29819
"325",0,6.77878489768518,0,4.40671924726425,6,9.2521
"326",3.66356164612965,4.65396035015752,0,2.07944154167984,2,2.26754
"327",3.80666248977032,6.19847871649231,0,4.12713438504509,5,7.66773
"328",2.39789527279837,5.52545293913178,0,3.89182029811063,1,3.9126
"329",0,4.18965474202643,0,2.07944154167984,0,2.67407
"330",4.30406509320417,2.94443897916644,0,2.70805020110221,0,0
"331",2.70805020110221,6.04025471127741,0,4.20469261939097,1,2.54818
"332",0,5.80513496891649,0,3.78418963391826,3,3.87796
"333",0,4.06044301054642,0,2.39789527279837,5,2.69376
"334",5.10594547390058,1.6094379124341,0,3.49650756146648,3,4.2341
"335",3.55534806148941,3.52636052461616,0,2.94443897916644,1,3.28866
"336",3.04452243772342,5.6937321388027,0,4.14313472639153,1,4.48422
"337",2.94443897916644,5.3890717298165,0,4.43081679884331,2,5.27155
"338",3.8286413964891,2.99573227355399,0,2.89037175789616,2,4.2341
"339",5.03695260241363,4.21950770517611,0,2.30258509299405,0,0
"340",1.09861228866811,4.85981240436167,0,3.63758615972639,1,1.48053
"341",0,6.15909538849193,0,4.7361984483945,3,9.72561
"342",5.01063529409626,4.30406509320417,0,2.30258509299405,0,1.03163
"343",5.57972982598622,5.62401750618734,0,4.54329478227,3,5.70339
"344",4.24849524204936,6.99209642741589,0,5.18178355029209,6,6.29405
"345",0,4.59511985013459,0,3.13549421592915,0,4.11562
"346",0,4.77068462446567,0,3.3322045101752,1,4.30098
"347",0,6.32256523992728,0,4.48863636973214,2,7.22218
"348",0,4.99721227376411,0,3.04452243772342,0,2.99495
"349",1.38629436111989,5.04985600724954,0,0,2,2.35
"350",0,4.9416424226093,0,2.30258509299405,1,0.60098
"351",3.46573590279973,3.52636052461616,0,2.07944154167984,2,4.08464
"352",0,5.69035945432406,0,3.46573590279973,6,4.73438
"353",3.3322045101752,3.43398720448515,0,2.30258509299405,1,1.18716
"354",3.61091791264422,5.82304589548302,0,3.36729582998647,0,1.43177
"355",3.55534806148941,3.43398720448515,0,2.56494935746154,1,2.82217
"356",3.76120011569356,6.10702288774225,0,4.20469261939097,3,4.23089
"357",0,5.84643877505772,0,4.30406509320417,1,3.1498
"358",2.19722457733622,5.32787616878958,0,3.2188758248682,2,4.46352
"359",2.63905732961526,6.7202201551353,0,5.23110861685459,2,1.54522
"360",2.83321334405622,3.61091791264422,0,2.484906649788,1,1.23854
"361",4.76217393479776,5.68357976733868,0,4.02535169073515,1,1.23499
"362",3.40119738166216,5.99893656194668,0,3.8286413964891,0,0
"363",4.90527477843843,4.64439089914137,0,4.33073334028633,0,1.64243
"364",3.49650756146648,4.90527477843843,0,3.2188758248682,0,5.25817
"365",0,5.73009978297357,0,3.17805383034795,3,3.78532
"366",1.09861228866811,5.32787616878958,1,4.00733318523247,4,6.91215
"367",0,6.70808408385307,1,4.45434729625351,3,13.4571
"368",3.43398720448515,3.91202300542815,0,2.70805020110221,1,1.3481
"369",0,6.53378883793334,0,4.99721227376411,5,9.12701
"370",5.33271879326537,7.11069612297883,0,5.76832099579377,4,6.47189
"371",0,4.30406509320417,0,2.63905732961526,0,2.67407
"372",4.92725368515721,3.93182563272433,0,3.17805383034795,0,0
"373",0,5.81413053182507,1,3.66356164612965,5,7.31651
"374",2.94443897916644,6.69456205852109,0,4.95582705760126,4,9.64939
"375",2.19722457733622,5.32787616878958,0,4.30406509320417,1,0.938338
"376",0,7.27100853828099,0,5.5834963087817,10,17.2681
"377",0,4.31748811353631,0,2.484906649788,1,1.26735
"378",5.37063802812766,5.61312810638807,0,3.61091791264422,6,11.0402
"379",0,6.00388706710654,0,3.58351893845611,4,1.76352
"380",0.693147180559945,5.06890420222023,0,3.8286413964891,2,2.31429
"381",1.09861228866811,6.04025471127741,0,4.35670882668959,2,4.43735
"382",3.43398720448515,3.89182029811063,0,2.83321334405622,2,4.52366
"383",0,6.64378973314767,0,3.93182563272433,1,3.03811
"384",1.09861228866811,5.29831736654804,0,3.29583686600433,1,2.88097
"385",6.73933662735717,0,0,6.46925031679577,1,1.35264
"386",0,5.47227067367148,0,3.49650756146648,3,6.78032
"387",0,7.45876269238096,1,5.70711026474888,6,5.96254
"388",0,5.27811465923052,0,3.49650756146648,2,2.46006
"389",0,5.86078622346587,0,3.97029191355212,3,3.87796
"390",0,3.55534806148941,0,0,1,0.792859
"391",4.21950770517611,3.49650756146648,0,3.43398720448515,0,2.61865
"392",5.70711026474888,0.693147180559945,0,4.06044301054642,0,1.31187
"393",5.71042701737487,4.57471097850338,0,3.55534806148941,3,5.37625
"394",0,5.84932477994686,0,4.31748811353631,3,5.69695
"395",3.98898404656427,4.12713438504509,0,2.83321334405622,0,0
"396",0,4.45434729625351,0,2.07944154167984,2,3.64676
"397",0,4.40671924726425,0,2.39789527279837,2,3.90708
"398",0,2.63905732961526,0,0,1,0.792859
"399",7.1770187659099,0,0,6.61740297797448,1,1.35264
"400",4.35670882668959,6.0913098820777,0,5.12989871492307,1,4.7258
"401",4.8283137373023,4.89034912822175,0,3.63758615972639,2,4.50164
"402",0,5.36129216570943,0,1.94591014905531,1,5.59993
"403",6.49072353450251,5.13579843705026,0,5.66988092298052,0,0
"404",0,6.3750248198281,1,3.29583686600433,2,3.95872
"405",4.4188406077966,5.25227342804663,0,3.63758615972639,2,0.96755
"406",6.71052310945243,0,0,6.42324696353352,1,1.35264
"407",3.25809653802148,4.26267987704132,0,0.693147180559945,1,4.04167
"408",0,4.86753445045558,0,3.25809653802148,0,4.06683
"409",3.04452243772342,5.22035582507832,0,4.15888308335967,0,2.67407
"410",0,6.44413125670044,0,5.02388052084628,3,4.66519
"411",0,4.93447393313069,0,3.17805383034795,1,4.72472
"412",0,5.17614973257383,0,2.56494935746154,1,1.17486
"413",0,5.80814248998044,0,3.46573590279973,5,5.97302
"414",6.33505425149806,3.71357206670431,0,3.58351893845611,0,0
"415",4.04305126783455,4.45434729625351,0,3.8286413964891,1,1.18032
"416",7.3664451483276,5.03043792139244,0,6.18001665365257,0,0
"417",2.83321334405622,5.13579843705026,0,3.29583686600433,1,1.45269
"418",0,5.15329159449778,0,3.66356164612965,0,2.94415
"419",3.98898404656427,4.06044301054642,0,2.70805020110221,2,3.37826
"420",6.09582456243222,6.81234509417748,0,5.59471137960184,1,1.50087
"421",4.85981240436167,3.98898404656427,0,3.40119738166216,0,1.25878
"422",0,5.06890420222023,0,1.94591014905531,1,5.5834
"423",0,5.71702770140622,0,3.61091791264422,3,3.93677
"424",6.93049476595163,0,0,6.62539236800796,1,1.35264
"425",6.39859493453521,6.66057514983969,0,4.48863636973214,2,12.0175
