"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","bug","loc","bf","hcm"
"22",0,0,0,2.484906649788,1.09861228866811,0,3.80666248977032,5.35185813347607,0,2.484906649788,0,3.80666248977032,1,7.75655
"23",4.65396035015752,4.15888308335967,2.83321334405622,0,0,0.693147180559945,0,2.70805020110221,0,0,1,4.02535169073515,3,5.46076
"24",0,0,0,0,0,0,4.21950770517611,0,0,0,0,2.07944154167984,2,4.08464
"25",2.19722457733622,0,0,3.17805383034795,0,5.49306144334055,1.09861228866811,0.693147180559945,0.693147180559945,0,0,4.30406509320417,1,3.9126
"26",0.693147180559945,0,1.09861228866811,0,0,3.55534806148941,0,0,0,0,0,1.38629436111989,0,2.42975
"27",4.06044301054642,0,0,0,4.26267987704132,0,6.10255859461357,2.19722457733622,0,0.693147180559945,1,4.17438726989564,11,11.9647
"28",0,0,0,0,0,4.21950770517611,0,4.21950770517611,0,4.0943445622221,0,3.55534806148941,1,2.24283
"29",2.89037175789616,0.693147180559945,0,0.693147180559945,0,5.26785815906333,0,2.30258509299405,0,0,0,4.04305126783455,1,7.59491
"30",0,3.91202300542815,5.33271879326537,0,0,0,0,0,5.54517744447956,0,3,4.87519732320115,2,2.2048
"31",0,3.46573590279973,4.23410650459726,0,0,0.693147180559945,0,3.73766961828337,0,0,0,2.99573227355399,2,4.01034
"32",0,0,0,0,0,0,3.36729582998647,0,1.38629436111989,1.38629436111989,0,2.30258509299405,1,1.35264
"33",0,0,0.693147180559945,0,0,5.48893772615669,0.693147180559945,3.43398720448515,0,5.57594910314632,0,4.97673374242057,4,8.83948
"34",1.38629436111989,0,0,0,3.36729582998647,0,5.08759633523238,0,0,0,0,3.68887945411394,1,3.28866
"35",0,0,0,0,0,0,0,0,4.07753744390572,0,0,0,1,0.792859
"36",4.27666611901606,0,4.48863636973214,0,1.09861228866811,0,0,2.56494935746154,0,0,0,3.58351893845611,1,4.04759
"37",0,0,3.3322045101752,0,0,6.24027584517077,0,4.77068462446567,0,2.30258509299405,0,4.47733681447821,1,7.67536
"38",2.83321334405622,0,0,0,0,0,2.70805020110221,0.693147180559945,0.693147180559945,0,0,1.38629436111989,1,1.18716
"39",0,0,0,0,0,4.80402104473326,0,3.91202300542815,0,0,0,2.94443897916644,1,3.81153
"40",3.17805383034795,0,4.53259949315326,0,2.484906649788,0,1.6094379124341,0,2.70805020110221,0,0,2.63905732961526,1,2.88097
"41",0,1.09861228866811,4.65396035015752,0,2.19722457733622,0,3.66356164612965,0,2.19722457733622,7.26822302115957,0,5.59098698051086,15,19.4885
"42",3.93182563272433,0,0,1.09861228866811,0,0,3.71357206670431,0,0,1.09861228866811,0,3.36729582998647,1,1.12713
"43",4.89034912822175,4.71849887129509,0,0,0,0,1.09861228866811,4.86753445045558,0,1.94591014905531,0,3.61091791264422,1,1.18716
"44",0,0,0,0,3.43398720448515,0,4.79579054559674,0,0,0,0,2.63905732961526,3,4.99485
"45",0.693147180559945,0,0,0,0,0,0.693147180559945,5.4249500174814,0,0,0,2.89037175789616,1,6.50047
"46",0,0,4.46590811865458,0.693147180559945,1.6094379124341,0,0,5.00394630594546,2.19722457733622,1.09861228866811,0,3.43398720448515,2,6.08433
"47",0,0,6.26909628370626,0,6.38856140554563,0.693147180559945,7.44833386089748,0,5.55295958492162,6.71538338633468,3,5.37063802812766,34,31.8654
"48",0,0,4.33073334028633,0,2.39789527279837,0,3.61091791264422,5.31320597904179,0,3.78418963391826,0,4.36944785246702,0,0.740259
"49",0,7.25205395185281,0,0,0,3.04452243772342,0,0,0,0,0,6.40522845803084,0,1.03163
"50",1.94591014905531,6.04263283368238,1.94591014905531,0,0,1.6094379124341,0,0,0,0,1,3.8286413964891,3,3.46561
"51",0,0,4.64439089914137,0,4.39444915467244,2.83321334405622,0,1.6094379124341,0,5.37989735354046,0,2.30258509299405,3,4.85875
"52",1.79175946922805,0,0,0,0,0,4.00733318523247,0,0,0,0,2.39789527279837,1,3.28866
"53",2.89037175789616,0,0,0,1.09861228866811,1.09861228866811,5.07517381523383,0,2.19722457733622,0,0,3.17805383034795,1,3.28866
"54",0,5.35185813347607,1.38629436111989,0,3.89182029811063,1.79175946922805,0,0,1.94591014905531,0,0,4.15888308335967,2,2.35699
"55",2.63905732961526,5.48479693349065,3.89182029811063,0.693147180559945,0,1.09861228866811,0,1.6094379124341,1.38629436111989,0,0,2.63905732961526,1,1.23854
"56",0,0,0,0,5.29330482472449,0,4.99721227376411,0,3.29583686600433,0,1,3.40119738166216,5,9.15338
"57",4.70953020131233,2.39789527279837,0,0,0,0,0.693147180559945,0,6.75460409948796,5.73334127689775,0,5.4380793089232,2,1.54522
"58",4.59511985013459,0,0,0.693147180559945,0,0,0,3.25809653802148,0,0,0,2.99573227355399,1,1.18716
"59",0,0,0,0,0,0,0,0,3.78418963391826,0,0,0,1,0.792859
"60",3.09104245335832,3.98898404656427,3.85014760171006,0,3.49650756146648,0,0.693147180559945,3.97029191355212,3.29583686600433,1.6094379124341,1,2.56494935746154,2,7.3729
"61",0,1.38629436111989,0,0,0,4.89783979995091,0,5.16478597392351,0,3.71357206670431,0,4.07753744390572,2,7.36559
"62",0,0,0,0,0,4.44265125649032,0,2.99573227355399,0,0,0,2.39789527279837,1,3.66829
"63",0,0,0,7.900636613018,0,0,0,0,0,0,0,7.31455283232408,1,1.35264
"64",7.06219163228656,3.73766961828337,0,0,0,0.693147180559945,0,2.19722457733622,0,0,0,4.75359019110636,1,0.907447
"65",4.33073334028633,3.46573590279973,2.484906649788,0,4.7361984483945,1.38629436111989,0,0,0,0,0,3.95124371858143,1,2.83909
"66",0,0.693147180559945,0,0,1.38629436111989,1.6094379124341,0,0,0.693147180559945,4.63472898822964,0,3.36729582998647,2,2.6029
"67",5.12396397940326,2.07944154167984,0,0,3.87120101090789,0,7.28000825288419,2.39789527279837,0,2.484906649788,5,1.94591014905531,30,27.817
"68",2.89037175789616,0,4.38202663467388,1.94591014905531,0,0,4.43081679884331,1.09861228866811,2.07944154167984,0,0,3.46573590279973,0,0
"69",0.693147180559945,0,0,0,0,4.85981240436167,0,0,0,0,0,2.99573227355399,0,2.99495
"70",0,0.693147180559945,6.96508034560141,0,0,0,4.00733318523247,0,4.31748811353631,5.63478960316925,1,5.16478597392351,3,2.62836
"71",0,0,0,7.22693601849329,0,0,0,0,0,0,0,6.76503897678054,1,1.35264
"72",2.484906649788,0,0,1.79175946922805,4.15888308335967,0,0.693147180559945,2.56494935746154,3.95124371858143,4.14313472639153,0,3.78418963391826,2,1.23854
"73",0,0,0,0,2.07944154167984,0,3.13549421592915,0,3.68887945411394,0,0,0,6,3.38172
"74",0,0,0,0,0,0,0,0,2.484906649788,4.65396035015752,0,2.56494935746154,0,1.64243
"75",0,0,1.38629436111989,0,3.52636052461616,4.29045944114839,0,0.693147180559945,0,0,0,3.04452243772342,3,5.15836
"76",0,0,3.17805383034795,0,1.79175946922805,0,0,0,2.94443897916644,3.63758615972639,0,0,1,1.17515
"77",3.8286413964891,0,5.14166355650266,0,3.85014760171006,0,0,2.77258872223978,0,2.56494935746154,0,3.63758615972639,2,7.01764
"78",3.04452243772342,0,4.45434729625351,3.17805383034795,0,3.91202300542815,5.605802066296,1.6094379124341,4.15888308335967,5.67675380226828,0,5.33271879326537,2,7.70696
"79",4.02535169073515,5.89164421182577,0,0,0.693147180559945,0,0,4.17438726989564,0,0,0,4.47733681447821,2,2.76873
"80",0,0,0,0,0,4.61512051684126,0,1.09861228866811,0,0,0,2.56494935746154,0,2.67407
"81",4.0943445622221,0,0,2.07944154167984,0,0,1.38629436111989,1.79175946922805,0,0,0,2.94443897916644,1,1.35264
"82",0,0,0,0,0,2.77258872223978,0,1.94591014905531,0,3.29583686600433,0,2.39789527279837,0,3.0742
"83",0,0,3.73766961828337,0,0,0,0,0,5.04342511691925,3.25809653802148,0,3.76120011569356,1,0.792859
"84",4.56434819146784,0,3.63758615972639,0.693147180559945,3.13549421592915,4.11087386417331,0,0,0,0,0,4.15888308335967,3,4.70913
"85",4.87519732320115,0,1.79175946922805,0,0,0,0,0,5.24702407216049,5.88332238848828,0,5.0998664278242,6,7.52307
"86",4.00733318523247,0,0,0,0,2.39789527279837,0.693147180559945,3.98898404656427,0,6.61338421837956,1,5.11799381241676,2,3.71322
"87",4.93447393313069,1.09861228866811,2.07944154167984,0,4.02535169073515,0,2.30258509299405,2.99573227355399,5.80513496891649,0,0,4.85981240436167,4,5.74394
"88",0,0,4.12713438504509,0,0,0,0.693147180559945,3.89182029811063,0,3.73766961828337,0,3.55534806148941,0,1.3633
"89",0,0,0,0.693147180559945,2.94443897916644,0,0,4.85981240436167,0,4.27666611901606,0,3.68887945411394,2,5.06437
"90",3.43398720448515,5.24702407216049,0.693147180559945,0,0,0,0,1.38629436111989,0,0,0,3.3322045101752,3,4.74253
"91",3.85014760171006,5.97888576490112,0,0,0,0,0,4.21950770517611,0,0,0,4.51085950651685,3,4.00726
"92",0,0,0,0,0,0,3.61091791264422,0,0,0,0,0,1,1.48053
"93",4.34380542185368,5.43372200355424,0,0,0,7.28138566357028,4.11087386417331,0.693147180559945,2.94443897916644,0,0,6.35437004079735,3,6.53022
"94",1.09861228866811,0,0,0.693147180559945,0.693147180559945,4.67282883446191,0,0,0,3.80666248977032,0,2.94443897916644,0,2.67407
"95",0,0,0,0,0,0,0,6.02586597382531,0,0,0,2.77258872223978,0,0
"96",0,0,5.21493575760899,0,6.23048144757848,1.38629436111989,0,6.58892647753352,0,6.34738920965601,1,3.13549421592915,4,12.5926
"97",4.64439089914137,0,3.36729582998647,0,0,0,0,0,0,0,0,3.04452243772342,0,0
"98",3.73766961828337,0,3.87120101090789,0,0,0,0,1.6094379124341,2.30258509299405,3.8286413964891,0,3.93182563272433,1,2.88097
"99",0,0,4.12713438504509,0,0,0,2.30258509299405,0,0,0,0,0,0,1.64243
"100",2.07944154167984,0,1.6094379124341,0,0,1.38629436111989,4.24849524204936,0,0,0,0,2.94443897916644,1,3.28866
"101",2.07944154167984,0,0,0,0,0,0,0,4.17438726989564,5.50125821054473,0,4.07753744390572,2,2.55842
"102",0,2.30258509299405,4.11087386417331,1.94591014905531,0,0,0,6.21460809842219,0,0,0,3.25809653802148,2,2.5984
"103",1.6094379124341,0,0,0.693147180559945,0,4.77912349311153,0,2.30258509299405,0.693147180559945,0,0,2.99573227355399,0,2.42975
"104",0.693147180559945,0,6.18826412308259,1.79175946922805,0.693147180559945,6.880384082186,1.38629436111989,0,0,5.5834963087817,0,4.48863636973214,3,6.48196
"105",3.58351893845611,0,5.91079664404053,0,2.19722457733622,0,0,0,0.693147180559945,2.30258509299405,0,4.0943445622221,1,1.17486
"106",0.693147180559945,4.21950770517611,0,0,0,3.49650756146648,0,0,0,0,0,2.39789527279837,2,2.76004
"107",0,0,2.70805020110221,0,0,3.85014760171006,0,1.09861228866811,0,5.87211778947542,0,4.58496747867057,3,6.7985
"108",4.92725368515721,0,1.79175946922805,0,4.89783979995091,5.26269018890489,0,5.50125821054473,1.09861228866811,5.37527840768417,0,4.91265488573605,0,1.64243
"109",0,0,5.40717177146012,0,4.69134788222914,0,0,0,0,0,0,3.78418963391826,2,2.69823
"110",0.693147180559945,0,4.98360662170834,0,0.693147180559945,0,0,2.83321334405622,0,5.73979291217923,0,2.63905732961526,7,8.28731
"111",3.85014760171006,5.21493575760899,6.24804287450843,0,4.0943445622221,1.79175946922805,0,2.89037175789616,0,4.68213122712422,0,3.09104245335832,4,6.46103
"112",0,0,0,0,0,3.63758615972639,3.36729582998647,0,2.39789527279837,0,0,3.17805383034795,0,1.64243
"113",0,0,0,7.29844510150815,1.09861228866811,0,0,0,0,0,0,7.03174125876313,1,1.35264
"114",0,0,5.22035582507832,0,0,0,0,0,0,0,0,3.95124371858143,1,1.17486
"115",0.693147180559945,0,4.40671924726425,0,0,0,1.94591014905531,0,0,0,0,1.6094379124341,0,2.52013
"116",1.38629436111989,0,5.35185813347607,0,0,0,0,0,1.09861228866811,0,0,2.99573227355399,1,1.17486
"117",6.23048144757848,2.63905732961526,0.693147180559945,0,3.09104245335832,0,0,0,0,0,0,4.88280192258637,6,7.86104
"118",3.80666248977032,2.07944154167984,6.80239476332431,0,0,0,1.38629436111989,0,5.17048399503815,3.43398720448515,1,4.68213122712422,6,11.3053
"119",0.693147180559945,0,0,0,0.693147180559945,0.693147180559945,4.27666611901606,0,5.26785815906333,6.43615036836943,1,5.04342511691925,14,11.8687
"120",4.99043258677874,2.77258872223978,0,0,0,0,6.42971947803914,0,3.76120011569356,0.693147180559945,0,5.48479693349065,6,8.77321
"121",0,0.693147180559945,2.07944154167984,0,0,0,0,0,4.43081679884331,1.6094379124341,0,2.63905732961526,1,0.792859
"122",0,0,2.19722457733622,0,0.693147180559945,0,0,0,5.66988092298052,1.6094379124341,0,3.98898404656427,1,0.792859
"123",0,3.91202300542815,3.49650756146648,0,0,0,0,0,5.4510384535657,5.30330490805908,0,4.14313472639153,1,1.17515
"124",0,2.19722457733622,0,0,0,2.19722457733622,1.38629436111989,4.14313472639153,0,0,0,2.07944154167984,0,0
"125",5.41164605185504,0,0.693147180559945,2.56494935746154,0,0,5.57972982598622,0,2.484906649788,0,0,4.63472898822964,2,4.83343
"126",5.35185813347607,2.19722457733622,6.11368217983223,1.6094379124341,0,0,0,1.09861228866811,0,0,0,4.89034912822175,0,0.740259
"127",3.58351893845611,1.38629436111989,4.17438726989564,3.3322045101752,0,0,5.46383180502561,6.07993319509559,2.94443897916644,0,0,5.04342511691925,0,0.740259
"128",0,0,0,0,2.39789527279837,0,5.5683445037611,0,6.09807428216624,0,0,1.38629436111989,9,5.84867
"129",2.56494935746154,5.36597601502185,0,1.79175946922805,3.87120101090789,1.79175946922805,2.07944154167984,4.59511985013459,0,0,0,4.04305126783455,2,6.53653
"130",0,0,0,0,0,5.95064255258773,0,0,4.92725368515721,5.69035945432406,0,4.59511985013459,3,6.61495
"131",0,2.484906649788,1.09861228866811,0,4.67282883446191,0,6.55677835615804,0,0,0,0,3.98898404656427,10,8.56136
"132",0,0,1.09861228866811,0,0,5.56452040732269,0,4.82028156560504,0.693147180559945,4.11087386417331,0,3.93182563272433,0,3.99248
"133",3.13549421592915,0,0,2.30258509299405,0,0,3.49650756146648,3.87120101090789,1.38629436111989,0.693147180559945,0,1.94591014905531,0,0
"134",5.32787616878958,1.09861228866811,0,0,0,0,2.63905732961526,1.38629436111989,4.29045944114839,2.07944154167984,0,4.07753744390572,3,6.09962
"135",0,0,5.06259503302697,0,0.693147180559945,0,0.693147180559945,0.693147180559945,0,0.693147180559945,0,2.30258509299405,3,4.88853
"136",0,0,7.09920174355309,0,1.6094379124341,0,0,0.693147180559945,2.70805020110221,4.61512051684126,0,5.4249500174814,2,2.62836
"137",0,0,4.36944785246702,0,4.7361984483945,0,3.49650756146648,0,0,0.693147180559945,0,1.38629436111989,0,3.46402
"138",0,0,0,0,3.71357206670431,0,4.74493212836325,0,0,0,0,1.94591014905531,4,6.48779
"139",0,0,0,0,4.29045944114839,2.70805020110221,4.94875989037817,0,0,0,0,3.58351893845611,1,2.3444
"140",0,1.94591014905531,3.04452243772342,0,0,0,0,2.07944154167984,3.40119738166216,2.484906649788,0,0,2,1.54522
"141",0,0,3.3322045101752,0,0,5.17048399503815,1.94591014905531,2.99573227355399,0,0,0,3.63758615972639,2,5.06827
"142",0,0,4.68213122712422,0,0,0,0,0,2.39789527279837,4.56434819146784,0,4.17438726989564,2,2.89247
"143",0,5.63478960316925,0,2.56494935746154,1.38629436111989,0,1.94591014905531,0,0,0,0,4.06044301054642,2,2.76873
"144",0,0,2.89037175789616,0,3.49650756146648,0,0,0,0,3.95124371858143,0,2.484906649788,2,4.17568
"145",0,0,0,2.30258509299405,5.2040066870768,4.78749174278205,3.8286413964891,1.09861228866811,0,3.55534806148941,0,4.35670882668959,1,1.17486
"146",4.02535169073515,6.71538338633468,0,1.79175946922805,0,0.693147180559945,0,0,0,0,0,5.54907608489522,2,4.36338
"147",0,0,2.83321334405622,0,0,0,0,0,3.29583686600433,0.693147180559945,0,0,1,0.792859
"148",0,3.36729582998647,0,2.19722457733622,1.38629436111989,7.53636393840451,0,1.09861228866811,0,2.89037175789616,0,6.36990098282823,0,1.03163
"149",3.09104245335832,0,5.24702407216049,0,0,0,0.693147180559945,0,0,4.17438726989564,0,3.58351893845611,1,0.60098
"150",0,2.484906649788,3.89182029811063,5.09375020080676,0,6.37672694789863,0,1.09861228866811,0,0,0,5.42053499927229,1,2.5984
"151",0.693147180559945,1.09861228866811,4.53259949315326,2.30258509299405,3.17805383034795,2.30258509299405,3.63758615972639,3.73766961828337,0,0,0,3.29583686600433,1,2.88097
"152",0.693147180559945,0,4.17438726989564,2.83321334405622,0,4.02535169073515,4.93447393313069,3.66356164612965,2.07944154167984,0,0,3.91202300542815,2,2.62755
"153",0,0,0,7.25559127425367,0,0,0,0,0,0,0,6.77764659363512,1,1.35264
"154",2.484906649788,2.19722457733622,5.67675380226828,0,0,5.00394630594546,0,5.04985600724954,0.693147180559945,3.63758615972639,0,4.35670882668959,3,3.70195
"155",0,0,0,0,0,0,0,4.89783979995091,0,3.58351893845611,0,3.3322045101752,0,1.39276
"156",3.73766961828337,0,7.05531284333975,0,5.57594910314632,0,1.79175946922805,0,3.36729582998647,3.76120011569356,1,3.91202300542815,7,16.2091
"157",0,0,0,8.485083137498,0,0,0,0,0,0,0,7.96032362914884,1,1.35264
"158",0,3.13549421592915,0,0,2.30258509299405,1.38629436111989,0,2.07944154167984,0,0,0,1.94591014905531,0,1.64243
"159",0,0,0,0,0,0,4.49980967033027,0,2.484906649788,3.43398720448515,0,3.49650756146648,1,4.92899
"160",2.94443897916644,0,0,0,0,4.969813299576,1.6094379124341,0,0,2.99573227355399,0,3.13549421592915,0,2.42975
"161",0,0,3.52636052461616,0,0,0,0,0,3.58351893845611,0,0,0,1,0.792859
"162",0,0,1.38629436111989,0.693147180559945,0,0,1.09861228866811,0,3.55534806148941,4.35670882668959,0,3.80666248977032,1,3.2211
"163",0,2.70805020110221,3.46573590279973,0.693147180559945,2.56494935746154,5.4510384535657,0.693147180559945,5.33753807970132,1.6094379124341,6.29156913955832,0,4.95582705760126,4,7.57455
"164",0,0,1.38629436111989,0,0,0,0,0,5.28320372873799,0,0,3.63758615972639,1,0.792859
"165",3.55534806148941,0,0,0,0,0,3.80666248977032,0,0,1.79175946922805,0,2.70805020110221,1,2.88097
"166",5.21493575760899,5.50533153593236,0,0,1.09861228866811,0,4.79579054559674,0,0,3.49650756146648,1,1.79175946922805,2,5.27595
"167",0,0,5.16478597392351,0,0,0,0,0,0,4.43081679884331,1,3.95124371858143,2,1.70353
"168",0,1.38629436111989,4.38202663467388,0,1.94591014905531,4.17438726989564,3.52636052461616,5.63835466933375,0,3.46573590279973,0,4.26267987704132,0,0.740259
"169",0,0,0,0,0,3.87120101090789,0,0,0,1.38629436111989,0,1.38629436111989,0,2.58969
"170",3.61091791264422,0,0,0.693147180559945,0,0,4.91265488573605,4.06044301054642,0,4.85203026391962,0,4.17438726989564,1,1.17486
"171",2.56494935746154,0,0,2.63905732961526,0,2.19722457733622,5.65599181081985,0,3.89182029811063,0,0,4.30406509320417,2,1.74444
"172",0,0,0,0,2.19722457733622,0,3.46573590279973,0,0,0,0,1.38629436111989,1,1.09884
"173",1.6094379124341,0,0,0,2.39789527279837,3.80666248977032,0,0,0,4.11087386417331,0,2.99573227355399,1,3.23668
"174",1.6094379124341,0,1.38629436111989,0,5.26785815906333,4.0943445622221,4.82028156560504,0,3.95124371858143,4.51085950651685,1,3.43398720448515,2,1.72811
"175",0,0,3.58351893845611,0,1.38629436111989,5.4510384535657,3.78418963391826,3.09104245335832,0,0,0,3.89182029811063,2,4.46352
"176",0,0,4.00733318523247,0,0,4.67282883446191,0,3.66356164612965,0,0,0,3.49650756146648,3,7.97841
"177",0,3.8286413964891,6.78784498230958,0.693147180559945,3.61091791264422,0,3.46573590279973,2.94443897916644,2.56494935746154,0,0,5.11198778835654,2,6.26048
"178",5.6021188208797,0,5.06259503302697,2.30258509299405,3.29583686600433,0,4.78749174278205,0,3.04452243772342,0,0,4.59511985013459,0,0
"179",5.46806014113513,0,4.61512051684126,0,3.04452243772342,0,0,1.79175946922805,0,3.17805383034795,0,4.89783979995091,1,3.2211
"180",5.10594547390058,4.26267987704132,0,1.09861228866811,0,0.693147180559945,0,0,1.09861228866811,0,0,4.33073334028633,0,2.67407
"181",4.74493212836325,4.07753744390572,6.07993319509559,2.77258872223978,3.55534806148941,2.484906649788,2.99573227355399,7.18916773842032,0,6.73578001424233,0,5.65599181081985,0,1.43177
"182",0,0,3.36729582998647,0,0,0,0,0,5.18178355029209,0,0,3.46573590279973,1,0.792859
"183",1.94591014905531,3.76120011569356,0,0,0,3.95124371858143,0,0,0,0,0,2.99573227355399,0,0
"184",1.09861228866811,0,0,0,0.693147180559945,4.98360662170834,3.73766961828337,2.77258872223978,0,0,0,3.85014760171006,2,4.63879
"185",0,0,0,0,2.30258509299405,0,4.99721227376411,3.80666248977032,0,0,0,3.85014760171006,2,5.55317
"186",2.07944154167984,4.26267987704132,0,0,0,0,0,2.89037175789616,0,2.30258509299405,0,2.56494935746154,2,2.76004
"187",0,0,0,0,2.19722457733622,0,0,0,2.07944154167984,2.77258872223978,0,0,1,1.17515
"188",3.55534806148941,0,0,0,0,0,0,0,4.18965474202643,0,0,3.09104245335832,2,1.39384
"189",0,0,3.97029191355212,0,7.29641326877392,0,6.20657592672493,0,6.29156913955832,0,0,5.24702407216049,13,18.28
"190",0,0,0,7.30988148582479,0,0,0,0,0,0,0,6.82437367004309,1,1.35264
"191",0,0,0,2.39789527279837,2.07944154167984,0,0,4.9416424226093,0.693147180559945,0,0,2.63905732961526,0,0
"192",1.6094379124341,0,1.38629436111989,0,0,0.693147180559945,5.65948221575962,1.09861228866811,5.04342511691925,3.80666248977032,0,3.04452243772342,6,9.29826
"193",1.09861228866811,4.57471097850338,2.89037175789616,0,4.59511985013459,0,0,4.20469261939097,1.6094379124341,5.5683445037611,0,4.55387689160054,1,3.87029
"194",0,0,0,7.54327334670545,0,0,0,0,0,0,0,7.16703787691222,1,1.35264
"195",0,0,0,0,1.6094379124341,4.33073334028633,0,4.47733681447821,0,5.25227342804663,0,3.43398720448515,8,11.1794
"196",0,0,0.693147180559945,0,0.693147180559945,0,3.36729582998647,0,0,0,0,1.38629436111989,1,1.33267
"197",5.92958914338989,1.38629436111989,0,4.38202663467388,1.09861228866811,0.693147180559945,1.79175946922805,5.12989871492307,1.09861228866811,1.94591014905531,0,5.14749447681345,0,0
"198",0,0,0,0,0,0,3.49650756146648,0,4.20469261939097,6.84800527457636,1,5.37527840768417,16,19.4587
"199",0,0,1.09861228866811,0.693147180559945,0,5.56068163101553,0,3.80666248977032,0,2.484906649788,0,4.23410650459726,0,2.67407
"200",0.693147180559945,0,4.07753744390572,0,2.63905732961526,5.98896141688986,0,2.77258872223978,1.09861228866811,2.19722457733622,0,2.39789527279837,4,7.46875
"201",0,4.00733318523247,1.09861228866811,0,3.29583686600433,4.40671924726425,1.94591014905531,3.63758615972639,0,0.693147180559945,0,2.39789527279837,2,4.01909
"202",0,0,0,0,4.62497281328427,0,0,1.38629436111989,0,3.61091791264422,0,1.94591014905531,1,1.26735
"203",0.693147180559945,0,0,0,0,0,0,4.93447393313069,1.6094379124341,4.85203026391962,0,4.15888308335967,4,6.54006
"204",6.2841341610708,0,0,0,3.46573590279973,0,3.55534806148941,0,2.19722457733622,0,0,4.49980967033027,2,4.67638
"205",0,3.29583686600433,3.91202300542815,0,0,8.17131687471973,0,2.77258872223978,0,2.19722457733622,0,6.71295620067707,0,2.52248
"206",0.693147180559945,0,3.25809653802148,0,0,0,0,0,0,4.31748811353631,0,2.07944154167984,0,1.64243
"207",4.96284463025991,7.61233683716775,1.94591014905531,0,3.04452243772342,0,3.09104245335832,3.29583686600433,0,0,0,6.04737217904628,4,3.50218
"208",1.09861228866811,5.79909265446053,1.6094379124341,0,0,0,0,5.30330490805908,4.34380542185368,0,0,4.30406509320417,1,1.17515
"209",0,0.693147180559945,0,0,0,1.94591014905531,1.38629436111989,0,0,4.45434729625351,0,3.49650756146648,0,1.64243
"210",0,0,0,0,0,0,0,0,4.45434729625351,0,0,1.38629436111989,1,0.792859
"211",0,5.47646355193151,0,0,0,1.09861228866811,0,0,0,2.30258509299405,1,3.49650756146648,3,4.10317
"212",2.39789527279837,0,1.79175946922805,0,0,1.79175946922805,0,2.70805020110221,0,6.78332520060396,1,4.71849887129509,4,10.1352
"213",0,0,0.693147180559945,1.09861228866811,0,4.91265488573605,0,1.79175946922805,0,3.13549421592915,0,3.43398720448515,0,4.06683
