"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","bug","loc","bf","hcm"
"43",0,1.38629436111989,4.99043258677874,0,0,0,0,3.17805383034795,0,4.99043258677874,0,0,0.693147180559945,0,0.693147180559945,0,3.29583686600433,0,0,0,0,0,0,3.52636052461616,0,0.693147180559945,0,0,0,0,0,3.61091791264422,1,1.18716
"44",0,0,0,0,0,0,1.79175946922805,1.94591014905531,1.09861228866811,0.693147180559945,0,0,0.693147180559945,2.07944154167984,0,0,0,0,0,0,4.85203026391962,0,0,0,0,0,0,0,0.693147180559945,0,0,2.63905732961526,3,4.99485
"45",0,0,4.23410650459726,1.09861228866811,0,0,0,0,0,0,0,0,0,2.484906649788,4.94875989037817,0,0,0,1.79175946922805,0,0,0,0,0,1.09861228866811,0,0,0,0,0,0,2.89037175789616,1,6.50047
"46",0,0,0,0,1.09861228866811,3.36729582998647,1.09861228866811,5.26785815906333,1.09861228866811,0,0,0,0,0,0.693147180559945,0,2.94443897916644,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,3.43398720448515,2,6.08433
"47",0,0,0,0,2.70805020110221,0,2.94443897916644,0,0.693147180559945,0.693147180559945,0,0,7.12849594568004,5.59842195899838,0,0,0,0,0,0,7.04925484125584,2.30258509299405,0,0,6.04500531403601,1.79175946922805,4.24849524204936,0.693147180559945,6.57228254269401,0,3,5.37063802812766,34,31.8654
"48",0,0,0,0,0,0,4.38202663467388,4.21950770517611,0.693147180559945,0,0,0,0,0,0,1.38629436111989,4.58496747867057,0,3.52636052461616,3.2188758248682,2.63905732961526,0,0,0.693147180559945,0,0,0,2.63905732961526,3.2188758248682,2.484906649788,0,4.36944785246702,0,0.740259
"49",0,0.693147180559945,0,7.26192709270275,0.693147180559945,0,0,0.693147180559945,0,0,0,0,0,0.693147180559945,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.40522845803084,0,1.03163
"50",0,0,6.05208916892442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.56494935746154,0,1,3.8286413964891,3,3.46561
"51",2.484906649788,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0.693147180559945,2.56494935746154,0,0,0,0,5.4510384535657,0,0,0.693147180559945,4.99043258677874,2.77258872223978,0,2.30258509299405,3,4.85875
"52",1.38629436111989,0,0,0,0,0,0,0,4.00733318523247,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.39789527279837,1,3.28866
"53",0,2.99573227355399,0,0,0,0,0.693147180559945,0,5.01727983681492,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0,0,0,1.09861228866811,0,0,2.07944154167984,2.07944154167984,0,0,0,3.17805383034795,1,3.28866
"54",0,3.66356164612965,4.12713438504509,0,0,1.38629436111989,0,4.86753445045558,0,3.43398720448515,0,0,0,0,0,0,0,0,0,0,0,2.39789527279837,0,0,0,0.693147180559945,0,0,0,0,0,4.15888308335967,2,2.35699
"55",1.6094379124341,1.38629436111989,0,4.07753744390572,1.79175946922805,0,0,5.42053499927229,0,0,2.19722457733622,0,0,1.09861228866811,0,0,0,0,0,0,0,0,1.38629436111989,0,0.693147180559945,0,0,0,0,1.09861228866811,0,2.63905732961526,1,1.23854
"56",0,0,0,0,0,0,0,0,0,0,0,0,1.79175946922805,0,1.09861228866811,1.09861228866811,0,0,0,1.79175946922805,5.73334127689775,0.693147180559945,0,0.693147180559945,0,0.693147180559945,1.94591014905531,1.79175946922805,0,3.58351893845611,1,3.40119738166216,5,9.15338
"57",0,0,0,0,0.693147180559945,6.70196036600254,0,0,0,0,0,0,4.36944785246702,0,0,4.60517018598809,0,0,0,0,0,4.54329478227,0,0,0.693147180559945,2.484906649788,4.46590811865458,0,4.65396035015752,0,0,5.4380793089232,2,1.54522
"58",1.09861228866811,3.63758615972639,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,1.6094379124341,0,0,4.36944785246702,0,0,0,1.09861228866811,0,0,0,0,0,0,0,2.99573227355399,1,1.18716
"59",0,0,0,0,0,3.71357206670431,1.38629436111989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.792859
"60",0,2.39789527279837,3.2188758248682,0,3.78418963391826,2.39789527279837,2.89037175789616,4.77068462446567,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,1.6094379124341,0,0,2.19722457733622,0,0,0,0.693147180559945,0,0,1,2.56494935746154,2,7.3729
"61",0,0,0,0.693147180559945,0,3.66356164612965,3.29583686600433,4.46590811865458,0,0.693147180559945,0,0,0,0,3.71357206670431,0,0.693147180559945,0,0,0,0,0,0.693147180559945,0,0,0,0,2.89037175789616,2.99573227355399,4.79579054559674,0,4.07753744390572,2,7.36559
"62",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.36729582998647,0,0,0,0,0,0,0,0,0,0,2.39789527279837,4.18965474202643,0,2.39789527279837,1,3.66829
"63",0,0,0,0,0,0,0,0,0,0,6.96885037834195,7.40062057737113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.31455283232408,1,1.35264
"64",0,0,6.80128303447162,0.693147180559945,0,0,0,0,1.09861228866811,0,1.09861228866811,0,0,0,0,0,4.95582705760126,0,0,0,0.693147180559945,5.08140436498446,0,0,0,2.484906649788,0,0,0,0,0,4.75359019110636,1,0.907447
"65",0.693147180559945,4.47733681447821,0,3.25809653802148,4.14313472639153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.89037175789616,0,0.693147180559945,0.693147180559945,0,0,1.09861228866811,0,3.63758615972639,0,0,0,3.95124371858143,1,2.83909
"66",0,0,0,0,0,0,3.09104245335832,0,0,0,0,0,0,3.58351893845611,0,3.36729582998647,0,0,0,0,0,0,0,0,0,0,0,0,3.3322045101752,0,0,3.36729582998647,2,2.6029
"67",0,1.79175946922805,0,0,1.6094379124341,0,0,0,0,0,2.30258509299405,0,0,6.98471632011827,0,0,0,0,0,0,6.30809844150953,1.38629436111989,0,0,0,0,3.09104245335832,0,0,3.17805383034795,5,1.94591014905531,30,27.817
"68",2.30258509299405,1.94591014905531,0,0,3.58351893845611,3.04452243772342,0,0,0,0,0,0,0,3.29583686600433,0,0,0,0,3.29583686600433,0,0,0,0,0,0,0,0.693147180559945,0,0,4.27666611901606,0,3.46573590279973,0,0
"69",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.91202300542815,0,0,0,0,0,0,0,0,0,0,0,4.39444915467244,0,2.99573227355399,0,2.99495
"70",5.39816270151775,0,1.09861228866811,0,0,0,0,0,0,0,0,0,4.69134788222914,0,0,0,0,0,0,0,3.91202300542815,0,0,0,5.45958551414416,0,3.2188758248682,0.693147180559945,6.7202201551353,0,1,5.16478597392351,3,2.62836
"71",0,0,0,0,0,0,0,0,0,4.79579054559674,1.79175946922805,7.13009851012558,0,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,0,6.76503897678054,1,1.35264
"72",1.38629436111989,0,0,0.693147180559945,3.04452243772342,2.484906649788,0,0,0,0,0,1.6094379124341,0,1.79175946922805,0,0,3.85014760171006,0,0,2.56494935746154,1.6094379124341,1.09861228866811,0,0,0,0,3.68887945411394,2.56494935746154,0,3.85014760171006,0,3.78418963391826,2,1.23854
"73",0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,2.83321334405622,0,0,0,0,0,0,0,3.2188758248682,0,0,0,0,0,3.2188758248682,0,1.38629436111989,0,0,0,6,3.38172
"74",0,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,4.29045944114839,0,0,0,0,0,0,0,0,0,0,0,0,3.73766961828337,0,0,2.56494935746154,0,1.64243
"75",0,0,0,0,0,0,4.24849524204936,0,2.30258509299405,0,0,0,0,0,0,2.56494935746154,0,0.693147180559945,2.19722457733622,2.39789527279837,0,0,0,0,0,0,0,0,0,0,0,3.04452243772342,3,5.15836
"76",0,0,0,0,0,0,2.39789527279837,0,0,0,0,1.09861228866811,0,0,0,4.14313472639153,0,0,1.38629436111989,0,1.79175946922805,0,0.693147180559945,0,0,0,0,0,0,0,0,0,1,1.17515
"77",0,3.97029191355212,0,1.09861228866811,1.79175946922805,0.693147180559945,2.99573227355399,0,0,0,0,0,0,0,0,0,4.24849524204936,0,2.07944154167984,1.94591014905531,0,0,0,0.693147180559945,3.61091791264422,0,0,0,4.51085950651685,0,0,3.63758615972639,2,7.01764
"78",0,0,3.25809653802148,0,0,4.35670882668959,3.61091791264422,0,3.89182029811063,0,0,3.36729582998647,4.4188406077966,1.38629436111989,0.693147180559945,0,0,0,4.93447393313069,4.70048036579242,0,0,0,0,2.19722457733622,0,1.09861228866811,5.50938833662798,1.38629436111989,0,0,5.33271879326537,2,7.70696
"79",3.73766961828337,0,3.63758615972639,0,0,0,0,0,0,5.6970934865054,1.6094379124341,1.79175946922805,0,0,0,0,0,0,0,0,0,0,4.55387689160054,1.09861228866811,0,0.693147180559945,0,0,0,0,0,4.47733681447821,2,2.76873
"80",0,0,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,4.4188406077966,0,0,0,0,2.19722457733622,0.693147180559945,1.09861228866811,0,0,0,0,2.07944154167984,0,2.56494935746154,0,2.67407
"81",0,3.17805383034795,0,0,0,0,2.94443897916644,0,0,0,3.29583686600433,0,0,0,0,0,0,0,0,0.693147180559945,1.38629436111989,0,0,0,1.38629436111989,0,0,0,0,0,0,2.94443897916644,1,1.35264
"82",0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,3.58351893845611,0,0,1.38629436111989,0,0,0,0,0,0,0,0,0,1.09861228866811,1.94591014905531,0,2.39789527279837,0,3.0742
"83",0,0,0,0,0,5.13579843705026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0,0,0,0,3.91202300542815,0,0,3.76120011569356,1,0.792859
"84",0,0,0,0,0,0,4.84418708645859,0,0,1.94591014905531,0,0.693147180559945,0,0,0,0,0,0,3.04452243772342,0,0,0,0,3.61091791264422,0,0,0.693147180559945,0,0,3.25809653802148,0,4.15888308335967,3,4.70913
"85",0,0,0.693147180559945,0,1.79175946922805,4.11087386417331,0,0,0,0,0,0,4.14313472639153,2.89037175789616,0,0,0,0,0,0,0,5.77765232322266,0,0,0,0,1.38629436111989,0,5.36129216570943,0,0,5.0998664278242,6,7.52307
"86",0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.41610040220442,0,6.29526600143965,0,0,0,3.85014760171006,0,0,3.91202300542815,0,0.693147180559945,0,0,0,1,5.11799381241676,2,3.71322
"87",0,0,2.77258872223978,0,4.30406509320417,0,0,0,1.09861228866811,0,0,0,0,4.72738781871234,5.17048399503815,0,1.94591014905531,0,0,0,3.63758615972639,4.61512051684126,0,0,0.693147180559945,0.693147180559945,3.66356164612965,0,0,0.693147180559945,0,4.85981240436167,4,5.74394
"88",0,0,1.79175946922805,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,3.13549421592915,0,3.71357206670431,0,0,0,0,0.693147180559945,0,0,0,4.4188406077966,0,0,3.55534806148941,0,1.3633
"89",0,0.693147180559945,0,0,0,0,5.05624580534831,0,0,0,0,0,0,1.79175946922805,0,0,1.38629436111989,3.09104245335832,2.70805020110221,1.79175946922805,0,0,0,0,0,1.94591014905531,0,0,0,2.07944154167984,0,3.68887945411394,2,5.06437
"90",0,0,5.31811999384422,2.39789527279837,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,2.30258509299405,0,0,0,0,0,0,0,0,0,0,0,3.3322045101752,3,4.74253
"91",3.73766961828337,0,0,2.07944154167984,0,0,0,0,0,5.78074351579233,0,2.07944154167984,0,0,0,0.693147180559945,0,0,0,0,0,0,4.7361984483945,2.63905732961526,0,1.09861228866811,0,0,0,0,0,4.51085950651685,3,4.00726
"92",0,0,0,0,0,0,0,0,2.19722457733622,0,0,0.693147180559945,0,0,0,0,0,0,1.09861228866811,0,0,1.38629436111989,0,0,0,0,1.09861228866811,2.07944154167984,0,2.63905732961526,0,0,1,1.48053
"93",0,3.87120101090789,3.3322045101752,0,0,0,0,1.09861228866811,0,0,0,0,0,3.8286413964891,0,0,2.19722457733622,0,0,0,0,0,7.43720636687129,0,0,0,2.30258509299405,0,0,0,0,6.35437004079735,3,6.53022
"94",0,0,0.693147180559945,0,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,4.56434819146784,0,0,0,0,0,1.38629436111989,0,0,0,2.56494935746154,3.40119738166216,2.56494935746154,0,2.94443897916644,0,2.67407
"95",0,0,3.68887945411394,0,0,0,0,0,0,0,0,0,0,2.83321334405622,5.87493073085203,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38629436111989,0,0,2.77258872223978,0,0
"96",0,0.693147180559945,0,0,0,0,6.71659477352098,0,0.693147180559945,0,0,0,0,0,0,1.38629436111989,2.30258509299405,0,4.46590811865458,0,3.58351893845611,6.84694313958538,0,0,0,1.94591014905531,0,2.63905732961526,4.26267987704132,0,1,3.13549421592915,4,12.5926
"97",0,4.18965474202643,2.484906649788,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,3.09104245335832,0,0,0,0,3.52636052461616,0,0,0,0,0,0,0,3.04452243772342,0,0
"98",0,4.00733318523247,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,1.94591014905531,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,4.43081679884331,0,0,3.93182563272433,1,2.88097
"99",0.693147180559945,0,0,0,0,0,0,0,4.23410650459726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,1.64243
"100",0,0.693147180559945,0,0,0,0,1.09861228866811,0,4.21950770517611,0,0,0,0,0,0,0,0,0,2.484906649788,0,0,0,0,0,1.09861228866811,0,0,0,0,0,0,2.94443897916644,1,3.28866
"101",0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0.693147180559945,0,5.32300997913841,0,0,1.38629436111989,0,0,4.51085950651685,0,0,0,0,0,0,2.83321334405622,0,0,4.07753744390572,2,2.55842
"102",0,0,2.83321334405622,0,0.693147180559945,0,0,1.38629436111989,4.30406509320417,0,0,0,0,0.693147180559945,5.55295958492162,0,0,2.77258872223978,0,2.83321334405622,0,5.25227342804663,0,1.09861228866811,0,0,0,0,0,0,0,3.25809653802148,2,2.5984
"103",0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.07753744390572,0,0,0,0,0,0,0,0,0,0,0,4.31748811353631,0,2.99573227355399,0,2.42975
"104",0,0,0,0,0,0,5.51342874616498,0,0,0.693147180559945,0,0,0,0,0,4.20469261939097,0,1.38629436111989,7.25629723969068,0,0,0,0,0,0,0,0,0,0,0,0,4.48863636973214,3,6.48196
"105",0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46573590279973,0,1.09861228866811,0,0,0.693147180559945,0,5.95842469302978,0,0,4.0943445622221,1,1.17486
"106",0.693147180559945,0,3.66356164612965,0.693147180559945,0,0,1.38629436111989,0,0,0,0,0,0,0,0,2.63905732961526,2.56494935746154,0,2.07944154167984,0.693147180559945,1.09861228866811,0,0,3.13549421592915,0,0,0,0,0,0,0,2.39789527279837,2,2.76004
"107",0,0,0,0,0,0,5.93753620508243,0,0,0,0,0,0,0,0,0,0,2.70805020110221,0,0,0,0,0,0,0,0,0,0,3.2188758248682,0,0,4.58496747867057,3,6.7985
"108",2.07944154167984,5.51342874616498,0,0,0,0,1.38629436111989,0,0,0,0,0,0,0,2.94443897916644,3.49650756146648,3.25809653802148,2.63905732961526,0,0,0,3.80666248977032,0,0,0,5.17614973257383,0,5.23644196282995,5.17048399503815,0.693147180559945,0,4.91265488573605,0,1.64243
"109",0.693147180559945,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,1.09861228866811,0,0,0.693147180559945,0,5.76205138278018,0,0,0,0,0,2.19722457733622,0,0,0,0,0,0,3.78418963391826,2,2.69823
"110",0,0.693147180559945,0,0,0,0,5.03695260241363,0,3.3322045101752,0,0,0,0,0,0,0,0,4.04305126783455,3.43398720448515,0,0,4.48863636973214,0,0,0,0,0,0,4.77912349311153,0,0,2.63905732961526,7,8.28731
"111",0,0,1.6094379124341,0,5.73979291217923,3.46573590279973,0,5.82600010738045,0,0,0,0,1.09861228866811,0,0,1.6094379124341,0,0,0,0,0,1.38629436111989,0,0.693147180559945,0,0,0,3.3322045101752,5.36597601502185,0,0,3.09104245335832,4,6.46103
"112",0,0,0.693147180559945,0,0,1.38629436111989,0,0,1.94591014905531,1.09861228866811,0,0,0,1.09861228866811,0.693147180559945,0,0,0,0,0,0,0,3.09104245335832,0,0,0,0,0,0,3.68887945411394,0,3.17805383034795,0,1.64243
"113",0,0,0,0,0,0,0,0,0,0.693147180559945,5.52942908751142,7.11151211649616,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0.693147180559945,0,0,0,0,0,7.03174125876313,1,1.35264
"114",0,0,0,0,1.94591014905531,0,0,0,3.49650756146648,0,0,0,0,0,0,0,0,0,0,0,0,2.19722457733622,0,0,0,0,0,0,4.93447393313069,0,0,3.95124371858143,1,1.17486
