"","V1","V2","V3","V4","V5","bug","loc","bf","hcm"
"38",1.38629436111989,0,0,3.36729582998647,0.693147180559945,0,1.38629436111989,1,1.18716
"39",0,0,5.14166355650266,0,0,0,2.94443897916644,1,3.81153
"40",0,0,3.71357206670431,4.40671924726425,3.17805383034795,0,2.63905732961526,1,2.88097
"41",0,0,0,3.40119738166216,7.35564110297425,0,5.59098698051086,15,19.4885
"42",0,0,0,4.44265125649032,2.39789527279837,0,3.36729582998647,1,1.12713
"43",5.76205138278018,0,4.15888308335967,0,0,0,3.61091791264422,1,1.18716
"44",0,0,0,4.969813299576,2.07944154167984,0,2.63905732961526,3,4.99485
"45",3.97029191355212,0,5.12396397940326,2.30258509299405,0,0,2.89037175789616,1,6.50047
"46",0,0,5.41164605185504,0,3.29583686600433,0,3.43398720448515,2,6.08433
"47",0,0,0,7.78072088611792,7.33106030521863,3,5.37063802812766,34,31.8654
"48",2.19722457733622,0,5.41164605185504,4.89034912822175,1.38629436111989,0,4.36944785246702,0,0.740259
"49",7.25629723969068,1.09861228866811,2.56494935746154,0,0,0,6.40522845803084,0,1.03163
"50",6.03068526026126,0,3.09104245335832,0,0,1,3.8286413964891,3,3.46561
"51",0,0,5.39362754635236,0,5.30330490805908,0,2.30258509299405,3,4.85875
"52",0,0,0,4.0943445622221,0,0,2.39789527279837,1,3.28866
"53",0,0,0,5.23110861685459,1.09861228866811,0,3.17805383034795,1,3.28866
"54",5.5683445037611,2.19722457733622,0,1.38629436111989,0,0,4.15888308335967,2,2.35699
"55",5.64897423816121,0.693147180559945,0,1.38629436111989,3.2188758248682,0,2.63905732961526,1,1.23854
"56",0,0,0,5.91889385427315,0,1,3.40119738166216,5,9.15338
"57",3.8286413964891,0,0,1.38629436111989,7.12205988162914,0,5.4380793089232,2,1.54522
"58",3.04452243772342,0.693147180559945,4.43081679884331,3.04452243772342,0,0,2.99573227355399,1,1.18716
"59",0,0,0,0,3.78418963391826,0,0,1,0.792859
"60",4.62497281328427,0,3.29583686600433,3.25809653802148,4.43081679884331,1,2.56494935746154,2,7.3729
"61",3.17805383034795,0,5.65599181081985,1.38629436111989,3.68887945411394,0,4.07753744390572,2,7.36559
"62",0,0,4.64439089914137,0,0,0,2.39789527279837,1,3.66829
"63",0,7.900636613018,0,0,0,0,7.31455283232408,1,1.35264
"64",7.028201432058,0,2.77258872223978,4.31748811353631,0,0,4.75359019110636,1,0.907447
"65",4.53259949315326,0,4.85981240436167,2.63905732961526,0,0,3.95124371858143,1,2.83909
"66",0,0,2.70805020110221,0,4.58496747867057,0,3.36729582998647,2,2.6029
"67",3.98898404656427,0,1.94591014905531,7.38770923908104,2.94443897916644,5,1.94591014905531,30,27.817
"68",0,1.94591014905531,2.19722457733622,4.81218435537242,4.07753744390572,0,3.46573590279973,0,0
"69",0,0,4.86753445045558,0,0,0,2.99573227355399,0,2.99495
"70",0,0,0,4.59511985013459,7.22183582528845,1,5.16478597392351,3,2.62836
"71",0,7.22693601849329,0,0,0,0,6.76503897678054,1,1.35264
"72",0,2.56494935746154,0,4.23410650459726,4.83628190695148,0,3.78418963391826,2,1.23854
"73",0,0,0,4.23410650459726,0,0,0,6,3.38172
"74",0,0,0,0,4.75359019110636,0,2.56494935746154,0,1.64243
"75",0,0,4.57471097850338,2.63905732961526,0,0,3.04452243772342,3,5.15836
"76",0,0,1.6094379124341,0,4.38202663467388,0,0,1,1.17515
"77",0,0,4.82028156560504,3.61091791264422,4.86753445045558,0,3.63758615972639,2,7.01764
"78",0.693147180559945,3.43398720448515,5.19295685089021,5.98393628068719,5.30330490805908,0,5.33271879326537,2,7.70696
"79",6.13122648948314,0,1.38629436111989,2.99573227355399,0,0,4.47733681447821,2,2.76873
"80",0,0,4.63472898822964,0,0,0,2.56494935746154,0,2.67407
"81",3.36729582998647,3.04452243772342,2.19722457733622,2.94443897916644,0,0,2.94443897916644,1,1.35264
"82",0,0,2.99573227355399,0,3.36729582998647,0,2.39789527279837,0,3.0742
"83",0,0,0.693147180559945,0,5.39362754635236,0,3.76120011569356,1,0.792859
"84",3.52636052461616,0,4.77912349311153,4.0943445622221,1.79175946922805,0,4.15888308335967,3,4.70913
"85",0.693147180559945,0,1.38629436111989,0,6.5206211275587,0,5.0998664278242,6,7.52307
"86",0,0,5.68357976733868,0,6.3456363608286,1,5.11799381241676,2,3.71322
"87",4.26267987704132,1.38629436111989,5.17614973257383,4.96284463025991,5.14166355650266,0,4.85981240436167,4,5.74394
"88",2.94443897916644,0,4.53259949315326,0,3.73766961828337,0,3.55534806148941,0,1.3633
"89",1.94591014905531,0,5.32787616878958,0,2.07944154167984,0,3.68887945411394,2,5.06437
"90",5.40717177146012,0,0.693147180559945,0,0,0,3.3322045101752,3,4.74253
"91",6.23048144757848,0,0,0,0,0,4.51085950651685,3,4.00726
"92",0,0,0,3.61091791264422,0,0,0,1,1.48053
"93",7.46622755621548,0,0,4.48863636973214,0,0,6.35437004079735,3,6.53022
"94",0,0,4.88280192258637,3.09104245335832,1.09861228866811,0,2.94443897916644,0,2.67407
"95",3.2188758248682,3.04452243772342,5.89440283426485,2.07944154167984,0,0,2.77258872223978,0,0
"96",0,0,7.31121838441963,4.68213122712422,5.95842469302978,1,3.13549421592915,4,12.5926
"97",4.62497281328427,0,3.43398720448515,0,0,0,3.04452243772342,0,0
"98",0,0,4.12713438504509,1.94591014905531,4.38202663467388,0,3.93182563272433,1,2.88097
"99",0,0,0,3.29583686600433,3.80666248977032,0,0,0,1.64243
"100",0,0,1.94591014905531,4.35670882668959,0,0,2.94443897916644,1,3.28866
"101",0,0,0,0,5.75574221358691,0,4.07753744390572,2,2.55842
"102",3.40119738166216,4.11087386417331,6.18208490671663,1.09861228866811,0,0,3.25809653802148,2,2.5984
"103",0,0,4.89783979995091,0,0,0,2.99573227355399,0,2.42975
"104",0,2.19722457733622,7.34794382314869,4.30406509320417,4.61512051684126,0,4.48863636973214,3,6.48196
"105",0,0,0,0,6.04500531403601,0,4.0943445622221,1,1.17486
"106",4.23410650459726,0,3.49650756146648,0,0,0,2.39789527279837,2,2.76004
"107",0,0,5.79301360838414,0,4.49980967033027,0,4.58496747867057,3,6.7985
"108",4.52178857704904,0,6.55961523749324,2.56494935746154,4.79579054559674,0,4.91265488573605,0,1.64243
"109",0,0,5.72358510195238,3.25809653802148,0,0,3.78418963391826,2,2.69823
"110",0.693147180559945,0,5.52545293913178,0.693147180559945,5.40267738187228,0,2.63905732961526,7,8.28731
"111",5.85220247977447,0,4.70048036579242,3.36729582998647,6.10924758276437,0,3.09104245335832,4,6.46103
"112",3.87120101090789,0,0,3.36729582998647,0,0,3.17805383034795,0,1.64243
"113",0,7.29979736675816,0,0,0,0,7.03174125876313,1,1.35264
"114",0,0,3.80666248977032,0,4.94875989037817,0,3.95124371858143,1,1.17486
"115",0.693147180559945,0,3.43398720448515,3.43398720448515,3.3322045101752,0,1.6094379124341,0,2.52013
"116",0,0,1.6094379124341,0,5.35658627467201,0,2.99573227355399,1,1.17486
"117",6.09582456243222,0,0,3.85014760171006,3.98898404656427,0,4.88280192258637,6,7.86104
"118",3.13549421592915,0,0,0,7.03614849375054,1,4.68213122712422,6,11.3053
"119",0,0,2.77258872223978,4.40671924726425,6.67834211465433,1,5.04342511691925,14,11.8687
"120",3.2188758248682,0,3.09104245335832,6.61740297797448,3.46573590279973,0,5.48479693349065,6,8.77321
"121",0,0,1.38629436111989,0,4.53259949315326,0,2.63905732961526,1,0.792859
"122",0,0,0,0,5.71373280550937,0,3.98898404656427,1,0.792859
"123",3.09104245335832,0,4.99043258677874,0,5.84932477994686,0,4.14313472639153,1,1.17515
"124",3.3322045101752,0,4.00733318523247,0,0,0,2.07944154167984,0,0
"125",0,2.56494935746154,4.29045944114839,5.99396142730657,3.3322045101752,0,4.63472898822964,2,4.83343
"126",5.78996017089725,0,5.17048399503815,5.16478597392351,0,0,4.89034912822175,0,0.740259
"127",3.43398720448515,3.29583686600433,5.47646355193151,6.26339826259162,0,0,5.04342511691925,0,0.740259
"128",0,0,0,6.55961523749324,2.39789527279837,0,1.38629436111989,9,5.84867
"129",5.34233425196481,1.79175946922805,5.14749447681345,1.38629436111989,0,0,4.04305126783455,2,6.53653
"130",0,0,3.61091791264422,1.09861228866811,6.65672652417839,0,4.59511985013459,3,6.61495
"131",1.79175946922805,0,1.94591014905531,6.69950034016168,0,0,3.98898404656427,10,8.56136
"132",0,0,6.08904487544685,1.79175946922805,0.693147180559945,0,3.93182563272433,0,3.99248
"133",2.89037175789616,2.07944154167984,3.36729582998647,4.11087386417331,1.09861228866811,0,1.94591014905531,0,0
"134",4.94875989037817,0,0,4.07753744390572,4.65396035015752,0,4.07753744390572,3,6.09962
"135",0,0,0,0,5.08759633523238,0,2.30258509299405,3,4.88853
"136",2.484906649788,0,0,4.00733318523247,7.14282740116162,0,5.4249500174814,2,2.62836
"137",0,0,3.29583686600433,5.20948615284142,2.83321334405622,0,1.38629436111989,0,3.46402
"138",0,0,0,5.04342511691925,0,0,1.94591014905531,4,6.48779
"139",0,0,4.80402104473326,4.66343909411207,0,0,3.58351893845611,1,2.3444
"140",2.30258509299405,0,2.70805020110221,0,3.93182563272433,0,0,2,1.54522
"141",2.89037175789616,0,5.35185813347607,0,0,0,3.63758615972639,2,5.06827
"142",0,0,0,0,5.36129216570943,0,4.17438726989564,2,2.89247
"143",5.64190707093811,2.19722457733622,0,2.484906649788,0,0,4.06044301054642,2,2.76873
"144",0.693147180559945,0,3.36729582998647,3.40119738166216,3.76120011569356,0,2.484906649788,2,4.17568
"145",1.79175946922805,2.39789527279837,5.74939298590825,3.80666248977032,2.94443897916644,0,4.35670882668959,1,1.17486
"146",6.76619171466035,2.94443897916644,0,0,0,0,5.54907608489522,2,4.36338
"147",0,0,0,0,3.78418963391826,0,0,1,0.792859
"148",7.03614849375054,0,6.68085467879022,0,0,0,6.36990098282823,0,1.03163
"149",1.6094379124341,0,2.484906649788,1.09861228866811,5.55682806169954,0,3.58351893845611,1,0.60098
"150",0,5.31811999384422,6.41017488196617,0,0,0,5.42053499927229,1,2.5984
"151",0,2.56494935746154,4.44265125649032,4.7361984483945,1.79175946922805,0,3.29583686600433,1,2.88097
"152",0,2.63905732961526,4.91265488573605,5.12989871492307,1.38629436111989,0,3.91202300542815,2,2.62755
"153",0,7.25559127425367,0,0,0,0,6.77764659363512,1,1.35264
"154",4.18965474202643,0,6.30809844150953,0,3.66356164612965,0,4.35670882668959,3,3.70195
"155",2.39789527279837,0,5.06890420222023,0,0,0,3.3322045101752,0,1.39276
"156",4.54329478227,0,2.83321334405622,5.86078622346587,6.98378996525813,1,3.91202300542815,7,16.2091
"157",0,8.485083137498,0,0,0,0,7.96032362914884,1,1.35264
"158",3.61091791264422,0,1.79175946922805,0,0,0,1.94591014905531,0,1.64243
"159",0,0,0,4.55387689160054,3.61091791264422,0,3.49650756146648,1,4.92899
"160",0,0,5.22035582507832,0,0,0,3.13549421592915,0,2.42975
"161",2.19722457733622,0,0,0.693147180559945,4.0943445622221,0,0,1,0.792859
"162",0.693147180559945,1.09861228866811,0,0,4.74493212836325,0,3.80666248977032,1,3.2211
"163",2.70805020110221,0,6.68586094706836,2.56494935746154,5.37527840768417,0,4.95582705760126,4,7.57455
"164",0,0,0,0,5.29831736654804,0,3.63758615972639,1,0.792859
"165",2.89037175789616,0,0,3.87120101090789,2.99573227355399,0,2.70805020110221,1,2.88097
"166",5.96100533962327,0,0,5.21493575760899,2.56494935746154,1,1.79175946922805,2,5.27595
"167",0,0,0,1.38629436111989,5.54126354515843,1,3.95124371858143,2,1.70353
"168",2.77258872223978,0,5.86078622346587,4.87519732320115,0.693147180559945,0,4.26267987704132,0,0.740259
"169",0,0,3.91202300542815,0.693147180559945,0,0,1.38629436111989,0,2.58969
"170",0.693147180559945,1.79175946922805,5.15329159449778,4.85203026391962,3.95124371858143,0,4.17438726989564,1,1.17486
"171",0,3.13549421592915,0,5.77144112313002,3.2188758248682,0,4.30406509320417,2,1.74444
"172",0,0,0,3.68887945411394,0,0,1.38629436111989,1,1.09884
"173",0,0,4.68213122712422,2.484906649788,0,0,2.99573227355399,1,3.23668
"174",0,0,4.21950770517611,6.04263283368238,3.61091791264422,1,3.43398720448515,2,1.72811
"175",0,0,5.6937321388027,3.66356164612965,0,0,3.89182029811063,2,4.46352
"176",3.2188758248682,0,5.16478597392351,0,0,0,3.49650756146648,3,7.97841
"177",3.87120101090789,0,6.73221070646721,4.97673374242057,0,0,5.11198778835654,2,6.26048
"178",0.693147180559945,2.56494935746154,5.23110861685459,5.81413053182507,4.23410650459726,0,4.59511985013459,0,0
"179",4.36944785246702,0,5.52942908751142,2.39789527279837,3.8286413964891,0,4.89783979995091,1,3.2211
"180",5.4510384535657,0,0,2.07944154167984,0,0,4.33073334028633,0,2.67407
"181",5.32787616878958,3.91202300542815,7.30586003268401,5.57972982598622,6.74170069465205,0,5.65599181081985,0,1.43177
"182",0,0,0,1.09861228866811,5.31811999384422,0,3.46573590279973,1,0.792859
"183",3.78418963391826,0.693147180559945,4.02535169073515,0,0,0,2.99573227355399,0,0
"184",0.693147180559945,0,5.18738580584075,3.25809653802148,0,0,3.85014760171006,2,4.63879
"185",0,0,3.55534806148941,4.78749174278205,3.87120101090789,0,3.85014760171006,2,5.55317
"186",4.31748811353631,0,3.40119738166216,0,0,0,2.56494935746154,2,2.76004
"187",0,0,0,1.6094379124341,3.29583686600433,0,0,1,1.17515
"188",3.73766961828337,0,0,0,4.07753744390572,0,3.09104245335832,2,1.39384
"189",0,0,2.39789527279837,7.78280726283969,5.03043792139244,0,5.24702407216049,13,18.28
"190",0,7.30988148582479,0,0,0,0,6.82437367004309,1,1.35264
"191",0,2.56494935746154,4.98360662170834,0,0,0,2.63905732961526,0,0
"192",0,0,0,5.19849703126583,5.75257263882563,0,3.04452243772342,6,9.29826
"193",4.12713438504509,0,4.70953020131233,0,5.92425579741453,0,4.55387689160054,1,3.87029
"194",0,7.54327334670545,0,0,0,0,7.16703787691222,1,1.35264
"195",0,0,5.71702770140622,0.693147180559945,3.97029191355212,0,3.43398720448515,8,11.1794
"196",0,0,0.693147180559945,3.40119738166216,0,0,1.38629436111989,1,1.33267
"197",5.8664680569333,5.24702407216049,4.26267987704132,3.43398720448515,0,0,5.14749447681345,0,0
"198",0,0,0,3.63758615972639,6.91075078796194,1,5.37527840768417,16,19.4587
"199",0,1.38629436111989,5.75257263882563,0,0,0,4.23410650459726,0,2.67407
"200",0,0,6.19847871649231,0.693147180559945,1.38629436111989,0,2.39789527279837,4,7.46875
"201",4.36944785246702,0,4.79579054559674,2.19722457733622,0.693147180559945,0,2.39789527279837,2,4.01909
"202",0,0,4.8283137373023,2.83321334405622,0,0,1.94591014905531,1,1.26735
"203",0.693147180559945,0,5.26785815906333,2.30258509299405,4.21950770517611,0,4.15888308335967,4,6.54006
"204",5.68017260901707,0,0,5.50938833662798,4.26267987704132,0,4.49980967033027,2,4.67638
"205",7.39756153552405,0,7.59438124255182,2.94443897916644,0,0,6.71295620067707,0,2.52248
"206",0,0.693147180559945,1.09861228866811,0,4.58496747867057,0,2.07944154167984,0,1.64243
"207",7.69348164083518,2.56494935746154,0,3.49650756146648,0,0,6.04737217904628,4,3.50218
"208",6.12468339089421,0,4.68213122712422,2.70805020110221,3.55534806148941,0,4.30406509320417,1,1.17515
"209",0,0,3.85014760171006,0,3.91202300542815,0,3.49650756146648,0,1.64243
"210",0,0,0,0,4.45434729625351,0,1.38629436111989,1,0.792859
"211",5.49306144334055,0,0,0,2.07944154167984,1,3.49650756146648,3,4.10317
"212",0,0,5.67332326717149,4.33073334028633,6.31354804627709,1,4.71849887129509,4,10.1352
"213",0,1.38629436111989,5.04985600724954,1.38629436111989,1.6094379124341,0,3.43398720448515,0,4.06683
"214",5.90263333340137,3.49650756146648,5.80513496891649,6.04025471127741,3.80666248977032,0,5.6021188208797,1,1.18716
"215",0,0,0,0,5.12989871492307,0,3.49650756146648,1,0.792859
"216",0,0,5.70044357339069,3.52636052461616,0,0,3.78418963391826,2,2.69823
"217",0,0,4.94875989037817,0,0,0,3.40119738166216,0,2.67407
"218",1.09861228866811,0,4.91998092582813,1.09861228866811,4.99721227376411,0,2.63905732961526,2,2.35
"219",0,0,0.693147180559945,5.37527840768417,2.70805020110221,0,3.04452243772342,5,1.91372
"220",3.29583686600433,0,2.56494935746154,2.39789527279837,5.64897423816121,0,3.66356164612965,2,2.2048
"221",0,1.94591014905531,4.78749174278205,0,2.83321334405622,0,3.58351893845611,0,4.06683
"222",0.693147180559945,0,2.484906649788,6.96129604591017,5.65599181081985,0,5.55682806169954,11,5.94911
"223",5.65948221575962,0,6.50727771238501,2.07944154167984,0,0,5.34710753071747,3,7.34144
"224",0,0,5.49306144334055,0.693147180559945,4.46590811865458,0,4.59511985013459,2,7.83578
"225",0,0,0,3.49650756146648,2.99573227355399,0,2.07944154167984,0,1.64243
"226",0,0,0,5.55682806169954,0,0,3.71357206670431,3,5.6765
"227",3.73766961828337,0,0,3.87120101090789,7.42714413340862,0,5.74939298590825,15,17.9349
"228",0,2.77258872223978,3.3322045101752,6.11589212548303,0,0,4.27666611901606,1,3.28866
"229",0,0,4.70953020131233,4.64439089914137,3.91202300542815,0,3.93182563272433,2,7.96475
"230",0,0,0,6.71295620067707,4.04305126783455,2,5.20948615284142,18,10.9738
"231",0,0,3.2188758248682,0,5.31320597904179,0,2.70805020110221,0,2.29636
"232",4.30406509320417,0,4.80402104473326,0,0,0,3.40119738166216,0,0
"233",0,0,4.65396035015752,0,0,0,2.56494935746154,0,2.99495
"234",0,0,1.09861228866811,6.12905021006055,7.75362354655975,1,6.23048144757848,22,28.939
"235",3.46573590279973,2.39789527279837,3.63758615972639,5.8664680569333,0.693147180559945,0,4.75359019110636,1,3.09513
"236",1.38629436111989,0,4.14313472639153,3.58351893845611,5.67332326717149,0,4.51085950651685,1,2.94062
"237",0,0,0.693147180559945,4.18965474202643,0,0,2.39789527279837,0,2.58836
"238",0,0,2.484906649788,0,4.70953020131233,0,2.77258872223978,1,1.17486
"239",0,0,0,4.70953020131233,3.46573590279973,0,2.89037175789616,4,1.36109
"240",0,0,5.8636311755981,5.42053499927229,0,0,4.11087386417331,2,2.40151
"241",0,0,4.58496747867057,3.93182563272433,3.3322045101752,0,1.38629436111989,3,3.87796
"242",0,0,0,5.48893772615669,0,0,2.56494935746154,2,2.33696
"243",0,0,0,0,5.85793315448346,0,4.33073334028633,1,1.54522
"244",4.14313472639153,0,0,2.63905732961526,0,0,3.13549421592915,1,0.60098
"245",0.693147180559945,6.15060276844628,0,0,0,0,5.64190707093811,1,1.35264
"246",0,0,3.29583686600433,3.13549421592915,5.09375020080676,0,3.40119738166216,2,6.14206
"247",3.71357206670431,0,5.26269018890489,0,0,0,2.99573227355399,2,2.76004
"248",0,0,4.46590811865458,0,0,0,2.70805020110221,1,4.12294
"249",4.83628190695148,1.38629436111989,3.98898404656427,5.99645208861902,3.13549421592915,0,2.83321334405622,4,3.58153
"250",0.693147180559945,0,3.97029191355212,0,6.3456363608286,0,4.75359019110636,4,8.939
"251",0,2.77258872223978,6.95939851213398,4.55387689160054,4.68213122712422,0,5.01063529409626,10,23.8003
"252",2.70805020110221,0,0,0,5.16478597392351,0,3.29583686600433,1,0.792859
"253",5.06259503302697,0,0,0,5.27811465923052,0,4.38202663467388,1,2.54988
"254",1.09861228866811,0,4.64439089914137,0,4.20469261939097,0,2.30258509299405,1,1.17515
"255",4.14313472639153,0,2.63905732961526,1.6094379124341,0,1,2.39789527279837,3,8.08193
"256",5.96100533962327,0,4.30406509320417,2.19722457733622,3.58351893845611,0,4.94875989037817,0,0
"257",0.693147180559945,0,6.22653666928747,4.07753744390572,0.693147180559945,0,4.44265125649032,0,8.85763
"258",4.55387689160054,0,3.85014760171006,0,0,1,3.43398720448515,3,4.85274
"259",0,0,4.0943445622221,4.59511985013459,3.68887945411394,0,4.12713438504509,1,1.23854
"260",1.94591014905531,3.29583686600433,4.0943445622221,6.33682573114644,3.40119738166216,1,5.03695260241363,6,7.61688
"261",0,2.89037175789616,4.80402104473326,3.91202300542815,0,0,3.52636052461616,1,1.22665
"262",1.79175946922805,1.6094379124341,3.78418963391826,5.04985600724954,4.17438726989564,0,3.97029191355212,1,4.65286
"263",0,0,3.89182029811063,4.12713438504509,0,0,3.2188758248682,0,2.86786
"264",0,0,5.12396397940326,3.17805383034795,0,0,2.484906649788,3,3.6986
"265",3.61091791264422,2.19722457733622,6.08677472691231,6.04500531403601,6.01126717440416,0,5.4510384535657,0,1.43177
"266",5.61677109766657,6.21860011969173,4.00733318523247,4.07753744390572,0,0,5.7268477475872,1,1.35264
"267",0,2.07944154167984,0,5.14166355650266,0,0,3.66356164612965,1,3.28866
"268",2.94443897916644,1.38629436111989,4.18965474202643,5.03043792139244,0,0,1.79175946922805,2,2.69351
"269",0,0,4.96284463025991,1.38629436111989,0,0,2.99573227355399,0,2.99495
"270",2.30258509299405,0,0,2.07944154167984,6.16120732169508,0,4.86753445045558,6,8.72787
"271",4.69134788222914,6.72503364216684,5.25227342804663,1.94591014905531,0,0,5.15905529921453,0,0
"272",0,3.04452243772342,0,5.70711026474888,5.34710753071747,0,3.66356164612965,7,4.8362
"273",0.693147180559945,0,1.09861228866811,0,5.38449506278909,0,3.49650756146648,1,0.792859
"274",7.5963923040642,0,2.94443897916644,0,0,0,6.85435450225502,0,1.31187
"275",3.85014760171006,4.29045944114839,5.99893656194668,2.07944154167984,0,0,2.99573227355399,0,0
"276",1.94591014905531,0,4.11087386417331,0,5.18178355029209,0,3.73766961828337,0,3.0742
"277",0,0,1.6094379124341,4.58496747867057,0,0,2.83321334405622,0,0
"278",4.81218435537242,0,4.43081679884331,0,0,0,3.17805383034795,1,2.08776
"279",5.73657229747919,2.30258509299405,0,1.79175946922805,0,0,4.06044301054642,3,4.00726
"280",0,0,4.61512051684126,0,0.693147180559945,0,2.70805020110221,0,2.42975
"281",0,0,5.44241771052179,0,3.85014760171006,0,3.13549421592915,6,8.8814
"282",0,0,2.77258872223978,3.17805383034795,0,0,1.38629436111989,1,3.66829
"283",0,0,5.82008293035236,2.19722457733622,0,0,3.09104245335832,3,4.67365
"284",0,6.96885037834195,0,0,0,0,6.67076632084587,1,1.35264
"285",0,1.79175946922805,0,0,3.76120011569356,0,2.484906649788,0,1.64243
"286",0,1.38629436111989,0,5.12989871492307,0.693147180559945,0,3.13549421592915,2,4.01101
"287",0,0,4.0943445622221,3.13549421592915,3.76120011569356,0,1.94591014905531,1,2.81758
"288",0,0,1.09861228866811,5.08140436498446,0,0,2.70805020110221,8,9.35438
"289",0,0,3.52636052461616,0,0,0,1.38629436111989,0,2.67407
"290",0,0,0,4.58496747867057,0,0,2.94443897916644,2,4.52366
"291",7.02375895473844,0,4.84418708645859,4.06044301054642,5.82008293035236,0,5.63835466933375,6,12.8567
"292",0,0,0,3.17805383034795,0.693147180559945,0,1.38629436111989,1,1.45269
"293",0.693147180559945,0,3.58351893845611,3.49650756146648,6.13772705408623,0,4.4188406077966,8,12.1251
"294",0,1.94591014905531,6.07304453410041,0.693147180559945,4.39444915467244,0,4.88280192258637,7,12.5285
"295",0,0,5.95842469302978,5.84643877505772,3.46573590279973,0,4.62497281328427,0,0
"296",1.79175946922805,0,4.24849524204936,0,4.55387689160054,0,2.07944154167984,0,0
"297",0,0,2.07944154167984,0,6.23441072571837,0,4.75359019110636,1,2.86107
"298",0,0,0.693147180559945,3.68887945411394,2.77258872223978,0,1.38629436111989,1,1.09884
"299",4.48863636973214,0,4.62497281328427,0,0,0,3.66356164612965,0,0
"300",3.46573590279973,0.693147180559945,0,0,5.16478597392351,1,3.52636052461616,0,2.99256
"301",1.6094379124341,1.09861228866811,1.94591014905531,5.72358510195238,0,0,4.26267987704132,4,5.56724
"302",7.23993259132047,0,0.693147180559945,3.87120101090789,0,0,5.605802066296,5,6.01329
"303",0,0,5.28320372873799,4.26267987704132,0,0,3.71357206670431,0,4.07967
"304",0,0,2.19722457733622,5.99893656194668,3.13549421592915,0,4.04305126783455,0,3.6872
"305",3.2188758248682,0,1.09861228866811,7.4121603349452,6.55535689181067,2,6.0591231955818,9,10.8724
"306",0,0,0,4.12713438504509,2.39789527279837,0,2.63905732961526,1,1.23854
