"numberOfBugsFoundUntil.","numberOfNonTrivialBugsFoundUntil.","directory","k"
15,13,"eclipse","bug-metrics.csv"
4,4,"eclipse","bug-metrics.csv"
1,0,"eclipse","bug-metrics.csv"
6,4,"eclipse","bug-metrics.csv"
1,1,"eclipse","bug-metrics.csv"
0,0,"eclipse","bug-metrics.csv"
3,3,"eclipse","bug-metrics.csv"
9,8,"eclipse","bug-metrics.csv"
10,7,"eclipse","bug-metrics.csv"
1,1,"eclipse","bug-metrics.csv"
0,0,"eclipse","bug-metrics.csv"
24,21,"eclipse","bug-metrics.csv"
2,1,"eclipse","bug-metrics.csv"
12,10,"eclipse","bug-metrics.csv"
8,8,"eclipse","bug-metrics.csv"
6,5,"eclipse","bug-metrics.csv"
7,7,"eclipse","bug-metrics.csv"
8,8,"eclipse","bug-metrics.csv"
6,5,"eclipse","bug-metrics.csv"
13,13,"eclipse","bug-metrics.csv"
1,0,"eclipse","bug-metrics.csv"
0,0,"eclipse","bug-metrics.csv"
6,5,"eclipse","bug-metrics.csv"
4,3,"eclipse","bug-metrics.csv"
1,1,"eclipse","bug-metrics.csv"
2,2,"eclipse","bug-metrics.csv"
7,7,"eclipse","bug-metrics.csv"
1,1,"eclipse","bug-metrics.csv"
10,9,"eclipse","bug-metrics.csv"
9,6,"eclipse","bug-metrics.csv"
1,1,"eclipse","bug-metrics.csv"
5,4,"eclipse","bug-metrics.csv"
3,2,"eclipse","bug-metrics.csv"
10,8,"eclipse","bug-metrics.csv"
10,10,"eclipse","bug-metrics.csv"
3,3,"eclipse","bug-metrics.csv"
9,8,"eclipse","bug-metrics.csv"
4,3,"eclipse","bug-metrics.csv"
17,16,"eclipse","bug-metrics.csv"
33,32,"eclipse","bug-metrics.csv"
0,0,"eclipse","bug-metrics.csv"
1,1,"eclipse","bug-metrics.csv"
11,8,"eclipse","bug-metrics.csv"
0,0,"eclipse","bug-metrics.csv"
5,3,"eclipse","bug-metrics.csv"
20,19,"eclipse","bug-metrics.csv"
14,14,"eclipse","bug-metrics.csv"
41,37,"eclipse","bug-metrics.csv"
2,1,"eclipse","bug-metrics.csv"
8,7,"eclipse","bug-metrics.csv"
2,1,"eclipse","bug-metrics.csv"
3,2,"eclipse","bug-metrics.csv"
27,25,"eclipse","bug-metrics.csv"
3,2,"eclipse","bug-metrics.csv"
8,8,"eclipse","bug-metrics.csv"
5,4,"eclipse","bug-metrics.csv"
2,2,"eclipse","bug-metrics.csv"
14,9,"eclipse","bug-metrics.csv"
2,2,"eclipse","bug-metrics.csv"
8,7,"eclipse","bug-metrics.csv"
8,7,"eclipse","bug-metrics.csv"
24,22,"eclipse","bug-metrics.csv"
0,0,"eclipse","bug-metrics.csv"
17,15,"eclipse","bug-metrics.csv"
0,0,"eclipse","bug-metrics.csv"
1,1,"eclipse","bug-metrics.csv"
8,7,"eclipse","bug-metrics.csv"
1,1,"eclipse","bug-metrics.csv"
0,0,"eclipse","bug-metrics.csv"
2,1,"eclipse","bug-metrics.csv"
4,4,"eclipse","bug-metrics.csv"
57,52,"eclipse","bug-metrics.csv"
0,0,"eclipse","bug-metrics.csv"
1,1,"eclipse","bug-metrics.csv"
6,5,"eclipse","bug-metrics.csv"
12,10,"eclipse","bug-metrics.csv"
3,3,"eclipse","bug-metrics.csv"
3,3,"eclipse","bug-metrics.csv"
3,3,"eclipse","bug-metrics.csv"
16,13,"eclipse","bug-metrics.csv"
1,0,"eclipse","bug-metrics.csv"
13,11,"eclipse","bug-metrics.csv"
17,15,"eclipse","bug-metrics.csv"
31,26,"eclipse","bug-metrics.csv"
6,4,"eclipse","bug-metrics.csv"
1,1,"eclipse","bug-metrics.csv"
27,20,"eclipse","bug-metrics.csv"
9,8,"eclipse","bug-metrics.csv"
1,1,"eclipse","bug-metrics.csv"
12,11,"eclipse","bug-metrics.csv"
13,11,"eclipse","bug-metrics.csv"
3,2,"eclipse","bug-metrics.csv"
1,0,"eclipse","bug-metrics.csv"
4,4,"eclipse","bug-metrics.csv"
8,8,"eclipse","bug-metrics.csv"
2,2,"eclipse","bug-metrics.csv"
1,1,"eclipse","bug-metrics.csv"
25,21,"eclipse","bug-metrics.csv"
6,5,"eclipse","bug-metrics.csv"
13,10,"eclipse","bug-metrics.csv"
17,14,"eclipse","bug-metrics.csv"
2,2,"eclipse","bug-metrics.csv"
0,0,"eclipse","bug-metrics.csv"
7,7,"eclipse","bug-metrics.csv"
7,6,"eclipse","bug-metrics.csv"
43,39,"eclipse","bug-metrics.csv"
5,5,"eclipse","bug-metrics.csv"
135,118,"eclipse","bug-metrics.csv"
21,19,"eclipse","bug-metrics.csv"
9,8,"eclipse","bug-metrics.csv"
8,6,"eclipse","bug-metrics.csv"
0,0,"eclipse","bug-metrics.csv"
2,0,"eclipse","bug-metrics.csv"
0,0,"eclipse","bug-metrics.csv"
0,0,"eclipse","bug-metrics.csv"
117,80,"eclipse","bug-metrics.csv"
4,4,"eclipse","bug-metrics.csv"
0,0,"eclipse","bug-metrics.csv"
1,1,"eclipse","bug-metrics.csv"
0,0,"eclipse","bug-metrics.csv"
28,26,"eclipse","bug-metrics.csv"
16,15,"eclipse","bug-metrics.csv"
5,5,"eclipse","bug-metrics.csv"
0,0,"eclipse","bug-metrics.csv"
1,1,"eclipse","bug-metrics.csv"
1,1,"eclipse","bug-metrics.csv"
1,0,"eclipse","bug-metrics.csv"
9,7,"eclipse","bug-metrics.csv"
9,8,"eclipse","bug-metrics.csv"
26,23,"eclipse","bug-metrics.csv"
5,4,"eclipse","bug-metrics.csv"
1,1,"eclipse","bug-metrics.csv"
1,1,"eclipse","bug-metrics.csv"
45,39,"eclipse","bug-metrics.csv"
1,1,"eclipse","bug-metrics.csv"
0,0,"eclipse","bug-metrics.csv"
0,0,"eclipse","bug-metrics.csv"
3,3,"eclipse","bug-metrics.csv"
32,24,"eclipse","bug-metrics.csv"
17,16,"eclipse","bug-metrics.csv"
5,3,"eclipse","bug-metrics.csv"
3,2,"eclipse","bug-metrics.csv"
6,6,"eclipse","bug-metrics.csv"
8,7,"eclipse","bug-metrics.csv"
11,10,"eclipse","bug-metrics.csv"
3,3,"eclipse","bug-metrics.csv"
0,0,"eclipse","bug-metrics.csv"
11,8,"eclipse","bug-metrics.csv"
8,7,"eclipse","bug-metrics.csv"
11,10,"eclipse","bug-metrics.csv"
10,8,"eclipse","bug-metrics.csv"
26,18,"eclipse","bug-metrics.csv"
12,8,"eclipse","bug-metrics.csv"
15,14,"eclipse","bug-metrics.csv"
9,8,"eclipse","bug-metrics.csv"
0,0,"eclipse","bug-metrics.csv"
0,0,"eclipse","bug-metrics.csv"
41,37,"eclipse","bug-metrics.csv"
2,1,"eclipse","bug-metrics.csv"
4,2,"eclipse","bug-metrics.csv"
3,3,"eclipse","bug-metrics.csv"
2,2,"eclipse","bug-metrics.csv"
40,35,"eclipse","bug-metrics.csv"
22,19,"eclipse","bug-metrics.csv"
2,1,"eclipse","bug-metrics.csv"
1,1,"eclipse","bug-metrics.csv"
1,1,"eclipse","bug-metrics.csv"
1,1,"eclipse","bug-metrics.csv"
2,2,"eclipse","bug-metrics.csv"
5,5,"eclipse","bug-metrics.csv"
2,2,"eclipse","bug-metrics.csv"
2,2,"eclipse","bug-metrics.csv"
8,8,"eclipse","bug-metrics.csv"
2,2,"eclipse","bug-metrics.csv"
38,30,"eclipse","bug-metrics.csv"
0,0,"eclipse","bug-metrics.csv"
3,3,"eclipse","bug-metrics.csv"
1,1,"eclipse","bug-metrics.csv"
12,12,"eclipse","bug-metrics.csv"
10,8,"eclipse","bug-metrics.csv"
8,7,"eclipse","bug-metrics.csv"
5,4,"eclipse","bug-metrics.csv"
0,0,"eclipse","bug-metrics.csv"
17,16,"eclipse","bug-metrics.csv"
1,1,"eclipse","bug-metrics.csv"
30,29,"eclipse","bug-metrics.csv"
44,44,"eclipse","bug-metrics.csv"
6,3,"eclipse","bug-metrics.csv"
8,7,"eclipse","bug-metrics.csv"
8,7,"eclipse","bug-metrics.csv"
29,25,"eclipse","bug-metrics.csv"
26,23,"eclipse","bug-metrics.csv"
10,8,"eclipse","bug-metrics.csv"
3,3,"eclipse","bug-metrics.csv"
12,12,"eclipse","bug-metrics.csv"
2,2,"eclipse","bug-metrics.csv"
7,7,"eclipse","bug-metrics.csv"
8,7,"eclipse","bug-metrics.csv"
9,7,"eclipse","bug-metrics.csv"
38,31,"eclipse","bug-metrics.csv"
8,7,"eclipse","bug-metrics.csv"
13,12,"eclipse","bug-metrics.csv"
16,15,"eclipse","bug-metrics.csv"
62,44,"eclipse","bug-metrics.csv"
15,14,"eclipse","bug-metrics.csv"
4,4,"eclipse","bug-metrics.csv"
1,1,"eclipse","bug-metrics.csv"
2,2,"eclipse","bug-metrics.csv"
102,85,"eclipse","bug-metrics.csv"
6,5,"eclipse","bug-metrics.csv"
7,6,"eclipse","bug-metrics.csv"
1,1,"eclipse","bug-metrics.csv"
1,1,"eclipse","bug-metrics.csv"
4,4,"eclipse","bug-metrics.csv"
2,1,"eclipse","bug-metrics.csv"
0,0,"eclipse","bug-metrics.csv"
4,4,"eclipse","bug-metrics.csv"
10,9,"eclipse","bug-metrics.csv"
2,1,"eclipse","bug-metrics.csv"
9,9,"eclipse","bug-metrics.csv"
5,5,"eclipse","bug-metrics.csv"
2,2,"eclipse","bug-metrics.csv"
1,1,"eclipse","bug-metrics.csv"
2,1,"eclipse","bug-metrics.csv"
2,1,"eclipse","bug-metrics.csv"
9,8,"eclipse","bug-metrics.csv"
1,1,"eclipse","bug-metrics.csv"
2,1,"eclipse","bug-metrics.csv"
9,6,"eclipse","bug-metrics.csv"
2,2,"eclipse","bug-metrics.csv"
6,5,"eclipse","bug-metrics.csv"
36,33,"eclipse","bug-metrics.csv"
8,7,"eclipse","bug-metrics.csv"
2,1,"eclipse","bug-metrics.csv"
0,0,"eclipse","bug-metrics.csv"
8,7,"eclipse","bug-metrics.csv"
1,0,"eclipse","bug-metrics.csv"
9,8,"eclipse","bug-metrics.csv"
39,35,"eclipse","bug-metrics.csv"
5,4,"eclipse","bug-metrics.csv"
26,23,"eclipse","bug-metrics.csv"
22,20,"eclipse","bug-metrics.csv"
3,3,"eclipse","bug-metrics.csv"
6,6,"eclipse","bug-metrics.csv"
1,1,"eclipse","bug-metrics.csv"
69,64,"eclipse","bug-metrics.csv"
11,8,"eclipse","bug-metrics.csv"
7,7,"eclipse","bug-metrics.csv"
37,33,"eclipse","bug-metrics.csv"
0,0,"eclipse","bug-metrics.csv"
6,5,"eclipse","bug-metrics.csv"
2,2,"eclipse","bug-metrics.csv"
0,0,"eclipse","bug-metrics.csv"
1,1,"eclipse","bug-metrics.csv"
3,3,"eclipse","bug-metrics.csv"
85,74,"eclipse","bug-metrics.csv"
4,4,"eclipse","bug-metrics.csv"
11,9,"eclipse","bug-metrics.csv"
4,4,"eclipse","bug-metrics.csv"
20,16,"eclipse","bug-metrics.csv"
1,1,"eclipse","bug-metrics.csv"
17,17,"eclipse","bug-metrics.csv"
29,25,"eclipse","bug-metrics.csv"
1,1,"eclipse","bug-metrics.csv"
5,4,"eclipse","bug-metrics.csv"
2,1,"eclipse","bug-metrics.csv"
6,6,"eclipse","bug-metrics.csv"
5,4,"eclipse","bug-metrics.csv"
5,5,"eclipse","bug-metrics.csv"
12,11,"eclipse","bug-metrics.csv"
2,2,"eclipse","bug-metrics.csv"
9,8,"eclipse","bug-metrics.csv"
3,2,"eclipse","bug-metrics.csv"
2,2,"eclipse","bug-metrics.csv"
15,13,"eclipse","bug-metrics.csv"
9,8,"eclipse","bug-metrics.csv"
8,7,"eclipse","bug-metrics.csv"
1,0,"eclipse","bug-metrics.csv"
0,0,"eclipse","bug-metrics.csv"
3,2,"eclipse","bug-metrics.csv"
1,0,"eclipse","bug-metrics.csv"
1,1,"eclipse","bug-metrics.csv"
1,0,"eclipse","bug-metrics.csv"
3,3,"eclipse","bug-metrics.csv"
11,8,"eclipse","bug-metrics.csv"
1,1,"eclipse","bug-metrics.csv"
2,2,"eclipse","bug-metrics.csv"
0,0,"eclipse","bug-metrics.csv"
0,0,"eclipse","bug-metrics.csv"
14,12,"eclipse","bug-metrics.csv"
0,0,"eclipse","bug-metrics.csv"
0,0,"eclipse","bug-metrics.csv"
16,13,"eclipse","bug-metrics.csv"
0,0,"eclipse","bug-metrics.csv"
1,1,"eclipse","bug-metrics.csv"
11,9,"eclipse","bug-metrics.csv"
15,15,"eclipse","bug-metrics.csv"
3,3,"eclipse","bug-metrics.csv"
0,0,"eclipse","bug-metrics.csv"
3,3,"eclipse","bug-metrics.csv"
44,40,"eclipse","bug-metrics.csv"
20,18,"eclipse","bug-metrics.csv"
0,0,"eclipse","bug-metrics.csv"
196,183,"eclipse","bug-metrics.csv"
25,25,"eclipse","bug-metrics.csv"
4,4,"eclipse","bug-metrics.csv"
34,32,"eclipse","bug-metrics.csv"
0,0,"eclipse","bug-metrics.csv"
2,2,"eclipse","bug-metrics.csv"
6,6,"eclipse","bug-metrics.csv"
2,1,"eclipse","bug-metrics.csv"
48,41,"eclipse","bug-metrics.csv"
89,77,"eclipse","bug-metrics.csv"
1,1,"eclipse","bug-metrics.csv"
6,5,"eclipse","bug-metrics.csv"
0,0,"eclipse","bug-metrics.csv"
3,3,"eclipse","bug-metrics.csv"
2,2,"eclipse","bug-metrics.csv"
0,0,"eclipse","bug-metrics.csv"
9,7,"eclipse","bug-metrics.csv"
5,5,"eclipse","bug-metrics.csv"
10,10,"eclipse","bug-metrics.csv"
4,3,"eclipse","bug-metrics.csv"
31,27,"eclipse","bug-metrics.csv"
2,2,"eclipse","bug-metrics.csv"
3,3,"eclipse","bug-metrics.csv"
1,1,"eclipse","bug-metrics.csv"
2,2,"eclipse","bug-metrics.csv"
11,9,"eclipse","bug-metrics.csv"
3,1,"eclipse","bug-metrics.csv"
4,3,"eclipse","bug-metrics.csv"
4,3,"eclipse","bug-metrics.csv"
1,0,"eclipse","bug-metrics.csv"
2,2,"eclipse","bug-metrics.csv"
9,8,"eclipse","bug-metrics.csv"
6,3,"eclipse","bug-metrics.csv"
32,25,"eclipse","bug-metrics.csv"
11,8,"eclipse","bug-metrics.csv"
0,0,"eclipse","bug-metrics.csv"
39,34,"eclipse","bug-metrics.csv"
0,0,"eclipse","bug-metrics.csv"
15,12,"eclipse","bug-metrics.csv"
1,1,"eclipse","bug-metrics.csv"
1,0,"eclipse","bug-metrics.csv"
6,6,"eclipse","bug-metrics.csv"
2,1,"eclipse","bug-metrics.csv"
1,1,"eclipse","bug-metrics.csv"
1,1,"eclipse","bug-metrics.csv"
28,25,"eclipse","bug-metrics.csv"
15,13,"eclipse","bug-metrics.csv"
0,0,"eclipse","bug-metrics.csv"
8,8,"eclipse","bug-metrics.csv"
1,1,"eclipse","bug-metrics.csv"
18,14,"eclipse","bug-metrics.csv"
2,1,"eclipse","bug-metrics.csv"
22,14,"eclipse","bug-metrics.csv"
4,4,"eclipse","bug-metrics.csv"
4,4,"eclipse","bug-metrics.csv"
7,4,"eclipse","bug-metrics.csv"
59,54,"eclipse","bug-metrics.csv"
40,36,"eclipse","bug-metrics.csv"
10,9,"eclipse","bug-metrics.csv"
6,5,"eclipse","bug-metrics.csv"
2,2,"eclipse","bug-metrics.csv"
9,7,"eclipse","bug-metrics.csv"
2,2,"eclipse","bug-metrics.csv"
19,18,"eclipse","bug-metrics.csv"
4,4,"eclipse","bug-metrics.csv"
23,17,"eclipse","bug-metrics.csv"
8,8,"eclipse","bug-metrics.csv"
1,0,"eclipse","bug-metrics.csv"
2,2,"eclipse","bug-metrics.csv"
6,5,"eclipse","bug-metrics.csv"
0,0,"eclipse","bug-metrics.csv"
3,2,"eclipse","bug-metrics.csv"
56,55,"eclipse","bug-metrics.csv"
3,2,"eclipse","bug-metrics.csv"
9,9,"eclipse","bug-metrics.csv"
21,20,"eclipse","bug-metrics.csv"
3,2,"eclipse","bug-metrics.csv"
0,0,"eclipse","bug-metrics.csv"
7,7,"eclipse","bug-metrics.csv"
13,12,"eclipse","bug-metrics.csv"
13,13,"eclipse","bug-metrics.csv"
2,2,"eclipse","bug-metrics.csv"
10,9,"eclipse","bug-metrics.csv"
6,5,"eclipse","bug-metrics.csv"
0,0,"eclipse","bug-metrics.csv"
6,6,"eclipse","bug-metrics.csv"
1,1,"eclipse","bug-metrics.csv"
1,1,"eclipse","bug-metrics.csv"
20,15,"eclipse","bug-metrics.csv"
2,2,"eclipse","bug-metrics.csv"
6,6,"eclipse","bug-metrics.csv"
28,24,"eclipse","bug-metrics.csv"
26,26,"eclipse","bug-metrics.csv"
0,0,"eclipse","bug-metrics.csv"
0,0,"eclipse","bug-metrics.csv"
14,10,"eclipse","bug-metrics.csv"
6,5,"eclipse","bug-metrics.csv"
4,3,"eclipse","bug-metrics.csv"
0,0,"eclipse","bug-metrics.csv"
35,31,"eclipse","bug-metrics.csv"
3,3,"eclipse","bug-metrics.csv"
1,1,"eclipse","bug-metrics.csv"
32,30,"eclipse","bug-metrics.csv"
16,14,"eclipse","bug-metrics.csv"
6,6,"eclipse","bug-metrics.csv"
3,2,"eclipse","bug-metrics.csv"
36,33,"eclipse","bug-metrics.csv"
1,1,"eclipse","bug-metrics.csv"
3,2,"eclipse","bug-metrics.csv"
36,31,"eclipse","bug-metrics.csv"
3,3,"eclipse","bug-metrics.csv"
11,10,"eclipse","bug-metrics.csv"
25,22,"eclipse","bug-metrics.csv"
3,2,"eclipse","bug-metrics.csv"
3,3,"eclipse","bug-metrics.csv"
0,0,"eclipse","bug-metrics.csv"
0,0,"eclipse","bug-metrics.csv"
4,4,"eclipse","bug-metrics.csv"
9,7,"eclipse","bug-metrics.csv"
1,0,"eclipse","bug-metrics.csv"
3,3,"eclipse","bug-metrics.csv"
4,3,"eclipse","bug-metrics.csv"
5,4,"eclipse","bug-metrics.csv"
1,1,"eclipse","bug-metrics.csv"
9,8,"eclipse","bug-metrics.csv"
22,18,"eclipse","bug-metrics.csv"
26,24,"eclipse","bug-metrics.csv"
28,23,"eclipse","bug-metrics.csv"
81,71,"eclipse","bug-metrics.csv"
1,1,"eclipse","bug-metrics.csv"
18,18,"eclipse","bug-metrics.csv"
4,1,"eclipse","bug-metrics.csv"
5,4,"eclipse","bug-metrics.csv"
33,26,"eclipse","bug-metrics.csv"
3,2,"eclipse","bug-metrics.csv"
3,3,"eclipse","bug-metrics.csv"
13,9,"eclipse","bug-metrics.csv"
0,0,"eclipse","bug-metrics.csv"
128,115,"eclipse","bug-metrics.csv"
11,9,"eclipse","bug-metrics.csv"
40,37,"eclipse","bug-metrics.csv"
15,13,"eclipse","bug-metrics.csv"
8,7,"eclipse","bug-metrics.csv"
6,5,"eclipse","bug-metrics.csv"
9,9,"eclipse","bug-metrics.csv"
14,14,"eclipse","bug-metrics.csv"
1,1,"eclipse","bug-metrics.csv"
7,6,"eclipse","bug-metrics.csv"
1,0,"eclipse","bug-metrics.csv"
7,6,"eclipse","bug-metrics.csv"
4,2,"eclipse","bug-metrics.csv"
1,0,"eclipse","bug-metrics.csv"
6,5,"eclipse","bug-metrics.csv"
56,50,"eclipse","bug-metrics.csv"
1,1,"eclipse","bug-metrics.csv"
3,3,"eclipse","bug-metrics.csv"
0,0,"eclipse","bug-metrics.csv"
6,6,"eclipse","bug-metrics.csv"
6,5,"eclipse","bug-metrics.csv"
5,5,"eclipse","bug-metrics.csv"
1,1,"eclipse","bug-metrics.csv"
6,3,"eclipse","bug-metrics.csv"
3,2,"eclipse","bug-metrics.csv"
3,3,"eclipse","bug-metrics.csv"
19,15,"eclipse","bug-metrics.csv"
6,5,"eclipse","bug-metrics.csv"
28,22,"eclipse","bug-metrics.csv"
2,2,"eclipse","bug-metrics.csv"
4,3,"eclipse","bug-metrics.csv"
0,0,"eclipse","bug-metrics.csv"
3,3,"eclipse","bug-metrics.csv"
66,48,"eclipse","bug-metrics.csv"
7,5,"eclipse","bug-metrics.csv"
3,3,"eclipse","bug-metrics.csv"
1,1,"eclipse","bug-metrics.csv"
5,5,"eclipse","bug-metrics.csv"
1,1,"eclipse","bug-metrics.csv"
9,8,"eclipse","bug-metrics.csv"
7,6,"eclipse","bug-metrics.csv"
1,1,"eclipse","bug-metrics.csv"
1,1,"eclipse","bug-metrics.csv"
1,1,"eclipse","bug-metrics.csv"
11,10,"eclipse","bug-metrics.csv"
1,1,"eclipse","bug-metrics.csv"
4,3,"eclipse","bug-metrics.csv"
41,37,"eclipse","bug-metrics.csv"
4,4,"eclipse","bug-metrics.csv"
1,1,"eclipse","bug-metrics.csv"
5,5,"eclipse","bug-metrics.csv"
1,1,"eclipse","bug-metrics.csv"
0,0,"eclipse","bug-metrics.csv"
8,7,"eclipse","bug-metrics.csv"
7,6,"eclipse","bug-metrics.csv"
1,1,"eclipse","bug-metrics.csv"
11,9,"eclipse","bug-metrics.csv"
1,1,"eclipse","bug-metrics.csv"
1,1,"eclipse","bug-metrics.csv"
3,3,"eclipse","bug-metrics.csv"
6,5,"eclipse","bug-metrics.csv"
5,4,"eclipse","bug-metrics.csv"
1,1,"eclipse","bug-metrics.csv"
0,0,"eclipse","bug-metrics.csv"
8,7,"eclipse","bug-metrics.csv"
2,2,"eclipse","bug-metrics.csv"
4,4,"eclipse","bug-metrics.csv"
3,3,"eclipse","bug-metrics.csv"
8,7,"eclipse","bug-metrics.csv"
0,0,"eclipse","bug-metrics.csv"
1,1,"eclipse","bug-metrics.csv"
24,19,"eclipse","bug-metrics.csv"
0,0,"eclipse","bug-metrics.csv"
7,6,"eclipse","bug-metrics.csv"
10,9,"eclipse","bug-metrics.csv"
3,2,"eclipse","bug-metrics.csv"
2,2,"eclipse","bug-metrics.csv"
1,1,"eclipse","bug-metrics.csv"
1,1,"eclipse","bug-metrics.csv"
19,17,"eclipse","bug-metrics.csv"
205,169,"eclipse","bug-metrics.csv"
31,29,"eclipse","bug-metrics.csv"
44,42,"eclipse","bug-metrics.csv"
8,7,"eclipse","bug-metrics.csv"
4,3,"eclipse","bug-metrics.csv"
50,49,"eclipse","bug-metrics.csv"
11,10,"eclipse","bug-metrics.csv"
4,4,"eclipse","bug-metrics.csv"
0,0,"eclipse","bug-metrics.csv"
0,0,"eclipse","bug-metrics.csv"
132,108,"eclipse","bug-metrics.csv"
1,1,"eclipse","bug-metrics.csv"
8,7,"eclipse","bug-metrics.csv"
4,3,"eclipse","bug-metrics.csv"
3,2,"eclipse","bug-metrics.csv"
1,1,"eclipse","bug-metrics.csv"
2,1,"eclipse","bug-metrics.csv"
1,0,"eclipse","bug-metrics.csv"
2,2,"eclipse","bug-metrics.csv"
7,5,"eclipse","bug-metrics.csv"
8,6,"eclipse","bug-metrics.csv"
7,4,"eclipse","bug-metrics.csv"
20,19,"eclipse","bug-metrics.csv"
2,2,"eclipse","bug-metrics.csv"
5,4,"eclipse","bug-metrics.csv"
24,22,"eclipse","bug-metrics.csv"
6,4,"eclipse","bug-metrics.csv"
0,0,"eclipse","bug-metrics.csv"
3,3,"eclipse","bug-metrics.csv"
41,35,"eclipse","bug-metrics.csv"
7,7,"eclipse","bug-metrics.csv"
6,6,"eclipse","bug-metrics.csv"
3,3,"eclipse","bug-metrics.csv"
7,6,"eclipse","bug-metrics.csv"
16,16,"eclipse","bug-metrics.csv"
12,12,"eclipse","bug-metrics.csv"
0,0,"eclipse","bug-metrics.csv"
2,1,"eclipse","bug-metrics.csv"
7,5,"eclipse","bug-metrics.csv"
8,6,"eclipse","bug-metrics.csv"
17,17,"eclipse","bug-metrics.csv"
3,3,"eclipse","bug-metrics.csv"
4,4,"eclipse","bug-metrics.csv"
4,3,"eclipse","bug-metrics.csv"
5,4,"eclipse","bug-metrics.csv"
10,10,"eclipse","bug-metrics.csv"
7,6,"eclipse","bug-metrics.csv"
2,2,"eclipse","bug-metrics.csv"
8,8,"eclipse","bug-metrics.csv"
3,3,"eclipse","bug-metrics.csv"
14,10,"eclipse","bug-metrics.csv"
9,8,"eclipse","bug-metrics.csv"
8,7,"eclipse","bug-metrics.csv"
1,1,"eclipse","bug-metrics.csv"
11,10,"eclipse","bug-metrics.csv"
76,57,"eclipse","bug-metrics.csv"
4,4,"eclipse","bug-metrics.csv"
2,1,"eclipse","bug-metrics.csv"
10,9,"eclipse","bug-metrics.csv"
26,24,"eclipse","bug-metrics.csv"
13,10,"eclipse","bug-metrics.csv"
0,0,"eclipse","bug-metrics.csv"
6,5,"eclipse","bug-metrics.csv"
27,27,"eclipse","bug-metrics.csv"
69,66,"eclipse","bug-metrics.csv"
1,1,"eclipse","bug-metrics.csv"
3,3,"eclipse","bug-metrics.csv"
2,2,"eclipse","bug-metrics.csv"
1,1,"eclipse","bug-metrics.csv"
30,27,"eclipse","bug-metrics.csv"
0,0,"eclipse","bug-metrics.csv"
9,9,"eclipse","bug-metrics.csv"
2,2,"eclipse","bug-metrics.csv"
9,8,"eclipse","bug-metrics.csv"
5,4,"eclipse","bug-metrics.csv"
36,32,"eclipse","bug-metrics.csv"
1,1,"eclipse","bug-metrics.csv"
2,1,"eclipse","bug-metrics.csv"
5,4,"eclipse","bug-metrics.csv"
1,1,"eclipse","bug-metrics.csv"
0,0,"eclipse","bug-metrics.csv"
1,0,"eclipse","bug-metrics.csv"
4,4,"eclipse","bug-metrics.csv"
35,32,"eclipse","bug-metrics.csv"
17,13,"eclipse","bug-metrics.csv"
10,10,"eclipse","bug-metrics.csv"
