"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","bug","loc","bf","hcm"
"11",0,2.484906649788,0,0,0,0,0,0,0,2.19722457733622,0,0,0,0,0,0,6.63725803128446,0,0,0,0,0,0,2.77258872223978,0,0,0.693147180559945,0,0.693147180559945,0,0,0,0,2.19722457733622,0,3.49650756146648,0,0,0,0,0,0,0,0,0,0,0,0,4.88280192258637,0,0,1.79175946922805,0,0.693147180559945,0,0,0,0,2.484906649788,0,0,0,0,0,0,0,0,0,0,0,0,1.6094379124341,0,0,0,0,0,0,0.693147180559945,0,1,5.06890420222023,3,7.63864
"12",0,0,0,4.29045944114839,0,0,0,0,0,0,0,4.02535169073515,0.693147180559945,0,3.17805383034795,0,0,0,0,5.4510384535657,0,0,1.6094379124341,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.12468339089421,0,0,0,1.38629436111989,0,0,0,0,0,0,1.6094379124341,0,0,1.79175946922805,1.38629436111989,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,2.94443897916644,0,0,0,0,0,0,0,0,0,5.15329159449778,5,10.3932
"13",0,0,0,2.99573227355399,0,0,0,0,0,0,0,0,0,0.693147180559945,0.693147180559945,0,0,0,0,0,0,0,0,0,0,3.55534806148941,0,0,0,0,3.97029191355212,0,0,0,0,0,0,0,0,0.693147180559945,0,0,5.73979291217923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,3.95124371858143,2,6.12275
"14",0,0,0,0,0,0,3.40119738166216,0,3.2188758248682,3.36729582998647,0,0,1.79175946922805,0,0,0,1.94591014905531,0,0,0,0,0,0,0,0,0,1.38629436111989,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,4.11087386417331,0,0,0,1.94591014905531,0.693147180559945,0,0,0,0,0,0,3.40119738166216,0,0,0,0,0.693147180559945,0,0,4.39444915467244,0,0,0,0,0,5.23644196282995,5.52942908751142,0,0,0,3.2188758248682,0.693147180559945,0,0,0,0,0,0,0,0,4.87519732320115,2,8.98492
"15",0,0,0,0,0,0,0,0,0,0,7.07496319796604,0,0,0,0,0,0,0,0,1.38629436111989,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.35185813347607,1,4.87416
"16",0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,3.46573590279973,0,0,3.49650756146648,0,0,0,0,0,0,0,0,0,0,3.13549421592915,0,0,3.66356164612965,0,0,0,0,0,0,0,1.09861228866811,0,0,0,2.63905732961526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38629436111989,0,0,0,0,0,1.94591014905531,0,0,0,0,0,0,1.79175946922805,0,0,0,2.94443897916644,4,5.85726
"17",5.95583736946483,0,0,0,0,0,0,0,0.693147180559945,0,0,0.693147180559945,0,3.09104245335832,0,0,0,0,0,1.09861228866811,0,0,0,0,0,1.38629436111989,2.56494935746154,0,0,0,0,0,0,0,0,0,0,0,5.34233425196481,0,0,0,1.6094379124341,1.79175946922805,3.46573590279973,0,0,1.6094379124341,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,5.91889385427315,0,0,0,0.693147180559945,0,5.46806014113513,0,0,0,5.74939298590825,0,0,0.693147180559945,0,0,0,0,3,5.50533153593236,14,22.9998
"18",0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0.693147180559945,2.70805020110221,0,0.693147180559945,0,0,0,0,0,0.693147180559945,0,0,3.55534806148941,0,0,0,0,0,0,0,0,3.55534806148941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0.693147180559945,0,0.693147180559945,0,0,0,0,0.693147180559945,0,0.693147180559945,2.63905732961526,0,0,0,0,4.45434729625351,0,4.84418708645859,0,0,0,3.76120011569356,1,0
"19",0,1.38629436111989,2.94443897916644,0.693147180559945,3.3322045101752,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,3.58351893845611,0,0,0,0,0,0,0,0,0,0,0,2.07944154167984,0,0,0,0,0,0,0,0,0,0,2.83321334405622,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,2.39789527279837,0,0,0,0,0,0,0,0,0,0,0,0,3.61091791264422,0,6.42599
"20",0,0,0,0.693147180559945,0,0,0,0,0,2.83321334405622,0.693147180559945,0,0,3.76120011569356,0,0.693147180559945,0,0,0,0,0.693147180559945,0,0,0,0,0,5.0998664278242,0,0,0,0,0,0,3.25809653802148,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8286413964891,0,0,3.52636052461616,0,0,0,0,3.8286413964891,0,6.86066367144829,0,0.693147180559945,0.693147180559945,0,0.693147180559945,0,0,0,0,0.693147180559945,0,5.53338948872752,23,15.7896
"21",0,1.38629436111989,0.693147180559945,0,3.68887945411394,0,0,0.693147180559945,4.35670882668959,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0,0,0,1.09861228866811,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0,2.63905732961526,0.693147180559945,0,0,2.70805020110221,0,0,0,0,0,0,0,0,2.19722457733622,0,1.94591014905531,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,4.00733318523247,5.28320372873799,0.693147180559945,0,3.55534806148941,9,18.6755
"22",0,0,0,4.69134788222914,0,0.693147180559945,0,1.6094379124341,0,0,0,0,0,0,0,0.693147180559945,0,0,2.484906649788,0,0,3.52636052461616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.18965474202643,0,0,0.693147180559945,0,1.09861228866811,0,0,0,0.693147180559945,0,0.693147180559945,0,0,0.693147180559945,0,0,0.693147180559945,0.693147180559945,0,0,0,0,0,2.77258872223978,0,0,0,0,5.92157841964382,0,0.693147180559945,1.94591014905531,3.66356164612965,5.72031177660741,0,1,4.82028156560504,11,21.0216
"23",0,0,0,0,0,0,0,2.07944154167984,1.94591014905531,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.04452243772342,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,5.98814
"24",0,0,0,0,2.484906649788,0,1.6094379124341,1.6094379124341,0,0,0,0,0,1.38629436111989,0,0,0,0,0.693147180559945,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0.693147180559945,0,4.96284463025991,0.693147180559945,0,0,0,0,0,3.13549421592915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.71357206670431,0,5.23644196282995,0,0,0,2.99573227355399,0.693147180559945,0,0,0,0,2.484906649788,5.63121178182137,0,0,0,0,0,0,1,4.77912349311153,2,11.1043
"25",0,0,0,3.17805383034795,0,0,0,0,0,0,0,0,0,0,0,0,0,4.34380542185368,0,0,4.29045944114839,3.63758615972639,0,0,0,0,0,3.46573590279973,0,0,0,0,0,1.09861228866811,0.693147180559945,0,0,0,0,0,2.39789527279837,0,0,4.18965474202643,2.99573227355399,0,0,0,0,1.6094379124341,0,0,0,0,0.693147180559945,0,0,3.25809653802148,3.76120011569356,0,1.09861228866811,0,0,0,0,0,0,3.91202300542815,4.24849524204936,1.6094379124341,4.31748811353631,0,0,4.97673374242057,0,0,3.98898404656427,0,0,4.78749174278205,1,4.90527477843843,8,22.1695
"26",0,1.6094379124341,0,4.36944785246702,0,0,0,0,0,0,0,0,0,2.07944154167984,0,0,0,0,0,3.80666248977032,0,0,1.79175946922805,0,0,0,0,0,0,0,4.87519732320115,0,0,0,0,5.87211778947542,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3322045101752,0,0,0,0,0,5.54126354515843,0,0,0,0,0.693147180559945,0,0,0,0,3.29583686600433,0,0,0,0,0,0,0,0,0,0,1.94591014905531,0,0,0,0,5.47227067367148,7,14.0182
"27",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.17805383034795,0,0,0.693147180559945,0,0,0,0,0,2.484906649788,0,2.19722457733622,0,0.693147180559945,0,0,3.13549421592915,0,0,0,4.24849524204936,0,2.89037175789616,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,2.83321334405622,0,0,0,2.63905732961526,0,5.32582
"28",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,2.07944154167984,0,0,0,1.79175946922805,0,0,0,0,0,1.94591014905531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79175946922805,0,0,0,0,0,0,0,0,1.09861228866811,0,0,3.49650756146648,5.19295685089021,0,2.83321334405622,0,3.49650756146648,0,3.18664
"29",0,0,0,0,0,0,0.693147180559945,0,0,1.6094379124341,0,0,0,0,0,0,0,0,0,0,0,3.63758615972639,0,0,0,0,0,4.24849524204936,0,0,0.693147180559945,0,0,2.83321334405622,0,0,3.71357206670431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79175946922805,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,3.04452243772342,0,4.68802
"30",3.95124371858143,0,1.6094379124341,0,0,0,0.693147180559945,0,4.84418708645859,0,0,0,0,0,0,0,3.78418963391826,0,0,0,2.94443897916644,0,0,0,1.09861228866811,0,0,2.56494935746154,0,0,0,0,0,6.35262939631957,0,0,0,0,0,0,4.15888308335967,0,0,0,5.25749537202778,0.693147180559945,0,0,0,5.28826703069454,0,0,4.89783979995091,0,0,0,0,2.77258872223978,1.38629436111989,0,0,0,0.693147180559945,0,0,0,0.693147180559945,1.6094379124341,0,2.77258872223978,0,2.63905732961526,0,0,0,0,0,1.94591014905531,0,0,0,5.76205138278018,24,16.953
"31",0,0,4.31748811353631,0,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,3.73766961828337,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,2.63905732961526,0,1.38629436111989,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,2.94443897916644,1.09861228866811,0,0,0.693147180559945,0,0,0,0,0,0,3.40119738166216,0.693147180559945,0,0,2.07944154167984,0,0,0,0,0,0,0,0,0,0,0,3.80666248977032,2,7.10446
"32",0,2.07944154167984,0,0,3.3322045101752,0,0,0,0,0.693147180559945,0,0,0,0,0.693147180559945,1.09861228866811,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,3.58351893845611,0,0,0,1.79175946922805,0,0,0,0,1.09861228866811,0,0,0,0.693147180559945,0,0.693147180559945,0,1.38629436111989,0,0,0,0,0,4.02535169073515,0,4.27666611901606,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,1.09861228866811,0,0,0,0,0.693147180559945,0,0,1.79175946922805,0.693147180559945,0,0,0,3.87120101090789,2,12.8088
"33",0,0,1.79175946922805,0,0,0.693147180559945,0,0,0,0,3.58351893845611,0,0,0.693147180559945,0,2.77258872223978,0,0,0,3.76120011569356,0,0,0,0,0,0,0,0,0,0,3.46573590279973,4.54329478227,0,0,0,0,0,0,0,1.38629436111989,0,0,0,0,4.55387689160054,0,0,4.92725368515721,2.56494935746154,0,4.79579054559674,0,0,0,0,0.693147180559945,3.89182029811063,0,0,0,0,2.39789527279837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.52636052461616,0,2.07944154167984,0,0,4.97673374242057,4,12.3547
"34",1.09861228866811,0,0,0,3.17805383034795,0,0,0,0,0,0,0,0.693147180559945,0,0,0,4.21950770517611,0,0,0,0,0,0,0,0,0,0,3.46573590279973,0,0,2.63905732961526,0,0.693147180559945,0,0,0,0,1.38629436111989,0,0,0.693147180559945,4.90527477843843,0,2.07944154167984,1.6094379124341,1.6094379124341,1.09861228866811,0,3.95124371858143,2.83321334405622,0,0,0,0,0,0,0,1.09861228866811,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,5.82894561761021,0,0,0.693147180559945,0,0,0,4.44265125649032,0,0,1,5.03695260241363,8,17.2555
"35",0,0,0,0,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,2.484906649788,0,0,1.38629436111989,0,0,0,0,0,0,4.79579054559674,0,0,0,0,0,0,0,0,0,3.63758615972639,0,0,0,0,0,0,0,0,2.56494935746154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.83321334405622,0,0,0,0,0,3.43398720448515,1,6.09363
"36",0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38629436111989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,2.39789527279837,6.04973345523196,0.693147180559945,2.77258872223978,1.6094379124341,0,0,0,0,1.94591014905531,0,0,0,2.30258509299405,5.08140436498446,0,0,0,0,0,3.43398720448515,0,4.57471097850338,7,17.0132
"37",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.51085950651685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,1.38629436111989,0,0,0,0,0,0,2.77258872223978,1,9.16205
"38",0,0,0,0,0,1.09861228866811,1.6094379124341,0,0,0,0,0,0,2.63905732961526,0,1.94591014905531,0,1.6094379124341,0,0,0,0,1.94591014905531,1.09861228866811,0,0,0.693147180559945,1.79175946922805,0,0.693147180559945,0,0,0,0,0,0,0,1.79175946922805,0,0,0,0,0,0,0,1.09861228866811,0,0,1.6094379124341,0,0,3.29583686600433,0,3.80666248977032,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,1.6094379124341,0,2.89037175789616,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,3.46573590279973,1,7.83167
"39",0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.37063802812766,0,0,0,0.693147180559945,1.09861228866811,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,2.30258509299405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.40119738166216,2,1.56044
"40",0,0,0,0,0,0.693147180559945,0,2.56494935746154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38629436111989,0,0,0,3.40119738166216,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,5.28826703069454,0,0,0.693147180559945,0,0,3.43398720448515,0,3.71677
"41",3.2188758248682,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0.693147180559945,0.693147180559945,0,3.58351893845611,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4188406077966,0,0,0,0,1.38629436111989,0,2.39789527279837,3.49650756146648,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6094379124341,0,0,1.94591014905531,0,1.09861228866811,0,3.17805383034795,0,9.36692
"42",0,2.07944154167984,3.52636052461616,1.38629436111989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,2.07944154167984,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,2.07944154167984,0,0,0,1.94591014905531,0,0,0,0,0,0,0,0,0,1.79175946922805,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,2.30258509299405,1,5.36088
"43",0,0,0,0,0,0,0,0,0,1.38629436111989,3.93182563272433,0,0,0,0,0,0,0,0,0,0,0,1.79175946922805,0,0,0,1.09861228866811,2.07944154167984,0,0,0,1.09861228866811,0,0,0,0.693147180559945,2.07944154167984,2.30258509299405,0.693147180559945,0,0,0,0.693147180559945,0,1.79175946922805,1.38629436111989,0,0,0,0,0,0,0,0,1.6094379124341,3.13549421592915,0,0,0,0,0,0,3.29583686600433,2.19722457733622,0,0,0,0,6.0330862217988,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,4.65396035015752,3,13.5092
"44",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.94591014905531,0,0,0,0,1.79175946922805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.27666611901606,0,0,0,0,0,0,0,0,0,1,4.70953020131233,1,8.39741
"45",0,0,0,0,0,0,0.693147180559945,1.6094379124341,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,3.2188758248682,0,0,0,0,0,0,0,0.693147180559945,3.25809653802148,1.09861228866811,0,0,0,0,0.693147180559945,2.39789527279837,0,0,3.3322045101752,1.79175946922805,0,0,2.19722457733622,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,1.6094379124341,0,0,0,0,0,0,3.25809653802148,0,0,1,2.89037175789616,1,5.70432
"46",0,0,2.83321334405622,1.79175946922805,4.4188406077966,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0.693147180559945,0,0,0,0,0,0.693147180559945,0,0,3.25809653802148,0,1.09861228866811,0,0,0,0,0.693147180559945,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.55387689160054,0,0,0,0,0,0,0,0.693147180559945,0,0,0,2.99573227355399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.68887945411394,2,5.2122
"47",0.693147180559945,0,0,0,0,0,0,0,2.39789527279837,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,1.09861228866811,0,0,0,0,0,1.09861228866811,0,0,0,0,2.63905732961526,0,0,0,0,0,0,0,0,3.98898404656427,0,0,0,0,0,0,0,0,0,0,3.8286413964891,0,3.04452243772342,0,0,0,5.53733426701854,5.40717177146012,0,0,1.09861228866811,0,6.13988455222626,0,0,0,0,0,0,0,0,5.19295685089021,5,12.5528
"48",0,0,0,0,0,0,0,0,0,0,0,3.52636052461616,0,0,0,0,0,0,0,0,0.693147180559945,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79175946922805,0,0,0,0,0,3.3322045101752,3.25809653802148,0,0,0,0,0,0,1.6094379124341,0,0,0,0,1.94591014905531,0,0,0,1.6094379124341,0,0,0,0,0.693147180559945,0,5.12396397940326,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,3.55534806148941,4,17.1566
"49",0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,4.69134788222914,0,0,0,0,0,0,0,1.38629436111989,0,0,1.94591014905531,0,0,0,3.78418963391826,1.38629436111989,0,0,0,0,0,0,0,1.09861228866811,0,0,1.6094379124341,0,0,1.79175946922805,0,4.71849887129509,0,0,0,0,0,3.71357206670431,0,1.38629436111989,0.693147180559945,0,0.693147180559945,0,0,0.693147180559945,4.27666611901606,0,0,0,0,0,0,0.693147180559945,0,0,0,2.30258509299405,0,0,0,0,0,0,4.55387689160054,3,5.38823
"50",0,3.04452243772342,0,0,0,0,0,2.39789527279837,0,0,1.94591014905531,0,0.693147180559945,0,0,0,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,2.70805020110221,0,0,2.19722457733622,0,0,0,0,0,0,1.38629436111989,0,0,0,4.54329478227,0,0,1.79175946922805,0,0,0,4.61512051684126,0,0,0,3.29583686600433,0,0,0,2.56494935746154,0,0,3.25809653802148,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,3.29583686600433,0,0,2.63905732961526,0,0,3.52636052461616,0,8.04434
"51",1.38629436111989,0.693147180559945,1.38629436111989,0,0,0,0,1.09861228866811,3.68887945411394,1.38629436111989,0,0,0,0,1.09861228866811,0,0,2.19722457733622,1.6094379124341,0,0,0,0,0,1.6094379124341,0,0,0,0,0.693147180559945,0,0,1.09861228866811,0.693147180559945,1.09861228866811,0,0,0,0,0,1.38629436111989,0.693147180559945,0,0,3.76120011569356,0,0,0,0,0,0,0,0,1.94591014905531,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,4.44265125649032,0,0,0,2.99573227355399,1.94591014905531,0,0,3.29583686600433,3,4.41939
