"","V1","V2","V3","V4","V5","V6","bug","loc","bf","hcm"
"60",7.3132203870903,5.34710753071747,4.62497281328427,0,0,3.95124371858143,1,6.0330862217988,8,21.8404
"61",3.93182563272433,0,4.34380542185368,1.94591014905531,0.693147180559945,0,0,2.99573227355399,2,9.25652
"62",0,0,5.37527840768417,1.6094379124341,6.3491389913798,0,0,4.86753445045558,3,4.385
"63",7.31654817718298,5.68357976733868,4.54329478227,3.2188758248682,4.88280192258637,0,1,5.75257263882563,9,16.6538
"64",0,0,0,5.58724865840025,0,0,0,3.85014760171006,0,4.33338
"65",0,0,5.90263333340137,5.30826769740121,0,5.0998664278242,0,4.70953020131233,7,18.4091
"66",6.07304453410041,0,2.89037175789616,6.26530121273771,0,5.6970934865054,0,5.36129216570943,6,17.8255
"67",5.08140436498446,0,0,0,1.79175946922805,0,0,3.36729582998647,2,8.10954
"68",3.78418963391826,0,0,2.89037175789616,0,0,0,2.63905732961526,3,4.69981
"69",0,0,2.39789527279837,4.85981240436167,0,3.89182029811063,0,3.8286413964891,7,12.0569
"70",0,2.77258872223978,0,5.4249500174814,0,0,0,3.49650756146648,0,7.26436
"71",0,0,3.13549421592915,2.484906649788,3.58351893845611,3.46573590279973,0,2.63905732961526,1,1.76682
"72",0,3.91202300542815,2.83321334405622,5.11198778835654,0,3.04452243772342,0,3.49650756146648,1,15.5592
"73",3.68887945411394,3.80666248977032,2.30258509299405,4.9416424226093,0,2.30258509299405,0,3.55534806148941,3,10.2202
"74",4.67282883446191,0.693147180559945,0,0,6.12249280951439,0,0,4.54329478227,1,1.50465
"75",0,5.91350300563827,0,0,0,0.693147180559945,0,4.56434819146784,2,8.48552
"76",0,0,0,3.13549421592915,3.93182563272433,5.31320597904179,0,3.76120011569356,1,1.76682
"77",0,4.12713438504509,2.56494935746154,0,5.83773044716594,0,0,4.58496747867057,1,1.77712
"78",0.693147180559945,5.52146091786225,0,2.30258509299405,0,0,0,3.49650756146648,1,4.41258
"79",5.4553211153577,0,0,3.36729582998647,0,3.43398720448515,0,3.78418963391826,1,7.72196
"80",6.2841341610708,2.484906649788,3.71357206670431,0,0,0,0,4.63472898822964,5,14.1511
"81",4.87519732320115,0,0,0,2.94443897916644,0,0,3.46573590279973,2,5.07878
"82",2.484906649788,0,3.66356164612965,6.05443934626937,0,0,0,4.72738781871234,0,4.22329
"83",0,2.07944154167984,3.66356164612965,0,0,0,0,1.79175946922805,1,2.63545
"84",6.72982407048948,4.40671924726425,5.8636311755981,0,4.70048036579242,0,0,4.57471097850338,3,11.6831
"85",0,3.85014760171006,0,3.3322045101752,2.99573227355399,1.38629436111989,0,3.3322045101752,0,1.77712
"86",3.40119738166216,0,0,5.35185813347607,0,0,0,3.66356164612965,0,7.72196
"87",4.12713438504509,0,5.87773578177964,4.66343909411207,4.80402104473326,0,0,4.44265125649032,7,10.3576
"88",0,3.8286413964891,3.91202300542815,5.03043792139244,0,0,0,6.4281052726846,13,20.5295
"89",0.693147180559945,0,6.12905021006055,0,7.11882624906208,0,0,5.73009978297357,1,3.71865
"90",2.70805020110221,0,0,2.56494935746154,0,0,0,1.38629436111989,1,2.97312
"91",0,0,4.07753744390572,2.83321334405622,1.09861228866811,0,0,2.39789527279837,2,1.56044
"92",3.89182029811063,0,0,5.95064255258773,0,0,2,5.80814248998044,13,6.85196
"93",0,0,0,4.56434819146784,0,0,0,2.39789527279837,0,2.56656
"94",7.63867982387611,3.13549421592915,0,6.88448665204278,0,6.3818160174061,0,6.58617165485467,13,18.208
"95",5.33753807970132,5.80814248998044,4.91265488573605,5.15905529921453,0,4.26267987704132,2,5.14166355650266,7,12.4581
"96",0.693147180559945,0.693147180559945,0,3.2188758248682,0,3.63758615972639,0,2.56494935746154,0,4.43166
"97",0,4.11087386417331,0,6.20657592672493,4.9416424226093,6.96885037834195,0,5.82600010738045,8,15.1921
"98",0,0,0,4.70953020131233,5.44673737166631,5.73334127689775,1,4.57471097850338,3,11.1198
"99",6.50428817353665,4.67282883446191,1.79175946922805,2.19722457733622,5.68357976733868,2.99573227355399,0,5.03043792139244,9,17.2562
"100",0,0,0,0,5.48893772615669,0,0,3.71357206670431,2,4.53091
"101",4.8283137373023,4.39444915467244,0,0.693147180559945,3.98898404656427,0,0,3.52636052461616,3,11.8519
"102",0,4.70953020131233,7.14440718032114,0,1.6094379124341,1.79175946922805,0,5.35658627467201,4,5.87009
"103",0.693147180559945,4.75359019110636,5.89440283426485,0,4.53259949315326,0,0,4.17438726989564,2,8.42497
"104",5.24174701505964,2.83321334405622,4.04305126783455,1.38629436111989,2.94443897916644,0,0,3.66356164612965,1,8.47144
"105",0,3.2188758248682,0,5.17614973257383,4.39444915467244,6.42486902390539,0,5.07517381523383,16,15.7896
"106",4.45434729625351,1.79175946922805,1.09861228866811,2.484906649788,0,0,0,2.89037175789616,1,0
"107",3.8286413964891,0,0,0,3.04452243772342,0,0,4.71849887129509,2,10.9041
"108",0,1.38629436111989,1.38629436111989,3.52636052461616,2.39789527279837,0.693147180559945,1,3.55534806148941,2,3.10682
"109",4.48863636973214,4.14313472639153,0,5.21493575760899,5.51342874616498,0,0,4.58496747867057,1,16.6473
"110",0,5.56068163101553,3.52636052461616,1.38629436111989,0,0,0,4.12713438504509,1,4.41258
"111",0,1.6094379124341,0,6.80461452006262,3.36729582998647,1.79175946922805,0,4.79579054559674,7,17.0697
"112",2.56494935746154,0,0,4.55387689160054,1.79175946922805,0.693147180559945,0,2.484906649788,0,9.36692
"113",4.47733681447821,0.693147180559945,0,0,0,0,0,2.484906649788,0,6.42599
"114",5.58724865840025,0,0,0,3.43398720448515,0,0,3.80666248977032,2,9.58809
"115",1.09861228866811,0,0,0,4.14313472639153,0,1,6.7428806357919,24,28.1851
"116",0,4.07753744390572,4.58496747867057,5.66642668811243,4.33073334028633,0,0,4.04305126783455,3,5.26723
"117",0,4.46590811865458,3.85014760171006,0,0,0,0,3.25809653802148,0,4.87416
"118",4.53259949315326,6.01615715969835,0,0,4.63472898822964,6.289715570909,0,5.27299955856375,7,11.0027
"119",0,4.33073334028633,0,3.17805383034795,4.11087386417331,5.58724865840025,0,4.0943445622221,3,4.58578
"120",2.99573227355399,3.8286413964891,5.2257466737132,6.1527326947041,2.70805020110221,3.8286413964891,0,4.8283137373023,0,4.73464
"121",0.693147180559945,4.64439089914137,1.09861228866811,0,0,0,1,3.04452243772342,1,1.77712
"122",3.61091791264422,2.19722457733622,0,2.07944154167984,0,0,0,2.07944154167984,0,3.37663
"123",1.38629436111989,4.26267987704132,4.82028156560504,0,4.44265125649032,0,0,4.15888308335967,5,10.0245
"124",2.83321334405622,3.13549421592915,0,0,6.78784498230958,0.693147180559945,0,4.20469261939097,3,7.73771
"125",0,5.96100533962327,3.36729582998647,0,0,0,1,3.97029191355212,6,11.9634
"126",2.484906649788,0,0,4.4188406077966,0,0,0,2.484906649788,2,1.76682
"127",4.70048036579242,0,1.38629436111989,0,2.484906649788,0,0,2.70805020110221,0,3.30831
"128",0,0,4.29045944114839,3.36729582998647,0,0,0,3.2188758248682,1,1.76682
"129",0,0,0,3.40119738166216,3.46573590279973,0,0,2.30258509299405,1,1.76682
"130",0,4.38202663467388,0,0,3.2188758248682,0,0,3.09104245335832,0,6.42599
"131",3.55534806148941,0,0,2.39789527279837,0,6.11809719804135,3,4.27666611901606,3,11.4044
"132",0,0,0,4.4188406077966,0,0,0,2.484906649788,10,13.6235
"133",0,0,2.19722457733622,0,0,3.13549421592915,0,2.63905732961526,1,7.47927
"134",4.0943445622221,0.693147180559945,2.94443897916644,5.30330490805908,0,6.64118216974059,0,5.27811465923052,4,10.137
"135",0,0,2.63905732961526,0,4.35670882668959,0,0,2.94443897916644,0,1.77712
"136",4.35670882668959,4.29045944114839,0,4.29045944114839,2.99573227355399,0,0,4.06044301054642,3,5.88907
"137",1.38629436111989,0,3.2188758248682,5.23644196282995,0,0,0,2.99573227355399,1,8.67904
"138",7.12367278520461,7.74066440191724,4.06044301054642,0,1.09861228866811,0,6,6.36818718635049,10,14.2492
"139",0,4.29045944114839,0,5.87211778947542,4.56434819146784,5.48893772615669,0,4.97673374242057,3,3.15241
"140",5.08140436498446,6.75925527066369,3.09104245335832,4.27666611901606,0,3.43398720448515,1,5.41164605185504,10,24.7436
"141",4.15888308335967,4.35670882668959,4.62497281328427,4.30406509320417,0,0,0,4.02535169073515,3,10.7641
"142",1.09861228866811,0,4.46590811865458,5.61677109766657,4.35670882668959,0,0,3.98898404656427,1,0
"143",4.4188406077966,0,4.89034912822175,5.82008293035236,0.693147180559945,3.13549421592915,0,3.98898404656427,1,10.2628
"144",0,0,3.61091791264422,3.13549421592915,3.89182029811063,5.53338948872752,0,4.02535169073515,5,16.0268
"145",0,0,4.40671924726425,2.94443897916644,0.693147180559945,0,0,3.13549421592915,2,3.71677
"146",4.80402104473326,0,0,0,0,1.38629436111989,0,3.09104245335832,0,3.18664
"147",0,4.81218435537242,0,4.30406509320417,1.6094379124341,3.46573590279973,0,3.8286413964891,2,10.7189
"148",0,1.6094379124341,0,3.49650756146648,2.56494935746154,1.09861228866811,1,1.94591014905531,1,0
"149",0,1.94591014905531,4.0943445622221,1.79175946922805,2.484906649788,0,0,3.13549421592915,0,6.41569
"150",2.94443897916644,4.93447393313069,0,0,0,0,1,3.63758615972639,0,7.91391
"151",3.43398720448515,0,0,2.19722457733622,0,0,0,2.30258509299405,1,3.19695
"152",0,3.63758615972639,0,0,5.65599181081985,0,0,4.34380542185368,1,3.19189
"153",0,0,0,0,5.30330490805908,6.36990098282823,0,4.98360662170834,2,3.01668
"154",6.5875500148248,5.03043792139244,4.80402104473326,4.21950770517611,0,0,1,5.04985600724954,5,10.6231
"155",3.43398720448515,0.693147180559945,5.30330490805908,7.05875815251866,0,4.79579054559674,2,3.58351893845611,3,2.06344
"156",0,0,0,0,4.96284463025991,5.50533153593236,0,4.17438726989564,5,14.266
"157",3.91202300542815,0.693147180559945,0,0,1.38629436111989,0,0,2.30258509299405,0,3.30831
"158",6.76503897678054,0,0,7.00488198971286,0,5.41610040220442,0,6.26530121273771,20,27.4277
"159",3.40119738166216,2.83321334405622,0,0,0,1.94591014905531,0,1.38629436111989,1,1.77712
"160",6.55677835615804,5.97635090929793,5.8171111599632,4.29045944114839,6.16961073249146,2.56494935746154,0,6.03068526026126,1,1.76682
"161",0,0,4.67282883446191,0,0,3.04452243772342,0,2.484906649788,2,1.56044
"162",4.14313472639153,5.51342874616498,2.89037175789616,0.693147180559945,0,0,1,3.63758615972639,3,6.80521
"163",5.43372200355424,3.93182563272433,0,0,0,0,0,4.0943445622221,1,7.57392
"164",3.40119738166216,4.52178857704904,4.53259949315326,0,2.484906649788,0.693147180559945,0,3.76120011569356,1,9.53015
"165",6.0137151560428,3.8286413964891,0.693147180559945,4.87519732320115,0,5.85793315448346,0,5.03043792139244,9,17.2944
"166",5.35658627467201,5.41164605185504,0,6.78671695060508,2.30258509299405,0,2,5.54517744447956,8,19.8138
"167",0.693147180559945,4.57471097850338,0.693147180559945,7.57198844937744,6.10702288774225,5.16478597392351,0,6.18001665365257,7,11.5775
"168",4.58496747867057,0,2.39789527279837,1.38629436111989,0,0,0,2.56494935746154,3,3.82133
"169",0,0,3.43398720448515,1.94591014905531,3.29583686600433,0,0,2.89037175789616,3,6.95514
"170",7.44424864949671,0,6.38350663488401,0,7.68616230349291,0.693147180559945,1,6.4723462945009,17,12.9364
"171",0,0,0,2.39789527279837,5.0998664278242,0,0,3.04452243772342,0,10.2185
"172",2.63905732961526,3.68887945411394,0,4.94875989037817,2.99573227355399,6.1779441140506,2,4.74493212836325,2,3.17095
"173",6.16751649088834,7.83082299513532,3.2188758248682,0,0.693147180559945,0,6,6.41999492814714,25,18.4647
"174",0,0,0,0,3.76120011569356,2.30258509299405,0,2.39789527279837,2,2.71813
"175",6.15060276844628,0,0,4.40671924726425,4.7361984483945,5.8111409929767,0,5.11799381241676,20,32.4055
"176",0,0,6.70441435496411,0,0,0,0,4.61512051684126,3,2.84822
"177",2.07944154167984,0,4.87519732320115,4.39444915467244,3.36729582998647,5.02388052084628,0,3.63758615972639,7,20.1475
"178",3.71357206670431,3.2188758248682,4.06044301054642,4.77068462446567,0,5.77455154554441,0,4.80402104473326,2,8.67717
"179",0,5.54126354515843,5.11799381241676,0,6.44413125670044,0,0,5.56068163101553,11,17.0249
"180",0,0,4.91265488573605,4.52178857704904,0.693147180559945,4.34380542185368,0,4.20469261939097,5,10.786
"181",3.76120011569356,0,0,0,2.77258872223978,1.09861228866811,0,2.30258509299405,0,3.9513
"182",0,0,0,1.09861228866811,0,5.47227067367148,0,3.36729582998647,5,12.0117
"183",5.59842195899838,1.09861228866811,1.79175946922805,4.40671924726425,0,0,0,3.93182563272433,4,10.3419
"184",0,0,6.90975328164481,4.00733318523247,2.30258509299405,0,0,4.91998092582813,2,1.56044
"185",0.693147180559945,0.693147180559945,0,3.36729582998647,3.40119738166216,2.30258509299405,0,1.79175946922805,2,2.5349
"186",0,1.94591014905531,0,4.36944785246702,0,0.693147180559945,0,3.04452243772342,0,6.41569
"187",6.02344759296103,3.29583686600433,2.63905732961526,0,4.35670882668959,2.30258509299405,0,4.38202663467388,5,10.4273
"188",0,0,2.39789527279837,5.77144112313002,4.12713438504509,5.23644196282995,0,4.40671924726425,3,2.15793
"189",4.77912349311153,0,0,4.52178857704904,0,0,0,3.63758615972639,0,3.45817
"190",5.04985600724954,5.83773044716594,4.07753744390572,0,2.07944154167984,0,1,4.89034912822175,3,10.1212
"191",0,0,0,5.19849703126583,0,2.07944154167984,0,3.52636052461616,0,4.68802
"192",4.96284463025991,0,4.34380542185368,0,0,0,0,3.80666248977032,1,6.83528
"193",1.79175946922805,5.01727983681492,0,0,0,6.39526159811545,0,4.70048036579242,3,10.2902
"194",0,0,1.94591014905531,3.17805383034795,3.43398720448515,5.35658627467201,0,3.2188758248682,4,5.97024
"195",6.13772705408623,7.40549566319947,3.3322045101752,0,0,3.17805383034795,1,5.6021188208797,15,17.3217
"196",4.70953020131233,0,2.19722457733622,1.6094379124341,0,0,0,3.17805383034795,1,12.396
"197",4.48863636973214,4.55387689160054,0,2.56494935746154,3.09104245335832,0,0,3.3322045101752,2,7.53549
"198",5.05624580534831,4.67282883446191,5.57972982598622,0,0,0,0,4.17438726989564,3,11.9716
"199",0,0,3.29583686600433,6.68835471394676,6.25766758788264,6.41017488196617,0,5.92692602597041,4,6.31854
"200",5.6937321388027,0,4.83628190695148,3.25809653802148,3.43398720448515,0,0,4.48863636973214,0,7.27922
"201",0.693147180559945,0,5.44673737166631,4.76217393479776,5.11198778835654,6.86797440897029,0,5.63478960316925,3,3.3149
"202",0,1.6094379124341,1.38629436111989,5.15329159449778,1.38629436111989,6.20050917404269,0,4.36944785246702,1,0
"203",4.80402104473326,2.484906649788,0,6.61472560020376,4.55387689160054,0,0,5.44241771052179,3,8.4335
"204",4.90527477843843,5.78996017089725,0.693147180559945,0,3.2188758248682,0,0,4.57471097850338,0,0
"205",3.80666248977032,0,0,4.78749174278205,0,2.30258509299405,0,2.99573227355399,1,4.49802
"206",2.30258509299405,5.72358510195238,2.70805020110221,1.79175946922805,0,6.23048144757848,1,4.94875989037817,5,8.00679
"207",0,0,4.62497281328427,0,0,5.18178355029209,0,3.61091791264422,2,4.4013
"208",3.8286413964891,3.80666248977032,0,5.18738580584075,0,0,2,3.73766961828337,1,5.15731
"209",4.40671924726425,3.3322045101752,2.07944154167984,0,3.09104245335832,1.09861228866811,0,3.78418963391826,0,6.41569
"210",4.72738781871234,0,0,0,2.30258509299405,1.79175946922805,0,2.83321334405622,2,1.76682
"211",0,6.20455776256869,4.57471097850338,0,4.67282883446191,0,0,5.01063529409626,3,10.2527
"212",5.3890717298165,5.15905529921453,4.15888308335967,0.693147180559945,0,0,0,4.7361984483945,5,10.6277
"213",0,0,5.58724865840025,0,0,0,0,3.43398720448515,2,3.15995
"214",1.09861228866811,3.36729582998647,4.93447393313069,5.8636311755981,3.61091791264422,0,0,4.4188406077966,2,1.38451
"215",0,5.98896141688986,2.39789527279837,0,1.6094379124341,0,0,4.52178857704904,1,10.9582
"216",3.46573590279973,0,0,0,1.6094379124341,3.58351893845611,0,2.94443897916644,1,1.76682
"217",0,4.78749174278205,4.35670882668959,4.65396035015752,0,3.85014760171006,0,3.8286413964891,2,4.91442
"218",1.6094379124341,0,2.30258509299405,5.22035582507832,2.07944154167984,0,0,3.29583686600433,0,4.33338
"219",0,6.07073772800249,0.693147180559945,4.84418708645859,0,4.74493212836325,0,4.93447393313069,8,19.8036
"220",0,0,0,4.67282883446191,3.36729582998647,0,0,3.09104245335832,0,7.72196
"221",5.23644196282995,1.38629436111989,5.605802066296,5.51745289646471,3.85014760171006,0,0,5.16478597392351,1,9.30009
"222",0,0,0,5.24702407216049,4.64439089914137,6.20253551718792,0,4.96284463025991,0,6.41569
"223",7.82003798945875,3.40119738166216,6.12905021006055,0,0,1.09861228866811,0,6.18414889093748,12,24.0348
"224",5.42053499927229,0,4.04305126783455,3.85014760171006,6.08677472691231,0.693147180559945,0,5.30826769740121,4,11.7184
"225",0,0,4.15888308335967,3.3322045101752,4.21950770517611,0,0,3.25809653802148,2,11.1153
"226",4.83628190695148,5.76832099579377,2.77258872223978,5.37063802812766,0,6.63331843328038,3,5.64190707093811,12,21.3635
"227",4.61512051684126,2.484906649788,0,0,5.84643877505772,0,0,4.11087386417331,3,8.36237
"228",7.82524529143177,3.87120101090789,6.06145691892802,0,0.693147180559945,0,0,3.3322045101752,1,14.4321
"229",6.61606518513282,2.484906649788,4.87519732320115,7.57301725605255,0,4.89783979995091,0,6.52502965784346,24,32.7874
"230",1.79175946922805,4.21950770517611,0,0,0,0.693147180559945,0,2.39789527279837,0,6.42599
"231",0,0,0.693147180559945,0,4.94875989037817,0,0,3.25809653802148,1,7.6507
"232",3.49650756146648,0,5.22035582507832,4.52178857704904,0,0,0,4.18965474202643,5,17.0076
"233",3.76120011569356,0.693147180559945,0,3.58351893845611,0,0,0,2.30258509299405,0,7.72196
"234",0,0,0,4.53259949315326,0,0,0,2.484906649788,2,1.76682
"235",5.4553211153577,1.79175946922805,0,2.89037175789616,0,0,0,3.43398720448515,5,14.0791
"236",0,0,4.31748811353631,0,0,4.55387689160054,0,2.70805020110221,1,1.76682
"237",0,5.10594547390058,0,0,1.09861228866811,5.64544689764324,0,3.98898404656427,3,10.4245
"238",0,4.70048036579242,2.484906649788,4.77068462446567,1.79175946922805,0,0,3.55534806148941,4,7.44245
"239",6.08221891037645,0,1.79175946922805,0,0,0,0,4.34380542185368,2,3.27147
"240",3.71357206670431,4.63472898822964,0,3.68887945411394,0,2.19722457733622,0,3.43398720448515,0,6.61569
"241",3.85014760171006,0,3.13549421592915,0,2.56494935746154,0,0,2.70805020110221,0,6.41569
"242",0,0,0,4.31748811353631,0,0,0,2.484906649788,0,4.68802
"243",4.18965474202643,4.84418708645859,2.07944154167984,4.59511985013459,0,0,0,3.97029191355212,5,14.6314
"244",0,2.77258872223978,3.91202300542815,1.79175946922805,3.71357206670431,4.4188406077966,0,2.94443897916644,3,8.04434
"245",0,4.04305126783455,0,0,4.81218435537242,0,0,3.49650756146648,0,6.42599
"246",0,0,3.58351893845611,2.56494935746154,0,2.89037175789616,0,2.07944154167984,2,1.56044
"247",4.87519732320115,6.28785856016178,0,0.693147180559945,0,3.80666248977032,1,4.20469261939097,6,8.84204
"248",0,0,0,3.29583686600433,0,3.61091791264422,0,1.38629436111989,0,4.75414
"249",0.693147180559945,0,0,4.17438726989564,0,0,0,2.77258872223978,0,4.68802
"250",0,2.07944154167984,0,5.06890420222023,0,0,0,3.40119738166216,1,7.7645
"251",3.98898404656427,0,0.693147180559945,4.69134788222914,0,4.12713438504509,0,3.46573590279973,1,1.76682
"252",5.25749537202778,0,0,5.14166355650266,0,0,0,4.36944785246702,3,4.63681
"253",3.09104245335832,1.6094379124341,6.48616078894409,0,0,0,0,4.87519732320115,3,7.722
"254",0,1.38629436111989,2.484906649788,4.43081679884331,5.06890420222023,0,0,3.68887945411394,3,1.77712
"255",1.79175946922805,4.06044301054642,4.34380542185368,0,5.19295685089021,0,0,4.38202663467388,0,6.42599
"256",0,3.8286413964891,1.6094379124341,0,0.693147180559945,1.94591014905531,0,1.38629436111989,2,9.00686
"257",0,5.38449506278909,0,0,0,0,1,5.32300997913841,2,11.1262
"258",4.91998092582813,5.97888576490112,1.09861228866811,6.04500531403601,0,6.63594655568665,2,5.77144112313002,3,7.08227
"259",0,0,2.30258509299405,4.8283137373023,1.79175946922805,4.31748811353631,0,3.61091791264422,2,4.2852
"260",5.59098698051086,6.13122648948314,0,0,3.3322045101752,0.693147180559945,2,5.28320372873799,5,21.0564
"261",4.62497281328427,0,0,0,0,3.04452243772342,0,3.43398720448515,4,7.08978
"262",5.78382518232974,5.5683445037611,0.693147180559945,5.50938833662798,0,4.67282883446191,0,4.89034912822175,2,5.13272
"263",0.693147180559945,0,2.83321334405622,4.94875989037817,5.29831736654804,0,0,4.49980967033027,0,3.17095
"264",0,0,0,0,4.17438726989564,0,0,3.13549421592915,0,8.62632
"265",1.09861228866811,0.693147180559945,1.09861228866811,5.44241771052179,0,0,0,3.73766961828337,2,15.0796
"266",0,5.2257466737132,3.87120101090789,0,0.693147180559945,0,0,3.3322045101752,1,1.77712
"267",0,4.87519732320115,0,1.6094379124341,0,0,0,2.89037175789616,1,1.77712
"268",1.94591014905531,3.3322045101752,4.40671924726425,3.46573590279973,4.0943445622221,3.89182029811063,1,3.55534806148941,0,7.00075
