"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","bug","loc","bf","hcm"
"13",0,0,0,0,0,0,5.96614673912369,0,0,0.693147180559945,0,0,0,0,3.40119738166216,0,0,0,0,0,0,3.95124371858143,2,6.12275
"14",0,0,4.62497281328427,0.693147180559945,0,0,3.87120101090789,0,0,0,0,0,1.6094379124341,0,0,5.31320597904179,5.93753620508243,1.6094379124341,0,0,0,4.87519732320115,2,8.98492
"15",0,0,0,0,0,0,7.03790596344718,0,0,0,0,0,0,0,3.87120101090789,0,0,0,0,0,0,5.35185813347607,1,4.87416
"16",0,0,0,0,0,0,0.693147180559945,4.74493212836325,0,0,3.46573590279973,0,0,1.94591014905531,0,0,0,0,0,0.693147180559945,0,2.94443897916644,4,5.85726
"17",0,0,0,0.693147180559945,3.95124371858143,5.24174701505964,2.63905732961526,0,0,1.94591014905531,0,0,0,0,0.693147180559945,6.94505106372583,0,5.55682806169954,0,3.85014760171006,3,5.50533153593236,14,22.9998
"18",0,1.79175946922805,3.25809653802148,0,0,0.693147180559945,0,0,0,0,4.81218435537242,0,3.95124371858143,2.77258872223978,0,0,0,4.59511985013459,0,0,0,3.76120011569356,1,0
"19",2.63905732961526,3.52636052461616,0,0,0,0,1.09861228866811,0,0,0,4.23410650459726,0,0,0,1.94591014905531,0,0,0,0,0,0,3.61091791264422,0,6.42599
"20",0,0,0,2.83321334405622,0,0,5.4971682252932,0,3.36729582998647,0,0,3.25809653802148,3.91202300542815,0,1.38629436111989,3.98898404656427,6.78784498230958,1.94591014905531,3.17805383034795,0,0,5.53338948872752,23,15.7896
"21",1.09861228866811,4.83628190695148,5.01727983681492,0,0,1.38629436111989,0,2.70805020110221,0,0,0.693147180559945,0,0,0,0,0,0,0,0,4.85203026391962,0,3.55534806148941,9,18.6755
"22",0,3.04452243772342,0,0,0,0,5.3890717298165,4.34380542185368,0,0,3.09104245335832,0,0,2.484906649788,0,0,0,0,0,6.43294009273918,1,4.82028156560504,11,21.0216
"23",0.693147180559945,2.83321334405622,2.77258872223978,0,0,0,0,0,0.693147180559945,0,0,0,0,0,1.09861228866811,0,0,0,0,0.693147180559945,1,0,2,5.98814
"24",1.38629436111989,3.46573590279973,0,0,0,0.693147180559945,5.4249500174814,0,0,4.47733681447821,0,2.77258872223978,0,0.693147180559945,0.693147180559945,5.89440283426485,0.693147180559945,0,0,0,1,4.77912349311153,2,11.1043
"25",0,0,5.19849703126583,0,4.77068462446567,4.00733318523247,4.83628190695148,0,0,0,5.3890717298165,0,3.61091791264422,3.71357206670431,0,2.89037175789616,4.0943445622221,3.66356164612965,0,3.66356164612965,1,4.90527477843843,8,22.1695
"26",6.57786135772105,0.693147180559945,0,0,0,0,0,0,4.38202663467388,0,0,1.09861228866811,0,4.89034912822175,0,0,0,0,1.6094379124341,0,0,5.47227067367148,7,14.0182
"27",0,0,0,0,0,0,0,0,0,0,0,0,4.64439089914137,2.484906649788,0,0,0,4.06044301054642,0,0,0,2.63905732961526,0,5.32582
"28",0,0,4.21950770517611,0,0,0,0,4.85203026391962,1.09861228866811,0,0,0,3.40119738166216,2.07944154167984,0,0,0,2.83321334405622,0,1.94591014905531,0,3.49650756146648,0,3.18664
"29",0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,4.43081679884331,3.73766961828337,0,0,0,3.8286413964891,0,1.79175946922805,0,3.04452243772342,0,4.68802
"30",0,0,6.0330862217988,0,0,0,1.09861228866811,4.43081679884331,1.09861228866811,0,4.89783979995091,4.06044301054642,6.39359075395063,0,0,0,5.21493575760899,0,0,0,0,5.76205138278018,24,16.953
"31",5.02388052084628,0,0,3.04452243772342,0.693147180559945,0,0,0,0.693147180559945,2.07944154167984,0,0,0,2.70805020110221,0,0,0,0,0,0,0,3.80666248977032,2,7.10446
"32",2.70805020110221,4.75359019110636,0,1.79175946922805,0,0,0,3.09104245335832,0,0,3.58351893845611,2.484906649788,0,2.99573227355399,0,0,1.09861228866811,0,0,0,0,3.87120101090789,2,12.8088
"33",3.58351893845611,1.79175946922805,0,0,5.47227067367148,0,0,2.484906649788,0,0,0,0,1.79175946922805,0,4.47733681447821,0,0,0,3.85014760171006,5.57215403217776,0,4.97673374242057,4,12.3547
"34",0,3.25809653802148,3.49650756146648,0,0,2.89037175789616,0,0,0,0,6.30991827822652,0,4.49980967033027,0,0,0,0.693147180559945,3.98898404656427,0,3.09104245335832,1,5.03695260241363,8,17.2555
"35",3.87120101090789,1.09861228866811,0,0,0,0.693147180559945,4.07753744390572,0,0,0,4.12713438504509,3.49650756146648,0,0,0,0,0,0,0,0,0,3.43398720448515,1,6.09363
"36",0,0,0,0.693147180559945,0,0,5.28320372873799,0,0,1.09861228866811,0,0,1.94591014905531,0,0.693147180559945,6.10255859461357,2.56494935746154,0,0,0,0,4.57471097850338,7,17.0132
"37",1.79175946922805,0,0,0,0,0,1.38629436111989,0,0,0,3.04452243772342,0,0,3.63758615972639,0,0,1.09861228866811,0,3.40119738166216,0,0,2.77258872223978,1,9.16205
"38",0,4.04305126783455,0,0,0.693147180559945,0.693147180559945,0,0,3.71357206670431,2.484906649788,0,2.63905732961526,1.6094379124341,3.09104245335832,0,0.693147180559945,0,0,0,0,0,3.46573590279973,1,7.83167
"39",0,0,0,0,1.38629436111989,0,0,1.38629436111989,0,5.0998664278242,0,0,0,0,0,0,0,4.15888308335967,0,0,0,3.40119738166216,2,1.56044
"40",1.79175946922805,3.80666248977032,0,0,0,0,1.6094379124341,0,0,0,0,5.0998664278242,0,0,1.79175946922805,0,0,0,1.09861228866811,3.13549421592915,0,3.43398720448515,0,3.71677
"41",0,0,0,0,0,0,0,4.52178857704904,0,0,0,0,2.77258872223978,0,0,0,0,4.53259949315326,1.94591014905531,0,0,3.17805383034795,0,9.36692
"42",3.97029191355212,0,0,0,2.39789527279837,0,0,0,0,1.79175946922805,0,0,0,0,1.38629436111989,0,0.693147180559945,0,0,0,0,2.30258509299405,1,5.36088
"43",0,0,4.99043258677874,0,0,0,0,0,0,0,0,0,0,0,2.19722457733622,5.72358510195238,0,4.31748811353631,3.71357206670431,0,0,4.65396035015752,3,13.5092
"44",0,0,0,0,0,0,0,0,0,0,4.4188406077966,0,0,0,0,0,0,0,0,0,1,4.70953020131233,1,8.39741
"45",0,2.77258872223978,2.39789527279837,0,0,3.73766961828337,0,0,0,3.09104245335832,3.46573590279973,0,0,3.13549421592915,0,0,0,0,0,0,1,2.89037175789616,1,5.70432
"46",1.6094379124341,4.7361984483945,0,1.38629436111989,0,0,0,3.63758615972639,0,0,4.21950770517611,0,0,2.99573227355399,2.19722457733622,0,0,0,0,0,0,3.68887945411394,2,5.2122
"47",0,0,4.46590811865458,0,0,5.30330490805908,0,0,0,0,3.2188758248682,2.30258509299405,0.693147180559945,0,0,6.3456363608286,5.29831736654804,0,0,0,0,5.19295685089021,5,12.5528
"48",0,0,1.09861228866811,0,3.61091791264422,0,0,0,0,0,3.29583686600433,0,0,0,0,0,5.06259503302697,4.00733318523247,0,0,0,3.55534806148941,4,17.1566
"49",1.6094379124341,1.09861228866811,0,1.94591014905531,0,5.48063892334199,0,0,3.76120011569356,1.94591014905531,0.693147180559945,0,4.14313472639153,0,3.66356164612965,2.63905732961526,0,1.09861228866811,0,0,0,4.55387689160054,3,5.38823
"50",3.95124371858143,0,0,0,0,0,0,0,0,1.09861228866811,0,1.09861228866811,1.09861228866811,4.12713438504509,0,0,0,4.35670882668959,0,5.14166355650266,0,3.52636052461616,0,8.04434
"51",1.09861228866811,2.63905732961526,4.30406509320417,0,0.693147180559945,0,4.46590811865458,3.68887945411394,0,0,0,0,0,0,0,0,0,0,0,3.17805383034795,0,3.29583686600433,3,4.41939
"52",4.58496747867057,0,1.79175946922805,1.94591014905531,0,0,4.72738781871234,2.39789527279837,0,4.58496747867057,0,1.94591014905531,0,0,0,0,1.38629436111989,0,5.70044357339069,0,0,4.24849524204936,4,12.3849
"53",6.34738920965601,0,0,1.09861228866811,0,2.63905732961526,0,0,0.693147180559945,0,0,0,4.89034912822175,6.02586597382531,5.36129216570943,0,0,0,0,0.693147180559945,0,4.54329478227,11,16.5679
"54",1.38629436111989,0,0,0,0,0,0,0,0,0,0,0,1.38629436111989,3.13549421592915,4.72738781871234,0,1.09861228866811,0,1.38629436111989,0,0,2.89037175789616,1,1.76682
"55",4.61512051684126,0,2.99573227355399,2.77258872223978,0,0,0,0,0,0.693147180559945,4.74493212836325,3.80666248977032,0,0,4.26267987704132,0,0,0,4.31748811353631,3.93182563272433,0,4.88280192258637,2,14.705
"56",0,0,2.39789527279837,0,1.38629436111989,1.6094379124341,0.693147180559945,0,0,0,0,0.693147180559945,0,0,0,0,0.693147180559945,0,0,3.46573590279973,0,1.38629436111989,1,1.77712
"57",0,1.79175946922805,5.84643877505772,2.07944154167984,4.81218435537242,0,0,4.65396035015752,0.693147180559945,3.78418963391826,3.71357206670431,3.91202300542815,6.7719355558396,0,0,4.27666611901606,5.26785815906333,4.67282883446191,0,3.76120011569356,0,6.07073772800249,15,27.4268
"58",0,0,0,0,0,0.693147180559945,0,0,0,7.05875815251866,0,2.39789527279837,1.09861228866811,3.8286413964891,0,0,0,0,0,0,0,5.11799381241676,4,6.33209
"59",0,2.89037175789616,1.38629436111989,0,2.99573227355399,0,0,1.09861228866811,0,2.19722457733622,1.94591014905531,0,0,0,0.693147180559945,0,0,0,0,0,0,2.484906649788,1,3.19695
"60",5.11799381241676,6.79234442747081,4.31748811353631,0,5.53338948872752,0,0,5.24174701505964,0,1.09861228866811,1.38629436111989,0.693147180559945,0,4.46590811865458,0,1.09861228866811,0,3.58351893845611,0,5.08759633523238,1,6.0330862217988,8,21.8404
"61",4.29045944114839,0,0,0,0,1.09861228866811,0,3.52636052461616,0,0,0,1.38629436111989,0,1.6094379124341,0,0,0,0,2.99573227355399,0,0,2.99573227355399,2,9.25652
"62",0,0,0,6.61204103483309,0,0,0,0,2.484906649788,0,0,0.693147180559945,0,0.693147180559945,0,0,0,0,3.55534806148941,0,0,4.86753445045558,3,4.385
"63",0,5.90808293816893,0,4.27666611901606,5.27811465923052,0.693147180559945,1.09861228866811,5.54907608489522,0,0,6.69456205852109,0,0,5.66642668811243,0,0,0,0,0,4.07753744390572,1,5.75257263882563,9,16.6538
"64",0,0,0,0,0,0,0,0,0.693147180559945,0,0.693147180559945,5.45958551414416,3.40119738166216,0,0,0,0,0,0.693147180559945,0,0,3.85014760171006,0,4.33338
"65",0,0,0,0,0,0,0,4.66343909411207,0,4.89783979995091,0,1.79175946922805,0,2.39789527279837,1.38629436111989,4.31748811353631,0,5.8664680569333,0,3.87120101090789,0,4.70953020131233,7,18.4091
"66",0,5.89715386763674,2.89037175789616,3.46573590279973,0,0,0,0.693147180559945,3.25809653802148,3.78418963391826,4.30406509320417,0,6.17170059741091,0,0,0,5.4249500174814,2.77258872223978,0,0,0,5.36129216570943,6,17.8255
"67",5.08759633523238,0,0,1.09861228866811,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,3.36729582998647,2,8.10954
"68",0,0,0,0,2.83321334405622,0,0,3.13549421592915,0,0,0,0,3.09104245335832,0,0,0,0,0,0,0.693147180559945,0,2.63905732961526,3,4.69981
"69",0,0,1.79175946922805,0,0,0,0,1.79175946922805,0,0,0,0,4.00733318523247,0,0,1.79175946922805,0,4.74493212836325,0,1.38629436111989,0,3.8286413964891,7,12.0569
"70",0,0,3.25809653802148,0,1.38629436111989,0,0,0,0,0,0.693147180559945,0,5.18738580584075,3.52636052461616,0,0,0,0,0,0.693147180559945,0,3.49650756146648,0,7.26436
"71",0,0,0,3.3322045101752,0,1.79175946922805,0,2.39789527279837,0,0,1.79175946922805,0,1.38629436111989,0,0,0,3.91202300542815,0,0,0,0,2.63905732961526,1,1.76682
"72",0,0,2.19722457733622,0,0,1.09861228866811,2.56494935746154,0,0,3.04452243772342,0,0,0,3.3322045101752,0,2.39789527279837,0,5.11799381241676,0,1.79175946922805,0,3.49650756146648,1,15.5592
"73",0,3.58351893845611,0,0,0,3.8286413964891,0.693147180559945,0.693147180559945,0,0,0,2.30258509299405,0,0,0,0,0.693147180559945,4.969813299576,0,1.79175946922805,0,3.55534806148941,3,10.2202
"74",5.09375020080676,0,0,3.73766961828337,0.693147180559945,0,0,0,0,0,0,0,0,5.88332238848828,0,0,0,0,0,0,0,4.54329478227,1,1.50465
"75",0,3.8286413964891,0,0,0,3.43398720448515,4.02535169073515,0,0,1.09861228866811,4.21950770517611,0,0,4.60517018598809,0,0,0,0,0,4.29045944114839,0,4.56434819146784,2,8.48552
"76",0,0,0,3.68887945411394,0,0,0,0,0,0,2.83321334405622,0,0,0,0,2.07944154167984,5.35658627467201,0,0.693147180559945,0,0,3.76120011569356,1,1.76682
"77",0,0.693147180559945,0,4.72738781871234,2.94443897916644,0,0,0,0.693147180559945,0,0,1.79175946922805,0,5.62401750618734,0,0,0.693147180559945,0,0.693147180559945,0,0,4.58496747867057,1,1.77712
"78",0,0,0,0,0,0,5.42053499927229,0,0,0,0,0,0,3.52636052461616,0.693147180559945,0,0,0,0,0,0,3.49650756146648,1,4.41258
"79",0,5.42053499927229,1.79175946922805,0,0.693147180559945,0,1.09861228866811,0,0,0,2.94443897916644,1.94591014905531,0,0,0,1.38629436111989,0.693147180559945,3.43398720448515,0,0,0,3.78418963391826,1,7.72196
"80",1.79175946922805,5.605802066296,0,0,4.11087386417331,0,0,5.4380793089232,3.04452243772342,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,4.63472898822964,5,14.1511
"81",4.99721227376411,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,3.46573590279973,2,5.07878
"82",0,0,0,4.24849524204936,0,0,0,0,0,1.79175946922805,5.99146454710798,0,0,0,0,0,0,0,0.693147180559945,0,0,4.72738781871234,0,4.22329
"83",2.30258509299405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.61091791264422,0,0,1.79175946922805,1,2.63545
"84",5.80814248998044,0.693147180559945,0,0,6.0913098820777,0,2.94443897916644,5.02388052084628,0.693147180559945,0,4.02535169073515,1.09861228866811,0,3.71357206670431,4.82028156560504,0,0.693147180559945,0,5.33753807970132,1.79175946922805,0,4.57471097850338,3,11.6831
"85",0,3.43398720448515,0,0,0,0.693147180559945,0,0,3.98898404656427,0,2.484906649788,0,0,0,0,0,0,0,0,0,0,3.3322045101752,0,1.77712
"86",0,1.09861228866811,4.30406509320417,0,0,0,0,0,0,0,3.91202300542815,0,4.11087386417331,0.693147180559945,0,0,0,4.00733318523247,0,0,0,3.66356164612965,0,7.72196
"87",4.59511985013459,0,0.693147180559945,2.63905732961526,0,0.693147180559945,0,5.31320597904179,0,0,3.91202300542815,2.484906649788,3.76120011569356,0,0,0.693147180559945,0,0,5.42053499927229,0,0,4.44265125649032,7,10.3576
"88",0,0,5.45958551414416,2.07944154167984,0,0,0,0,0,0,0,1.79175946922805,0,0,0,0,0,0,0,0,0,6.4281052726846,13,20.5295
"89",0.693147180559945,0,0,7.39633529380081,0,0,0,0,2.89037175789616,0,0,0,0,0,2.30258509299405,0,0,0,3.63758615972639,0,0,5.73009978297357,1,3.71865
"90",0,0.693147180559945,0,0,0,0,0.693147180559945,0,0,0,0,2.39789527279837,1.38629436111989,0,0,0,0,2.484906649788,0,0,0,1.38629436111989,1,2.97312
"91",0,0,0,0,0.693147180559945,0,0,0,0,3.78418963391826,0,0,0,0,0,1.94591014905531,0,3.29583686600433,0,0,0,2.39789527279837,2,1.56044
"92",3.43398720448515,0,0,0.693147180559945,0,0,0,0,4.77912349311153,0,0,0,5.63478960316925,0,0,0,0,0,1.38629436111989,0,2,5.80814248998044,13,6.85196
"93",0,0,0,0,0,0,0.693147180559945,0,0,0,4.51085950651685,1.6094379124341,0,0,0,0,0,0,0,0,0,2.39789527279837,0,2.56656
"94",0,7.51697722460432,1.38629436111989,2.07944154167984,5.39816270151775,0,0,0,3.36729582998647,4.27666611901606,3.13549421592915,3.43398720448515,6.93049476595163,0,0,3.93182563272433,5.90263333340137,0,0,2.19722457733622,0,6.58617165485467,13,18.208
"95",0,3.66356164612965,0,0,2.56494935746154,0,5.08759633523238,5.35658627467201,5.54126354515843,2.63905732961526,0,0,0,0,0,4.12713438504509,0,2.89037175789616,0,5.01727983681492,2,5.14166355650266,7,12.4581
"96",0,1.94591014905531,2.19722457733622,0,0,0,0,0,0,0,2.19722457733622,0,0,0,0,3.40119738166216,1.38629436111989,2.30258509299405,0,0,0,2.56494935746154,0,4.43166
"97",0,0,5.93753620508243,0,0,4.87519732320115,0,0,0,0,3.76120011569356,2.94443897916644,4.69134788222914,0,0.693147180559945,6.3297209055227,6.13772705408623,0,4.06044301054642,0,0,5.82600010738045,8,15.1921
"98",0,0,0,4.29045944114839,0,3.76120011569356,0,1.09861228866811,0,0,0,0,4.34380542185368,0,1.79175946922805,0.693147180559945,6.09582456243222,2.19722457733622,0,0,1,4.57471097850338,3,11.1198
"99",2.56494935746154,5.25227342804663,0.693147180559945,0,0,1.79175946922805,0,4.52178857704904,1.94591014905531,0,6.06145691892802,1.6094379124341,0,4.7361984483945,3.68887945411394,3.78418963391826,0,0,4.99721227376411,2.99573227355399,0,5.03043792139244,9,17.2562
"100",0,0,0,0,0,0,0,0,2.19722457733622,0,2.30258509299405,0,0,4.07753744390572,0,0,0,0,5.11799381241676,0,0,3.71357206670431,2,4.53091
"101",4.74493212836325,0,0,0,0,0,3.25809653802148,0,0,0,4.29045944114839,0,0,3.76120011569356,0,0.693147180559945,0,0,1.6094379124341,0,0,3.52636052461616,3,11.8519
"102",0,0,0,0.693147180559945,0,0,2.07944154167984,0,0,7.15383380157884,0,0,2.07944154167984,3.80666248977032,0.693147180559945,0,1.09861228866811,0.693147180559945,0,3.80666248977032,0,5.35658627467201,4,5.87009
"103",4.11087386417331,0,0,4.26267987704132,1.38629436111989,0,2.99573227355399,4.72738781871234,0,2.63905732961526,0,0,0,0,0,0,0,0,5.4971682252932,3.93182563272433,0,4.17438726989564,2,8.42497
"104",5.53338948872752,0,0,0,3.04452243772342,0,1.6094379124341,0,0,1.38629436111989,0,0,0,0,0,0,0,0,1.09861228866811,0,0,3.66356164612965,1,8.47144
"105",0,0,0,0.693147180559945,0,0,4.83628190695148,0,0.693147180559945,0,0,3.46573590279973,0,0.693147180559945,0,2.07944154167984,6.53524127101366,1.94591014905531,3.61091791264422,0,0,5.07517381523383,16,15.7896
"106",3.3322045101752,0,3.04452243772342,0,0,0,0,3.49650756146648,0,0,2.94443897916644,0,0,1.94591014905531,0,0,0,0,0,0,0,2.89037175789616,1,0
"107",4.12713438504509,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,1.38629436111989,0,0,0,4.71849887129509,2,10.9041
"108",0,0,0,0,0,0,2.77258872223978,0,0,0,0,0,3.55534806148941,0,0,0,0,0,0,0.693147180559945,1,3.55534806148941,2,3.10682
"109",4.17438726989564,3.29583686600433,0,0,0,0,0,0,0,0,5.73979291217923,3.13549421592915,0,3.87120101090789,0,0,0,0,4.71849887129509,0,0,4.58496747867057,1,16.6473
"110",0,0,0,0,0.693147180559945,0,5.65248918026865,0.693147180559945,0,2.30258509299405,0,0,0,0,0,0,0,0,0,0,0,4.12713438504509,1,4.41258
"111",0,0,0,0.693147180559945,0,6.16331480403464,0,0,0,0,3.04452243772342,0,6.09356977004514,0,0,0,0,0,0,0.693147180559945,0,4.79579054559674,7,17.0697
"112",0,0,3.61091791264422,0,0,2.83321334405622,0,3.85014760171006,0,0,0.693147180559945,0,2.63905732961526,0,0,0,0,0,0,0,0,2.484906649788,0,9.36692
"113",2.484906649788,0,0.693147180559945,0,0,0,0,4.33073334028633,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,2.484906649788,0,6.42599
"114",4.18965474202643,4.72738781871234,0,0,0,0,0.693147180559945,4.15888308335967,0,2.484906649788,3.71357206670431,0,0,1.09861228866811,0,0,1.09861228866811,0,0,0,0,3.80666248977032,2,9.58809
"115",2.99573227355399,0,0,3.80666248977032,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,1,6.7428806357919,24,28.1851
"116",0,0,0,3.09104245335832,0,0,2.30258509299405,0.693147180559945,0,0,0,6.04025471127741,0,3.63758615972639,3.43398720448515,0,0,0.693147180559945,0,0,0,4.04305126783455,3,5.26723
"117",0,0,3.63758615972639,1.09861228866811,0,0,2.63905732961526,0,0,1.09861228866811,0,0,0,0,2.63905732961526,0,1.38629436111989,0,3.09104245335832,3.73766961828337,0,3.25809653802148,0,4.87416
"118",0.693147180559945,5.59842195899838,4.15888308335967,0,0,4.38202663467388,0,1.38629436111989,0,0,0,0,0,1.94591014905531,5.20948615284142,0,4.7361984483945,5.92692602597041,2.83321334405622,3.58351893845611,0,5.27299955856375,7,11.0027
"119",0,0,0,0,0,4.02535169073515,2.63905732961526,0,0,0,0,0,3.3322045101752,0,4.12713438504509,0,5.37527840768417,0,0,3.98898404656427,0,4.0943445622221,3,4.58578
"120",0,3.40119738166216,4.18965474202643,0,2.07944154167984,0,0,0,0,4.55387689160054,0,1.6094379124341,5.55682806169954,0,0,0,0,5.40267738187228,0,4.60517018598809,0,4.8283137373023,0,4.73464
"121",0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,4.65396035015752,0,0,0,0,0.693147180559945,0,1,3.04452243772342,1,1.77712
"122",0,0,0,0,0,0,0,3.2188758248682,0,0,2.99573227355399,0,0,2.07944154167984,0,0,0,0,0,0.693147180559945,0,2.07944154167984,0,3.37663
"123",3.78418963391826,0,3.58351893845611,4.61512051684126,2.19722457733622,0,1.38629436111989,0,0,3.25809653802148,0,0,0,0,3.46573590279973,0,0,0,3.58351893845611,0,0,4.15888308335967,5,10.0245
"124",4.63472898822964,0,0,0,0,0,0,0,0,0,4.11087386417331,0,4.12713438504509,6.09582456243222,5.50938833662798,1.79175946922805,0,0.693147180559945,2.07944154167984,0,0,4.20469261939097,3,7.73771
"125",0,3.17805383034795,0,0,0,0,5.87773578177964,0,0,2.99573227355399,0,1.94591014905531,0,0,1.09861228866811,1.6094379124341,0,0,0.693147180559945,1.6094379124341,1,3.97029191355212,6,11.9634
"126",0,0,0,0,0,0,0,3.46573590279973,0.693147180559945,0,0,0,4.12713438504509,0,0,0,0,0,0,0,0,2.484906649788,2,1.76682
"127",0,0,0,0,2.94443897916644,0,0,4.45434729625351,0,0.693147180559945,0,0,0.693147180559945,0,0,1.09861228866811,0,0.693147180559945,2.77258872223978,0,0,2.70805020110221,0,3.30831
"128",0,0,0,0,0,0,0,2.63905732961526,4.04305126783455,0.693147180559945,2.94443897916644,0,0,0,0,0,0,2.56494935746154,0,0,0,3.2188758248682,1,1.76682
"129",0,0,0,2.70805020110221,0,0,0,0,1.38629436111989,0,0,2.39789527279837,3.13549421592915,0,0,0,0,0,2.484906649788,0,0,2.30258509299405,1,1.76682
"130",0,0,0,2.63905732961526,0,2.94443897916644,4.11087386417331,0,0,2.39789527279837,0,0,0,0,0,0,1.09861228866811,0,0,0,0,3.09104245335832,0,6.42599
"131",0,2.30258509299405,0.693147180559945,1.38629436111989,0,0,0,0,0,0,0,0,2.484906649788,1.09861228866811,0,5.6021188208797,3.04452243772342,5.2040066870768,0,0,3,4.27666611901606,3,11.4044
"132",0,0,3.25809653802148,0,0,2.94443897916644,0,0,0,0,0.693147180559945,0,1.94591014905531,0,0,0,0,3.36729582998647,1.6094379124341,0,0,2.484906649788,10,13.6235
"133",1.09861228866811,0,0,0,0,2.484906649788,0,0,0,0,0,0,0,0,0,0,0,2.89037175789616,0,0,0,2.63905732961526,1,7.47927
"134",0,0,5.52146091786225,0,0,3.2188758248682,0,0,0,0,0,0,0,0,0,5.70711026474888,6.1527326947041,0,0.693147180559945,0,0,5.27811465923052,4,10.137
"135",0,0,0,4.49980967033027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,2.94443897916644,0,1.77712
"136",0,4.74493212836325,0,1.6094379124341,0,0,0,0,0,0,0,0,4.26267987704132,1.38629436111989,3.76120011569356,0,0,0,2.07944154167984,0,0,4.06044301054642,3,5.88907
"137",0,0,0,0,0.693147180559945,0,3.09104245335832,0,0,0,0,0,4.56434819146784,3.71357206670431,0,0,0,4.06044301054642,0,0,0,2.99573227355399,1,8.67904
"138",0,6.8596149036542,6.04973345523196,3.17805383034795,0,5.41164605185504,0,0,0,3.68887945411394,0,0,0,4.69134788222914,2.39789527279837,0,0,1.09861228866811,0,7.50604217851812,6,6.36818718635049,10,14.2492
"139",0,0,0,0,0.693147180559945,2.39789527279837,4.81218435537242,0,0,0,4.84418708645859,3.13549421592915,0,0,0,0,5.72358510195238,4.86753445045558,3.87120101090789,0,0,4.97673374242057,3,3.15241
"140",0,5.08140436498446,5.34710753071747,0.693147180559945,0,0,6.1527326947041,3.71357206670431,0,1.94591014905531,0,0,3.55534806148941,0,1.79175946922805,0,0,0,0,5.39362754635236,1,5.41164605185504,10,24.7436
