"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","bug","loc","bf","hcm"
"11",0,1.38629436111989,2.56494935746154,0,0,0,2.56494935746154,0,2.63905732961526,6.32435896238131,0,0,0.693147180559945,0,0,0,1.6094379124341,0,3.98898404656427,1.6094379124341,0,0,0,0,5.12396397940326,0,0,4.76217393479776,0,3.52636052461616,1.94591014905531,0,0.693147180559945,1.79175946922805,0,0,0,0,0,0,0,1.6094379124341,0,0,0,1,5.06890420222023,3,7.63864
"12",0,4.74493212836325,2.70805020110221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.13549421592915,4.17438726989564,0,0,0,0,0,0,1.38629436111989,0,0,0,0,0,0,0,0,0,0,0,1.79175946922805,0,0,5.27299955856375,5.28826703069454,5.24702407216049,4.35670882668959,0,0,5.15329159449778,5,10.3932
"13",0,3.3322045101752,0,0,0,0,0,0,2.30258509299405,0,0,0,0,0,5.89715386763674,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,2.94443897916644,0,0,3.95124371858143,2,6.12275
"14",0,0,0,2.70805020110221,4.67282883446191,4.57471097850338,0,0,0,0,0,0,2.89037175789616,0,0,2.70805020110221,0,0.693147180559945,1.09861228866811,0,0,0,3.55534806148941,0,0,0.693147180559945,0,0,0,0,0,0,0,0.693147180559945,3.3322045101752,2.19722457733622,2.19722457733622,5.79605775076537,4.38202663467388,0,0.693147180559945,0,0,0,0,0,4.87519732320115,2,8.98492
"15",0,0.693147180559945,0,0,0,0,0,0,0,0,0,2.56494935746154,1.09861228866811,0,0,6.40025744530882,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,6.07764224334903,0,0,0,0,0,0,0,0,0,0,4.89783979995091,0,0,0,0,5.35185813347607,1,4.87416
"16",0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,2.30258509299405,0,0,0,4.49980967033027,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,3.29583686600433,0,0,0,0,3.29583686600433,0,0,0,0.693147180559945,0,0,2.94443897916644,4,5.85726
"17",1.6094379124341,0,0,2.99573227355399,6.35437004079735,0,0,0,0,0,0,0.693147180559945,0,0,1.09861228866811,2.83321334405622,0,0,0,0.693147180559945,0,4.46590811865458,1.6094379124341,0,0,1.94591014905531,0,0,1.38629436111989,0,0,5.57972982598622,0,0.693147180559945,0,0,0,0,6.09356977004514,0,5.18178355029209,0.693147180559945,0,0,0,3,5.50533153593236,14,22.9998
"18",3.13549421592915,0,0,0,0,3.29583686600433,0,3.76120011569356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0943445622221,0,0,2.94443897916644,0,0,0,0,2.56494935746154,0,0.693147180559945,0,0,0,1.38629436111989,4.70048036579242,0,0,0,0,3.25809653802148,0,3.76120011569356,1,0
"19",0,0,3.36729582998647,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,4.33073334028633,0,0,0,0,0,0,0,1.6094379124341,0,1.38629436111989,0,0,0,0,0,0,0,2.484906649788,0,0,0,0,0,3.61091791264422,0,6.42599
"20",0,0,0,0,0.693147180559945,0,0,3.52636052461616,0,2.77258872223978,0,0,0,0,2.99573227355399,5.54517744447956,0,0,0,0.693147180559945,0,0,0,0,4.77068462446567,3.97029191355212,0,0,0,0,0,0,0,0,0,5.74300318780948,0,6.08221891037645,4.44265125649032,0,0,0,0,2.07944154167984,0,0,5.53338948872752,23,15.7896
"21",0,0.693147180559945,3.09104245335832,2.77258872223978,0,0,0,0,0,1.94591014905531,0,1.79175946922805,0,1.79175946922805,0,0,0,2.70805020110221,0,0,0.693147180559945,0,0.693147180559945,3.09104245335832,0,0,0,0,4.07753744390572,0.693147180559945,0,0,0,0.693147180559945,0,0,0.693147180559945,0.693147180559945,0,3.55534806148941,0,0,0,0,5.46806014113513,0,3.55534806148941,9,18.6755
"22",2.70805020110221,3.97029191355212,0,1.6094379124341,0,0,3.40119738166216,0,0,0,0,0,6.04025471127741,0,0,1.38629436111989,0,0,0,0,3.25809653802148,0,1.09861228866811,1.6094379124341,0,0,0,0,0,0,3.25809653802148,1.09861228866811,0,0,0.693147180559945,0,0,0,3.13549421592915,0,0,0,0,3.49650756146648,5.8111409929767,1,4.82028156560504,11,21.0216
"23",0,0,1.09861228866811,2.07944154167984,0,0,0,0,0,0.693147180559945,0,0.693147180559945,0,0,0,0,0,1.09861228866811,0,0,0,3.09104245335832,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,1,0,2,5.98814
"24",0,2.39789527279837,1.38629436111989,2.70805020110221,6.00141487796115,0,0,3.04452243772342,0,0,0,0,5.58724865840025,1.09861228866811,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,2.07944154167984,0,0,0,0,0,0,0,1,4.77912349311153,2,11.1043
"25",3.68887945411394,0,0,0,0,4.31748811353631,4.35670882668959,0,0,0,4.30406509320417,3.36729582998647,5.10594547390058,0,0,0,0,0,0,2.39789527279837,0,0,0,0.693147180559945,4.06044301054642,0,0,4.00733318523247,0,2.39789527279837,0,3.09104245335832,0,1.38629436111989,0,4.77068462446567,3.3322045101752,0,0,4.7361984483945,3.85014760171006,0,0,0,2.19722457733622,1,4.90527477843843,8,22.1695
"26",0,4.96284463025991,0,0,0,2.19722457733622,6.15909538849193,1.09861228866811,0,0,0,0,0,0,2.484906649788,0,2.63905732961526,0,0,1.09861228866811,0,0,4.02535169073515,0,0,2.56494935746154,0,0,0,0,5.37063802812766,0,0,1.79175946922805,0,0,0,0,0,0,0,0,0,0,0,0,5.47227067367148,7,14.0182
"27",0,0,0,0,0,2.39789527279837,0,0,0,3.3322045101752,1.09861228866811,3.73766961828337,0,0,0,2.19722457733622,0,0,0,4.27666611901606,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,2.39789527279837,0,0,0,0,0,0,2.63905732961526,0,5.32582
"28",4.31748811353631,0,3.25809653802148,0,0,2.89037175789616,2.83321334405622,0,0,2.70805020110221,3.17805383034795,0,0,0,0,0,0,0,0,0,2.89037175789616,0,0,0,0,0,0,0,1.94591014905531,0,0,1.79175946922805,0,0,0,0,2.56494935746154,0,0,0,0,0,0,1.6094379124341,3.73766961828337,0,3.49650756146648,0,3.18664
"29",2.63905732961526,0,0,0,0,4.07753744390572,0,0,0,0.693147180559945,3.13549421592915,0,0,3.49650756146648,0,0,0,0.693147180559945,0,2.30258509299405,0.693147180559945,3.25809653802148,0,0,0,0,0.693147180559945,0,0,0,0.693147180559945,0,0,0,0.693147180559945,0,0,0,0,2.39789527279837,0,0,0,0,0,0,3.04452243772342,0,4.68802
"30",0,0,0,0,0,6.52502965784346,0,4.94875989037817,0,3.78418963391826,0,0,0,0,0,0,0,0,1.09861228866811,2.99573227355399,4.92725368515721,0,4.45434729625351,3.04452243772342,0,0,0,0,5.42934562895444,0,0,0,0.693147180559945,0,0,0,0,4.74493212836325,0,1.6094379124341,0,0,0,0,0,0,5.76205138278018,24,16.953
"31",0,1.38629436111989,0,0,0,0,4.02535169073515,0,3.40119738166216,0,0,0,0,0,0,0,0,0,0,0,0,0,1.94591014905531,0,0,0,0,0,0,0,4.57471097850338,0,0,0,0.693147180559945,0.693147180559945,0,0,0,0,0,0,0.693147180559945,1.09861228866811,0,0,3.80666248977032,2,7.10446
"32",0,0,0,0,0,0,3.17805383034795,0,0,0,0,1.09861228866811,0,0,0,0,0.693147180559945,0,0,0.693147180559945,0,0,0,0,0,0,0,0,3.8286413964891,3.29583686600433,0,0,0,3.93182563272433,0,0,0,0,0,4.30406509320417,0,0,0,0,0.693147180559945,0,3.87120101090789,2,12.8088
"33",0,0.693147180559945,0,0,0,0,4.29045944114839,0,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,4.27666611901606,0,0,0,0,0,3.09104245335832,0,0,0,4.4188406077966,4.94875989037817,0,0,0,0,0,0,0,0,0,3.63758615972639,1.79175946922805,5.54907608489522,0.693147180559945,0,4.97673374242057,4,12.3547
"34",0.693147180559945,0,4.17438726989564,0,0,1.94591014905531,0,2.77258872223978,0,4.15888308335967,0,0,0,0,0,0,0,0,0,0,0,0,1.94591014905531,4.91998092582813,4.72738781871234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.87493073085203,0,0,0,0,3.40119738166216,1,5.03695260241363,8,17.2555
"35",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,5.19849703126583,0,0,0,0,0,0,0,2.99573227355399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.43398720448515,1,6.09363
"36",0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,5.4510384535657,0,0,0,0,1.6094379124341,0.693147180559945,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,1.79175946922805,0,0,5.46383180502561,0,2.94443897916644,0,5.11198778835654,0,0.693147180559945,0,0,0,0,0,4.57471097850338,7,17.0132
"37",0,0,0,0,0,0,0,0,0,0,0.693147180559945,1.09861228866811,0,0,0.693147180559945,0,0,0,2.77258872223978,0,0,0,0,0,0,0,0,4.26267987704132,0,0,0,0,0,0,0,0,0,0,0,1.79175946922805,0,0,0,0,1.09861228866811,0,2.77258872223978,1,9.16205
"38",0,0,0,2.484906649788,1.09861228866811,0,0,0.693147180559945,0.693147180559945,0,1.09861228866811,0,0,0,0,0,0,0,0,0,2.63905732961526,0,0,0,0,3.63758615972639,0,0,0,3.55534806148941,0,0.693147180559945,0,0,0,0,0,0,0,3.8286413964891,0,0,0,0.693147180559945,0,0,3.46573590279973,1,7.83167
"39",1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,5.4249500174814,0,1.38629436111989,0,0,0,0,0,0,0,0,0,0,0,3.40119738166216,2,1.56044
"40",0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0.693147180559945,2.94443897916644,0,0,0,0,0,0,0,4.45434729625351,0,0,0,4.39444915467244,0,0,3.98898404656427,0,0.693147180559945,1.79175946922805,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,3.43398720448515,0,3.71677
"41",2.83321334405622,0,0,0,0.693147180559945,0,0,0,1.79175946922805,0,0,0,0,0,0,0,0.693147180559945,2.89037175789616,0,4.31748811353631,3.66356164612965,0,0,0,3.52636052461616,0,0.693147180559945,0,2.94443897916644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.17805383034795,0,9.36692
"42",0,1.79175946922805,0,0,0,0,3.71357206670431,0,0,0,0,0,0,0,2.07944154167984,0,0,2.77258872223978,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,2.30258509299405,1,5.36088
"43",0,0,0,0,0,3.36729582998647,0,0,0,0,1.38629436111989,0,0.693147180559945,0,0,0,0,0,0,5.12396397940326,0,1.79175946922805,0,0,0,0,0,0,3.25809653802148,0,0,5.07517381523383,0,0,0,0,0,0,4.70048036579242,0,4.33073334028633,0,0,0.693147180559945,0,0,4.65396035015752,3,13.5092
"44",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.39789527279837,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.27666611901606,0,0,0,0,0,1,4.70953020131233,1,8.39741
"45",0,0,0,2.39789527279837,0,0,0,0,1.6094379124341,0,0,3.95124371858143,0,4.06044301054642,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.83321334405622,0,0.693147180559945,0,0,0,1,2.89037175789616,1,5.70432
"46",0,2.63905732961526,4.27666611901606,2.19722457733622,0,0,2.30258509299405,1.09861228866811,2.56494935746154,0,0,0,0,0,0,0,0,1.38629436111989,0,0,0,0,0,0,0,0,0,0,0,1.38629436111989,0,0,0,4.40671924726425,0,0,0,0,0,3.91202300542815,0,0,0,0,0,0,3.68887945411394,2,5.2122
"47",0,0,0,0,6.3261494731551,3.09104245335832,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6094379124341,0,0,4.35670882668959,0,0.693147180559945,1.38629436111989,0,0,0,0,2.07944154167984,0.693147180559945,0,0,0,0.693147180559945,0,5.16478597392351,3.2188758248682,1.94591014905531,5.35658627467201,0,0,0,0,0,5.19295685089021,5,12.5528
"48",0,1.09861228866811,1.79175946922805,0,0,2.56494935746154,3.3322045101752,0,0,0,0,0,1.09861228866811,0,0,0.693147180559945,0,0,0,0,2.39789527279837,2.56494935746154,0,0,5.14749447681345,0,0,0,0,0.693147180559945,0,0,2.94443897916644,0,0,0,0.693147180559945,0,2.63905732961526,0,0,0,0,0,0,0,3.55534806148941,4,17.1566
"49",0,0,0,0,0,0,0,0,0,3.80666248977032,0,0,0,0,1.09861228866811,0,0,0,0,0,1.79175946922805,0,0.693147180559945,0,3.98898404656427,0,0,3.2188758248682,0,0,0,0,0,2.30258509299405,3.40119738166216,5.29831736654804,2.39789527279837,0,0,0,0,3.68887945411394,0,0,0,0,4.55387689160054,3,5.38823
"50",4.66343909411207,0,0,3.55534806148941,0.693147180559945,0,0,0,0,0,1.94591014905531,0,0,0,0,0,0.693147180559945,0,0,0,1.79175946922805,0,0,0,3.93182563272433,0,0,0.693147180559945,0,0,3.80666248977032,1.09861228866811,0,2.07944154167984,0,0,2.19722457733622,0,0,0,0,4.62497281328427,0,0,0,0,3.52636052461616,0,8.04434
"51",1.94591014905531,0,0,0,0,0,1.38629436111989,0,0,0,1.79175946922805,0,4.48863636973214,0,0,0,0,0,0,3.04452243772342,3.68887945411394,0,0,3.78418963391826,0.693147180559945,0,0,0,2.94443897916644,0,0,0,0,0,0,0,0,0,0,0,1.79175946922805,0,0,0,2.30258509299405,0,3.29583686600433,3,4.41939
"52",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.75359019110636,4.40671924726425,0,0,0,3.17805383034795,0,0,0,0,0,0,0,0,0,1.94591014905531,0,0,0,0,0,0,0.693147180559945,0,0,1.6094379124341,6.00388706710654,0,0,4.24849524204936,4,12.3849
"53",0,0,0,0,0,0,5.32787616878958,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0.693147180559945,0,0,0,7.01301578963963,0,0,3.17805383034795,0,0,0,0,0,0,0.693147180559945,0,0,0,0,1.09861228866811,0,0.693147180559945,0,4.54329478227,11,16.5679
"54",0,3.93182563272433,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,4.52178857704904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38629436111989,0,0,2.89037175789616,1,1.76682
"55",0,3.80666248977032,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.14749447681345,4.18965474202643,0,0,0,0,0,0,4.54329478227,0,0,0,0,0,0,0,1.38629436111989,0,2.77258872223978,0,2.83321334405622,4.38202663467388,0,0,4.88280192258637,2,14.705
"56",1.94591014905531,0,0.693147180559945,3.66356164612965,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6094379124341,0,0,0,0,0.693147180559945,0,1.38629436111989,1,1.77712
"57",2.94443897916644,0,0,0,0,7.05185562295589,4.69134788222914,0,0,2.83321334405622,0,5.48479693349065,0,0,0,1.38629436111989,2.484906649788,0,0,4.4188406077966,4.83628190695148,0.693147180559945,4.06044301054642,0,3.55534806148941,3.55534806148941,0,0,3.93182563272433,0,0,0,0,0,0,0.693147180559945,0,2.39789527279837,2.484906649788,3.66356164612965,0,0,0,0,2.07944154167984,0,6.07073772800249,15,27.4268
"58",0,0,0,0,0,0,0,2.19722457733622,1.09861228866811,3.04452243772342,0,0,0,0,1.38629436111989,0,0,0,0,0,2.70805020110221,1.79175946922805,1.6094379124341,1.09861228866811,0,0,0,0,1.38629436111989,0,0,0,7.05444965813294,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,5.11799381241676,4,6.33209
"59",0,0,3.13549421592915,0,0,0,0,0,0,0,0,1.6094379124341,0,0,0,0,0,2.94443897916644,0,0,0,1.94591014905531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38629436111989,0,0,1.38629436111989,0,0,0,2.484906649788,1,3.19695
"60",3.13549421592915,0,6.64768837356333,4.98360662170834,0,0,5.57215403217776,0,0,0,0,0,0,3.09104245335832,0,0,5.62040086571715,0,0,0,2.99573227355399,2.39789527279837,0,0,0,0,0,0,0,5.12989871492307,0,4.79579054559674,0,0,0,0,0,0,0,3.87120101090789,0,0,0,0,0.693147180559945,1,6.0330862217988,8,21.8404
"61",4.06044301054642,0,0,0,0,0,1.6094379124341,0,0,0,0,0,0.693147180559945,0,0,0,2.56494935746154,3.8286413964891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.70805020110221,0,0,0,2.99573227355399,2,9.25652
"62",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39444915467244,0,0,0,0,0,0.693147180559945,2.484906649788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.54965074223381,0,0,0,4.86753445045558,3,4.385
"63",0,0,3.93182563272433,0,0,0,4.67282883446191,0.693147180559945,1.09861228866811,1.09861228866811,4.59511985013459,0,0,4.52178857704904,0,0,0,0,0,0,5.63478960316925,0,5.51745289646471,0,0,0,2.19722457733622,0,6.29341927884648,4.71849887129509,3.2188758248682,0,0,0.693147180559945,0,1.94591014905531,0,0,0,5.99893656194668,0,1.79175946922805,4.27666611901606,0,0,1,5.75257263882563,9,16.6538
"64",2.83321334405622,0,0.693147180559945,0,0.693147180559945,0,0,5.32300997913841,0,0,0,1.6094379124341,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,3.58351893845611,1.6094379124341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.85014760171006,0,4.33338
"65",0,0,0,0,0,0,0,0.693147180559945,0,0,0,2.39789527279837,3.68887945411394,0,0,0,0,0,0,4.70048036579242,3.76120011569356,4.36944785246702,0,2.484906649788,3.52636052461616,0,2.30258509299405,0,5.36597601502185,1.6094379124341,0,0,4.74493212836325,0.693147180559945,0.693147180559945,0,2.94443897916644,0,2.19722457733622,0,0,0,2.94443897916644,2.99573227355399,0.693147180559945,0,4.70953020131233,7,18.4091
"66",1.09861228866811,0,5.85793315448346,0,1.79175946922805,6.32076829425058,0,3.04452243772342,2.77258872223978,0,0,0,0,0,0,0,0,0,0,3.36729582998647,2.99573227355399,0,4.30406509320417,0,4.24849524204936,2.83321334405622,0,1.94591014905531,1.6094379124341,0.693147180559945,0,0,0,1.09861228866811,0.693147180559945,0,3.55534806148941,3.87120101090789,1.6094379124341,2.484906649788,2.484906649788,0,0,0,0,0,5.36129216570943,6,17.8255
"67",4.11087386417331,0,0,0,0,0,4.60517018598809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0,1.38629436111989,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,3.36729582998647,2,8.10954
"68",3.36729582998647,0.693147180559945,0,1.09861228866811,0,0,2.94443897916644,0,0,0,0,0,0,0,0,0,1.38629436111989,0,0,0,0,0,0,0,2.19722457733622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.63905732961526,3,4.69981
"69",0,0,0,0,0,2.56494935746154,0,0,0,0,0,0,0,0,0,0,0,0,0,4.02535169073515,0,4.26267987704132,0,0,2.99573227355399,0,0,3.3322045101752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38629436111989,0,3.8286413964891,7,12.0569
"70",0,0,0,0,0,4.70048036579242,0,0,0,3.3322045101752,4.07753744390572,0,2.77258872223978,2.19722457733622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,1.09861228866811,0,0,0,2.99573227355399,0,0,0.693147180559945,0,0,0,3.49650756146648,0,7.26436
"71",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19722457733622,0,0,0,0,0,0,0,0,0,0,0,1.6094379124341,1.09861228866811,0,2.30258509299405,0,3.2188758248682,0,3.25809653802148,0,0,3.3322045101752,0,0,0,2.63905732961526,1,1.76682
"72",1.09861228866811,0,0,0,0,0,0,1.79175946922805,0,0,0,4.58496747867057,2.07944154167984,0,0,0,0,0,0,3.91202300542815,0,0,0,0,3.40119738166216,0,0,0,2.83321334405622,0,0,0,2.484906649788,0,0,0,0,0,0,2.70805020110221,0,0,0,0,3.04452243772342,0,3.49650756146648,1,15.5592
"73",4.20469261939097,0,0,0,0,0,0,0,1.94591014905531,0,0,0,0,0,0,0,2.484906649788,0,0,3.09104245335832,0,3.71357206670431,0.693147180559945,3.52636052461616,1.79175946922805,0,0,0,2.63905732961526,0,0,0,2.70805020110221,0,0,0,1.6094379124341,1.09861228866811,0,0,0,0,0,0.693147180559945,3.17805383034795,0,3.55534806148941,3,10.2202
"74",0,0,0,0.693147180559945,0,0,2.07944154167984,3.73766961828337,0.693147180559945,0,0,0,0,0,1.09861228866811,0,3.52636052461616,0,1.6094379124341,0,0,0,0,0,0,0,0,0,0,0,6.16120732169508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.54329478227,1,1.50465
"75",0,0,0,0,0,0,0,0,0,0,0,0,0,5.54517744447956,0,0,0,0.693147180559945,0,0,0,0,3.17805383034795,3.09104245335832,0,0.693147180559945,0,0,0,1.09861228866811,0,0,0.693147180559945,0,0,0,0,0,0,3.52636052461616,0,3.52636052461616,0,0,0,0,4.56434819146784,2,8.48552
"76",0,0,0,0,0,0,0,3.25809653802148,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.83321334405622,0.693147180559945,0,0.693147180559945,4.97673374242057,4.07753744390572,0,0,1.79175946922805,3.17805383034795,0,0,0,3.76120011569356,1,1.76682
"77",0,0,0,4.91265488573605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,5.24702407216049,0,0,0,0,0,0,0,0.693147180559945,0,0,0,4.49980967033027,0,0,0,4.58496747867057,1,1.77712
"78",0,0,0,0,0,0,0,0,2.94443897916644,0,0,0,0,3.76120011569356,0,5.19295685089021,0,1.38629436111989,0,0,0,0,2.83321334405622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,3.49650756146648,1,4.41258
"79",0,0,5.35185813347607,0,0.693147180559945,2.83321334405622,2.39789527279837,0,0,2.39789527279837,0,0,0,0,0,0,0,0,0,1.38629436111989,0,0,2.77258872223978,0,0,1.6094379124341,0,1.09861228866811,0,0,0,0,0,0,0,2.63905732961526,0,0,2.07944154167984,0,0,0,0,0,0,0,3.78418963391826,1,7.72196
"80",0,0,0,4.77068462446567,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,5.57215403217776,0,0,0,4.81218435537242,0,0,0,0,0,0,0,0,3.95124371858143,0,0,0,0,0,0,0,0,0,3.46573590279973,0,0,0,1.09861228866811,0,0,4.63472898822964,5,14.1511
