"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","bug","loc","bf","hcm"
"16",0,0,0,2.77258872223978,0,0,3.36729582998647,0,1.09861228866811,4.39444915467244,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,3.3322045101752,0,2.94443897916644,4,5.85726
"17",4.34380542185368,1.6094379124341,6.96790920180188,0,0,3.17805383034795,0,0,3.61091791264422,0.693147180559945,0,0,0,0,0,2.99573227355399,0,1.38629436111989,0,3.93182563272433,0,0,5.79605775076537,0,0,3,5.50533153593236,14,22.9998
"18",0,0,0,0.693147180559945,1.38629436111989,0,4.21950770517611,0,0.693147180559945,0,0.693147180559945,0,0,0,2.30258509299405,0,0,0,4.34380542185368,0,1.38629436111989,2.39789527279837,4.58496747867057,0,3.91202300542815,0,3.76120011569356,1,0
"19",2.07944154167984,2.83321334405622,0,4.21950770517611,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0,0,1.09861228866811,0,0,0,3.36729582998647,0,0,0,3.61091791264422,0,6.42599
"20",1.09861228866811,0,2.484906649788,0,2.94443897916644,0,0,0,5.02388052084628,0,2.484906649788,2.56494935746154,0,3.3322045101752,4.60517018598809,4.18965474202643,0,0,0,5.24174701505964,0,6.61338421837956,0,1.6094379124341,0,0,5.53338948872752,23,15.7896
"21",0,4.4188406077966,0,1.94591014905531,0,0.693147180559945,0,4.17438726989564,0,0,0,0.693147180559945,2.484906649788,0,2.07944154167984,0,2.484906649788,0,0,0,3.52636052461616,0,3.3322045101752,0.693147180559945,5.18738580584075,0,3.55534806148941,9,18.6755
"22",4.02535169073515,5.4249500174814,0,0,0,1.79175946922805,0,0,5.2040066870768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,6.21260609575152,1,4.82028156560504,11,21.0216
"23",0,3.46573590279973,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,1.6094379124341,0,0,0,0,0,0,0,0,0,0,1,0,2,5.98814
"24",0.693147180559945,3.93182563272433,5.81413053182507,0,0,2.07944154167984,0,0,5.25227342804663,0,0,0,0,0,2.30258509299405,0,0,0,0,4.91265488573605,0,1.09861228866811,0,0,0,1,4.77912349311153,2,11.1043
"25",0,0,1.94591014905531,0,0.693147180559945,0,4.76217393479776,3.13549421592915,3.95124371858143,0,3.04452243772342,0,4.02535169073515,1.94591014905531,0,0,3.91202300542815,3.52636052461616,0,2.484906649788,0,4.36944785246702,5.4380793089232,0,5.50533153593236,1,4.90527477843843,8,22.1695
"26",3.55534806148941,4.15888308335967,0,3.78418963391826,0,0,0,2.70805020110221,0,0,3.95124371858143,0,5.605802066296,0,2.63905732961526,0,0,5.8664680569333,0,0,0,0,1.38629436111989,4.53259949315326,0,0,5.47227067367148,7,14.0182
"27",0,0,0,0,0,0,3.89182029811063,0.693147180559945,4.4188406077966,0.693147180559945,0,0,0,0,0,3.52636052461616,1.38629436111989,0,1.38629436111989,0,0,0,0,0,0,0,2.63905732961526,0,5.32582
"28",0,0,0,4.15888308335967,0,0,3.04452243772342,0,0,0,0,1.38629436111989,1.79175946922805,0,0,2.07944154167984,0,0,0,0,2.19722457733622,0,4.23410650459726,0,4.39444915467244,0,3.49650756146648,0,3.18664
"29",0,0,0,0,0,0,3.13549421592915,3.63758615972639,2.484906649788,0,0,0,0,0,0,4.29045944114839,1.09861228866811,0,2.56494935746154,0,0.693147180559945,0,2.94443897916644,0,0,0,3.04452243772342,0,4.68802
"30",0,0,4.04305126783455,4.84418708645859,2.89037175789616,0,5.32300997913841,0,0,0,0,0.693147180559945,0,0,4.64439089914137,5.40717177146012,0,0,2.30258509299405,0,6.60123011872888,0,0,0,0,0,5.76205138278018,24,16.953
"31",0.693147180559945,0,0,0,0,0,0,0,0.693147180559945,0,2.63905732961526,0,4.14313472639153,0,0,0,0,0.693147180559945,0,3.25809653802148,0,0,0,4.52178857704904,0,0,3.80666248977032,2,7.10446
"32",0,0,0,3.46573590279973,1.79175946922805,0,0,0,2.484906649788,0,0,0,3.17805383034795,0,0,0,5.01727983681492,0,0,0,0,1.09861228866811,0,0,0,0,3.87120101090789,2,12.8088
"33",0,0,0,3.04452243772342,0,0,0,3.85014760171006,0,5.21493575760899,0,0,4.53259949315326,0,0,0.693147180559945,0,3.71357206670431,0,0,1.09861228866811,0,0,5.71042701737487,1.38629436111989,0,4.97673374242057,4,12.3547
"34",0,3.61091791264422,0,0,0,1.6094379124341,5.97888576490112,0,0,0,0,0,0,3.29583686600433,0,0,4.52178857704904,0,2.07944154167984,0,5.2257466737132,0,3.2188758248682,2.07944154167984,2.63905732961526,1,5.03695260241363,8,17.2555
"35",0,0,0,3.40119738166216,0,0,0,4.31748811353631,0,0,0,0,0,0.693147180559945,3.58351893845611,0,0,0,0,0.693147180559945,3.80666248977032,0,0,2.89037175789616,0,0,3.43398720448515,1,6.09363
"36",0,0,4.99721227376411,0,1.09861228866811,0,0,0,5.79301360838414,0,0,1.79175946922805,0,0,0,0.693147180559945,0.693147180559945,2.63905732961526,0.693147180559945,4.97673374242057,0,0,3.17805383034795,0,0,0,4.57471097850338,7,17.0132
"37",3.85014760171006,0,0,0,0,0,0,0,0,0,3.3322045101752,0,0,0,0,0,2.89037175789616,0,1.94591014905531,0,0,0,0,0,0,0,2.77258872223978,1,9.16205
"38",0,0,1.09861228866811,0,0,0,0,0,0,2.30258509299405,2.39789527279837,0,0,2.30258509299405,0,3.29583686600433,4.00733318523247,0,0.693147180559945,0,0,0,3.63758615972639,0,0,0,3.46573590279973,1,7.83167
"39",0,0,0,0,0,3.2188758248682,0,0,0,3.13549421592915,0,0,0,0,0,0,0,0,5.20948615284142,1.6094379124341,0,0,0,0,0,0,3.40119738166216,2,1.56044
"40",1.09861228866811,0,0,0.693147180559945,0,0,0,0,2.07944154167984,0,0,0,0,0.693147180559945,4.81218435537242,0,3.93182563272433,1.09861228866811,3.04452243772342,0,1.09861228866811,0,2.56494935746154,3.25809653802148,0.693147180559945,0,3.43398720448515,0,3.71677
"41",0,0,0,0,0,0,3.52636052461616,0,2.39789527279837,4.04305126783455,1.79175946922805,0,0.693147180559945,1.09861228866811,0,0,0,0,0,0,0,0,4.58496747867057,0,0,0,3.17805383034795,0,9.36692
"42",2.77258872223978,0,0,0,0,0,0,0,0,0,1.6094379124341,0,3.61091791264422,0,0,0,0,0,0,0.693147180559945,0,0,0,2.77258872223978,0,0,2.30258509299405,1,5.36088
"43",0,0,4.74493212836325,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,4.0943445622221,0,4.40671924726425,0,0,0,0,5.7037824746562,2.99573227355399,0,0,4.65396035015752,3,13.5092
"44",0,0,0,0,0,0,4.38202663467388,0,0,0,0,0,0,1.38629436111989,0,0,0,0,0,0,0,0,0,0,0,1,4.70953020131233,1,8.39741
"45",0,0,0,0,0.693147180559945,0,1.6094379124341,4.23410650459726,1.09861228866811,1.94591014905531,0,0,1.09861228866811,1.79175946922805,2.83321334405622,0,1.79175946922805,0,1.09861228866811,0,0,0,2.99573227355399,2.39789527279837,0,1,2.89037175789616,1,5.70432
"46",0,3.29583686600433,0,3.3322045101752,1.6094379124341,0,0,0,1.94591014905531,0,0,0,2.89037175789616,1.09861228866811,0,1.79175946922805,5.10594547390058,0,0,0,0,0,0,0,0,0,3.68887945411394,2,5.2122
"47",0,0,6.4831073514572,0,0,0,1.38629436111989,0,0,0,0,0,0,0,2.56494935746154,0,0,0,0,0.693147180559945,5.54126354515843,5.11198778835654,0,0,0,0,5.19295685089021,5,12.5528
"48",0,0,0,3.25809653802148,0,2.70805020110221,3.04452243772342,0,0,2.07944154167984,0,0,2.77258872223978,0.693147180559945,0,0,0,0,3.49650756146648,0,0,5.02388052084628,2.39789527279837,0,0,0,3.55534806148941,4,17.1566
"49",0,0,0,0,0,0,4.54329478227,0,0,1.6094379124341,1.6094379124341,2.63905732961526,1.09861228866811,0,0,0,0,2.19722457733622,4.79579054559674,4.91998092582813,0,3.43398720448515,0,1.79175946922805,0,0,4.55387689160054,3,5.38823
"50",4.07753744390572,4.78749174278205,0,0,0,0.693147180559945,0,0.693147180559945,1.38629436111989,2.19722457733622,1.6094379124341,2.30258509299405,0,0,0,0,0,0,5.08759633523238,0,0,0,0,0.693147180559945,0,0,3.52636052461616,0,8.04434
"51",2.19722457733622,0,0,2.30258509299405,0,0,0,0,4.21950770517611,0,0.693147180559945,0,0,0,0.693147180559945,0.693147180559945,0,0,0,0,4.15888308335967,0.693147180559945,0,0.693147180559945,4.45434729625351,0,3.29583686600433,3,4.41939
"52",3.78418963391826,0.693147180559945,0,0.693147180559945,0,0,0,0,4.21950770517611,4.26267987704132,5.27811465923052,0,0,4.61512051684126,0,0,0,0,0,0,0,0,0,5.06259503302697,0,0,4.24849524204936,4,12.3849
"53",5.89989735358249,0,0.693147180559945,0,2.484906649788,0,1.6094379124341,0,0,0,0.693147180559945,0,5.48893772615669,0,0,0,5.97888576490112,0,2.63905732961526,5.6937321388027,0,0,0,2.94443897916644,0.693147180559945,0,4.54329478227,11,16.5679
"54",4.89783979995091,0,0,0,0,0,1.6094379124341,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,1.79175946922805,0,0,0,1.09861228866811,0,0,2.89037175789616,1,1.76682
"55",2.77258872223978,3.43398720448515,0,3.29583686600433,0,0,0,3.3322045101752,0,0,0.693147180559945,0,0,4.4188406077966,0,0,0,0,0,1.09861228866811,4.53259949315326,1.09861228866811,2.56494935746154,5.29330482472449,0,0,4.88280192258637,2,14.705
"56",0,0,0,0,0,0,0,2.39789527279837,0,0.693147180559945,0,0,2.07944154167984,1.38629436111989,0,0,0,0,0,0.693147180559945,0,0,3.25809653802148,0,1.6094379124341,0,1.38629436111989,1,1.77712
"57",0,0,4.57471097850338,5.46806014113513,0,1.94591014905531,5.37063802812766,0,0,1.09861228866811,0,0,4.56434819146784,0,4.45434729625351,6.22455842927536,0,3.58351893845611,5.6021188208797,3.17805383034795,5.05624580534831,4.9416424226093,2.07944154167984,0,4.89034912822175,0,6.07073772800249,15,27.4268
"58",1.38629436111989,0,0,0,0,4.02535169073515,1.38629436111989,0,0,5.71702770140622,0,0,0,0,0,0,3.87120101090789,1.79175946922805,6.69084227741856,0,0,0,0,0,0,0,5.11799381241676,4,6.33209
"59",0,1.79175946922805,0,3.13549421592915,0.693147180559945,0,0,0,0,1.38629436111989,0,1.94591014905531,0,0,0,0,2.94443897916644,0,0,0,0.693147180559945,0,0,0,0,0,2.484906649788,1,3.19695
"60",0,5.31320597904179,1.6094379124341,5.97888576490112,0,0,0,0,0,2.94443897916644,0,1.09861228866811,6.05443934626937,0,1.38629436111989,0,6.41836493593621,0,0,2.07944154167984,0,2.63905732961526,4.82028156560504,0.693147180559945,4.04305126783455,1,6.0330862217988,8,21.8404
"61",4.44265125649032,0,0,0,0,0.693147180559945,0,0,0,3.36729582998647,2.77258872223978,0,0,1.38629436111989,0.693147180559945,0,0,0,0,0,0,0,0.693147180559945,0,0,0,2.99573227355399,2,9.25652
"62",0,0,0,0,5.75890177387728,0,0,0,0,0,6.13772705408623,0,2.484906649788,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,4.86753445045558,3,4.385
"63",0,0.693147180559945,0,6.19847871649231,4.61512051684126,3.09104245335832,0,4.90527477843843,0,5.00394630594546,0,0,4.61512051684126,0,0,0,6.41017488196617,0.693147180559945,0,0.693147180559945,5.83188247728352,0,0,0,4.62497281328427,1,5.75257263882563,9,16.6538
"64",0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,2.94443897916644,5.4971682252932,0,0,0,1.6094379124341,0,0,0,0,0,0,0,3.85014760171006,0,4.33338
"65",0,0,0,0,0,3.58351893845611,0,0,3.91202300542815,4.65396035015752,0,2.70805020110221,0,1.94591014905531,0,4.17438726989564,0,0,3.2188758248682,0,0,1.94591014905531,5.98393628068719,3.29583686600433,1.79175946922805,0,4.70953020131233,7,18.4091
"66",0,5.39816270151775,3.09104245335832,3.13549421592915,4.83628190695148,0,5.00394630594546,1.09861228866811,0,0,0,1.6094379124341,3.46573590279973,0,0,5.57215403217776,0,0,0,0,4.85203026391962,5.17048399503815,4.91265488573605,0,0,0,5.36129216570943,6,17.8255
"67",4.07753744390572,0,0,0,0,0,0,0,0,0.693147180559945,0,0,4.55387689160054,0,0.693147180559945,0,0,0,2.07944154167984,0,0,0,0,1.6094379124341,0,0,3.36729582998647,2,8.10954
"68",0.693147180559945,0,0,2.94443897916644,0,2.30258509299405,0,0,0,0,0,0,3.17805383034795,2.19722457733622,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,2.63905732961526,3,4.69981
"69",0,0,0,0,0.693147180559945,3.68887945411394,0,0,3.09104245335832,0,0,0,0,0,0,4.57471097850338,0,0,0,0,0,3.17805383034795,0,0,1.94591014905531,0,3.8286413964891,7,12.0569
"70",0,0,0,0,0,0,5.2257466737132,0,0,1.09861228866811,0,0,0,0,0,3.49650756146648,2.99573227355399,0,1.09861228866811,0,0.693147180559945,0,0,0,0,0,3.49650756146648,0,7.26436
"71",0,0,0,0,2.70805020110221,0,0,0,0,2.39789527279837,1.09861228866811,0,0,0,0,0,0,0,3.89182029811063,0.693147180559945,2.484906649788,2.19722457733622,0.693147180559945,1.6094379124341,0,0,2.63905732961526,1,1.76682
"72",0,0,1.94591014905531,0,0,2.77258872223978,0,0,3.95124371858143,0,0,0,0,0,0,0,0,0,0,0,0,0,5.12396397940326,0,2.484906649788,0,3.49650756146648,1,15.5592
"73",0,0,0,0,1.38629436111989,0,0,0,2.99573227355399,1.6094379124341,0,1.94591014905531,0,1.38629436111989,0,1.38629436111989,1.38629436111989,0,0,0,2.30258509299405,0,5.23644196282995,1.38629436111989,0,0,3.55534806148941,3,10.2202
"74",0,0,0,0.693147180559945,3.25809653802148,3.87120101090789,0,0,0,0,0,2.07944154167984,4.04305126783455,0,0,0,2.39789527279837,6.0330862217988,0,0,0,0,0,0,0,0,4.54329478227,1,1.50465
"75",0,0,0,0,0,0,0,5.78996017089725,0,0,0,0,0,0,0,0,2.70805020110221,0,0,0,3.40119738166216,0,0.693147180559945,0,0,0,4.56434819146784,2,8.48552
"76",0,0,0,1.09861228866811,4.11087386417331,0,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,1.09861228866811,0,5.32787616878958,0,1.38629436111989,0,0,3.76120011569356,1,1.76682
"77",0,2.39789527279837,0,0,0,0,0,0,0.693147180559945,0,0,1.94591014905531,0,0,0,0,0,4.20469261939097,0,0,0,0,0,5.80814248998044,0,0,4.58496747867057,1,1.77712
"78",0,0,0,0,0,0,0,4.17438726989564,5.07517381523383,0,3.52636052461616,0,0,0,0,0,1.09861228866811,0,0,0,0,0,0.693147180559945,0,0,0,3.49650756146648,1,4.41258
"79",0,5.2040066870768,0,0,0,0,1.09861228866811,0,1.38629436111989,0,0,0,0,3.2188758248682,0,1.6094379124341,2.19722457733622,0,0,0,3.40119738166216,3.71357206670431,0,0,0,0,3.78418963391826,1,7.72196
"80",0,0,0,6.18826412308259,0.693147180559945,0,0,0,0,2.63905732961526,1.09861228866811,0,0,0,0,0,4.27666611901606,0,0.693147180559945,0,0,0,0,0,2.56494935746154,0,4.63472898822964,5,14.1511
"81",2.89037175789616,0,0,0,0,1.6094379124341,1.09861228866811,0,0,0,0,0,4.65396035015752,0,0,0,0,0,0,0,0,0,0,3.09104245335832,0,0,3.46573590279973,2,5.07878
"82",0,0,0,0,1.79175946922805,0,2.19722457733622,0,0,0,0,0,0,5.23110861685459,0,0,0,0,0,0,5.55682806169954,0,0,2.89037175789616,0,0,4.72738781871234,0,4.22329
"83",2.39789527279837,0,0,0,0,0,0,1.79175946922805,0,0,3.36729582998647,0,0,0,0.693147180559945,0,0,0,0.693147180559945,0,0,0,0,0,0,0,1.79175946922805,1,2.63545
"84",0,0,0.693147180559945,6.13772705408623,0,0,0,4.49980967033027,0,5.17048399503815,3.95124371858143,0,4.94875989037817,0,0,0,0,5.11198778835654,0,0,1.09861228866811,0,0,5.68017260901707,0,0,4.57471097850338,3,11.6831
"85",0,2.63905732961526,0,1.79175946922805,0,1.09861228866811,2.89037175789616,2.89037175789616,0,0,0,2.56494935746154,0,0,0,3.40119738166216,0,0,0,0,0,0,0,0,0,0,3.3322045101752,0,1.77712
"86",0,1.09861228866811,0,0,0.693147180559945,0,4.93447393313069,0,3.49650756146648,0,0,0,0,1.6094379124341,1.09861228866811,1.94591014905531,2.94443897916644,0,0,0,3.55534806148941,0,0,0,1.09861228866811,0,3.66356164612965,0,7.72196
"87",3.73766961828337,0,0,3.04452243772342,2.56494935746154,0,4.4188406077966,0,0,5.41164605185504,5.47227067367148,0,3.29583686600433,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0,4.44265125649032,7,10.3576
"88",0.693147180559945,0,0,0,0,0,0,1.09861228866811,0,3.2188758248682,0,3.52636052461616,0,0,0,0,0,0,0,0,5.23110861685459,0,0,0,0,0,6.4281052726846,13,20.5295
"89",0,0.693147180559945,0,0,6.69579891705849,0,0,0.693147180559945,0,0,6.73578001424233,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,3.73766961828337,0,0,5.73009978297357,1,3.71865
"90",0,0,0,0,0,0,0,0,2.56494935746154,0,0.693147180559945,0,0,0,0,0,2.63905732961526,0,0,0,0,0,0,0,0,0,1.38629436111989,1,2.97312
"91",0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,4.33073334028633,0,0,0,0,0,0,0,2.39789527279837,2,1.56044
"92",2.30258509299405,0.693147180559945,0,0,3.36729582998647,0,4.64439089914137,0,0,1.6094379124341,0,2.56494935746154,3.73766961828337,0,0,5.4553211153577,0,0,0,0,0,0,0,0,0,2,5.80814248998044,13,6.85196
"93",0,0,0,1.79175946922805,0,0,4.4188406077966,0,0,0,0,0,0,1.38629436111989,1.79175946922805,0,0,0,0,0,0,0,0,0,0,0,2.39789527279837,0,2.56656
"94",0,7.29979736675816,4.44265125649032,6.18620862390049,5.39362754635236,0,5.40267738187228,0,0,0,0,3.52636052461616,0.693147180559945,0,3.46573590279973,6.37672694789863,4.70048036579242,3.04452243772342,0,0,2.83321334405622,5.68357976733868,4.46590811865458,0,0,0,6.58617165485467,13,18.208
"95",0,3.98898404656427,2.83321334405622,0,0,2.70805020110221,0,0,0.693147180559945,4.76217393479776,0,0,2.19722457733622,0.693147180559945,0,5.11799381241676,0,1.79175946922805,1.09861228866811,3.04452243772342,0,0.693147180559945,0,2.63905732961526,6.21860011969173,2,5.14166355650266,7,12.4581
"96",0.693147180559945,0,3.98898404656427,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0.693147180559945,0,2.07944154167984,0,0,0,0,0,2.56494935746154,0,4.43166
"97",0,0,6.3818160174061,0,3.25809653802148,0,4.82028156560504,0.693147180559945,0,0,4.35670882668959,4.38202663467388,0,0,4.26267987704132,0,0,2.30258509299405,1.38629436111989,5.19849703126583,5.50533153593236,5.8664680569333,1.09861228866811,0,0,0,5.82600010738045,8,15.1921
"98",0,0,0,0,4.56434819146784,0.693147180559945,4.80402104473326,0,0,0,0,0,0,0,0,0,0,0,4.14313472639153,3.66356164612965,0,5.78382518232974,2.19722457733622,0,0,1,4.57471097850338,3,11.1198
"99",0,4.71849887129509,1.38629436111989,5.27299955856375,0,0,1.6094379124341,0,0,0,5.16478597392351,0,2.99573227355399,1.09861228866811,0,0.693147180559945,6.21460809842219,0,0,0,0,0,4.52178857704904,0,0,0,5.03043792139244,9,17.2562
"100",0,1.09861228866811,0,0,1.09861228866811,0,0,0,0,0,5.3890717298165,0,0,0,0,0,0,2.77258872223978,1.09861228866811,1.09861228866811,0,0,0,0,0,0,3.71357206670431,2,4.53091
"101",2.70805020110221,0,0,2.39789527279837,0,0,0,4.62497281328427,0,0.693147180559945,3.73766961828337,0,4.36944785246702,1.38629436111989,0,0,0,0,2.39789527279837,0,0,0,0,0,0,0,3.52636052461616,3,11.8519
"102",0,3.40119738166216,0,0,0.693147180559945,3.43398720448515,0,0,0,6.37161184723186,0,0,0,0,0,0,3.68887945411394,0,6.47389069635227,2.484906649788,1.09861228866811,0,0,0,3.76120011569356,0,5.35658627467201,4,5.87009
"103",3.40119738166216,0,0,0,0,0,0.693147180559945,0.693147180559945,0,5.27299955856375,4.98360662170834,0,0,0,0,0,0,0,0,0,0,0,0,5.30330490805908,0,0,4.17438726989564,2,8.42497
"104",3.52636052461616,0,0,0,2.39789527279837,0,0,3.76120011569356,0,3.80666248977032,0,0,5.03043792139244,0,0,0,0,0,0,0,0,0,0,0,0,0,3.66356164612965,1,8.47144
"105",0,0,0,0,3.73766961828337,0.693147180559945,0,0,4.31748811353631,0,2.39789527279837,0,0,4.79579054559674,2.63905732961526,2.30258509299405,0,0,2.89037175789616,3.98898404656427,0,6.3261494731551,0,0,0,0,5.07517381523383,16,15.7896
"106",4.15888308335967,0,0,0,0,0,0,1.09861228866811,1.6094379124341,0.693147180559945,0,0,1.09861228866811,0,0,1.09861228866811,0,0,0,0.693147180559945,2.89037175789616,0,0,0,2.484906649788,0,2.89037175789616,1,0
"107",3.25809653802148,0,0,0,0,0,0,0,0,0,0,0,3.63758615972639,0,0,0,0,0,0,0,0,0,1.38629436111989,0,0,0,4.71849887129509,2,10.9041
"108",0,0,0,0.693147180559945,0,0,0,0,2.30258509299405,0,0,0.693147180559945,0,0,0,3.04452243772342,0,2.77258872223978,0.693147180559945,1.09861228866811,0,0,0,0,0.693147180559945,1,3.55534806148941,2,3.10682
"109",0,0,0,0,0,0,5.24174701505964,1.94591014905531,0,0,5.56068163101553,0,3.89182029811063,0,2.56494935746154,0,3.71357206670431,0.693147180559945,1.38629436111989,0,0,0,2.70805020110221,0,2.30258509299405,0,4.58496747867057,1,16.6473
"110",0,0,0,0,0,0,2.07944154167984,0,5.42934562895444,0,0,0,0,3.52636052461616,0,0,0,0,0,0,0,0,0,3.36729582998647,0,0,4.12713438504509,1,4.41258
"111",0,0,0,0,1.09861228866811,0,6.82654522355659,1.6094379124341,0,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,2.19722457733622,0,0.693147180559945,0,4.79579054559674,7,17.0697
"112",0,0,0,3.61091791264422,0,0,3.73766961828337,0,0,0,0,1.6094379124341,0,0,0,0.693147180559945,0,0,0,1.6094379124341,0,0,0,0,3.29583686600433,0,2.484906649788,0,9.36692
"113",0,0,0,4.18965474202643,0,0,0,0,0.693147180559945,0,0,0,0,3.13549421592915,0,0,0,0,0,0,0,0,0,0,0,0,2.484906649788,0,6.42599
"114",3.52636052461616,2.39789527279837,1.09861228866811,3.66356164612965,3.09104245335832,0,0,0,0,0,0,0,2.56494935746154,0.693147180559945,0,0,5.18178355029209,0,0.693147180559945,0,0,0,0.693147180559945,0,0,0,3.80666248977032,2,9.58809
"115",1.79175946922805,0,0,0,2.83321334405622,0,0,1.79175946922805,0,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,3.61091791264422,0,1,6.7428806357919,24,28.1851
"116",2.30258509299405,0.693147180559945,0,0,0,1.6094379124341,0,1.94591014905531,0,0,3.09104245335832,0,0,4.23410650459726,5.76832099579377,0,3.43398720448515,0,1.94591014905531,0,0,0,0,4.00733318523247,0,0,4.04305126783455,3,5.26723
"117",1.79175946922805,0,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0,0,1.09861228866811,2.484906649788,3.04452243772342,0,0,4.53259949315326,0,0,3.25809653802148,0,4.87416
"118",0,4.91265488573605,0,0,0,0,0,4.45434729625351,0,0,0,3.58351893845611,0,0,0,0,0,4.89034912822175,0,1.6094379124341,0.693147180559945,4.00733318523247,6.50128967054039,2.19722457733622,3.13549421592915,0,5.27299955856375,7,11.0027
"119",0,3.97029191355212,0,0,1.09861228866811,1.38629436111989,3.29583686600433,0,0,0.693147180559945,0,0,0,0,0,0,0,3.43398720448515,4.00733318523247,0,0,5.31320597904179,0,3.13549421592915,3.49650756146648,0,4.0943445622221,3,4.58578
