file,V1,V2,V3,V4,V5,bug,loc,bf,hcm
org::eclipse::pde::internal::ui::editor::site::SiteUndoManager,2.890371758,0,6.056784013,0,3.465735903,0,4.727387819,0,4.22329
org::eclipse::pde::internal::core::text::plugin::DocumentGenericNode,0,3.828641396,0,0,0,0,1.791759469,1,2.63545
org::eclipse::pde::internal::core::plugin::Plugin,6.865891075,6.013715156,1.791759469,1.945910149,0,0,4.574710979,3,11.6831
org::eclipse::pde::internal::ui::tests::macro::WidgetIdentifier,3.63758616,1.945910149,0,3.555348061,2.944438979,0,3.33220451,0,1.77712
org::eclipse::pde::internal::ui::editor::feature::EditorBuildFeatureAction,2.890371758,1.945910149,5.231108617,3.433987204,0,0,3.663561646,0,7.72196
org::eclipse::pde::internal::ui::search::ManifestEditorOpener,5.572154032,5.214935758,4.96284463,0,4.043051268,0,4.442651256,7,10.3576
org::eclipse::pde::internal::core::feature::Feature,0,3.970291914,5.272999559,0,0,0,6.428105273,13,20.5295
org::eclipse::pde::internal::core::builders::ElementOccurenceChecker,6.922643891,5.713732806,3.526360525,0,5.843544417,0,5.730099783,1,3.71865
org::eclipse::pde::internal::ui::refactoring::ContainerMoveParticipant,2.944438979,0,2.197224577,0,0,0,1.386294361,1,2.97312
org::eclipse::pde::internal::ui::templates::ide::ViewNewWizard,0,0,4.343805422,0,0,0,2.397895273,2,1.56044
org::eclipse::pde::internal::ui::views::dependencies::DependenciesView,3.33220451,0,5.521460918,5.049856007,0,2,5.80814249,13,6.85196
org::eclipse::pde::internal::ui::editor::toc::TocInputContextManager,0,0,3.135494216,0,4.304065093,0,2.397895273,0,2.56656
org::eclipse::pde::internal::ui::editor::build::RuntimeInfoSection,7.626570206,0.693147181,6.28785856,6.487684018,6.040254711,0,6.586171655,13,18.208
org::eclipse::pde::internal::ui::launcher::PluginBlock,5.545177444,5.669880923,3.761200116,5.805134969,0,2,5.141663557,7,12.4581
org::eclipse::pde::internal::ui::wizards::exports::FeatureDestinationTab,0,1.098612289,2.944438979,3.784189634,0,0,2.564949357,0,4.43166
org::eclipse::pde::internal::ui::editor::feature::InfoSection,0,3.688879454,5.525452939,6.54534966,6.650279049,0,5.826000107,8,15.1921
org::eclipse::pde::internal::ui::editor::schema::SchemaOverviewPage,0,0,0,3.295836866,6.436150368,1,4.574710979,3,11.1198
org::eclipse::pde::internal::ui::nls::ExternalizeStringsOperation,6.563855527,5.717027701,1.386294361,4.442651256,0,0,5.030437921,9,17.2562
org::eclipse::pde::internal::core::text::AbstractKeyValueTextChangeListener,0,5.278114659,0,3.784189634,1.386294361,0,3.713572067,2,4.53091
org::eclipse::pde::internal::core::text::bundle::BundleModel,4.779123493,4.94875989,0,0,0,0,3.526360525,3,11.8519
org::eclipse::pde::internal::ui::templates::rcp::IntroTemplate,0,6.401917197,6.66440902,0,0,0,5.356586275,4,5.87009
org::eclipse::pde::internal::core::text::plugin::PluginExtensionNode,0,6.186208624,4.369447852,0,2.079441542,0,4.17438727,2,8.42497
org::eclipse::pde::internal::core::text::bundle::ImportPackageObject,5.332718793,4.248495242,1.945910149,0,0,0,3.663561646,1,8.47144
org::eclipse::pde::internal::ui::editor::cheatsheet::simple::details::SimpleCSIntroDetails,0,0,2.397895273,4.990432587,6.608000625,0,5.075173815,16,15.7896
org::eclipse::pde::internal::ui::correction::DeletePluginBaseResolution,4.442651256,1.386294361,2.833213344,0,0,0,2.890371758,1,0
org::eclipse::pde::internal::core::text::bundle::Bundle,4.17438727,0,0,0.693147181,0,0,4.718498871,2,10.9041
org::eclipse::pde::internal::ui::compare::PluginStructureViewer,0.693147181,1.791759469,0,3.80666249,0,1,3.555348061,2,3.10682
org::eclipse::pde::internal::ui::editor::plugin::BundleInputContext,5.236441963,5.043425117,4.110873864,0,5.192956851,0,4.584967479,1,16.6473
org::eclipse::pde::internal::core::text::cheatsheet::simple::SimpleCS,0,5.638354669,0,0,2.772588722,0,4.127134385,1,4.41258
org::eclipse::pde::internal::ui::editor::PDEFormEditorContributor,0,0,6.473890696,0,5.676753802,0,4.795790546,7,17.0697
org::eclipse::pde::internal::ui::search::dependencies::UnusedDependenciesAction,1.386294361,0,4.406719247,3.36729583,0,0,2.48490665,0,9.36692
org::eclipse::pde::internal::core::bundle::BundlePluginModel,4.317488114,0,2.708050201,0,0,0,2.48490665,0,6.42599
org::eclipse::pde::internal::ui::refactoring::ManifestTypeMoveParticipant,5.669880923,1.791759469,1.098612289,0,0,0,3.80666249,2,9.58809
org::eclipse::pde::internal::core::schema::Schema,0,3.583518938,0,0,3.401197382,1,6.742880636,24,28.1851
org::eclipse::pde::internal::core::text::toc::TocTopic,0,4.663439094,6.018593214,0,1.386294361,0,4.043051268,3,5.26723
org::eclipse::pde::internal::core::product::ProductFeature,0,4.890349128,0,0,0,0,3.258096538,0,4.87416
org::eclipse::pde::internal::ui::editor::EditorUtilities,4.574710979,5.683579767,0,0,6.624065228,0,5.272999559,7,11.0027
org::eclipse::pde::internal::ui::editor::LaunchShortcutOverviewPage,0,4.828313737,0,0,5.707110265,0,4.094344562,3,4.58578
org::eclipse::pde::internal::ui::samples::SampleWizard,1.945910149,3.912023005,5.902633333,5.85220248,2.397895273,0,4.828313737,0,4.73464
org::eclipse::pde::internal::core::util::DOMParserWrapper,0,4.624972813,1.791759469,0,0,1,3.044522438,1,1.77712
org::eclipse::pde::internal::core::ModelFileAdapter,3.433987204,0.693147181,3.044522438,0,0,0,2.079441542,0,3.37663
org::eclipse::pde::internal::core::plugin::PluginAttribute,3.091042453,5.347107531,2.63905733,1.098612289,3.583518938,0,4.158883083,5,10.0245
org::eclipse::pde::internal::ui::editor::build::BuildSourceViewerConfiguration,5.099866428,4.094344562,0,6.533788838,2.833213344,0,4.204692619,3,7.73771
org::eclipse::pde::ui::launcher::JUnitWorkbenchLaunchShortcut,2.397895273,5.966146739,0.693147181,2.772588722,0,1,3.970291914,6,11.9634
org::eclipse::pde::internal::ui::views::dependencies::OpenPluginDependenciesAction,0,0,4.543294782,0,0,0,2.48490665,2,1.76682
org::eclipse::pde::internal::core::text::plugin::PluginModel,4.189654742,3.761200116,2.833213344,0,0,0,2.708050201,0,3.30831
org::eclipse::pde::internal::ui::wizards::WizardCollectionComparator,2.302585093,0,4.521788577,0,0,0,3.218875825,1,1.76682
org::eclipse::pde::internal::ui::editor::contentassist::TypeProposalLabelProvider,2.197224577,0,3.891820298,1.609437912,0,0,2.302585093,1,1.76682
org::eclipse::pde::internal::core::schema::EditableSchema,0,4.094344562,0,0.693147181,3.784189634,0,3.091042453,0,6.42599
org::eclipse::pde::internal::ui::preferences::MainPreferencePage,3.258096538,0,0,6.159095388,0,3,4.276666119,3,11.4044
org::eclipse::pde::internal::ui::wizards::feature::NewFeaturePatchWizard,0,0,4.406719247,0,0.693147181,0,2.48490665,10,13.6235
org::eclipse::pde::internal::ui::editor::feature::Choice,0,2.079441542,0,0,3.17805383,0,2.63905733,1,7.47927
org::eclipse::pde::internal::ui::editor::feature::IncludedFeaturesDetailsSection,4.382026635,0,3.688879454,5.883322388,6.342121419,0,5.278114659,4,10.137
org::eclipse::pde::internal::core::builders::ElementOccurrenceResult,2.995732274,4.204692619,0,0,1.791759469,0,2.944438979,0,1.77712
org::eclipse::pde::internal::ui::editor::text::ResourceHyperlink,4.672828834,3.688879454,3.465735903,0,4.17438727,0,4.060443011,3,5.88907
org::eclipse::pde::internal::ui::wizards::plugin::OpenProjectWizardAction,0,0,5.123963979,3.871201011,0,0,2.995732274,1,8.67904
org::eclipse::pde::internal::core::exports::FeatureExportOperation,6.618738984,7.952263309,2.302585093,0,0,6,6.368187186,10,14.2492
org::eclipse::pde::internal::ui::editor::cheatsheet::simple::SimpleCSDefinitionPage,0,4.110873864,4.510859507,4.077537444,6.318968114,0,4.976733742,3,3.15241
org::eclipse::pde::internal::ui::launcher::LaunchAction,4.875197323,6.769641977,4.204692619,4.356708827,0,1,5.411646052,10,24.7436
org::eclipse::pde::internal::ui::util::PersistablePluginObject,4.204692619,3.713572067,5.342334252,0,0,0,4.025351691,3,10.7641
org::eclipse::pde::internal::ui::editor::ctxhelp::CtxHelpSourcePage,1.098612289,2.708050201,5.645446898,0,4.955827058,0,3.988984047,1,0
org::eclipse::pde::internal::ui::search::dependencies::DependencyExtentSearchResultPage,4.564348191,0,5.958424693,4.025351691,3.63758616,0,3.988984047,1,10.2628
org::eclipse::pde::internal::ui::editor::plugin::rows::TextAttributeRow,0,0,2.63905733,4.33073334,5.602118821,0,4.025351691,5,16.0268
org::eclipse::pde::internal::core::text::toc::Toc,0,4.382026635,3.091042453,0,0,0,3.135494216,2,3.71677
org::eclipse::pde::internal::ui::correction::OptionalRequireBundleResolution,4.804021045,0,0,1.386294361,0,0,3.091042453,0,3.18664
org::eclipse::pde::internal::ui::editor::JarEntryEditorInput,0,4.219507705,2.63905733,1.098612289,5.003946306,0,3.828641396,2,10.7189
org::eclipse::pde::internal::ui::compare::PluginStructureViewerCreator,0,0,0,3.931825633,0,1,1.945910149,1,0
org::eclipse::pde::internal::ui::elements::ElementList,2.48490665,2.772588722,3.970291914,1.386294361,0,0,3.135494216,0,6.41569
org::eclipse::pde::internal::core::build::ExternalBuildModel,3.091042453,4.912654886,0,0,0,1,3.63758616,0,7.91391
org::eclipse::pde::internal::core::natures::SiteProject,2.995732274,1.945910149,2.63905733,0,0,0,2.302585093,1,3.19695
org::eclipse::pde::internal::ui::editor::contentassist::display::SubstitutionTextReader,0.693147181,5.730099783,0,2.63905733,0.693147181,0,4.343805422,1,3.19189
org::eclipse::pde::internal::ui::editor::schema::SchemaStringAttributeDetails,0,0,0,5.811140993,6.11146734,0,4.983606622,2,3.01668
org::eclipse::pde::internal::core::PDERegistryStrategy,6.771935556,4.442651256,4.700480366,0,0,1,5.049856007,5,10.6231
org::eclipse::pde::internal::ui::launcher::FilteredCheckboxTree,3.526360525,1.609437912,6.32256524,6.825460036,0,2,3.583518938,3,2.06344
org::eclipse::pde::internal::ui::editor::schema::SchemaCompositorDetails,0,0.693147181,0,3.931825633,5.82008293,0,4.17438727,5,14.266
org::eclipse::pde::internal::core::text::bundle::BundleActivatorHeader,3.970291914,0.693147181,0,0,0,0,2.302585093,0,3.30831
org::eclipse::pde::internal::ui::editor::plugin::ExportPackageSection,6.721425701,0,6.728628613,5.710427017,5.424950017,0,6.265301213,20,27.4277
org::eclipse::pde::internal::core::variables::TargetNLVariableResolver,3.295836866,0,0,0,3.258096538,0,1.386294361,1,1.77712
org::eclipse::pde::internal::ui::wizards::product::UpdateSplashProgressOperation,6.725033642,6.643789733,5.298317367,3.80666249,5.017279837,0,6.03068526,1,1.76682
org::eclipse::pde::internal::ui::templates::osgi::OSGiPreferencesServiceNewWizard,0,2.708050201,4.709530201,0.693147181,0.693147181,0,2.48490665,2,1.56044
org::eclipse::pde::ui::launcher::OSGiLaunchConfigurationInitializer,4.356708827,5.521460918,0,0.693147181,0,1,3.63758616,3,6.80521
org::eclipse::pde::internal::core::build::BuildEntry,5.332718793,4.290459441,0,0,0,0,4.094344562,1,7.57392
org::eclipse::pde::internal::core::plugin::ImportObject,3.988984047,4.510859507,4.406719247,0,0,0,3.761200116,1,9.53015
org::eclipse::pde::internal::ui::editor::feature::SynchronizeVersionsWizardPage,5.860786223,3.36729583,5.192956851,5.932245187,0,0,5.030437921,9,17.2944
org::eclipse::pde::internal::ui::editor::feature::FeatureEditor,5.424950017,5.003946306,5.932245187,3.555348061,6.300785795,2,5.545177444,8,19.8138
org::eclipse::pde::internal::ui::editor::cheatsheet::comp::CompCSMasterTreeSection,0,4.727387819,7.243512975,6.701960366,5.828945618,0,6.180016654,7,11.5775
org::eclipse::pde::internal::ui::correction::BuildEntryMarkerResolution,4.663439094,0,0,1.791759469,0,0,2.564949357,3,3.82133
org::eclipse::pde::internal::ui::elements::NamedElement,0,0,4.143134726,0,0,0,2.890371758,3,6.95514
org::eclipse::pde::internal::ui::editor::contentassist::ManifestContentAssistProcessor,8.281217661,5.472270674,2.995732274,0,5.616771098,1,6.472346295,17,12.9364
org::eclipse::pde::internal::ui::editor::text::ReconcilingStrategy,0,4.276666119,0,4.634728988,0,0,3.044522438,0,10.2185
org::eclipse::pde::internal::ui::wizards::provisioner::DirectorySelectionPage,0,2.197224577,3.258096538,6.416732283,3.891820298,2,4.744932128,2,3.17095
org::eclipse::pde::internal::core::exports::ProductExportOperation,5.85220248,7.890208213,0,0,0,6,6.419994928,25,18.4647
org::eclipse::pde::internal::ui::editor::text::PDEDefaultInformationControl,0,0,0,3.931825633,0.693147181,0,2.397895273,2,2.71813
org::eclipse::pde::internal::ui::editor::plugin::PluginGeneralInfoSection,6.259581464,0,2.302585093,3.688879454,6.054439346,0,5.117993812,20,32.4055
org::eclipse::pde::internal::ui::templates::ide::NewWizardTemplate,0,5.267858159,6.434546519,0,0,0,4.615120517,3,2.84822
org::eclipse::pde::internal::ui::editor::plugin::ExtensionPointsPage,1.945910149,0,5.068904202,2.708050201,5.38907173,0,3.63758616,7,20.1475
org::eclipse::pde::internal::ui::editor::feature::HandlerSection,3.688879454,2.564949357,1.386294361,0,6.226536669,0,4.804021045,2,8.67717
org::eclipse::pde::internal::core::schema::SchemaElement,2.772588722,6.562444094,0,0,5.789960171,0,5.560681631,11,17.0249
org::eclipse::pde::internal::ui::wizards::templates::NewPluginTemplateChoiceWizard,0,0,5.463831805,4.234106505,0,0,4.204692619,5,10.786
org::eclipse::pde::internal::core::text::bundle::LazyStartHeader,3.912023005,2.079441542,0,0,1.386294361,0,2.302585093,0,3.9513
org::eclipse::pde::internal::ui::editor::target::EnvironmentPage,0,0,0,0,5.480638923,0,3.36729583,5,12.0117
org::eclipse::pde::internal::core::builders::FeatureRebuilder,5.533389489,2.944438979,4.465908119,0.693147181,0,0,3.931825633,4,10.3419
org::eclipse::pde::internal::ui::templates::ide::HelloWorldCmdTemplate,0,5.129898715,6.799055862,0,0,0,4.919980926,2,1.56044
org::eclipse::pde::internal::ui::compare::ManifestStructureMergeViewerCreator,2.197224577,0,0,4.110873864,0,0,1.791759469,2,2.5349
org::eclipse::pde::internal::ui::OpenPDEPerspectiveAction,0,0.693147181,4.189654742,2.944438979,0.693147181,0,3.044522438,0,6.41569
org::eclipse::pde::internal::ui::refactoring::ContainerRenameParticipant,6.001414878,4.709530201,1.098612289,2.63905733,2.302585093,0,4.382026635,5,10.4273
org::eclipse::pde::internal::ui::editor::ctxhelp::CtxHelpPage,0,1.098612289,4.234106505,2.772588722,6.202535517,0,4.406719247,3,2.15793
org::eclipse::pde::internal::core::FeatureModelDelta,4.976733742,0,4.189654742,0,0,0,3.63758616,0,3.45817
org::eclipse::pde::internal::core::TracingOptionsManager,5.236441963,5.910796644,0,2.079441542,0,1,4.890349128,3,10.1212
org::eclipse::pde::internal::ui::tests::macro::IndexAction,0,0,4.262679877,4.770684624,0,0,3.526360525,0,4.68802
org::eclipse::pde::internal::core::text::bundle::BasePackageHeader,5.38907173,0,0,0,0,0,3.80666249,1,6.83528
org::eclipse::pde::internal::ui::launcher::WorkspaceDataBlock,0,3.988984047,0,6.552507887,0,0,4.700480366,3,10.2902
org::eclipse::pde::internal::ui::editor::product::SplashPage,0,0,0,1.791759469,5.583496309,0,3.218875825,4,5.97024
org::eclipse::pde::ui::launcher::JUnitLaunchConfigurationDelegate,6.02827852,7.442492723,0,3.465735903,1.791759469,1,5.602118821,15,17.3217
org::eclipse::pde::internal::core::build::BuildObject,4.564348191,1.098612289,3.258096538,0,0,0,3.17805383,1,12.396
org::eclipse::pde::internal::core::text::build::BuildModel,4.394449155,4.859812404,2.079441542,0,0,0,3.33220451,2,7.53549
org::eclipse::pde::internal::core::text::plugin::PluginModelBase,5.18178355,5.484796933,4.700480366,0,0,0,4.17438727,3,11.9716
org::eclipse::pde::internal::ui::editor::outline::QuickOutlinePopupDialog,0,0,6.152732695,7.251344983,4.369447852,0,5.926926026,4,6.31854
org::eclipse::pde::internal::core::search::PluginSearchOperation,5.905361848,0,4.709530201,0,0,0,4.48863637,0,7.27922
org::eclipse::pde::internal::ui::editor::plugin::ExtensionElementBodyTextDetails,0,0,5.313205979,3.988984047,7.105786129,0,5.634789603,3,3.3149
org::eclipse::pde::internal::ui::editor::ctxhelp::details::CtxHelpAbstractDetails,0,0,4.204692619,4.262679877,6.289715571,0,4.369447852,1,0
org::eclipse::pde::internal::ui::editor::context::InputContextManager,5.723585102,1.609437912,0,0,6.49677499,0,5.442417711,3,8.4335
org::eclipse::pde::internal::core::bundle::WorkspaceBundleModel,5.220355825,5.703782475,0,1.098612289,0,0,4.574710979,0,0
