"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","bug","loc","bf","hcm"
"35",0,0,0,2.63905732961526,0,5.04985600724954,0,0,0,3.52636052461616,0,3.43398720448515,1,6.09363
"36",0,0,4.0943445622221,0,1.38629436111989,0,2.94443897916644,5.27299955856375,5.73979291217923,4.39444915467244,0,4.57471097850338,7,17.0132
"37",2.89037175789616,0,0,4.04305126783455,0,0,0,3.17805383034795,0,0,0,2.77258872223978,1,9.16205
"38",0,0,4.18965474202643,0,2.89037175789616,1.6094379124341,3.80666248977032,1.38629436111989,2.19722457733622,2.07944154167984,0,3.46573590279973,1,7.83167
"39",0,0,0,0,5.36129216570943,0,2.89037175789616,1.38629436111989,0,0,0,3.40119738166216,2,1.56044
"40",0,0,3.98898404656427,2.94443897916644,0.693147180559945,4.89783979995091,0.693147180559945,3.63758615972639,0,1.09861228866811,0,3.43398720448515,0,3.71677
"41",0,0,0,0,3.93182563272433,3.58351893845611,4.74493212836325,0,0.693147180559945,1.6094379124341,0,3.17805383034795,0,9.36692
"42",4.11087386417331,0,0,0,2.39789527279837,0,0,0,0.693147180559945,0,0,2.30258509299405,1,5.36088
"43",0,0,0,0.693147180559945,0,3.66356164612965,0,4.23410650459726,5.88610403145016,4.68213122712422,0,4.65396035015752,3,13.5092
"44",0,0,0,3.29583686600433,0,4.04305126783455,0,0,0,0,1,4.70953020131233,1,8.39741
"45",0,1.09861228866811,4.12713438504509,0,3.04452243772342,4.06044301054642,0,0,0,0,1,2.89037175789616,1,5.70432
"46",3.91202300542815,0,3.3322045101752,1.6094379124341,1.6094379124341,5.12396397940326,0,0,0,0,0,3.68887945411394,2,5.2122
"47",0,0,0,0,0,2.56494935746154,1.09861228866811,5.63835466933375,6.38012253689976,5.32787616878958,0,5.19295685089021,5,12.5528
"48",3.36729582998647,0,0.693147180559945,0,2.83321334405622,3.63758615972639,0,0,5.26785815906333,0,0,3.55534806148941,4,17.1566
"49",0,3.43398720448515,0,4.24849524204936,2.07944154167984,2.77258872223978,1.79175946922805,5.65599181081985,1.6094379124341,0,0,4.55387689160054,3,5.38823
"50",2.77258872223978,0,1.94591014905531,0.693147180559945,3.97029191355212,2.89037175789616,3.29583686600433,0,3.98898404656427,5.27811465923052,0,3.52636052461616,0,8.04434
"51",1.6094379124341,0,0,0.693147180559945,0,4.31748811353631,4.62497281328427,0,0,4.06044301054642,0,3.29583686600433,3,4.41939
"52",0,0,0,5.39362754635236,2.484906649788,3.58351893845611,0,0,0,5.91350300563827,0,4.24849524204936,4,12.3849
"53",6.28226674689601,0,0,2.70805020110221,0,0,4.64439089914137,6.53958595561767,0,1.09861228866811,0,4.54329478227,11,16.5679
"54",2.70805020110221,0,0,2.07944154167984,1.79175946922805,1.94591014905531,2.63905732961526,4.59511985013459,0,1.09861228866811,0,2.89037175789616,1,1.76682
"55",0.693147180559945,0,3.29583686600433,0,0,5.35185813347607,0,0,0,5.52545293913178,0,4.88280192258637,2,14.705
"56",0,0,3.29583686600433,0,0.693147180559945,2.83321334405622,0,0,0,2.19722457733622,0,1.38629436111989,1,1.77712
"57",4.58496747867057,6.20253551718792,0,1.38629436111989,4.0943445622221,6.07993319509559,5.80814248998044,4.99721227376411,6.07073772800249,0.693147180559945,0,6.07073772800249,15,27.4268
"58",0,0,3.61091791264422,0,7.07665381544395,0,0,0.693147180559945,0,0,0,5.11799381241676,4,6.33209
"59",3.61091791264422,0,0,0,2.94443897916644,1.09861228866811,0,0,0,0,0,2.484906649788,1,3.19695
"60",7.00850518208228,1.09861228866811,6.16331480403464,0,4.20469261939097,4.75359019110636,4.58496747867057,0,0,0.693147180559945,1,6.0330862217988,8,21.8404
"61",3.89182029811063,0,0,3.89182029811063,0,2.63905732961526,0,0,1.6094379124341,3.04452243772342,0,2.99573227355399,2,9.25652
"62",0,6.25382881157547,0,0,5.06890420222023,0,0,0,0,4.7361984483945,0,4.86753445045558,3,4.385
"63",5.11799381241676,1.6094379124341,6.27476202124194,0,4.26267987704132,7.10824413973154,3.87120101090789,2.07944154167984,0,0,1,5.75257263882563,9,16.6538
"64",0,5.18178355029209,0,3.87120101090789,0,3.76120011569356,0,0,0,0,0,3.85014760171006,0,4.33338
"65",0,0,0,0,5.41610040220442,2.89037175789616,6.15697898558556,0,1.09861228866811,2.77258872223978,0,4.70953020131233,7,18.4091
"66",5.76205138278018,5.78074351579233,0,0,0,5.11198778835654,3.29583686600433,0,6.0913098820777,0,0,5.36129216570943,6,17.8255
"67",5.03043792139244,0,1.38629436111989,0,0,0,0,0,2.19722457733622,1.09861228866811,0,3.36729582998647,2,8.10954
"68",2.63905732961526,1.38629436111989,0,0,0,3.71357206670431,1.6094379124341,0,0,0,0,2.63905732961526,3,4.69981
"69",0,0,0.693147180559945,0,0,0.693147180559945,5.20948615284142,0,0,1.09861228866811,0,3.8286413964891,7,12.0569
"70",0,3.78418963391826,1.6094379124341,2.484906649788,0,0,5.21493575760899,0,0,0,0,3.49650756146648,0,7.26436
"71",0,2.07944154167984,0,2.19722457733622,2.99573227355399,2.484906649788,0,0,3.91202300542815,1.79175946922805,0,2.63905732961526,1,1.76682
"72",0,0,0,2.83321334405622,2.89037175789616,0,5.29831736654804,2.39789527279837,1.09861228866811,1.94591014905531,0,3.49650756146648,1,15.5592
"73",0,0,3.2188758248682,0.693147180559945,2.99573227355399,0,5.28320372873799,0,0,0,0,3.55534806148941,3,10.2202
"74",5.96100533962327,4.11087386417331,3.3322045101752,0,3.66356164612965,0,1.09861228866811,3.80666248977032,0.693147180559945,1.38629436111989,0,4.54329478227,1,1.50465
"75",0,0,5.73009978297357,1.94591014905531,0,4.04305126783455,0,0.693147180559945,0,0,0,4.56434819146784,2,8.48552
"76",0,3.71357206670431,0,1.09861228866811,1.38629436111989,3.13549421592915,0,0.693147180559945,5.32300997913841,1.09861228866811,0,3.76120011569356,1,1.76682
"77",0,3.63758615972639,0,0,1.38629436111989,0,0,1.79175946922805,0,5.91620206260743,0,4.58496747867057,1,1.77712
"78",0,0,0,5.55295958492162,0,0,0,1.09861228866811,0,0,0,3.49650756146648,1,4.41258
"79",5.36129216570943,3.25809653802148,1.94591014905531,0,0,0,0,0,3.89182029811063,0,0,3.78418963391826,1,7.72196
"80",5.97888576490112,1.79175946922805,3.17805383034795,0,1.09861228866811,5.06890420222023,1.09861228866811,0,0,1.09861228866811,0,4.63472898822964,5,14.1511
"81",4.99721227376411,0,0.693147180559945,0,0,0,0,0,0,0,0,3.46573590279973,2,5.07878
"82",0,2.63905732961526,0,0,0.693147180559945,6.04973345523196,3.3322045101752,0,0,2.39789527279837,0,4.72738781871234,0,4.22329
"83",0,0,0,0,1.79175946922805,0,0,0.693147180559945,0,3.68887945411394,0,1.79175946922805,1,2.63545
"84",6.19644412779452,0.693147180559945,3.3322045101752,0,3.2188758248682,5.97380961186926,0,2.07944154167984,0,6.07993319509559,0,4.57471097850338,3,11.6831
"85",0,0,3.55534806148941,2.89037175789616,0,0,3.61091791264422,0,0,2.19722457733622,0,3.3322045101752,0,1.77712
"86",0,0,0.693147180559945,2.83321334405622,0,3.46573590279973,5.25749537202778,0,0,0,0,3.66356164612965,0,7.72196
"87",4.60517018598809,3.46573590279973,0,4.59511985013459,5.03695260241363,3.76120011569356,0,0,0,5.39816270151775,0,4.44265125649032,7,10.3576
"88",0.693147180559945,0.693147180559945,3.04452243772342,3.17805383034795,0,4.71849887129509,4.51085950651685,0,0,0,0,6.4281052726846,13,20.5295
"89",0.693147180559945,7.13568734702814,0,0,5.27299955856375,0,0,1.09861228866811,1.38629436111989,5.47646355193151,0,5.73009978297357,1,3.71865
"90",2.07944154167984,1.09861228866811,0,0,0,2.89037175789616,0,0,0,0,0,1.38629436111989,1,2.97312
"91",0,0,0,0,4.23410650459726,0,2.19722457733622,0,0,0,0,2.39789527279837,2,1.56044
"92",3.25809653802148,5.49306144334055,0,0,0,3.61091791264422,2.70805020110221,0,4.74493212836325,0,2,5.80814248998044,13,6.85196
"93",0,0,0,4.36944785246702,0,2.89037175789616,0,0,0,0,0,2.39789527279837,0,2.56656
"94",7.45529848568329,6.76157276880406,5.50938833662798,0,0,4.56434819146784,1.09861228866811,0,6.59441345974978,0,0,6.58617165485467,13,18.208
"95",3.95124371858143,4.81218435537242,4.11087386417331,0,4.38202663467388,4.36944785246702,5.67675380226828,4.75359019110636,0.693147180559945,4.79579054559674,2,5.14166355650266,7,12.4581
"96",0,1.38629436111989,0,0,0,1.38629436111989,3.87120101090789,0,2.39789527279837,0,0,2.56494935746154,0,4.43166
"97",0,4.82028156560504,3.8286413964891,3.95124371858143,0,4.49980967033027,5.21493575760899,5.88610403145016,6.81014245011514,0,0,5.82600010738045,8,15.1921
"98",0,4.75359019110636,0,3.17805383034795,0,0.693147180559945,1.94591014905531,3.29583686600433,6.17170059741091,0,1,4.57471097850338,3,11.1198
"99",4.99721227376411,1.6094379124341,4.14313472639153,0,0,6.43133108193348,0,4.72738781871234,0,5.03695260241363,0,5.03043792139244,9,17.2562
"100",0,0,0,0,0,0,0.693147180559945,3.68887945411394,0,5.30826769740121,0,3.71357206670431,2,4.53091
"101",4.15888308335967,0,3.40119738166216,4.65396035015752,0,4.14313472639153,0,0,0,0,0,3.52636052461616,3,11.8519
"102",0,0,4.55387689160054,0,7.14677217945264,0,1.38629436111989,2.99573227355399,0,0,0,5.35658627467201,4,5.87009
"103",0,1.79175946922805,0,0.693147180559945,5.18738580584075,3.52636052461616,0,0,0,5.86929691313377,0,4.17438726989564,2,8.42497
"104",5.2257466737132,1.6094379124341,0.693147180559945,2.94443897916644,0,0,1.09861228866811,1.09861228866811,0,4.24849524204936,0,3.66356164612965,1,8.47144
"105",0,0,0,5.64190707093811,0,0,0,2.19722457733622,6.41017488196617,0,0,5.07517381523383,16,15.7896
"106",3.09104245335832,0,0.693147180559945,0,0.693147180559945,4.39444915467244,0,0,0,0,0,2.89037175789616,1,0
"107",4.14313472639153,0,0.693147180559945,0,0,0,1.09861228866811,0,0,0,0,4.71849887129509,2,10.9041
"108",0,2.30258509299405,0,0,1.09861228866811,0,3.36729582998647,2.484906649788,0,0,1,3.55534806148941,2,3.10682
"109",4.48863636973214,0,1.6094379124341,5.29330482472449,0,5.23110861685459,0,3.2188758248682,0,4.39444915467244,0,4.58496747867057,1,16.6473
"110",0,0,0,5.67332326717149,1.79175946922805,0,0,0,0,0,0,4.12713438504509,1,4.41258
"111",0,6.23048144757848,0,5.62762111369064,0,4.33073334028633,0,0,4.12713438504509,2.94443897916644,0,4.79579054559674,7,17.0697
"112",0,0,0,0,0,4.40671924726425,3.43398720448515,0.693147180559945,0,0,0,2.484906649788,0,9.36692
"113",0,0,0,0,0,4.48863636973214,0,0,0,0,0,2.484906649788,0,6.42599
"114",4.70953020131233,0,3.13549421592915,0,0,5.10594547390058,0,0,0,0,0,3.80666248977032,2,9.58809
"115",0,1.6094379124341,0,1.38629436111989,3.87120101090789,0,0,0,0,2.39789527279837,1,6.7428806357919,24,28.1851
"116",0,4.62497281328427,0,4.68213122712422,0,5.38449506278909,0,1.6094379124341,0,4.49980967033027,0,4.04305126783455,3,5.26723
"117",0,0,0,0,0.693147180559945,1.94591014905531,3.09104245335832,1.38629436111989,0,4.62497281328427,0,3.25809653802148,0,4.87416
"118",1.79175946922805,1.09861228866811,6.36647044773144,0,0,1.38629436111989,2.19722457733622,5.11198778835654,5.80814248998044,3.8286413964891,0,5.27299955856375,7,11.0027
"119",0,0,0,3.09104245335832,0,0,0,0,5.64190707093811,4.81218435537242,0,4.0943445622221,3,4.58578
"120",1.38629436111989,0,0,0,4.68213122712422,1.09861228866811,6.45047042214418,1.38629436111989,0,3.43398720448515,0,4.8283137373023,0,4.73464
"121",0.693147180559945,0,4.47733681447821,2.83321334405622,0,0,0,0,0,1.09861228866811,1,3.04452243772342,1,1.77712
"122",0,0,0,0,0,3.95124371858143,0,0,0,0,0,2.07944154167984,0,3.37663
"123",0,2.83321334405622,1.09861228866811,0,3.71357206670431,0,0,0.693147180559945,0,5.40267738187228,0,4.15888308335967,5,10.0245
"124",4.89783979995091,0,0,1.79175946922805,0,0,5.14166355650266,6.4085287910595,0,2.484906649788,0,4.20469261939097,3,7.73771
"125",2.83321334405622,0,5.54907608489522,0,0,0,2.56494935746154,0,0,4.88280192258637,1,3.97029191355212,6,11.9634
"126",0,0,0,0,0.693147180559945,3.76120011569356,3.93182563272433,0,0,0,0,2.484906649788,2,1.76682
"127",0,0,0,3.2188758248682,0,4.60517018598809,0,0,0,0,0,2.70805020110221,0,3.30831
"128",1.6094379124341,0,0,0,4.02535169073515,3.3322045101752,0,0,2.63905732961526,0.693147180559945,0,3.2188758248682,1,1.76682
"129",0,0,0,3.43398720448515,2.56494935746154,0,0,0,2.94443897916644,0,0,2.30258509299405,1,1.76682
"130",0,2.07944154167984,4.07753744390572,2.89037175789616,1.6094379124341,2.89037175789616,0,0,0,0,0,3.09104245335832,0,6.42599
"131",0,2.19722457733622,0,0,0,0,5.57594910314632,3.04452243772342,5.33271879326537,0,3,4.27666611901606,3,11.4044
"132",0,0,0,0,0,1.79175946922805,4.35670882668959,0,0,0,0,2.484906649788,10,13.6235
"133",1.38629436111989,0,0,0,0,0,2.39789527279837,0,2.89037175789616,0,0,2.63905732961526,1,7.47927
"134",2.77258872223978,4.14313472639153,2.99573227355399,0,0,0,5.09375020080676,0,6.66695679242921,0,0,5.27811465923052,4,10.137
"135",0,0,0,0,4.04305126783455,0,0,2.07944154167984,0,3.3322045101752,0,2.94443897916644,0,1.77712
"136",3.04452243772342,0.693147180559945,4.39444915467244,0,1.94591014905531,2.19722457733622,4.60517018598809,2.56494935746154,0,2.70805020110221,0,4.06044301054642,3,5.88907
"137",0,0,0,3.29583686600433,1.09861228866811,0,5.23110861685459,0,0,0,0,2.99573227355399,1,8.67904
"138",5.71042701737487,0,7.91862865334224,1.6094379124341,0,3.89182029811063,5.52545293913178,0,0,5.51745289646471,6,6.36818718635049,10,14.2492
"139",0,0,0.693147180559945,5.87773578177964,0,4.00733318523247,0,2.77258872223978,5.82008293035236,0,0,4.97673374242057,3,3.15241
"140",2.39789527279837,0,6.11809719804135,0,1.38629436111989,4.91998092582813,5.50533153593236,3.58351893845611,0,5.5683445037611,1,5.41164605185504,10,24.7436
"141",2.39789527279837,2.19722457733622,3.46573590279973,0,4.20469261939097,5.27299955856375,1.79175946922805,0,0,0,0,4.02535169073515,3,10.7641
"142",1.09861228866811,2.83321334405622,0,5.90263333340137,2.39789527279837,0,0,0,3.85014760171006,0,0,3.98898404656427,1,0
"143",3.78418963391826,4.93447393313069,0,4.27666611901606,4.48863636973214,4.84418708645859,4.38202663467388,0,3.3322045101752,0.693147180559945,0,3.98898404656427,1,10.2628
"144",0,2.07944154167984,0,3.3322045101752,3.63758615972639,0,0,3.49650756146648,5.52146091786225,1.94591014905531,0,4.02535169073515,5,16.0268
"145",0,0,0,4.44265125649032,0,2.77258872223978,0,0.693147180559945,0,0,0,3.13549421592915,2,3.71677
"146",4.75359019110636,0,0,1.94591014905531,0,0,0,0.693147180559945,1.09861228866811,0,0,3.09104245335832,0,3.18664
"147",0,0,4.76217393479776,4.35670882668959,1.09861228866811,0,0,0,3.55534806148941,0.693147180559945,0,3.8286413964891,2,10.7189
"148",0,0,0,0,0,0,3.52636052461616,0,2.89037175789616,0,1,1.94591014905531,1,0
"149",0,2.30258509299405,0,2.94443897916644,2.89037175789616,3.2188758248682,0,1.09861228866811,0,2.484906649788,0,3.13549421592915,0,6.41569
"150",0,0,5.05624580534831,0,0,0,0,0,0,0,1,3.63758615972639,0,7.91391
"151",0,0,2.63905732961526,0,0,1.38629436111989,3.13549421592915,0,0,0,0,2.30258509299405,1,3.19695
"152",0,0,3.68887945411394,0,0,0,0.693147180559945,5.64544689764324,0,0,0,4.34380542185368,1,3.19189
"153",0,5.63478960316925,0,3.3322045101752,0,0,0,1.6094379124341,6.16120732169508,0,0,4.98360662170834,2,3.01668
"154",5.59098698051086,0,5.64544689764324,0,5.01063529409626,5.80513496891649,3.61091791264422,0,0,0,1,5.04985600724954,5,10.6231
"155",2.63905732961526,6.84161547647759,0.693147180559945,5.46383180502561,2.63905732961526,0,3.95124371858143,4.44265125649032,5.2040066870768,0,2,3.58351893845611,3,2.06344
"156",0,4.81218435537242,0,0,0,0,0,3.40119738166216,5.46806014113513,0,0,4.17438726989564,5,14.266
"157",3.91202300542815,0,0,0,0,0,0,0,0,1.6094379124341,0,2.30258509299405,0,3.30831
"158",6.49375383985169,6.57228254269401,0,1.09861228866811,0,5.73334127689775,4.84418708645859,0,5.94542060860658,0,0,6.26530121273771,20,27.4277
"159",0,0,3.55534806148941,0,0,2.484906649788,0,0,1.09861228866811,1.6094379124341,0,1.38629436111989,1,1.77712
"160",4.90527477843843,2.30258509299405,5.71702770140622,0,5.07517381523383,6.58479139238572,0,6.3919171133926,0,4.23410650459726,0,6.03068526026126,1,1.76682
"161",0,0,0,0,4.80402104473326,0,1.6094379124341,0,0.693147180559945,0,0,2.484906649788,2,1.56044
"162",4.02535169073515,0,4.85981240436167,1.09861228866811,3.40119738166216,1.09861228866811,3.87120101090789,0,0,4.17438726989564,1,3.63758615972639,3,6.80521
"163",5.04342511691925,1.09861228866811,3.13549421592915,0,0,4.61512051684126,0,0,0,0,0,4.0943445622221,1,7.57392
"164",0,0,2.70805020110221,4.12713438504509,2.07944154167984,4.80402104473326,0,0,0,3.09104245335832,0,3.76120011569356,1,9.53015
"165",4.12713438504509,0,2.77258872223978,0,0,5.4510384535657,6.07073772800249,0,5.26785815906333,0,0,5.03043792139244,9,17.2944
"166",1.79175946922805,2.63905732961526,5.3890717298165,5.52146091786225,0,5.83773044716594,6.20253551718792,0,2.19722457733622,0,2,5.54517744447956,8,19.8138
"167",0,7.04664727784876,4.15888308335967,7.01121398735037,0,3.58351893845611,0,0,5.71702770140622,1.79175946922805,0,6.18001665365257,7,11.5775
"168",4.27666611901606,0,0,0,0,3.61091791264422,1.38629436111989,0,0,0,0,2.56494935746154,3,3.82133
"169",0,0,0,1.38629436111989,0,1.38629436111989,0,0,2.30258509299405,3.87120101090789,0,2.89037175789616,3,6.95514
"170",8.04398443122155,2.99573227355399,0,4.00733318523247,5.83773044716594,0.693147180559945,0,2.89037175789616,0,6.83733281468559,1,6.4723462945009,17,12.9364
"171",0,0.693147180559945,0,4.33073334028633,0,2.83321334405622,0,4.40671924726425,0,0,0,3.04452243772342,0,10.2185
"172",0,4.65396035015752,4.31748811353631,1.09861228866811,0,0,3.49650756146648,2.63905732961526,6.14846829591765,0,2,4.74493212836325,2,3.17095
"173",5.14749447681345,0,7.84149292446001,0,0,0.693147180559945,4.30406509320417,3.46573590279973,0,5.29330482472449,6,6.41999492814714,25,18.4647
"174",0,0,0,1.94591014905531,0,0,0,3.80666248977032,0.693147180559945,0,0,2.39789527279837,2,2.71813
"175",6.25958146406492,2.94443897916644,0,3.17805383034795,1.09861228866811,3.95124371858143,0,1.6094379124341,5.92958914338989,0,0,5.11799381241676,20,32.4055
"176",0,0,0,0,6.69826805411541,1.79175946922805,0,0,0,0,0,4.61512051684126,3,2.84822
"177",1.38629436111989,0,0,4.31748811353631,4.85981240436167,0,0,0,5.23644196282995,1.6094379124341,0,3.63758615972639,7,20.1475
"178",0,0,0,3.36729582998647,0,4.56434819146784,4.43081679884331,3.04452243772342,5.8111409929767,0,0,4.80402104473326,2,8.67717
"179",0,5.53733426701854,4.20469261939097,0,4.26267987704132,0,0,0,0.693147180559945,6.49072353450251,0,5.56068163101553,11,17.0249
"180",0,0,0,0,5.06259503302697,0,4.75359019110636,2.56494935746154,2.99573227355399,0,0,4.20469261939097,5,10.786
"181",3.89182029811063,0,0,0,0,0,0,0,0,2.484906649788,0,2.30258509299405,0,3.9513
"182",0,0,2.19722457733622,0.693147180559945,0,0,0,0,5.44241771052179,0,0,3.36729582998647,5,12.0117
"183",1.09861228866811,0,2.83321334405622,0,0,5.605802066296,4.23410650459726,0,0,0,0,3.93182563272433,4,10.3419
"184",0,2.63905732961526,0,0,6.95749737087695,0,0.693147180559945,0,0,0,0,4.91998092582813,2,1.56044
"185",0.693147180559945,0,0,1.94591014905531,0,0,3.52636052461616,2.99573227355399,2.30258509299405,0,0,1.79175946922805,2,2.5349
"186",0,0,0.693147180559945,0,0,1.79175946922805,4.36944785246702,0,0.693147180559945,0,0,3.04452243772342,0,6.41569
"187",5.22035582507832,0,3.55534806148941,0.693147180559945,1.38629436111989,5.66642668811243,0,2.07944154167984,0,3.04452243772342,0,4.38202663467388,5,10.4273
"188",0,0,0,5.64897423816121,0,3.52636052461616,0,0,5.55295958492162,1.79175946922805,0,4.40671924726425,3,2.15793
"189",0,0,0,0,0,5.29330482472449,2.484906649788,0,0,0,0,3.63758615972639,0,3.45817
"190",4.64439089914137,0,5.83188247728352,0,4.78749174278205,0,0,0,0,0,1,4.89034912822175,3,10.1212
"191",0,3.89182029811063,0,0,0,0,4.9416424226093,0,0,0,0,3.52636052461616,0,4.68802
"192",5.01063529409626,3.46573590279973,0,0,3.66356164612965,0,0,0,0,0,0,3.80666248977032,1,6.83528
"193",0.693147180559945,0,5.01063529409626,0,0,0,4.4188406077966,2.07944154167984,6.17586727010576,3.55534806148941,0,4.70048036579242,3,10.2902
"194",0,0,0.693147180559945,2.83321334405622,3.40119738166216,0,0,3.25809653802148,5.29831736654804,0,0,3.2188758248682,4,5.97024
"195",4.86753445045558,0,7.3031700512368,0,3.04452243772342,4.71849887129509,5.17614973257383,0,0,5.46806014113513,1,5.6021188208797,15,17.3217
"196",3.17805383034795,0,0,0,0,4.59511985013459,0.693147180559945,0,0,0,0,3.17805383034795,1,12.396
"197",3.73766961828337,0,3.3322045101752,4.70048036579242,0,3.66356164612965,0,0,0,0,0,3.3322045101752,2,7.53549
"198",0,0,4.17438726989564,4.77068462446567,0,5.8111409929767,0,0,0,2.56494935746154,0,4.17438726989564,3,11.9716
"199",0,6.22653666928747,0,5.26269018890489,4.40671924726425,0,1.09861228866811,6.44888939414686,6.30261897574491,0,0,5.92692602597041,4,6.31854
"200",1.38629436111989,0,0,0,4.85981240436167,5.84643877505772,0,0,0,0,0,4.48863636973214,0,7.27922
"201",0,3.09104245335832,0,0,5.45958551414416,4.93447393313069,0,4.39444915467244,6.90875477931522,0,0,5.63478960316925,3,3.3149
"202",0,3.58351893845611,0,4.47733681447821,2.30258509299405,1.79175946922805,0,1.09861228866811,6.28599809450886,0,0,4.36944785246702,1,0
"203",0,0,0,1.6094379124341,0,6.85751406254539,2.89037175789616,0,0,0,0,5.44241771052179,3,8.4335
"204",4.0943445622221,0,5.4249500174814,1.09861228866811,0,5.25749537202778,0,1.09861228866811,1.79175946922805,0,0,4.57471097850338,0,0
"205",0,0,0,0,0,3.87120101090789,4.83628190695148,0,0,0,0,2.99573227355399,1,4.49802
"206",0,2.07944154167984,5.77765232322266,0,3.52636052461616,0,3.52636052461616,3.40119738166216,6.00141487796115,2.63905732961526,1,4.94875989037817,5,8.00679
