"","V1","V2","V3","V4","V5","V6","V7","bug","loc","bf","hcm"
"70",0,1.38629436111989,0,0,5.47646355193151,0,0,0,3.49650756146648,0,7.26436
"71",0,3.49650756146648,0.693147180559945,2.99573227355399,2.63905732961526,3.55534806148941,0,0,2.63905732961526,1,1.76682
"72",0,0,3.13549421592915,3.09104245335832,5.29831736654804,1.6094379124341,1.6094379124341,0,3.49650756146648,1,15.5592
"73",2.19722457733622,0,0,1.6094379124341,5.37063802812766,1.79175946922805,2.30258509299405,0,3.55534806148941,3,10.2202
"74",3.43398720448515,3.76120011569356,0,4.39444915467244,2.39789527279837,0,5.99396142730657,0,4.54329478227,1,1.50465
"75",5.52146091786225,0,0,0,4.33073334028633,0,3.85014760171006,0,4.56434819146784,2,8.48552
"76",0,3.61091791264422,0,2.70805020110221,0,5.41610040220442,0,0,3.76120011569356,1,1.76682
"77",0,4.969813299576,0,0,0,0,5.60947179518496,0,4.58496747867057,1,1.77712
"78",0,0,5.56068163101553,0,0,0,0,0,3.49650756146648,1,4.41258
"79",5.4971682252932,0,0,0,0,3.89182029811063,0,0,3.78418963391826,1,7.72196
"80",6.17378610390194,2.30258509299405,1.09861228866811,4.56434819146784,0.693147180559945,0,0,0,4.63472898822964,5,14.1511
"81",4.70048036579242,0,0,0,0,0,3.68887945411394,0,3.46573590279973,2,5.07878
"82",0,3.73766961828337,0,5.00394630594546,5.65248918026865,0,0.693147180559945,0,4.72738781871234,0,4.22329
"83",0,1.79175946922805,3.71357206670431,0,0,0,0,0,1.79175946922805,1,2.63545
"84",5.08759633523238,4.63472898822964,5.15329159449778,6.64639051484773,1.09861228866811,0,5.14749447681345,0,4.57471097850338,3,11.6831
"85",3.2188758248682,0,0,0,3.29583686600433,3.13549421592915,3.17805383034795,0,3.3322045101752,0,1.77712
"86",1.38629436111989,0,0,0,5.46806014113513,0,0,0,3.66356164612965,0,7.72196
"87",0,5.24174701505964,0.693147180559945,5.29831736654804,1.38629436111989,0,5.53338948872752,0,4.44265125649032,7,10.3576
"88",1.09861228866811,0.693147180559945,3.43398720448515,4.06044301054642,5.05624580534831,0,0,0,6.4281052726846,13,20.5295
"89",0.693147180559945,7.42476176182321,2.83321334405622,0,0,0,0,0,5.73009978297357,1,3.71865
"90",0,0,0,2.89037175789616,2.30258509299405,0,0,0,1.38629436111989,1,2.97312
"91",0,0,0,4.30406509320417,1.38629436111989,0,0,0,2.39789527279837,2,1.56044
"92",2.484906649788,5.32787616878958,0,0,0,5.37527840768417,0,2,5.80814248998044,13,6.85196
"93",0,0,1.6094379124341,2.19722457733622,4.43081679884331,0,0,0,2.39789527279837,0,2.56656
"94",7.63964228785801,5.62040086571715,0,3.76120011569356,2.94443897916644,7.13169851046691,0.693147180559945,0,6.58617165485467,13,18.208
"95",5.75257263882563,2.484906649788,5.58724865840025,5.10594547390058,0,5.03695260241363,2.30258509299405,2,5.14166355650266,7,12.4581
"96",2.63905732961526,0,0,0,2.99573227355399,3.46573590279973,0,0,2.56494935746154,0,4.43166
"97",0,4.61512051684126,2.77258872223978,2.70805020110221,6.10702288774225,7.07326971745971,0,0,5.82600010738045,8,15.1921
"98",0,5.48063892334199,0,0,2.19722457733622,5.99893656194668,0,1,4.57471097850338,3,11.1198
"99",6.50428817353665,1.79175946922805,1.09861228866811,4.00733318523247,4.0943445622221,4.17438726989564,5.51342874616498,0,5.03043792139244,9,17.2562
"100",0.693147180559945,0,0,0,0,0,5.48479693349065,0,3.71357206670431,2,4.53091
"101",4.67282883446191,0,4.72738781871234,3.49650756146648,2.19722457733622,0,0,0,3.52636052461616,3,11.8519
"102",0,0,3.17805383034795,7.12367278520461,0,1.6094379124341,4.77912349311153,0,5.35658627467201,4,5.87009
"103",0,4.39444915467244,5.31320597904179,4.85981240436167,0,0,5.08140436498446,0,4.17438726989564,2,8.42497
"104",4.87519732320115,0,3.13549421592915,4.47733681447821,0,0,3.76120011569356,0,3.66356164612965,1,8.47144
"105",0,0,5.38449506278909,0,0,6.52209279817015,0,0,5.07517381523383,16,15.7896
"106",4.4188406077966,1.09861228866811,0,2.19722457733622,2.484906649788,0,0,0,2.89037175789616,1,0
"107",3.17805383034795,2.70805020110221,0,1.79175946922805,0,0,3.17805383034795,0,4.71849887129509,2,10.9041
"108",0,0,1.6094379124341,1.94591014905531,3.52636052461616,2.07944154167984,0,1,3.55534806148941,2,3.10682
"109",4.04305126783455,0,4.70048036579242,4.06044301054642,5.27811465923052,0,5.0998664278242,0,4.58496747867057,1,16.6473
"110",0,1.09861228866811,5.66988092298052,1.6094379124341,0,0,0,0,4.12713438504509,1,4.41258
"111",0,6.45676965557216,0,1.94591014905531,5.12989871492307,4.85203026391962,0.693147180559945,0,4.79579054559674,7,17.0697
"112",0,1.94591014905531,0,3.46573590279973,4.31748811353631,0,0.693147180559945,0,2.484906649788,0,9.36692
"113",0,0,0,4.48863636973214,0,0,0,0,2.484906649788,0,6.42599
"114",5.50125821054473,0,0,3.95124371858143,0.693147180559945,0,0,0,3.80666248977032,2,9.58809
"115",0.693147180559945,3.98898404656427,2.30258509299405,0,0.693147180559945,0,0,1,6.7428806357919,24,28.1851
"116",0,2.89037175789616,5.64897423816121,0,5.3890717298165,0,0,0,4.04305126783455,3,5.26723
"117",0,0,3.43398720448515,3.80666248977032,2.30258509299405,0,3.91202300542815,0,3.25809653802148,0,4.87416
"118",5.71373280550937,4.70953020131233,0,1.6094379124341,0,5.78689738136671,5.99396142730657,0,5.27299955856375,7,11.0027
"119",0,0,3.71357206670431,0,1.6094379124341,5.63478960316925,4.62497281328427,0,4.0943445622221,3,4.58578
"120",0,0,0,4.77912349311153,6.33150184989369,3.97029191355212,3.85014760171006,0,4.8283137373023,0,4.73464
"121",0,0,4.4188406077966,0,3.2188758248682,0,0,1,3.04452243772342,1,1.77712
"122",3.40119738166216,1.79175946922805,0,2.83321334405622,0.693147180559945,0,0,0,2.07944154167984,0,3.37663
"123",3.09104245335832,4.29045944114839,4.11087386417331,1.09861228866811,1.6094379124341,0,4.80402104473326,0,4.15888308335967,5,10.0245
"124",0,0,0,0,6.66185474054531,0,4.97673374242057,0,4.20469261939097,3,7.73771
"125",3.29583686600433,0,5.93224518744801,1.09861228866811,0,0,2.484906649788,1,3.97029191355212,6,11.9634
"126",0,0,0,3.25809653802148,4.23410650459726,0,0,0,2.484906649788,2,1.76682
"127",0,0,3.3322045101752,4.57471097850338,0,0,0,0,2.70805020110221,0,3.30831
"128",1.38629436111989,1.79175946922805,1.09861228866811,4.33073334028633,0,2.77258872223978,0,0,3.2188758248682,1,1.76682
"129",0,3.78418963391826,0,1.79175946922805,0,1.94591014905531,1.94591014905531,0,2.30258509299405,1,1.76682
"130",3.52636052461616,3.40119738166216,3.3322045101752,2.484906649788,0,1.38629436111989,0,0,3.09104245335832,0,6.42599
"131",3.04452243772342,0,0,0,5.36597601502185,5.57972982598622,0,3,4.27666611901606,3,11.4044
"132",0,0,0,0,4.4188406077966,0,0,0,2.484906649788,10,13.6235
"133",0,2.83321334405622,0,0,1.09861228866811,2.56494935746154,0,0,2.63905732961526,1,7.47927
"134",2.63905732961526,3.78418963391826,1.79175946922805,0,5.50125821054473,6.60394382460047,0.693147180559945,0,5.27811465923052,4,10.137
"135",0,4.49980967033027,0,0,0,0.693147180559945,0,0,2.94443897916644,0,1.77712
"136",4.60517018598809,3.04452243772342,0,0,4.63472898822964,0,2.99573227355399,0,4.06044301054642,3,5.88907
"137",0,0,0,2.484906649788,5.30826769740121,0,1.09861228866811,0,2.99573227355399,1,8.67904
"138",7.72753511047545,0,4.39444915467244,0,5.58724865840025,0,6.89162589705225,6,6.36818718635049,10,14.2492
"139",0,3.2188758248682,5.50533153593236,2.30258509299405,5.00394630594546,5.82008293035236,0,0,4.97673374242057,3,3.15241
"140",5.92157841964382,0,6.21660610108486,3.68887945411394,4.95582705760126,0,4.52178857704904,1,5.41164605185504,10,24.7436
"141",0,4.71849887129509,0,4.95582705760126,4.0943445622221,0,1.38629436111989,0,4.02535169073515,3,10.7641
"142",1.09861228866811,4.40671924726425,5.24174701505964,0.693147180559945,4.74493212836325,3.98898404656427,0,0,3.98898404656427,1,0
"143",2.63905732961526,5.35658627467201,0,4.86753445045558,4.78749174278205,4.46590811865458,2.77258872223978,0,3.98898404656427,1,10.2628
"144",0,3.17805383034795,2.30258509299405,3.66356164612965,0,5.63835466933375,2.19722457733622,0,4.02535169073515,5,16.0268
"145",0,0,4.58496747867057,0,1.38629436111989,0,0,0,3.13549421592915,2,3.71677
"146",4.45434729625351,0.693147180559945,0,3.61091791264422,0,1.09861228866811,0,0,3.09104245335832,0,3.18664
"147",4.62497281328427,4.12713438504509,0,1.09861228866811,4.20469261939097,0,0,0,3.8286413964891,2,10.7189
"148",0,0,2.39789527279837,2.89037175789616,0,3.17805383034795,0,1,1.94591014905531,1,0
"149",0,4.0943445622221,1.6094379124341,2.63905732961526,0,1.79175946922805,0,0,3.13549421592915,0,6.41569
"150",4.99043258677874,0,0,0,0,0,2.39789527279837,1,3.63758615972639,0,7.91391
"151",3.04452243772342,0,0,0,2.94443897916644,0,0,0,2.30258509299405,1,3.19695
"152",2.07944154167984,0,3.2188758248682,0,0.693147180559945,0,5.67332326717149,0,4.34380542185368,1,3.19189
"153",0,5.36597601502185,2.56494935746154,0,0,6.3261494731551,0,0,4.98360662170834,2,3.01668
"154",6.64509096950564,5.44241771052179,0,3.93182563272433,2.89037175789616,0,0,1,5.04985600724954,5,10.6231
"155",4.56434819146784,4.66343909411207,6.44571981938558,0,0,6.52941883826223,0,2,3.58351893845611,3,2.06344
"156",0,4.71849887129509,0,0,0,5.62401750618734,0,0,4.17438726989564,5,14.266
"157",0,0,0,3.46573590279973,0,0.693147180559945,3.09104245335832,0,2.30258509299405,0,3.30831
"158",6.3750248198281,4.85203026391962,0,6.30809844150953,4.96284463025991,6.67076632084587,0,0,6.26530121273771,20,27.4277
"159",3.68887945411394,0,0.693147180559945,0,2.39789527279837,0,0.693147180559945,0,1.38629436111989,1,1.77712
"160",6.76849321164863,4.95582705760126,4.43081679884331,6.01615715969835,5.04342511691925,1.6094379124341,5.80814248998044,0,6.03068526026126,1,1.76682
"161",0,0,0,4.80402104473326,1.09861228866811,0,1.38629436111989,0,2.484906649788,2,1.56044
"162",4.44265125649032,0,5.30826769740121,3.52636052461616,0,0.693147180559945,2.19722457733622,1,3.63758615972639,3,6.80521
"163",5.46383180502561,3.78418963391826,0,0,0,0,0,0,4.0943445622221,1,7.57392
"164",0.693147180559945,0,4.85203026391962,4.56434819146784,0,0.693147180559945,0,0,3.76120011569356,1,9.53015
"165",5.96100533962327,0,0,3.58351893845611,5.57972982598622,5.50533153593236,1.09861228866811,0,5.03043792139244,9,17.2944
"166",4.96284463025991,3.93182563272433,0,2.77258872223978,6.98841318199959,2.39789527279837,3.36729582998647,2,5.54517744447956,8,19.8138
"167",0,5.78382518232974,7.09174211509515,3.2188758248682,5.03043792139244,6.86901445066571,0,0,6.18001665365257,7,11.5775
"168",4.52178857704904,0.693147180559945,2.30258509299405,1.6094379124341,1.79175946922805,0,0,0,2.56494935746154,3,3.82133
"169",0,4.06044301054642,0,0,1.79175946922805,0,0,0,2.89037175789616,3,6.95514
"170",6.94889722231331,4.71849887129509,0,2.70805020110221,4.17438726989564,0,8.0861025356691,1,6.4723462945009,17,12.9364
"171",0,0,4.27666611901606,0,4.63472898822964,0,0,0,3.04452243772342,0,10.2185
"172",4.65396035015752,2.94443897916644,0,0,0,6.34738920965601,0,2,4.74493212836325,2,3.17095
"173",7.31388683163346,0,5.57215403217776,0.693147180559945,4.26267987704132,0,7.07749805356923,6,6.41999492814714,25,18.4647
"174",0,0.693147180559945,1.38629436111989,0,2.39789527279837,3.63758615972639,0,0,2.39789527279837,2,2.71813
"175",5.90536184805457,0,1.94591014905531,4.43081679884331,3.66356164612965,5.89715386763674,4.9416424226093,0,5.11799381241676,20,32.4055
"176",0,0,0,6.68461172766793,0,0,2.83321334405622,0,4.61512051684126,3,2.84822
"177",0.693147180559945,4.27666611901606,3.13549421592915,4.55387689160054,0,5.30330490805908,2.19722457733622,0,3.63758615972639,7,20.1475
"178",0,0,2.99573227355399,4.00733318523247,5.23644196282995,5.7037824746562,0,0,4.80402104473326,2,8.67717
"179",0,6.24027584517077,3.17805383034795,0,0,0,6.24222326545517,0,5.56068163101553,11,17.0249
"180",0,0,0,5.19295685089021,3.97029191355212,4.29045944114839,0,0,4.20469261939097,5,10.786
"181",2.484906649788,0,0,2.77258872223978,0,0,3.52636052461616,0,2.30258509299405,0,3.9513
"182",0,0,0,0,0,5.4553211153577,1.94591014905531,0,3.36729582998647,5,12.0117
"183",5.48063892334199,0,0,0,4.77912349311153,0,0,0,3.93182563272433,4,10.3419
"184",0,0,0,6.9555926083963,0,0,2.83321334405622,0,4.91998092582813,2,1.56044
"185",0.693147180559945,0,1.94591014905531,0,3.80666248977032,2.89037175789616,0,0,1.79175946922805,2,2.5349
"186",0.693147180559945,0,0,0.693147180559945,4.43081679884331,0,0,0,3.04452243772342,0,6.41569
"187",5.92958914338989,1.94591014905531,0,4.04305126783455,2.484906649788,1.6094379124341,4.45434729625351,0,4.38202663467388,5,10.4273
"188",0,3.3322045101752,4.96284463025991,0,4.88280192258637,5.63121178182137,0,0,4.40671924726425,3,2.15793
"189",4.94875989037817,0,0.693147180559945,1.6094379124341,4.17438726989564,0,0,0,3.63758615972639,0,3.45817
"190",6.07764224334903,0.693147180559945,2.19722457733622,4.49980967033027,0,0,3.40119738166216,1,4.89034912822175,3,10.1212
"191",0,1.38629436111989,0,1.38629436111989,5.2040066870768,0,0,0,3.52636052461616,0,4.68802
"192",3.8286413964891,0.693147180559945,0,4.90527477843843,0,0,3.66356164612965,0,3.80666248977032,1,6.83528
"193",4.68213122712422,0,5.14166355650266,0,0,6.16751649088834,0,0,4.70048036579242,3,10.2902
"194",0,1.09861228866811,3.2188758248682,0,0,5.4971682252932,0.693147180559945,0,3.2188758248682,4,5.97024
"195",6.63463335786169,0,7.09506437728713,3.40119738166216,1.38629436111989,0,5.07517381523383,1,5.6021188208797,15,17.3217
"196",4.26267987704132,0,0,3.3322045101752,3.25809653802148,0,0,0,3.17805383034795,1,12.396
"197",4.66343909411207,0,4.70953020131233,0,0,0,0,0,3.3322045101752,2,7.53549
"198",4.89034912822175,0,4.93447393313069,5.54907608489522,0,0,0,0,4.17438726989564,3,11.9716
"199",0,5.59471137960184,4.20469261939097,0,4.91265488573605,7.28138566357028,3.58351893845611,0,5.92692602597041,4,6.31854
"200",0,5.08140436498446,0,5.74300318780948,1.79175946922805,0,0,0,4.48863636973214,0,7.27922
"201",0,4.47733681447821,0.693147180559945,5.75574221358691,1.79175946922805,6.97166860472579,0,0,5.63478960316925,3,3.3149
"202",0,2.39789527279837,4.14313472639153,0.693147180559945,0,6.40025744530882,0,0,4.36944785246702,1,0
"203",4.0943445622221,0.693147180559945,0,3.80666248977032,6.70808408385307,0,3.91202300542815,0,5.44241771052179,3,8.4335
"204",5.89440283426485,0,0,0,4.20469261939097,0,4.06044301054642,0,4.57471097850338,0,0
"205",0,0,0,1.94591014905531,5.06259503302697,2.30258509299405,0,0,2.99573227355399,1,4.49802
"206",5.30330490805908,0.693147180559945,4.95582705760126,3.46573590279973,2.70805020110221,6.00635315960173,3.89182029811063,1,4.94875989037817,5,8.00679
"207",0,1.38629436111989,0.693147180559945,4.33073334028633,0,5.29831736654804,0,0,3.61091791264422,2,4.4013
"208",3.95124371858143,0,0.693147180559945,0,5.37527840768417,0,0,2,3.73766961828337,1,5.15731
"209",4.26267987704132,3.29583686600433,0,2.07944154167984,0,2.30258509299405,3.29583686600433,0,3.78418963391826,0,6.41569
"210",4.66343909411207,2.39789527279837,0,0,2.484906649788,0,0,0,2.83321334405622,2,1.76682
"211",1.6094379124341,0,2.19722457733622,0,0,0,6.52941883826223,0,5.01063529409626,3,10.2527
"212",4.30406509320417,0.693147180559945,2.19722457733622,5.17614973257383,3.40119738166216,0,5.12989871492307,0,4.7361984483945,5,10.6277
"213",0,0,0,5.54907608489522,1.38629436111989,0,2.07944154167984,0,3.43398720448515,2,3.15995
"214",0,3.68887945411394,6.19440539110467,3.3322045101752,0,0,0,0,4.4188406077966,2,1.38451
"215",2.99573227355399,0,0,0,2.83321334405622,0,5.93489419561959,0,4.52178857704904,1,10.9582
"216",0,0,0,3.76120011569356,0,3.3322045101752,0.693147180559945,0,2.94443897916644,1,1.76682
"217",0,0,4.82028156560504,3.29583686600433,4.76217393479776,3.3322045101752,4.00733318523247,0,3.8286413964891,2,4.91442
"218",1.38629436111989,0,4.91998092582813,2.07944154167984,3.89182029811063,2.39789527279837,0,0,3.29583686600433,0,4.33338
"219",4.33073334028633,0,5.42053499927229,0,5.75890177387728,3.89182029811063,2.30258509299405,0,4.93447393313069,8,19.8036
"220",0,0,0,0,4.77912349311153,0,2.83321334405622,0,3.09104245335832,0,7.72196
"221",4.53259949315326,4.40671924726425,3.04452243772342,6.20859002609663,4.04305126783455,0,2.39789527279837,0,5.16478597392351,1,9.30009
"222",0,5.04342511691925,0,0,3.2188758248682,6.4085287910595,0.693147180559945,0,4.96284463025991,0,6.41569
"223",6.13988455222626,0,0,7.81278281857758,0,0,3.80666248977032,0,6.18414889093748,12,24.0348
"224",4.20469261939097,1.38629436111989,0.693147180559945,3.91202300542815,0,4.12713438504509,6.37672694789863,0,5.30826769740121,4,11.7184
"225",0,4.8283137373023,0,3.2188758248682,2.30258509299405,0,0,0,3.25809653802148,2,11.1153
"226",6.10924758276437,1.6094379124341,2.77258872223978,3.55534806148941,4.79579054559674,6.67959918584438,2.77258872223978,3,5.64190707093811,12,21.3635
"227",4.12713438504509,0,4.36944785246702,4.11087386417331,0,0,5.55295958492162,0,4.11087386417331,3,8.36237
"228",6.31173480915291,0,0,7.79028238070348,0,0,2.56494935746154,0,3.3322045101752,1,14.4321
"229",5.42934562895444,5.17614973257383,4.55387689160054,7.31588350450979,4.15888308335967,6.8001700683022,1.6094379124341,0,6.52502965784346,24,32.7874
"230",2.484906649788,0,3.13549421592915,2.70805020110221,3.29583686600433,0,0,0,2.39789527279837,0,6.42599
"231",0,4.69134788222914,2.56494935746154,0,0,0,3.09104245335832,0,3.25809653802148,1,7.6507
"232",2.19722457733622,2.484906649788,4.89783979995091,5.04985600724954,0,0,0,0,4.18965474202643,5,17.0076
"233",0.693147180559945,3.61091791264422,0,0,3.73766961828337,0,0,0,2.30258509299405,0,7.72196
"234",0,0,0,3.43398720448515,4.14313472639153,0,0,0,2.484906649788,2,1.76682
"235",4.9416424226093,0,0,3.73766961828337,4.33073334028633,0,0,0,3.43398720448515,5,14.0791
"236",0,0,0,4.29045944114839,0,4.57471097850338,0,0,2.70805020110221,1,1.76682
"237",0,0,5.59471137960184,0,0,5.19849703126583,0,0,3.98898404656427,3,10.4245
"238",0,0,5.27299955856375,0.693147180559945,3.87120101090789,0,0,0,3.55534806148941,4,7.44245
"239",5.9427993751267,0,0,3.17805383034795,0,0,3.68887945411394,0,4.34380542185368,2,3.27147
"240",5.14166355650266,0,0,2.30258509299405,2.39789527279837,0,0,0,3.43398720448515,0,6.61569
"241",2.77258872223978,3.3322045101752,0,3.3322045101752,2.07944154167984,0,1.6094379124341,0,2.70805020110221,0,6.41569
"242",0,0,0,0,4.21950770517611,2.07944154167984,0,0,2.484906649788,0,4.68802
"243",2.19722457733622,4.53259949315326,0,1.6094379124341,5.04985600724954,0,3.63758615972639,0,3.97029191355212,5,14.6314
"244",0,2.39789527279837,2.484906649788,3.61091791264422,2.07944154167984,4.40671924726425,3.85014760171006,0,2.94443897916644,3,8.04434
"245",0,4.69134788222914,3.66356164612965,0.693147180559945,0,0,3.46573590279973,0,3.49650756146648,0,6.42599
"246",0,0,0,3.98898404656427,2.39789527279837,0.693147180559945,0,0,2.07944154167984,2,1.56044
