"","V1","V2","V3","V4","V5","V6","V7","V8","V9","bug","loc","bf","hcm"
"107",0,0,0,2.83321334405622,3.91202300542815,0,0,0,0,0,4.71849887129509,2,10.9041
"108",0,0,0,0,0,3.52636052461616,2.484906649788,0.693147180559945,1.79175946922805,1,3.55534806148941,2,3.10682
"109",0,3.40119738166216,3.66356164612965,4.51085950651685,4.11087386417331,0,5.89440283426485,0.693147180559945,0,0,4.58496747867057,1,16.6473
"110",5.64544689764324,0,0,1.94591014905531,0,0,0,0,2.07944154167984,0,4.12713438504509,1,4.41258
"111",0,1.94591014905531,0,2.83321334405622,0,6.78219205600679,0.693147180559945,2.484906649788,3.17805383034795,0,4.79579054559674,7,17.0697
"112",0,3.93182563272433,0,0,2.83321334405622,3.66356164612965,1.94591014905531,0,1.09861228866811,0,2.484906649788,0,9.36692
"113",0,0,0,0,4.48863636973214,0,0,0,0,0,2.484906649788,0,6.42599
"114",4.20469261939097,5.04342511691925,2.39789527279837,0,4.06044301054642,0,2.30258509299405,0,0,0,3.80666248977032,2,9.58809
"115",2.83321334405622,0,0,3.89182029811063,0,0,0,0,0,1,6.7428806357919,24,28.1851
"116",0,2.77258872223978,3.66356164612965,5.12989871492307,0,5.6970934865054,0,0,0,0,4.04305126783455,3,5.26723
"117",3.89182029811063,0,1.94591014905531,2.94443897916644,4.00733318523247,0,0,0,1.94591014905531,0,3.25809653802148,0,4.87416
"118",3.3322045101752,5.56068163101553,5.15905529921453,0,0,0,0,5.67675380226828,5.97126183979046,0,5.27299955856375,7,11.0027
"119",0,0,0,0,0,2.56494935746154,2.39789527279837,5.60947179518496,4.87519732320115,0,4.0943445622221,3,4.58578
"120",0,4.21950770517611,3.91202300542815,0,4.07753744390572,6.10031895202006,3.29583686600433,3.17805383034795,4.70048036579242,0,4.8283137373023,0,4.73464
"121",0,0,4.20469261939097,3.29583686600433,0,0.693147180559945,2.39789527279837,0,1.38629436111989,1,3.04452243772342,1,1.77712
"122",1.6094379124341,2.77258872223978,2.484906649788,0,3.09104245335832,0,0,0,0,0,2.07944154167984,0,3.37663
"123",4.54329478227,0,0.693147180559945,5.23110861685459,0,0,0,0,0,0,4.15888308335967,5,10.0245
"124",3.49650756146648,0,1.09861228866811,1.94591014905531,0,0,6.78558764500793,0,0.693147180559945,0,4.20469261939097,3,7.73771
"125",2.99573227355399,0,3.85014760171006,0,0,0,2.56494935746154,0,5.82600010738045,1,3.97029191355212,6,11.9634
"126",0,0,0.693147180559945,0,3.52636052461616,4.0943445622221,0,0,0,0,2.484906649788,2,1.76682
"127",0,0,0,2.89037175789616,4.67282883446191,0,0,0,0,0,2.70805020110221,0,3.30831
"128",2.30258509299405,0,0,1.09861228866811,4.04305126783455,3.49650756146648,0,0,0.693147180559945,0,3.2188758248682,1,1.76682
"129",2.83321334405622,0,0,1.79175946922805,0,3.68887945411394,0,0,0,0,2.30258509299405,1,1.76682
"130",0,0,4.33073334028633,3.13549421592915,1.94591014905531,0,0,0,0,0,3.09104245335832,0,6.42599
"131",0,3.25809653802148,0,0,0,2.19722457733622,4.79579054559674,5.84354441703136,0,3,4.27666611901606,3,11.4044
"132",0,0.693147180559945,0,0,3.36729582998647,3.98898404656427,0,0,0,0,2.484906649788,10,13.6235
"133",0.693147180559945,0,0,0,0,0,0,2.89037175789616,2.56494935746154,0,2.63905732961526,1,7.47927
"134",3.2188758248682,4.34380542185368,3.80666248977032,0,3.93182563272433,2.99573227355399,0,6.72262979485545,0,0,5.27811465923052,4,10.137
"135",0,0,0,4.49980967033027,0,0,0,0.693147180559945,0,0,2.94443897916644,0,1.77712
"136",0,4.51085950651685,3.91202300542815,0,0,4.04305126783455,3.8286413964891,0,0,0,4.06044301054642,3,5.88907
"137",0,0,0,0,3.68887945411394,5.12989871492307,0,0,2.07944154167984,0,2.99573227355399,1,8.67904
"138",5.75257263882563,5.80814248998044,7.6586995582683,0,4.77068462446567,0,0,0,6.57646956904822,6,6.36818718635049,10,14.2492
"139",5.31320597904179,0,0,3.04452243772342,0.693147180559945,3.78418963391826,5.25749537202778,5.72358510195238,0,0,4.97673374242057,3,3.15241
"140",3.98898404656427,1.79175946922805,5.33753807970132,0,4.85203026391962,4.81218435537242,1.09861228866811,0,6.4425401664682,1,5.41164605185504,10,24.7436
"141",0,4.90527477843843,0,0,4.94875989037817,1.09861228866811,3.61091791264422,0,1.09861228866811,0,4.02535169073515,3,10.7641
"142",0.693147180559945,1.6094379124341,0,4.91998092582813,1.38629436111989,5.21493575760899,4.64439089914137,2.30258509299405,0,0,3.98898404656427,1,0
"143",0,4.82028156560504,0,4.80402104473326,3.61091791264422,5.67332326717149,0,1.09861228866811,0.693147180559945,0,3.98898404656427,1,10.2628
"144",0,0,0,4.07753744390572,0,2.94443897916644,3.29583686600433,5.54907608489522,0,0,4.02535169073515,5,16.0268
"145",0,0,0,4.43081679884331,0,2.89037175789616,0,0,0,0,3.13549421592915,2,3.71677
"146",2.70805020110221,0,0,0,4.70953020131233,0,0,0,0,0,3.09104245335832,0,3.18664
"147",0,4.39444915467244,4.24849524204936,0,0,2.99573227355399,4.07753744390572,0,1.6094379124341,0,3.8286413964891,2,10.7189
"148",0,0,0,0,1.38629436111989,3.76120011569356,0,0.693147180559945,1.6094379124341,1,1.94591014905531,1,0
"149",1.79175946922805,2.77258872223978,0.693147180559945,3.85014760171006,0,0,0,1.09861228866811,2.56494935746154,0,3.13549421592915,0,6.41569
"150",0,0,5.05624580534831,0,0,0,0,0,0,1,3.63758615972639,0,7.91391
"151",0,2.70805020110221,0.693147180559945,0,3.17805383034795,0,0,0,0,0,2.30258509299405,1,3.19695
"152",0,0,5.65248918026865,2.484906649788,0,0,3.3322045101752,0,0,0,4.34380542185368,1,3.19189
"153",0,0,0,5.19849703126583,0,0,0,6.40357419793482,0,0,4.98360662170834,2,3.01668
"154",0,5.82304589548302,5.47646355193151,0.693147180559945,6.08449941307517,0,3.95124371858143,0,0,1,5.04985600724954,5,10.6231
"155",1.6094379124341,4.38202663467388,1.79175946922805,4.47733681447821,0,7.11558212618445,1.09861228866811,4.57471097850338,2.39789527279837,2,3.58351893845611,3,2.06344
"156",0,0,0,4.77068462446567,0,0,0,5.6021188208797,0,0,4.17438726989564,5,14.266
"157",2.484906649788,0,1.38629436111989,0.693147180559945,3.55534806148941,0,0,0,1.6094379124341,0,2.30258509299405,0,3.30831
"158",3.36729582998647,5.87211778947542,0,0,6.39692965521615,6.89365635460264,0,5.40717177146012,1.38629436111989,0,6.26530121273771,20,27.4277
"159",2.70805020110221,0,2.39789527279837,0,0,1.38629436111989,0,0.693147180559945,3.17805383034795,0,1.38629436111989,1,1.77712
"160",0,6.02586597382531,6.24416690066374,5.61312810638807,5.54126354515843,2.63905732961526,6.25575004175337,1.6094379124341,0.693147180559945,0,6.03068526026126,1,1.76682
"161",0,0,0,0,3.09104245335832,0,4.53259949315326,2.07944154167984,1.94591014905531,0,2.484906649788,2,1.56044
"162",0,3.89182029811063,1.38629436111989,0,3.66356164612965,0,2.77258872223978,0,5.41164605185504,1,3.63758615972639,3,6.80521
"163",5.27299955856375,4.02535169073515,0,0,1.79175946922805,0,0.693147180559945,0,3.17805383034795,0,4.0943445622221,1,7.57392
"164",4.89783979995091,0,1.79175946922805,0,4.36944785246702,0,2.07944154167984,0.693147180559945,0,0,3.76120011569356,1,9.53015
"165",1.79175946922805,4.96284463025991,4.00733318523247,0,6.04500531403601,1.38629436111989,0,5.73009978297357,0.693147180559945,0,5.03043792139244,9,17.2944
"166",1.38629436111989,4.72738781871234,5.67675380226828,1.09861228866811,4.46590811865458,5.29330482472449,6.43454651878745,2.70805020110221,0,2,5.54517744447956,8,19.8138
"167",6.03068526026126,0.693147180559945,3.76120011569356,1.94591014905531,0,7.27586460054653,6.289715570909,5.36597601502185,1.38629436111989,0,6.18001665365257,7,11.5775
"168",4.21950770517611,3.71357206670431,0,0,0,1.38629436111989,0,0,0,0,2.56494935746154,3,3.82133
"169",0,0,0,3.17805383034795,0,0.693147180559945,0,1.6094379124341,3.55534806148941,0,2.89037175789616,3,6.95514
"170",7.51261754467451,3.43398720448515,0,6.8501261661455,6.51471269087253,3.36729582998647,4.23410650459726,0,6.80903930604298,1,6.4723462945009,17,12.9364
"171",1.79175946922805,0,0,0,0,0,5.12989871492307,0,0,0,3.04452243772342,0,10.2185
"172",3.04452243772342,3.58351893845611,3.85014760171006,0,0,4.49980967033027,2.56494935746154,6.18001665365257,2.19722457733622,2,4.74493212836325,2,3.17095
"173",4.89783979995091,4.17438726989564,7.53047999524554,0,2.39789527279837,0,2.89037175789616,0,6.83625927727707,6,6.41999492814714,25,18.4647
"174",0,0,0,2.07944154167984,0,2.77258872223978,2.99573227355399,2.39789527279837,0,0,2.39789527279837,2,2.71813
"175",4.56434819146784,4.51085950651685,0,0,5.99396142730657,3.3322045101752,4.06044301054642,5.78996017089725,0,0,5.11799381241676,20,32.4055
"176",0.693147180559945,0,0,0,6.30444880242198,0,5.34233425196481,0,4.11087386417331,0,4.61512051684126,3,2.84822
"177",1.38629436111989,1.09861228866811,0,4.54329478227,3.87120101090789,3.55534806148941,3.36729582998647,5.24702407216049,0,0,3.63758615972639,7,20.1475
"178",0,0,4.04305126783455,3.93182563272433,4.55387689160054,0,1.94591014905531,5.86929691313377,0,0,4.80402104473326,2,8.67717
"179",0,0,5.4380793089232,6.65929391968364,0,0,1.09861228866811,0,3.66356164612965,0,5.56068163101553,11,17.0249
"180",0,0,0,0,4.07753744390572,2.484906649788,4.89034912822175,4.57471097850338,1.94591014905531,0,4.20469261939097,5,10.786
"181",0,0,0,0.693147180559945,3.87120101090789,0,0,0,2.484906649788,0,2.30258509299405,0,3.9513
"182",0,0,0,0,0.693147180559945,0.693147180559945,0,5.38449506278909,3.04452243772342,0,3.36729582998647,5,12.0117
"183",4.33073334028633,5.24174701505964,1.6094379124341,0,3.71357206670431,1.09861228866811,3.87120101090789,0.693147180559945,0,0,3.93182563272433,4,10.3419
"184",0,0,0,0,6.24222326545517,5.19295685089021,5.50938833662798,0,4.84418708645859,0,4.91998092582813,2,1.56044
"185",0,0.693147180559945,0,0,0,3.46573590279973,3.52636052461616,0,1.38629436111989,0,1.79175946922805,2,2.5349
"186",0,2.19722457733622,0,0,1.6094379124341,4.29045944114839,0,0.693147180559945,0,0,3.04452243772342,0,6.41569
"187",0.693147180559945,5.11198778835654,4.04305126783455,2.39789527279837,5.05624580534831,0,5.01063529409626,0,0,0,4.38202663467388,5,10.4273
"188",0.693147180559945,0,2.19722457733622,3.73766961828337,0,5.35185813347607,4.47733681447821,5.4380793089232,1.09861228866811,0,4.40671924726425,3,2.15793
"189",4.86753445045558,4.14313472639153,0,0,2.77258872223978,0,1.38629436111989,0,0,0,3.63758615972639,0,3.45817
"190",0,5.03043792139244,5.64544689764324,0,0,0,4.74493212836325,0,2.70805020110221,1,4.89034912822175,3,10.1212
"191",0,0,0,0,0,5.20948615284142,0,1.79175946922805,0,0,3.52636052461616,0,4.68802
"192",0,0,0,3.91202300542815,5.13579843705026,0,0,0,0,0,3.80666248977032,1,6.83528
"193",0,4.0943445622221,3.61091791264422,0,0.693147180559945,0,0,6.22059017009974,5.04985600724954,0,4.70048036579242,3,10.2902
"194",0,0,0.693147180559945,0,0.693147180559945,0,4.48863636973214,5.19849703126583,0,0,3.2188758248682,4,5.97024
"195",4.0943445622221,5.95583736946483,6.23048144757848,0,0,0,1.38629436111989,0,7.09257371597468,1,5.6021188208797,15,17.3217
"196",4.14313472639153,3.98898404656427,1.6094379124341,0,0,0,1.38629436111989,0,0,0,3.17805383034795,1,12.396
"197",4.52178857704904,3.95124371858143,3.43398720448515,3.63758615972639,0,0,1.94591014905531,0,0,0,3.3322045101752,2,7.53549
"198",4.06044301054642,0.693147180559945,4.48863636973214,4.4188406077966,5.70044357339069,0,0,0,0,0,4.17438726989564,3,11.9716
"199",0,0.693147180559945,0,4.969813299576,0,6.7428806357919,5.66296048013595,6.5206211275587,0,0,5.92692602597041,4,6.31854
"200",0,5.54126354515843,0,0.693147180559945,5.33753807970132,0,2.70805020110221,0,0,0,4.48863636973214,0,7.27922
"201",0,0.693147180559945,0,5.36129216570943,5.04985600724954,1.94591014905531,4.53259949315326,6.91572344863131,0,0,5.63478960316925,3,3.3149
"202",2.30258509299405,0,0,0,1.94591014905531,4.74493212836325,3.58351893845611,6.2363695902037,0,0,4.36944785246702,1,0
"203",0,4.26267987704132,0,0,0,0,6.80461452006262,0,0,0,5.44241771052179,3,8.4335
"204",3.3322045101752,0,5.77455154554441,0,4.75359019110636,0,3.13549421592915,0,0,0,4.57471097850338,0,0
"205",0,0.693147180559945,2.77258872223978,0,4.91265488573605,2.56494935746154,0,2.30258509299405,0,0,2.99573227355399,1,4.49802
"206",0,3.40119738166216,4.98360662170834,0,0.693147180559945,3.04452243772342,3.17805383034795,6.07993319509559,5.23110861685459,1,4.94875989037817,5,8.00679
"207",0.693147180559945,0,2.07944154167984,1.09861228866811,0,0,4.43081679884331,5.2257466737132,0,0,3.61091791264422,2,4.4013
"208",4.29045944114839,0,4.27666611901606,0,0,4.8283137373023,0,0,0,2,3.73766961828337,1,5.15731
"209",0,4.29045944114839,0,3.52636052461616,0,0,1.94591014905531,0,3.3322045101752,0,3.78418963391826,0,6.41569
"210",3.55534806148941,0,0,0,4.53259949315326,0,0,0,0,0,2.83321334405622,2,1.76682
"211",1.09861228866811,0,5.93753620508243,5.46806014113513,0,0,0,0,4.39444915467244,0,5.01063529409626,3,10.2527
"212",4.00733318523247,3.13549421592915,4.51085950651685,1.6094379124341,5.50533153593236,0,0,0,3.71357206670431,0,4.7361984483945,5,10.6277
"213",0,0,0,0,4.29045944114839,0,5.27299955856375,0,0,0,3.43398720448515,2,3.15995
"214",3.63758615972639,2.19722457733622,0,5.52942908751142,0,5.54126354515843,0,0,1.79175946922805,0,4.4188406077966,2,1.38451
"215",3.95124371858143,0,4.77068462446567,0,0,0,0,0,5.50125821054473,0,4.52178857704904,1,10.9582
